field_id,period_start,model_a,model_b,median_change_1024_to_2048,central95_width_at2048,median2048_minus_full,passes_operational_screen
11,2010,pubmedbert,biobert,0.0020138048982258905,0.014017178795919794,0.00025243243983841257,True
11,2010,pubmedbert,simcse,0.0032292918937939508,0.01219770331974479,0.0005387141375401416,True
11,2010,biobert,simcse,0.005571306345690696,0.02693003690039264,-0.0005854597161790709,True
11,2015,specter,specter2,0.0012699498345960514,0.006336519125062501,2.12443751246294e-06,True
11,2015,specter,scincl,2.4688962196872666e-05,0.00690697209060398,0.00015857095792959353,True
11,2015,specter,scibert,0.0018082161508951033,0.01650776573830015,-0.0011997665760179466,True
11,2015,specter,bert,0.0009440505659954468,0.016134324231120267,-0.0016484689306860423,True
11,2015,specter,mpnet,0.00045213153001921746,0.0049228454735846805,4.9686746421029326e-05,True
11,2015,specter,minilm,0.000506817957131922,0.007063717532312164,7.735159388855273e-05,True
11,2015,specter,pubmedbert,0.005851726081388842,0.02681607555291543,0.001808912855544964,True
11,2015,specter,biobert,0.0062787379409984245,0.03848269375238489,0.0032250064826480074,True
11,2015,specter,simcse,3.283320832370151e-05,0.01769660513070015,-0.0007252635865450108,True
11,2015,specter2,scincl,0.0006189491685009152,0.006208614326213224,-0.0002526186651948814,True
11,2015,specter2,scibert,0.002143212863286781,0.012842265704295808,-8.548547091868919e-05,True
11,2015,specter2,bert,0.0016199159457511714,0.011956783369617141,-0.001683775477771543,True
11,2015,specter2,mpnet,0.0002772974238220982,0.00608990248155139,-0.00024018636932121584,True
11,2015,specter2,minilm,0.00011750685925959736,0.005610204190055201,6.0113312280396514e-05,True
11,2015,specter2,pubmedbert,0.005008150151166624,0.01891602349160043,0.0018846402516119465,True
11,2015,specter2,biobert,0.0014100434191588462,0.029092157274710928,0.0036373355366597915,True
11,2015,specter2,simcse,0.001091693528735227,0.011290996239849138,-0.00026992057719787965,True
11,2015,scincl,scibert,0.0033380666010757176,0.016041197935611318,-0.00032026148267905175,True
11,2015,scincl,bert,0.004216086665236207,0.017810300700126347,-0.0004798032440350708,True
11,2015,scincl,mpnet,8.281559662393079e-05,0.0062187005689041674,-1.7981212678708225e-05,True
11,2015,scincl,minilm,0.0004379601120747534,0.006460706601052579,-0.000386726699637685,True
11,2015,scincl,pubmedbert,0.007028786793254471,0.023575342483068307,0.0013737705823493318,True
11,2015,scincl,biobert,0.006943243499867413,0.03719006875487474,0.003807759009726741,True
11,2015,scincl,simcse,0.0032963999715028836,0.016480401676837397,-0.000592283744803912,True
11,2015,scibert,bert,0.00026265777337508567,0.010998409517912755,-0.0009920451229680216,True
11,2015,scibert,mpnet,0.001904321451376867,0.01458713358445718,-0.001437456759903255,True
11,2015,scibert,minilm,0.0015062959052229985,0.017081467546384288,-0.0016472567623270207,True
11,2015,scibert,pubmedbert,0.0032868667082175396,0.015606797463072364,0.0010307639104100152,True
11,2015,scibert,biobert,0.0029350255087475796,0.02492233755750395,0.0037364942955422364,True
11,2015,scibert,simcse,0.0012706149541973355,0.01102769290815031,-0.0018778456417337663,True
11,2015,bert,mpnet,0.0006401327422981273,0.015263666302685497,-0.0016439259193719025,True
11,2015,bert,minilm,0.0020342962389006125,0.017970075390362106,-0.0009455649289313861,True
11,2015,bert,pubmedbert,0.0028219282100886423,0.016962525617711943,0.001702559556325367,True
11,2015,bert,biobert,0.0033351106867589575,0.021468308095786925,0.002568432574169721,True
11,2015,bert,simcse,0.00041823899095749795,0.008558895426802438,-0.0011983523787640893,True
11,2015,mpnet,minilm,0.0010884589745625561,0.004680894745127562,-0.0005712527982504323,True
11,2015,mpnet,pubmedbert,0.0036755318812076165,0.023870139801251522,0.0009574782360324274,True
11,2015,mpnet,biobert,0.00436264875203507,0.0365302126920547,0.0023355950135902637,True
11,2015,mpnet,simcse,0.0012636007343461708,0.014482284396878708,-0.0014192235099030892,True
11,2015,minilm,pubmedbert,0.004416262831090312,0.025118444952726526,0.00041798138075532787,True
11,2015,minilm,biobert,0.003338968378446383,0.03730961569692404,0.002486437286846055,True
11,2015,minilm,simcse,0.0014249935916629264,0.015920336534612667,-0.0006601721387191617,True
11,2015,pubmedbert,biobert,0.0015532383567595787,0.01859831110021737,0.002732388117977824,True
