field_id,period_start,delta_overlap,extended_overlap,k,native_overlap,other_model
11,2020,-0.003947003543367741,0.5304298259128023,50,0.53437682945617,mpnet
11,2020,-0.318548759821291,0.6814512401787091,10,1.0,minilm
11,2020,-0.2900261901093822,0.7099738098906179,25,1.0,minilm
11,2020,-0.26766291788630414,0.732337082113696,50,1.0,minilm
11,2020,0.022538900015405944,0.17197658296102297,10,0.14943768294561702,pubmedbert
11,2020,0.02289939916807888,0.2072161454321368,25,0.18431674626405795,pubmedbert
11,2020,0.02264057926359575,0.2410198736712371,50,0.21837929440764134,pubmedbert
11,2020,0.025173316900323525,0.18145124017870898,10,0.15627792327838547,biobert
11,2020,0.024033276844862117,0.2184686488984748,25,0.19443537205361272,biobert
11,2020,0.025108611924202745,0.25436758588815284,50,0.2292589739639501,biobert
11,2020,0.01751656139269758,0.17479587120628562,10,0.15727930981358806,simcse
11,2020,0.01881374210445232,0.21075335079340626,25,0.19193960868895396,simcse
11,2020,0.020388229856724702,0.24533353874595595,50,0.22494530888923125,simcse
12,2000,0.0006463527239150508,0.23111726685133888,10,0.23047091412742385,specter
12,2000,0.001717451523545706,0.26409972299168977,25,0.2623822714681441,specter
12,2000,0.0006740535549399823,0.2949307479224376,50,0.2942566943674977,specter
12,2000,-0.00572483841181902,0.21855955678670358,10,0.22428439519852264,specter2
12,2000,-0.003988919667590028,0.24149584487534628,25,0.2454847645429363,specter2
12,2000,-0.005493998153277932,0.2683471837488458,50,0.2738411819021237,specter2
12,2000,0.005124653739612187,0.256971375807941,10,0.2518467220683287,scincl
12,2000,0.005632502308402585,0.29710064635272393,25,0.29146814404432136,scincl
12,2000,0.005835641735918744,0.3280517082179132,50,0.32221606648199447,scincl
12,2000,0.01625115420129271,0.17003693444136658,10,0.1537857802400739,scibert
12,2000,0.02097876269621422,0.206943674976916,25,0.18596491228070172,scibert
12,2000,0.02348107109879963,0.24420129270544785,50,0.2207202216066482,scibert
12,2000,0.023638042474607573,0.22160664819944598,10,0.1979686057248384,bert
12,2000,0.027811634349030476,0.2612557710064636,25,0.23344413665743305,bert
12,2000,0.030027700831024927,0.29919667590027704,50,0.2691689750692521,bert
12,2000,-0.011403508771929822,0.4313942751615882,10,0.44279778393351804,mpnet
12,2000,-0.013647276084949216,0.46742382271468147,25,0.48107109879963067,mpnet
12,2000,-0.015383194829178212,0.4942751615881809,50,0.5096583564173592,mpnet
12,2000,-0.202123730378578,0.797876269621422,10,1.0,minilm
12,2000,-0.19006463527239154,0.8099353647276085,25,1.0,minilm
12,2000,-0.17745152354570637,0.8225484764542935,50,1.0,minilm
12,2000,0.018836565096952907,0.1602493074792244,10,0.14141274238227147,pubmedbert
12,2000,0.022031394275161587,0.196140350877193,25,0.1741089566020314,pubmedbert
12,2000,0.026759002770083102,0.23233610341643582,50,0.20557710064635276,pubmedbert
12,2000,0.017774699907663897,0.17543859649122806,10,0.15766389658356417,biobert
12,2000,0.02301015697137581,0.21228070175438596,25,0.18927054478301017,biobert
12,2000,0.026371191135734072,0.24939981532779318,50,0.22302862419205913,biobert
12,2000,0.018882733148661127,0.2383194829178209,10,0.21943674976915975,simcse
12,2000,0.023416435826408125,0.27793167128347185,25,0.2545152354570637,simcse
12,2000,0.024395198522622348,0.3125946445060019,50,0.2881994459833795,simcse
12,2005,0.0010618651892890124,0.22336103416435824,10,0.22229916897506924,specter
12,2005,0.0007386888273314866,0.2607386888273315,25,0.26000000000000006,specter
12,2005,0.0006740535549399811,0.29776546629732226,50,0.29709141274238227,specter
12,2005,-0.0036472760849492144,0.23125577100646355,10,0.23490304709141274,specter2
12,2005,-0.0050784856879039705,0.26325023084025856,25,0.26832871652816254,specter2
12,2005,-0.007156048014773778,0.2951246537396122,50,0.302280701754386,specter2
12,2005,0.004339796860572483,0.262280701754386,10,0.2579409048938135,scincl
