cosine_distance,field_a,field_b,model,period_start
0.07596228752261225,14,33,specter/cls,2000
0.20504881362512495,14,34,specter/cls,2000
0.28280895667874373,14,35,specter/cls,2000
0.08898393054977471,14,36,specter/cls,2000
0.05720882370809388,15,16,specter/cls,2000
0.1269357292001635,15,17,specter/cls,2000
0.13252680472702216,15,18,specter/cls,2000
0.14214231602526395,15,19,specter/cls,2000
0.19691514142554645,15,20,specter/cls,2000
0.04905955856062638,15,21,specter/cls,2000
0.05136307579473687,15,22,specter/cls,2000
0.11650126591660726,15,23,specter/cls,2000
0.2060638512755143,15,24,specter/cls,2000
0.044488518536820454,15,25,specter/cls,2000
0.13737689251065244,15,26,specter/cls,2000
0.14321703163242527,15,27,specter/cls,2000
0.1510793222398341,15,28,specter/cls,2000
0.13304428031633386,15,29,specter/cls,2000
0.10880441462806623,15,30,specter/cls,2000
0.09718626856667989,15,31,specter/cls,2000
0.1907786582233698,15,32,specter/cls,2000
0.21759131712043778,15,33,specter/cls,2000
0.16696722466354064,15,34,specter/cls,2000
0.23182487882767988,15,35,specter/cls,2000
0.18787988197276484,15,36,specter/cls,2000
0.1434215418211907,16,17,specter/cls,2000
0.16024366763234021,16,18,specter/cls,2000
0.18161234009838112,16,19,specter/cls,2000
0.21148217685677095,16,20,specter/cls,2000
0.10074456448437008,16,21,specter/cls,2000
0.120290615185213,16,22,specter/cls,2000
0.15220598674036134,16,23,specter/cls,2000
0.18661868469066845,16,24,specter/cls,2000
0.06280555409744237,16,25,specter/cls,2000
0.15068874764335471,16,26,specter/cls,2000
0.14492122260118012,16,27,specter/cls,2000
0.15499018317775426,16,28,specter/cls,2000
0.1327133144570879,16,29,specter/cls,2000
0.07548259500133825,16,30,specter/cls,2000
0.12125192736454149,16,31,specter/cls,2000
0.190592263095136,16,32,specter/cls,2000
0.2084539627210037,16,33,specter/cls,2000
0.1951132177828344,16,34,specter/cls,2000
0.2343986585815485,16,35,specter/cls,2000
0.19656310585051184,16,36,specter/cls,2000
0.04783909390270058,17,18,specter/cls,2000
0.15528404208243396,17,19,specter/cls,2000
0.13737631871770284,17,20,specter/cls,2000
0.11684303193696333,17,21,specter/cls,2000
0.06340586480015553,17,22,specter/cls,2000
0.1399021574461401,17,23,specter/cls,2000
0.19726803463788556,17,24,specter/cls,2000
0.13635843324001862,17,25,specter/cls,2000
0.06860454572446095,17,26,specter/cls,2000
0.13878935005805781,17,27,specter/cls,2000
0.1126828400856138,17,28,specter/cls,2000
0.15545727623275396,17,29,specter/cls,2000
0.1555052525944799,17,30,specter/cls,2000
0.10109352477771305,17,31,specter/cls,2000
0.11202531096461121,17,32,specter/cls,2000
0.13451981089370613,17,33,specter/cls,2000
0.19155426600886538,17,34,specter/cls,2000
0.23742305014254195,17,35,specter/cls,2000
0.12912505773391303,17,36,specter/cls,2000
0.16066577659696435,18,19,specter/cls,2000
0.06274241553379456,18,20,specter/cls,2000
0.11355913941890017,18,21,specter/cls,2000
0.08598961158835883,18,22,specter/cls,2000
0.12389944340899617,18,23,specter/cls,2000
0.19760481095293247,18,24,specter/cls,2000
0.15961887249025308,18,25,specter/cls,2000
0.08470449963105631,18,26,specter/cls,2000
0.13250176856288043,18,27,specter/cls,2000
0.13361120576475838,18,28,specter/cls,2000
0.13490816667330785,18,29,specter/cls,2000
0.14553296776089064,18,30,specter/cls,2000
0.13616941290347007,18,31,specter/cls,2000
0.07960413707473757,18,32,specter/cls,2000
0.08554138977242054,18,33,specter/cls,2000
0.16714493684967646,18,34,specter/cls,2000
0.2445070199492727,18,35,specter/cls,2000
0.07503558729636739,18,36,specter/cls,2000
0.18636736855342984,19,20,specter/cls,2000
0.12339047326858532,19,21,specter/cls,2000
0.11777531593813939,19,22,specter/cls,2000
0.04469273812676933,19,23,specter/cls,2000
0.24166944284649117,19,24,specter/cls,2000
0.16072923195408018,19,25,specter/cls,2000
0.15808511115907464,19,26,specter/cls,2000
0.18752578397786346,19,27,specter/cls,2000
0.16781973957348295,19,28,specter/cls,2000
0.18340035706078062,19,29,specter/cls,2000
0.20313806366740317,19,30,specter/cls,2000
0.1319934754497768,19,31,specter/cls,2000
0.20655684209909397,19,32,specter/cls,2000
0.18512759889974462,19,33,specter/cls,2000
0.19923319221392832,19,34,specter/cls,2000
0.26713109872347607,19,35,specter/cls,2000
0.21372126602493768,19,36,specter/cls,2000
0.15076560381230975,20,21,specter/cls,2000
0.16992107131043077,20,22,specter/cls,2000
0.14777038122155395,20,23,specter/cls,2000
0.23459863636134137,20,24,specter/cls,2000
0.23009756227520484,20,25,specter/cls,2000
0.14759857311498292,20,26,specter/cls,2000
0.18223308987353026,20,27,specter/cls,2000
0.1897426909856441,20,28,specter/cls,2000
0.1764516910523778,20,29,specter/cls,2000
0.18540778383753165,20,30,specter/cls,2000
0.19959111093279247,20,31,specter/cls,2000
0.12967504506891714,20,32,specter/cls,2000
0.06724922017737722,20,33,specter/cls,2000
0.21183599118962382,20,34,specter/cls,2000
0.307548509053052,20,35,specter/cls,2000
0.11507950991578264,20,36,specter/cls,2000
0.05833088472573733,21,22,specter/cls,2000
0.08199819888374116,21,23,specter/cls,2000
0.21561282962526296,21,24,specter/cls,2000
0.0832390216706882,21,25,specter/cls,2000
0.14965668002350896,21,26,specter/cls,2000
0.1607023917397108,21,27,specter/cls,2000
0.15758923336253117,21,28,specter/cls,2000
0.12854292908540144,21,29,specter/cls,2000
0.13182560292310108,21,30,specter/cls,2000
0.11804510147232583,21,31,specter/cls,2000
0.18483828110742984,21,32,specter/cls,2000
0.17701873320020778,21,33,specter/cls,2000
0.17747332734845656,21,34,specter/cls,2000
0.25586187981089326,21,35,specter/cls,2000
0.1775769489863105,21,36,specter/cls,2000
0.11053189395135277,22,23,specter/cls,2000
0.20397985586318723,22,24,specter/cls,2000
0.061479114848894234,22,25,specter/cls,2000
0.09764989965150939,22,26,specter/cls,2000
0.13366685290148228,22,27,specter/cls,2000
0.13062061255717394,22,28,specter/cls,2000
0.14619317996080472,22,29,specter/cls,2000
0.14757003588026796,22,30,specter/cls,2000
0.06810132056193907,22,31,specter/cls,2000
0.1605637200762854,22,32,specter/cls,2000
0.18816581622051043,22,33,specter/cls,2000
0.16147852983842703,22,34,specter/cls,2000
0.20965285506998244,22,35,specter/cls,2000
0.159379834457671,22,36,specter/cls,2000
0.19614430650323522,23,24,specter/cls,2000
0.1527369437929592,23,25,specter/cls,2000
0.1603144207691981,23,26,specter/cls,2000
0.1516101750515747,23,27,specter/cls,2000
0.14737559778514764,23,28,specter/cls,2000
0.11562567064864249,23,29,specter/cls,2000
0.14556027279924455,23,30,specter/cls,2000
0.159818910202975,23,31,specter/cls,2000
0.16688857818883196,23,32,specter/cls,2000
0.14579258206374512,23,33,specter/cls,2000
0.12959967478434997,23,34,specter/cls,2000
0.22482108552464897,23,35,specter/cls,2000
0.15873954021867742,23,36,specter/cls,2000
0.21516352388331106,24,25,specter/cls,2000
0.2020417673365642,24,26,specter/cls,2000
0.07583225656749804,24,27,specter/cls,2000
0.14516822532310347,24,28,specter/cls,2000
0.12458477486520592,24,29,specter/cls,2000
0.11013870511996193,24,30,specter/cls,2000
0.19978271119422375,24,31,specter/cls,2000
0.1875374436154572,24,32,specter/cls,2000
0.2188088478233644,24,33,specter/cls,2000
0.11494711346974773,24,34,specter/cls,2000
0.2357826046092616,24,35,specter/cls,2000
0.17455217355553354,24,36,specter/cls,2000
0.15056205515328946,25,26,specter/cls,2000
0.1625915076277622,25,27,specter/cls,2000
0.16642915172136652,25,28,specter/cls,2000
0.15159490871853165,25,29,specter/cls,2000
0.13686267269083896,25,30,specter/cls,2000
0.07924715258577109,25,31,specter/cls,2000
0.20397295742963995,25,32,specter/cls,2000
0.2338056677286019,25,33,specter/cls,2000
0.2000823220923975,25,34,specter/cls,2000
0.2098076903687286,25,35,specter/cls,2000
0.2118469582906024,25,36,specter/cls,2000
0.14799397187051044,26,27,specter/cls,2000
0.12983741181910424,26,28,specter/cls,2000
0.17568187034988203,26,29,specter/cls,2000
0.17277169615951737,26,30,specter/cls,2000
0.08299861488252225,26,31,specter/cls,2000
0.13519260839652825,26,32,specter/cls,2000
0.15619871233695282,26,33,specter/cls,2000
0.20203650504517845,26,34,specter/cls,2000
0.2633706384655631,26,35,specter/cls,2000
0.15866786379603282,26,36,specter/cls,2000
0.08353778690116243,27,28,specter/cls,2000
0.061917860192791774,27,29,specter/cls,2000
0.06138740626582839,27,30,specter/cls,2000
0.15505289826788649,27,31,specter/cls,2000
0.12114022381207734,27,32,specter/cls,2000
0.17105737814673205,27,33,specter/cls,2000
0.07501690744669953,27,34,specter/cls,2000
0.15457416235971755,27,35,specter/cls,2000
0.0909491348905771,27,36,specter/cls,2000
0.11226517129657287,28,29,specter/cls,2000
0.11501787411261521,28,30,specter/cls,2000
0.13756568468594188,28,31,specter/cls,2000
0.09161835590663414,28,32,specter/cls,2000
0.16442873150246962,28,33,specter/cls,2000
0.1366588837958309,28,34,specter/cls,2000
0.21135759734343817,28,35,specter/cls,2000
0.13574607964617613,28,36,specter/cls,2000
0.05971719358474581,29,30,specter/cls,2000
0.17968110800324033,29,31,specter/cls,2000
0.12419242947735087,29,32,specter/cls,2000
0.15688792490561732,29,33,specter/cls,2000
0.07336244821909921,29,34,specter/cls,2000
0.17865168548255006,29,35,specter/cls,2000
0.0995359790706154,29,36,specter/cls,2000
0.17497644094785736,30,31,specter/cls,2000
0.1450346762215151,30,32,specter/cls,2000
0.17375089276027222,30,33,specter/cls,2000
0.11578233499137736,30,34,specter/cls,2000
0.18675056480555696,30,35,specter/cls,2000
0.12287406080710839,30,36,specter/cls,2000
0.17796325350767095,31,32,specter/cls,2000
0.20643823511857196,31,33,specter/cls,2000
0.2096881845721842,31,34,specter/cls,2000
0.2575380672685461,31,35,specter/cls,2000
0.2047065701673466,31,36,specter/cls,2000
0.05579417292179034,32,33,specter/cls,2000
0.168717165591297,32,34,specter/cls,2000
0.22304593967053354,32,35,specter/cls,2000
0.04470551692368041,32,36,specter/cls,2000
0.20185268160477554,33,34,specter/cls,2000
0.27328722628565827,33,35,specter/cls,2000
0.07072295987458688,33,36,specter/cls,2000
0.18251754906236284,34,35,specter/cls,2000
0.13921435324811016,34,36,specter/cls,2000
0.1993233192477194,35,36,specter/cls,2000
0.04270781352203035,11,12,specter2/cls,2000
0.018374875171928373,11,13,specter2/cls,2000
0.046081584813505994,11,14,specter2/cls,2000
0.03511046294133602,11,15,specter2/cls,2000
0.028367933054991634,11,16,specter2/cls,2000
0.04443920830918002,11,17,specter2/cls,2000
0.033336071390240085,11,18,specter2/cls,2000
0.029227670650196602,11,19,specter2/cls,2000
0.0385924840560965,11,20,specter2/cls,2000
0.02754756090860433,11,21,specter2/cls,2000
0.038883929789713556,11,22,specter2/cls,2000
0.010390340499155992,11,23,specter2/cls,2000
0.031722985196758535,11,24,specter2/cls,2000
0.036214720097275555,11,25,specter2/cls,2000
0.043694358638807884,11,26,specter2/cls,2000
0.02751684831387724,11,27,specter2/cls,2000
0.036736045871879286,11,28,specter2/cls,2000
0.017510864135842796,11,29,specter2/cls,2000
0.02534367828175277,11,30,specter2/cls,2000
0.049187120790064376,11,31,specter2/cls,2000
0.04159361736512457,11,32,specter2/cls,2000
0.04049123867957749,11,33,specter2/cls,2000
0.02657914584895149,11,34,specter2/cls,2000
0.04544898600019487,11,35,specter2/cls,2000
0.03564961772036068,11,36,specter2/cls,2000
0.04756218757845465,12,13,specter2/cls,2000
0.028792296330805156,12,14,specter2/cls,2000
0.05931723321575122,12,15,specter2/cls,2000
0.05636910686091279,12,16,specter2/cls,2000
0.041489216047128186,12,17,specter2/cls,2000
0.03014371638489033,12,18,specter2/cls,2000
0.03966782017349357,12,19,specter2/cls,2000
0.026759110640600547,12,20,specter2/cls,2000
0.04902051249497641,12,21,specter2/cls,2000
0.04882008868135679,12,22,specter2/cls,2000
0.037507986815225935,12,23,specter2/cls,2000
0.05868498695021984,12,24,specter2/cls,2000
0.05707404477338851,12,25,specter2/cls,2000
0.041378427028503695,12,26,specter2/cls,2000
0.0426059450742039,12,27,specter2/cls,2000
0.04263772897700968,12,28,specter2/cls,2000
0.041322083717595715,12,29,specter2/cls,2000
0.05089998965184839,12,30,specter2/cls,2000
0.05326552015048791,12,31,specter2/cls,2000
0.015880922577699352,12,32,specter2/cls,2000
0.007629901159691754,12,33,specter2/cls,2000
0.052066007504962375,12,34,specter2/cls,2000
0.059248362625248574,12,35,specter2/cls,2000
0.02537963126389331,12,36,specter2/cls,2000
0.05569120167625807,13,14,specter2/cls,2000
0.03452675260003879,13,15,specter2/cls,2000
0.02132830412843001,13,16,specter2/cls,2000
0.041252734068553676,13,17,specter2/cls,2000
0.03948835186450739,13,18,specter2/cls,2000
0.0377906244318843,13,19,specter2/cls,2000
0.04680075216739321,13,20,specter2/cls,2000
0.03746187342487017,13,21,specter2/cls,2000
0.040430127782140834,13,22,specter2/cls,2000
0.02514430097191911,13,23,specter2/cls,2000
0.01043497082626521,13,24,specter2/cls,2000
0.0329907307031565,13,25,specter2/cls,2000
0.042148579804713426,13,26,specter2/cls,2000
0.008339025403436895,13,27,specter2/cls,2000
0.021051438270383915,13,28,specter2/cls,2000
0.012855471182059208,13,29,specter2/cls,2000
0.015267278609824242,13,30,specter2/cls,2000
0.04009888404201378,13,31,specter2/cls,2000
0.04143343421692525,13,32,specter2/cls,2000
0.047439484256458164,13,33,specter2/cls,2000
0.022128133916498816,13,34,specter2/cls,2000
0.04312471277988594,13,35,specter2/cls,2000
0.03147389316772575,13,36,specter2/cls,2000
0.05165664839531259,14,15,specter2/cls,2000
0.06266125355050578,14,16,specter2/cls,2000
0.03215519139887113,14,17,specter2/cls,2000
0.008114306961546913,14,18,specter2/cls,2000
0.05002695084111286,14,19,specter2/cls,2000
0.009238057757383289,14,20,specter2/cls,2000
0.03681648599085108,14,21,specter2/cls,2000
0.03912855920602909,14,22,specter2/cls,2000
0.035224368088976665,14,23,specter2/cls,2000
0.062062291964788074,14,24,specter2/cls,2000
0.05708783123280936,14,25,specter2/cls,2000
0.045016177767459364,14,26,specter2/cls,2000
0.04809935783202024,14,27,specter2/cls,2000
0.05832241566431995,14,28,specter2/cls,2000
0.04518510625241334,14,29,specter2/cls,2000
0.054401239831674,14,30,specter2/cls,2000
0.061654791195181136,14,31,specter2/cls,2000
0.027169745578696114,14,32,specter2/cls,2000
0.014744901212242145,14,33,specter2/cls,2000
0.05801558798861739,14,34,specter2/cls,2000
0.06611670030993078,14,35,specter2/cls,2000
0.02389253408827907,14,36,specter2/cls,2000
0.014745790184098384,15,16,specter2/cls,2000
0.037564720969960996,15,17,specter2/cls,2000
0.03524391488783918,15,18,specter2/cls,2000
0.033714281045762684,15,19,specter2/cls,2000
0.048692219722484054,15,20,specter2/cls,2000
0.0136645375764195,15,21,specter2/cls,2000
0.01604239821569886,15,22,specter2/cls,2000
0.02576799853963796,15,23,specter2/cls,2000
0.049869560416359704,15,24,specter2/cls,2000
0.009265142988299946,15,25,specter2/cls,2000
0.04482999723146175,15,26,specter2/cls,2000
0.03813062111374854,15,27,specter2/cls,2000
0.04650709646379303,15,28,specter2/cls,2000
0.03488298412324109,15,29,specter2/cls,2000
0.031922787715737644,15,30,specter2/cls,2000
0.02657880002025692,15,31,specter2/cls,2000
0.05972481457010781,15,32,specter2/cls,2000
0.056458551519011135,15,33,specter2/cls,2000
0.04888241392361192,15,34,specter2/cls,2000
0.058176489269454734,15,35,specter2/cls,2000
0.048833458057687795,15,36,specter2/cls,2000
0.048822793947119414,16,17,specter2/cls,2000
0.046872134560614453,16,18,specter2/cls,2000
0.04117326074675243,16,19,specter2/cls,2000
0.05620011825835425,16,20,specter2/cls,2000
0.02651376324549648,16,21,specter2/cls,2000
0.03472981823989518,16,22,specter2/cls,2000
0.029414950881109014,16,23,specter2/cls,2000
0.036704259187124944,16,24,specter2/cls,2000
0.01481709108022733,16,25,specter2/cls,2000
0.048124032016902185,16,26,specter2/cls,2000
0.030292331751935353,16,27,specter2/cls,2000
0.039600265415403846,16,28,specter2/cls,2000
0.02899868277794515,16,29,specter2/cls,2000
0.01790935508882796,16,30,specter2/cls,2000
0.03273571240729789,16,31,specter2/cls,2000
0.05826362958196962,16,32,specter2/cls,2000
0.05705840247648741,16,33,specter2/cls,2000
0.0451996557362756,16,34,specter2/cls,2000
0.053126415173368025,16,35,specter2/cls,2000
0.047558903146703746,16,36,specter2/cls,2000
0.01545013355915148,17,18,specter2/cls,2000
0.03504390741924157,17,19,specter2/cls,2000
0.03474572191318892,17,20,specter2/cls,2000
0.03304959457838763,17,21,specter2/cls,2000
0.015068396068998124,17,22,specter2/cls,2000
0.03418098156392335,17,23,specter2/cls,2000
0.05278837161078864,17,24,specter2/cls,2000
0.0382782018611898,17,25,specter2/cls,2000
0.02477274680952679,17,26,specter2/cls,2000
0.0393971535253449,17,27,specter2/cls,2000
0.03888496106129158,17,28,specter2/cls,2000
0.04536226047172176,17,29,specter2/cls,2000
0.05143971651584933,17,30,specter2/cls,2000
0.030448821918079294,17,31,specter2/cls,2000
0.04017665779384849,17,32,specter2/cls,2000
0.03958185450784757,17,33,specter2/cls,2000
0.054734141592217234,17,34,specter2/cls,2000
0.06827901848211715,17,35,specter2/cls,2000
0.040143760639333115,17,36,specter2/cls,2000
0.035019845577170194,18,19,specter2/cls,2000
0.011447512143176408,18,20,specter2/cls,2000
0.02499021266021728,18,21,specter2/cls,2000
0.022242418868527625,18,22,specter2/cls,2000
0.022355300720069193,18,23,specter2/cls,2000
0.04782824056487123,18,24,specter2/cls,2000
0.04044022297126815,18,25,specter2/cls,2000
0.029171181197155338,18,26,specter2/cls,2000
0.03350420215667971,18,27,specter2/cls,2000
0.040019780587943754,18,28,specter2/cls,2000
0.03265113026183675,18,29,specter2/cls,2000
0.041239046723757,18,30,specter2/cls,2000
0.04208416256338732,18,31,specter2/cls,2000
0.02330793834247835,18,32,specter2/cls,2000
0.01934804940842194,18,33,specter2/cls,2000
0.04350480395550127,18,34,specter2/cls,2000
0.05577294913693909,18,35,specter2/cls,2000
0.019369607373963205,18,36,specter2/cls,2000
0.03761474283597854,19,20,specter2/cls,2000
0.028244492636557483,19,21,specter2/cls,2000
0.0254708193714116,19,22,specter2/cls,2000
0.011895061845087818,19,23,specter2/cls,2000
0.05398404020706138,19,24,specter2/cls,2000
0.03236611176616011,19,25,specter2/cls,2000
0.03914056215023798,19,26,specter2/cls,2000
0.04265521247074222,19,27,specter2/cls,2000
0.04216417053359767,19,28,specter2/cls,2000
0.041031546183024625,19,29,specter2/cls,2000
0.05243705559797929,19,30,specter2/cls,2000
0.02789615210063834,19,31,specter2/cls,2000
0.05095584177932888,19,32,specter2/cls,2000
0.042359154368611485,19,33,specter2/cls,2000
0.047433153724850685,19,34,specter2/cls,2000
0.059454582389751875,19,35,specter2/cls,2000
0.04854739398795027,19,36,specter2/cls,2000
0.03253049204298086,20,21,specter2/cls,2000
0.03847400938619405,20,22,specter2/cls,2000
0.027586565607445213,20,23,specter2/cls,2000
0.054475834515123056,20,24,specter2/cls,2000
0.05320267033710424,20,25,specter2/cls,2000
0.03328833440744028,20,26,specter2/cls,2000
0.040783386239140795,20,27,specter2/cls,2000
0.04835109306616414,20,28,specter2/cls,2000
0.0383545866217605,20,29,specter2/cls,2000
0.04768153565952171,20,30,specter2/cls,2000
0.051156390516049366,20,31,specter2/cls,2000
0.028087136056521578,20,32,specter2/cls,2000
0.013264070191014499,20,33,specter2/cls,2000
0.05149993819330978,20,34,specter2/cls,2000
0.0619651241561846,20,35,specter2/cls,2000
0.024700264558058294,20,36,specter2/cls,2000
0.01573030101191686,21,22,specter2/cls,2000
0.01794557949972886,21,23,specter2/cls,2000
0.05516465344273869,21,24,specter2/cls,2000
0.017517323708289734,21,25,specter2/cls,2000
0.040613159133772836,21,26,specter2/cls,2000
0.04241486524463134,21,27,specter2/cls,2000
0.050451120514331205,21,28,specter2/cls,2000
0.0330965024102402,21,29,specter2/cls,2000
0.0382288486924528,21,30,specter2/cls,2000
0.029241326995564698,21,31,specter2/cls,2000
0.053743510134465544,21,32,specter2/cls,2000
0.04267888198229575,21,33,specter2/cls,2000
0.05374680155356781,21,34,specter2/cls,2000
0.06257777084437144,21,35,specter2/cls,2000
0.04421663997973024,21,36,specter2/cls,2000
0.026329580809295372,22,23,specter2/cls,2000
0.05509213779461131,22,24,specter2/cls,2000
0.015594390441658668,22,25,specter2/cls,2000
0.028868889207581794,22,26,specter2/cls,2000
0.039324812961249234,22,27,specter2/cls,2000
0.04277726400742987,22,28,specter2/cls,2000
0.043104289374069515,22,29,specter2/cls,2000
0.047137159349153634,22,30,specter2/cls,2000
0.0188372678185168,22,31,specter2/cls,2000
0.05111653931381288,22,32,specter2/cls,2000
0.04669191325050681,22,33,specter2/cls,2000
0.05111857062455816,22,34,specter2/cls,2000
0.059632120947428646,22,35,specter2/cls,2000
0.045250169780662874,22,36,specter2/cls,2000
0.03866119538360102,23,24,specter2/cls,2000
0.029979515758155384,23,25,specter2/cls,2000
0.03853117467412748,23,26,specter2/cls,2000
0.029294652451433367,23,27,specter2/cls,2000
0.035497561473001094,23,28,specter2/cls,2000
0.021392780424209334,23,29,specter2/cls,2000
0.031192137283124644,23,30,specter2/cls,2000
0.03919116470337436,23,31,specter2/cls,2000
0.038106942357354345,23,32,specter2/cls,2000
0.03198155911337497,23,33,specter2/cls,2000
0.03022794159205433,23,34,specter2/cls,2000
0.046394457359283714,23,35,specter2/cls,2000
0.03015318149834878,23,36,specter2/cls,2000
0.04878936944182111,24,25,specter2/cls,2000
0.054222485375325924,24,26,specter2/cls,2000
0.01269240302875485,24,27,specter2/cls,2000
0.03383065297414534,24,28,specter2/cls,2000
0.0223880355547158,24,29,specter2/cls,2000
0.023644099104324967,24,30,specter2/cls,2000
0.055853200721820095,24,31,specter2/cls,2000
0.04885580294870051,24,32,specter2/cls,2000
0.05496466594655813,24,33,specter2/cls,2000
0.02139050746418425,24,34,specter2/cls,2000
0.04933531293076887,24,35,specter2/cls,2000
0.03544962232723359,24,36,specter2/cls,2000
0.04261580906170248,25,26,specter2/cls,2000
0.03977404507860294,25,27,specter2/cls,2000
0.0453921184098659,25,28,specter2/cls,2000
0.03805806146250457,25,29,specter2/cls,2000
0.037533489419355304,25,30,specter2/cls,2000
0.018042318147018732,25,31,specter2/cls,2000
0.06096433037481219,25,32,specter2/cls,2000
0.05803554413027012,25,33,specter2/cls,2000
0.05390688494413187,25,34,specter2/cls,2000
0.052572477566044995,25,35,specter2/cls,2000
0.05247140133824446,25,36,specter2/cls,2000
0.04178789969815011,26,27,specter2/cls,2000
0.043037010987121316,26,28,specter2/cls,2000
0.049274087850398995,26,29,specter2/cls,2000
0.05191698914812448,26,30,specter2/cls,2000
0.027097835812263327,26,31,specter2/cls,2000
0.0458462638723387,26,32,specter2/cls,2000
0.041599482722585845,26,33,specter2/cls,2000
0.05486126704829575,26,34,specter2/cls,2000
0.07350517008888724,26,35,specter2/cls,2000
0.04791667431862445,26,36,specter2/cls,2000
0.01656869563296104,27,28,specter2/cls,2000
0.012059642036154616,27,29,specter2/cls,2000
0.012775529914876738,27,30,specter2/cls,2000
0.04606848922817208,27,31,specter2/cls,2000
0.0309051691921024,27,32,specter2/cls,2000
0.040742707282829804,27,33,specter2/cls,2000
0.01564220625920254,27,34,specter2/cls,2000
0.03636671252478896,27,35,specter2/cls,2000
0.018320071805299598,27,36,specter2/cls,2000
0.025667478807173794,28,29,specter2/cls,2000
0.027784522632268382,28,30,specter2/cls,2000
0.04310965932757915,28,31,specter2/cls,2000
0.027769378283143076,28,32,specter2/cls,2000
0.046614829297558,28,33,specter2/cls,2000
0.029604198359835854,28,34,specter2/cls,2000
0.04959465389838924,28,35,specter2/cls,2000
