centroid_edge_spearman,model_a,model_b,period_start,stage
0.8915991120899097,minilm,simcse,2000,sep
0.9269561113732895,pubmedbert,biobert,2000,sep
0.8489476168003777,pubmedbert,simcse,2000,sep
0.9299452921538812,biobert,simcse,2000,sep
0.8914355129079056,specter,specter2,2005,sep
0.9203841784209884,specter,scincl,2005,sep
0.7550091762361701,specter,scibert,2005,sep
0.5976092846031498,specter,bert,2005,sep
0.7108859874504047,specter,mpnet,2005,sep
0.6791991330641638,specter,minilm,2005,sep
0.8257217765193227,specter,pubmedbert,2005,sep
0.7205439323230736,specter,biobert,2005,sep
0.7467163057347107,specter,simcse,2005,sep
0.9544655934839984,specter2,scincl,2005,sep
0.8711446699176761,specter2,scibert,2005,sep
0.7223162567947844,specter2,bert,2005,sep
0.8422994773915021,specter2,mpnet,2005,sep
0.8281117927743696,specter2,minilm,2005,sep
0.8932452414661004,specter2,pubmedbert,2005,sep
0.8557813783580657,specter2,biobert,2005,sep
0.8541852376208205,specter2,simcse,2005,sep
0.8322618985195672,scincl,scibert,2005,sep
0.6745449460786884,scincl,bert,2005,sep
0.7993802107912538,scincl,mpnet,2005,sep
0.7809050390645483,scincl,minilm,2005,sep
0.8726848793106463,scincl,pubmedbert,2005,sep
0.8221998496845123,scincl,biobert,2005,sep
0.8152905808120533,scincl,simcse,2005,sep
0.8870134410011711,scibert,bert,2005,sep
0.8369755125583347,scibert,mpnet,2005,sep
0.8519878349326202,scibert,minilm,2005,sep
0.9465383741457363,scibert,pubmedbert,2005,sep
0.9400681663258352,scibert,biobert,2005,sep
0.9205215597853635,scibert,simcse,2005,sep
0.7479328124726897,bert,mpnet,2005,sep
0.7873521752049361,bert,minilm,2005,sep
0.8329785188680895,bert,pubmedbert,2005,sep
0.8759226050023596,bert,biobert,2005,sep
0.8651995175921556,bert,simcse,2005,sep
0.9628867565063884,mpnet,minilm,2005,sep
0.8110709104574136,mpnet,pubmedbert,2005,sep
0.8148368377816231,mpnet,biobert,2005,sep
0.8378753080593572,mpnet,simcse,2005,sep
0.8034202017024104,minilm,pubmedbert,2005,sep
0.8629112264695088,minilm,biobert,2005,sep
0.8861660811354065,minilm,simcse,2005,sep
0.9279838498243407,pubmedbert,biobert,2005,sep
0.857256567563316,pubmedbert,simcse,2005,sep
0.9348812332861415,biobert,simcse,2005,sep
0.884893992624054,specter,specter2,2010,sep
0.9199433695139219,specter,scincl,2010,sep
0.7427214094698759,specter,scibert,2010,sep
0.5917371925960883,specter,bert,2010,sep
0.7098428678796779,specter,mpnet,2010,sep
0.677844545820006,specter,minilm,2010,sep
0.8104088231695595,specter,pubmedbert,2010,sep
0.6986527537447784,specter,biobert,2010,sep
0.7455113348364882,specter,simcse,2010,sep
0.9506982678761822,specter2,scincl,2010,sep
