stage,field_id,period_start,cka_biased,cka_debiased,model_a,model_b,n,procrustes_angle_degrees,procrustes_similarity,rsa_spearman
primary,23,2015,0.7637432596268012,0.7626735623018569,bert/mean,biobert/mean,4018,39.561994518071806,0.7709358898206512,0.8283083773522679
primary,23,2015,0.7890622431391501,0.7874855758085645,bert/mean,simcse/cls,4018,36.94576965533738,0.7992047689872482,0.7738863948267197
primary,23,2015,0.8463451689766708,0.8439385310631116,mpnet/mean,minilm/mean,4018,41.89140040659005,0.7444117736496486,0.8315137125102887
primary,23,2015,0.5195501699751033,0.515547825007587,mpnet/mean,pubmedbert/mean,4018,52.91506835028367,0.6029982084352127,0.4527728147589315
primary,23,2015,0.525198078103159,0.5218835749694901,mpnet/mean,biobert/mean,4018,53.24044999877933,0.5984581444148479,0.43670062002425347
primary,23,2015,0.5541232287187148,0.5488095618881157,mpnet/mean,simcse/cls,4018,51.97651292180845,0.6159844503516605,0.426613602036037
primary,23,2015,0.5175549974738936,0.5132167368064481,minilm/mean,pubmedbert/mean,4018,54.95649231770924,0.5741982959183238,0.4814032765715089
primary,23,2015,0.5224874423259733,0.5187134005107732,minilm/mean,biobert/mean,4018,55.11836185128559,0.5718830060921855,0.47433888822234654
primary,23,2015,0.5786375930937887,0.5733041098914512,minilm/mean,simcse/cls,4018,53.21900831554961,0.5987579167640257,0.48203490031408636
primary,23,2015,0.8404041499477442,0.8387698574448925,pubmedbert/mean,biobert/mean,4018,34.32344907920718,0.8258675945965182,0.8784952890512406
primary,23,2015,0.6187550899787079,0.6160952414227304,pubmedbert/mean,simcse/cls,4018,48.16472519528255,0.6669913047607738,0.6042179680260449
primary,23,2015,0.6013858427612938,0.5993423204076223,biobert/mean,simcse/cls,4018,48.61440715543297,0.6611232272665132,0.6200819455657013
primary,23,2020,0.7647361070224533,0.7633641497173447,specter/cls,specter2/cls,5919,44.407136424005145,0.7143855281562854,0.6609746124189376
primary,23,2020,0.834102578853936,0.8332347966461882,specter/cls,scincl/cls,5919,38.178761974957354,0.7860860667640855,0.7646786020551954
primary,23,2020,0.563094477035392,0.5607611310972671,specter/cls,scibert/mean,5919,49.58500221582279,0.6483192196681179,0.4647852033384587
primary,23,2020,0.6001208839363749,0.5982758064621042,specter/cls,bert/mean,5919,50.53313174523362,0.635631915835788,0.49752003994079924
primary,23,2020,0.7898605092513225,0.788660362585114,specter/cls,mpnet/mean,5919,44.14052995620777,0.7176338425170267,0.7387820231779549
primary,23,2020,0.7576825754230128,0.7562789427607696,specter/cls,minilm/mean,5919,48.03752311867924,0.6686437758920859,0.7225493146338726
primary,23,2020,0.5196145067143243,0.5182354966852213,specter/cls,pubmedbert/mean,5919,51.06883297176752,0.6283863035148854,0.4693636817809093
primary,23,2020,0.5376209496833484,0.5373691738696418,specter/cls,biobert/mean,5919,51.957209111697836,0.6162498230124768,0.4688666328516634
primary,23,2020,0.5498698495815297,0.5473144714835414,specter/cls,simcse/cls,5919,52.313509051340574,0.6113404705428855,0.41048730266271616
primary,23,2020,0.8243605900541537,0.8233358904572432,specter2/cls,scincl/cls,5919,36.790298915439195,0.8008327836703172,0.6967189041947964
primary,23,2020,0.5708312810419751,0.5677824194903733,specter2/cls,scibert/mean,5919,47.01920202387109,0.681753216955306,0.402469187594672
primary,23,2020,0.562678076253433,0.5601520818722578,specter2/cls,bert/mean,5919,53.38167650474373,0.5964815897733767,0.36718380189745686
primary,23,2020,0.7865521076718762,0.7845478978529584,specter2/cls,mpnet/mean,5919,46.38951375167533,0.6897520698001712,0.7184501609961265
primary,23,2020,0.7469251416102911,0.7444140834405556,specter2/cls,minilm/mean,5919,49.91102439951989,0.6439764377289007,0.6591128013667803
primary,23,2020,0.5034967393974509,0.5013525759636739,specter2/cls,pubmedbert/mean,5919,52.86271304524575,0.603726911746595,0.3785688563339207
primary,23,2020,0.5224778475229103,0.5212972768568935,specter2/cls,biobert/mean,5919,53.62220677629281,0.5931068802053258,0.35810772795576923
primary,23,2020,0.5055601150001818,0.501875394734653,specter2/cls,simcse/cls,5919,55.04708853294306,0.5729030226610989,0.30723736990659206
primary,23,2020,0.5672178359745803,0.5648443523021227,scincl/cls,scibert/mean,5919,47.415765153535055,0.6766734041248132,0.40230445159726347
primary,23,2020,0.5837916653432649,0.5818361805191209,scincl/cls,bert/mean,5919,51.24269395616574,0.6260229136907218,0.409177194428941
primary,23,2020,0.8066958826830414,0.8055214813328184,scincl/cls,mpnet/mean,5919,43.73699085808547,0.7225209531092535,0.7374306677880799
primary,23,2020,0.7723828028727029,0.7709713980525542,scincl/cls,minilm/mean,5919,47.596170639101025,0.6743517407078123,0.7251720629604371
primary,23,2020,0.509651206871304,0.508135916178653,scincl/cls,pubmedbert/mean,5919,51.71000384672241,0.619642000344928,0.39752252378181163
primary,23,2020,0.5291127499214983,0.5287039959503296,scincl/cls,biobert/mean,5919,52.632580079612936,0.6069240138378539,0.39000921442201986
primary,23,2020,0.5357271129763144,0.5330076915174085,scincl/cls,simcse/cls,5919,53.0524751466099,0.601083329271282,0.3487085788172704
primary,23,2020,0.7508494539895127,0.7492674008540867,scibert/mean,bert/mean,5919,40.608641921381626,0.7591731424353109,0.7310505037806275
primary,23,2020,0.5595494925719113,0.5561619454087785,scibert/mean,mpnet/mean,5919,52.54090258453332,0.6081949110658527,0.45742861592307243
primary,23,2020,0.5518721587896062,0.5481877587243836,scibert/mean,minilm/mean,5919,54.58541220182153,0.5794886892659868,0.4598024088680101
primary,23,2020,0.8393346663013547,0.8387146840276235,scibert/mean,pubmedbert/mean,5919,34.109668936431156,0.8279657123242377,0.8564554461381432
primary,23,2020,0.802956820461844,0.8028495506719614,scibert/mean,biobert/mean,5919,36.92296143576682,0.7994439742782934,0.8281247402448096
primary,23,2020,0.6203010046987175,0.6178640716467573,scibert/mean,simcse/cls,5919,48.71400807668405,0.6598179738780323,0.5407748887189361
primary,23,2020,0.5939827151083428,0.5915241292417365,bert/mean,mpnet/mean,5919,51.13772349345522,0.6274505269386285,0.5003242330018103
primary,23,2020,0.606214330560533,0.6037661965249556,bert/mean,minilm/mean,5919,52.686799537366205,0.6061716545379785,0.5398396548311007
primary,23,2020,0.7515988849399106,0.7506681007091905,bert/mean,pubmedbert/mean,5919,39.95588920990806,0.7665390844232707,0.786674517885183
primary,23,2020,0.757041540890888,0.7571625250529196,bert/mean,biobert/mean,5919,39.997480783692254,0.7660727048620936,0.8107070113352637
primary,23,2020,0.7959252608664825,0.7948980528807148,bert/mean,simcse/cls,5919,37.22418447998521,0.7962746465108872,0.7816148341795376
primary,23,2020,0.8471324367747566,0.8454769641956635,mpnet/mean,minilm/mean,5919,41.96452792319927,0.7435589448221485,0.83245047378962
primary,23,2020,0.5140279444192973,0.5117441912712384,mpnet/mean,pubmedbert/mean,5919,53.427426005649664,0.5958405187423145,0.4625028086022572
primary,23,2020,0.5352639883301032,0.5339317921618374,mpnet/mean,biobert/mean,5919,53.51220447968365,0.5946515450316107,0.44656017792340147
primary,23,2020,0.5440555336854292,0.540443035798893,mpnet/mean,simcse/cls,5919,52.60843603733697,0.6072588662107268,0.4310390895845972
primary,23,2020,0.511093092364075,0.5085801949229705,minilm/mean,pubmedbert/mean,5919,55.43011392873841,0.5674110366968209,0.4783344866643373
primary,23,2020,0.5316205214022093,0.5299728871590553,minilm/mean,biobert/mean,5919,55.369882843163424,0.568276342906599,0.47606694848466574
primary,23,2020,0.5663190737883969,0.5626980200967753,minilm/mean,simcse/cls,5919,53.76515696975228,0.591096291605098,0.48679680908299006
primary,23,2020,0.8503462941156597,0.8489200977770015,pubmedbert/mean,biobert/mean,5919,34.27546747116822,0.8263395056285392,0.8701250885088111
primary,23,2020,0.6100920853461494,0.6088356303558394,pubmedbert/mean,simcse/cls,5919,48.8943102332292,0.6574500752887368,0.5953011990647533
primary,23,2020,0.6049063076294853,0.6045553474891865,biobert/mean,simcse/cls,5919,49.10954207862609,0.6546149242801178,0.6198858241547177
primary,24,2000,0.7349764531645755,0.7303518843797193,specter/cls,specter2/cls,2166,44.57929529003646,0.7122797332859852,0.6399503045123789
primary,24,2000,0.8097451681220996,0.8067847226673971,specter/cls,scincl/cls,2166,38.32477995587144,0.7845082477850532,0.755587065231469
primary,24,2000,0.6194925039260188,0.6136148672308408,specter/cls,scibert/mean,2166,46.84218910713674,0.6840101524934645,0.532389421459971
primary,24,2000,0.5346727615266236,0.5300892411819652,specter/cls,bert/mean,2166,52.19354615104345,0.6129960535470865,0.4930755887231864
primary,24,2000,0.7792564216597163,0.7754867286261371,specter/cls,mpnet/mean,2166,43.28941989847862,0.7278993868242482,0.7178912909377302
primary,24,2000,0.7410304544442075,0.7364285176174897,specter/cls,minilm/mean,2166,47.753343185272506,0.672323614865471,0.7047341362508327
primary,24,2000,0.5599324296401816,0.553787561523864,specter/cls,pubmedbert/mean,2166,48.338438408718396,0.664729302761901,0.4791256245488136
primary,24,2000,0.6219970957415911,0.6174698107786597,specter/cls,biobert/mean,2166,47.8335567364396,0.6712866030125857,0.5201146433982866
primary,24,2000,0.4806607460874935,0.47352066342499244,specter/cls,simcse/cls,2166,55.060928943521546,0.5727050171753177,0.3821998523774972
primary,24,2000,0.802226351212043,0.7987405509731977,specter2/cls,scincl/cls,2166,37.121827365188636,0.797354073207288,0.6539520925078796
primary,24,2000,0.5941923312783669,0.5858517664196077,specter2/cls,scibert/mean,2166,45.44360339871471,0.7016109816125571,0.38207848851869497
primary,24,2000,0.45648430794395384,0.4500663544959722,specter2/cls,bert/mean,2166,56.00241083973962,0.5591580194861929,0.2970263411715654
primary,24,2000,0.7458887556293852,0.7392895635179366,specter2/cls,mpnet/mean,2166,46.66574222351847,0.6862533736452078,0.6213230533403102
primary,24,2000,0.6981430365505548,0.6897499348483661,specter2/cls,minilm/mean,2166,50.429606597583714,0.6370257553487427,0.585921726786808
primary,24,2000,0.5228951597092544,0.5139720287587116,specter2/cls,pubmedbert/mean,2166,50.807337163204,0.631930059908378,0.31468332966970824
primary,24,2000,0.568981586236241,0.5609008427626753,specter2/cls,biobert/mean,2166,50.697093440328224,0.6334201279805464,0.354728903161822
primary,24,2000,0.41845675318880127,0.40796929070740245,specter2/cls,simcse/cls,2166,57.90216566477122,0.5313665596404101,0.21617679186944225
primary,24,2000,0.6091085766296152,0.6027533697580801,scincl/cls,scibert/mean,2166,45.70211041151169,0.6983889233962822,0.47760564523351373
primary,24,2000,0.5354005798555741,0.5306842411242919,scincl/cls,bert/mean,2166,53.63393219431619,0.5929421015083703,0.47561099700552717
primary,24,2000,0.79166344702501,0.7877705606969724,scincl/cls,mpnet/mean,2166,42.64362294586309,0.7355815248016336,0.7367838574199604
primary,24,2000,0.7449768859603635,0.7400255234738288,scincl/cls,minilm/mean,2166,47.44272806143613,0.6763268405323688,0.6952545435221349
primary,24,2000,0.5436718980967439,0.5369226197198896,scincl/cls,pubmedbert/mean,2166,49.73487965576574,0.6463253740307889,0.42945318782813346
primary,24,2000,0.5949904851665714,0.5895315800343199,scincl/cls,biobert/mean,2166,49.549850023039944,0.6487862136482875,0.45235246263888285
primary,24,2000,0.4713014991377984,0.46363561011733934,scincl/cls,simcse/cls,2166,56.556890539314104,0.5511087254349019,0.38717490160843515
primary,24,2000,0.7165444340346583,0.7136554799816109,scibert/mean,bert/mean,2166,41.832880291655854,0.7450933743971383,0.7405967226259936
primary,24,2000,0.5750236360319647,0.5666261127540957,scibert/mean,mpnet/mean,2166,51.44303890778594,0.6232923655111154,0.4740325221645825
primary,24,2000,0.5716652475113382,0.5627827873207962,scibert/mean,minilm/mean,2166,53.77270888547165,0.5909899717854913,0.5021432921398584
primary,24,2000,0.8622403913195968,0.8599328428619265,scibert/mean,pubmedbert/mean,2166,32.77406638733334,0.8408117091064726,0.8797446772923618
primary,24,2000,0.8604384754956191,0.8585509187323808,scibert/mean,biobert/mean,2166,34.663983101797285,0.8225017353409859,0.87062176910105
primary,24,2000,0.6196666905870929,0.6140556806934518,scibert/mean,simcse/cls,2166,49.16479839205002,0.6538855662588193,0.5635666159864176
primary,24,2000,0.5347622275402456,0.5295872955417764,bert/mean,mpnet/mean,2166,53.399128897009646,0.5962370806247601,0.5266702951811753
primary,24,2000,0.5755286366429855,0.5709769686187117,bert/mean,minilm/mean,2166,54.14484423863305,0.5857381741193438,0.5869487239428707
primary,24,2000,0.6931463762270735,0.6898268819883567,bert/mean,pubmedbert/mean,2166,42.30814503458449,0.7395354136138012,0.7574172507260418
primary,24,2000,0.7169749820555843,0.7144813434414182,bert/mean,biobert/mean,2166,41.4974475437563,0.7489852389509273,0.7888022488510111
primary,24,2000,0.7962442338638409,0.7944084985024912,bert/mean,simcse/cls,2166,38.67057232773248,0.7807514351257259,0.815334842717839
primary,24,2000,0.8365562739285515,0.8323957998937416,mpnet/mean,minilm/mean,2166,41.0054991286857,0.7546466095778683,0.827235139307593
primary,24,2000,0.5254758834826541,0.5169703177953345,mpnet/mean,pubmedbert/mean,2166,52.26778680386206,0.6119717902182851,0.44206111528465125
primary,24,2000,0.5844489443084688,0.5771595530858271,mpnet/mean,biobert/mean,2166,51.081168079371594,0.6282188159202836,0.48079928526349797
primary,24,2000,0.4818312609440073,0.47299715540626797,mpnet/mean,simcse/cls,2166,55.80837019246229,0.5619625457895457,0.45343819988509537
primary,24,2000,0.5240592299692673,0.5150913695360861,minilm/mean,pubmedbert/mean,2166,54.61992172685759,0.5789977176207489,0.47039318678698216
primary,24,2000,0.580767680190559,0.5728630882853607,minilm/mean,biobert/mean,2166,53.4476736781228,0.595556674215347,0.5204409641376008
primary,24,2000,0.5172868375194267,0.5088410736654273,minilm/mean,simcse/cls,2166,56.28893202299647,0.5550051278691404,0.49136134333190534
primary,24,2000,0.8615274593303064,0.8591904677465013,pubmedbert/mean,biobert/mean,2166,33.61367862655556,0.8327891018976887,0.8858984224927486
primary,24,2000,0.5920918764045439,0.5864254966710699,pubmedbert/mean,simcse/cls,2166,49.80388164697544,0.6454059409559344,0.5984711346831753
primary,24,2000,0.6044252565917617,0.5992289558912908,biobert/mean,simcse/cls,2166,49.636142615607554,0.6476393879610622,0.6053006762382517
primary,24,2005,0.7476271708688219,0.7433304804187971,specter/cls,specter2/cls,2166,44.03878649697564,0.7188693851237027,0.6428498921751263
primary,24,2005,0.8168764171493184,0.8140585813134703,specter/cls,scincl/cls,2166,38.00658742550236,0.7879399644048427,0.7500889135667189
primary,24,2005,0.6052986520578728,0.5996078605584032,specter/cls,scibert/mean,2166,46.99890956578313,0.6820122788193586,0.5259538510883824
primary,24,2005,0.5434107658357076,0.5390986664293621,specter/cls,bert/mean,2166,52.15346655606178,0.6135485851678603,0.4815311592383283
primary,24,2005,0.7846073571030664,0.7809921565969976,specter/cls,mpnet/mean,2166,43.19903014749114,0.7289802147276679,0.7171975137694999
primary,24,2005,0.7410494172714746,0.7364936006335768,specter/cls,minilm/mean,2166,47.62532684233792,0.6739758972893841,0.7109350974928396
primary,24,2005,0.5440966138063312,0.5383843596543306,specter/cls,pubmedbert/mean,2166,48.7179588311362,0.6597661587630457,0.46378267076695506
primary,24,2005,0.5929633644857955,0.5893682133447816,specter/cls,biobert/mean,2166,48.278730786261406,0.6655074742029191,0.5026999343247516
primary,24,2005,0.4902714933133191,0.48346499479256405,specter/cls,simcse/cls,2166,55.01647625917241,0.5733408532049027,0.35585883646664657
primary,24,2005,0.8143647294398367,0.8111267444958737,specter2/cls,scincl/cls,2166,36.27569791948172,0.8061793129173103,0.6589629159889099
primary,24,2005,0.586021830798457,0.5784432060229914,specter2/cls,scibert/mean,2166,45.58611977241637,0.6998364050401339,0.37193239201633005
primary,24,2005,0.4715417007903599,0.46570382056756504,specter2/cls,bert/mean,2166,55.823306493989065,0.561746895610666,0.28748269441520813
primary,24,2005,0.7531502990378306,0.7468734183859485,specter2/cls,mpnet/mean,2166,46.22416072013197,0.6918387575181277,0.6271243596813106
primary,24,2005,0.7015984382833027,0.6935731539346769,specter2/cls,minilm/mean,2166,50.063153796824174,0.6419428532630297,0.5878581382571452
primary,24,2005,0.513693682408599,0.5058212698458702,specter2/cls,pubmedbert/mean,2166,51.093150480691406,0.6280560895341549,0.2861019900282561
primary,24,2005,0.550654712956554,0.5441839941115478,specter2/cls,biobert/mean,2166,50.97314736173754,0.6296845445496695,0.33091352213778447
primary,24,2005,0.4294541290431082,0.4197296597200369,specter2/cls,simcse/cls,2166,57.76011952802678,0.5334651359213419,0.18884797922512098
primary,24,2005,0.5922370180450925,0.5860399265179851,scincl/cls,scibert/mean,2166,45.91054517858113,0.6957806150355568,0.465056046903139
primary,24,2005,0.5438306816158865,0.5393975961608836,scincl/cls,bert/mean,2166,53.54651082042429,0.5941700464037836,0.46401551685354003
primary,24,2005,0.7944422533406885,0.7905921610458961,scincl/cls,mpnet/mean,2166,42.63632084701016,0.7356678551375904,0.7405502697543782
primary,24,2005,0.7456160255913837,0.7406645094044757,scincl/cls,minilm/mean,2166,47.29980991043617,0.6781621080822321,0.7060357019530884
primary,24,2005,0.5256971147451608,0.5193737389642223,scincl/cls,pubmedbert/mean,2166,50.0832418384365,0.641673988501715,0.39887124781617794
primary,24,2005,0.5638664184784881,0.5592775337654703,scincl/cls,biobert/mean,2166,50.0111389940816,0.6426386692142563,0.4302470750101193
primary,24,2005,0.48175449844331847,0.47441473942455903,scincl/cls,simcse/cls,2166,56.3573081081762,0.5540120169066612,0.3600325548600817
primary,24,2005,0.7175427670323058,0.7146793563421332,scibert/mean,bert/mean,2166,41.55460504604269,0.7483238787728672,0.7165000783322553
primary,24,2005,0.558196553495508,0.5501317899332605,scibert/mean,mpnet/mean,2166,51.8292590357472,0.6180070039438409,0.4454534614911324
primary,24,2005,0.555359556564822,0.5468735333975983,scibert/mean,minilm/mean,2166,54.090012412688345,0.5865135512740421,0.4811950078439892
primary,24,2005,0.8712991676041004,0.8694542709517983,scibert/mean,pubmedbert/mean,2166,32.441980914887424,0.8439350958230855,0.8727300139223279
primary,24,2005,0.8592387294752629,0.8584993695397779,scibert/mean,biobert/mean,2166,34.475463751998355,0.8243686698989325,0.8656684292156684
primary,24,2005,0.6289355579981595,0.6239102676018417,scibert/mean,simcse/cls,2166,48.979971231568875,0.6563228111846703,0.5478081941640233
primary,24,2005,0.5443208559031798,0.5395285293443811,bert/mean,mpnet/mean,2166,53.5170975682439,0.5945828822617251,0.5122273279240686
primary,24,2005,0.5850261581618825,0.5808655747771976,bert/mean,minilm/mean,2166,54.308994263040645,0.5834137236975291,0.5775768045714434
primary,24,2005,0.6915831827520061,0.6883104242906845,bert/mean,pubmedbert/mean,2166,41.94126656166156,0.7438303552552963,0.7352692492431713
primary,24,2005,0.7145095006059166,0.7125198079946886,bert/mean,biobert/mean,2166,41.12638377512224,0.7532606018025111,0.7721394323713485
primary,24,2005,0.8069860124519113,0.8054159419484446,bert/mean,simcse/cls,2166,38.40156898019819,0.7836764476017176,0.8141963819159903
primary,24,2005,0.8353555392964532,0.8311325969992739,mpnet/mean,minilm/mean,2166,41.07767564519988,0.7538194705086355,0.8248496959271251
primary,24,2005,0.5084669247338232,0.500533165566438,mpnet/mean,pubmedbert/mean,2166,52.70315836458422,0.6059445497754766,0.4094965996387412
primary,24,2005,0.5545930518387103,0.5483165536965001,mpnet/mean,biobert/mean,2166,51.619961597423355,0.6208747072350391,0.4512330019215847
primary,24,2005,0.4920930381369577,0.48365564130281724,mpnet/mean,simcse/cls,2166,55.77650358128014,0.5624225079432338,0.419971674094429
primary,24,2005,0.502797188126268,0.49432111025922265,minilm/mean,pubmedbert/mean,2166,55.09363868885588,0.5722369279569794,0.44194844802537264
primary,24,2005,0.5484231040796974,0.5414417210594991,minilm/mean,biobert/mean,2166,53.92110792222076,0.588898651689106,0.4882125380125332
primary,24,2005,0.527985101250757,0.5199928035623057,minilm/mean,simcse/cls,2166,56.29558725703591,0.5549085003246215,0.47270328071525763
primary,24,2005,0.8597453090752456,0.8578716803707375,pubmedbert/mean,biobert/mean,2166,33.405385018893,0.8347961219227318,0.8822806516837006
primary,24,2005,0.6013651029286974,0.5964902092523688,pubmedbert/mean,simcse/cls,2166,49.53529056824476,0.6489795632934192,0.5800425790106091
primary,24,2005,0.6070495238843361,0.603342938144142,biobert/mean,simcse/cls,2166,49.55098408085299,0.6487711515950539,0.5876961712207396
primary,24,2010,0.7628720634504741,0.7590113674642905,specter/cls,specter2/cls,2166,43.48019231809175,0.7256122982164721,0.6555077444737699
primary,24,2010,0.8237414738324518,0.8211012107602804,specter/cls,scincl/cls,2166,37.666174521321715,0.7915844198198753,0.7568557617216445
primary,24,2010,0.6019715542213058,0.5962970970386355,specter/cls,scibert/mean,2166,47.005526357112736,0.6819278155385693,0.5260330235185814
primary,24,2010,0.5534168737018728,0.5494059372523296,specter/cls,bert/mean,2166,51.77035753500839,0.6188148824097292,0.4866158711130427
primary,24,2010,0.7947160456113914,0.7914087766211593,specter/cls,mpnet/mean,2166,42.71472586958586,0.7347402737327031,0.7236310556730801
primary,24,2010,0.7541527496680855,0.7500098190818981,specter/cls,minilm/mean,2166,47.172237787003695,0.6797967474415887,0.7159849127434643
primary,24,2010,0.5509681166800783,0.545269786157938,specter/cls,pubmedbert/mean,2166,48.403999693567805,0.6638740088787184,0.47683907250859636
primary,24,2010,0.618046879582479,0.6132051050267114,specter/cls,biobert/mean,2166,47.75793246729369,0.6722643195145301,0.5122695318191732
primary,24,2010,0.5021309114633138,0.49570430641762914,specter/cls,simcse/cls,2166,54.57210043014307,0.5796780214525271,0.34603564050258917
primary,24,2010,0.8284668618658582,0.8255207347471059,specter2/cls,scincl/cls,2166,35.42153376620204,0.814910023955192,0.6762003262905025
primary,24,2010,0.5825681304963598,0.5750806724805113,specter2/cls,scibert/mean,2166,45.62788904323216,0.699315484042088,0.3910631563391551
primary,24,2010,0.48279764386448987,0.47747620500921556,specter2/cls,bert/mean,2166,55.536048433536195,0.565887614443732,0.28737458991293574
primary,24,2010,0.7715902485182343,0.766000360901838,specter2/cls,mpnet/mean,2166,45.5402740564756,0.7004077368252106,0.6466668952871648
primary,24,2010,0.7190700938673468,0.7118445983075034,specter2/cls,minilm/mean,2166,49.60465550642957,0.6480580209543668,0.6039678552774164
primary,24,2010,0.5172457234840215,0.5094694553912432,specter2/cls,pubmedbert/mean,2166,50.89632239136246,0.6307256177411519,0.30966561393316416
primary,24,2010,0.5707620570282934,0.5631032719553136,specter2/cls,biobert/mean,2166,50.674721217062626,0.6337222277184393,0.3413358336238387
primary,24,2010,0.438427212072177,0.42927724584429705,specter2/cls,simcse/cls,2166,57.59880803036348,0.5358443600878993,0.16272702308731765
primary,24,2010,0.5940393994127711,0.5879027211673562,scincl/cls,scibert/mean,2166,45.79254680567469,0.6972583546811565,0.47561546149304085
primary,24,2010,0.5538682099731324,0.549757749652256,scincl/cls,bert/mean,2166,53.16770944565384,0.5994747767372033,0.47245696357864164
primary,24,2010,0.8030983708721087,0.7994818470831571,scincl/cls,mpnet/mean,2166,42.27330313010312,0.7399446037002954,0.7389279674918214
primary,24,2010,0.7555986991466891,0.7509444650166576,scincl/cls,minilm/mean,2166,47.01732367323327,0.6817772003439369,0.6972739501711857
primary,24,2010,0.5359098004771833,0.5296334908351736,scincl/cls,pubmedbert/mean,2166,49.71922664865852,0.6465338157664605,0.43052730652731624
primary,24,2010,0.5915697875212745,0.5858276457531431,scincl/cls,biobert/mean,2166,49.49173831829029,0.6495576872119991,0.4543184931302953
primary,24,2010,0.4917894516609219,0.48477217616775287,scincl/cls,simcse/cls,2166,55.93406399926572,0.5601465896732429,0.35507901079319776
primary,24,2010,0.7305199022882838,0.7282841156368242,scibert/mean,bert/mean,2166,41.56788988493306,0.7481700553743583,0.6990449956876142
primary,24,2010,0.5648348543144521,0.5570409279314603,scibert/mean,mpnet/mean,2166,51.56508995559418,0.6216251656261766,0.45950235657725397
primary,24,2010,0.5612579981135407,0.5531118082205702,scibert/mean,minilm/mean,2166,53.97201459614909,0.5881803363518711,0.4908982534142472
primary,24,2010,0.8844871004952386,0.8830326593213509,scibert/mean,pubmedbert/mean,2166,32.29322661044034,0.8453249973542055,0.8667721009929285
primary,24,2010,0.8818558837063304,0.880646776742968,scibert/mean,biobert/mean,2166,34.29750264668099,0.8261228561423434,0.8561220122968008
primary,24,2010,0.6489509015076105,0.6444792827618651,scibert/mean,simcse/cls,2166,48.8558997830425,0.6579550642245021,0.5117490496153713
primary,24,2010,0.5551145929148091,0.550782697722465,bert/mean,mpnet/mean,2166,53.13090400464713,0.5999888067888556,0.5212278397060692
primary,24,2010,0.6024381287548191,0.5988735159399498,bert/mean,minilm/mean,2166,53.98909529048332,0.5879392162561262,0.5816731538616816
primary,24,2010,0.7100985795917665,0.7076545840408139,bert/mean,pubmedbert/mean,2166,41.927309975553165,0.7439931399771351,0.7319268011983138
primary,24,2010,0.7399046462763893,0.7382926611751842,bert/mean,biobert/mean,2166,41.265339401899396,0.7516632584520103,0.7456408041506047
primary,24,2010,0.8169181873382481,0.8155560273574612,bert/mean,simcse/cls,2166,38.05704255856119,0.7873974226423699,0.8084940397837326
primary,24,2010,0.8413476865844725,0.8373688825251824,mpnet/mean,minilm/mean,2166,40.9962514839932,0.7547525005782888,0.8167923475219804
primary,24,2010,0.521515168019128,0.5138350654234496,mpnet/mean,pubmedbert/mean,2166,52.24937901259994,0.6122258497093289,0.4349164888677951
primary,24,2010,0.5829061554924895,0.5756112781347986,mpnet/mean,biobert/mean,2166,51.04091653218599,0.6287652487763046,0.45580364308150884
primary,24,2010,0.5002988342146936,0.4922311195169025,mpnet/mean,simcse/cls,2166,55.42151450050792,0.5675346182506642,0.41712647074231507
primary,24,2010,0.5187874993681626,0.5107529398885248,minilm/mean,pubmedbert/mean,2166,54.768657806728754,0.5768792281557028,0.4617861981969664
primary,24,2010,0.5777373818381071,0.5699223037167312,minilm/mean,biobert/mean,2166,53.58536830544833,0.5936244139828997,0.49460611771401797
primary,24,2010,0.5388289933984158,0.5312939853401165,minilm/mean,simcse/cls,2166,56.076389275517016,0.5580870971273005,0.45203965279260094
primary,24,2010,0.8797863782504912,0.8779804177652846,pubmedbert/mean,biobert/mean,2166,33.14188577335077,0.8373192678870274,0.8700206596845563
primary,24,2010,0.6269190339331328,0.6225835237432967,pubmedbert/mean,simcse/cls,2166,49.28230609463336,0.652332497432226,0.572648747529619
primary,24,2010,0.6461556975475419,0.6421126157637286,biobert/mean,simcse/cls,2166,49.201090525207704,0.6534061957914817,0.5594071512200179
primary,24,2015,0.7783206672988481,0.7747191474478146,specter/cls,specter2/cls,2166,42.51454066096849,0.7371058601590034,0.6951744553554337
primary,24,2015,0.8255146996266445,0.8228627574598915,specter/cls,scincl/cls,2166,37.09473453175443,0.7976393601249495,0.7594439343971122
primary,24,2015,0.6071212852443243,0.6013498581239757,specter/cls,scibert/mean,2166,47.1136795295168,0.6805459528687204,0.5049200983823003
primary,24,2015,0.5572816147570583,0.5533436863298052,specter/cls,bert/mean,2166,51.609194467117185,0.6210220100733106,0.46145201457012996
primary,24,2015,0.805292094583836,0.8021614039594783,specter/cls,mpnet/mean,2166,41.99371484040763,0.7432182224447025,0.7389405678023554
primary,24,2015,0.7588048803771842,0.7547318463008206,specter/cls,minilm/mean,2166,46.64727217627207,0.6864878128640001,0.7185180640807964
primary,24,2015,0.5539599522715813,0.5483877293774063,specter/cls,pubmedbert/mean,2166,48.53412474816555,0.6621738607701699,0.44165035466412567
primary,24,2015,0.6149278672196188,0.6104780467388892,specter/cls,biobert/mean,2166,48.10197519375212,0.6678068959501359,0.4800179186805468
primary,24,2015,0.5075545219121432,0.5011320894108103,specter/cls,simcse/cls,2166,54.2998976801818,0.5835426615883376,0.3308801759122006
