model,field_id,period_start,cka_biased,cka_debiased,model_a,model_b,n,procrustes_angle_degrees,procrustes_similarity
bert,11,2010,0.6731602797284973,0.6706467486171208,bert/mean,bert/cls,3940,41.975198985339645,0.7434343952963303
bert,11,2010,0.2961029173790785,0.29345356304027465,bert/mean,bert/sep,3940,48.90150172541865,0.6573554946318372
bert,11,2010,0.3230425313655607,0.32069442029567224,bert/cls,bert/sep,3940,50.43542018129123,0.6369475376263007
bert,11,2015,0.6827385891944903,0.6805339382057591,bert/mean,bert/cls,4298,42.592666955102274,0.7361837115880909
bert,11,2015,0.39121549384843013,0.3887537360977861,bert/mean,bert/sep,4298,45.95150360275355,0.6952669864431752
bert,11,2015,0.37763473846790485,0.37518271714996754,bert/cls,bert/sep,4298,48.78322723391465,0.6589096938268322
bert,11,2020,0.6835482543101833,0.6820894529511377,bert/mean,bert/cls,6491,43.33434167119419,0.7273615644203365
bert,11,2020,0.4737693440707006,0.4721557825805647,bert/mean,bert/sep,6491,44.31895915730092,0.7154615891044918
bert,11,2020,0.44510301843518457,0.4433938045511362,bert/cls,bert/sep,6491,47.63050588802583,0.6739091175883494
bert,12,2000,0.6986027586158395,0.6940349065909269,bert/mean,bert/cls,2166,39.09394285961659,0.7761130759112576
bert,12,2000,0.24923295523984793,0.24549545548010254,bert/mean,bert/sep,2166,51.330564838822184,0.6248262412701723
bert,12,2000,0.27631786533874997,0.2730110283176958,bert/cls,bert/sep,2166,52.530747964928906,0.608335585738861
bert,12,2005,0.7034823870578292,0.6990086438506976,bert/mean,bert/cls,2166,39.120329682933644,0.7758225818913544
bert,12,2005,0.245397553716629,0.24114997853670417,bert/mean,bert/sep,2166,50.516393826057715,0.6358574122014259
bert,12,2005,0.25966842834100995,0.2558248790487787,bert/cls,bert/sep,2166,52.1934702005255,0.6129971008739266
bert,12,2010,0.7138452594548799,0.7094692274782758,bert/mean,bert/cls,2186,39.22963518179275,0.774617479596738
bert,12,2010,0.2590623351491354,0.2542878226961969,bert/mean,bert/sep,2186,49.508314277644935,0.6493376978273872
bert,12,2010,0.2622308047366359,0.2579323238189475,bert/cls,bert/sep,2186,51.35668964160511,0.6244701762656202
bert,12,2015,0.7085409817658512,0.7049391378474185,bert/mean,bert/cls,2732,40.264955015456295,0.7630637962134974
bert,12,2015,0.28428128500056044,0.28017428289631646,bert/mean,bert/sep,2732,48.67504390440857,0.6603288304845725
bert,12,2015,0.2788716948382868,0.2751455057570461,bert/cls,bert/sep,2732,51.065528890547164,0.6284311617871886
bert,12,2020,0.7441462686547926,0.7419082744289607,bert/mean,bert/cls,3380,39.66921548285601,0.7697426482907619
bert,12,2020,0.34865718749622543,0.3457183813451495,bert/mean,bert/sep,3380,46.82476400595147,0.684231971960914
bert,12,2020,0.33013559772580425,0.3273191068124938,bert/cls,bert/sep,3380,49.50824725773488,0.6493385873977879
bert,13,2000,0.6704380518048095,0.6676835231629492,bert/mean,bert/cls,2739,42.41194761110606,0.738314715564312
bert,13,2000,0.2857112632154651,0.28306478584572575,bert/mean,bert/sep,2739,50.11135997924137,0.6412975138635412
bert,13,2000,0.3158765354532468,0.31336270068821176,bert/cls,bert/sep,2739,51.86252117373522,0.6175505000484901
bert,13,2005,0.6764536605920017,0.6745609882081002,bert/mean,bert/cls,4071,42.8651623965847,0.7329566626618538
bert,13,2005,0.29195306121062736,0.29005206887546664,bert/mean,bert/sep,4071,49.72338529992522,0.6464784422007329
bert,13,2005,0.3047781651804833,0.3029440877633534,bert/cls,bert/sep,4071,51.991907138591,0.6157727733998194
bert,13,2010,0.6815965191949781,0.680212425499052,bert/mean,bert/cls,5251,43.338507855851816,0.7273116624396266
bert,13,2010,0.33723382141631497,0.3357159300059846,bert/mean,bert/sep,5251,48.28129925908173,0.6654740140806854
bert,13,2010,0.33017629359675893,0.3286227506837958,bert/cls,bert/sep,5251,51.20322231513303,0.6265599803996724
bert,13,2015,0.6633864711387868,0.6619839576286458,bert/mean,bert/cls,5596,44.08737462788609,0.7182796277132457
bert,13,2015,0.40298202723294546,0.4014426018010573,bert/mean,bert/sep,5596,45.764426505036475,0.6976100800490056
bert,13,2015,0.37519156952481403,0.37351905199325647,bert/cls,bert/sep,5596,49.46201195246376,0.649952067253916
bert,13,2020,0.6775440052705426,0.6764416859463392,bert/mean,bert/cls,6840,44.04187657979278,0.7188318934260002
bert,13,2020,0.5201298710104287,0.518991860195217,bert/mean,bert/sep,6840,42.839788174958876,0.733257860035384
bert,13,2020,0.46263572621747023,0.4612553780056054,bert/cls,bert/sep,6840,47.35938289759714,0.6773976203816214
bert,14,2000,0.7060026989818173,0.7019583499607398,bert/mean,bert/cls,2166,40.45030880346344,0.760968929602572
bert,14,2000,0.28765973607113987,0.28321033575864923,bert/mean,bert/sep,2166,49.286508119527795,0.6522769095068611
bert,14,2000,0.2901094366841627,0.286070810167687,bert/cls,bert/sep,2166,51.29498233603971,0.6253109999411925
bert,14,2005,0.7184380943147369,0.7145557301649726,bert/mean,bert/cls,2166,40.379910433183085,0.7617655104087264
bert,14,2005,0.2973262806382265,0.29310338942078584,bert/mean,bert/sep,2166,49.40363402445022,0.6507260586490131
bert,14,2005,0.29864850507247764,0.2947852646073141,bert/cls,bert/sep,2166,51.279689599109844,0.6255192666456284
bert,14,2010,0.7053109231086112,0.7011938927455711,bert/mean,bert/cls,2186,40.75899233725265,0.757462527092351
bert,14,2010,0.32158275948406745,0.3168092825387806,bert/mean,bert/sep,2186,47.972397052369026,0.6694885478688832
bert,14,2010,0.3242789274781895,0.319991470820915,bert/cls,bert/sep,2186,49.904403119453896,0.6440648444668313
bert,14,2015,0.7132156627794962,0.7098659830821752,bert/mean,bert/cls,2660,41.23790015510941,0.7519790327678769
bert,14,2015,0.35936791800698203,0.35536522061049197,bert/mean,bert/sep,2660,46.837192421938326,0.6840737661728938
bert,14,2015,0.3456231189495751,0.34191589862773075,bert/cls,bert/sep,2660,49.401663647027114,0.6507521707000851
bert,14,2020,0.7215835985143776,0.7194930839620484,bert/mean,bert/cls,4040,42.39906532334588,0.7384663405472568
bert,14,2020,0.41217318408102943,0.40972749704836287,bert/mean,bert/sep,4040,45.967282275736665,0.6950690232340344
bert,14,2020,0.3720606165847816,0.3695589020877442,bert/cls,bert/sep,4040,49.739824058594515,0.6462595223487524
bert,15,2000,0.6026597761509443,0.5987892234748833,bert/mean,bert/cls,2166,41.790648971221025,0.7455847720127619
bert,15,2000,0.2556859783988488,0.25320698141296843,bert/mean,bert/sep,2166,52.7566213725378,0.6052019942273406
bert,15,2000,0.23601577280862748,0.23321826277600313,bert/cls,bert/sep,2166,54.88971454676725,0.5751521129436683
bert,15,2005,0.6242795508556127,0.6205146239534943,bert/mean,bert/cls,2166,41.40278906646559,0.7500788771429485
bert,15,2005,0.25001863097063465,0.24732595959006212,bert/mean,bert/sep,2166,52.361090686431766,0.610683063604979
bert,15,2005,0.23531458744580938,0.23228982256531336,bert/cls,bert/sep,2166,54.29501814746211,0.5836118195932726
bert,15,2010,0.6399612671221196,0.6364334353076971,bert/mean,bert/cls,2166,41.06704209435616,0.7539414056076571
bert,15,2010,0.28206573328842316,0.27944599032287437,bert/mean,bert/sep,2166,51.038056881587416,0.6288040580161052
bert,15,2010,0.2505363404144064,0.24747949330383426,bert/cls,bert/sep,2166,53.588895580679136,0.5935748708611192
bert,15,2015,0.6591756555053516,0.6559943854142931,bert/mean,bert/cls,2166,41.253007886974096,0.7518051924154447
bert,15,2015,0.2855558730697277,0.28266400827095367,bert/mean,bert/sep,2166,49.83473299417276,0.6449945521008593
bert,15,2015,0.263661304932236,0.2602998088162139,bert/cls,bert/sep,2166,52.34335937774135,0.610928095725676
bert,15,2020,0.6609477253037033,0.6576708195265161,bert/mean,bert/cls,2166,41.65086466425752,0.7472083915135284
bert,15,2020,0.32049540521002945,0.3171290821323034,bert/mean,bert/sep,2166,47.17883214838491,0.679712333435264
bert,15,2020,0.2957850750089892,0.2918903207603368,bert/cls,bert/sep,2166,50.00407218786868,0.6427331629204639
bert,16,2000,0.6498369010324371,0.6472866049723518,bert/mean,bert/cls,2166,41.58900870611914,0.7479254405366506
bert,16,2000,0.31249614239717366,0.31108991411738934,bert/mean,bert/sep,2166,54.73091951004421,0.577417113854416
bert,16,2000,0.28949816155976954,0.2878293395910869,bert/cls,bert/sep,2166,57.547021511065566,0.5366072728348317
bert,16,2005,0.6927730365372967,0.6908062513951995,bert/mean,bert/cls,2166,40.9711418840052,0.7550399211673995
bert,16,2005,0.37257696547048375,0.37140491838880185,bert/mean,bert/sep,2166,52.61453789954351,0.6071742500048803
bert,16,2005,0.30081261697384826,0.2991787332210422,bert/cls,bert/sep,2166,56.78757251738459,0.5477447051999255
bert,16,2010,0.6984113700288338,0.696374697615346,bert/mean,bert/cls,2166,40.988549528093046,0.7548406775212362
bert,16,2010,0.3648954278122186,0.3636204394832207,bert/mean,bert/sep,2166,52.31516524583258,0.6113175949757383
bert,16,2010,0.30705768086594876,0.305372745747141,bert/cls,bert/sep,2166,56.18280079971536,0.5565450375725314
bert,16,2015,0.6793887442844416,0.6770868824846981,bert/mean,bert/cls,2166,41.686624278362835,0.7467934602191107
bert,16,2015,0.36243861063025706,0.3611383567499416,bert/mean,bert/sep,2166,52.14946455106858,0.6136037397606806
bert,16,2015,0.3094260990463057,0.30777006548344665,bert/cls,bert/sep,2166,55.99488905830239,0.5592668536858935
bert,16,2020,0.6896325939202766,0.6873757931969785,bert/mean,bert/cls,2166,41.45796143466573,0.7494416910204298
bert,16,2020,0.3478258428030314,0.3461011128054738,bert/mean,bert/sep,2166,50.403956332780155,0.6373707834934997
bert,16,2020,0.2799790234463626,0.2776857872547324,bert/cls,bert/sep,2166,54.63634108470632,0.5787640434583893
bert,17,2000,0.6387565301383968,0.6357900488953726,bert/mean,bert/cls,3310,42.73452327610387,0.7345058401580793
bert,17,2000,0.2878199732455837,0.284983667709079,bert/mean,bert/sep,3310,49.01807544698191,0.6558209035397384
bert,17,2000,0.30361321001030445,0.3011081346247001,bert/cls,bert/sep,3310,50.91509060364978,0.6304713898975541
bert,17,2005,0.7206587045138343,0.7193692758094611,bert/mean,bert/cls,5594,41.74271438380161,0.7461420412046045
bert,17,2005,0.32036370687325344,0.3188236701096399,bert/mean,bert/sep,5594,48.75968047325247,0.6592187777444636
bert,17,2005,0.34420568556489617,0.34285932144843717,bert/cls,bert/sep,5594,50.78455439271477,0.6322381866766044
bert,17,2010,0.7086237174796832,0.7075412755719646,bert/mean,bert/cls,7094,41.85669158570024,0.7448161311010895
bert,17,2010,0.3625095646034872,0.3612205554036677,bert/mean,bert/sep,7094,47.07473046063918,0.68104388101888
bert,17,2010,0.3857916774490879,0.3846864767690416,bert/cls,bert/sep,7094,49.265114158378644,0.6525598903019422
bert,17,2015,0.7059571729238984,0.7047371752621274,bert/mean,bert/cls,6858,41.92641552338421,0.7440035710481523
bert,17,2015,0.44940569378917944,0.4479192661478739,bert/mean,bert/sep,6858,43.88263723316961,0.7207612053131883
bert,17,2015,0.4470326218257567,0.4456955832075474,bert/cls,bert/sep,6858,47.00106617038901,0.6819847507804119
bert,17,2020,0.7248254325496714,0.7240558974845455,bert/mean,bert/cls,9972,42.532911215862484,0.7368891500526757
bert,17,2020,0.5470912130667144,0.5461836738095281,bert/mean,bert/sep,9972,42.066789830163444,0.7423643135557517
bert,17,2020,0.5065369256616088,0.5056038676464768,bert/cls,bert/sep,9972,46.445422584448124,0.6890452227140311
bert,18,2000,0.6772567471817199,0.6731043260599164,bert/mean,bert/cls,2166,40.938609247014625,0.7554120949391652
bert,18,2000,0.28343945383377966,0.2790586308196695,bert/mean,bert/sep,2166,48.42865234753752,0.6635521724250727
bert,18,2000,0.2987704535349838,0.2947645521602461,bert/cls,bert/sep,2166,50.36228820351111,0.6379309996152783
bert,18,2005,0.7015543152081916,0.6978189809290497,bert/mean,bert/cls,2166,40.45463786027443,0.7609199073886869
bert,18,2005,0.29947086067542494,0.2950600810987762,bert/mean,bert/sep,2166,48.0327821978083,0.668705301129653
bert,18,2005,0.3148021066432917,0.31084876771679043,bert/cls,bert/sep,2166,49.86559254648785,0.6445828667521194
bert,18,2010,0.6993976454419926,0.6957476665305989,bert/mean,bert/cls,2166,40.47545066057669,0.7606841627208245
bert,18,2010,0.32571906512007637,0.3211195039496255,bert/mean,bert/sep,2166,46.95013151794364,0.682634649400503
bert,18,2010,0.3293912188892518,0.3251861513556483,bert/cls,bert/sep,2166,49.14295686194938,0.6541739371726489
bert,18,2015,0.7144774523494404,0.7109391247576801,bert/mean,bert/cls,2166,40.23009615760329,0.7634568791732875
bert,18,2015,0.40356475769265154,0.39866341935849525,bert/mean,bert/sep,2166,44.184475378931296,0.7170994822267026
bert,18,2015,0.4066884409486989,0.4023005786766135,bert/cls,bert/sep,2166,46.62127994760274,0.686817609846698
bert,18,2020,0.7082325071263171,0.7044566558429926,bert/mean,bert/cls,2166,40.71359031833448,0.7579796398686401
bert,18,2020,0.5339533193284821,0.529384961931516,bert/mean,bert/sep,2166,41.20863290267507,0.7523156539178215
bert,18,2020,0.4882962784719696,0.4834339472854668,bert/cls,bert/sep,2166,44.945566293686284,0.7077782469301873
bert,19,2000,0.6933068299674583,0.6894346409338739,bert/mean,bert/cls,2166,39.90271322600741,0.7671347752828358
bert,19,2000,0.24152255859280441,0.23749914604900593,bert/mean,bert/sep,2166,50.588336054059624,0.6348878087145153
bert,19,2000,0.29153919571193226,0.2879504156239685,bert/cls,bert/sep,2166,51.46431304176213,0.6230019671962965
bert,19,2005,0.6996263236125049,0.6959480314513645,bert/mean,bert/cls,2166,39.674713401581236,0.7696813903183084
bert,19,2005,0.25380607902426905,0.24959374234357942,bert/mean,bert/sep,2166,49.82809861986848,0.6450830342892295
bert,19,2005,0.2948122682699999,0.29098990120297485,bert/cls,bert/sep,2166,50.865116655995955,0.631148170233444
bert,19,2010,0.7072275961549583,0.7035712703072605,bert/mean,bert/cls,2166,39.50411803238745,0.771578864402424
bert,19,2010,0.2872009614886382,0.28267919515222656,bert/mean,bert/sep,2166,48.122166499521114,0.6675445474390266
bert,19,2010,0.33435581508322154,0.33038343785014895,bert/cls,bert/sep,2166,49.11253851176973,0.6545753883422402
bert,19,2015,0.6664282541117911,0.6621311820768446,bert/mean,bert/cls,2166,40.466411526622174,0.7607865604887117
bert,19,2015,0.32086207432394775,0.31603410461331455,bert/mean,bert/sep,2166,46.45331665361951,0.6889453662936247
bert,19,2015,0.3708238191299453,0.3666841668743341,bert/cls,bert/sep,2166,47.863822017755204,0.6708949873053024
bert,19,2020,0.6984921446259098,0.694671445963161,bert/mean,bert/cls,2166,40.16606943279251,0.7641781347970922
bert,19,2020,0.41147304039558036,0.4063267616998607,bert/mean,bert/sep,2166,43.56621195570832,0.7245784128429658
bert,19,2020,0.42163845579642995,0.41664070930661495,bert/cls,bert/sep,2166,46.078547072110894,0.6936715714564767
bert,20,2000,0.6947529501123741,0.6904102940366817,bert/mean,bert/cls,2166,39.86772219762447,0.7675263932282531
bert,20,2000,0.2480404925021858,0.24392722421118712,bert/mean,bert/sep,2166,51.377071642901285,0.6241922919547396
bert,20,2000,0.27328095159070537,0.26965834738851135,bert/cls,bert/sep,2166,52.639275139371605,0.6068311413397083
bert,20,2005,0.7177755873144592,0.7137322572436998,bert/mean,bert/cls,2166,39.54461467446678,0.7711290525943904
bert,20,2005,0.26198012755934924,0.2577023681192967,bert/mean,bert/sep,2166,50.43377169043743,0.6369697175894992
bert,20,2005,0.27052763588671885,0.266559027636083,bert/cls,bert/sep,2166,52.080698159284246,0.6145509924136456
bert,20,2010,0.7078537671666173,0.703514360312114,bert/mean,bert/cls,2166,39.83362188815264,0.7679077668678147
bert,20,2010,0.27590824706941414,0.2711034676005292,bert/mean,bert/sep,2166,49.136387128370814,0.6542606579247761
bert,20,2010,0.2806189745649491,0.2761737576030272,bert/cls,bert/sep,2166,51.043127721272086,0.6287352389428634
bert,20,2015,0.7021453586286088,0.6979443373226133,bert/mean,bert/cls,2166,40.07098707980357,0.7652474683527509
bert,20,2015,0.32601727415938103,0.32078194299956214,bert/mean,bert/sep,2166,47.147026848688704,0.6801193880497437
bert,20,2015,0.317714500741127,0.3129332496350898,bert/cls,bert/sep,2166,49.39234130653757,0.6508757028049299
bert,20,2020,0.7015682748124943,0.6980812700705814,bert/mean,bert/cls,2845,40.98991991167149,0.7548249894864745
bert,20,2020,0.3980670239449075,0.39367074304697225,bert/mean,bert/sep,2845,44.853138444987096,0.7089169249302419
bert,20,2020,0.38506527847084676,0.38088569436346204,bert/cls,bert/sep,2845,47.72533710115775,0.6726853711304441
bert,21,2000,0.7619900552203538,0.7600763217661186,bert/mean,bert/cls,2166,39.324630585459246,0.7735678574137292
bert,21,2000,0.25582819331077106,0.25274137617588116,bert/mean,bert/sep,2166,50.52892408965956,0.6356886072606169
bert,21,2000,0.2847142480060528,0.2814295038741263,bert/cls,bert/sep,2166,51.649029061987996,0.6204769319036615
bert,21,2005,0.7988275719455685,0.7973014312759978,bert/mean,bert/cls,2166,38.30947236179142,0.7846738955213802
bert,21,2005,0.29082849624948237,0.28774690217375376,bert/mean,bert/sep,2166,49.152176907321646,0.6540522176913176
bert,21,2005,0.30548781225476335,0.30207565287828,bert/cls,bert/sep,2166,50.716079691405774,0.6331636744180306
bert,21,2010,0.7673599421333898,0.7656142742312159,bert/mean,bert/cls,2166,39.17821429794762,0.7751847505905922
bert,21,2010,0.2876664805728454,0.2845189928916855,bert/mean,bert/sep,2166,48.87806046876341,0.657663749869075
bert,21,2010,0.3025861027466769,0.29905951368646283,bert/cls,bert/sep,2166,50.45714164337881,0.6366552324554685
bert,21,2015,0.7672074922240091,0.7655343566678475,bert/mean,bert/cls,2166,39.518823264797305,0.771415572278882
bert,21,2015,0.4006794579839264,0.3975762863879531,bert/mean,bert/sep,2166,45.122792623122734,0.7055897327708687
bert,21,2015,0.40267129950235325,0.39896811434534035,bert/cls,bert/sep,2166,47.191502650149744,0.6795501138678017
bert,21,2020,0.7593209404284215,0.7576434866895003,bert/mean,bert/cls,2166,39.98598319721427,0.7662016713430806
bert,21,2020,0.5829100830156944,0.5806550216276601,bert/mean,bert/sep,2166,40.699971024150464,0.7581346659793541
bert,21,2020,0.5382020500347627,0.5349636810012085,bert/cls,bert/sep,2166,44.36743626925864,0.7148702139028205
bert,22,2000,0.6446971996717816,0.6431389275274616,bert/mean,bert/cls,6990,42.94788507221504,0.7319737290744807
bert,22,2000,0.21607745807691478,0.2147492506515218,bert/mean,bert/sep,6990,52.633059046505124,0.6069173699824011
bert,22,2000,0.24494119299849282,0.24375453633598076,bert/cls,bert/sep,6990,53.5406950798466,0.5942516868710688
bert,22,2005,0.6840180790161352,0.6831755356931971,bert/mean,bert/cls,11310,42.16182836790357,0.7412519459855903
bert,22,2005,0.23511103643333667,0.23428623235135104,bert/mean,bert/sep,11310,51.961854949447826,0.6161859623054299
bert,22,2005,0.2651396914356204,0.26440487236160304,bert/cls,bert/sep,11310,53.01728963209499,0.6015739986998054
bert,22,2010,0.67373660786842,0.673076460420994,bert/mean,bert/cls,15203,42.36477480702408,0.7388697591804386
bert,22,2010,0.2684172937679901,0.2677505907289043,bert/mean,bert/sep,15203,50.11877053383434,0.6411982680034819
bert,22,2010,0.30128333715495736,0.3006985209529411,bert/cls,bert/sep,15203,51.3122171913344,0.6250762307801021
bert,22,2015,0.6573082560991029,0.6565512852752555,bert/mean,bert/cls,14738,42.93311328959487,0.7321493634227807
bert,22,2015,0.3328868276853703,0.3320959961202045,bert/mean,bert/sep,14738,46.97036828095725,0.6823765038093219
bert,22,2015,0.33978922894719593,0.3390485385891428,bert/cls,bert/sep,14738,49.21356309240088,0.6532413893457623
bert,22,2020,0.6720333315289313,0.6714829281002862,bert/mean,bert/cls,18907,43.16195080245934,0.7294230632739271
bert,22,2020,0.4668626768309677,0.4662900706849629,bert/mean,bert/sep,18907,43.48792214142372,0.7255194589371841
bert,22,2020,0.43063294499869736,0.4300055332972362,bert/cls,bert/sep,18907,46.99476789249301,0.6820651426125589
bert,23,2000,0.7073042198135722,0.703283696370357,bert/mean,bert/cls,2166,39.74960214931001,0.7688462721943254
bert,23,2000,0.3143667397767933,0.31002136984413514,bert/mean,bert/sep,2166,47.78450353909277,0.671920925922878
bert,23,2000,0.3480600157296289,0.344155925276936,bert/cls,bert/sep,2166,49.145871006109594,0.654135467596705
bert,23,2005,0.7307148858185079,0.7280752494890425,bert/mean,bert/cls,2876,40.16469651744616,0.7641935901246913
bert,23,2005,0.33937133465594893,0.3361307603678481,bert/mean,bert/sep,2876,47.45612909977933,0.6761545366207099
bert,23,2005,0.35604305975089545,0.35298249921190583,bert/cls,bert/sep,2876,49.10970225277854,0.6546128109342438
bert,23,2010,0.7072996970676648,0.7051941256407839,bert/mean,bert/cls,4005,41.38988722799048,0.7502277802625631
bert,23,2010,0.3594301724854203,0.3568715434690134,bert/mean,bert/sep,4005,46.83756697914037,0.6840689977995499
bert,23,2010,0.37252008619835414,0.3701636919101203,bert/cls,bert/sep,4005,48.87192026303371,0.6577444760928317
bert,23,2015,0.6904225223979957,0.6879631180192388,bert/mean,bert/cls,4018,41.75031680491531,0.7460536931982179
bert,23,2015,0.4350085413466726,0.4320567153587526,bert/mean,bert/sep,4018,44.040453316359944,0.7188491620133317
bert,23,2015,0.43662063451003624,0.43384612227345404,bert/cls,bert/sep,4018,46.735166333595544,0.6853715399241648
bert,23,2020,0.6935141395546539,0.6918197670059658,bert/mean,bert/cls,5919,42.429734720676365,0.7381052993119634
bert,23,2020,0.5337480379290657,0.5317714705811989,bert/mean,bert/sep,5919,42.10886594550297,0.7418720903179162
bert,23,2020,0.5038693811399666,0.5017923964490727,bert/cls,bert/sep,5919,45.81928957501561,0.6969237034958098
bert,24,2000,0.6742526326307212,0.6710667275314033,bert/mean,bert/cls,2166,43.311823089431286,0.7276312222856499
bert,24,2000,0.31181734669268824,0.3085607543972937,bert/mean,bert/sep,2166,49.84118753937848,0.6449084599811834
bert,24,2000,0.3332019671964392,0.3300240369061084,bert/cls,bert/sep,2166,51.493716507161295,0.622600459682439
bert,24,2005,0.6981237759458141,0.6953177330005962,bert/mean,bert/cls,2166,42.690019456154026,0.735032714905065
bert,24,2005,0.325749850810332,0.3225330626184565,bert/mean,bert/sep,2166,49.41864562875579,0.6505270949616146
bert,24,2005,0.331347699025964,0.32809867344576904,bert/cls,bert/sep,2166,51.47061403295681,0.6229159402863045
bert,24,2010,0.70876365604581,0.7063333966954959,bert/mean,bert/cls,2166,42.74163960587689,0.7344215497818497
bert,24,2010,0.37278237568607636,0.36973163720128294,bert/mean,bert/sep,2166,47.76078748392734,0.6722274293866796
bert,24,2010,0.36099268951317476,0.35769221546421853,bert/cls,bert/sep,2166,50.315616776635025,0.6385580830390138
bert,24,2015,0.7027493135544685,0.700165550734091,bert/mean,bert/cls,2166,42.8394451600543,0.7332619307097432
bert,24,2015,0.42721101802363476,0.4239774529212078,bert/mean,bert/sep,2166,45.545647471488195,0.700340796230208
bert,24,2015,0.38963500870783535,0.38589205084911,bert/cls,bert/sep,2166,48.97131730171263,0.6564367600618382
bert,24,2020,0.7015667537870729,0.6991353814638892,bert/mean,bert/cls,2166,42.99771549977062,0.7313808937110516
bert,24,2020,0.5128605385106018,0.5101356246719201,bert/mean,bert/sep,2166,43.39693176516933,0.7266114640150506
bert,24,2020,0.4586409529606387,0.454999473546874,bert/cls,bert/sep,2166,47.15423738062164,0.680027123672759
bert,25,2000,0.5674978060311429,0.5620447924775425,bert/mean,bert/cls,2166,43.018488848785175,0.7311335886171838
bert,25,2000,0.17580274350575445,0.17261424568682557,bert/mean,bert/sep,2166,56.1737970937598,0.5566755889369867
bert,25,2000,0.17415434240847796,0.1709423503827666,bert/cls,bert/sep,2166,57.62323870707606,0.5354842983035815
bert,25,2005,0.6065950888923641,0.601718556041818,bert/mean,bert/cls,2166,42.3049858075043,0.7395725274660923
bert,25,2005,0.16657521244045506,0.1632808409238292,bert/mean,bert/sep,2166,55.98458836072007,0.559415880955479
bert,25,2005,0.1642186371065512,0.16087470481556057,bert/cls,bert/sep,2166,57.52994367644968,0.5368587653432123
bert,25,2010,0.6201132802300205,0.6164430356414887,bert/mean,bert/cls,2962,42.67420768148911,0.7352198016299243
bert,25,2010,0.1783398273020072,0.17560298672709182,bert/mean,bert/sep,2962,54.754143653461014,0.5770861286873576
bert,25,2010,0.1896839210392233,0.18709066781042324,bert/cls,bert/sep,2962,55.85773176838226,0.5612497184627403
bert,25,2015,0.6188445295485759,0.6152932955341692,bert/mean,bert/cls,3152,43.083643119487846,0.7303573088314801
bert,25,2015,0.22419144790893383,0.2213187196029645,bert/mean,bert/sep,3152,51.77485877617422,0.6187531675636645
bert,25,2015,0.21861589389290964,0.21585294125747992,bert/cls,bert/sep,3152,53.75914551426744,0.5911809166792809
bert,25,2020,0.65197331044589,0.6493958913934625,bert/mean,bert/cls,3787,42.8003080174162,0.7337262118714913
bert,25,2020,0.31894978651596706,0.31665997434443,bert/mean,bert/sep,3787,47.30530700701651,0.6780915956814777
bert,25,2020,0.2856664414018199,0.28322445803825136,bert/cls,bert/sep,3787,50.35117377272064,0.6380803729814897
bert,26,2000,0.7465012742580699,0.7448150097649143,bert/mean,bert/cls,2166,40.40612771462415,0.7614689875386524
bert,26,2000,0.2780612254306682,0.2762832402408597,bert/mean,bert/sep,2166,54.7793658868398,0.5767265598005911
bert,26,2000,0.2546828529252838,0.2525226252207227,bert/cls,bert/sep,2166,57.34400958459364,0.5395937865123401
bert,26,2005,0.7418653782390277,0.7401074961559015,bert/mean,bert/cls,2166,40.665657573452314,0.7585250602177245
bert,26,2005,0.2772192985986146,0.2754524955876701,bert/mean,bert/sep,2166,54.85676033361276,0.5756225250087453
bert,26,2005,0.26695820695331296,0.26488983533420857,bert/cls,bert/sep,2166,57.03484834723961,0.5441288394379633
bert,26,2010,0.7634255703015721,0.7619661620700675,bert/mean,bert/cls,2166,39.95319061289034,0.7665693306994282
bert,26,2010,0.3313111825313064,0.32975826285450915,bert/mean,bert/sep,2166,52.93659772948683,0.6026984072896363
bert,26,2010,0.3130786054691801,0.31127114638431497,bert/cls,bert/sep,2166,55.308849042604365,0.5691525406636464
bert,26,2015,0.783560085219667,0.782360573311149,bert/mean,bert/cls,2166,39.67174272270833,0.7697144905900005
bert,26,2015,0.34346787643564236,0.3419363643360958,bert/mean,bert/sep,2166,52.306616975766765,0.6114356592737398
bert,26,2015,0.3282540155228781,0.3265039524182207,bert/cls,bert/sep,2166,54.60187613877178,0.5792544808364638
bert,26,2020,0.8570888782773557,0.8565983613283833,bert/mean,bert/cls,2166,37.94467152710949,0.7886049082380558
bert,26,2020,0.42081615930409566,0.4193943751611686,bert/mean,bert/sep,2166,48.465891985811865,0.6630657819854314
bert,26,2020,0.40161673050071733,0.39999713978504614,bert/cls,bert/sep,2166,51.21373071873888,0.626417027951926
bert,27,2000,0.6653062882138335,0.6640695047161806,bert/mean,bert/cls,7128,43.552333460523926,0.7247453315072584
bert,27,2000,0.2411628751662675,0.23997130135711817,bert/mean,bert/sep,7128,52.211426418681306,0.6127494619360311
bert,27,2000,0.2713563874669924,0.2702403539270366,bert/cls,bert/sep,7128,53.503978852632386,0.5947669622178833
bert,27,2005,0.667564383771786,0.6667363713954891,bert/mean,bert/cls,10946,43.74300706908592,0.722448355618775
bert,27,2005,0.2345923320439227,0.23380402890570584,bert/mean,bert/sep,10946,52.79360449140635,0.6046880219016328
bert,27,2005,0.26318317849968903,0.26246386092723106,bert/cls,bert/sep,10946,54.049790604494646,0.5870819865934864
bert,27,2010,0.6625508604738632,0.6619616926307331,bert/mean,bert/cls,15771,44.4274993942344,0.7141367904550948
