cosine_distance,field_a,field_b,model,period_start,stage
0.07072295987458688,33,36,specter,2000,mean
0.18251754906236284,34,35,specter,2000,mean
0.13921435324811016,34,36,specter,2000,mean
0.1993233192477194,35,36,specter,2000,mean
0.04270781352203035,11,12,specter2,2000,mean
0.018374875171928373,11,13,specter2,2000,mean
0.046081584813505994,11,14,specter2,2000,mean
0.03511046294133602,11,15,specter2,2000,mean
0.028367933054991634,11,16,specter2,2000,mean
0.04443920830918002,11,17,specter2,2000,mean
0.033336071390240085,11,18,specter2,2000,mean
0.029227670650196602,11,19,specter2,2000,mean
0.0385924840560965,11,20,specter2,2000,mean
0.02754756090860433,11,21,specter2,2000,mean
0.038883929789713556,11,22,specter2,2000,mean
0.010390340499155992,11,23,specter2,2000,mean
0.031722985196758535,11,24,specter2,2000,mean
0.036214720097275555,11,25,specter2,2000,mean
0.043694358638807884,11,26,specter2,2000,mean
0.02751684831387724,11,27,specter2,2000,mean
0.036736045871879286,11,28,specter2,2000,mean
0.017510864135842796,11,29,specter2,2000,mean
0.02534367828175277,11,30,specter2,2000,mean
0.049187120790064376,11,31,specter2,2000,mean
0.04159361736512457,11,32,specter2,2000,mean
0.04049123867957749,11,33,specter2,2000,mean
0.02657914584895149,11,34,specter2,2000,mean
0.04544898600019487,11,35,specter2,2000,mean
0.03564961772036068,11,36,specter2,2000,mean
0.04756218757845465,12,13,specter2,2000,mean
0.028792296330805156,12,14,specter2,2000,mean
0.05931723321575122,12,15,specter2,2000,mean
0.05636910686091279,12,16,specter2,2000,mean
0.041489216047128186,12,17,specter2,2000,mean
0.03014371638489033,12,18,specter2,2000,mean
0.03966782017349357,12,19,specter2,2000,mean
0.026759110640600547,12,20,specter2,2000,mean
0.04902051249497641,12,21,specter2,2000,mean
0.04882008868135679,12,22,specter2,2000,mean
0.037507986815225935,12,23,specter2,2000,mean
0.05868498695021984,12,24,specter2,2000,mean
0.05707404477338851,12,25,specter2,2000,mean
0.041378427028503695,12,26,specter2,2000,mean
0.0426059450742039,12,27,specter2,2000,mean
0.04263772897700968,12,28,specter2,2000,mean
0.041322083717595715,12,29,specter2,2000,mean
0.05089998965184839,12,30,specter2,2000,mean
0.05326552015048791,12,31,specter2,2000,mean
0.015880922577699352,12,32,specter2,2000,mean
0.007629901159691754,12,33,specter2,2000,mean
