period_start,field_a,field_b,median_rank,rank_min,rank_max,rank_iqr
2010,13,34,46.5,34.0,59.0,5.75
2010,13,35,98.0,81.0,249.0,84.25
2010,13,36,95.5,81.0,213.0,80.75
2010,14,15,248.0,210.0,282.0,24.5
2010,14,16,291.5,267.0,322.0,37.75
2010,14,17,74.0,59.0,101.0,20.25
2010,14,18,1.0,1.0,4.0,0.75
2010,14,19,208.0,139.0,285.0,81.25
2010,14,20,3.5,1.0,6.0,1.75
2010,14,21,173.0,131.0,233.0,66.25
2010,14,22,132.5,107.0,187.0,27.0
2010,14,23,91.0,77.0,163.0,31.25
2010,14,24,300.5,243.0,314.0,20.0
2010,14,25,295.0,261.0,319.0,26.25
2010,14,26,248.0,152.0,301.0,82.5
2010,14,27,228.0,186.0,289.0,27.0
2010,14,28,226.5,205.0,287.0,35.75
2010,14,29,185.0,113.0,235.0,23.75
2010,14,30,250.5,171.0,288.0,30.5
2010,14,31,274.0,233.0,319.0,44.5
2010,14,32,60.5,50.0,88.0,13.0
2010,14,33,17.0,12.0,31.0,8.0
2010,14,34,267.0,197.0,311.0,49.0
2010,14,35,292.0,177.0,324.0,92.75
2010,14,36,46.0,34.0,78.0,10.75
2010,15,16,14.5,4.0,30.0,18.5
2010,15,17,170.5,115.0,246.0,36.5
2010,15,18,170.5,132.0,221.0,44.25
2010,15,19,105.0,80.0,135.0,27.75
2010,15,20,247.0,206.0,295.0,30.75
2010,15,21,14.0,5.0,24.0,11.25
2010,15,22,36.0,13.0,61.0,8.5
2010,15,23,71.0,64.0,103.0,6.25
2010,15,24,229.5,199.0,273.0,39.5
2010,15,25,8.0,5.0,15.0,1.75
2010,15,26,228.5,129.0,299.0,42.75
2010,15,27,174.0,140.0,214.0,17.25
2010,15,28,192.0,144.0,244.0,44.0
2010,15,29,127.5,92.0,138.0,12.25
2010,15,30,76.5,58.0,113.0,17.25
2010,15,31,82.0,58.0,131.0,25.0
2010,15,32,279.5,195.0,317.0,56.25
2010,15,33,292.0,251.0,308.0,25.25
2010,15,34,199.5,177.0,272.0,13.0
2010,15,35,208.0,144.0,317.0,116.5
2010,15,36,248.0,177.0,286.0,31.5
2010,16,17,257.0,135.0,300.0,51.0
2010,16,18,268.5,174.0,309.0,29.25
2010,16,19,197.0,147.0,248.0,36.5
2010,16,20,299.5,252.0,320.0,19.75
2010,16,21,67.0,44.0,112.0,33.25
2010,16,22,135.0,79.0,220.0,82.0
2010,16,23,148.5,90.0,239.0,61.5
2010,16,24,183.0,108.0,272.0,94.25
2010,16,25,23.0,10.0,48.0,22.25
2010,16,26,272.0,154.0,315.0,61.75
2010,16,27,151.5,78.0,265.0,77.75
2010,16,28,171.5,137.0,278.0,39.0
2010,16,29,120.0,74.0,201.0,68.25
2010,16,30,53.0,20.0,100.0,38.25
2010,16,31,122.0,98.0,208.0,77.75
2010,16,32,291.5,237.0,319.0,38.5
2010,16,33,301.5,220.0,325.0,27.75
2010,16,34,207.0,158.0,268.0,54.5
2010,16,35,252.0,152.0,314.0,87.5
2010,16,36,275.5,198.0,310.0,65.75
2010,17,18,17.5,8.0,34.0,8.25
2010,17,19,139.0,111.0,152.0,23.0
2010,17,20,115.0,82.0,182.0,25.25
2010,17,21,114.5,76.0,161.0,34.75
2010,17,22,33.0,20.0,53.0,16.0
2010,17,23,107.0,86.0,137.0,22.75
2010,17,24,289.0,227.0,311.0,28.75
2010,17,25,217.0,130.0,299.0,45.25
2010,17,26,83.0,24.0,196.0,81.0
2010,17,27,257.5,117.0,277.0,108.25
2010,17,28,193.0,58.0,203.0,51.75
2010,17,29,231.5,160.0,265.0,40.5
2010,17,30,249.0,188.0,281.0,39.75
2010,17,31,118.5,51.0,234.0,49.75
2010,17,32,154.0,66.0,175.0,28.75
2010,17,33,126.5,79.0,166.0,54.5
2010,17,34,280.0,242.0,301.0,26.5
2010,17,35,298.5,218.0,322.0,35.5
2010,17,36,135.0,70.0,166.0,37.25
2010,18,19,117.5,107.0,172.0,34.5
2010,18,20,15.0,6.0,23.0,4.5
2010,18,21,109.5,80.0,149.0,27.5
2010,18,22,54.0,42.0,76.0,14.25
2010,18,23,59.0,44.0,76.0,13.25
2010,18,24,258.5,236.0,292.0,30.25
2010,18,25,221.5,192.0,299.0,45.75
2010,18,26,102.5,46.0,220.0,90.75
2010,18,27,161.5,108.0,228.0,75.0
2010,18,28,161.0,88.0,179.0,23.5
2010,18,29,129.5,107.0,178.0,41.0
2010,18,30,204.5,177.0,228.0,28.25
2010,18,31,176.5,109.0,298.0,43.0
2010,18,32,54.0,41.0,74.0,7.75
2010,18,33,36.0,31.0,54.0,8.25
2010,18,34,213.0,182.0,258.0,26.75
2010,18,35,258.0,173.0,316.0,91.75
2010,18,36,39.5,26.0,64.0,9.75
2010,19,20,138.5,104.0,222.0,53.0
2010,19,21,95.5,67.0,115.0,35.5
2010,19,22,61.5,48.0,69.0,12.0
2010,19,23,6.5,3.0,9.0,2.5
2010,19,24,250.5,176.0,308.0,44.75
2010,19,25,133.0,87.0,194.0,27.25
2010,19,26,170.0,133.0,288.0,109.0
2010,19,27,198.0,149.0,276.0,58.75
2010,19,28,177.5,141.0,234.0,41.75
2010,19,29,170.5,113.0,235.0,55.5
2010,19,30,225.5,142.0,285.0,95.0
2010,19,31,92.0,47.0,103.0,21.75
2010,19,32,206.5,150.0,308.0,77.75
2010,19,33,179.5,140.0,214.0,54.0
2010,19,34,201.0,128.0,271.0,44.5
2010,19,35,250.0,116.0,321.0,122.5
2010,19,36,191.5,126.0,277.0,107.0
2010,20,21,157.5,133.0,217.0,57.0
2010,20,22,147.5,115.0,209.0,55.75
2010,20,23,70.5,60.0,128.0,17.75
2010,20,24,290.5,246.0,306.0,21.75
2010,20,25,285.0,267.0,317.0,25.5
2010,20,26,174.0,86.0,284.0,125.75
2010,20,27,219.0,162.0,261.0,34.5
2010,20,28,223.5,191.0,244.0,10.75
2010,20,29,171.5,142.0,233.0,50.0
2010,20,30,253.5,230.0,291.0,18.0
2010,20,31,233.0,194.0,305.0,34.75
2010,20,32,91.0,67.0,126.0,30.0
2010,20,33,25.5,15.0,43.0,11.0
2010,20,34,262.0,193.0,297.0,55.0
2010,20,35,302.5,186.0,325.0,85.0
2010,20,36,63.5,43.0,98.0,13.5
2010,21,22,18.5,10.0,38.0,14.75
2010,21,23,47.0,38.0,56.0,4.75
2010,21,24,248.0,207.0,300.0,55.5
2010,21,25,27.5,22.0,37.0,4.0
2010,21,26,260.0,183.0,303.0,65.0
2010,21,27,195.0,163.0,250.0,34.5
2010,21,28,198.0,152.0,288.0,62.25
2010,21,29,138.0,111.0,166.0,23.75
2010,21,30,127.5,99.0,202.0,38.0
2010,21,31,100.5,62.0,171.0,29.75
2010,21,32,246.5,169.0,315.0,66.0
2010,21,33,222.5,193.0,261.0,34.5
2010,21,34,249.0,176.0,316.0,56.75
2010,21,35,230.0,160.0,323.0,97.25
2010,21,36,224.0,139.0,264.0,74.0
2010,22,23,56.5,48.0,69.0,8.75
2010,22,24,275.0,237.0,293.0,16.5
2010,22,25,50.5,21.0,72.0,25.0
2010,22,26,147.5,57.0,259.0,101.75
2010,22,27,200.0,123.0,239.0,55.5
2010,22,28,185.0,97.0,242.0,20.75
2010,22,29,163.5,141.0,214.0,19.25
2010,22,30,159.0,127.0,232.0,32.25
2010,22,31,57.0,35.0,143.0,34.25
2010,22,32,209.5,180.0,259.0,56.0
2010,22,33,203.0,180.0,295.0,37.25
2010,22,34,223.5,184.0,256.0,41.25
2010,22,35,245.0,119.0,309.0,132.75
2010,22,36,167.0,146.0,231.0,26.25
2010,23,24,149.5,114.0,244.0,42.75
2010,23,25,123.5,97.0,180.0,32.75
2010,23,26,197.5,132.0,301.0,88.0
2010,23,27,105.0,74.0,173.0,37.0
2010,23,28,132.0,91.0,203.0,55.25
2010,23,29,53.5,40.0,87.0,13.25
2010,23,30,96.0,71.0,178.0,44.5
2010,23,31,160.5,104.0,272.0,21.25
2010,23,32,132.0,85.0,225.0,66.5
2010,23,33,104.5,89.0,138.0,26.0
2010,23,34,86.0,72.0,132.0,19.75
2010,23,35,166.0,83.0,313.0,91.0
2010,23,36,79.5,55.0,159.0,63.0
2010,24,25,233.5,210.0,288.0,28.75
2010,24,26,308.0,245.0,325.0,41.0
2010,24,27,12.0,6.0,26.0,6.75
2010,24,28,67.5,37.0,121.0,65.25
2010,24,29,46.0,26.0,80.0,15.0
2010,24,30,49.5,33.0,64.0,19.25
2010,24,31,297.0,236.0,318.0,36.75
2010,24,32,227.0,162.0,271.0,57.5
2010,24,33,286.0,236.0,309.0,24.75
2010,24,34,33.5,25.0,52.0,9.0
2010,24,35,112.5,93.0,310.0,117.0
2010,24,36,129.5,103.0,188.0,27.25
2010,25,26,271.0,149.0,316.0,94.75
2010,25,27,199.5,148.0,237.0,34.75
2010,25,28,208.5,167.0,259.0,22.0
2010,25,29,163.0,137.0,195.0,19.5
2010,25,30,108.0,85.0,150.0,26.0
2010,25,31,65.5,41.0,89.0,22.75
2010,25,32,295.0,235.0,321.0,36.25
2010,25,33,306.5,258.0,324.0,16.5
2010,25,34,250.0,217.0,295.0,43.25
2010,25,35,220.0,124.0,305.0,108.25
2010,25,36,284.0,231.0,315.0,46.25
2010,26,27,278.0,137.0,322.0,122.75
2010,26,28,233.0,77.0,311.0,111.5
2010,26,29,283.0,230.0,321.0,42.5
2010,26,30,281.5,237.0,320.0,42.0
2010,26,31,112.5,33.0,167.0,59.0
2010,26,32,251.0,116.0,307.0,96.25
2010,26,33,235.5,136.0,308.0,108.5
2010,26,34,298.0,257.0,323.0,48.75
2010,26,35,322.0,226.0,325.0,13.75
2010,26,36,249.0,152.0,312.0,78.5
2010,27,28,33.5,25.0,53.0,16.0
2010,27,29,13.5,5.0,25.0,6.0
2010,27,30,23.5,11.0,38.0,9.0
2010,27,31,255.0,156.0,322.0,62.0
2010,27,32,95.5,90.0,125.0,11.25
2010,27,33,227.0,136.0,275.0,79.5
2010,27,34,21.0,2.0,37.0,13.75
2010,27,35,50.0,12.0,166.0,77.5
2010,27,36,42.0,23.0,79.0,25.5
2010,28,29,63.0,39.0,92.0,34.5
2010,28,30,87.5,69.0,119.0,28.25
2010,28,31,197.0,92.0,292.0,53.5
2010,28,32,56.0,38.0,78.0,5.75
2010,28,33,205.5,140.0,233.0,40.0
2010,28,34,75.5,49.0,148.0,35.0
2010,28,35,132.0,62.0,292.0,121.0
2010,28,36,85.5,64.0,117.0,29.5
2010,29,30,13.0,8.0,26.0,4.75
2010,29,31,268.5,225.0,323.0,46.25
2010,29,32,90.0,67.0,105.0,12.75
2010,29,33,165.0,104.0,232.0,50.75
2010,29,34,24.5,8.0,63.0,18.5
2010,29,35,64.0,28.0,232.0,81.75
2010,29,36,39.0,34.0,60.0,13.0
2010,30,31,280.5,182.0,307.0,57.25
2010,30,32,189.0,160.0,237.0,40.25
2010,30,33,262.0,222.0,296.0,24.0
2010,30,34,50.5,32.0,97.0,20.25
2010,30,35,81.0,40.0,216.0,119.5
2010,30,36,104.5,80.0,141.0,20.75
2010,31,32,267.5,203.0,320.0,46.5
2010,31,33,273.5,251.0,323.0,16.5
2010,31,34,292.5,252.0,325.0,23.5
2010,31,35,310.5,254.0,325.0,21.25
2010,31,36,268.0,246.0,325.0,40.75
2010,32,33,19.0,5.0,41.0,20.25
2010,32,34,161.5,121.0,226.0,57.0
2010,32,35,182.0,111.0,310.0,105.25
2010,32,36,6.5,3.0,16.0,4.25
2010,33,34,250.0,193.0,298.0,42.5
2010,33,35,295.0,195.0,322.0,78.25
2010,33,36,28.0,19.0,55.0,14.75
2010,34,35,64.0,17.0,253.0,132.0
2010,34,36,80.5,70.0,118.0,13.75
2010,35,36,121.0,64.0,257.0,81.0
2015,11,12,254.5,145.0,286.0,70.0
2015,11,13,49.0,39.0,67.0,12.5
2015,11,14,169.5,93.0,246.0,52.5
2015,11,15,127.5,110.0,187.0,18.75
2015,11,16,154.5,81.0,227.0,90.25
2015,11,17,199.0,180.0,231.0,16.0
2015,11,18,143.5,98.0,192.0,33.25
2015,11,19,97.5,79.0,129.0,26.25
2015,11,20,156.0,115.0,247.0,49.5
2015,11,21,110.0,94.0,125.0,10.5
2015,11,22,134.0,120.0,163.0,10.75
2015,11,23,18.5,10.0,25.0,5.5
2015,11,24,80.5,60.0,164.0,17.25
2015,11,25,155.0,130.0,201.0,34.0
2015,11,26,285.0,175.0,315.0,61.25
2015,11,27,80.0,63.0,165.0,19.0
2015,11,28,139.5,87.0,216.0,82.25
2015,11,29,22.0,8.0,46.0,8.75
2015,11,30,42.5,33.0,110.0,14.25
2015,11,31,270.5,209.0,317.0,45.0
2015,11,32,162.0,131.0,268.0,38.0
2015,11,33,181.5,112.0,232.0,44.75
2015,11,34,36.5,23.0,71.0,16.75
2015,11,35,119.0,62.0,309.0,93.0
2015,11,36,109.0,84.0,227.0,23.25
2015,12,13,286.5,172.0,313.0,37.75
2015,12,14,97.5,61.0,143.0,44.0
2015,12,15,307.0,295.0,320.0,15.0
2015,12,16,316.5,275.0,325.0,22.0
2015,12,17,178.5,93.0,269.0,60.5
2015,12,18,104.5,79.0,195.0,44.0
2015,12,19,205.0,159.0,245.0,54.25
2015,12,20,93.0,63.0,128.0,35.25
2015,12,21,296.5,254.0,315.0,22.25
2015,12,22,269.5,220.0,321.0,30.75
2015,12,23,187.0,126.0,247.0,75.75
2015,12,24,307.0,262.0,321.0,12.75
2015,12,25,312.5,278.0,323.0,10.75
2015,12,26,245.0,146.0,313.0,114.75
2015,12,27,251.0,200.0,316.0,80.5
2015,12,28,202.5,104.0,295.0,69.5
2015,12,29,221.0,157.0,308.0,85.5
2015,12,30,290.0,230.0,313.0,32.5
2015,12,31,289.5,240.0,316.0,20.25
2015,12,32,72.5,27.0,172.0,80.25
2015,12,33,5.0,1.0,17.0,8.25
2015,12,34,282.0,189.0,315.0,63.5
2015,12,35,315.0,178.0,323.0,74.0
2015,12,36,93.5,60.0,213.0,90.0
2015,13,14,263.5,212.0,292.0,41.25
2015,13,15,118.5,96.0,187.0,16.0
2015,13,16,75.0,44.0,201.0,53.5
2015,13,17,200.5,62.0,268.0,91.25
2015,13,18,176.5,94.0,262.0,65.25
2015,13,19,169.0,112.0,240.0,44.5
2015,13,20,236.5,207.0,295.0,31.25
2015,13,21,144.0,115.0,202.0,59.75
2015,13,22,153.5,77.0,260.0,74.5
2015,13,23,74.5,58.0,132.0,34.25
2015,13,24,2.5,1.0,11.0,3.75
2015,13,25,112.5,83.0,170.0,20.25
2015,13,26,274.0,81.0,319.0,121.25
2015,13,27,17.5,4.0,39.0,15.75
2015,13,28,35.0,19.0,59.0,29.5
2015,13,29,37.0,24.0,42.0,9.0
2015,13,30,16.5,14.0,30.0,7.25
2015,13,31,215.5,91.0,286.0,90.25
2015,13,32,176.0,104.0,257.0,74.5
2015,13,33,250.0,183.0,320.0,27.25
2015,13,34,54.5,37.0,64.0,8.25
2015,13,35,104.5,88.0,248.0,86.0
2015,13,36,101.5,83.0,212.0,75.5
2015,14,15,254.5,210.0,289.0,16.75
2015,14,16,291.5,283.0,322.0,28.5
2015,14,17,76.0,69.0,102.0,23.5
2015,14,18,2.0,1.0,5.0,1.0
2015,14,19,222.0,150.0,296.0,83.75
2015,14,20,2.0,1.0,3.0,1.75
2015,14,21,185.5,148.0,267.0,74.25
2015,14,22,148.0,117.0,203.0,26.25
2015,14,23,89.0,74.0,152.0,24.75
2015,14,24,285.0,238.0,314.0,27.75
2015,14,25,297.0,257.0,309.0,28.75
2015,14,26,249.5,148.0,301.0,92.5
2015,14,27,220.5,165.0,269.0,14.5
2015,14,28,203.0,173.0,274.0,40.75
2015,14,29,159.5,86.0,182.0,29.25
2015,14,30,234.5,180.0,287.0,30.25
2015,14,31,292.0,255.0,321.0,40.75
2015,14,32,59.0,46.0,82.0,10.75
2015,14,33,15.5,10.0,26.0,8.25
2015,14,34,242.5,181.0,295.0,66.75
2015,14,35,270.0,164.0,324.0,101.5
2015,14,36,41.5,27.0,64.0,10.0
2015,15,16,19.0,6.0,36.0,21.0
2015,15,17,170.0,115.0,248.0,42.0
2015,15,18,175.5,140.0,233.0,60.75
2015,15,19,117.0,84.0,142.0,26.0
2015,15,20,250.0,207.0,280.0,32.25
2015,15,21,8.0,4.0,19.0,10.5
2015,15,22,32.0,12.0,54.0,6.25
2015,15,23,77.0,64.0,112.0,11.5
2015,15,24,228.0,198.0,262.0,32.75
2015,15,25,7.5,5.0,12.0,1.75
2015,15,26,237.5,130.0,298.0,50.0
2015,15,27,198.0,147.0,234.0,33.0
2015,15,28,201.0,136.0,250.0,51.75
2015,15,29,159.0,128.0,178.0,17.25
2015,15,30,72.5,58.0,112.0,15.0
2015,15,31,91.0,62.0,138.0,32.0
2015,15,32,284.0,212.0,317.0,43.0
2015,15,33,290.0,253.0,306.0,27.0
2015,15,34,216.5,185.0,276.0,29.0
2015,15,35,216.5,157.0,317.0,103.5
2015,15,36,255.5,184.0,282.0,27.75
2015,16,17,267.0,143.0,303.0,45.25
2015,16,18,272.0,185.0,310.0,29.25
2015,16,19,223.5,157.0,256.0,37.0
2015,16,20,298.5,252.0,319.0,15.25
2015,16,21,71.0,41.0,109.0,29.5
2015,16,22,136.0,82.0,223.0,72.5
2015,16,23,162.0,113.0,243.0,46.5
2015,16,24,186.0,109.0,267.0,96.25
2015,16,25,24.0,9.0,54.0,24.0
2015,16,26,291.5,169.0,318.0,61.25
2015,16,27,180.0,94.0,278.0,75.25
2015,16,28,190.0,159.0,286.0,38.75
2015,16,29,159.5,109.0,239.0,76.0
2015,16,30,47.5,19.0,94.0,38.75
2015,16,31,147.0,119.0,240.0,86.0
2015,16,32,302.0,250.0,321.0,29.5
2015,16,33,305.5,242.0,325.0,25.0
2015,16,34,229.0,181.0,285.0,50.25
2015,16,35,260.5,177.0,316.0,70.5
2015,16,36,279.5,213.0,313.0,59.0
2015,17,18,12.0,7.0,30.0,6.5
2015,17,19,151.5,125.0,171.0,14.0
2015,17,20,94.0,79.0,153.0,12.75
2015,17,21,127.0,95.0,194.0,31.0
2015,17,22,32.0,22.0,55.0,11.25
2015,17,23,103.5,84.0,124.0,20.5
2015,17,24,270.0,205.0,302.0,41.25
2015,17,25,196.0,131.0,286.0,38.75
2015,17,26,78.5,28.0,205.0,82.25
2015,17,27,239.0,114.0,267.0,99.25
2015,17,28,135.0,49.0,154.0,48.25
2015,17,29,218.0,148.0,252.0,39.75
2015,17,30,239.5,160.0,276.0,43.25
2015,17,31,127.5,57.0,230.0,51.25
2015,17,32,136.0,60.0,151.0,13.75
2015,17,33,114.0,71.0,161.0,42.0
2015,17,34,261.5,225.0,299.0,29.0
2015,17,35,283.5,196.0,320.0,39.75
2015,17,36,112.5,63.0,149.0,34.25
2015,18,19,140.0,122.0,192.0,34.5
2015,18,20,13.0,5.0,20.0,4.0
2015,18,21,146.0,102.0,184.0,33.0
2015,18,22,57.0,47.0,82.0,22.25
2015,18,23,63.0,44.0,76.0,11.5
2015,18,24,241.0,206.0,279.0,39.5
2015,18,25,220.0,190.0,304.0,57.25
2015,18,26,100.5,45.0,236.0,97.0
2015,18,27,142.0,99.0,214.0,83.0
2015,18,28,125.5,74.0,144.0,25.75
2015,18,29,107.0,90.0,166.0,39.0
2015,18,30,188.0,150.0,233.0,28.25
2015,18,31,198.0,121.0,300.0,37.5
2015,18,32,50.5,40.0,65.0,10.75
2015,18,33,33.0,27.0,53.0,6.75
2015,18,34,191.0,166.0,258.0,27.75
2015,18,35,247.5,168.0,315.0,83.25
2015,18,36,34.5,19.0,59.0,8.5
2015,19,20,149.5,116.0,228.0,56.5
2015,19,21,115.0,83.0,141.0,38.0
2015,19,22,73.5,55.0,92.0,18.0
2015,19,23,9.0,4.0,14.0,4.25
2015,19,24,247.5,178.0,307.0,57.75
2015,19,25,143.0,91.0,205.0,35.75
2015,19,26,178.5,149.0,293.0,101.0
2015,19,27,209.0,160.0,281.0,55.0
2015,19,28,182.0,139.0,243.0,53.5
2015,19,29,191.0,120.0,260.0,49.25
2015,19,30,239.0,146.0,289.0,92.0
2015,19,31,104.5,51.0,117.0,30.5
2015,19,32,225.5,165.0,310.0,67.75
2015,19,33,182.5,145.0,224.0,36.5
2015,19,34,218.0,129.0,273.0,56.75
2015,19,35,257.0,121.0,322.0,116.25
2015,19,36,208.5,132.0,276.0,90.5
2015,20,21,175.0,141.0,239.0,50.0
2015,20,22,138.5,107.0,212.0,49.0
2015,20,23,68.0,57.0,112.0,9.25
2015,20,24,271.0,228.0,282.0,12.25
2015,20,25,283.5,263.0,316.0,37.25
2015,20,26,172.0,85.0,281.0,131.5
2015,20,27,209.5,146.0,251.0,63.0
2015,20,28,205.0,172.0,214.0,20.0
2015,20,29,151.0,106.0,203.0,54.75
2015,20,30,234.5,218.0,250.0,13.25
2015,20,31,248.0,222.0,310.0,27.75
2015,20,32,85.0,62.0,116.0,15.0
2015,20,33,18.5,13.0,31.0,8.5
2015,20,34,248.0,173.0,276.0,42.75
2015,20,35,286.0,180.0,325.0,92.5
2015,20,36,61.5,36.0,87.0,15.5
2015,21,22,22.0,16.0,41.0,13.75
2015,21,23,56.5,47.0,60.0,2.5
2015,21,24,258.5,207.0,304.0,65.5
2015,21,25,20.5,12.0,31.0,3.5
2015,21,26,267.5,208.0,306.0,57.25
2015,21,27,226.0,178.0,264.0,42.5
2015,21,28,220.0,140.0,297.0,73.75
2015,21,29,163.5,124.0,197.0,33.5
2015,21,30,121.0,92.0,204.0,49.5
2015,21,31,123.0,77.0,194.0,17.0
2015,21,32,269.0,188.0,322.0,66.0
2015,21,33,235.5,224.0,282.0,40.5
2015,21,34,262.5,195.0,319.0,62.25
2015,21,35,234.5,173.0,323.0,87.5
2015,21,36,238.5,158.0,272.0,53.25
2015,22,23,60.5,49.0,88.0,14.0
2015,22,24,252.5,216.0,296.0,32.5
2015,22,25,41.0,20.0,60.0,16.5
2015,22,26,145.0,53.0,258.0,105.0
2015,22,27,201.5,120.0,258.0,64.5
2015,22,28,156.0,80.0,231.0,37.25
2015,22,29,172.0,156.0,225.0,16.5
2015,22,30,158.0,122.0,219.0,59.0
2015,22,31,56.5,35.0,145.0,32.0
2015,22,32,216.0,181.0,270.0,62.25
2015,22,33,213.5,183.0,288.0,30.75
2015,22,34,214.0,179.0,253.0,43.0
2015,22,35,227.0,125.0,304.0,130.75
2015,22,36,163.5,145.0,232.0,17.5
2015,23,24,135.5,96.0,219.0,52.5
2015,23,25,118.5,88.0,183.0,37.0
2015,23,26,204.0,127.0,301.0,110.25
2015,23,27,106.0,76.0,179.0,43.0
2015,23,28,120.0,71.0,186.0,57.75
2015,23,29,59.0,34.0,100.0,15.25
2015,23,30,108.5,70.0,161.0,41.25
2015,23,31,168.0,103.0,278.0,17.0
2015,23,32,130.0,88.0,226.0,60.5
2015,23,33,98.5,77.0,121.0,17.5
2015,23,34,81.5,61.0,126.0,18.75
2015,23,35,151.5,76.0,312.0,76.75
2015,23,36,72.5,52.0,141.0,53.25
2015,24,25,213.0,199.0,261.0,23.0
2015,24,26,306.0,233.0,325.0,51.5
2015,24,27,11.0,5.0,25.0,4.25
2015,24,28,73.0,39.0,128.0,58.5
2015,24,29,43.0,25.0,65.0,13.25
2015,24,30,34.0,23.0,48.0,11.75
2015,24,31,299.0,244.0,320.0,35.25
2015,24,32,212.0,133.0,257.0,65.75
2015,24,33,272.5,234.0,294.0,25.5
2015,24,34,33.5,24.0,50.0,6.0
2015,24,35,104.5,92.0,301.0,108.0
2015,24,36,112.5,94.0,178.0,18.75
2015,25,26,275.0,145.0,315.0,88.5
2015,25,27,204.5,142.0,237.0,46.5
2015,25,28,193.5,147.0,243.0,44.0
2015,25,29,174.5,136.0,207.0,29.25
2015,25,30,87.0,69.0,117.0,15.75
2015,25,31,73.5,50.0,100.0,30.25
2015,25,32,296.5,233.0,318.0,35.75
2015,25,33,304.5,264.0,322.0,21.0
2015,25,34,254.5,215.0,290.0,41.5
2015,25,35,211.0,123.0,303.0,89.25
2015,25,36,274.0,223.0,311.0,48.5
2015,26,27,277.5,140.0,322.0,127.5
2015,26,28,227.0,76.0,309.0,121.75
2015,26,29,279.5,234.0,321.0,57.25
2015,26,30,283.0,218.0,318.0,39.5
2015,26,31,130.0,36.0,186.0,68.0
2015,26,32,256.5,116.0,310.0,117.25
2015,26,33,222.5,119.0,307.0,116.5
2015,26,34,299.0,259.0,323.0,50.0
2015,26,35,321.0,229.0,324.0,12.0
2015,26,36,248.0,137.0,314.0,99.75
2015,27,28,35.5,27.0,53.0,16.0
2015,27,29,15.0,7.0,30.0,7.5
2015,27,30,25.5,20.0,41.0,5.5
2015,27,31,276.5,184.0,322.0,55.0
2015,27,32,84.0,72.0,114.0,9.0
2015,27,33,214.0,133.0,262.0,85.0
2015,27,34,24.5,3.0,39.0,16.5
2015,27,35,49.0,12.0,163.0,69.5
2015,27,36,39.5,22.0,73.0,21.5
2015,28,29,66.5,42.0,96.0,36.5
2015,28,30,88.5,58.0,120.0,22.75
2015,28,31,215.5,105.0,291.0,57.25
2015,28,32,43.5,31.0,55.0,6.75
2015,28,33,178.0,122.0,202.0,39.5
2015,28,34,79.5,50.0,152.0,37.0
2015,28,35,126.0,60.0,287.0,114.75
2015,28,36,69.0,52.0,89.0,15.25
2015,29,30,21.5,11.0,34.0,8.75
2015,29,31,290.0,253.0,323.0,36.25
2015,29,32,76.5,59.0,95.0,14.0
2015,29,33,141.0,81.0,228.0,74.25
2015,29,34,27.5,7.0,62.0,22.25
2015,29,35,64.0,26.0,235.0,82.0
2015,29,36,31.0,27.0,44.0,8.5
2015,30,31,273.0,194.0,308.0,37.75
2015,30,32,172.5,127.0,228.0,43.25
2015,30,33,253.5,211.0,275.0,25.25
2015,30,34,50.5,42.0,99.0,18.0
2015,30,35,78.5,53.0,229.0,105.75
2015,30,36,99.5,78.0,149.0,15.75
2015,31,32,294.5,234.0,319.0,28.0
2015,31,33,283.5,267.0,323.0,15.25
2015,31,34,301.0,271.0,325.0,16.25
2015,31,35,312.5,261.0,325.0,21.0
2015,31,36,281.5,263.0,324.0,24.0
2015,32,33,22.0,5.0,51.0,27.0
2015,32,34,151.0,108.0,222.0,60.25
2015,32,35,171.5,111.0,310.0,106.75
2015,32,36,4.5,4.0,8.0,1.75
2015,33,34,241.0,176.0,286.0,39.25
2015,33,35,286.0,177.0,320.0,81.75
2015,33,36,24.5,17.0,51.0,24.5
2015,34,35,65.5,16.0,245.0,132.5
2015,34,36,72.5,69.0,111.0,8.75
2015,35,36,103.0,64.0,249.0,80.25
2020,11,12,260.0,134.0,294.0,89.0
2020,11,13,54.5,37.0,78.0,13.5
2020,11,14,151.0,76.0,243.0,38.75
2020,11,15,147.5,123.0,200.0,17.75
2020,11,16,152.0,83.0,225.0,64.0
2020,11,17,191.0,166.0,228.0,33.25
2020,11,18,141.5,105.0,198.0,38.25
2020,11,19,114.5,93.0,154.0,32.75
2020,11,20,144.0,109.0,248.0,46.75
2020,11,21,124.0,102.0,147.0,21.25
2020,11,22,127.5,115.0,169.0,17.5
2020,11,23,17.5,10.0,26.0,5.5
2020,11,24,83.0,67.0,169.0,19.0
2020,11,25,159.0,128.0,197.0,27.0
2020,11,26,250.0,141.0,303.0,55.25
2020,11,27,87.0,68.0,185.0,24.25
2020,11,28,151.0,93.0,240.0,100.75
2020,11,29,17.0,8.0,43.0,7.5
2020,11,30,43.0,33.0,110.0,17.25
2020,11,31,282.0,240.0,320.0,45.0
2020,11,32,165.5,120.0,281.0,45.5
2020,11,33,165.5,101.0,238.0,38.0
2020,11,34,39.0,28.0,81.0,17.0
2020,11,35,115.0,71.0,306.0,81.0
2020,11,36,101.0,77.0,229.0,21.25
2020,12,13,291.0,175.0,318.0,49.5
