period_start,field_a,field_b,median_rank,rank_min,rank_max,rank_iqr
2020,12,14,98.0,59.0,171.0,51.25
2020,12,15,313.0,290.0,324.0,16.25
2020,12,16,319.0,269.0,325.0,20.25
2020,12,17,133.5,70.0,259.0,77.25
2020,12,18,90.0,71.0,207.0,61.75
2020,12,19,219.0,161.0,264.0,74.25
2020,12,20,88.0,67.0,156.0,53.25
2020,12,21,305.5,249.0,318.0,20.75
2020,12,22,256.5,206.0,305.0,55.0
2020,12,23,162.5,116.0,258.0,78.0
2020,12,24,309.5,261.0,325.0,27.0
2020,12,25,315.0,269.0,323.0,9.5
2020,12,26,196.0,123.0,305.0,122.25
2020,12,27,232.5,186.0,320.0,96.0
2020,12,28,208.0,108.0,300.0,68.25
2020,12,29,224.5,150.0,314.0,90.25
2020,12,30,285.5,230.0,312.0,35.5
2020,12,31,295.0,228.0,317.0,37.5
2020,12,32,74.5,25.0,191.0,100.0
2020,12,33,8.0,2.0,26.0,11.0
2020,12,34,272.0,188.0,317.0,73.5
2020,12,35,313.5,175.0,322.0,89.5
2020,12,36,86.0,54.0,213.0,90.75
2020,13,14,259.5,221.0,293.0,40.0
2020,13,15,133.5,121.0,205.0,21.25
2020,13,16,79.0,48.0,208.0,50.5
2020,13,17,193.5,74.0,257.0,64.75
2020,13,18,186.5,109.0,250.0,64.0
2020,13,19,193.0,124.0,252.0,40.0
2020,13,20,234.0,212.0,283.0,26.75
2020,13,21,162.5,128.0,216.0,69.0
2020,13,22,155.5,83.0,264.0,71.25
2020,13,23,77.5,58.0,129.0,40.25
2020,13,24,2.5,1.0,12.0,4.75
2020,13,25,120.0,93.0,185.0,15.25
2020,13,26,251.5,80.0,315.0,136.75
2020,13,27,17.0,7.0,40.0,15.75
2020,13,28,36.5,14.0,65.0,30.25
2020,13,29,36.0,24.0,40.0,10.0
2020,13,30,17.5,13.0,32.0,7.5
2020,13,31,225.5,98.0,298.0,91.25
2020,13,32,164.5,101.0,241.0,60.5
2020,13,33,248.5,192.0,307.0,25.75
2020,13,34,59.0,46.0,67.0,11.5
2020,13,35,118.0,86.0,234.0,68.5
2020,13,36,106.0,87.0,183.0,63.5
2020,14,15,268.5,228.0,300.0,24.0
2020,14,16,296.5,286.0,322.0,28.5
2020,14,17,73.0,58.0,102.0,13.25
2020,14,18,2.0,1.0,4.0,2.5
2020,14,19,238.0,159.0,301.0,74.75
2020,14,20,2.0,1.0,5.0,1.5
2020,14,21,200.5,159.0,273.0,73.25
2020,14,22,141.0,113.0,203.0,24.25
2020,14,23,75.5,67.0,129.0,21.5
2020,14,24,285.5,236.0,314.0,25.75
2020,14,25,297.5,266.0,310.0,24.25
2020,14,26,210.5,115.0,279.0,103.25
2020,14,27,216.0,149.0,250.0,9.0
2020,14,28,206.0,163.0,280.0,59.75
2020,14,29,158.5,85.0,177.0,25.25
2020,14,30,240.5,188.0,286.0,35.5
2020,14,31,298.0,277.0,321.0,30.25
2020,14,32,62.0,46.0,79.0,15.75
2020,14,33,14.0,9.0,23.0,4.25
2020,14,34,244.5,178.0,288.0,70.75
2020,14,35,256.5,168.0,323.0,100.0
2020,14,36,40.5,27.0,61.0,12.5
2020,15,16,14.5,6.0,28.0,15.0
2020,15,17,195.5,148.0,240.0,51.0
2020,15,18,201.0,167.0,242.0,52.0
2020,15,19,137.5,113.0,171.0,32.75
2020,15,20,262.0,223.0,279.0,22.75
2020,15,21,6.0,4.0,12.0,1.75
2020,15,22,38.0,20.0,72.0,11.75
2020,15,23,91.5,67.0,121.0,8.75
2020,15,24,243.5,211.0,275.0,34.25
2020,15,25,6.5,4.0,13.0,2.75
2020,15,26,248.5,137.0,295.0,51.5
2020,15,27,224.0,169.0,256.0,35.75
2020,15,28,222.0,159.0,274.0,48.0
2020,15,29,173.0,141.0,188.0,15.5
2020,15,30,84.5,75.0,132.0,9.25
2020,15,31,111.5,70.0,158.0,33.5
2020,15,32,303.0,241.0,321.0,31.5
2020,15,33,299.0,267.0,316.0,23.75
2020,15,34,247.5,203.0,296.0,38.0
2020,15,35,237.0,189.0,320.0,86.25
2020,15,36,268.0,197.0,282.0,34.5
2020,16,17,262.5,150.0,311.0,35.0
2020,16,18,276.5,194.0,318.0,26.0
2020,16,19,231.5,163.0,251.0,30.75
2020,16,20,300.0,258.0,321.0,19.25
2020,16,21,62.5,34.0,86.0,28.75
2020,16,22,126.5,76.0,203.0,44.5
2020,16,23,146.5,98.0,237.0,36.5
2020,16,24,193.0,115.0,274.0,69.5
2020,16,25,18.5,9.0,38.0,18.75
2020,16,26,288.0,150.0,316.0,71.0
2020,16,27,190.5,104.0,290.0,61.75
2020,16,28,195.0,170.0,293.0,39.5
2020,16,29,147.5,108.0,227.0,68.75
2020,16,30,46.5,22.0,92.0,33.25
2020,16,31,158.0,117.0,228.0,71.5
2020,16,32,304.0,261.0,323.0,30.5
2020,16,33,305.5,253.0,324.0,19.75
2020,16,34,249.0,185.0,288.0,46.25
2020,16,35,260.5,192.0,315.0,57.0
2020,16,36,274.5,207.0,319.0,55.25
2020,17,18,10.0,7.0,29.0,10.5
2020,17,19,155.0,128.0,193.0,16.75
2020,17,20,85.5,76.0,129.0,13.75
2020,17,21,145.5,116.0,233.0,43.5
2020,17,22,37.5,26.0,49.0,12.25
2020,17,23,100.0,78.0,116.0,14.0
2020,17,24,259.5,190.0,288.0,48.75
2020,17,25,206.0,139.0,264.0,34.0
2020,17,26,84.5,28.0,164.0,65.5
2020,17,27,199.0,107.0,258.0,92.75
2020,17,28,99.5,49.0,133.0,35.0
2020,17,29,220.0,152.0,255.0,34.25
2020,17,30,226.5,159.0,262.0,29.0
2020,17,31,134.0,63.0,215.0,44.25
2020,17,32,107.5,57.0,136.0,23.0
2020,17,33,87.5,60.0,126.0,25.5
2020,17,34,253.5,211.0,302.0,25.75
2020,17,35,274.0,180.0,319.0,45.5
2020,17,36,93.0,55.0,120.0,26.0
2020,18,19,153.0,125.0,202.0,34.75
2020,18,20,9.5,4.0,16.0,4.5
2020,18,21,153.5,119.0,193.0,38.0
2020,18,22,62.5,51.0,83.0,17.5
2020,18,23,57.0,44.0,73.0,11.5
2020,18,24,240.5,204.0,285.0,35.5
2020,18,25,231.5,198.0,291.0,54.5
2020,18,26,79.0,39.0,188.0,73.25
2020,18,27,131.5,102.0,208.0,78.0
2020,18,28,130.0,81.0,157.0,34.5
2020,18,29,122.5,104.0,167.0,34.25
2020,18,30,193.0,161.0,235.0,40.5
2020,18,31,208.5,131.0,306.0,43.5
2020,18,32,51.0,41.0,69.0,6.5
2020,18,33,29.0,23.0,45.0,9.25
2020,18,34,195.0,165.0,257.0,34.0
2020,18,35,236.5,160.0,313.0,86.25
2020,18,36,32.5,21.0,51.0,9.25
2020,19,20,163.5,119.0,239.0,43.75
2020,19,21,133.5,102.0,166.0,43.25
2020,19,22,77.5,56.0,96.0,16.75
2020,19,23,17.0,9.0,22.0,5.5
2020,19,24,257.0,198.0,307.0,49.0
2020,19,25,154.5,107.0,202.0,43.75
2020,19,26,162.5,129.0,277.0,64.0
2020,19,27,225.0,178.0,282.0,65.0
2020,19,28,191.5,145.0,259.0,61.25
2020,19,29,209.0,131.0,273.0,58.0
2020,19,30,242.5,167.0,294.0,95.75
2020,19,31,114.0,63.0,126.0,36.5
2020,19,32,243.0,168.0,311.0,59.0
2020,19,33,189.5,154.0,254.0,41.5
2020,19,34,221.5,136.0,278.0,62.25
2020,19,35,267.0,127.0,323.0,88.5
2020,19,36,214.0,139.0,285.0,89.0
2020,20,21,190.5,153.0,236.0,45.75
2020,20,22,135.0,122.0,195.0,38.75
2020,20,23,57.0,43.0,88.0,11.0
2020,20,24,264.5,218.0,281.0,19.5
2020,20,25,288.5,271.0,315.0,30.25
2020,20,26,144.0,70.0,257.0,127.5
2020,20,27,199.5,139.0,242.0,68.25
2020,20,28,207.0,165.0,223.0,36.25
2020,20,29,150.5,117.0,205.0,43.0
2020,20,30,237.5,216.0,263.0,22.0
2020,20,31,262.0,232.0,314.0,19.5
2020,20,32,77.0,58.0,104.0,19.5
2020,20,33,19.0,13.0,30.0,7.5
2020,20,34,244.5,173.0,282.0,48.25
2020,20,35,275.0,177.0,325.0,87.0
2020,20,36,49.5,35.0,82.0,20.0
2020,21,22,25.5,20.0,41.0,7.0
2020,21,23,63.5,54.0,70.0,6.5
2020,21,24,267.0,217.0,303.0,55.75
2020,21,25,18.5,12.0,32.0,4.5
2020,21,26,255.5,204.0,304.0,60.75
2020,21,27,246.5,196.0,274.0,41.75
2020,21,28,240.0,150.0,305.0,75.0
2020,21,29,186.0,142.0,213.0,41.5
2020,21,30,130.5,103.0,209.0,59.0
2020,21,31,141.5,93.0,211.0,22.75
2020,21,32,281.5,199.0,323.0,58.75
2020,21,33,247.5,226.0,298.0,36.75
2020,21,34,292.5,215.0,322.0,53.0
2020,21,35,264.5,194.0,324.0,78.25
2020,21,36,247.5,169.0,283.0,45.75
2020,22,23,59.5,43.0,87.0,15.25
2020,22,24,252.5,206.0,299.0,32.5
2020,22,25,39.0,18.0,55.0,15.0
2020,22,26,131.5,47.0,222.0,93.0
2020,22,27,200.0,128.0,260.0,66.0
2020,22,28,150.5,89.0,223.0,43.25
2020,22,29,173.5,149.0,232.0,20.75
2020,22,30,157.0,107.0,220.0,62.5
2020,22,31,63.5,37.0,165.0,39.5
2020,22,32,212.5,184.0,263.0,53.75
2020,22,33,198.0,175.0,260.0,22.0
2020,22,34,211.5,167.0,258.0,44.5
2020,22,35,213.0,145.0,300.0,112.0
2020,22,36,147.5,134.0,208.0,9.5
2020,23,24,130.5,94.0,210.0,43.5
2020,23,25,124.0,90.0,176.0,27.5
2020,23,26,160.0,96.0,283.0,97.5
2020,23,27,103.5,77.0,164.0,39.75
2020,23,28,125.5,69.0,193.0,66.75
2020,23,29,59.0,37.0,92.0,12.75
2020,23,30,115.0,71.0,148.0,48.25
2020,23,31,184.5,134.0,293.0,36.0
2020,23,32,115.0,79.0,189.0,54.5
2020,23,33,88.5,66.0,106.0,13.25
2020,23,34,90.5,65.0,119.0,19.0
2020,23,35,146.0,83.0,309.0,55.75
2020,23,36,64.0,38.0,125.0,42.5
2020,24,25,222.0,199.0,257.0,18.75
2020,24,26,269.5,178.0,325.0,98.0
2020,24,27,9.5,7.0,25.0,6.0
2020,24,28,75.5,40.0,128.0,49.25
2020,24,29,43.5,25.0,69.0,15.25
2020,24,30,33.0,22.0,48.0,9.5
2020,24,31,296.0,245.0,319.0,30.25
2020,24,32,187.0,115.0,227.0,58.0
2020,24,33,271.0,225.0,287.0,17.0
2020,24,34,36.5,27.0,52.0,5.25
2020,24,35,102.0,87.0,271.0,86.25
2020,24,36,100.0,95.0,176.0,14.5
2020,25,26,252.5,138.0,318.0,86.75
2020,25,27,220.0,154.0,256.0,54.75
2020,25,28,206.0,152.0,255.0,46.0
2020,25,29,177.0,140.0,212.0,28.75
2020,25,30,83.5,71.0,115.0,19.75
2020,25,31,84.5,57.0,109.0,41.75
2020,25,32,301.0,246.0,319.0,27.75
2020,25,33,307.5,268.0,318.0,10.75
2020,25,34,270.5,218.0,293.0,47.5
2020,25,35,206.5,132.0,289.0,62.0
2020,25,36,277.0,227.0,300.0,50.25
2020,26,27,228.5,111.0,317.0,164.5
2020,26,28,192.5,72.0,297.0,112.25
2020,26,29,243.0,195.0,316.0,69.25
2020,26,30,261.0,194.0,314.0,53.5
2020,26,31,100.5,33.0,152.0,56.5
2020,26,32,201.0,90.0,302.0,149.0
2020,26,33,168.0,82.0,285.0,136.75
2020,26,34,272.0,219.0,318.0,74.25
2020,26,35,313.0,212.0,324.0,24.0
2020,26,36,175.0,105.0,298.0,136.0
2020,27,28,31.0,23.0,48.0,10.5
2020,27,29,20.5,9.0,38.0,11.5
2020,27,30,31.0,28.0,56.0,6.5
2020,27,31,284.5,186.0,322.0,52.75
2020,27,32,72.0,55.0,99.0,7.0
2020,27,33,187.5,127.0,254.0,73.0
2020,27,34,27.5,7.0,46.0,18.5
2020,27,35,48.0,11.0,146.0,65.0
2020,27,36,33.0,15.0,63.0,21.75
2020,28,29,74.5,47.0,110.0,42.5
2020,28,30,99.0,61.0,136.0,30.0
2020,28,31,210.5,111.0,288.0,59.75
2020,28,32,44.0,34.0,59.0,11.25
2020,28,33,166.5,133.0,213.0,26.0
2020,28,34,87.5,49.0,137.0,42.5
2020,28,35,126.0,55.0,264.0,117.0
2020,28,36,64.0,55.0,83.0,17.75
2020,29,30,19.0,11.0,30.0,7.75
2020,29,31,296.5,261.0,323.0,25.75
2020,29,32,75.0,54.0,101.0,12.0
2020,29,33,142.5,86.0,214.0,51.0
2020,29,34,30.5,10.0,73.0,20.75
2020,29,35,60.0,30.0,226.0,83.0
2020,29,36,35.0,31.0,50.0,10.0
2020,30,31,280.5,223.0,312.0,31.75
2020,30,32,171.5,116.0,227.0,39.75
2020,30,33,244.5,219.0,267.0,15.75
2020,30,34,63.0,53.0,116.0,20.75
2020,30,35,84.0,57.0,195.0,85.5
2020,30,36,107.0,83.0,152.0,21.0
2020,31,32,303.5,246.0,318.0,14.5
2020,31,33,289.0,268.0,323.0,16.5
2020,31,34,302.0,289.0,325.0,16.5
2020,31,35,316.5,271.0,325.0,11.75
2020,31,36,294.0,258.0,324.0,18.75
2020,32,33,22.0,5.0,49.0,21.5
2020,32,34,139.0,94.0,214.0,64.25
2020,32,35,143.5,98.0,294.0,116.0
2020,32,36,3.5,2.0,6.0,1.75
2020,33,34,236.5,173.0,269.0,40.75
2020,33,35,270.5,157.0,319.0,86.75
2020,33,36,22.5,13.0,44.0,19.25
2020,34,35,71.0,16.0,237.0,128.5
2020,34,36,73.0,61.0,103.0,12.75
2020,35,36,87.0,53.0,223.0,69.75
