field_id,period_start,model_a,model_b,k,queries,mean_overlap
18,2015,bert,biobert,10,100,0.192
18,2015,bert,biobert,25,100,0.20920000000000002
18,2015,bert,biobert,50,100,0.21960000000000002
18,2015,bert,simcse,10,100,0.178
18,2015,bert,simcse,25,100,0.19440000000000002
18,2015,bert,simcse,50,100,0.2214
18,2015,mpnet,minilm,10,100,0.45499999999999996
18,2015,mpnet,minilm,25,100,0.4472
18,2015,mpnet,minilm,50,100,0.46799999999999997
18,2015,mpnet,pubmedbert,10,100,0.06899999999999999
18,2015,mpnet,pubmedbert,25,100,0.07440000000000001
18,2015,mpnet,pubmedbert,50,100,0.0842
18,2015,mpnet,biobert,10,100,0.08
18,2015,mpnet,biobert,25,100,0.08039999999999999
18,2015,mpnet,biobert,50,100,0.08460000000000001
18,2015,mpnet,simcse,10,100,0.09
18,2015,mpnet,simcse,25,100,0.10279999999999999
18,2015,mpnet,simcse,50,100,0.1094
18,2015,minilm,pubmedbert,10,100,0.06999999999999999
18,2015,minilm,pubmedbert,25,100,0.07919999999999999
18,2015,minilm,pubmedbert,50,100,0.0862
18,2015,minilm,biobert,10,100,0.076
18,2015,minilm,biobert,25,100,0.0824
18,2015,minilm,biobert,50,100,0.0876
18,2015,minilm,simcse,10,100,0.09
18,2015,minilm,simcse,25,100,0.1076
18,2015,minilm,simcse,50,100,0.1176
18,2015,pubmedbert,biobert,10,100,0.296
18,2015,pubmedbert,biobert,25,100,0.31679999999999997
18,2015,pubmedbert,biobert,50,100,0.33159999999999995
18,2015,pubmedbert,simcse,10,100,0.08
18,2015,pubmedbert,simcse,25,100,0.0888
18,2015,pubmedbert,simcse,50,100,0.10300000000000001
18,2015,biobert,simcse,10,100,0.08199999999999999
18,2015,biobert,simcse,25,100,0.1
18,2015,biobert,simcse,50,100,0.114
18,2020,specter,specter2,10,100,0.259
18,2020,specter,specter2,25,100,0.2668
18,2020,specter,specter2,50,100,0.2762
18,2020,specter,scincl,10,100,0.305
18,2020,specter,scincl,25,100,0.3336
18,2020,specter,scincl,50,100,0.3406
18,2020,specter,scibert,10,100,0.06899999999999999
18,2020,specter,scibert,25,100,0.0832
18,2020,specter,scibert,50,100,0.0926
18,2020,specter,bert,10,100,0.067
18,2020,specter,bert,25,100,0.076
18,2020,specter,bert,50,100,0.0922
18,2020,specter,mpnet,10,100,0.33599999999999997
18,2020,specter,mpnet,25,100,0.32439999999999997
18,2020,specter,mpnet,50,100,0.3358
18,2020,specter,minilm,10,100,0.27599999999999997
18,2020,specter,minilm,25,100,0.3012
18,2020,specter,minilm,50,100,0.3002
18,2020,specter,pubmedbert,10,100,0.045
18,2020,specter,pubmedbert,25,100,0.0644
18,2020,specter,pubmedbert,50,100,0.0726
18,2020,specter,biobert,10,100,0.046
18,2020,specter,biobert,25,100,0.0708
18,2020,specter,biobert,50,100,0.0786
18,2020,specter,simcse,10,100,0.08399999999999999
18,2020,specter,simcse,25,100,0.0868
18,2020,specter,simcse,50,100,0.09539999999999998
18,2020,specter2,scincl,10,100,0.309
18,2020,specter2,scincl,25,100,0.3368
18,2020,specter2,scincl,50,100,0.3396
18,2020,specter2,scibert,10,100,0.06899999999999999
18,2020,specter2,scibert,25,100,0.0828
18,2020,specter2,scibert,50,100,0.0992
18,2020,specter2,bert,10,100,0.074
18,2020,specter2,bert,25,100,0.0788
18,2020,specter2,bert,50,100,0.09300000000000001
18,2020,specter2,mpnet,10,100,0.331
18,2020,specter2,mpnet,25,100,0.3344
18,2020,specter2,mpnet,50,100,0.33659999999999995
18,2020,specter2,minilm,10,100,0.292
18,2020,specter2,minilm,25,100,0.294
18,2020,specter2,minilm,50,100,0.2988
18,2020,specter2,pubmedbert,10,100,0.048
18,2020,specter2,pubmedbert,25,100,0.06559999999999999
18,2020,specter2,pubmedbert,50,100,0.0742
18,2020,specter2,biobert,10,100,0.059
18,2020,specter2,biobert,25,100,0.0696
18,2020,specter2,biobert,50,100,0.0862
18,2020,specter2,simcse,10,100,0.074
18,2020,specter2,simcse,25,100,0.0868
18,2020,specter2,simcse,50,100,0.096
18,2020,scincl,scibert,10,100,0.065
18,2020,scincl,scibert,25,100,0.0832
18,2020,scincl,scibert,50,100,0.0892
18,2020,scincl,bert,10,100,0.064
18,2020,scincl,bert,25,100,0.07919999999999999
18,2020,scincl,bert,50,100,0.08380000000000001
18,2020,scincl,mpnet,10,100,0.369
18,2020,scincl,mpnet,25,100,0.3836
18,2020,scincl,mpnet,50,100,0.39640000000000003
18,2020,scincl,minilm,10,100,0.307
18,2020,scincl,minilm,25,100,0.34240000000000004
18,2020,scincl,minilm,50,100,0.3428
18,2020,scincl,pubmedbert,10,100,0.047
18,2020,scincl,pubmedbert,25,100,0.0592
18,2020,scincl,pubmedbert,50,100,0.067
18,2020,scincl,biobert,10,100,0.045
18,2020,scincl,biobert,25,100,0.0636
18,2020,scincl,biobert,50,100,0.0724
18,2020,scincl,simcse,10,100,0.076
18,2020,scincl,simcse,25,100,0.0852
18,2020,scincl,simcse,50,100,0.0892
18,2020,scibert,bert,10,100,0.202
18,2020,scibert,bert,25,100,0.2236
18,2020,scibert,bert,50,100,0.23379999999999998
18,2020,scibert,mpnet,10,100,0.075
18,2020,scibert,mpnet,25,100,0.08960000000000001
18,2020,scibert,mpnet,50,100,0.1036
18,2020,scibert,minilm,10,100,0.072
18,2020,scibert,minilm,25,100,0.0892
18,2020,scibert,minilm,50,100,0.1038
18,2020,scibert,pubmedbert,10,100,0.301
18,2020,scibert,pubmedbert,25,100,0.32880000000000004
18,2020,scibert,pubmedbert,50,100,0.3446
18,2020,scibert,biobert,10,100,0.27799999999999997
18,2020,scibert,biobert,25,100,0.302
18,2020,scibert,biobert,50,100,0.3136
18,2020,scibert,simcse,10,100,0.095
18,2020,scibert,simcse,25,100,0.11199999999999999
18,2020,scibert,simcse,50,100,0.1208
18,2020,bert,mpnet,10,100,0.095
18,2020,bert,mpnet,25,100,0.0992
18,2020,bert,mpnet,50,100,0.1104
18,2020,bert,minilm,10,100,0.088
18,2020,bert,minilm,25,100,0.10279999999999999
18,2020,bert,minilm,50,100,0.1148
18,2020,bert,pubmedbert,10,100,0.187
18,2020,bert,pubmedbert,25,100,0.2096
18,2020,bert,pubmedbert,50,100,0.21600000000000003
18,2020,bert,biobert,10,100,0.195
18,2020,bert,biobert,25,100,0.21960000000000002
18,2020,bert,biobert,50,100,0.2398
18,2020,bert,simcse,10,100,0.202
18,2020,bert,simcse,25,100,0.2152
18,2020,bert,simcse,50,100,0.23879999999999998
18,2020,mpnet,minilm,10,100,0.472
18,2020,mpnet,minilm,25,100,0.4768
18,2020,mpnet,minilm,50,100,0.4782
18,2020,mpnet,pubmedbert,10,100,0.053000000000000005
18,2020,mpnet,pubmedbert,25,100,0.0724
18,2020,mpnet,pubmedbert,50,100,0.07919999999999999
18,2020,mpnet,biobert,10,100,0.065
18,2020,mpnet,biobert,25,100,0.0768
18,2020,mpnet,biobert,50,100,0.08539999999999999
18,2020,mpnet,simcse,10,100,0.11299999999999999
18,2020,mpnet,simcse,25,100,0.1112
18,2020,mpnet,simcse,50,100,0.1096
18,2020,minilm,pubmedbert,10,100,0.054000000000000006
18,2020,minilm,pubmedbert,25,100,0.0704
18,2020,minilm,pubmedbert,50,100,0.0788
18,2020,minilm,biobert,10,100,0.06
18,2020,minilm,biobert,25,100,0.0796
18,2020,minilm,biobert,50,100,0.08800000000000001
18,2020,minilm,simcse,10,100,0.10800000000000001
18,2020,minilm,simcse,25,100,0.1124
18,2020,minilm,simcse,50,100,0.1112
18,2020,pubmedbert,biobert,10,100,0.312
18,2020,pubmedbert,biobert,25,100,0.3224
18,2020,pubmedbert,biobert,50,100,0.342
18,2020,pubmedbert,simcse,10,100,0.08499999999999999
18,2020,pubmedbert,simcse,25,100,0.1016
18,2020,pubmedbert,simcse,50,100,0.11380000000000001
18,2020,biobert,simcse,10,100,0.095
18,2020,biobert,simcse,25,100,0.1148
18,2020,biobert,simcse,50,100,0.1282
19,2000,specter,specter2,10,100,0.16799999999999998
19,2000,specter,specter2,25,100,0.2052
19,2000,specter,specter2,50,100,0.2238
19,2000,specter,scincl,10,100,0.29500000000000004
19,2000,specter,scincl,25,100,0.3232
19,2000,specter,scincl,50,100,0.3688
19,2000,specter,scibert,10,100,0.137
19,2000,specter,scibert,25,100,0.14679999999999999
19,2000,specter,scibert,50,100,0.17
19,2000,specter,bert,10,100,0.11699999999999999
19,2000,specter,bert,25,100,0.1304
19,2000,specter,bert,50,100,0.1562
19,2000,specter,mpnet,10,100,0.24300000000000002
19,2000,specter,mpnet,25,100,0.2664
19,2000,specter,mpnet,50,100,0.2986
19,2000,specter,minilm,10,100,0.199
19,2000,specter,minilm,25,100,0.2348
19,2000,specter,minilm,50,100,0.263
19,2000,specter,pubmedbert,10,100,0.11399999999999999
19,2000,specter,pubmedbert,25,100,0.1268
19,2000,specter,pubmedbert,50,100,0.1476
19,2000,specter,biobert,10,100,0.097
19,2000,specter,biobert,25,100,0.1204
19,2000,specter,biobert,50,100,0.1378
19,2000,specter,simcse,10,100,0.08299999999999999
19,2000,specter,simcse,25,100,0.09960000000000001
19,2000,specter,simcse,50,100,0.1232
19,2000,specter2,scincl,10,100,0.21800000000000003
19,2000,specter2,scincl,25,100,0.242
19,2000,specter2,scincl,50,100,0.2718
19,2000,specter2,scibert,10,100,0.10300000000000001
19,2000,specter2,scibert,25,100,0.1288
19,2000,specter2,scibert,50,100,0.1494
19,2000,specter2,bert,10,100,0.093
19,2000,specter2,bert,25,100,0.1024
19,2000,specter2,bert,50,100,0.12179999999999999
19,2000,specter2,mpnet,10,100,0.255
19,2000,specter2,mpnet,25,100,0.2824
19,2000,specter2,mpnet,50,100,0.306
19,2000,specter2,minilm,10,100,0.223
19,2000,specter2,minilm,25,100,0.24239999999999998
19,2000,specter2,minilm,50,100,0.256
19,2000,specter2,pubmedbert,10,100,0.087
19,2000,specter2,pubmedbert,25,100,0.1072
19,2000,specter2,pubmedbert,50,100,0.1286
19,2000,specter2,biobert,10,100,0.08299999999999999
19,2000,specter2,biobert,25,100,0.1016
19,2000,specter2,biobert,50,100,0.11939999999999999
19,2000,specter2,simcse,10,100,0.063
19,2000,specter2,simcse,25,100,0.0736
19,2000,specter2,simcse,50,100,0.09519999999999999
19,2000,scincl,scibert,10,100,0.11499999999999999
19,2000,scincl,scibert,25,100,0.1484
19,2000,scincl,scibert,50,100,0.17079999999999998
19,2000,scincl,bert,10,100,0.11399999999999999
19,2000,scincl,bert,25,100,0.1332
19,2000,scincl,bert,50,100,0.158
19,2000,scincl,mpnet,10,100,0.294
19,2000,scincl,mpnet,25,100,0.3204
19,2000,scincl,mpnet,50,100,0.34840000000000004
19,2000,scincl,minilm,10,100,0.263
19,2000,scincl,minilm,25,100,0.2868
19,2000,scincl,minilm,50,100,0.31079999999999997
19,2000,scincl,pubmedbert,10,100,0.10500000000000001
19,2000,scincl,pubmedbert,25,100,0.13119999999999998
19,2000,scincl,pubmedbert,50,100,0.1492
19,2000,scincl,biobert,10,100,0.086
19,2000,scincl,biobert,25,100,0.1128
19,2000,scincl,biobert,50,100,0.136
19,2000,scincl,simcse,10,100,0.072
19,2000,scincl,simcse,25,100,0.092
19,2000,scincl,simcse,50,100,0.1216
19,2000,scibert,bert,10,100,0.259
19,2000,scibert,bert,25,100,0.29
19,2000,scibert,bert,50,100,0.3184
19,2000,scibert,mpnet,10,100,0.122
19,2000,scibert,mpnet,25,100,0.1476
19,2000,scibert,mpnet,50,100,0.16699999999999998
19,2000,scibert,minilm,10,100,0.10400000000000001
19,2000,scibert,minilm,25,100,0.122
19,2000,scibert,minilm,50,100,0.14880000000000002
19,2000,scibert,pubmedbert,10,100,0.335
19,2000,scibert,pubmedbert,25,100,0.386
19,2000,scibert,pubmedbert,50,100,0.423
19,2000,scibert,biobert,10,100,0.325
19,2000,scibert,biobert,25,100,0.364
19,2000,scibert,biobert,50,100,0.3776
19,2000,scibert,simcse,10,100,0.11399999999999999
19,2000,scibert,simcse,25,100,0.1528
19,2000,scibert,simcse,50,100,0.1772
19,2000,bert,mpnet,10,100,0.144
19,2000,bert,mpnet,25,100,0.1616
19,2000,bert,mpnet,50,100,0.17980000000000002
19,2000,bert,minilm,10,100,0.132
19,2000,bert,minilm,25,100,0.142
19,2000,bert,minilm,50,100,0.16760000000000003
19,2000,bert,pubmedbert,10,100,0.253
19,2000,bert,pubmedbert,25,100,0.2892
19,2000,bert,pubmedbert,50,100,0.30920000000000003
19,2000,bert,biobert,10,100,0.24300000000000002
19,2000,bert,biobert,25,100,0.2932
19,2000,bert,biobert,50,100,0.32439999999999997
19,2000,bert,simcse,10,100,0.196
19,2000,bert,simcse,25,100,0.24559999999999998
19,2000,bert,simcse,50,100,0.2772
19,2000,mpnet,minilm,10,100,0.425
19,2000,mpnet,minilm,25,100,0.44920000000000004
19,2000,mpnet,minilm,50,100,0.4532
19,2000,mpnet,pubmedbert,10,100,0.1
19,2000,mpnet,pubmedbert,25,100,0.13
19,2000,mpnet,pubmedbert,50,100,0.1552
19,2000,mpnet,biobert,10,100,0.095
19,2000,mpnet,biobert,25,100,0.1204
19,2000,mpnet,biobert,50,100,0.14880000000000002
19,2000,mpnet,simcse,10,100,0.089
19,2000,mpnet,simcse,25,100,0.1128
19,2000,mpnet,simcse,50,100,0.1404
19,2000,minilm,pubmedbert,10,100,0.098
19,2000,minilm,pubmedbert,25,100,0.114
19,2000,minilm,pubmedbert,50,100,0.1438
19,2000,minilm,biobert,10,100,0.096
19,2000,minilm,biobert,25,100,0.1108
19,2000,minilm,biobert,50,100,0.1406
19,2000,minilm,simcse,10,100,0.09
19,2000,minilm,simcse,25,100,0.106
19,2000,minilm,simcse,50,100,0.1398
19,2000,pubmedbert,biobert,10,100,0.341
19,2000,pubmedbert,biobert,25,100,0.3676
19,2000,pubmedbert,biobert,50,100,0.40020000000000006
19,2000,pubmedbert,simcse,10,100,0.126
19,2000,pubmedbert,simcse,25,100,0.156
19,2000,pubmedbert,simcse,50,100,0.17859999999999998
19,2000,biobert,simcse,10,100,0.11299999999999999
19,2000,biobert,simcse,25,100,0.14400000000000002
19,2000,biobert,simcse,50,100,0.1728
19,2005,specter,specter2,10,100,0.19
19,2005,specter,specter2,25,100,0.2076
19,2005,specter,specter2,50,100,0.2224
19,2005,specter,scincl,10,100,0.28700000000000003
19,2005,specter,scincl,25,100,0.3404
19,2005,specter,scincl,50,100,0.35719999999999996
19,2005,specter,scibert,10,100,0.122
19,2005,specter,scibert,25,100,0.1456
19,2005,specter,scibert,50,100,0.17559999999999998
19,2005,specter,bert,10,100,0.10500000000000001
19,2005,specter,bert,25,100,0.1316
19,2005,specter,bert,50,100,0.156
19,2005,specter,mpnet,10,100,0.229
19,2005,specter,mpnet,25,100,0.2668
19,2005,specter,mpnet,50,100,0.2842
19,2005,specter,minilm,10,100,0.191
19,2005,specter,minilm,25,100,0.23879999999999998
19,2005,specter,minilm,50,100,0.2636
19,2005,specter,pubmedbert,10,100,0.10400000000000001
19,2005,specter,pubmedbert,25,100,0.1332
19,2005,specter,pubmedbert,50,100,0.1518
19,2005,specter,biobert,10,100,0.10300000000000001
19,2005,specter,biobert,25,100,0.1192
19,2005,specter,biobert,50,100,0.1402
19,2005,specter,simcse,10,100,0.101
19,2005,specter,simcse,25,100,0.1152
19,2005,specter,simcse,50,100,0.1374
19,2005,specter2,scincl,10,100,0.23900000000000002
19,2005,specter2,scincl,25,100,0.25079999999999997
19,2005,specter2,scincl,50,100,0.26539999999999997
19,2005,specter2,scibert,10,100,0.11399999999999999
19,2005,specter2,scibert,25,100,0.1416
19,2005,specter2,scibert,50,100,0.1586
19,2005,specter2,bert,10,100,0.092
19,2005,specter2,bert,25,100,0.10800000000000001
19,2005,specter2,bert,50,100,0.13019999999999998
19,2005,specter2,mpnet,10,100,0.28300000000000003
19,2005,specter2,mpnet,25,100,0.2896
19,2005,specter2,mpnet,50,100,0.3028
19,2005,specter2,minilm,10,100,0.221
19,2005,specter2,minilm,25,100,0.23920000000000002
19,2005,specter2,minilm,50,100,0.2518
19,2005,specter2,pubmedbert,10,100,0.091
19,2005,specter2,pubmedbert,25,100,0.11560000000000001
19,2005,specter2,pubmedbert,50,100,0.1338
19,2005,specter2,biobert,10,100,0.095
19,2005,specter2,biobert,25,100,0.114
19,2005,specter2,biobert,50,100,0.1276
19,2005,specter2,simcse,10,100,0.08399999999999999
19,2005,specter2,simcse,25,100,0.092
19,2005,specter2,simcse,50,100,0.10679999999999999
19,2005,scincl,scibert,10,100,0.126
19,2005,scincl,scibert,25,100,0.16079999999999997
19,2005,scincl,scibert,50,100,0.1802
19,2005,scincl,bert,10,100,0.11399999999999999
19,2005,scincl,bert,25,100,0.142
19,2005,scincl,bert,50,100,0.16519999999999999
19,2005,scincl,mpnet,10,100,0.28900000000000003
19,2005,scincl,mpnet,25,100,0.3208
19,2005,scincl,mpnet,50,100,0.3406
19,2005,scincl,minilm,10,100,0.24
19,2005,scincl,minilm,25,100,0.292
19,2005,scincl,minilm,50,100,0.3106
19,2005,scincl,pubmedbert,10,100,0.10400000000000001
19,2005,scincl,pubmedbert,25,100,0.1432
19,2005,scincl,pubmedbert,50,100,0.1552
19,2005,scincl,biobert,10,100,0.1
19,2005,scincl,biobert,25,100,0.1188
19,2005,scincl,biobert,50,100,0.1426
19,2005,scincl,simcse,10,100,0.1
19,2005,scincl,simcse,25,100,0.12
19,2005,scincl,simcse,50,100,0.1364
19,2005,scibert,bert,10,100,0.257
19,2005,scibert,bert,25,100,0.2928
19,2005,scibert,bert,50,100,0.309
19,2005,scibert,mpnet,10,100,0.125
19,2005,scibert,mpnet,25,100,0.1508
19,2005,scibert,mpnet,50,100,0.17859999999999998
19,2005,scibert,minilm,10,100,0.121
19,2005,scibert,minilm,25,100,0.1448
19,2005,scibert,minilm,50,100,0.1616
19,2005,scibert,pubmedbert,10,100,0.383
19,2005,scibert,pubmedbert,25,100,0.42200000000000004
19,2005,scibert,pubmedbert,50,100,0.43520000000000003
19,2005,scibert,biobert,10,100,0.327
19,2005,scibert,biobert,25,100,0.3676
19,2005,scibert,biobert,50,100,0.3936
19,2005,scibert,simcse,10,100,0.10900000000000001
19,2005,scibert,simcse,25,100,0.1424
19,2005,scibert,simcse,50,100,0.16079999999999997
19,2005,bert,mpnet,10,100,0.136
19,2005,bert,mpnet,25,100,0.1576
19,2005,bert,mpnet,50,100,0.1924
19,2005,bert,minilm,10,100,0.126
19,2005,bert,minilm,25,100,0.1464
19,2005,bert,minilm,50,100,0.16620000000000001
19,2005,bert,pubmedbert,10,100,0.23900000000000002
19,2005,bert,pubmedbert,25,100,0.2788
19,2005,bert,pubmedbert,50,100,0.31420000000000003
19,2005,bert,biobert,10,100,0.253
19,2005,bert,biobert,25,100,0.284
19,2005,bert,biobert,50,100,0.32539999999999997
19,2005,bert,simcse,10,100,0.21600000000000003
19,2005,bert,simcse,25,100,0.2484
19,2005,bert,simcse,50,100,0.2768
19,2005,mpnet,minilm,10,100,0.41100000000000003
19,2005,mpnet,minilm,25,100,0.43200000000000005
19,2005,mpnet,minilm,50,100,0.4672
19,2005,mpnet,pubmedbert,10,100,0.122
19,2005,mpnet,pubmedbert,25,100,0.1396
19,2005,mpnet,pubmedbert,50,100,0.17
19,2005,mpnet,biobert,10,100,0.11699999999999999
19,2005,mpnet,biobert,25,100,0.1352
19,2005,mpnet,biobert,50,100,0.16579999999999998
19,2005,mpnet,simcse,10,100,0.10900000000000001
19,2005,mpnet,simcse,25,100,0.1308
19,2005,mpnet,simcse,50,100,0.1528
19,2005,minilm,pubmedbert,10,100,0.10300000000000001
19,2005,minilm,pubmedbert,25,100,0.128
19,2005,minilm,pubmedbert,50,100,0.1454
19,2005,minilm,biobert,10,100,0.10700000000000001
19,2005,minilm,biobert,25,100,0.1152
19,2005,minilm,biobert,50,100,0.1448
19,2005,minilm,simcse,10,100,0.10800000000000001
19,2005,minilm,simcse,25,100,0.1264
19,2005,minilm,simcse,50,100,0.1438
19,2005,pubmedbert,biobert,10,100,0.366
19,2005,pubmedbert,biobert,25,100,0.39880000000000004
19,2005,pubmedbert,biobert,50,100,0.42119999999999996
19,2005,pubmedbert,simcse,10,100,0.11299999999999999
19,2005,pubmedbert,simcse,25,100,0.14679999999999999
19,2005,pubmedbert,simcse,50,100,0.1696
19,2005,biobert,simcse,10,100,0.121
19,2005,biobert,simcse,25,100,0.1484
19,2005,biobert,simcse,50,100,0.1624
19,2010,specter,specter2,10,100,0.178
19,2010,specter,specter2,25,100,0.19519999999999998
19,2010,specter,specter2,50,100,0.20379999999999998
19,2010,specter,scincl,10,100,0.309
19,2010,specter,scincl,25,100,0.3368
19,2010,specter,scincl,50,100,0.36719999999999997
19,2010,specter,scibert,10,100,0.128
19,2010,specter,scibert,25,100,0.1376
19,2010,specter,scibert,50,100,0.15960000000000002
19,2010,specter,bert,10,100,0.122
19,2010,specter,bert,25,100,0.1436
19,2010,specter,bert,50,100,0.163
19,2010,specter,mpnet,10,100,0.24500000000000002
19,2010,specter,mpnet,25,100,0.2736
19,2010,specter,mpnet,50,100,0.2954
19,2010,specter,minilm,10,100,0.221
19,2010,specter,minilm,25,100,0.24239999999999998
19,2010,specter,minilm,50,100,0.2708
19,2010,specter,pubmedbert,10,100,0.10800000000000001
19,2010,specter,pubmedbert,25,100,0.12279999999999999
19,2010,specter,pubmedbert,50,100,0.1472
19,2010,specter,biobert,10,100,0.10400000000000001
19,2010,specter,biobert,25,100,0.1208
19,2010,specter,biobert,50,100,0.1442
19,2010,specter,simcse,10,100,0.10500000000000001
19,2010,specter,simcse,25,100,0.11359999999999999
19,2010,specter,simcse,50,100,0.127
19,2010,specter2,scincl,10,100,0.22000000000000003
19,2010,specter2,scincl,25,100,0.2336
19,2010,specter2,scincl,50,100,0.256
19,2010,specter2,scibert,10,100,0.118
19,2010,specter2,scibert,25,100,0.1448
19,2010,specter2,scibert,50,100,0.154
19,2010,specter2,bert,10,100,0.094
19,2010,specter2,bert,25,100,0.11359999999999999
19,2010,specter2,bert,50,100,0.1306
19,2010,specter2,mpnet,10,100,0.26
19,2010,specter2,mpnet,25,100,0.2792
19,2010,specter2,mpnet,50,100,0.2942
19,2010,specter2,minilm,10,100,0.21800000000000003
19,2010,specter2,minilm,25,100,0.23440000000000003
19,2010,specter2,minilm,50,100,0.2398
19,2010,specter2,pubmedbert,10,100,0.088
19,2010,specter2,pubmedbert,25,100,0.1128
19,2010,specter2,pubmedbert,50,100,0.1272
19,2010,specter2,biobert,10,100,0.091
19,2010,specter2,biobert,25,100,0.1116
19,2010,specter2,biobert,50,100,0.124
19,2010,specter2,simcse,10,100,0.078
19,2010,specter2,simcse,25,100,0.086
19,2010,specter2,simcse,50,100,0.10400000000000001
19,2010,scincl,scibert,10,100,0.13
19,2010,scincl,scibert,25,100,0.1416
19,2010,scincl,scibert,50,100,0.16519999999999999
19,2010,scincl,bert,10,100,0.11200000000000002
19,2010,scincl,bert,25,100,0.1404
19,2010,scincl,bert,50,100,0.1572
19,2010,scincl,mpnet,10,100,0.29300000000000004
19,2010,scincl,mpnet,25,100,0.3208
19,2010,scincl,mpnet,50,100,0.3468
19,2010,scincl,minilm,10,100,0.253
19,2010,scincl,minilm,25,100,0.282
19,2010,scincl,minilm,50,100,0.30820000000000003
19,2010,scincl,pubmedbert,10,100,0.091
19,2010,scincl,pubmedbert,25,100,0.1168
19,2010,scincl,pubmedbert,50,100,0.1432
19,2010,scincl,biobert,10,100,0.08399999999999999
19,2010,scincl,biobert,25,100,0.1144
19,2010,scincl,biobert,50,100,0.138
19,2010,scincl,simcse,10,100,0.08499999999999999
19,2010,scincl,simcse,25,100,0.1092
19,2010,scincl,simcse,50,100,0.1292
19,2010,scibert,bert,10,100,0.269
19,2010,scibert,bert,25,100,0.2992
19,2010,scibert,bert,50,100,0.3208
19,2010,scibert,mpnet,10,100,0.145
19,2010,scibert,mpnet,25,100,0.1408
19,2010,scibert,mpnet,50,100,0.1508
19,2010,scibert,minilm,10,100,0.11699999999999999
19,2010,scibert,minilm,25,100,0.1304
19,2010,scibert,minilm,50,100,0.14279999999999998
19,2010,scibert,pubmedbert,10,100,0.382
19,2010,scibert,pubmedbert,25,100,0.4092
19,2010,scibert,pubmedbert,50,100,0.4446
19,2010,scibert,biobert,10,100,0.362
19,2010,scibert,biobert,25,100,0.3876
19,2010,scibert,biobert,50,100,0.4194
19,2010,scibert,simcse,10,100,0.143
19,2010,scibert,simcse,25,100,0.16440000000000002
19,2010,scibert,simcse,50,100,0.1744
19,2010,bert,mpnet,10,100,0.141
19,2010,bert,mpnet,25,100,0.154
19,2010,bert,mpnet,50,100,0.1666
19,2010,bert,minilm,10,100,0.137
19,2010,bert,minilm,25,100,0.1424
19,2010,bert,minilm,50,100,0.1582
19,2010,bert,pubmedbert,10,100,0.254
19,2010,bert,pubmedbert,25,100,0.2988
19,2010,bert,pubmedbert,50,100,0.3232
19,2010,bert,biobert,10,100,0.274
19,2010,bert,biobert,25,100,0.31
19,2010,bert,biobert,50,100,0.344
19,2010,bert,simcse,10,100,0.22000000000000003
19,2010,bert,simcse,25,100,0.256
19,2010,bert,simcse,50,100,0.2784
19,2010,mpnet,minilm,10,100,0.41600000000000004
19,2010,mpnet,minilm,25,100,0.4432
19,2010,mpnet,minilm,50,100,0.45799999999999996
19,2010,mpnet,pubmedbert,10,100,0.10700000000000001
19,2010,mpnet,pubmedbert,25,100,0.1316
19,2010,mpnet,pubmedbert,50,100,0.1458
19,2010,mpnet,biobert,10,100,0.11299999999999999
19,2010,mpnet,biobert,25,100,0.1308
19,2010,mpnet,biobert,50,100,0.1446
19,2010,mpnet,simcse,10,100,0.10700000000000001
19,2010,mpnet,simcse,25,100,0.1304
19,2010,mpnet,simcse,50,100,0.1438
19,2010,minilm,pubmedbert,10,100,0.086
19,2010,minilm,pubmedbert,25,100,0.11359999999999999
19,2010,minilm,pubmedbert,50,100,0.13140000000000002
19,2010,minilm,biobert,10,100,0.10200000000000001
19,2010,minilm,biobert,25,100,0.1204
19,2010,minilm,biobert,50,100,0.132
19,2010,minilm,simcse,10,100,0.10600000000000001
19,2010,minilm,simcse,25,100,0.122
19,2010,minilm,simcse,50,100,0.1382
19,2010,pubmedbert,biobert,10,100,0.364
19,2010,pubmedbert,biobert,25,100,0.39759999999999995
19,2010,pubmedbert,biobert,50,100,0.4278
19,2010,pubmedbert,simcse,10,100,0.134
19,2010,pubmedbert,simcse,25,100,0.1484
19,2010,pubmedbert,simcse,50,100,0.17059999999999997
19,2010,biobert,simcse,10,100,0.146
19,2010,biobert,simcse,25,100,0.1588
19,2010,biobert,simcse,50,100,0.1772
19,2015,specter,specter2,10,100,0.207
19,2015,specter,specter2,25,100,0.2248
19,2015,specter,specter2,50,100,0.242
19,2015,specter,scincl,10,100,0.323
19,2015,specter,scincl,25,100,0.34119999999999995
19,2015,specter,scincl,50,100,0.36719999999999997
19,2015,specter,scibert,10,100,0.11200000000000002
19,2015,specter,scibert,25,100,0.1476
19,2015,specter,scibert,50,100,0.16519999999999999
19,2015,specter,bert,10,100,0.1
19,2015,specter,bert,25,100,0.12279999999999999
19,2015,specter,bert,50,100,0.1442
19,2015,specter,mpnet,10,100,0.23900000000000002
19,2015,specter,mpnet,25,100,0.2784
19,2015,specter,mpnet,50,100,0.29760000000000003
19,2015,specter,minilm,10,100,0.217
19,2015,specter,minilm,25,100,0.24960000000000002
19,2015,specter,minilm,50,100,0.2648
19,2015,specter,pubmedbert,10,100,0.10500000000000001
19,2015,specter,pubmedbert,25,100,0.1328
19,2015,specter,pubmedbert,50,100,0.1506
19,2015,specter,biobert,10,100,0.09
19,2015,specter,biobert,25,100,0.12
19,2015,specter,biobert,50,100,0.1354
