field_id,period_start,model_a,model_b,k,queries,mean_overlap
26,2015,bert,minilm,50,100,0.1358
26,2015,bert,pubmedbert,10,100,0.21200000000000002
26,2015,bert,pubmedbert,25,100,0.252
26,2015,bert,pubmedbert,50,100,0.2928
26,2015,bert,biobert,10,100,0.24100000000000002
26,2015,bert,biobert,25,100,0.2664
26,2015,bert,biobert,50,100,0.2826
26,2015,bert,simcse,10,100,0.20400000000000001
26,2015,bert,simcse,25,100,0.21
26,2015,bert,simcse,50,100,0.2432
26,2015,mpnet,minilm,10,100,0.46399999999999997
26,2015,mpnet,minilm,25,100,0.5024000000000001
26,2015,mpnet,minilm,50,100,0.5146000000000001
26,2015,mpnet,pubmedbert,10,100,0.09
26,2015,mpnet,pubmedbert,25,100,0.1
26,2015,mpnet,pubmedbert,50,100,0.11380000000000001
26,2015,mpnet,biobert,10,100,0.087
26,2015,mpnet,biobert,25,100,0.098
26,2015,mpnet,biobert,50,100,0.1084
26,2015,mpnet,simcse,10,100,0.091
26,2015,mpnet,simcse,25,100,0.1104
26,2015,mpnet,simcse,50,100,0.1288
26,2015,minilm,pubmedbert,10,100,0.08399999999999999
26,2015,minilm,pubmedbert,25,100,0.102
26,2015,minilm,pubmedbert,50,100,0.115
26,2015,minilm,biobert,10,100,0.08299999999999999
26,2015,minilm,biobert,25,100,0.0944
26,2015,minilm,biobert,50,100,0.1082
26,2015,minilm,simcse,10,100,0.099
26,2015,minilm,simcse,25,100,0.1144
26,2015,minilm,simcse,50,100,0.13019999999999998
26,2015,pubmedbert,biobert,10,100,0.3
26,2015,pubmedbert,biobert,25,100,0.3356
26,2015,pubmedbert,biobert,50,100,0.3696
26,2015,pubmedbert,simcse,10,100,0.10800000000000001
26,2015,pubmedbert,simcse,25,100,0.1272
26,2015,pubmedbert,simcse,50,100,0.15380000000000002
26,2015,biobert,simcse,10,100,0.11299999999999999
26,2015,biobert,simcse,25,100,0.1288
26,2015,biobert,simcse,50,100,0.1452
26,2020,specter,specter2,10,100,0.233
26,2020,specter,specter2,25,100,0.26039999999999996
26,2020,specter,specter2,50,100,0.2854
26,2020,specter,scincl,10,100,0.312
26,2020,specter,scincl,25,100,0.36479999999999996
26,2020,specter,scincl,50,100,0.3766
26,2020,specter,scibert,10,100,0.11000000000000001
26,2020,specter,scibert,25,100,0.1384
26,2020,specter,scibert,50,100,0.1618
26,2020,specter,bert,10,100,0.091
26,2020,specter,bert,25,100,0.106
26,2020,specter,bert,50,100,0.1192
26,2020,specter,mpnet,10,100,0.28900000000000003
26,2020,specter,mpnet,25,100,0.3028
26,2020,specter,mpnet,50,100,0.342
26,2020,specter,minilm,10,100,0.256
26,2020,specter,minilm,25,100,0.2756
26,2020,specter,minilm,50,100,0.3084
26,2020,specter,pubmedbert,10,100,0.078
26,2020,specter,pubmedbert,25,100,0.09480000000000001
26,2020,specter,pubmedbert,50,100,0.11939999999999999
26,2020,specter,biobert,10,100,0.078
26,2020,specter,biobert,25,100,0.094
26,2020,specter,biobert,50,100,0.1074
26,2020,specter,simcse,10,100,0.08499999999999999
26,2020,specter,simcse,25,100,0.10439999999999999
26,2020,specter,simcse,50,100,0.1186
26,2020,specter2,scincl,10,100,0.281
26,2020,specter2,scincl,25,100,0.29960000000000003
26,2020,specter2,scincl,50,100,0.32159999999999994
26,2020,specter2,scibert,10,100,0.155
26,2020,specter2,scibert,25,100,0.16519999999999999
26,2020,specter2,scibert,50,100,0.1766
26,2020,specter2,bert,10,100,0.10600000000000001
26,2020,specter2,bert,25,100,0.1084
26,2020,specter2,bert,50,100,0.1168
26,2020,specter2,mpnet,10,100,0.29900000000000004
26,2020,specter2,mpnet,25,100,0.2992
26,2020,specter2,mpnet,50,100,0.32380000000000003
26,2020,specter2,minilm,10,100,0.267
26,2020,specter2,minilm,25,100,0.2704
26,2020,specter2,minilm,50,100,0.2874
26,2020,specter2,pubmedbert,10,100,0.1
26,2020,specter2,pubmedbert,25,100,0.10880000000000001
26,2020,specter2,pubmedbert,50,100,0.11939999999999999
26,2020,specter2,biobert,10,100,0.096
26,2020,specter2,biobert,25,100,0.098
26,2020,specter2,biobert,50,100,0.10279999999999999
26,2020,specter2,simcse,10,100,0.094
26,2020,specter2,simcse,25,100,0.10400000000000001
26,2020,specter2,simcse,50,100,0.11939999999999999
26,2020,scincl,scibert,10,100,0.142
26,2020,scincl,scibert,25,100,0.1564
26,2020,scincl,scibert,50,100,0.1746
26,2020,scincl,bert,10,100,0.1
26,2020,scincl,bert,25,100,0.10439999999999999
26,2020,scincl,bert,50,100,0.121
26,2020,scincl,mpnet,10,100,0.352
26,2020,scincl,mpnet,25,100,0.36479999999999996
26,2020,scincl,mpnet,50,100,0.3922
26,2020,scincl,minilm,10,100,0.32599999999999996
26,2020,scincl,minilm,25,100,0.3472
26,2020,scincl,minilm,50,100,0.35979999999999995
26,2020,scincl,pubmedbert,10,100,0.087
26,2020,scincl,pubmedbert,25,100,0.0984
26,2020,scincl,pubmedbert,50,100,0.11720000000000001
26,2020,scincl,biobert,10,100,0.09
26,2020,scincl,biobert,25,100,0.0984
26,2020,scincl,biobert,50,100,0.105
26,2020,scincl,simcse,10,100,0.092
26,2020,scincl,simcse,25,100,0.1104
26,2020,scincl,simcse,50,100,0.12480000000000001
26,2020,scibert,bert,10,100,0.257
26,2020,scibert,bert,25,100,0.2816
26,2020,scibert,bert,50,100,0.31420000000000003
26,2020,scibert,mpnet,10,100,0.13799999999999998
26,2020,scibert,mpnet,25,100,0.1512
26,2020,scibert,mpnet,50,100,0.16899999999999998
26,2020,scibert,minilm,10,100,0.133
26,2020,scibert,minilm,25,100,0.152
26,2020,scibert,minilm,50,100,0.16920000000000002
26,2020,scibert,pubmedbert,10,100,0.305
26,2020,scibert,pubmedbert,25,100,0.35159999999999997
26,2020,scibert,pubmedbert,50,100,0.38659999999999994
26,2020,scibert,biobert,10,100,0.28900000000000003
26,2020,scibert,biobert,25,100,0.3116
26,2020,scibert,biobert,50,100,0.3528
26,2020,scibert,simcse,10,100,0.135
26,2020,scibert,simcse,25,100,0.1572
26,2020,scibert,simcse,50,100,0.1884
26,2020,bert,mpnet,10,100,0.10900000000000001
26,2020,bert,mpnet,25,100,0.1108
26,2020,bert,mpnet,50,100,0.1324
26,2020,bert,minilm,10,100,0.10800000000000001
26,2020,bert,minilm,25,100,0.11320000000000001
26,2020,bert,minilm,50,100,0.1316
26,2020,bert,pubmedbert,10,100,0.261
26,2020,bert,pubmedbert,25,100,0.2736
26,2020,bert,pubmedbert,50,100,0.3068
26,2020,bert,biobert,10,100,0.256
26,2020,bert,biobert,25,100,0.282
26,2020,bert,biobert,50,100,0.3114
26,2020,bert,simcse,10,100,0.186
26,2020,bert,simcse,25,100,0.226
26,2020,bert,simcse,50,100,0.2494
26,2020,mpnet,minilm,10,100,0.47800000000000004
26,2020,mpnet,minilm,25,100,0.4976
26,2020,mpnet,minilm,50,100,0.5136
26,2020,mpnet,pubmedbert,10,100,0.095
26,2020,mpnet,pubmedbert,25,100,0.1092
26,2020,mpnet,pubmedbert,50,100,0.1226
26,2020,mpnet,biobert,10,100,0.095
26,2020,mpnet,biobert,25,100,0.1
26,2020,mpnet,biobert,50,100,0.1128
26,2020,mpnet,simcse,10,100,0.11100000000000002
26,2020,mpnet,simcse,25,100,0.1208
26,2020,mpnet,simcse,50,100,0.1394
26,2020,minilm,pubmedbert,10,100,0.094
26,2020,minilm,pubmedbert,25,100,0.1052
26,2020,minilm,pubmedbert,50,100,0.12279999999999999
26,2020,minilm,biobert,10,100,0.09
26,2020,minilm,biobert,25,100,0.10400000000000001
26,2020,minilm,biobert,50,100,0.11199999999999999
26,2020,minilm,simcse,10,100,0.11200000000000002
26,2020,minilm,simcse,25,100,0.1324
26,2020,minilm,simcse,50,100,0.1442
26,2020,pubmedbert,biobert,10,100,0.327
26,2020,pubmedbert,biobert,25,100,0.35960000000000003
26,2020,pubmedbert,biobert,50,100,0.3874
26,2020,pubmedbert,simcse,10,100,0.128
26,2020,pubmedbert,simcse,25,100,0.1416
26,2020,pubmedbert,simcse,50,100,0.1654
26,2020,biobert,simcse,10,100,0.128
26,2020,biobert,simcse,25,100,0.136
26,2020,biobert,simcse,50,100,0.1624
27,2000,specter,specter2,10,100,0.264
27,2000,specter,specter2,25,100,0.2708
27,2000,specter,specter2,50,100,0.287
27,2000,specter,scincl,10,100,0.369
27,2000,specter,scincl,25,100,0.3896
27,2000,specter,scincl,50,100,0.41479999999999995
27,2000,specter,scibert,10,100,0.11000000000000001
27,2000,specter,scibert,25,100,0.12960000000000002
27,2000,specter,scibert,50,100,0.14679999999999999
27,2000,specter,bert,10,100,0.08299999999999999
27,2000,specter,bert,25,100,0.084
27,2000,specter,bert,50,100,0.09119999999999999
27,2000,specter,mpnet,10,100,0.313
27,2000,specter,mpnet,25,100,0.3404
27,2000,specter,mpnet,50,100,0.364
27,2000,specter,minilm,10,100,0.306
27,2000,specter,minilm,25,100,0.30519999999999997
27,2000,specter,minilm,50,100,0.31980000000000003
27,2000,specter,pubmedbert,10,100,0.10600000000000001
27,2000,specter,pubmedbert,25,100,0.12480000000000001
27,2000,specter,pubmedbert,50,100,0.13140000000000002
27,2000,specter,biobert,10,100,0.12
27,2000,specter,biobert,25,100,0.1404
27,2000,specter,biobert,50,100,0.1534
27,2000,specter,simcse,10,100,0.072
27,2000,specter,simcse,25,100,0.078
27,2000,specter,simcse,50,100,0.0868
27,2000,specter2,scincl,10,100,0.303
27,2000,specter2,scincl,25,100,0.3264
27,2000,specter2,scincl,50,100,0.3436
27,2000,specter2,scibert,10,100,0.079
27,2000,specter2,scibert,25,100,0.0916
27,2000,specter2,scibert,50,100,0.109
27,2000,specter2,bert,10,100,0.052000000000000005
27,2000,specter2,bert,25,100,0.0608
27,2000,specter2,bert,50,100,0.0676
27,2000,specter2,mpnet,10,100,0.28500000000000003
27,2000,specter2,mpnet,25,100,0.3084
27,2000,specter2,mpnet,50,100,0.32439999999999997
27,2000,specter2,minilm,10,100,0.267
27,2000,specter2,minilm,25,100,0.2728
27,2000,specter2,minilm,50,100,0.282
27,2000,specter2,pubmedbert,10,100,0.064
27,2000,specter2,pubmedbert,25,100,0.0824
27,2000,specter2,pubmedbert,50,100,0.092
27,2000,specter2,biobert,10,100,0.08499999999999999
27,2000,specter2,biobert,25,100,0.1016
27,2000,specter2,biobert,50,100,0.11220000000000001
27,2000,specter2,simcse,10,100,0.05500000000000001
27,2000,specter2,simcse,25,100,0.0608
27,2000,specter2,simcse,50,100,0.0626
27,2000,scincl,scibert,10,100,0.087
27,2000,scincl,scibert,25,100,0.102
27,2000,scincl,scibert,50,100,0.11960000000000001
27,2000,scincl,bert,10,100,0.062
27,2000,scincl,bert,25,100,0.0664
27,2000,scincl,bert,50,100,0.07719999999999999
27,2000,scincl,mpnet,10,100,0.40599999999999997
27,2000,scincl,mpnet,25,100,0.4288
27,2000,scincl,mpnet,50,100,0.4612
27,2000,scincl,minilm,10,100,0.352
27,2000,scincl,minilm,25,100,0.3696
27,2000,scincl,minilm,50,100,0.38
27,2000,scincl,pubmedbert,10,100,0.074
27,2000,scincl,pubmedbert,25,100,0.0928
27,2000,scincl,pubmedbert,50,100,0.10880000000000001
27,2000,scincl,biobert,10,100,0.10500000000000001
27,2000,scincl,biobert,25,100,0.10800000000000001
27,2000,scincl,biobert,50,100,0.1284
27,2000,scincl,simcse,10,100,0.062
27,2000,scincl,simcse,25,100,0.0664
27,2000,scincl,simcse,50,100,0.0742
27,2000,scibert,bert,10,100,0.155
27,2000,scibert,bert,25,100,0.1932
27,2000,scibert,bert,50,100,0.21239999999999998
27,2000,scibert,mpnet,10,100,0.081
27,2000,scibert,mpnet,25,100,0.096
27,2000,scibert,mpnet,50,100,0.1092
27,2000,scibert,minilm,10,100,0.089
27,2000,scibert,minilm,25,100,0.0964
27,2000,scibert,minilm,50,100,0.1074
27,2000,scibert,pubmedbert,10,100,0.343
27,2000,scibert,pubmedbert,25,100,0.39159999999999995
27,2000,scibert,pubmedbert,50,100,0.4096
27,2000,scibert,biobert,10,100,0.343
27,2000,scibert,biobert,25,100,0.3624
27,2000,scibert,biobert,50,100,0.3918
27,2000,scibert,simcse,10,100,0.092
27,2000,scibert,simcse,25,100,0.1072
27,2000,scibert,simcse,50,100,0.1174
27,2000,bert,mpnet,10,100,0.065
27,2000,bert,mpnet,25,100,0.0716
27,2000,bert,mpnet,50,100,0.0812
27,2000,bert,minilm,10,100,0.06899999999999999
27,2000,bert,minilm,25,100,0.07719999999999999
27,2000,bert,minilm,50,100,0.08259999999999999
27,2000,bert,pubmedbert,10,100,0.137
27,2000,bert,pubmedbert,25,100,0.16399999999999998
27,2000,bert,pubmedbert,50,100,0.1862
27,2000,bert,biobert,10,100,0.18
27,2000,bert,biobert,25,100,0.20879999999999999
27,2000,bert,biobert,50,100,0.24100000000000002
27,2000,bert,simcse,10,100,0.141
27,2000,bert,simcse,25,100,0.1576
27,2000,bert,simcse,50,100,0.1822
27,2000,mpnet,minilm,10,100,0.458
27,2000,mpnet,minilm,25,100,0.474
27,2000,mpnet,minilm,50,100,0.4852
27,2000,mpnet,pubmedbert,10,100,0.072
27,2000,mpnet,pubmedbert,25,100,0.0928
27,2000,mpnet,pubmedbert,50,100,0.10039999999999999
27,2000,mpnet,biobert,10,100,0.097
27,2000,mpnet,biobert,25,100,0.1072
27,2000,mpnet,biobert,50,100,0.1266
27,2000,mpnet,simcse,10,100,0.071
27,2000,mpnet,simcse,25,100,0.0712
27,2000,mpnet,simcse,50,100,0.0806
27,2000,minilm,pubmedbert,10,100,0.066
27,2000,minilm,pubmedbert,25,100,0.0888
27,2000,minilm,pubmedbert,50,100,0.0964
27,2000,minilm,biobert,10,100,0.095
27,2000,minilm,biobert,25,100,0.10679999999999999
27,2000,minilm,biobert,50,100,0.11720000000000001
27,2000,minilm,simcse,10,100,0.087
27,2000,minilm,simcse,25,100,0.084
27,2000,minilm,simcse,50,100,0.0848
27,2000,pubmedbert,biobert,10,100,0.359
27,2000,pubmedbert,biobert,25,100,0.376
27,2000,pubmedbert,biobert,50,100,0.4064
27,2000,pubmedbert,simcse,10,100,0.08199999999999999
27,2000,pubmedbert,simcse,25,100,0.0944
27,2000,pubmedbert,simcse,50,100,0.1052
27,2000,biobert,simcse,10,100,0.10200000000000001
27,2000,biobert,simcse,25,100,0.11
27,2000,biobert,simcse,50,100,0.1234
27,2005,specter,specter2,10,100,0.27
27,2005,specter,specter2,25,100,0.2616
27,2005,specter,specter2,50,100,0.2894
27,2005,specter,scincl,10,100,0.379
27,2005,specter,scincl,25,100,0.38159999999999994
27,2005,specter,scincl,50,100,0.3946
27,2005,specter,scibert,10,100,0.1
27,2005,specter,scibert,25,100,0.12279999999999999
27,2005,specter,scibert,50,100,0.142
27,2005,specter,bert,10,100,0.071
27,2005,specter,bert,25,100,0.0848
27,2005,specter,bert,50,100,0.0922
27,2005,specter,mpnet,10,100,0.319
27,2005,specter,mpnet,25,100,0.3452
27,2005,specter,mpnet,50,100,0.3546
27,2005,specter,minilm,10,100,0.29300000000000004
27,2005,specter,minilm,25,100,0.3156
27,2005,specter,minilm,50,100,0.3226
27,2005,specter,pubmedbert,10,100,0.093
27,2005,specter,pubmedbert,25,100,0.1152
27,2005,specter,pubmedbert,50,100,0.129
27,2005,specter,biobert,10,100,0.10200000000000001
27,2005,specter,biobert,25,100,0.1276
27,2005,specter,biobert,50,100,0.1442
27,2005,specter,simcse,10,100,0.066
27,2005,specter,simcse,25,100,0.07440000000000001
27,2005,specter,simcse,50,100,0.0834
27,2005,specter2,scincl,10,100,0.324
27,2005,specter2,scincl,25,100,0.3208
27,2005,specter2,scincl,50,100,0.3408
27,2005,specter2,scibert,10,100,0.097
27,2005,specter2,scibert,25,100,0.10279999999999999
27,2005,specter2,scibert,50,100,0.1198
27,2005,specter2,bert,10,100,0.059
27,2005,specter2,bert,25,100,0.0684
27,2005,specter2,bert,50,100,0.07719999999999999
27,2005,specter2,mpnet,10,100,0.301
27,2005,specter2,mpnet,25,100,0.2948
27,2005,specter2,mpnet,50,100,0.3188
27,2005,specter2,minilm,10,100,0.261
27,2005,specter2,minilm,25,100,0.26
27,2005,specter2,minilm,50,100,0.2782
27,2005,specter2,pubmedbert,10,100,0.077
27,2005,specter2,pubmedbert,25,100,0.09759999999999999
27,2005,specter2,pubmedbert,50,100,0.109
27,2005,specter2,biobert,10,100,0.1
27,2005,specter2,biobert,25,100,0.1052
27,2005,specter2,biobert,50,100,0.1206
27,2005,specter2,simcse,10,100,0.05600000000000001
27,2005,specter2,simcse,25,100,0.0636
27,2005,specter2,simcse,50,100,0.0722
27,2005,scincl,scibert,10,100,0.086
27,2005,scincl,scibert,25,100,0.1012
27,2005,scincl,scibert,50,100,0.11800000000000001
27,2005,scincl,bert,10,100,0.06899999999999999
27,2005,scincl,bert,25,100,0.08039999999999999
27,2005,scincl,bert,50,100,0.0888
27,2005,scincl,mpnet,10,100,0.393
27,2005,scincl,mpnet,25,100,0.4152
27,2005,scincl,mpnet,50,100,0.43200000000000005
27,2005,scincl,minilm,10,100,0.344
27,2005,scincl,minilm,25,100,0.3528
27,2005,scincl,minilm,50,100,0.375
27,2005,scincl,pubmedbert,10,100,0.08199999999999999
27,2005,scincl,pubmedbert,25,100,0.1032
27,2005,scincl,pubmedbert,50,100,0.1182
27,2005,scincl,biobert,10,100,0.092
27,2005,scincl,biobert,25,100,0.1112
27,2005,scincl,biobert,50,100,0.1242
27,2005,scincl,simcse,10,100,0.063
27,2005,scincl,simcse,25,100,0.0708
27,2005,scincl,simcse,50,100,0.08
27,2005,scibert,bert,10,100,0.198
27,2005,scibert,bert,25,100,0.2248
27,2005,scibert,bert,50,100,0.24420000000000003
27,2005,scibert,mpnet,10,100,0.078
27,2005,scibert,mpnet,25,100,0.09519999999999999
27,2005,scibert,mpnet,50,100,0.1066
27,2005,scibert,minilm,10,100,0.078
27,2005,scibert,minilm,25,100,0.0984
27,2005,scibert,minilm,50,100,0.11220000000000001
27,2005,scibert,pubmedbert,10,100,0.377
27,2005,scibert,pubmedbert,25,100,0.4068
27,2005,scibert,pubmedbert,50,100,0.43560000000000004
27,2005,scibert,biobert,10,100,0.375
27,2005,scibert,biobert,25,100,0.3924
27,2005,scibert,biobert,50,100,0.40880000000000005
27,2005,scibert,simcse,10,100,0.11100000000000002
27,2005,scibert,simcse,25,100,0.12240000000000001
27,2005,scibert,simcse,50,100,0.1346
27,2005,bert,mpnet,10,100,0.067
27,2005,bert,mpnet,25,100,0.0796
27,2005,bert,mpnet,50,100,0.09179999999999999
27,2005,bert,minilm,10,100,0.071
27,2005,bert,minilm,25,100,0.0796
27,2005,bert,minilm,50,100,0.0968
27,2005,bert,pubmedbert,10,100,0.178
27,2005,bert,pubmedbert,25,100,0.2024
27,2005,bert,pubmedbert,50,100,0.225
27,2005,bert,biobert,10,100,0.21400000000000002
27,2005,bert,biobert,25,100,0.24239999999999998
27,2005,bert,biobert,50,100,0.2564
27,2005,bert,simcse,10,100,0.154
27,2005,bert,simcse,25,100,0.18760000000000002
27,2005,bert,simcse,50,100,0.21100000000000002
27,2005,mpnet,minilm,10,100,0.45999999999999996
27,2005,mpnet,minilm,25,100,0.4876
27,2005,mpnet,minilm,50,100,0.4962
27,2005,mpnet,pubmedbert,10,100,0.06899999999999999
27,2005,mpnet,pubmedbert,25,100,0.0932
27,2005,mpnet,pubmedbert,50,100,0.11259999999999999
27,2005,mpnet,biobert,10,100,0.089
27,2005,mpnet,biobert,25,100,0.102
27,2005,mpnet,biobert,50,100,0.1208
27,2005,mpnet,simcse,10,100,0.056999999999999995
27,2005,mpnet,simcse,25,100,0.0768
27,2005,mpnet,simcse,50,100,0.0926
27,2005,minilm,pubmedbert,10,100,0.08
27,2005,minilm,pubmedbert,25,100,0.09480000000000001
27,2005,minilm,pubmedbert,50,100,0.1096
27,2005,minilm,biobert,10,100,0.098
27,2005,minilm,biobert,25,100,0.1008
27,2005,minilm,biobert,50,100,0.1192
27,2005,minilm,simcse,10,100,0.067
27,2005,minilm,simcse,25,100,0.0832
27,2005,minilm,simcse,50,100,0.10060000000000001
27,2005,pubmedbert,biobert,10,100,0.375
27,2005,pubmedbert,biobert,25,100,0.4036
27,2005,pubmedbert,biobert,50,100,0.42719999999999997
27,2005,pubmedbert,simcse,10,100,0.098
27,2005,pubmedbert,simcse,25,100,0.11199999999999999
27,2005,pubmedbert,simcse,50,100,0.1322
27,2005,biobert,simcse,10,100,0.11200000000000002
27,2005,biobert,simcse,25,100,0.1188
27,2005,biobert,simcse,50,100,0.1392
27,2010,specter,specter2,10,100,0.316
27,2010,specter,specter2,25,100,0.31920000000000004
27,2010,specter,specter2,50,100,0.33159999999999995
27,2010,specter,scincl,10,100,0.42800000000000005
27,2010,specter,scincl,25,100,0.428
27,2010,specter,scincl,50,100,0.43
27,2010,specter,scibert,10,100,0.11200000000000002
27,2010,specter,scibert,25,100,0.1316
27,2010,specter,scibert,50,100,0.1322
27,2010,specter,bert,10,100,0.074
27,2010,specter,bert,25,100,0.08
27,2010,specter,bert,50,100,0.09140000000000001
27,2010,specter,mpnet,10,100,0.38
27,2010,specter,mpnet,25,100,0.4
27,2010,specter,mpnet,50,100,0.40020000000000006
27,2010,specter,minilm,10,100,0.359
27,2010,specter,minilm,25,100,0.35840000000000005
27,2010,specter,minilm,50,100,0.3604
27,2010,specter,pubmedbert,10,100,0.10900000000000001
27,2010,specter,pubmedbert,25,100,0.1124
27,2010,specter,pubmedbert,50,100,0.11320000000000001
27,2010,specter,biobert,10,100,0.12
27,2010,specter,biobert,25,100,0.1292
27,2010,specter,biobert,50,100,0.134
27,2010,specter,simcse,10,100,0.073
27,2010,specter,simcse,25,100,0.08439999999999999
27,2010,specter,simcse,50,100,0.0922
27,2010,specter2,scincl,10,100,0.341
27,2010,specter2,scincl,25,100,0.3688
27,2010,specter2,scincl,50,100,0.365
27,2010,specter2,scibert,10,100,0.099
27,2010,specter2,scibert,25,100,0.106
27,2010,specter2,scibert,50,100,0.1104
27,2010,specter2,bert,10,100,0.064
27,2010,specter2,bert,25,100,0.0668
27,2010,specter2,bert,50,100,0.0746
27,2010,specter2,mpnet,10,100,0.32
27,2010,specter2,mpnet,25,100,0.34600000000000003
27,2010,specter2,mpnet,50,100,0.3448
27,2010,specter2,minilm,10,100,0.292
27,2010,specter2,minilm,25,100,0.3036
27,2010,specter2,minilm,50,100,0.30879999999999996
27,2010,specter2,pubmedbert,10,100,0.08499999999999999
27,2010,specter2,pubmedbert,25,100,0.0864
27,2010,specter2,pubmedbert,50,100,0.0958
27,2010,specter2,biobert,10,100,0.08399999999999999
27,2010,specter2,biobert,25,100,0.0968
27,2010,specter2,biobert,50,100,0.10859999999999999
27,2010,specter2,simcse,10,100,0.061
27,2010,specter2,simcse,25,100,0.0728
27,2010,specter2,simcse,50,100,0.07719999999999999
27,2010,scincl,scibert,10,100,0.101
27,2010,scincl,scibert,25,100,0.11359999999999999
27,2010,scincl,scibert,50,100,0.12119999999999999
27,2010,scincl,bert,10,100,0.061
27,2010,scincl,bert,25,100,0.0764
27,2010,scincl,bert,50,100,0.08800000000000001
27,2010,scincl,mpnet,10,100,0.44800000000000006
27,2010,scincl,mpnet,25,100,0.46520000000000006
27,2010,scincl,mpnet,50,100,0.4694
27,2010,scincl,minilm,10,100,0.4
27,2010,scincl,minilm,25,100,0.40759999999999996
27,2010,scincl,minilm,50,100,0.4048
27,2010,scincl,pubmedbert,10,100,0.088
27,2010,scincl,pubmedbert,25,100,0.1016
27,2010,scincl,pubmedbert,50,100,0.105
27,2010,scincl,biobert,10,100,0.10400000000000001
27,2010,scincl,biobert,25,100,0.1188
27,2010,scincl,biobert,50,100,0.12619999999999998
27,2010,scincl,simcse,10,100,0.067
27,2010,scincl,simcse,25,100,0.0808
27,2010,scincl,simcse,50,100,0.08539999999999999
27,2010,scibert,bert,10,100,0.178
27,2010,scibert,bert,25,100,0.19440000000000002
27,2010,scibert,bert,50,100,0.22399999999999998
27,2010,scibert,mpnet,10,100,0.08199999999999999
27,2010,scibert,mpnet,25,100,0.1016
27,2010,scibert,mpnet,50,100,0.10619999999999999
27,2010,scibert,minilm,10,100,0.08299999999999999
27,2010,scibert,minilm,25,100,0.1024
27,2010,scibert,minilm,50,100,0.11259999999999999
27,2010,scibert,pubmedbert,10,100,0.375
27,2010,scibert,pubmedbert,25,100,0.40240000000000004
27,2010,scibert,pubmedbert,50,100,0.42619999999999997
27,2010,scibert,biobert,10,100,0.353
27,2010,scibert,biobert,25,100,0.38799999999999996
27,2010,scibert,biobert,50,100,0.40700000000000003
27,2010,scibert,simcse,10,100,0.097
27,2010,scibert,simcse,25,100,0.1124
27,2010,scibert,simcse,50,100,0.126
27,2010,bert,mpnet,10,100,0.061
27,2010,bert,mpnet,25,100,0.07719999999999999
27,2010,bert,mpnet,50,100,0.09
27,2010,bert,minilm,10,100,0.068
27,2010,bert,minilm,25,100,0.0808
27,2010,bert,minilm,50,100,0.0986
27,2010,bert,pubmedbert,10,100,0.162
27,2010,bert,pubmedbert,25,100,0.1748
27,2010,bert,pubmedbert,50,100,0.1996
27,2010,bert,biobert,10,100,0.187
27,2010,bert,biobert,25,100,0.20879999999999999
27,2010,bert,biobert,50,100,0.23800000000000002
27,2010,bert,simcse,10,100,0.155
27,2010,bert,simcse,25,100,0.1776
27,2010,bert,simcse,50,100,0.2014
27,2010,mpnet,minilm,10,100,0.508
27,2010,mpnet,minilm,25,100,0.5096
27,2010,mpnet,minilm,50,100,0.52
27,2010,mpnet,pubmedbert,10,100,0.08399999999999999
27,2010,mpnet,pubmedbert,25,100,0.0964
27,2010,mpnet,pubmedbert,50,100,0.10039999999999999
27,2010,mpnet,biobert,10,100,0.092
27,2010,mpnet,biobert,25,100,0.1112
27,2010,mpnet,biobert,50,100,0.11779999999999999
27,2010,mpnet,simcse,10,100,0.063
27,2010,mpnet,simcse,25,100,0.084
27,2010,mpnet,simcse,50,100,0.0922
27,2010,minilm,pubmedbert,10,100,0.08
27,2010,minilm,pubmedbert,25,100,0.0892
27,2010,minilm,pubmedbert,50,100,0.09939999999999999
27,2010,minilm,biobert,10,100,0.087
27,2010,minilm,biobert,25,100,0.1092
27,2010,minilm,biobert,50,100,0.12179999999999999
27,2010,minilm,simcse,10,100,0.077
27,2010,minilm,simcse,25,100,0.0928
27,2010,minilm,simcse,50,100,0.1032
27,2010,pubmedbert,biobert,10,100,0.371
27,2010,pubmedbert,biobert,25,100,0.3892
27,2010,pubmedbert,biobert,50,100,0.4236
27,2010,pubmedbert,simcse,10,100,0.086
27,2010,pubmedbert,simcse,25,100,0.10400000000000001
27,2010,pubmedbert,simcse,50,100,0.1202
27,2010,biobert,simcse,10,100,0.09
27,2010,biobert,simcse,25,100,0.1124
27,2010,biobert,simcse,50,100,0.1276
27,2015,specter,specter2,10,100,0.298
27,2015,specter,specter2,25,100,0.3256
27,2015,specter,specter2,50,100,0.3264
27,2015,specter,scincl,10,100,0.391
27,2015,specter,scincl,25,100,0.4188
27,2015,specter,scincl,50,100,0.43079999999999996
27,2015,specter,scibert,10,100,0.08
27,2015,specter,scibert,25,100,0.1008
27,2015,specter,scibert,50,100,0.107
27,2015,specter,bert,10,100,0.05500000000000001
27,2015,specter,bert,25,100,0.06280000000000001
27,2015,specter,bert,50,100,0.0748
27,2015,specter,mpnet,10,100,0.35
27,2015,specter,mpnet,25,100,0.37439999999999996
27,2015,specter,mpnet,50,100,0.3912
27,2015,specter,minilm,10,100,0.322
27,2015,specter,minilm,25,100,0.3312
27,2015,specter,minilm,50,100,0.33380000000000004
27,2015,specter,pubmedbert,10,100,0.08199999999999999
27,2015,specter,pubmedbert,25,100,0.0908
