field_id,period_start,comparison,spearman_across_45_pairs
34,2005,rsa_spearman,0.8824769433465084
34,2010,procrustes_similarity,0.8976284584980236
34,2010,rsa_spearman,0.8862977602108036
34,2015,procrustes_similarity,0.8948616600790513
34,2015,rsa_spearman,0.8877470355731225
34,2020,procrustes_similarity,0.872463768115942
34,2020,rsa_spearman,0.8971014492753622
35,2000,procrustes_similarity,0.8621870882740447
35,2000,rsa_spearman,0.8783926218708826
35,2005,procrustes_similarity,0.858893280632411
35,2005,rsa_spearman,0.8761528326745719
35,2010,procrustes_similarity,0.8710144927536231
35,2010,rsa_spearman,0.8671936758893279
35,2015,procrustes_similarity,0.86231884057971
35,2015,rsa_spearman,0.8965744400527007
35,2020,procrustes_similarity,0.8648221343873517
35,2020,rsa_spearman,0.9009222661396573
36,2000,procrustes_similarity,0.9158102766798417
36,2000,rsa_spearman,0.8736495388669302
36,2005,procrustes_similarity,0.8828722002635047
36,2005,rsa_spearman,0.8695652173913042
36,2010,procrustes_similarity,0.8832674571805006
36,2010,rsa_spearman,0.8710144927536231
36,2015,procrustes_similarity,0.8723320158102765
36,2015,rsa_spearman,0.9146245059288537
36,2020,procrustes_similarity,0.8677206851119893
36,2020,rsa_spearman,0.9503293807641633
