field_id,period_start,k,mean_chance_adjusted_overlap,mean_overlap,median_overlap,model_a,model_b,q05_overlap,q95_overlap,queries
12,2020,10,0.14940578121789164,0.1519230769230769,0.1,specter,simcse,0.0,0.5,3380
12,2020,25,0.18209059570309052,0.18814201183431956,0.16,specter,simcse,0.0,0.48,3380
12,2020,50,0.21012862223849585,0.2218165680473373,0.18,specter,simcse,0.04,0.52,3380
12,2020,10,0.28133468045756554,0.28346153846153843,0.3,specter2,scincl,0.0,0.6,3380
12,2020,25,0.32208494317480146,0.32710059171597633,0.32,specter2,scincl,0.08,0.6,3380
12,2020,50,0.3558289693761653,0.36536094674556213,0.34,specter2,scincl,0.14,0.64,3380
12,2020,10,0.1496431701503967,0.15215976331360945,0.1,specter2,scibert,0.0,0.5,3380
12,2020,25,0.18246019413364947,0.188508875739645,0.16,specter2,scibert,0.04,0.44,3380
12,2020,50,0.21524576209427285,0.22685798816568045,0.2,specter2,scibert,0.06,0.52,3380
12,2020,10,0.152699552656399,0.155207100591716,0.1,specter2,bert,0.0,0.5,3380
12,2020,25,0.1860965657891487,0.1921183431952663,0.16,specter2,bert,0.04,0.48,3380
12,2020,50,0.21468720105367747,0.22630769230769232,0.2,specter2,bert,0.06,0.5,3380
12,2020,10,0.28080055535942927,0.2829289940828402,0.3,specter2,mpnet,0.0,0.6,3380
12,2020,25,0.31767360706813025,0.3227218934911243,0.32,specter2,mpnet,0.08,0.6,3380
12,2020,50,0.34827938627908583,0.3579230769230769,0.34,specter2,mpnet,0.12,0.66,3380
12,2020,10,0.2613049892774531,0.26349112426035504,0.2,specter2,minilm,0.0,0.6,3380
12,2020,25,0.29703570760691994,0.3022366863905325,0.28,specter2,minilm,0.08,0.6,3380
12,2020,50,0.3272042175538259,0.3371597633136094,0.32,specter2,minilm,0.1,0.62,3380
12,2020,10,0.12358973480796893,0.1261834319526627,0.1,specter2,pubmedbert,0.0,0.4,3380
12,2020,25,0.1557298818332257,0.16197633136094675,0.12,specter2,pubmedbert,0.0,0.4,3380
12,2020,50,0.18393030762476426,0.19600591715976332,0.16,specter2,pubmedbert,0.04,0.46,3380
12,2020,10,0.13252149339347094,0.1350887573964497,0.1,specter2,biobert,0.0,0.4,3380
12,2020,25,0.16324107574458474,0.1694319526627219,0.16,specter2,biobert,0.0,0.44,3380
12,2020,50,0.1932576763994376,0.2051952662721894,0.18,specter2,biobert,0.04,0.46,3380
12,2020,10,0.15608234494459577,0.15857988165680476,0.1,specter2,simcse,0.0,0.4,3380
12,2020,25,0.19093711297646895,0.19692307692307692,0.16,specter2,simcse,0.04,0.48,3380
12,2020,50,0.2194079427516126,0.23095857988165683,0.2,specter2,simcse,0.06,0.52,3380
12,2020,10,0.1424324813255562,0.14497041420118342,0.1,scincl,scibert,0.0,0.4,3380
12,2020,25,0.17348252903007272,0.17959763313609467,0.16,scincl,scibert,0.0,0.48,3380
12,2020,50,0.20650698452366772,0.21824852071005918,0.18,scincl,scibert,0.06,0.52,3380
12,2020,10,0.1498805590829017,0.15239644970414204,0.1,scincl,bert,0.0,0.5,3380
12,2020,25,0.17901458295843875,0.1850887573964497,0.16,scincl,bert,0.0,0.48,3380
12,2020,50,0.20957006119790048,0.22126627218934913,0.18,scincl,bert,0.04,0.54,3380
12,2020,10,0.2812753332244393,0.28340236686390535,0.3,scincl,mpnet,0.0,0.6,3380
12,2020,25,0.31998657789162815,0.32501775147929,0.32,scincl,mpnet,0.08,0.64,3380
12,2020,50,0.3544595939218025,0.36401183431952666,0.34,scincl,mpnet,0.12,0.68,3380
12,2020,10,0.2694949074488769,0.2716568047337278,0.2,scincl,minilm,0.0,0.6,3380
12,2020,25,0.30722947077233587,0.3123550295857988,0.28,scincl,minilm,0.08,0.64,3380
12,2020,50,0.3391382045179443,0.34891715976331367,0.32,scincl,minilm,0.12,0.66,3380
12,2020,10,0.1214532344154236,0.12405325443786983,0.1,scincl,pubmedbert,0.0,0.4,3380
12,2020,25,0.15015013778478759,0.1564378698224852,0.12,scincl,pubmedbert,0.0,0.44,3380
12,2020,50,0.18084921285244784,0.19297041420118344,0.16,scincl,pubmedbert,0.04,0.44,3380
12,2020,10,0.12397549182328961,0.12656804733727814,0.1,scincl,biobert,0.0,0.4,3380
12,2020,25,0.15466877666162102,0.16092307692307695,0.12,scincl,biobert,0.0,0.44,3380
12,2020,50,0.18343781294380923,0.1955207100591716,0.16,scincl,biobert,0.04,0.46,3380
12,2020,10,0.16056306104562834,0.16304733727810652,0.1,scincl,simcse,0.0,0.5,3380
12,2020,25,0.19171207742764096,0.1976923076923077,0.16,scincl,simcse,0.0,0.48,3380
12,2020,50,0.22080734836944832,0.2323372781065089,0.2,scincl,simcse,0.06,0.52,3380
12,2020,10,0.3423139624947968,0.3442603550295858,0.3,scibert,bert,0.1,0.7,3380
12,2020,25,0.38922070970632966,0.39373964497041425,0.36,scibert,bert,0.16,0.72,3380
12,2020,50,0.4265139681586062,0.435,0.42,scibert,bert,0.2,0.8,3380
12,2020,10,0.1541535598679924,0.1566568047337278,0.1,scibert,mpnet,0.0,0.5,3380
12,2020,25,0.18832607890252037,0.19433136094674558,0.16,scibert,mpnet,0.04,0.48,3380
12,2020,50,0.2263268924157618,0.2377751479289941,0.2,scibert,mpnet,0.06,0.58,3380
12,2020,10,0.15453931688331304,0.1570414201183432,0.1,scibert,minilm,0.0,0.5,3380
12,2020,25,0.18954217696435943,0.19553846153846155,0.16,scibert,minilm,0.0,0.48,3380
12,2020,50,0.22562418659049663,0.2370828402366864,0.2,scibert,minilm,0.06,0.56,3380
12,2020,10,0.4279223462794255,0.42961538461538457,0.4,scibert,pubmedbert,0.1,0.7,3380
12,2020,25,0.4768393828088338,0.4807100591715977,0.48,scibert,pubmedbert,0.24,0.76,3380
12,2020,50,0.5164903439560186,0.5236449704142011,0.52,scibert,pubmedbert,0.32,0.82,3380
12,2020,10,0.4025217305013866,0.40428994082840236,0.4,scibert,biobert,0.1,0.7,3380
12,2020,25,0.4544727164950091,0.45850887573964505,0.44,scibert,biobert,0.2,0.72,3380
12,2020,50,0.494886644353636,0.5023609467455621,0.5,scibert,biobert,0.28,0.78,3380
12,2020,10,0.22008833587126622,0.22239644970414202,0.2,scibert,simcse,0.0,0.6,3380
12,2020,25,0.2620788495940553,0.2675384615384615,0.24,scibert,simcse,0.08,0.6,3380
12,2020,50,0.29668155940000107,0.3070887573964497,0.28,scibert,simcse,0.12,0.68,3380
12,2020,10,0.21358981384394082,0.21591715976331363,0.2,bert,mpnet,0.0,0.5,3380
12,2020,25,0.25597451422482387,0.2614792899408284,0.24,bert,mpnet,0.04,0.56,3380
12,2020,50,0.29378064560852185,0.3042307692307692,0.28,bert,mpnet,0.1,0.64,3380
12,2020,10,0.2018093880683784,0.2041715976331361,0.2,bert,minilm,0.0,0.5,3380
12,2020,25,0.2427047383147562,0.24830769230769234,0.24,bert,minilm,0.04,0.52,3380
12,2020,50,0.2772820737965272,0.28797633136094675,0.26,bert,minilm,0.08,0.62,3380
12,2020,10,0.3280706265444946,0.3300591715976331,0.3,bert,pubmedbert,0.1,0.7,3380
12,2020,25,0.37782277100909273,0.3824260355029586,0.36,bert,pubmedbert,0.16,0.72,3380
12,2020,50,0.4156310369160382,0.4242781065088757,0.4,bert,pubmedbert,0.2,0.76,3380
12,2020,10,0.34967301940245293,0.3515976331360947,0.3,bert,biobert,0.1,0.7,3380
12,2020,25,0.40089286659398127,0.40532544378698226,0.4,bert,biobert,0.16,0.72,3380
12,2020,50,0.4379014061475184,0.4462189349112426,0.44,bert,biobert,0.22,0.76,3380
12,2020,10,0.3518391934115614,0.3537573964497041,0.3,bert,simcse,0.1,0.7,3380
12,2020,25,0.4029912318771545,0.4074082840236687,0.4,bert,simcse,0.2,0.68,3380
12,2020,50,0.44201553854330156,0.45027218934911245,0.44,bert,simcse,0.24,0.7009999999999945,3380
12,2020,10,0.454598927569679,0.45621301775147927,0.5,mpnet,minilm,0.2,0.7,3380
12,2020,25,0.4925055872525255,0.4962603550295858,0.48,mpnet,minilm,0.24,0.76,3380
12,2020,50,0.5236915771568127,0.5307396449704143,0.54,mpnet,minilm,0.3,0.76,3380
12,2020,10,0.14056304348207904,0.14310650887573967,0.1,mpnet,pubmedbert,0.0,0.4,3380
12,2020,25,0.17529475359281332,0.181396449704142,0.16,mpnet,pubmedbert,0.0,0.44,3380
12,2020,50,0.20877125884952213,0.2204792899408284,0.18,mpnet,pubmedbert,0.04,0.52,3380
12,2020,10,0.15465801134956556,0.15715976331360948,0.1,mpnet,biobert,0.0,0.4,3380
12,2020,25,0.19277318259924564,0.19874556213017752,0.16,mpnet,biobert,0.04,0.48,3380
12,2020,50,0.2272938636795882,0.2387278106508876,0.2,mpnet,biobert,0.06,0.54,3380
12,2020,10,0.22314471837726851,0.2254437869822485,0.2,mpnet,simcse,0.0,0.5,3380
12,2020,25,0.26292534922533545,0.2683786982248521,0.24,mpnet,simcse,0.04,0.52,3380
12,2020,50,0.302363266329068,0.31268639053254443,0.3,mpnet,simcse,0.1,0.62,3380
12,2020,10,0.14011793923363208,0.14266272189349113,0.1,minilm,pubmedbert,0.0,0.5,3380
12,2020,25,0.17502053540239862,0.1811242603550296,0.16,minilm,pubmedbert,0.0,0.48,3380
12,2020,50,0.20694542491037166,0.2186804733727811,0.18,minilm,pubmedbert,0.06,0.52,3380
12,2020,10,0.15566691431271198,0.15816568047337282,0.1,minilm,biobert,0.0,0.4,3380
12,2020,25,0.1938939004209405,0.1998579881656805,0.16,minilm,biobert,0.04,0.48,3380
12,2020,50,0.22758215324892775,0.23901183431952666,0.22,minilm,biobert,0.06,0.52,3380
12,2020,10,0.2223732043466272,0.22467455621301777,0.2,minilm,simcse,0.0,0.5,3380
12,2020,25,0.2604573855116032,0.26592899408284026,0.24,minilm,simcse,0.08,0.56,3380
12,2020,50,0.29601488977090334,0.3064319526627219,0.28,minilm,simcse,0.1,0.6009999999999945,3380
12,2020,10,0.4134712950131814,0.41520710059171595,0.4,pubmedbert,biobert,0.1,0.7,3380
12,2020,25,0.4672894362643915,0.4712307692307693,0.48,pubmedbert,biobert,0.24,0.72,3380
12,2020,50,0.5063641728329669,0.5136686390532545,0.5,pubmedbert,biobert,0.3,0.78,3380
12,2020,10,0.20715063904974168,0.20949704142011838,0.2,pubmedbert,simcse,0.0,0.6,3380
12,2020,25,0.24587613129955227,0.2514556213017751,0.24,pubmedbert,simcse,0.04,0.56,3380
12,2020,50,0.2820088215271569,0.2926331360946746,0.26,pubmedbert,simcse,0.1,0.62,3380
12,2020,10,0.2208005026687813,0.22310650887573966,0.2,biobert,simcse,0.0,0.6,3380
12,2020,25,0.2660252070300233,0.2714556213017752,0.24,biobert,simcse,0.08,0.56,3380
12,2020,50,0.3025854895387673,0.31290532544378696,0.28,biobert,simcse,0.12,0.62,3380
13,2000,10,0.3485150680032848,0.35089448703906534,0.3,specter,specter2,0.1,0.6,2739
13,2000,25,0.38035163675174505,0.3860094925155166,0.4,specter,specter2,0.16,0.6,2739
13,2000,50,0.40411644413150444,0.41499817451624677,0.42,specter,specter2,0.24,0.6,2739
13,2000,10,0.4739091530076584,0.47583059510770354,0.5,specter,scincl,0.2,0.8,2739
13,2000,25,0.503550282623642,0.5080832420591457,0.52,specter,scincl,0.24,0.76,2739
13,2000,50,0.521580983023001,0.5303176341730559,0.54,specter,scincl,0.32,0.74,2739
13,2000,10,0.252948798660384,0.25567725447243517,0.2,specter,scibert,0.0,0.5,2739
13,2000,25,0.2888995973169897,0.2953924790069368,0.28,specter,scibert,0.08,0.52,2739
13,2000,50,0.31469969705662476,0.32721431179262506,0.32,specter,scibert,0.14,0.54,2739
13,2000,10,0.1767669451466222,0.17977364001460389,0.2,specter,bert,0.0,0.4099999999999909,2739
13,2000,25,0.20720440721435485,0.2144432274552757,0.2,specter,bert,0.04,0.44,2739
13,2000,50,0.2377783862723622,0.251697699890471,0.24,specter,bert,0.08,0.46,2739
13,2000,10,0.42400069486155767,0.4261044176706827,0.4,specter,mpnet,0.1,0.7,2739
13,2000,25,0.45827378542081065,0.46322015334063527,0.48,specter,mpnet,0.24,0.68,2739
13,2000,50,0.483261645065109,0.49269806498722163,0.5,specter,mpnet,0.28,0.7,2739
13,2000,10,0.3684491364551782,0.37075575027382257,0.4,specter,minilm,0.1,0.7,2739
13,2000,25,0.39836201421979844,0.40385542168674704,0.4,specter,minilm,0.16,0.64,2739
13,2000,50,0.42117122711625715,0.4317415115005476,0.44,specter,minilm,0.22,0.64,2739
13,2000,10,0.23360102633942864,0.23640014603870024,0.2,specter,pubmedbert,0.0,0.5,2739
13,2000,25,0.26469907374698676,0.27141292442497267,0.24,specter,pubmedbert,0.08,0.52,2739
13,2000,50,0.28828077461360596,0.3012778386272362,0.3,specter,pubmedbert,0.12,0.52,2739
13,2000,10,0.2576025241997047,0.2603139832055495,0.2,specter,biobert,0.0,0.5,2739
13,2000,25,0.2914640864163688,0.29793355239138375,0.28,specter,biobert,0.08,0.52,2739
13,2000,50,0.31569635685599545,0.32819277108433736,0.32,specter,biobert,0.14,0.54,2739
13,2000,10,0.14422750987956087,0.14735304855786785,0.1,specter,simcse,0.0,0.4,2739
13,2000,25,0.1717289746729437,0.1792917123037605,0.16,specter,simcse,0.04,0.4,2739
13,2000,50,0.193412149680975,0.2081416575392479,0.2,specter,simcse,0.06,0.4,2739
13,2000,10,0.3825568871058748,0.384811975173421,0.4,specter2,scincl,0.1,0.7,2739
13,2000,25,0.41118445971669404,0.4165607886089814,0.4,specter2,scincl,0.2,0.64,2739
13,2000,50,0.42892881048001535,0.43935742971887554,0.44,specter2,scincl,0.26,0.62,2739
13,2000,10,0.21025911162645783,0.21314348302300107,0.2,specter2,scibert,0.0,0.5,2739
13,2000,25,0.23892153676529662,0.24587075575027384,0.24,specter2,scibert,0.08,0.44,2739
13,2000,50,0.2597346528973035,0.2732530120481928,0.26,specter2,scibert,0.1180000000000001,0.46,2739
13,2000,10,0.1352132068663885,0.1383716684921504,0.1,specter2,bert,0.0,0.4,2739
13,2000,25,0.15690210091446444,0.1646002190580504,0.16,specter2,bert,0.04,0.36,2739
13,2000,50,0.17564334176532972,0.1906973347937203,0.18,specter2,bert,0.06,0.38,2739
13,2000,10,0.3556971956072758,0.3580503833515882,0.4,specter2,mpnet,0.1,0.6,2739
13,2000,25,0.38039585208104476,0.3860533041255933,0.4,specter2,mpnet,0.16,0.6,2739
13,2000,50,0.3963067964498688,0.40733114275282944,0.4,specter2,mpnet,0.22,0.6,2739
13,2000,10,0.31509618853981647,0.31759766338079587,0.3,specter2,minilm,0.0,0.6,2739
13,2000,25,0.33455929404041795,0.34063526834611174,0.32,specter2,minilm,0.12,0.56,2739
13,2000,50,0.3478869808237279,0.35979554581964224,0.36,specter2,minilm,0.18,0.54,2739
13,2000,10,0.18636754429073263,0.1893391748813436,0.2,specter2,pubmedbert,0.0,0.5,2739
13,2000,25,0.21193544744941634,0.2191310697334794,0.2,specter2,pubmedbert,0.04,0.44,2739
13,2000,50,0.22726139406109286,0.24137276378240238,0.24,specter2,pubmedbert,0.1,0.42,2739
13,2000,10,0.1993027026795532,0.20222709017889745,0.2,specter2,biobert,0.0,0.5,2739
13,2000,25,0.2276761046800882,0.23472800292077403,0.24,specter2,biobert,0.04,0.44,2739
13,2000,50,0.24801274361515327,0.26174516246805407,0.26,specter2,biobert,0.1,0.44,2739
13,2000,10,0.11498599034902608,0.11821832785688208,0.1,specter2,simcse,0.0,0.3,2739
13,2000,25,0.13380696057695246,0.1417159547280029,0.12,specter2,simcse,0.0,0.32,2739
13,2000,50,0.14607080921086943,0.1616648411829135,0.14,specter2,simcse,0.04,0.32,2739
13,2000,10,0.23033975411108576,0.23315078495801383,0.2,scincl,scibert,0.0,0.5,2739
13,2000,25,0.26922377577864987,0.27589631252281854,0.28,scincl,scibert,0.08,0.52,2739
13,2000,50,0.2943722998052818,0.30725812340270175,0.3,scincl,scibert,0.12,0.54,2739
13,2000,10,0.1596544268248681,0.16272362175976635,0.1,scincl,bert,0.0,0.4,2739
13,2000,25,0.19308497872466981,0.20045271997079225,0.2,scincl,bert,0.04,0.44,2739
13,2000,50,0.21899804303795267,0.23326031398320554,0.22,scincl,bert,0.08,0.44,2739
13,2000,10,0.47837966100606105,0.48028477546549836,0.5,scincl,mpnet,0.2,0.8,2739
13,2000,25,0.5048030502871319,0.509324571011318,0.52,scincl,mpnet,0.28,0.72,2739
13,2000,50,0.5204132547506041,0.5291712303760497,0.54,scincl,mpnet,0.32,0.72,2739
13,2000,10,0.41513296588111975,0.4172690763052209,0.4,scincl,minilm,0.1,0.7,2739
13,2000,25,0.435134429753999,0.44029207740051113,0.44,scincl,minilm,0.2,0.68,2739
13,2000,50,0.4469133134268677,0.45701350857977363,0.46,scincl,minilm,0.24,0.66,2739
13,2000,10,0.2115416344128848,0.2144213216502373,0.2,scincl,pubmedbert,0.0,0.5,2739
13,2000,25,0.24341676191076,0.25032493610806866,0.24,scincl,pubmedbert,0.04,0.48,2739
13,2000,50,0.26534272370868756,0.27875867104782764,0.26,scincl,pubmedbert,0.1,0.5,2739
13,2000,10,0.23220857302845077,0.23501277838627238,0.2,scincl,biobert,0.0,0.5,2739
13,2000,25,0.2663350409310734,0.27303395399780944,0.28,scincl,biobert,0.08,0.52,2739
13,2000,50,0.29024434317356007,0.30320554947060974,0.3,scincl,biobert,0.12,0.52,2739
13,2000,10,0.13418718863724693,0.13734939759036147,0.1,scincl,simcse,0.0,0.4,2739
13,2000,25,0.1604540657015355,0.16811975173420957,0.16,scincl,simcse,0.0,0.4,2739
13,2000,50,0.1806861428397573,0.1956480467323841,0.18,scincl,simcse,0.06,0.38,2739
13,2000,10,0.34147951443202834,0.34388462942679815,0.3,scibert,bert,0.1,0.6,2739
13,2000,25,0.37942311483645264,0.38508944870390655,0.4,scibert,bert,0.16,0.6,2739
13,2000,50,0.4143359259549019,0.42503103322380426,0.42,scibert,bert,0.24,0.62,2739
13,2000,10,0.2189802665741612,0.22183278568820738,0.2,scibert,mpnet,0.0,0.5,2739
13,2000,25,0.25753619040044506,0.26431544359255205,0.24,scibert,mpnet,0.08,0.52,2739
13,2000,50,0.2829479009110033,0.2960423512230741,0.28,scibert,mpnet,0.1,0.52,2739
13,2000,10,0.2112484863474158,0.21412924424972618,0.2,scibert,minilm,0.0,0.5,2739
13,2000,25,0.24708663424263014,0.25396129974443227,0.24,scibert,minilm,0.08,0.48,2739
13,2000,50,0.2720813339939846,0.2853742241694049,0.28,scibert,minilm,0.1,0.5,2739
13,2000,10,0.5231946715146376,0.5249361080686382,0.5,scibert,pubmedbert,0.3,0.8,2739
13,2000,25,0.5562402167057131,0.5602920774005111,0.56,scibert,pubmedbert,0.36,0.76,2739
13,2000,50,0.5807557991707089,0.5884118291347207,0.6,scibert,pubmedbert,0.42,0.74,2739
13,2000,10,0.5201166168272129,0.5218692953632713,0.5,scibert,biobert,0.2,0.8,2739
13,2000,25,0.5546779417371257,0.5587440671778021,0.56,scibert,biobert,0.36,0.76,2739
13,2000,50,0.5783608405483406,0.5860606060606062,0.6,scibert,biobert,0.4,0.74,2739
13,2000,10,0.21264093965839362,0.21551661190215404,0.2,scibert,simcse,0.0,0.5,2739
13,2000,25,0.24565700526194179,0.2525447243519533,0.24,scibert,simcse,0.04,0.48,2739
13,2000,50,0.2739779627166675,0.2872362175976634,0.28,scibert,simcse,0.12,0.5,2739
13,2000,10,0.17189335855819973,0.17491785323110626,0.2,bert,mpnet,0.0,0.4,2739
13,2000,25,0.20444831835467733,0.21171230376049657,0.2,bert,mpnet,0.04,0.44,2739
13,2000,50,0.2347958446339471,0.24876962395034685,0.24,bert,mpnet,0.08,0.46,2739
13,2000,10,0.1748981262292572,0.1779116465863454,0.1,bert,minilm,0.0,0.5,2739
13,2000,25,0.21009314206193133,0.2173055859802848,0.2,bert,minilm,0.04,0.44,2739
13,2000,50,0.2413708242059146,0.25522453450164295,0.24,bert,minilm,0.1,0.46,2739
13,2000,10,0.32066600178372784,0.32314713399050743,0.3,bert,pubmedbert,0.1,0.6,2739
13,2000,25,0.36421304155737655,0.370018254837532,0.36,bert,pubmedbert,0.16,0.6,2739
13,2000,50,0.39790591478467985,0.40890105878057686,0.4,bert,pubmedbert,0.22,0.62,2739
13,2000,10,0.3593615464256386,0.3617013508579774,0.4,bert,biobert,0.1,0.7,2739
13,2000,25,0.40002745829008496,0.4055056589996349,0.4,bert,biobert,0.2,0.64,2739
13,2000,50,0.434403001616857,0.44473165388828045,0.44,bert,biobert,0.26,0.64,2739
13,2000,10,0.2946491109733522,0.2972252646951442,0.3,bert,simcse,0.1,0.6,2739
13,2000,25,0.34406558983984054,0.3500547645125958,0.36,bert,simcse,0.16,0.56,2739
13,2000,50,0.38179572728142,0.3930850675428988,0.4,bert,simcse,0.22,0.58,2739
13,2000,10,0.5124947671250183,0.5142752829499817,0.5,mpnet,minilm,0.2,0.8,2739
13,2000,25,0.5324818464287066,0.5367506389193136,0.56,mpnet,minilm,0.32,0.76,2739
13,2000,50,0.5458875817121299,0.5541803577948157,0.56,mpnet,minilm,0.34,0.74,2739
13,2000,10,0.20846357972546006,0.21135450894487037,0.2,mpnet,pubmedbert,0.0,0.5,2739
13,2000,25,0.24051328862008364,0.24744797371303395,0.24,mpnet,pubmedbert,0.04,0.48,2739
13,2000,50,0.2640411157617483,0.27748083242059146,0.26,mpnet,pubmedbert,0.1,0.5,2739
13,2000,10,0.23308801722485784,0.2358890105878058,0.2,mpnet,biobert,0.0,0.5,2739
13,2000,25,0.26779414679796154,0.2744797371303395,0.28,mpnet,biobert,0.08,0.52,2739
13,2000,50,0.29369546367287336,0.3065936473165389,0.3,mpnet,biobert,0.12,0.52,2739
13,2000,10,0.14283505656858303,0.14596568090543996,0.1,mpnet,simcse,0.0,0.4,2739
13,2000,25,0.17286383479163447,0.1804162102957284,0.16,mpnet,simcse,0.04,0.4,2739
13,2000,50,0.19569554190789132,0.21038335158817087,0.2,mpnet,simcse,0.06,0.4,2739
13,2000,10,0.19681094412306654,0.1997444322745527,0.2,minilm,pubmedbert,0.0,0.5,2739
13,2000,25,0.23056483952766468,0.23759036144578313,0.24,minilm,pubmedbert,0.04,0.48,2739
13,2000,50,0.2518878164171839,0.26554947060971157,0.26,minilm,pubmedbert,0.1,0.48,2739
13,2000,10,0.22007957181967003,0.22292807594012418,0.2,minilm,biobert,0.0,0.5,2739
13,2000,25,0.25822889722613945,0.26500182548375323,0.24,minilm,biobert,0.08,0.48,2739
13,2000,50,0.28204793198769107,0.29515881708652797,0.28,minilm,biobert,0.1,0.5,2739
13,2000,10,0.15042026276259393,0.15352318364366557,0.1,minilm,simcse,0.0,0.4,2739
13,2000,25,0.18002671813817614,0.18751369112814897,0.16,minilm,simcse,0.04,0.4,2739
13,2000,50,0.20412996140405779,0.21866374589266158,0.2,minilm,simcse,0.08,0.42,2739
13,2000,10,0.5144368730587506,0.5162102957283681,0.5,pubmedbert,biobert,0.2,0.8,2739
13,2000,25,0.5485909647368753,0.5527126688572472,0.56,pubmedbert,biobert,0.32,0.76,2739
13,2000,50,0.5743146992732837,0.5820883534136547,0.58,pubmedbert,biobert,0.42,0.74,2739
13,2000,10,0.2045060808416283,0.20741146403797006,0.2,pubmedbert,simcse,0.0,0.5,2739
13,2000,25,0.2401890428718863,0.2471266885724717,0.24,pubmedbert,simcse,0.04,0.48,2739
13,2000,50,0.26796825288165654,0.2813362541073384,0.28,pubmedbert,simcse,0.1,0.48,2739
13,2000,10,0.21692823011587808,0.21978824388462942,0.2,biobert,simcse,0.0,0.5,2739
13,2000,25,0.2548685321993668,0.26167214311792625,0.24,biobert,simcse,0.08,0.52,2739
13,2000,50,0.2833867287331143,0.29647316538882806,0.28,biobert,simcse,0.12,0.5,2739
13,2005,10,0.3403591182616924,0.3419798575288627,0.3,specter,specter2,0.1,0.6,4071
13,2005,25,0.37355317648209063,0.37740112994350283,0.36,specter,specter2,0.16,0.6,4071
13,2005,50,0.39557139382918377,0.40299680668140503,0.4,specter,specter2,0.22,0.6,4071
13,2005,10,0.4599848985918663,0.4613117170228445,0.5,specter,scincl,0.2,0.8,4071
13,2005,25,0.4972014116551119,0.5002898550724638,0.52,specter,scincl,0.24,0.76,4071
13,2005,50,0.5162681067763614,0.522210759027266,0.52,specter,scincl,0.3,0.74,4071
13,2005,10,0.23233147348843736,0.23421763694423975,0.2,specter,scibert,0.0,0.5,4071
13,2005,25,0.27109133036925837,0.2755686563497912,0.28,specter,scibert,0.08,0.56,4071
13,2005,50,0.29544674074970273,0.3041021861950381,0.3,specter,scibert,0.1,0.56,4071
13,2005,10,0.16611621549999817,0.16816507000736924,0.1,specter,bert,0.0,0.5,4071
13,2005,25,0.19590584796014135,0.20084500122819948,0.16,specter,bert,0.04,0.44,4071
13,2005,50,0.2227133675762675,0.23226234340456892,0.22,specter,bert,0.06,0.46,4071
13,2005,10,0.4117208950004417,0.41316629820682876,0.4,specter,mpnet,0.1,0.7,4071
13,2005,25,0.4460298065335353,0.44943257184966845,0.44,specter,mpnet,0.2,0.68,4071
13,2005,50,0.47105533496848845,0.47755342667649237,0.48,specter,mpnet,0.26,0.7,4071
13,2005,10,0.3616346790285244,0.36320314419061656,0.4,specter,minilm,0.1,0.7,4071
13,2005,25,0.3947494518647529,0.39846720707442895,0.4,specter,minilm,0.16,0.64,4071
13,2005,50,0.4171829992753012,0.42434291328911816,0.42,specter,minilm,0.22,0.64,4071
13,2005,10,0.2197237337747591,0.22164087447801525,0.2,specter,pubmedbert,0.0,0.5,4071
13,2005,25,0.252742315858894,0.2573323507737657,0.24,specter,pubmedbert,0.04,0.52,4071
13,2005,50,0.2733427189769648,0.2822697126013265,0.26,specter,pubmedbert,0.1,0.52,4071
13,2005,10,0.23747799223874744,0.2393515106853353,0.2,specter,biobert,0.0,0.5,4071
13,2005,25,0.2720206446817445,0.27649226234340457,0.28,specter,biobert,0.08,0.56,4071
13,2005,50,0.2950587763711533,0.3037189879636453,0.3,specter,biobert,0.1,0.54,4071
13,2005,10,0.13528635198139427,0.1374109555391796,0.1,specter,simcse,0.0,0.4,4071
13,2005,25,0.15976145299791494,0.1649226234340457,0.16,specter,simcse,0.0,0.4,4071
13,2005,50,0.18032577226860055,0.19039548022598873,0.18,specter,simcse,0.04,0.4,4071
13,2005,10,0.3898789709261592,0.3913780397936625,0.4,specter2,scincl,0.1,0.7,4071
13,2005,25,0.41471982326073137,0.4183149103414395,0.4,specter2,scincl,0.2,0.64,4071
13,2005,50,0.43303482587064673,0.44000000000000006,0.44,specter2,scincl,0.26,0.64,4071
13,2005,10,0.19938390368980155,0.2013510194055515,0.2,specter2,scibert,0.0,0.5,4071
13,2005,25,0.2313384277042933,0.23605993613362813,0.2,specter2,scibert,0.04,0.48,4071
13,2005,50,0.2508109416073648,0.2600147383935151,0.24,specter2,scibert,0.1,0.46,4071
13,2005,10,0.1311248128962153,0.1332596413657578,0.1,specter2,bert,0.0,0.4,4071
13,2005,25,0.15316727590825274,0.15836895111766153,0.12,specter2,bert,0.0,0.36,4071
13,2005,50,0.16940308284174804,0.1796069761729305,0.16,specter2,bert,0.04,0.38,4071
13,2005,10,0.3532131028916535,0.35480225988700564,0.3,specter2,mpnet,0.1,0.6,4071
13,2005,25,0.378268952301834,0.38208793908130684,0.36,specter2,mpnet,0.16,0.6,4071
13,2005,50,0.39490489092244496,0.4023384917710636,0.4,specter2,mpnet,0.22,0.6,4071
13,2005,10,0.3112529691570679,0.3129452223041022,0.3,specter2,minilm,0.1,0.6,4071
13,2005,25,0.3326633467327009,0.3367624662245149,0.32,specter2,minilm,0.12,0.6,4071
13,2005,50,0.3455239889963105,0.3535642348317367,0.34,specter2,minilm,0.16,0.56,4071
