field_id,period_start,k,mean_chance_adjusted_overlap,mean_overlap,model_a,model_b,recipe
11,2000,50,0.2538347218092764,0.27206054687500003,mpnet,simcse,mean
11,2000,10,0.202206134749325,0.206103515625,minilm,pubmedbert,mean
11,2000,25,0.23400427330613255,0.24335937500000004,minilm,pubmedbert,mean
11,2000,50,0.2593402946216199,0.27743164062500003,minilm,pubmedbert,mean
11,2000,10,0.2053955437684094,0.20927734375,minilm,biobert,mean
11,2000,25,0.2433567766289565,0.25259765625,minilm,biobert,mean
11,2000,50,0.2714225244116174,0.28921874999999997,minilm,biobert,mean
11,2000,10,0.2013229137901939,0.20522460937500003,minilm,simcse,mean
11,2000,25,0.2375040472768299,0.24681640625000004,minilm,simcse,mean
11,2000,50,0.26583687054018523,0.28376953125000004,minilm,simcse,mean
11,2000,10,0.5242383100147275,0.5265625,pubmedbert,biobert,mean
11,2000,25,0.5565766606392186,0.5619921875,pubmedbert,biobert,mean
11,2000,50,0.5840789993584126,0.59423828125,pubmedbert,biobert,mean
11,2000,10,0.2361120060137457,0.23984375000000002,pubmedbert,simcse,mean
11,2000,25,0.2705838317569238,0.27949218750000004,pubmedbert,simcse,mean
11,2000,50,0.2954368320058212,0.312646484375,pubmedbert,simcse,mean
11,2000,10,0.24386472332167403,0.24755859375,biobert,simcse,mean
11,2000,25,0.28045042617148863,0.28923828125000006,biobert,simcse,mean
11,2000,50,0.30783938603217326,0.32474609375,biobert,simcse,mean
11,2000,10,0.3289483423846343,0.3322265625,specter,specter2,cls
11,2000,25,0.36478113795128586,0.3725390625000001,specter,specter2,cls
11,2000,50,0.39445706156891586,0.40924804687500005,specter,specter2,cls
11,2000,10,0.45897809470115364,0.46162109375000004,specter,scincl,cls
11,2000,25,0.5017864139002225,0.5078710937500001,specter,scincl,cls
11,2000,50,0.537201549394404,0.5485058593750001,specter,scincl,cls
11,2000,10,0.11776039749018163,0.1220703125,specter,scibert,cls
11,2000,25,0.1479335609081355,0.15833984375000001,specter,scibert,cls
11,2000,50,0.17739735090917624,0.19749023437500002,specter,scibert,cls
