field_id,period_start,common_adjusted,common_overlap,delta_overlap,k,model_a,model_b,native_adjusted,native_overlap
31,2015,0.6099746418338109,0.65885,0.0031499999999999987,50,scibert/mean,pubmedbert/mean,0.60637335243553,0.6557
31,2015,0.5086863753213368,0.5209999999999999,-0.008499999999999999,10,scibert/mean,biobert/mean,0.5174048843187661,0.5295000000000001
31,2015,0.5621668449197861,0.5896,0.0006000000000000007,25,scibert/mean,biobert/mean,0.5615267379679145,0.589
31,2015,0.5883097421203438,0.6399,-0.0031999999999999997,50,scibert/mean,biobert/mean,0.5919681948424069,0.6431
31,2015,0.2986728791773779,0.31625,0.0015000000000000007,10,scibert/mean,simcse/cls,0.29713431876606683,0.31475000000000003
31,2015,0.3542387700534759,0.3947,0.002599999999999999,25,scibert/mean,simcse/cls,0.351464973262032,0.39209999999999995
31,2015,0.38943853868194844,0.46595,0.0031,50,scibert/mean,simcse/cls,0.3858944126074499,0.46285000000000004
31,2015,0.2794408740359897,0.2975,-0.0019999999999999996,10,bert/mean,mpnet/mean,0.2814922879177378,0.2995
31,2015,0.3436770053475936,0.38480000000000003,0.003399999999999999,25,bert/mean,mpnet/mean,0.3400497326203208,0.3814
31,2015,0.38658037249283667,0.4634500000000001,0.0036999999999999993,50,bert/mean,mpnet/mean,0.38235028653295133,0.45975
31,2015,0.273543059125964,0.29174999999999995,0.0024999999999999988,10,bert/mean,minilm/mean,0.2709787917737789,0.28924999999999995
31,2015,0.3401564171122995,0.38150000000000006,0.0082,25,bert/mean,minilm/mean,0.33140828877005346,0.37329999999999997
31,2015,0.37600515759312325,0.4542,0.004950000000000002,50,bert/mean,minilm/mean,0.3703459885386819,0.44925
31,2015,0.44252827763496144,0.45649999999999996,-0.013249999999999994,10,bert/mean,pubmedbert/mean,0.45611889460154237,0.46975
31,2015,0.5092513368983957,0.54,0.00019999999999999906,25,bert/mean,pubmedbert/mean,0.5090379679144384,0.5398000000000001
31,2015,0.5537830945558739,0.6097,0.0051,50,bert/mean,pubmedbert/mean,0.547952435530086,0.6046
31,2015,0.48330012853470433,0.49625,-0.0125,10,bert/mean,biobert/mean,0.4961214652956298,0.50875
31,2015,0.5421101604278075,0.5708,-0.009300000000000001,25,bert/mean,biobert/mean,0.5520318181818182,0.5801
31,2015,0.5804212034383954,0.633,-0.004549999999999996,50,bert/mean,biobert/mean,0.5856230659025787,0.63755
31,2015,0.4194498714652956,0.434,0.0005000000000000019,10,bert/mean,simcse/cls,0.41893701799485855,0.4335
31,2015,0.48450053475935834,0.5167999999999999,0.0018000000000000008,25,bert/mean,simcse/cls,0.4825802139037434,0.515
31,2015,0.5220002865329513,0.5819,-0.0028499999999999992,50,bert/mean,simcse/cls,0.5252585959885387,0.58475
31,2015,0.6127956298200514,0.6225,0.009250000000000001,10,mpnet/mean,minilm/mean,0.6033078406169666,0.61325
31,2015,0.6427136363636363,0.6650999999999999,0.003199999999999999,25,mpnet/mean,minilm/mean,0.6392997326203208,0.6618999999999999
31,2015,0.6515323782234956,0.6952000000000002,0.004599999999999998,50,mpnet/mean,minilm/mean,0.6462733524355301,0.6906
31,2015,0.3025192802056555,0.32,0.011000000000000001,10,mpnet/mean,pubmedbert/mean,0.2912365038560411,0.309
31,2015,0.3661874331550801,0.40590000000000004,0.0019999999999999987,25,mpnet/mean,pubmedbert/mean,0.36405374331550805,0.4039
31,2015,0.4088169054441261,0.4829,0.00695,50,mpnet/mean,pubmedbert/mean,0.40087120343839544,0.47595
31,2015,0.30149357326478143,0.319,0.000750000000000001,10,mpnet/mean,biobert/mean,0.3007242930591259,0.31825000000000003
31,2015,0.368427807486631,0.40800000000000003,6.938893903907229e-19,25,mpnet/mean,biobert/mean,0.368427807486631,0.40800000000000003
31,2015,0.4067590257879656,0.48109999999999997,0.0027500000000000003,50,mpnet/mean,biobert/mean,0.40361504297994266,0.47835
31,2015,0.24148971722365037,0.26049999999999995,-0.0032500000000000003,10,mpnet/mean,simcse/cls,0.24482326478149097,0.26375
31,2015,0.2936419786096256,0.3379000000000001,-0.0008000000000000005,25,mpnet/mean,simcse/cls,0.2944954545454545,0.3387
31,2015,0.334104441260745,0.41755000000000003,0.0027500000000000003,50,mpnet/mean,simcse/cls,0.330960458452722,0.41480000000000006
31,2015,0.29687789203084836,0.3145,0.009999999999999998,10,minilm/mean,pubmedbert/mean,0.286620822622108,0.30450000000000005
31,2015,0.35925294117647055,0.39940000000000003,0.005299999999999999,25,minilm/mean,pubmedbert/mean,0.35359866310160426,0.39410000000000006
