work_id,text_sha256,abstract_sha256,reason
W2031238284,ca59a857cd5110a77bb43f8f905c964cf9a301478d97ea4d4ba59353867d9c19,e39cafc9fe8d5ab976183dd4d3f2f164ea8bc314b9aceac68cc2c19224e8b4cc,acs_webpage_instead_of_abstract
W2032149933,588532e2542ed2e78fbc5ef2e982a49bc2952f3e8614e1ac677feff0d134cd35,92a04811f9c6394ec75af4ef25428a80b9f680a6acba170eb5fe63e874f86361,acs_webpage_instead_of_abstract
W2032929186,d54eb3bd3dea5664d8735dc3171e6e7759c3451e2d44beed212efde07e6d56ba,d22c68f605eabc4e601ef026ebd5674bf36346abc5491c7f466de32c593135e1,acs_webpage_instead_of_abstract
W2035388392,6a9b78f0a2551bd053f2f67ac58ef6535c27863a4ac3bf6baf3157ff58622598,c26bd2268bbd92f47a5a0984198c575d7f7c05479555eab66aa69415521540ce,acs_webpage_instead_of_abstract
W2035393292,a9473c15cb32aea99034bd040310b3c71491f62ea5901334aed96d2b0b7f7e2f,307c2b5dc09d011dc4941dae5331a2c4fa0dfd6e4585c26a8e5b2070f29c6d1a,acs_webpage_instead_of_abstract
W2037584012,19fe6c8c1e3dd0472c3bd7ec6fd4cdabdea287618d7ca670a3cd34bb45709a99,5952df2cf1de74fb9ee7366a23cedaf8e0d0bb6317202371e7d5c2ed40f42030,acs_webpage_instead_of_abstract
W2038778061,960dbf81a744bcd8955464ad5ef10f98ee3e7f52a9d1cc812fffdf6b13e71752,4e8f04954dfdf3d84766826de3221fe116f4d7f15a09efece245828b75bfe979,acs_webpage_instead_of_abstract
W2039333507,5eabee43adaa78eacb7c6f0d299c2f343638e6a340008e24359453716ee6ff27,dee32f8b7f3a4e9afe496859c7626870efbcf544b797f7d22726475258c79a85,acs_webpage_instead_of_abstract
W2040262890,2479b8a6ddaf3a120d4fbb87d6fbaa5ed1853f4d124ed3c22da22a5cf06799eb,19557ad0cb7d5dce91bba4feeac8a1f413b3cb391e26c8836a54404280b93d5b,acs_webpage_instead_of_abstract
W2040655354,e59e80d5a10da914aba4c30761e565f231f4646d47d1001db0053124b95df8c4,c37bff827a28855d927d60bbc6ce62985bfe1f0b5c931f83af233d670d27b5c6,acs_webpage_instead_of_abstract
W2041148724,17d78089af05fcfd2a1a536708a7dad0f4e903b27052eb55aef049a2da389600,ad2d00d649076f44693923c03a5c3416a76fe7d25cd063dfa2a712eb46a68f0c,acs_webpage_instead_of_abstract
W2042761125,63905f71e0145f9e6764a37e035bc4c9403c53eae4638a41efc3f9460d081d42,1f69eac8c01a20d5d584a16176bb78d7fdf30104599e8515ec93600d594f4e1e,acs_webpage_instead_of_abstract
W2043453859,6a0ecef503f758154cf9ca54315a8016d21fb7167050d4655e0b120060213c29,7787e02928d4d7eb35bf2a22765b31b17598f79643c7774147ca93c71fbba6e3,acs_webpage_instead_of_abstract
W2044674512,4df0c3127965238e627a11a67790c3ed01aae534a3c72039f22245925cfbe289,e07220128fe78c4e31300d2c4128d8749f069475aaa0e470365672c8d2e05c75,acs_webpage_instead_of_abstract
W2045999570,e4e6b019814dc0e1802aaf4a80ec65c12a99af1fc658787b71e2c1c2a34a4239,02468f32959c1740cd4dc59ae7c80f87b353e32ca12d9e2aa35e2ce05373abd4,acs_webpage_instead_of_abstract
W2047785767,553d5307c2fe8d30be325f29bee6103e5df9d878620db6dea072da9ee68d02f6,6ffc591a7073a8ec5f6780cdb4a18f33db1de445c43ed8673821f727ae44c367,acs_webpage_instead_of_abstract
W2047848785,a49c960e8889f8f533175cfb58d4ff8adcfce74e8334029a9e5f5909e7be2bf2,e70f2a58e8b5d656705bb51603455c7611046a75ce66ce535bdbdd0980d318d7,acs_webpage_instead_of_abstract
W2048549002,22f061c7190a13b8fe8bd8a512ca680d946bb0fafbdc974b984f402b0179373a,c82d1a4818fd3b540fe1cd4a044bdc8d9e0982488c0513211486efd07e0bc296,acs_webpage_instead_of_abstract
W2049408035,7f963967690b5a0d28075a547c5bb5c197501f83ce01dc92888b1d7a35dfa1e1,5da53e2c818da5d1ba9f2783b29e591eba79839af56727ee3015704cf940f100,acs_webpage_instead_of_abstract
W2050107579,932582f9b6faf43e3184503e3a8ac9bda6b87cc9bc41a1928b81c88c5b7a8125,6de52e678a9566d30b24dee1996fa57e23c3220ec0d40e236b813cb5d32cace1,acs_webpage_instead_of_abstract
W2055204682,40eefa2914712a8fe2478476b520fc8bcf71bba0dc898fc13f6ffe168f093f39,959a3c22ef66648b9d455f48b4e723c244855dce9c01c93ac764967cc61cc76e,acs_webpage_instead_of_abstract
W2056137443,93c51f5dcd5d1f2f4788bb49a5ac3f76867edebc7d6af8f864714150a1604ff7,f25fb5a15a2c33b2fb6a08ce995b0e68c7a2c946f6aa72391db122fa3c7f42ea,acs_webpage_instead_of_abstract
W2057520291,5c6b2bc6c36585b8a519a5f580910d0928b42b2c85b516b02aa28d49bb6fa712,cb1b3bfcfe6ff184c28c83577b4cda6751f67e3a7d6971684da04b7c28fbf9bf,acs_webpage_instead_of_abstract
W2058197352,fbe5eddb6ef9f4b58f00301f3f448c4e58b6af3ce07c5c924cd5167b3bd7bb89,1ecb5a049c5ca8b6adc7b80135b9a662f8e9bcadfd25a67115ad8480a0f0cd07,acs_webpage_instead_of_abstract
W2060709648,6cf27376f27eb80b08e6addc491e3e23f824b56880cfe83d46dc40143f77fbb3,a98ae7cf4ed6972bc70a260d579f102730328e095418bcc62dbb881614286afb,acs_webpage_instead_of_abstract
W2062487206,fcc05abc03f4b914ea5e4f0d3d67ff07e5c3659d15acb93071ef62aaef5cd0fa,55045b67bbb1ed0882012396be3f9f84987a48433c46bcd2e3a1568660e683cf,acs_webpage_instead_of_abstract
W2064256173,54ee2230af1d8e48855b48f1ae291e0b91667d4d4717ad16160b18d08002f8eb,41ec079483cbc1ad4862df2a9d920ffc48640565d1f353f271de0682e8ff8712,acs_webpage_instead_of_abstract
W2065011668,5103e36c2537858303b49c4b0ce4792910b51d5bf6f9e5486c4f72a62c109ec0,28cbf8760e211822c9751239d09b515ab98820b985817aac396e11b69ada4b21,acs_webpage_instead_of_abstract
W2065562514,2cd8fb4c268df63abc20545af45dcfa05797f679a99b466d501a1ba12006bfb7,4003fb4b2b7b1d6d941e09e057a46a711eb92e792c4ff8e1e5d2dced67b0997c,acs_webpage_instead_of_abstract
W2066018173,0e8d2c3572624820a632a9bd02becdf5dada5327e79b710d8071bcaea25caeca,aa7ce4d8e9e09027c06e9cc6ce8f472f13ec130efd396794f93999e1ac8f791c,acs_webpage_instead_of_abstract
W2067530759,fd04aa3c796cef6ff5a93e73af374a6e37f03ed3bd03e51281b498d39a1633e4,6271de70d5b2bff0d08c69b6f94c28942577d80aa5c503ae0f9a94343387e313,acs_webpage_instead_of_abstract
W2068430104,bfba5320c904982028ba1f3a7787eb816f4c943f9ddce0d204a3db4a97dec5e0,3a6e344d04e8e9319fedad06a69dc6b6824c2ff2589cfc12e74fb1424bd76fec,publisher_navigation_instead_of_abstract
W2070386388,8557ebfaa6f85bcb5b42764e9d414087e23ec6aaf12fb1157e504828f47595a7,03d08b2bea6b4af5f57c74a9619cdf0726346dd6d121690320e282dcbda39512,acs_webpage_instead_of_abstract
W2071789441,63d21bd3906c5cce2277bac759fc8aed84cfdea5ba82830bf076e1045d62b3c9,8c297416b0e5ffe66d608a0b6ad98db95e09054ed7cd1e96feb2bd00da06796d,acs_webpage_instead_of_abstract
W2071843361,fc858728a7536ef6265cb9e73c06805b8b1201dd7dbd68671b0d58c32b0f6972,a755825f8ead64ca005164a93e1e46d9d06aeb9fb02281e88d666ec30abaa2b0,acs_webpage_instead_of_abstract
W2072737713,47706e83376ce58b124651339f54fe4f639facaa49138a2906c99d4279e282e0,a3edadabe58c41e79923c307962fb37de978bc6e09de8094772dd4403fc00009,acs_webpage_instead_of_abstract
W2074075998,98ba1019ec8b50db56d78ab42828430832688898834637f409e40cee479fb2dc,1d22930f7498b08850e72165a895c216626f83f08b0831458616604ef3181870,acs_webpage_instead_of_abstract
W2074668113,e5612260c9ee8162823a8cf5a127d3742ed671093566de5a55973e2014f83108,da7017c53514872388bbf761a68dd5d3942c677dd65546ed2e99c2fb802d3965,acs_webpage_instead_of_abstract
W2075234392,b6baea3ee31075f3086585d73ce339623b7edfa71fc6dad1658d37f45bf2333d,223b523ac3d57c1bc002319ec7a5355d55c7b73f5943a25e121eb9c81c33b5d4,acs_webpage_instead_of_abstract
W2076038313,9be893fcc99a9ed0f3d6bb5d42b5c9e44c08dc5742832e1d65251aa496e07395,da017f60e4a0f654a83a435802a403101293baea98ad232567e8e4a05fbd1e19,acs_webpage_instead_of_abstract
W2077161620,c27a38344ec3dc2ce2e0769b5f6cf9a363b913e4946d76aea22e4ca214054696,d8227efc46e7b3c5232c929d2bf870073e43419aef9b30ba50e58c4b5a1d6335,acs_webpage_instead_of_abstract
W2079702845,0be2e679b053e735669aa12ea4b8e22c1cef9ef8ff4ac57e72d45b4303e879dd,1a7bd04c0b2dd30dfe38288deae16a902a24adc8fc07f10bb35e929f3ed051c5,acs_webpage_instead_of_abstract
W2080386283,0eb34cf70126d700585b41e58d7d7d3125f192b779dc9b2b90891c4dab80c19c,c50526043e4d666b0053db0e8df7a3eeb3fbb7a377ca87c722c32e0e61edd5ae,acs_webpage_instead_of_abstract
W2080506484,321e9702445a0ef4f39cfca407295729b75883376870fe7c89d4b5c2b197bc9b,1f1cc41df71b1f98eba6df35c24c585be7f8995ff8ca017182a5cb202bb06d4b,acs_webpage_instead_of_abstract
W2081842686,c8b0cc857f3569e23a1944543c5a77500c134fa0eb49209b3df57813019981eb,e596c2c8d464026ddb5ee308d453f0ea942143f514b62b2ffa06e589f21a6df3,acs_webpage_instead_of_abstract
W2081934426,2bd7cccd6e10c60fe98808640d85721a6aea2426c3937aef5a117ed29acde3a5,d1c7e07ccd92fac35f45d0ea91c33762d25baa1727746256c9faea40ecf2c37a,acs_webpage_instead_of_abstract
