work_id,original_cohort,field_id,period_start,reason,text_sha256
W1969406319,base,22,2010,clear_non_english_abstract,998dd815814e9ad829adfd595cd3b4b10ca84984e0e19188f47525d9d70ccf4b
W4324372461,base,14,2020,clear_non_english_abstract,9483abc2ad6d1000811dee41ca96c9b236ab497e0aa1b2e340edbe28e938ffdb
W2602088637,base,22,2015,clear_non_english_abstract,720d05ff2ba472df83e17a41aa8efe7b6df5e1a5697348b6891cfddc076954ed
W3152736088,base,18,2020,clear_non_english_abstract,3d05451bb7e7b0c23191a4ec5672b90817aefdc6b1c87613d02b35f3abcff232
W2962609101,base,33,2015,non_abstract:reviewed_non_abstract_template,68187a9d1e018dd267f01a438904709d94ebc7a4f60bf7fdf13bcaf316d1c73e
W1985532294,base,31,2005,non_abstract:reviewed_non_abstract_template;clear_non_english_abstract,83bfbbaed756a5718fd3a9a4b0d79ce348b61444fe51eded9a273192a3b9045e
W2987474954,base,23,2015,clear_non_english_abstract,a79495d71f0f27f1e723bf78f2029b0c33f66a1f7f77a0d87949b06a0f80f73e
W3149015228,base,27,2010,clear_non_english_abstract,3d17d6dd2718e66e8d7042c2458ab865e3b21dbb5e98317e713d9d6f2bcb2cfe
W3037184840,base,20,2020,clear_non_english_abstract,9c5077447220f3bf75682719b0aa215598a8cee536853ac13ff806755d8bc084
W2313294964,base,27,2010,clear_non_english_abstract,8b8128c47695d1375bfe45612c95e25002caacb663fafd6a4b2a70ab16ef6440
W3025111890,base,14,2015,clear_non_english_abstract,858450cdedd0a5be43c13a9cad95000ee80d35e81c824b5e6ee8cd5f7fd22132
W2061012232,base,22,2010,clear_non_english_abstract,19d5b152b629d41a4012ccc4c26eed791a27366f7e29386cb68408643f8fcc7a
W2940877364,base,33,2015,clear_non_english_abstract,e5cdce32aa920785633dcee1597ec29452263da414955017a56980794906332f
W2915311977,base,20,2015,clear_non_english_abstract,76445a747ee924d6b4d6163805234b8cc4657525f664add1a7c6e6ef06160ed4
W3015625897,base,27,2020,clear_non_english_abstract,057010d0d77cd3feb64b9cc982f9641f04f7dde5d15271629f3713e540c2ab1f
W2077161620,base,19,2000,non_abstract:acs_webpage_instead_of_abstract,c27a38344ec3dc2ce2e0769b5f6cf9a363b913e4946d76aea22e4ca214054696
W4240416359,base,12,2005,non_abstract:acs_webpage_instead_of_abstract,617f4fee66c3e6d9c1f23b22f61dd82bf4e6c3268ccfe39cdad6ef5d888f81d3
W4322620270,base,27,2020,clear_non_english_abstract,91b4161ee8dc98dd6b3705c1e9df00161522165746123bcf4f3e99e0490ace35
W4231177459,base,24,2005,non_abstract:acs_webpage_instead_of_abstract,9ce65384ac5e33e06452c5748a5ebcd4bdad494905d5fd2e126ee14641ba5f0d
W7160269172,base,12,2020,clear_non_english_abstract,34c1556f12d5e5f91d61ea603d9a709ee72a737745a58cc2b43ed4170276afac
W2780435169,base,23,2015,clear_non_english_abstract,819ba986ef28de3bc62645da5bb5f181a056debf891fe27bbb338b1a0b3b5d89
W4400054473,base,25,2020,clear_non_english_abstract,fbdfa1abe68711f532bc43826d975aff5fa3fac3926902cd7278d3991a110a44
W1964528133,base,22,2005,non_abstract:reviewed_non_abstract_template,9aa9b9f35a94bf0c7336eba29f63e6bd8fd8840d5a637636c0e2764066b8c67c
W3101242660,base,22,2020,clear_non_english_abstract,977e41e727e7f724354517dcaec86f043e5630e30beb618a814bb9a25306c58f
W2539221226,base,11,2010,clear_non_english_abstract,e29bba21d66451a6ff33568b8eacac2e4f8f1afb74e4524bcc205aaee6ff6669
W4367625663,base,27,2020,non_abstract:reviewed_non_abstract_template,005f9aafe3608ba253f4c937a46768a9994fc237deaaa2f5407c3b3b365f8723
W3023870472,base,27,2020,clear_non_english_abstract,5b321117a7acae004e34e3af6facfa73325d6e46e93b60a5bd3bcb53922789f8
W3148407921,base,22,2005,clear_non_english_abstract,642038415f4b361f7ef082960938d1cc4d2ea6f2259160aa190e5f01097d4e70
W33070518,base,12,2010,non_abstract:reviewed_non_abstract_template,dc5fdf19da0758ee8f66ad8286cc2c7c1ec59dd9047f3e97c9c2b56d4180522c
W2618198555,base,17,2015,clear_non_english_abstract,38800c961169df53280f5cf6786a662c1d0ecfc40f76bd4a73c53d6b033e677b
W2297937985,base,31,2000,clear_non_english_abstract,4b6ef1e67a3b02b9a6aeb91430b910fc4241e346db1eef09ea7f2b622c7ef595
W4280582170,base,17,2020,clear_non_english_abstract,173c696c3583754e4468de62bab74a4bd524770b91618fd3c470840d06e6689d
W2183779608,base,22,2010,non_abstract:reviewed_non_abstract_template,20d92d12dc6ea74932b1d5010294708763658cfd6437d97087a807fe47e916de
W1525947421,base,33,2010,non_abstract:reviewed_non_abstract_template,6f939d1e678f0c906c562a668414216bf3ff1d45ad46d3c29d85a0ce9e0ef99d
W4223426398,base,33,2020,clear_non_english_abstract,da06b3ba101858e6006bf32070a258e2fbc01b59f6a793d69e46952ddac192f7
W2935824784,base,33,2015,clear_non_english_abstract,09ac884bafd2f50b428240e5a1df648649482e1754b0537c344942e0b1846b05
W7211320693,base,33,2015,non_abstract:reviewed_non_abstract_template,d8e249b1d9f0589d0ccbf4650263e2c41fe0ba700841adf8865ec177d071aaaa
W2327982778,base,33,2010,clear_non_english_abstract,de5bc8de108ff2a2340fa7375d96d3a555944876aaf4637bbc006523ac27c653
W3013835850,base,27,2020,clear_non_english_abstract,e74d20bc4b19b0d38ad089584ada86266f15d065c5bfd4cde62c4ca5642afa33
W2955825355,base,22,2010,non_abstract:reviewed_non_abstract_template,e6125f4f8772f04a3d5707360298ca29d8f8cc2e412846f6c2ff29b3e5b62731
W3009233038,base,17,2020,clear_non_english_abstract,44e9178388316414d5309384f86d23bd2c4c7121c34821c7ee19e99fdb96791f
W3208700124,base,17,2020,clear_non_english_abstract,a6ca3479bb7d9e1a7719c67019f1e9d886f60458486ecaea8e2effb57fe44881
W7139579207,base,27,2015,clear_non_english_abstract,6ff4fe9ce16bad9e374a9d5e45e2033fd185c1fad5727ee5968d08e349970855
W4304128397,base,27,2020,clear_non_english_abstract,18d552075a40cb96c92a7ecb70d1bfd3137671cf3a6b5ddb55de6012d0e21238
W4292181991,base,33,2020,clear_non_english_abstract,784c57f646661fcbc6fe823aaf683750692ea36e4bcee277b7f93db4377654de
W4240036404,base,33,2000,clear_non_english_abstract,0ac2d8c9db713f7dbe7f9d38c7c448d22f07ba936a33be6742fae185a93a0665
W2765671283,base,32,2010,clear_non_english_abstract,693a8b37d9610d58ae6928b3cab8d2c9787010b286043390b84abad347ec5d83
W2397114646,base,23,2015,clear_non_english_abstract,c18ab42e01c50b56197e4ba7b230c7e7dfeaf1a2dcd50432c25c022fa5eee9dd
W2510536748,base,27,2015,clear_non_english_abstract,ac2ae5bc4b53172529bda7907939cf9abb52c90d1e45cd0a37de4576491fe5b1
W2973505730,base,33,2015,clear_non_english_abstract,6b4b6b86f450ef72848b7e51fe2f794572414cb8ffbe31e11a9f796c1a347a69
W4393984721,base,33,2020,clear_non_english_abstract,d7cab4867f3fcb3355d121c65319baf9ff35b37724e465884526746a1480f0f8
W3184962283,base,33,2020,clear_non_english_abstract,688d87443b263961ebb4a8270914a50507fc11af27cad8d8f47a56dacb144ef0
W4387760197,base,17,2005,clear_non_english_abstract,b73ba8a04a9b2e0ad48d8373cb2eabb9ec7bbd5ca0c4cece000c732297f29d8e
W2333410220,base,20,2015,clear_non_english_abstract,acd5b6eb52dc7cd7bd12ac8093e3cde8e38cc5e16e516412c4b2f1b5f9fa1916
W4226050234,base,16,2020,clear_non_english_abstract,811de937b516688059e1f3fe55a4f6faedb06ffa7d80f4b2f01e62829e031c00
W4302614229,base,33,2010,clear_non_english_abstract,edda230929b8d8988dee570e9b12641fc541a5293e520baeb82352b5a8e1d165
W4381730019,base,11,2015,clear_non_english_abstract,5fc8b65dd80212f84e7f4e0fac598bb93cd83034229b6a1b0515b3cf8f22784f
W4206478277,base,14,2020,clear_non_english_abstract,c79d89b069febd5929c9ae3e2e1e68f82e1bfc6dc91b19faef096e5d5dd7fcda
W2325305110,base,36,2010,clear_non_english_abstract,c0276b587db7aa50febca158a60a2466d88dec35cb36432c8e29ff88b9a7b3d4
W4300563208,base,12,2015,clear_non_english_abstract,1f00c64a48037de280c449149ff390c70fc1e293bf5332ded22b5f297f0261d5
W4313578615,base,12,2020,clear_non_english_abstract,6526548d6bb217e2ab3d867398f4d38b65470204f5807bc11c50e3b20b4e7c3b
W405793111,base,35,2010,clear_non_english_abstract,5bcedc2b2ff98271da58f611cb32f0aa7ce3eff04134d59ac697f28ae121cca1
W2519775057,base,20,2010,clear_non_english_abstract,162251787f706bff73a26b39936d7d03fc60ad6a4f6c8c87b259edeecda2a623
W599904648,base,22,2005,non_abstract:reviewed_non_abstract_template,8924693857a613eeb9bb914c11153e18af17f7e2095dc89e0497a36a8bc1dc04
W2954277826,base,17,2015,clear_non_english_abstract,37b13e172c186380b4ffcbb76e267fbb08c95480b28fe550587ec64ba0082af9
W4297445153,base,33,2020,clear_non_english_abstract,6580692a194f47d2a0a591f8e4dd034f1084bb6fa92e1846e4d5ef480fbd05d4
W2304105431,base,11,2015,clear_non_english_abstract,4a34cdad6152bf1bbbd40ef2e71c10d3afc5628b6fbf104e26439c4c3f8de4fe
W2796979956,base,33,2015,clear_non_english_abstract,9b22fef9d7acdedf50860758fb86c7f3c58cf4879e9478f371c4edd87f73712a
W2026225109,base,27,2005,non_abstract:reviewed_non_abstract_template,1ed3df221d7c98ecee5b78aae851e280fd804c3e8383aa86debf0332ec7213df
W2415117972,base,13,2000,clear_non_english_abstract,55e5cee28277b39d0533672af1fa51af8b37b1177932f84d813a2728a721f2cc
W2751889169,base,12,2015,clear_non_english_abstract,afaa8b24d4db322a4f74884aaf4f9ad425408791335ff4e7321671589d6aa079
W2772332936,base,14,2015,clear_non_english_abstract,1c6f095d23502b3d9351111646a9c0127454ad098c77d9aa3d354a2f80f3c604
W4390368818,base,33,2010,clear_non_english_abstract,4c9fed0556989b2e2a9fd82618c5193d8124905460c556003a95c83654ea6fb2
W3142031717,base,23,2010,clear_non_english_abstract,ea5b722b93f822aa45c8595334dc9c2df3317fa947ab62b03e5b3762ec904f81
W2573663910,base,17,2015,clear_non_english_abstract,be5816b551abf1799f8b813d3ebd7e9198b506916e993db989a69a20e0b4ef62
W2490840329,base,12,2005,clear_non_english_abstract,ee43db5037c9c06407066bd321504e8a594a83cf322d27105720ddeed3dfb237
W2990567464,base,33,2015,clear_non_english_abstract,99c2ea537a4ab5dc58063decb0248daa97969ddc715aa92612e391980f0f5b0a
W3138368184,base,36,2020,clear_non_english_abstract,0d5099dfc2d3dcc72bce17c9dd16b828804774b67ce5981dbeb03930b1c3c412
W2586519777,base,16,2010,clear_non_english_abstract,af47af85a9809e2076e0185abbeb5c764d8e6b0f714ae53e4b2f6a45ab8a468e
W2204947228,base,32,2010,clear_non_english_abstract,9bc2ae05df5a3ffc82d57da5950f19329631e555634b6e2a0940b2f099e043d7
W4402933523,base,14,2020,clear_non_english_abstract,ae5562c1eab85d3761b9c035e5523f09313d30195c0945190ebe74cad3c4110e
W4205821307,base,23,2020,clear_non_english_abstract,c5934a3c8f9b64e30b863e0d9f6666277323c3a94ac82592e6656718113d431f
W2924109439,base,27,2015,clear_non_english_abstract,9a50385a972924e9675ac499492ab6996ee5755cf503fd1043c697092895d243
W2981782287,base,14,2015,clear_non_english_abstract,4bdf80429869ec76f5a698b73ed0b6a4f62b107bfcdb9c9339f7b200fba860f2
W2738199540,base,27,2000,clear_non_english_abstract,23dd4584f75b43c6d16d9fb01166172fe47389246057cbf3a6b41497604c2a6f
W4393168181,base,17,2020,clear_non_english_abstract,dd4fd6f5281716368ece01ef6814728ee8e81b496701d5660e6abd3dca6d3437
W4389640973,base,22,2020,clear_non_english_abstract,d891b52070eb6a5657801acb46bd386dd4e98e829e114b08f7bc28338df1b36b
W3006112870,base,20,2015,clear_non_english_abstract,84595f0104e5d92b72152fc572a8aa12fe2469f4ca9c42a8c2d45bd7fc0c1e3e
W2294434183,base,20,2005,clear_non_english_abstract,83e2a66b0807beed008d3520f1198510cfbbd49f0712d878c647f1d0bce91ffb
W4392664007,base,32,2020,clear_non_english_abstract,89fda03c6fefe0c99c238f81e294d2d6df48b0f76224fee93f79fc3959e2215f
W7132340744,base,33,2015,clear_non_english_abstract,ad8990ed3d15172e1a29e42ce577d9f15aa7d12057d311f77cb1e065bfff7ed0
W2902725687,base,14,2015,clear_non_english_abstract,14107c9970f3645e904481a0ec2068b50efcd9becb49cbd8f40100d0fa1e047a
W3047231539,base,33,2020,clear_non_english_abstract,300a3d592531a063972613ae304ac7997d0d32df4165ed099b1fa2e87a585dd8
W1837381223,base,12,2005,clear_non_english_abstract,bc5c1da3f33e3ea2ecfe9d24515e54e75b45086bfd94a0c4e7473df7453893eb
W3010086610,base,22,2020,clear_non_english_abstract,04055707e143411f30a46d6f6f2652fe768d08e6ebd6a62ee2189e44ee5f55f9
W2329281428,base,12,2010,clear_non_english_abstract,2b8ff94f47a5b5f96b5646416f1c0cc00c76d7355747311759fd274932d65d20
W2805386627,base,33,2015,clear_non_english_abstract,093574bc97b23282abb13cd6542854641a96ffd2d1976348262d84cf34c882ff
W7116964915,base,33,2020,clear_non_english_abstract,e2cb1e80e36051dd176d2441b571f5f2816522ce364257240c2a2045ef95eb51
W2780881511,base,14,2015,clear_non_english_abstract,5c58d0f189e45ad7594a31b6942986c77180c8ae187ee8689ce9cae2ec9ba2a4
W3049275966,base,27,2020,clear_non_english_abstract,a35a65c8c922915c1402a6441bc652cf6aca194b78ee45a4410c911f3e1af104
W1994807228,base,11,2010,clear_non_english_abstract,d046319d646be1585c59835c81f2a2f9268d04f1e00c8310e224b36282db55d8
W2486374167,base,27,2015,clear_non_english_abstract,15c72c7c8ab369710a01281142be076087ea439d2ce4fd038ec687f68c556b1c
W2472388051,base,33,2015,clear_non_english_abstract,7d7756d035c6bd5a17fe81d074301be0fc4e0651e891426601a691e75494819e
W4313892708,base,23,2020,clear_non_english_abstract,5b038eca37ab98cc00c981000a90ffd79ef991333a23621f8c11c8e5272b70a5
W2903452424,base,14,2015,clear_non_english_abstract,e16ed5c1d99b54a2ea33bbafb65a7773af786bad7f9bc824c42a6d4181927e92
W4220840282,base,22,2020,clear_non_english_abstract,d7bf2e1307812a142b6a19033446a2235e0d3e00896a02d14c22530e81dad198
W7208530016,base,27,2000,clear_non_english_abstract,22a23fcb83e57be17376b1ba09ee325a1fdbedbbaf4bc6b7fd50af22a89ab823
W186495042,base,25,2000,clear_non_english_abstract,5d362f75d57da616a404eea3a1d91bc28ed5170127a476a5cf2a8e71866af3a6
W4394944213,base,33,2020,clear_non_english_abstract,05af7ba7e8e6fab1de8fd457a6515eac780351100138980dbdafc0f211b9ef8d
W4210546379,base,30,2020,non_abstract:reviewed_non_abstract_template,106ad939c5e1baadcfb85161dc83ddd5255b9407fe84a2c374e141646190e146
W3083816538,base,11,2020,non_abstract:reviewed_non_abstract_template,e3a1d4e16cfdbacd59e293139ed7752fd86fe6c173a15da129a2a0d20ac6f8ce
W2972027933,base,36,2015,clear_non_english_abstract,20ac40e2b871d61d6fe850f077f673860568e9e51e41c960a374ab5ff47e01cc
W2512360471,base,33,2015,clear_non_english_abstract,57b8d0783d1e45ead17b27dba02889924aa5740b9525629e34d522d34e1e59ef
W3106146000,base,11,2015,clear_non_english_abstract,fcdad9b689d7b99612ab42ed1400c805c25d17b52d80136b7008d5c1b0c762e3
W4281662611,base,33,2020,clear_non_english_abstract,e474bbd9ccc2841d3293577b1bb51c237b2c442d050146dd5194fa0d2fe42af1
W4246570723,base,12,2000,non_abstract:reviewed_non_abstract_template,af3e119261e66f3856718d84f0edb48076399cc251279d7c744ebec3cc85d6eb
W2913750335,base,14,2015,clear_non_english_abstract,199f8671ff301a62eef19317f501af57582a91fc86ccbf4dc33e437f52882062
W4234544595,base,15,2005,non_abstract:acs_webpage_instead_of_abstract,eab46b7d990bf68497c5eba9612758f0f4c4832ff708ff36acddce6449354d09
W7210907347,base,33,2015,non_abstract:reviewed_non_abstract_template,5993b85346be39e8ae5b378c5e1796cf5df1d89411de51466f0c9750b5d9f94c
W2985600259,base,33,2010,clear_non_english_abstract,7e58b58e326319464761d8689aab684238e04432d47e1becb6fd1fa97527889f
W2973850138,base,33,2015,clear_non_english_abstract,635d197d0123c1c34cc2890a4e449bae49c4a2b345037c64c0c3eaa56250e70e
W3142890760,base,17,2020,clear_non_english_abstract,184962979a9afb7c1f11471250981050a14592fae76de0e775034d35ed427765
W2316585271,base,23,2010,clear_non_english_abstract,246d3d11de42896f23e80db7315b1144cfa7240de7ef272252234b4b32ae9f34
W4308600821,base,33,2020,clear_non_english_abstract,c96a9d773e44fb4d260f731801b80cc03131a8db3851852cfeb4ef8143db1a64
W4388295517,base,22,2020,clear_non_english_abstract,6c8da2f60864039984e6b3b2590945b6334ccd01c584f1f811dcf78f02a68f9d
W4404736190,base,33,2020,clear_non_english_abstract,566243cb8a0149da99f7f0a1be553f934c5a8420207522632b798503540206f4
W2611035279,base,27,2010,clear_non_english_abstract,b5b8215710d7fb1a8768d724daf5f7141645952474557b7c4e4267e4c8973a45
W1587702935,base,33,2010,clear_non_english_abstract,2401477d397276856f621d4351b98f14bf7c13b59e2d66b55e43dd4293abd95e
W4285046827,base,17,2020,clear_non_english_abstract,dbd2199f5c62b313b691cb302d0262289932da0f04ff232f0081b2811c809725
W2335192748,base,27,2015,clear_non_english_abstract,09426e3a3e589120a0dbc1ce615a91194e99a623ea65ef1137f783286744bb41
W3034760843,base,14,2015,clear_non_english_abstract,19463a3923c911737746fb70137ac7f6d593cd0f104559289dc0a7e07129184a
W3209260267,base,26,2020,clear_non_english_abstract,4b7aad2d6bc4148620bf3b19110ab4f4c372bb123ac4b1e2fe51c9489ac8ebe3
W4214940886,base,14,2020,clear_non_english_abstract,0df7081fb95e0502eba101235cc23dea795e19670b4ff1a1e955963f46d37472
W4220854721,base,23,2020,clear_non_english_abstract,22a4caa9731f6c3ec50dc7b703029e71f37fd3f5518802f51b9e302122e04492
W2531357463,base,22,2015,non_abstract:reviewed_non_abstract_template,bd84f453ce17c04b89c6faa6c7ff641497f824489410b87a9482986ceddfed04
W2942703069,base,33,2015,clear_non_english_abstract,40cbf0908a00d261462f311d36daf6726c4015b9884dcfb422bd4cd29ec0d329
W2521318425,base,33,2015,clear_non_english_abstract,929827defbc0fb5fa6de4efe4944ddd09fe3e2465e383ee9a8559041eebf4c77
W2483219799,base,27,2005,clear_non_english_abstract,f230f62a71c6f288d750aa4dd5f7ff7f5ac1ec4e20b4060b43cc4fe4cf09ccc7
W2906774711,base,33,2015,non_abstract:reviewed_non_abstract_template,09f2e95718c0a3e308314cf4d039a5ca0d2986a80fb1676c0b06c119a6d70aa4
W4245269633,base,33,2015,clear_non_english_abstract,add92be33c425f4f2da5ef93bb24ea9fc28241941f24d2ae870d52419e42acb5
W4301372201,base,17,2020,clear_non_english_abstract,0dab864a3fccc052385f5e249dcd455a86342ac04c4547e1ba108d49dd79a248
W2799440596,base,17,2015,clear_non_english_abstract,e35b19cc2024aa27e0fbe5f270a313809731ddc46af22eb76d6435e3e7d26335
W7207072469,base,12,2010,non_abstract:reviewed_non_abstract_template,1d026e10f51192caa59163f6d7c598a8f366640044fc74c8bcd9774ae19731b5
W2586470969,base,13,2015,clear_non_english_abstract,c859d04a62d67e0920b731480988c521fbd108bcb35f28b0456f47984423fdf7
W4389942614,base,18,2020,clear_non_english_abstract,5253bb9770f71215b123b25c5a88ab9a1780c8a0afaf62a694d2541a66fd62e1
W1175120529,base,25,2010,clear_non_english_abstract,22cbbe5cb967cf267166ecf679edabcf1e617969614c27f526b480626371a48b
W2790944535,base,22,2015,clear_non_english_abstract,f579281bc1398e75c06a9b749ba5ae99bd08dda146d430318c4282b1d4eb1d64
W2320321148,base,21,2010,non_abstract:reviewed_non_abstract_template,e43711497d89b74924fdb9f7d6a17a924aaa54e7d7aea62cfb3f52060509382f
W4312985254,base,23,2020,clear_non_english_abstract,5a9db80b8589e6a9dfc53e29818bae3daa3df7f4460b3bd0bd1bfecb717c90cc
W4386408889,base,33,2020,clear_non_english_abstract,8640a686a658d7643a5ca72f24627cd651f6dfe5ea631c7b21caa0d8b899bd00
W4283750904,base,14,2020,clear_non_english_abstract,6588dee6c2ee18cfa7f363e53c5bed247141c7e030fa2910d4360dff786dd826
W1558859125,base,13,2010,clear_non_english_abstract,38b93aab9a088f0e91c3d30717e8c847b82fd3b4e220f73ccf4fd55ac9b3fdb6
W2609677388,base,33,2015,clear_non_english_abstract,71b6729f105c20d0ed126e29d40192b49d50bd3e7d3f3b9825cd375f5f9ccafe
W3021565256,base,23,2020,clear_non_english_abstract,62c4c0a5740a525423aed9f5a81a81c5b5b7e53379b51d99244970e839bb53ef
W4386469286,base,33,2020,clear_non_english_abstract,e5ada204fac9c172f3696e1fa5a4f88ceec39fd1964abe2928a49956c645a0ea
W2390821894,base,20,2010,clear_non_english_abstract,19eedd3d09de1f848f36dcc6c2dcc6c0aa55334203dd2314bc598d980827d7ed
W2974456792,base,11,2015,clear_non_english_abstract,1b2e57e03b7c303e6005565e850acb09a0a8d4da2f4ac54a9657afb7ade05b9e
W2118811570,base,21,2015,non_abstract:reviewed_non_abstract_template,5a8477f974de30dbfdde7cc5e9048c69c9d6e71b1f3830460617e83f652df53c
W2317776320,base,16,2010,non_abstract:acs_webpage_instead_of_abstract,89f74f5bcd66eccfbb59992b12c10f8c52a5331fc11bdb7a9d8c8868bcbeefdf
W2186346281,base,33,2005,clear_non_english_abstract,03ff11ee6c3a47c981427f57ec487969128556b8306a8c190eb9ca26bf75dc7f
W4230049994,base,36,2005,non_abstract:publisher_navigation_instead_of_abstract,e0dc5f5c4033d76270566ed522c323938aa13611e1954cd793c53a06df78dbeb
W2164626755,base,27,2010,non_abstract:reviewed_non_abstract_template,94c3fbf965c12e76c8cdb001d591acb3a8998675e2b750ae49f68f18a87b1790
W1486080772,base,14,2010,clear_non_english_abstract,d5ca8fe3485aefc9944d2a6dfe795672249321e19982304f01dc6a96741a0c98
W3037229141,base,27,2015,non_abstract:reviewed_non_abstract_template,18de94729320cd245e3da253ab6dad304b4d8fd3e483b118eb329636f7c06fd6
W1569979891,base,12,2000,clear_non_english_abstract,635dbda984bf48cbf6c3fc33809df4165149a934e3dd459e2b4825994d155893
W2982059607,base,25,2015,clear_non_english_abstract,8be00274acb2fa351e7df279b551aed871c00d986dcd01b8ecb2540949943112
W3004521726,base,27,2020,clear_non_english_abstract,ee757946fa05f8287412e44a8b18dd83601abbb57f4921396b41b844adcf6a5e
W4312910915,base,12,2020,non_abstract:reviewed_non_abstract_template,a2a9aec30e50c361338d0a721ba748c4450aa687aad19c03db563d46a54c5236
W4235640250,base,25,2000,non_abstract:acs_webpage_instead_of_abstract,0a31a049afef244a824bae0096e91ee08ec3c6adce7e23e68fadf46d9a5c0f35
W3162536166,base,23,2020,clear_non_english_abstract,0a94f670fb1897addfe26b4d69f5784699555926dec0d708c753828195025462
W3120645323,base,33,2020,clear_non_english_abstract,34be1c5b6ad7c59e014b826df3665d8a4cd492192c9ab2f773df495f194f549f
W4402470906,base,27,2020,clear_non_english_abstract,643e8961997fbd1d40a4516738dfd8db9bd7c1a2a352541b3ba94ffc2b1913cb
W3035830590,base,12,2020,clear_non_english_abstract,3b55f129c7fa62ccdb027a0f995886d2dfae87ac8ae816e0552dd4f68f96a02a
W3029710765,base,27,2015,clear_non_english_abstract,9b92597f3f391febcf2749d8dbf2888cc2c955312ed7368cfc7b52bafdeedc31
W2803276035,base,33,2015,clear_non_english_abstract,32a61433524338b8a7826cf576e60549e6e79de741a4fb7059597c0be8e503ee
W4239286290,base,27,2020,clear_non_english_abstract,4baeeb75819a95052e7ddf045c1c6deee5a632f319ac4e7601cf60fb2befc539
W4399357075,base,32,2020,clear_non_english_abstract,b193da26f723bc291ae482fca7dd6c02cd169496f3dcc54c439e982c7d643457
W1989661323,base,16,2000,non_abstract:acs_webpage_instead_of_abstract,8ddfc6395cb1a3dc5231c756569924c032bd2c9aad615d6cf7be78c4b99a4491
W4379532352,base,33,2010,clear_non_english_abstract,c8b123df67bfbc4750ba3a572dbd33a5ac76ca0122e0cdf4ebf46dfcf997f1a3
W4200455572,base,18,2020,non_abstract:reviewed_non_abstract_template,3fada9ecbb3ca8c0670dfd9d763412c2740874dbff26b3bcec08be18883df8ba
W4312360234,base,33,2020,clear_non_english_abstract,339257e841e88d849565b0db075594609d9b21277ab84b9f2afd60721e8da207
W4297839811,base,17,2020,clear_non_english_abstract,cb47ef66710fa65a27f0e54120952a32b9606df88c9757c0c557afe657a5c7f7
W4205625545,base,22,2020,clear_non_english_abstract,fadb176a653d7ba5d39f0093f792f7df3d60f7a5a94aa64e0514cdfa6c7c8a1b
W4308990425,base,27,2020,clear_non_english_abstract,bdc3dc1d81e3ae58a421f783c81c3d4eecc98ef2312ede222e5096a5af163d9a
W3126441313,base,23,2020,clear_non_english_abstract,086c75018434e362062482685c76538bf6aece9780cd2acef5dee9df487b869d
W4242527997,base,33,2010,non_abstract:explicit_ieee_advertisement,3f0f90fd4dfef51d852b2b88908b9fcae2dead79606715df9e5e642adc2afc62
W2510802312,base,29,2015,non_abstract:reviewed_non_abstract_template,38881b4f7bc70c9449a6d96dff8ef4b30e476255ae4145a2cc0b5aa6bb3fc269
W1998115137,base,20,2000,clear_non_english_abstract,4dbfefa77b30dbef6e1d90159cdcb0c3e2774d2c35027131c36dfc0b2779060c
W4238210398,base,31,2010,clear_non_english_abstract,21702603e69e4af10c7b698901c981bc22c7fb20693b97b02265e8af61cd4b27
W4256344129,base,12,2015,clear_non_english_abstract,048969ff3eac3a410804cfcf5a2b625e7eab95181c25f916f11a70d380f538ea
W2332501579,base,27,2010,clear_non_english_abstract,27f77d69fb07045c8c141645a291049b660d8964b6589d85769b69b027fe5ee1
W3155750894,base,17,2020,clear_non_english_abstract,22372a5424a54b568a24c6316967f009d8a57528dafe98c3e01151a53a7fd703
W2565002171,base,27,2015,clear_non_english_abstract,8ec910bd4e22a81b3bc08df3f38f6647a5b8b620153a3dc3e17413eb156153eb
W1490443911,base,11,2010,clear_non_english_abstract,ca95d61f1b7da7f9dc15f3ccff260dfec180c2e7b681172f809927461ab74f51
W4214938274,base,14,2020,clear_non_english_abstract,158412efb23b38c7c9b1d29ff457398894495de66da9df8c727845f307b52835
W2970027346,base,22,2015,clear_non_english_abstract,448c84de1210ea96083b556703f2a78de9a4ac0db21d9afae4c74bbfe78d8cc5
W2760506641,base,33,2015,clear_non_english_abstract,be768b4121169b29a6631011759e598036caaf760cf5581f8351537abe874573
W4405945358,base,33,2020,clear_non_english_abstract,219554ffc4919be21f8d45b4799776eb9f4fae464fbfa8de7ca75d2b8dc6e367
W4256427708,base,12,2020,clear_non_english_abstract,5969fcd0d7a17d95f05beb90e6930a01b78858ca8983cb949471619a4c3c9337
W4392206110,base,22,2020,clear_non_english_abstract,643fe223ed16f95306c91a1a8b758c47792d67b4fb9bada129180e2327017483
W2998334973,base,27,2015,clear_non_english_abstract,d391a836072f804a35d3e522149025baec0f8767b251c4127a694865516c0d74
W2134151351,base,12,2010,clear_non_english_abstract,329fc0b4beb9468021847d5864a9a1d02fb7a1dde2ddcbce5e148583332b816f
W4206453924,base,18,2020,non_abstract:reviewed_non_abstract_template,66fd5b3ec3f581ff027e59bb50bf431fe99156d0b54eb452a4127532f2ec02f6
W2946116226,base,21,2015,clear_non_english_abstract,2901132832d5f3acefefea0dcfadd1bca65abbfd4151959c867716c27c1e04e8
W4399273407,base,12,2020,clear_non_english_abstract,6c871313040377e22261366906a4ec9d270e9e37edf7ad0b245b05de464d3016
