work_id,selection_order,cohort,text_sha256
W2089555110,68682,base,f9225aeeaf83f496570d0a0bc2094353d877711c192136463f93e8aa71fab7e2
W4297782496,68707,base,061c8c21468b7d7b2cf4f7f875d958911327adb9b3b28a5d95b468bd0e85c60a
W2793215236,68720,base,6c9a2ad0926054d22770616d73bb06e07f0d387d857ce025f6fc70d38fe37547
W2356958067,68721,base,1aca5d1b116de7f73ebfde82de7bc087e66450b5dcd5f6409a0cebc9a3bee6a3
W1450124728,68742,base,8beaf1ddb7e778e556b0d10f90372f349097ea9d5e1b0cf1ba0bf95fa30c6957
W2262723305,68799,base,f2c528d90c9684d52d645cc0e042bb38505434c4464e3690ac70fd6c417c0a8e
W2372461028,68839,base,991a044623d58da57a3ed7927f0ac456f08796c6db4ef36d9512fe61e1e760e9
W2051778264,68846,base,f92c0d6adde3b282b56b577948636c542a907b2521d3e2e4f2482838d43dcab0
W4288290670,69026,base,0f22f0fa9f4a84d7a556f51d1c259e5d3f19d5322e7e1627f45b8df1c9891e2d
W2169664404,69087,base,a3b2b69e577b2863b6981f0cdc308959ac64978d63570907e0f98b63c9eca882
W4236730043,69233,base,992a80f2d02dbcc93c48cc20bd73794159e39c252708665b28661b8f656905e1
W2325303938,69263,base,757a605fb5f089ae6b0b861109910d712e6d6407be2ac718b80ed629ac375d16
W3123402605,69292,base,fea6ecde6e7a4a6bc119d66c3623dc82498bbb46442d37eb09c6e99bff5e321c
W3032857320,69355,base,b2ef98b2c6e13d32dfeb94275ddf456bc12b1c45ad54a8435f8c8d406d0d06ab
W2063313509,69402,base,c292190579bd8007706b9cb289f014ba96e64f7b01d4b812c88d53615cf6d6d2
W2372735534,69421,base,2fd46aaeda4a6279f1818b9dd98a76c2942f4714eb84aba0f39c8b80ce346af4
W2380458700,69462,base,f1bfa782208d3245aca950d2cbb36ab043900918f15dad42490185281085e63c
W2133921482,69493,base,5eef23359cbb19c20be2eb605988c68cdbb45473a55733a922b23f8a18765a82
W3144040286,69523,base,15da88ca01b9bb8f81702bd206be48a0f9ed4fb3ebf74d4177a7a51f473b4ed1
W2266239397,69544,base,a1ab23360b463fd611c3cb8a6036aa3d7874087f8ab81e1b16f7f062234e2ce6
W1561263454,69609,base,1ed3855b23ed5a3af0515a4caa2b72f517e21ca8b66bf6cefbb637ccf2f081e1
W2080735569,69614,base,1e5c222517e24f3e2eb8c909cfeb13528b38ab92e8a4ec344dcc9fb726c4ed80
W2318830927,69615,base,4c0e9128adbb987613e2e515eb97185b08c8ddab286a4f75567a2144cf8d4d99
W2142960723,69692,base,3a37681726d470e3f077d8ae085634d611e02ea4784ff3ad0b52f56ba4dcd316
W2406179164,69726,base,b476a65c608f2b2e4f97fb5c25a634a5cea325c8b92328ef0a0fdf8f2fbab449
W2018066918,69801,base,3790ba5e48c9c99b92c88a636c9974e967c0a7f138c8e16a606ccb9a19d1c747
W2742896871,69802,base,dce745288b824dbb9aa389f6f1c0c5c76b2b77b75154fb114274b96e2e94b600
W2553246989,69826,base,31158d7a9b7e5fa3b70586c560a7ff869f655719aa6e520834114de055520502
W2356470005,69859,base,b63ec723639cb9876346ee743cb4c9f87df762dc7d37376b9ae684e074ea9e9c
W2094676521,69902,base,37f785bd12c6368773d2ae34d7fb9a71b922078c4e30c44424e2f32c2c0fd866
W2414131644,69989,base,c5f0c18a2380b981616751a119740a1d07113af8dc0e18d289d382ed44e6a165
W2406928854,70009,base,ae796548e338844e7f947d37076c8929feb0c64a0908a8356d9a1c94b0750ba2
W2995773276,70016,base,d461aa4f9c6c9f839f205647417890a3eaa497c49fc839829c2fe334148cb48e
W2772207122,70055,base,4fa3e5aff288e549ee45fd1c439fc2deee99fe1edd38ee65d2690604e83bb03d
W4310570357,70144,base,36bd274b343a148f066f4a5fd5e2abcd361edb4d54330bf047d2c9da0314ab46
W3042754399,70150,base,3b96233d5dbf54cc12cde160cf58022f05dd171a30c94d6270188aedf2e6e5f8
W2794157487,70159,base,a740090447a926266df0a46e7500f2a295e6c06921382972f565546c9d8691d7
W4235728379,70173,base,9216fabb63f4bd372ec1e9d84ebc539e7cec11c9d5da625c319371ebb4a56a94
W2986645143,70176,base,de1c83f2099b37ab61b6e870ac091a43597503ec60ad6868b832f84f68639388
W2041468964,70224,base,377047f2d7dc20ef3e78427dc74de53fedb3cf5bd123fdbe129f8b73cfeb94d3
W2469826419,70316,base,6b055d9bfa2bd0e9a225bfb05e558c35cb64f325cff3affd59d08f36d2674c0b
W2122176824,70345,base,501ab2fe81335f188ce6808e92cd73ee92e3e9ef5e22f6c6105bd1befb9ce728
W610775403,70386,base,d04c182fa12a52c2cef3228760e7089c320915e7a64879277966ad4bd5bf0255
W2322774045,70406,base,59fbb5330f798591f712e8b2db14ce5de848287c16455f277ef745b77a3f0992
W2098424173,70445,base,7186ee0536d7b5588c229fff7a9fa93b5f2a7dc57ff8b8103fe5faae3faeb138
W2001795732,70454,base,ff6298da14d58f8b2aac9312c2b53b3d095b89bc39d4163875deea66832c587a
W2146473631,70488,base,6b846781ff46146a74a8ca697c42aa8f828b2b70d1018cdef83932cf9650a62d
W2540308912,70500,base,747277a6a2ad9ca60420b2c0442eeb0f60698bed394462b001831e16a71c10da
W2765661031,70516,base,8d71bcc987d146ae18c41d6c6f05982e959cdd470d4865797261a01ab11bdb7e
W2406712185,70545,base,87ebcbfadb7e1706cd532d762dcc8df5d5dedd32a37e4bae53fa2f7609a3b242
W4385164144,70576,base,6d49b35958d88b01ea34e2bc364bfa006b24b01a6fe06981fa79ac24f92718ef
W2371190436,70588,base,e40b4e132cd9c3ca8d98273908e331c2e7b31f1a87c74a1c691442118ffc3cd9
W2088354222,70664,base,5e263ca401cf3c0eaa23c5e4f35248a8c2829972ae981869c70c5b83b5274758
W2897185476,70686,base,2a30160f28460cd0460555eeffff7cd888e433a206d8d5f0ca3f6768864e382d
W2789754442,70710,base,ec6ed91ce0e989bf01098ccffb22560233335c0d87840ae30fd2905dd518aa7a
W2143535330,70730,base,2f6a2262ad08a76daa5e01c8849b0cfcb8da891a78b4ae43ddc508c0cb111739
W4404631007,70780,base,dd0933bd1839911b85f9d31d75f022427fbac82c069330879f0b842f9ccc46ed
W2966862133,70819,base,d38caf0c0d9ed7781ee6deff3c0b8dcc9c7421e3dfe5694d0dc1e0f729bab4e3
W2149211866,70834,base,d92513598cdf627b7f1f3b7428f4a2c15e3f80de9da88605967fcc4dfa124279
W3112709132,70852,base,9a7b6bc31964e6fbf9309039237abb25f549b48d3f8d5b7c6e7e6616e9795a27
W2053979447,70877,base,05600d49c20dc2073749526b42d44b205b610a7ec5a17671acff47193321522a
W2288628306,70972,base,33cd2ef0bf6a12524cb34d2693ece71621da11f5d3bca559e2e73b78e16624ab
W1522037808,70989,base,7e49edcf14bcf7ccd4c7b208fbdc748b213f9561111f6236bd23dd326d51297b
W2791000575,71002,base,a22bae77ae9892156e3886d54b0636cb831e38bd912377abbd27073b984fd218
W3112999491,71102,base,108f5914788a697712f3f3b5ead26c180f4020bf93a219cb783d47983578352b
W1993796572,71108,base,fb5f965243898f65498c1add10421c3ae452bd724e20127d2e0683096b3faf75
W2156721496,71139,base,bebf5229477942b827fb587453d2101d57db70c6818c3c6b737c6057e9cfb6f6
W322169531,71144,base,f3d6947826ddd276dc4c671c3f84c0e01e70d92ae1bdffbfa5e3f0b06b62f8ca
W3127493913,71170,base,ee56316fc0b113c1e27124f8320760687c13d8f49bcc440fe249e50e3b58986d
W3217436671,71188,base,55e1674be2b3f4a9a00402a9ba443ad0760603436f55f0b9f23bcfbad45e179a
W4317350125,71247,base,b28f44d7ac2dedcc05d2a1d37a1c0bb84da63ac4e3012840cf3afc63e5ba8d99
W2123222937,71318,base,2667a3a2a1e38b40db1d786ed8f61c73f6d5fe268a9275af13153f76111ac5f3
W2022617873,71322,base,5071edc28e41540fc0f6e5101829aef103f9bf899b748d3d081649a495237a7b
W2078554613,71434,base,477ce4fd7e3df868a72d339eadd7e05987251ff07fac825320ce08c6f3dadbd1
W2389572021,71445,base,73122a9a66e77c84ce26c2f498b5c503e56e21715f671a576c458135bef76825
W3176708835,71482,base,229b700c4266b7236362cc8468e9b7a998f9ced5a6bd1164a6553058599fc686
W2958424172,71595,base,560b90219fa6d57408f157a8e3600d0a9c4c31513c3d8646aa522844ddf1fb48
W2186177660,71656,base,7dbd3daeefe1d9f0b0c8c3bac7e82ec2cfa2b066caac09b18374df97cef16497
W1985711820,71675,base,fe0147eddd81901a2ffaba2ffeebe7abcad16764cdf2a0dba278bb96e44c854d
W2966807103,71705,base,332c0e1521c8e66635ac608ab58dafab44fec1d57491ee274d0f54e344c53817
W2379373621,71794,base,4f3af791e8aca491d950f487c387d30f75ae09e1b3ede28b6d385aa46a34fdd2
W4310521180,71800,base,2284a94265c5132818917f724756552a5ce0277a19662edefa3158de0d551858
W1985307849,71803,base,dbfee42165b13730ed91631f9ecc613dbdf96778d9a97c6a2feb92c336c30806
W4381094824,71820,base,9cdb68cb85072cc85efc3d38a4a0cffd1d4d5f0fbfc35f687f9542d5cb14fbd7
W2088213899,71835,base,216718bed637894ee6f8c19012937236315c08232154044435ef05e419b7ee47
W2509242062,71841,base,7150fdcf789453fc036831864370064dd5d2868b6f30490214cd892fccf7e5d1
W2969759862,71907,base,bb5997d48329bae9285b54e52fa8207ec8dfe996af4b9f2350a7529b105ea60e
W1485648357,71951,base,18cd360231c3e7d47f2d935c1d76d32dd057476425ef4d148a744dda5ce37289
W2369886298,71956,base,16add79796da63b8a9b5596c012319db05c8f8a0dfcb36d66d32da6118dfdffe
W2112054795,72018,base,5ff02ffaf1570cee2de232c760ccdbe58454583d700c350af41af023ef48c871
W2470560787,72144,base,1473ab3ddbb469e337cdbbb0aff78f4ed6bdad013513274fed1cbb22b17873ae
W2015596846,72177,base,6e1123a4f6804c7d0a259e1c2d6f7cdbe0b1bf8dae677e493042ba83ef97dfe3
W2139990886,72184,base,ef16fb9408f6b2c9481df60e42c5dcaf6ccdbc7b603ed9f3ff793e62e84f1605
W1601367223,72222,base,199b01bd5e7410f354c5a4d22ff942a0a3fcca2975e307084f7098b8254c79ac
W2072647592,72259,base,43ff59da36f9fa6401d90b81a31cf8a586d849392820170906f9741962b27ad5
W2152162468,72310,base,59ff41b8a64b1f1b19d4bb03ccb50b35a2797dca3a30cddd340fdb47bc428393
W1721415235,72315,base,9f9c0156c02398893ce22085fae04ab0e8e09668a1019d632a590a06002720b2
W2138885916,72316,base,fd7a254673230f3f391410a4b237d1bc24ab9cdea931fb7ce206812732262c13
W2062592167,72347,base,dc8726fd261141ab65fe88f83ee7301f63dd77c6ad5bd571917a7d79bd500b6b
W2184665439,72389,base,d906de7c96cb2cd6a14d66f27bb1d3b4660385c8de9dd1e5bcd014245414fac4
W2372821159,72405,base,59ff9eab529e8f6e84367ea031aef58a49e7240089a2445fe72073fdafbe4762
W2327235846,72457,base,3b61b4d50b9f531443e229fa6fc0ad209c2aaffe27b44507e964fae202b8c682
W1816660870,72482,base,3c98d9e0d3677971fd1f77a532188aa8bdddbf3db1adc7b757c57be282b988b1
W1997666279,72554,base,e99b695a8c2ad8b681cdbbe8aee1634cd68676f9a14a9d10e9aa778ff74e7c47
W3092481090,72572,base,e7283ffc264159c7912cbb2280c32b2b6f501e3e3b617aecefef67eb75d2a455
W2047786564,72579,base,4e4b3b1ae02c4869dafdfb2b3d01b53a6e9be4b277ecc6423fce39fbec4a327e
W2883865806,72663,base,34d80ea80bf4e4b09579ee3a8d711b36c548a39e51961033ace4a12282d3dd16
W2791430760,72744,base,f09063f57da1a4ffaaaa622c4f3e264898d2089164eb7029d54d9f0dc8e690cb
W4392432409,72768,base,6676d4252293cc4b2025aea45f518b9f8d639337fc65788e5e00e0e9e6e429b2
W4393858041,72779,base,cd7e8fb03529cab5c2d2ec8409093e3d3399999eedf89109df7641ea671c24e7
W85838113,72796,base,842a9b108670e94d297f6ed8018298dfe7b3a3c8a97047e3090ac9a6b07bc590
W2364605802,72816,base,03d987ff84cd047a4f1a2d488146a2b51e882452d7570be87caa8d886c54755d
W2037737374,72895,base,5730eee105b498c4ee4b17114ba5e42cdd5463cb6a05118b6619dacc76376c9b
W2046139991,72907,base,7fe6cfbddf4ba36f9fd7ce6c291ed5dd83a3d0adee14b1b0d7cf009b02fc7d68
W2765520067,72922,base,2f2dbd1d4de5ae3ed7dda0af88e1db4ec5d0cd7250ebf96519d8d351e6340935
W4385255015,72955,base,37f53f05593e910f574e6d5b85c728ec213aa70993bfa4c527b14eb1d0c84638
W1990591475,72991,base,e744280a5ba75dbe61a2d5e17c0ff2768cb7d56b68109a6cc64c328c982cd777
W4363609666,73022,base,7575e21df9a00008a49a1f9e733f2804d2ec40135d6ed2f4167ee4ff85f70a4b
W2352251062,73027,base,470efef6f0f403ba65698c967600ec6e8b4e220f717b4d7aceb18641c0ce0d05
W2956239824,73028,base,484820999bf5b51efcee4dd9fb648de3ad68e718c5f2238bd35a5600a8c0b8e3
W4387579605,73068,base,3fb07dc736a3390778a26bca758309b6b26dc8db7da74dfe97cd2f26ae627ff0
W2999352196,73086,base,e426a75d9b2d4bd2c64be85c0788a7b994f01be37bc03980d03c5d5447aad82a
W4310577402,73090,base,7a7773ec434e5dcce3ca2e602c24ec726c8f4a07716962aa92d5b4d6e0a2f5c6
W2409350226,73181,base,751150e7ba3892b1cfdb3f178e8c03a9fa55dfc8b16abd5d76838b82fa37ed99
W2005950570,73242,base,ff00d9bbbcb3be046037b53bf5f55f083106da173cea227ab5246ca64f6a5468
W301188081,73281,base,b5d17d6dce65e567998c15f05afcc9cdd179c36caa86477ca68092f2bbda8616
W2103553251,73362,base,77930c34a650395ba57c01a4e82314ab0f4ba60f5186186d3dd5457b9ac9064c
W4404221989,73383,base,430f51e06863c302869a3d83bdb8ba364fd56a45fb2a9714d9eabd7ee62146b6
W3196573957,73404,base,36bc5e1a0a4ea0e41695bfa172b3173fbe5fe62a8aafd4b5d8db25ec381a8ac0
W2026885146,73406,base,bd7f7316a8e9eaff740b4b477f49fa13964cf4839c457a719c3ac4ffede17612
W4232109262,73427,base,3207494b7ec7be40151b1d7d2484d6adbffa7b11ac53a8460f66a02a478d609b
W2322208614,73450,base,b45a935f0ae36cb3465d03dbf4fd6751106136791b6924aa3e9ce751e5e28643
W1976647488,73485,base,f66eaf76f7cc31364fd04ef190dcfd43a4c5d01b4809bec79d2f8b2b10239887
W4387040985,73486,base,f711466e7a5d2eeeb83654eb297a94268b94a3ff3cf6eb218b3ab16f7e7be400
W2050868910,73501,base,5d633432314244229b89282ea2d1e51360e549cd55a989934f8b8defc8c702b7
W3033338710,73507,base,540f52a7104667d2dec3f677fa8b7a372d04c504b5027b25956b4047787b50db
W2263290070,73514,base,38eba24e74cf114efc0fee754f8332001b1464e33a2e303e7303b8bc33aee2b2
W2010933624,73625,base,33c76d7129977bed5a5ec6e179a93b8ab4c7d9baeeea315029bf1d8d7db7d231
W2369445460,73660,base,6369906f21d0ebfb0ed7541c3577bbaacf248d30838c0e4995eafc851f98e71f
W4385485576,73693,base,1eb07159c118149b06cb9009d08293a3298e06701c3bcb27e28b1ee3ea09db38
W1972595169,73756,base,e0f0b91c6e295b63973082717a60b4f628103e3edb9a90ff3768514db75947d0
W2903430763,73771,base,dac90e8690171cef5883c35f8369d9c437503fa5c72fdc71f6f591125ac0383a
W4250980060,73779,base,75b7eb4dcd048e8470e8c3b1852859f1bba31cc0ab679bf8a9404f0a6ef91ace
W4362604270,73842,base,5f35c1ea38d788b990687df6268eb490cec6663a0f1b580e6d133f9a3e6981d7
W3148850596,73860,base,30ccc33491927571170aade85522d3825c193d33f1e8265966152ddf5e948628
W4390290320,73861,base,c83e7a0bf6f5479fae6a7d2f17aa2e92c1448c2168d8e7d17dcd90ca756fcb3d
W2106086535,73888,base,e9fcff2a49edfd7fcb082d76e293118863556ca4d94d91405c2c150df3476b07
W1980849097,73913,base,17c8ae0f4a935516d581345f090221ffc581bd1958e1f535ed8fb107310af2b8
W2156223971,73947,base,88111981dd8560e83fb64af09c04aa257c5fd050b4cb988bf57c1ada218a5403
W166551994,73983,base,8d69bc1241a15260892ffd6c6830ac4090a4205fb5513763edff6cd03bd5ab94
W2796678327,73995,base,dcb999353db7f023082a6519f268aaf97a2691a858b30cc147ca7fb31dd77600
W112225260,74001,base,10cea73115f06b4a26cfe116fee68ab803c1671aa6cc33858269311ba5a277cf
W2361401943,74027,base,f58858cf923581d2afbf5df73860e121e09bb6234e2294313d3558ebdc8aa020
W2600286494,74106,base,f3234ecd2de85719cc9c382a99b86b03bfa240c890dfa7af721f862c5743f0f5
W2090135940,74130,base,5647a8ffccf59b5584f5cf6fdc5e09ccbba6f8680a4ade3bcccab0ebb1001211
W2039681715,74248,base,8cf0e3a138a6bffb841374d94e010ef6515d74c57c946aa38fd22664c0ff5ee5
W4318486507,74379,base,bcaa5295fa26ea04e54348f542ffd1799d4001c5159ca75a536348840a39a828
W2605790154,74380,base,7a76655ad0ce3830fca608a86d4d9c6b715a50526abf53b2593655502f6b76f6
W2797815116,74397,base,1e82bd5179e075709be7acaffc5cec7917867c32ad112dece21cc618ca1df89b
W3139822728,74398,base,ead01996d6c711babc54b66ea15ccc85d632fd001ba80c0e5d9f6cc4881d57e5
W2479882530,74425,base,6398a1b0203e09afd36ce7f3a27eced039d31e0d4f840f0d99383a3c2c794507
W2989769894,74453,base,7a407191f9024afcb5d619025cd054f0fd859630a5a7f172be0e92508640cb73
W4382196076,74505,base,28e81cec0aea2d7355d25401f0ee17c3e275cd7078ad65f6a3aae8a1990d7063
W2320196311,74569,base,92a8e0ceb4b5c35aedb3a7edbbc081c2d29b6e8cbb3488d3c991c4e44f6e596f
W2947680224,74600,base,98cb43fbfd05af01c61cf99866272be4ace12ba03e21b2a6718ee6f1f3d49e4c
W2110386431,74602,base,32af26fd582ef044570cff3a19193e7dbdf7a0686eb37deb9c41ec6f6aa951bf
W2020828492,74625,base,31b831c38d8b491a05e13ef2b9c76b4c3b98ba01f1e674f8f9a36cd0a39834b8
W2379847553,74637,base,28033d14b2e78013cf1109d305e1b07cba9076b177dc81f531a418b3dc2bbeff
W2003076158,74688,base,bf7cb910bd728cfcfd63c6ee2135e6ddccc5b999ddae7717ac7d45ad0eac36a3
W2765537283,74701,base,c7db6021e4319a10f1c2a9989605582b82a4c0ea51de838cd7b7f9ada8118280
W2191089889,74715,base,437f3d419d0700a7792d5030b3a7603129e809729204f3a93dbd46f85a623368
W3099240958,74757,base,f198edbbe54e1182a806ef65abe9132a2c3080435aa3a79baf99a90c693ec2b2
W2118354991,74899,base,184ad48d12fc1082cb8f45a516038802821666f66844068a70f0a32e0e2906e5
W1907696483,74950,base,cea06c7f935853afc8cc86133c5cc1ba058d8462430a50ad4d9b2fc7c5ccfd05
W2036930872,74959,base,f3174b53b29631699e309e293681b1ff935c63c14bdc4aae8803b002e0c8222c
W2936660887,74965,base,54ac8f8bbc223e704d8f919e0a85982661721e64846f9c489a74cfd44f59f046
W2977861065,75008,base,c019d71eda1dd2099381f3fea3387822e424f35e9b2e4b7c2c1f48f1dd35adab
W4253358626,75027,base,5f7afffba4346389ac1ce1b29f3a871f4db8755535ed58f2cafecde352a6bad0
W2094695465,75051,base,97a850698e3b35e3e12e53bd7a09cdde08a1455706630e5a098b9dd3e6a90795
W2276004556,75094,base,70ad823bfb43cd28c5ce00cbf45a2a361e77c785993e8fba2d352fda3052cee6
W3109160058,75098,base,cbdabca1bd9d63db7f16cb48e2770067e2cd40724d125b6bc6594efa35ed4789
W1996628813,75118,base,950e92e5c84fe8507d28a9b00fa0b19caf22eb70d1cd1a6dd68cccb9f8ed120f
W2391231628,75162,base,775a712f15365fbb5d12711811dbc70c5e1db79d5723017f2491c6b9b7d47a3d
W2142831708,75193,base,a61c08778db493678183109698676784a57a21020155fa670c968705abba594d
W2133155525,75194,base,83b24ff4715e3c60a143c1b7adb6058bca9b8ccc840c9a0d6b0ebb3e167d624c
W2357561686,75250,base,0f055b10fda3fb54a0f8fcdeb136ed5f4d7d1c230980c270fdbc08e165c8d306
W1707273306,75296,base,16138a2ee15fcae3e1026f300cc4b4f19019a712bad4422426e5ceb4e864d39c
W2078542915,75344,base,76d76646fd3d2956ee4e2ed9eafa821718db645b7dc3b483d402cd5673ac6351
W3175866550,75356,base,6d4fa39826f93d001c7e10a203a2cf7852913d7c64d8c3b505bb14524eba74ef
W2139632223,75387,base,d16dc1f5d5b2d4fa96215d038edce4001c61f4855c0597075c00c0693743bec7
W2358462982,75411,base,c2b695dcc9cdd700c3cbb1d75887545539cd3cf6bd80fa10ec107794fd08fa61
W4300991022,75423,base,1a9fe029b7da29cdb86c95c6b144941651ab2c948dd7062601b3b1ac660ad6da
W2301069150,75470,base,c46d7bac637cb4cb93f09c733b7eb76b891a84e009bd67bacf68c77329ffee97
W4403267186,75480,base,0b60626b9670916f4c7dc866b8523ef4915fc300e86a789db6f30fe92ec378f4
W2526699244,75502,base,a0e5da62534bd27c7e6b34584c57aa9d159b0552b5aaf80137921a15f1bc2cef
W192120840,75570,base,d1707e17c875876d40f526ca23a0c638522a39b00a429a1e57ff5c981dc26c3b
W2978540972,75580,base,b8f971b9d63ef742cd6614b02dbe9c23d02027d4c6d04411cc3a090ea18652b4
W2353641330,75584,base,dc8bcd38c023e1964696295c39b463c23edd2151c225cb56aba839803fc8e07d
W3212367134,75614,base,33ca74a2a3388f23b3cbbf53cdd15d2c14b2ce397a5c4757b1c1e638a6992a6b
W2982417453,75627,base,6a863b8ff27ac000d9366e6694359ae4edf535fc0c8414c13ee16374386a0fc9
W235103352,75632,base,9085f69c19ee0f8daabf945f68b48fc3b8eb1b1b0a904ab6bb0315b51d8d7f53
W2383580587,75645,base,e225fa615fb08ac18c42853dc81efacb41b251be6463a15d864b4440f7a68de6
W2131842204,75668,base,b858fc4e238a9fa2056319ef073ba1a64fc204370d5a477791b6feb2a0882ea9
W2153500772,75695,base,e3212a69c739dc0e170b7f2a32bdfbe2e8d54171c41c31bb595ce245b4150e10
W60832093,75698,base,ced3797d6ea7748d00b7687df6348cef5e35cdde8a85fb38fa9292a3cc5a360a
W4220684274,75709,base,b9e263ae8d6bf1377746103a99fbbfd8a6a06b9daefa566b99f6207ef25797e0
W218783261,75769,base,bb46f5beb136d5da112cdb578a5f953b9277d44704d7a06af30a76e8ea5a37b4
W2165631650,75787,base,ebee6c166a430700dbdcf76fc365ddd0a1daf1d79a41b57234ee403e5c8fac56
W2994983644,75788,base,9b42fb0c54b40ced2eac14b3b9b279341f1c296dab5beaa32bb9555bbc76589b
W2768242524,75791,base,88fca8ac5af1113e0942593d62cd546bbc6e129906db9cda320c8d8e8767cb1c
W2376951315,75804,base,3c4b9600bb594ea8f94f95a256b30212e5c5bdfd57f885b64ccb62d0cc4a3e0c
W780705170,75906,base,9438126e8f5803d567f93e1d9967fe620939c55e1a4d507eb864c49e8276fee6
W1988275991,75939,base,82303887c8fcf3231ae2182b2f53661568a29c54d46752010bad42d116b28201
W2045213218,75972,base,55141f094d592570190c578367545106d07fd8032535923e1254a8ede6141f74
W639674764,75981,base,32df5e8f7b3eaf759321917f3a2cb094f59f7fd2a5ed0b1755be3157e86071f3
W2044920676,75992,base,fb5713a4ee752f43586c382c6b57ee684c4d76417853b4e75791178321953255
W93948758,76037,base,7b792a43c1a690132b7f9bd32d08a4487d3cd1d5e012750cdbd6852f3d3ae94c
W2117478764,76043,base,ad1ecef45caf9e2e3bc6af9821a2f3ad6d7ecb258fdb09c1527e00364087a896
W4384518607,76242,base,77fda74236956bb5a3f47878bcc936a57e75928c771a149167b3b2adb534e345
W3003842463,76253,base,dd628014db8bb165f01d7ea4e9cb70848b7ebacb2367a5340a59647070b1d2bd
W3016971377,76276,base,cb3aa7c1e9279379f8aab1366daab5538daab4620514a4360d0776b4ef9636b3
W2530299903,76330,base,072093612136ab27857823483bbcaffca775f697c9b6ecfba817af197e828d9d
W4403300026,76383,base,ab6aca3ed03f42335228c1489983edfe3b2fefcd84583ec996a1bb4f631ae462
W2362419142,76394,base,7c5fa2b0452ce3240ddede0ae62191af381b0d86086ca44919c28ecf6a3321e8
W2727255615,76426,base,de88b7a8fb6697474210a1ec955cc891a42891462b1cfa98e8ce1d9104561520
W2095551395,76467,base,7c53bc394e273ecb8a0b1ef883f4959bf9b858bbffc0d7c11c3c5a1865b346cd
W2006402434,76493,base,fd669901d13788799872fa8f6145959d87e0e63cd3c3ff7704c010d242f366e1
W2182166963,76552,base,340eade2165dd77587201e5986961b3f0eeb3cf8d19e22b653708e943e7050d7
W3164542826,76563,base,44a176f8c881552a8c676f72dbdfe3b5174253f98a26500d092ef5f467fe410f
W3083691669,76564,base,ae678316a3448045be69ef9bbedae4ddf314579c8f272a87e0d6d66b427735fa
W3203181774,76590,base,200972e869ff1ac6c08bc4ee9cc06ba3b89cfbdea0a97c6b88dfbe5c14a46913
W3032577279,76596,base,cec6da66ddb1c8317b6fe963492545858ff0dadf3e7d5ccb501e35fecafc52cf
W3040922073,76787,base,d446291f82c24e116cd68a3a941b22f98d9e01ab1875597aa400fc16c43cb138
W1986785372,76830,base,41a3e1e68f1a0d6d5f24bca70fb3dbede6e5f3873232dca3d170203eab62a178
W2004068532,76856,base,de75f17551fe7d229aa2fa94961acd60f42f4cbb5b74bde62dc07535cbf19181
W4405729841,76895,base,606500ae7f970f4daefb06efb42abf153cc806afb47eeef883c36ab21af3710d
W2915723002,76901,base,cf6630b9321fc4223a7cd378ef078ff46438c0b9f63dfa76526379e44fef11ce
W4205617350,76943,base,f1290c06284b1be8a84eda11c814e1d84dfc094c805fc026a8269dc9dc71e41b
W2154266863,76957,base,6905cf8575e84dda9fcb9be4e8594cb612a3f6e9815cb56e6f0838346384537f
W2010303358,77056,base,4326d0ac7de650734f5ae52f8c657b30ef4fa5db452105a5974eb929837eb73c
W2022750627,77084,base,d2e698ef110772572ca7aef3b844394c93ab098db2557614d8bd780983c9c61c
W3112935394,77143,base,7d6c2d8c025579ae557fba8d79bee9924a7095803691ed4fb78395fa3ae7b175
W2237472518,77165,base,38c3d0e0572da77421c4d2935672e6992f13890c5ff810de13addd147921e2e0
W2048545478,77166,base,ede0ad3b38d95eaf365b79e15da7e1c00ebe392d7585fccb82e84f034ef63f2c
W1974173658,77333,base,3ef276a9c8db848278a678d368563e9b46a0e73a7a9a347ef85d3658761d7a2a
W2614843505,77339,base,8f8db363607e6e6d0640755f0f1c90b20dc937305e2f40c320abe61585d5751e
W2994691394,77365,base,780636a93af547b5a27e81a4b513a87421e54baffbc84c6e8e0de7b6beae13c7
W1773087879,77375,base,256a1348e8ac2bc08bb96821ca064410b34cf4c3ef58e42c49dc119cd887da3e
W2806037657,77389,base,71e64bab5813661e249c954d1019049bdc6d1db68de37e8b96c550b9f6ded787
W2128525944,77463,base,8b37171b7ea7a1b71d190f302bf3d95ee30d2db9bb1b24aafb480d75dc29e090
W1969679854,77465,base,08de3a4449b5f6d0213a2718b65cbb20d1b58fa7d86c3fa14d1753e2a93d237f
W2289171543,77509,base,d4b76d50f6a2f6b170c83922eda344bb011ae1f3fa7255870399e8475c021f4a
W2031934284,77513,base,c18603a95c11de6c044491daaf2534b06370e9272d3c50364285f117dc3fa7c8
W2379418644,77526,base,71f6e39fc5be58423689a53dce43115c4d9c2988f944d82fdaa212a9493dd91f
W2618668501,77570,base,0cf9bb113450d68346e828e32f4cc182641ffb70cfce654711d80ae15ae7479a
W2375627657,77596,base,31df67bdaba4ea1fbfb2bf2ab06e12a2487b581e5bf5ee8c36eb1bc2dce6dd0e
W121628249,77735,base,a60c5c95e13c49ffd9997673c9cb2c65b24922e76578222913e85d23dcc0a1d3
