work_id,selection_order,cohort,field_id,period_start,title_language,title_score,abstract_language,abstract_score,text_sha256
W2069965799,291391,base,19,2005,en,0.8063926100730896,fr,0.7383574843406677,0466eafc4a54dfaae9bfc272170c841a828c31a301c4c271cffb02e5512b021c
W2305243905,291404,base,33,2010,es,0.4477261006832123,es,0.5830753445625305,a8e16f304d9e466085f2d3bc27f6dfe9d72a829aaccf367410f14e2db386c71d
W2142247975,291429,base,31,2000,en,0.5047268867492676,en,0.7811923623085022,7446feb95d87330f1ab5ff1c47e1d1a75e0cdfe4a6aa19dc937ac96c4c0f8a8a
W2088584235,291479,base,22,2010,en,0.44148948788642883,en,0.7546911835670471,244e83df36f8c8876e79f272493b4c3f2e9a9907c790f4fff24bf9ab406df6be
W2187265586,291522,base,17,2005,en,0.5167073607444763,en,0.6777971982955933,6befeaa79329cf09a2a48ab3082d2be65f4f1c66669ccaab23601aecb143d00f
W3183096536,291536,base,12,2020,ms,0.1574339121580124,id,0.464637815952301,5aa8446c1562d851c4a16d097560c69f4e0ce7b255ef9ba65e958617879d48a1
W2282885970,291576,base,13,2015,en,0.5279629826545715,en,0.49923238158226013,1d88221a4fd355567a50a38bc3bad3fb6166a46a3df49dd37744e44828b15270
W18958762,291592,base,22,2010,ru,0.98891282081604,ru,0.9944220185279846,11fb673a7f9429ced52e1a32311f552dbdd607c34c14679383b34ce587956482
W2093425957,291675,base,31,2005,en,0.5685829520225525,en,0.71662437915802,32cfefadc821ef2034a5842b82cdbbf168b2f648e97ef924d477b9eb76ca4bbf
W2949276677,291706,base,26,2015,en,0.8645539283752441,en,0.7474362254142761,beb42d084a1933f44668398bdc00540e9811a22b130c80cf76c4ee78332d6581
W2800691828,291789,base,11,2015,en,0.26458731293678284,id,0.8478804230690002,698de4d6858e72221ab4b7fb1e0439fa942057c110d2cb3efd259491abf4c92f
W3113717058,291794,base,22,2015,en,0.7355734705924988,ko,1.000066876411438,070a15c15bbc3a48a693ea495994dba6f1c8bfb85e29f764fefe4c5b0e3d4d80
W3206124520,291857,base,33,2020,en,0.8688518404960632,uk,0.9999755024909973,d26db4c1372c5b2c59e952bc20f3ca92e4dc41e885704a83e9c770ded9dacf44
W4376869487,291870,base,17,2020,en,0.9171591401100159,ko,1.0000699758529663,1f8efae70b3997c0b39c56fdfaef72478ef1c3428ffd310111557161684d446b
W3040646426,291930,base,23,2020,ja,0.21613913774490356,uk,0.9997616410255432,c01166449fc1acd882025dc48594d59912d8cb212bcddca2413abd917111799d
W2005755241,291971,base,13,2005,en,0.4380928575992584,es,0.41369161009788513,1d854c9eb66aed11452f081c9c6e08940d576832d4d89839846459b9246dd556
W3206938148,291981,base,27,2020,en,0.8599031567573547,cs,0.9992373585700989,526315cf74deec9acf06dcdb5b89f36b98b8ad26760a9e91c1ba8d62cc75d80d
W2169932173,291992,base,27,2010,en,0.8643023371696472,en,0.717257559299469,9898d5fbd24013f5b4e504baac6a1dfcdb2643d9362763ca2a270ab86280afe0
W2509559400,291996,base,27,2015,en,0.8732596635818481,en,0.7786852121353149,37a71df50480ce0d1ef1981b34b49315fd3878aafef1613a518ae4d4795105e5
W2915004237,292022,base,11,2015,en,0.6826916337013245,ru,0.6131819486618042,c9864835c299a9760225aba60147a131f47ff6e1dc5cbba47d93d01261a5d542
W4385286138,292028,base,33,2020,id,0.5759103298187256,id,0.4118538200855255,888f1b57581483abdfed7827d36b1ec2f48053865a5ae9e39a1bf2429a6a6a3e
W2111551377,292033,base,16,2005,en,0.2829952836036682,en,0.7918298244476318,08b62fa183b0d985ee0ef40f4cd0d1c999fefe6c52085bdab41c6a7bfd474329
W2766082753,292044,base,26,2015,en,0.7507800459861755,ru,0.9898819923400879,e0b65badccaf98f9c4d29939960e2ec1f0f552a43b2ad6cc749bf23e1ae03ed1
W2966835338,292073,base,36,2015,en,0.6585521697998047,ko,1.0000699758529663,e2b9edc3805108273a18683deeb92f5b7b3a21d1508d102192ed687a04b8229e
W2564844504,292092,base,35,2015,en,0.7782022953033447,es,0.9652585387229919,e893bd08842916a4292a1738613a587a261575359018fd678beed1f700b239f4
W2159066791,292096,base,19,2010,en,0.7765501141548157,en,0.7456934452056885,55d647ec0763ab400160285962832a19c1830ebc1e98a582b3d2435366a3d231
W2152686532,292133,base,26,2005,en,0.7391424775123596,en,0.7898878455162048,56e21d00311bf007d14fc75d58659ce73be343032740d6a6b125d355e51a75fd
W4401937479,292136,base,33,2020,id,0.6933355331420898,id,0.45647579431533813,c8176ccdeae0106737d2172f1066bc5afdc1f27fd48b30b1dff0f1c2cc924fe9
W2909483080,292141,base,31,2015,en,0.730674684047699,en,0.7946727275848389,d456a59a953ddb28a9e43260eaa08666f50be5ab29dbe89d480434b598975eee
W4205866274,292165,base,20,2020,en,0.7543851733207703,en,0.7797693610191345,dc1a2199fa6a300bb0431b587f2002d5ce44d527580a502b9cf15c9a75d08bc3
W2963957212,292197,base,22,2015,it,0.5224838256835938,it,0.9956192970275879,6372f4fcae943373281481cf24d2c32347400134c4650cee15d5620a382caa3a
W4247997983,292232,base,12,2015,en,0.8959041833877563,pl,0.9989362359046936,ea47cea659d5dcaf1874217c82c107a73097094966b278cef197887800997c0d
W2924567548,292297,base,33,2015,en,0.9451188445091248,pl,0.9997459053993225,b914c94d01f57a8652dabb57899c1c2ed72001c9697eaaaaceb8cfb02cba894e
W3180717876,292304,base,17,2015,en,0.8645028471946716,ko,1.000069499015808,8e6c1d79ef367e010c9a7fda81974966fa745d0695ec9edd2986203e4114fbe4
W2383451512,292309,base,22,2005,en,0.670644998550415,en,0.7446309924125671,2482cc82b4778b7af45da7f26e33beed0ff74312b38c566fefeb29100bc1815f
W3035047841,292447,base,27,2020,en,0.5453057885169983,en,0.7170805931091309,d608d60538614b68088690795e7d606b02174ce95707249f7e0060c730d5bba2
W1971810685,292454,base,31,2005,en,0.5812627673149109,ko,0.5730876922607422,157a34e562c10c961beb62127dae2b4b07e92beb15a24f643d9cdeea9d5a93a7
W3112737480,292460,base,22,2020,en,0.4567966163158417,en,0.6817367076873779,da4b3796b07fbbafd768cdfe12e99edf5040667a7e49e101a3749251662239ee
W4365450251,292478,base,33,2020,es,0.9774537086486816,es,0.5933796763420105,720a66f74558f73b837354700766353091c7f81d8734e99d14ea4f02084f1f70
W1483401298,292504,base,26,2000,en,0.7305945158004761,en,0.5887063145637512,23b86131589e697149ac62ce3a68040c02ec4e4b9a29bba62410e46ca641f610
W2384092529,292540,base,13,2010,en,0.6945338845252991,en,0.777151882648468,fe86b1a4b66183723af9643850b4a091e7dc8121128bd7641756ea7783b338bd
W2113493103,292541,base,20,2010,id,0.2965448200702667,id,0.49170663952827454,e869ff196b2222820fa7f79146ef017d5048de523174e6fbd657fe0c3e787666
W2581576841,292560,base,22,2015,es,0.6992364525794983,es,0.5918017625808716,cb9ebca6e49cd925ca8df835331f04ce648043edcbec2f5706e018a1f01837d0
W2086212510,292596,base,23,2010,en,0.7756400108337402,ko,0.9392117261886597,384346bc8934906608bfa8b8cabfe6f0ce73d95667247d0fb01495accea586ef
W3207234315,292612,base,16,2020,en,0.45010149478912354,en,0.7702121138572693,713b265c3d1b83a5e56719cfdbe4c8959eb7285cd32b83ec5b2ef5e5ce0125ae
W7137510413,292630,base,20,2010,ru,0.17548400163650513,en,0.25145554542541504,ed8813a6c33f6b098583d613436e2f95ae8323dfc7211810e69f3744940e242f
W4360606088,292646,base,27,2020,en,0.8148960471153259,en,0.7080323696136475,ffb5c9a7a0476ff482e47caa2afac648dc70171486d52e03b99703e160d0757b
W2975494203,292654,base,17,2015,en,0.7165235280990601,ko,0.9402470588684082,ce1bc3a87b7aa0ad3885b4c8f8b35615f6528028f878f019744be466d3c633d7
W4200496629,292665,base,27,2020,en,0.8037015795707703,it,0.7671633958816528,8bbc5ca09c5a1468776119c1bdde52f9f5edcc454c8c8fe22470653393e31568
W2015807410,292690,base,16,2010,en,0.43952658772468567,de,0.9827908277511597,7bc5ac050f8ca64adf54c098d1465337df28bbd20386ae29d62122d4a24932ae
W2741900015,292725,base,33,2005,en,0.8564202785491943,hr,0.4301115572452545,b8834c6ba80699b6bc6208c7d0c92129dcafa9a07b7068e3d089ace98b4f5639
W2800442583,292757,base,17,2015,en,0.9431028962135315,ko,1.0000691413879395,cc0ff7574d4ef0acb8db7f82ac8988fe5f0de6748a15cd9166df3704be6bef4a
W2182477576,292777,base,22,2005,sv,0.19386138021945953,en,0.7481157779693604,3136e452e1c45cff67788d9bb653d2c74a9c60af5e94ee0a603eb2b589230564
W4402629998,292797,base,23,2020,en,0.6988384127616882,en,0.6678968667984009,3dc73b99c660725ba14f8d6a01880b1fd9cd55cca00f0fd2253e927d0a21ce28
W2320586524,292803,base,27,2010,en,0.827735185623169,es,0.9410004019737244,d5876c3b9ca64f3aca1b11ba2fd0845c060d147e8e1d06535742ad04970d9d12
W4387057787,292824,base,36,2020,en,0.9267815947532654,ko,1.0000674724578857,ee03be8849ef11bed68c15ab7e7de784ea543b1edac9c3c9b3cc28301db7e739
W3152756381,292825,base,13,2020,en,0.865193784236908,en,0.7038365006446838,e59bc7d8b8f4b1abd54dc175cbdb52ae51ca845f7a050b0f1eafd112c6becaa3
W1977738795,292834,base,22,2010,en,0.7365812063217163,ko,0.7971833348274231,f426b6a5f5deb72269dd85069b33bcdf889a7930726bbdc83197d5c2df67c396
W3146627249,292849,base,20,2015,en,0.6863678693771362,fr,0.5456396341323853,4a62c54d053be7fecce1a9cd35c05551f0d4b85f7c91e03892f84c0d4c49eac3
W2948893267,292890,base,36,2015,id,0.6429876685142517,id,0.5486413240432739,835133bd003d3f25ba130a393256f533ce16665154089c7648a0388c97fa209f
W4251390309,292926,base,16,2020,en,0.507954478263855,en,0.7899649739265442,2009b08e6a34d95a4a0b3c569052559fff4c29eb383b8505376435a46fa6c360
W4385902495,293020,base,13,2005,en,0.7833401560783386,en,0.7961031198501587,8006f035378e4d34c17c7bd6b3ddb179ae04a71fc236183d2f7223d20ab21067
W3131018326,293056,base,33,2020,en,0.3563925623893738,uk,0.9999582171440125,3e26b38e20237daabce5c787b66af4b5c7dbcb0d7890704315e6ab2a2ab03549
W3164546435,293096,base,17,2020,id,0.2522684931755066,id,0.7773863673210144,58e4e851e174f745a91b6e229cffa538746102e1d3f62cc779620098a3ba0a3b
W2809058000,293217,base,17,2015,en,0.8777883052825928,ko,0.7651851177215576,022cc3e73d6035e144c2b5ca21f7f706a7387f3bfaf8a782b0aa91bd97806583
W2493437586,293222,base,33,2015,en,0.3805673122406006,ar,0.3437962532043457,d8be1ee390fa000215560f74ee222ace326aa0ad436529ce9ee659299697e86d
W2337686336,293239,base,27,2010,en,0.8446959257125854,ru,0.9923293590545654,ed52734662fdac43612e274e67af0e4a4a36073a732effc6828e4bd540b0f737
W3140217860,293263,base,27,2005,en,0.7674121856689453,zh,0.9300372004508972,ea64a4a76f56dd7f52e48fd3b5ea6b25784b1595482ee4ae5670305eb88be69c
W4402452776,293281,base,32,2020,en,0.6745145916938782,ko,1.0000698566436768,9d0a3dd3d6de6aa10ce05c48013da1bfd5f6ac844ce4f5fc31adfa7632b8ceef
W2322389801,293289,base,33,2010,en,0.8101609945297241,ko,1.000064730644226,f44610d90d514d008dda044d9a2e93fe6384291dc6e87704b04e96a331ae8f72
W2967139162,293400,base,33,2015,en,0.24014709889888763,id,0.40240055322647095,37c1da494f44f5aa986aaf4f45efdd873951feacf80e9be3ed82298c944fe455
W4255300849,293472,base,25,2005,en,0.8706305027008057,de,0.7126842737197876,66b706aa891f34c67212b513c9bdc5f2150a9d260068634675fa829ca578cb88
W2330568438,293489,base,31,2010,en,0.7988907694816589,en,0.7019021511077881,d556bb1279538d88b86eedec44a13e1a5da8102f2e5cea8bee065cf518e02b27
W2391316413,293644,base,13,2000,en,0.879547655582428,en,0.7560755610466003,80a12d4b11ac1f0f20a39c4419cd4132c56b4c8ecb4b41c3b638b2551b946b16
W4404604411,293667,base,12,2020,id,0.7180746793746948,id,0.41292980313301086,69d43de7118cea58b81cf1eba4198b39a981346f889416468e7601f2ac5a3be0
W2007988111,293697,base,15,2000,en,0.7592443227767944,en,0.7889168858528137,03ef9474b5c86b669e0a76c1c77d910fe36b2839c9021103b47b8bf05b315558
W2023890513,293768,base,19,2000,en,0.9355235695838928,en,0.7620185017585754,e5c2e23cb6613b1b6149adb7267566672ffae26572fdcc762a29f56811bfdf3c
W4247871539,293782,base,27,2000,en,0.7193549275398254,en,0.7383835315704346,0017602e68a825f59ea3643c0ea4bd7e9c58179b33c8e3162eb7d1b45336e7f0
W2772614348,293799,base,32,2015,en,0.7977292537689209,hr,0.47349148988723755,adf03ed55ee95ad110f60a14d32a9e907c933f44e7531210ab113ae3bab85605
W3087718412,293813,base,36,2020,en,0.8515161871910095,ko,1.0000696182250977,35397cf056a70825240e844367c60233fcc7b200c61a6903c4aba4aca34ff3b9
W4399274936,293834,base,11,2020,en,0.5990957617759705,en,0.7966164350509644,977ed6ab7f178dc7a7f52979487a42e5898bec9d1a419046051b378531cf6b86
W2613509531,293897,base,23,2015,en,0.8116558194160461,ko,1.0000697374343872,352d146dc4547bb934a494bab7de8e55e88be657f1238323413e92774a9b672c
W4205881127,293929,base,17,2020,en,0.9367743730545044,ko,1.0000699758529663,2dcb0c545b1721e0903cf7d5504d95ea5264a6637c756ca596490807031946ff
W2906807679,293978,base,14,2015,en,0.46134915947914124,ru,0.9928434491157532,8db070e4d4ede614aa1a1e1e7e832af893e0dd66c84bc587b5636f29a1a2d4bc
W2992838552,293983,base,23,2000,en,0.29591384530067444,en,0.707550048828125,f6e8ae51c1936aa35018ec131321bf32321d115b31a55eb5fd472b21c3155ea8
W2037871874,293985,base,17,2010,en,0.6708341836929321,ko,0.9349567890167236,d188d1e13de69e1478d8ddc5e6034364b3b7ee682491df7dd6ca7adb9336184b
W3209530616,293987,base,12,2020,en,0.375983864068985,en,0.6854010224342346,d3c2e7b3078ffee3f5bdfda729de6f4c865e4ba366e2f8c3d1b0d27336ddddcb
W4298207890,294005,base,36,2000,es,0.5714784860610962,es,0.54091876745224,86a78700e3de2adb62cba703a400ef07866c9f936aeda458c8cec96dc5b8e660
W3177177122,294040,base,11,2020,en,0.7388871312141418,id,0.34752529859542847,bbbe97cdc09c754f0df6d51c6ec69aa23250b1a4dc2c885c651bd0625c6afee9
W2625141730,294183,base,11,2010,en,0.4418364465236664,id,0.6978622078895569,a59c4a8e65b683b25f8e00cf2bda546aee14f03e79201556cbccd0195496f74c
W3192205563,294280,base,27,2020,en,0.845406174659729,en,0.7141896486282349,b38a459bd2ef8a14241d23ca6fb20dfede4fcc80b1fc97f2a79726d7d5739da7
W4322212949,294309,base,27,2020,id,0.7167661190032959,id,0.391994833946228,92ec9d5d36c3ad9ba0b9cf06893d36a629214c797e895f81ae5e7dbde359cd71
W1673923263,294333,base,31,2000,en,0.7668213248252869,en,0.5192610621452332,980ed550238d9aa3d5137820a88a77e41607a309a07b2c8119043d7d9e3ed137
W4255281913,294379,base,12,2020,en,0.9857253432273865,uk,0.49593544006347656,bad1d873a3ab5243e3fc87487b3a846a7792a8f6648b19348ffb4c1c00df2392
W4406879139,294399,base,33,2015,es,0.9551743268966675,es,0.9645179510116577,a1b7f4f94eb1fbf1695529617303050c7adf443f2c553e29c1c2904d81e3bed5
W2019693849,294400,base,13,2010,en,0.4122907519340515,lt,0.6785608530044556,17a8e11cd5f03e444f2603b93e8d17027d03d741640d312bd7591edd49633dd3
W4205563974,294403,base,20,2015,zh,0.34962257742881775,de,0.996024489402771,eede5f4425abae1e80c10ea5e140ad25c66746e10e01a0d689b4e5cc213be9ab
W2281010453,294415,base,22,2005,en,0.22658208012580872,en,0.26120725274086,2e13b6ee977b3e6176e72b331e4be1690425adfcde586d332fc0105225920d01
W2555424746,294449,base,33,2010,fr,0.5036790370941162,fr,0.9371493458747864,c6100e616a546d69f5f4755cb8d6ed30a39d880f632ec1bbdf2e33119d9ecbc0
W2596150040,294500,base,31,2015,en,0.37954115867614746,en,0.447782039642334,e5cea03b9bd00e2ced77aa1b6cdc48f79b353a7e9f1d4591a0163c762308cdd8
W2885302134,294575,base,16,2015,en,0.813521683216095,en,0.7737565040588379,feb6c5d5203c57175e3430197dd9dbff3add69d51a79774e6a44d0c8c046abf2
W1596358581,294754,base,17,2010,en,0.4914092719554901,id,0.7036252021789551,e28ba1a133b6e5cd0ae7cd336ac24efc522e986fb65031dcd4064106d5c3d255
W2784663840,294788,base,23,2015,en,0.8256908655166626,zh,0.8585909008979797,02a0342b218d927c945b9b8b99ad1e1cef422464f4879a6809d36ba3fa5c14ae
W2128320323,294795,base,17,2005,en,0.756191074848175,en,0.6860461235046387,c7c6abc7d63b73d6fed7aeeadee09bbd0ab3436e03092f8bcb49a782620be72b
W4292170306,294807,base,33,2005,en,0.746657133102417,en,0.7415043711662292,086b950a5b123e8f095f6b57c715218e2d47e042269754643678eb721a3699db
W4408010654,294871,base,33,2020,en,0.1569168120622635,ar,0.9989542961120605,dea7a0afed70cf1034d8308ecd692c32289c59c27572d44859460069ae828b04
W2173234181,294872,base,23,2005,en,0.4696153402328491,en,0.7477743029594421,156262a395daa0b78fb732289ff7093ba31954d8dff82cdaf15c5007d6492ca5
W2740278589,294884,base,11,2005,en,0.8630797266960144,hr,0.30532196164131165,ef6bf34e8ab8bb3cde56dffce502315c8e7e1d6c3b7bc707c8a1378b768a0d71
W2107674811,294897,base,18,2000,en,0.8239089846611023,fr,0.9958509206771851,69583236999e30f566f710ed4ea985535d515e9b4db8951933f35e1358a042e1
W4392536413,294932,base,33,2020,id,0.4538940191268921,id,0.3381403982639313,78a65582aa89c2cd02d43ec42a9f953e62ff8f0cfd80bbe2f12867414116451a
W3024583112,294945,base,17,2015,en,0.6997924447059631,ko,1.0000699758529663,0ab147a45b9d560b105acb5443ce33f1e7566d7f5d15363e4d92debc86231dde
W7137639483,295039,base,31,2020,en,0.6188945174217224,en,0.29486942291259766,60cfe7995f8adc4b2b6496ac57f54549f19dec30312a2cae102a42c5c5856bf1
W4306253494,295086,base,29,2020,en,0.9824444055557251,es,0.9783021211624146,911dbb5cf2f80a802910ce99164f099a90198c074df7b551bdb77acb71d2ec97
W2362929029,295088,base,23,2010,en,0.9051846861839294,en,0.7401884198188782,3296fb25c89a4b25789c902b63a7e59133a79eccd47d2664741fd33ff0e0ff3a
W2768649211,295118,base,27,2015,en,0.8285273909568787,ko,1.0000697374343872,2a9ee52064c7a710dfb32c5ee4f37af6d4dadaf5ef76f392fc038fb47765a89e
W2791042044,295136,base,17,2015,en,0.5835080742835999,ko,1.0000698566436768,9c54c77ae6eef63afc7f57e1e12aa07ee093635b437c18fcba19f5878a7556cc
W2784553696,295176,base,33,2015,en,0.9332356452941895,ru,0.9958958029747009,d4073ac965dd0f3a34fa5e0c8b5acedbd36e0d60c7a20284d23640946cf19780
W2064963625,295183,base,22,2005,en,0.7238582968711853,en,0.7609175443649292,436c69b36ffab3d69f2663e36ba38280cdccaff7ee375701a3c812b3f304c1c0
W3199154170,295289,base,14,2020,en,0.6540611386299133,ko,1.0000699758529663,809a6c541c03a10d9433d52c1decec428d6de8a45a8031f4922d559d2af15386
W3089768553,295401,base,12,2020,en,0.7625096440315247,id,0.43240630626678467,a113377b8e526b792b2b73b910c30ef5ae0034b1378efbab6b866f9b9e288719
W4385437546,295443,base,14,2020,id,0.3603499233722687,id,0.5073315501213074,dea1b81386d4d97f4c73936e6068fa69ea7d45a2f0f97f6cbd2e7df1533809dc
W3089864542,295517,base,23,2020,en,0.7551590800285339,uk,0.9402828812599182,ec04c1ef32579299f4ca7f4f58d5034a3392183f69f767dc86e0740ee6fe48d0
W4252590836,295520,base,17,2010,en,0.21106624603271484,en,0.7793501019477844,27c3ecbe7144f9aa990891b247869c2214a831c883f124983864fd4db7db3f27
W4386688276,295529,base,33,2020,en,0.3787805140018463,uk,0.9990718364715576,81497777eda06291fd68a5a173c416994e78348954b53220525676ee39d42003
W3153949899,295609,base,22,2020,en,0.748609185218811,en,0.7837828397750854,93850683abcfb82316f4dfe64fd4e11d63365c7629ceda7ad54172b9568426f4
