work_id,selection_order,cohort,field_id,period_start,title_language,title_score,abstract_language,abstract_score,text_sha256
W4313296962,95301,base,33,2020,en,0.7343339323997498,uk,0.999883234500885,321233f484b20959a4e1aad8c71ca4f76ce0c51d8d50ba264b2fcad4e2f992e1
W1573813955,95303,base,12,2005,pt,0.7363654971122742,pt,0.993282675743103,4cf46daea7bba6719a6bb4cbeddfc69862c5cc6da1b9298ad081dc2a4852f75a
W2805866920,95307,base,27,2015,en,0.8890135884284973,en,0.7805967926979065,90faa861857adb2597a8f58579d5df5cfbdcf1fb7f1c24719d69a0551e0a2181
W2243689807,95341,base,17,2010,en,0.9161531925201416,es,0.9603129625320435,8c1bd4ece21d013b3059fd1de4afcde3872fab24c15b959ea9c25372262a6f67
W2252735072,95345,base,20,2005,en,0.858052670955658,sr,0.3891734480857849,0297672844609a4a25f7d7b2dacb86c7b4db87dc86dca13de2469e471faddb4d
W4394611392,95360,base,12,2020,en,0.5977987051010132,ko,1.0000699758529663,cc08458a4183500e8e5092a23300cc8f742d96c5a9101dc7b053ef825ce1a5dd
W2742564396,95366,base,13,2005,en,0.559192419052124,sh,0.3294512927532196,4eca5b885415b9f9b98b0069b6cfc212451345141b33b90283b6699d4c6f9904
W2317080592,95433,base,25,2010,en,0.7822077870368958,en,0.7841196060180664,bc3c0ea8ada9994252f2453274cf12c07fa38e97c5e84b4d68be1ebd57cd87b5
W4248835291,95460,base,23,2000,en,0.7914086580276489,es,0.7667141556739807,8a594fd72889a2951b2437f9f07347db5d093f66faf86e93636f28c28dbf5a4a
W4309836852,95486,base,36,2020,en,0.8377845287322998,tr,0.9976903200149536,0931e611194058f1f22b65f3c6c2a680592a208e2545137eee199ac98a8944d9
W2968538966,95488,base,30,2015,en,0.7885832190513611,en,0.7784722447395325,2f06c544da2040d13b11c927421d03d39de73e501a491fd365d484452a8fce58
W3194219125,95526,base,17,2020,en,0.601010262966156,la,0.4229068160057068,951f8cc2d01b631549abc0112aa73ed0d0bdb9757a40e671b46d495eff268e8e
W2903085435,95546,base,13,2015,en,0.48613396286964417,pl,0.99948650598526,9ce3702aa8b7fbfcf6fa8dec3f24d16453e9c9599a382d0f0185a3e5d3783557
W2020673338,95624,base,31,2015,en,0.7882230877876282,ko,0.9436797499656677,187ec070c49ea14ed346114416adea66e10eec5a88cf36b727c777a6dd8ff63f
W2341558354,95712,base,33,2015,en,0.743061363697052,ko,0.642512857913971,ee2b482317b0d7bf3bbef1ff011a61a5d21e72bf141f14f22592f0c1476763e3
W2923961321,95733,base,32,2015,en,0.85988450050354,pl,0.9950271248817444,bef14d661ba1845e84d030b47a1d9fa52d7dadc62f0f646d6d064607c80fd624
W2779067712,95751,base,22,2015,en,0.7527411580085754,sh,0.31334424018859863,ee4c132aa8df2b28c6b8c76265e06e25e6b76eb6e26b5df58b9c5e5bba8943ec
W3083970545,95821,base,19,2015,en,0.5463430285453796,ru,0.9957913160324097,3bc884e96d62198fee9217cc294de726aaf1b6bd810bd13e98fe518bfa9909bd
W4236219537,95828,base,17,2020,en,0.745856761932373,ko,1.0000697374343872,be57c26d5289668ac864b231283289af18b79b2bcff8297ff3e79c030f94f266
W2188986698,95854,base,33,2005,en,0.6129602789878845,en,0.7860820889472961,69fdfbd710f26c6a2dcf577e3acfa0071133d508760dad05106876da59f55938
W4393945443,95894,base,23,2020,en,0.8063317537307739,es,0.9743033051490784,af7cfba2225d35c7994100dbef52590ad68e5185a953f874586449552211fdd5
W4293071995,95973,base,27,2020,en,0.8286539316177368,ko,1.0000685453414917,7a6a91497273d44a564cafb1ff521dcd0176082c6d255b5d3f85e7316bcd99a6
W2988570979,96052,base,13,2015,en,0.7563836574554443,tr,0.9954454302787781,eeaf29cdcb5f77eac537bd9c7b0873b4892baf5bd549e1a0dd236f1280ce3920
W2336297171,96082,base,13,2015,en,0.6481679081916809,ko,0.5065253376960754,3c7abb936d86c9854f03c686f7dbf972e0d0a567e7b9ab58059dc7db786eceb8
W4310967289,96120,base,33,2020,id,0.5289589166641235,id,0.4092346131801605,fba8cf269389ce7151b04096c2f2e55e12933ade1f591090d2e90dd2ce6ed807
W167305836,96146,base,22,2010,en,0.5831946134567261,en,0.6869697570800781,71eb79fbe8798368814d4c84137aa2cd910d1d0a29e3426e8fb8b7fea20b6ae4
W4391113395,96151,base,27,2020,en,0.7365037202835083,ru,0.9954449534416199,19d06890f48a54dfddb0525dcb98266b608a5ea161eae346e5b88eba8568dedf
W4401923961,96189,base,29,2020,en,0.8980739712715149,ko,1.0000699758529663,c9b0af4c4645728eeab76ae1a3d6722015214eb7c50f828bf002b7b4913bee23
W3211719402,96217,base,33,2020,en,0.9013627767562866,en,0.37405750155448914,5901b780db6edfb7dce23a6368b93f4e8cab759fac1a8814031315bc333aed33
W1986094101,96229,base,23,2010,en,0.8590089082717896,en,0.7986759543418884,b3e203b3aa0a9f433240c75951eaadaa6973b337847d23e08cbeddcfb40e6c36
W4400163893,96251,base,32,2020,en,0.7857912182807922,id,0.49058443307876587,c0d05482388602135f8ecbd63e4a7216fa70f97887e487ca5582b64a1c2d886d
W2298450402,96286,base,22,2015,en,0.5455302596092224,sh,0.3536735773086548,bd31b8334a0499782c2ac8eb1a756a2f91b8d59784bd9508c67a02e53b6df6dd
W7211839471,96309,base,27,2010,de,0.26003894209861755,en,0.758849024772644,4283c4adfb7ee339978add1edbb1e19b8ba0f0e8763276822a7bfe9923cc0477
W7117135730,96346,base,14,2020,en,0.8315901756286621,fa,0.9989068508148193,a981871a40824313610dd567f2c0d3f3f42eaaa143c245b34a49a0c14d46245d
W2028837309,96390,base,33,2010,en,0.6985020041465759,cy,0.09753058105707169,fbbaa559f22a01d2e3ed2ca1d7ae939e6132a22ef0cc4910dbefbf73f7715270
W4242553129,96437,base,23,2010,en,0.6842204928398132,en,0.7980629801750183,c38334121739810fa147dea036dc40d4493578233a4d7a6128d27e4ac78bc77a
W2804812525,96445,base,33,2015,en,0.8244787454605103,hr,0.574110209941864,cfadf498f9b0957a94d68f70f07aa5cb0f2ff27f322af16e6d79f22b3d4bd4c8
W4376055063,96456,base,33,2020,id,0.8678580522537231,id,0.5083872675895691,75270f4a28a0733d84faf1dc15d04a95b28b73c23f82f1cf7c188afee10baed8
W2129269217,96469,base,33,2005,en,0.6658008098602295,ko,0.9830488562583923,303347d0d8d6088ffef8d2915ac3d8d88e7648d685da57b24aa0fe642f5e7c91
W2233045460,96480,base,27,2010,en,0.6503089666366577,en,0.3662868142127991,1ca2bd9af90cfa76f4f6117113f9c4f8d8752e98dc74a47ffb559413f4db2fdc
W4249647911,96498,base,33,2015,en,0.8276593685150146,en,0.790095329284668,7800be7f3835c953c79d86d4d60d0f09cf1f928c08d9d4bd6fac9ff4489029fd
W3032821979,96528,base,22,2010,zh,0.8741870522499084,zh,0.5265021324157715,1c7bd6e15e72d84657cf44b3f398c29e6ec6edcb3b0ba05221d4b3121aa13955
W4293761166,96642,base,27,2020,en,0.8747672438621521,es,0.9737022519111633,5208279bc86626904b46d248431724b2054b443c0c39ff8d141b6655e928b52d
W7137440507,96730,base,31,2010,en,0.8013611435890198,en,0.2979341149330139,360f4c291d2c2c8a389ea7b5f298615aac23e7abc0be13e4a38dd8458731a7ae
W3121904526,96766,base,13,2020,en,0.79958176612854,fa,0.9988288879394531,25dbad08808f8d5fd9a6baa44c3aaf43875ebf24050f99f9678d1b6441f144db
W4280547485,96860,base,12,2020,en,0.7807803153991699,ko,1.0000699758529663,18abed863e04f80f34c1844632127cb62312e3e15ff890b8b4a9cab3f245d94a
W654715600,96861,base,11,2010,en,0.7829486131668091,en,0.7315483689308167,babb810a21482b26b55f7368ff4b2aaea7c17d02e5b8c30d78dd5bf7575bc1e4
W38467567,96865,base,22,2005,en,0.6045728921890259,en,0.6404066681861877,df66cabd93058d77481a693721a6020b15aa9318dc0f9b1e4f6dbfd78d86f2f3
W3039511296,96877,base,27,2015,en,0.4850616753101349,ru,0.9884540438652039,a295093933546c05fc564426074fc2c8d319054bc624f401f4e58a5deb4e4601
W1923015353,96880,base,33,2010,en,0.6841316819190979,ko,1.0000697374343872,23615a0d4de57f2aab306e1b23c54e3d88746cc511604bdc84fd426e475a5e70
W2079111600,97043,base,31,2010,en,0.6499597430229187,en,0.6142581105232239,d045dec79e7a8edf01fc73959d55fbb940df1a3c9d10d65564817a5d806236ba
W1603297974,97091,base,12,2010,en,0.6596524119377136,es,0.9507166743278503,2682d4bf5b1e651d7a42e2b10f0b37dde2ebf632d15c7f785f58787016a257dd
W4407008855,97095,base,33,2020,en,0.30560103058815,pl,0.9997661113739014,63a9237ec3a9d6532120411cc1d4ecfbfec90feed06afd30217c185e2a0419d7
W1525685495,97158,base,11,2005,en,0.7814098596572876,en,0.7900847792625427,1d908767275713769b1950ee7394443370fe9e17c735ca48dab17ffa878559b6
W4392510279,97192,base,27,2020,en,0.8300795555114746,en,0.7930216193199158,d168447e484a2e6afa87e45703cdd3f9ff0144e19dbe9d17464ce10f0987e7ae
W4200169705,97227,base,12,2020,en,0.9144040942192078,ko,1.0000698566436768,4f5eacc6608a0217f92912caefa3a41cd3a14a839e973a7e12e54e8c3f7eadbd
W4404595642,97228,base,32,2015,en,0.44499191641807556,ru,0.7916684150695801,125b1a588f6db63790ab54eb8831b7192befc6e3b15e1c1ad030ad3ff80f5143
W24276082,97237,base,33,2000,en,0.6082822680473328,en,0.6914387345314026,24f31d0ee49bc187101d41f4e18bb51430adc4f8f338ca159f0955f9b2343ef7
W2255192529,97295,base,32,2015,en,0.9042931795120239,es,0.9421322345733643,eddf02c04ec80c84ff4232909230d1950cec9c6f2af17e4d5fb596bd4c8a22f1
W4234681616,97366,base,33,2015,en,0.9223112463951111,en,0.5486235618591309,d485c26f2bb2877913df217f1f1bdf68d5c9c4182dd9f1ccc16bb64ef7b8fa4d
W4229460498,97385,base,33,2020,en,0.6448850631713867,ko,1.0000691413879395,2bf035831de26f10ee7dc7d2b22f7e613145f1c7f6ff95db58d1ca54dfe23a7f
W2105973964,97389,base,33,2005,es,0.9845362901687622,es,0.9722775816917419,5ee870f2531f5a5728a7b725c29dfd3e02ad474c7c56db89502a019a00ac1ec3
W1985890724,97500,base,14,2010,en,0.9372678995132446,cs,0.9984126091003418,8c9e9cfebc591284ef34b8a01fd0e490609776d3350b0d108454705eb13a08e6
W604538129,97512,base,33,2010,en,0.6727460026741028,en,0.7525463700294495,d0c3404da49376d7f34386d0d4cbb088fe95acb03f66e4c28bdc670c02f6a2f0
W7153960201,97577,base,22,2005,es,0.7337892651557922,es,0.9465227127075195,02a4372a3399378593d97dd8f2a3259e05edffdb939d84657d6fa20ea8884612
W4383876620,97615,base,33,2020,id,0.2926305830478668,id,0.4720979928970337,68f22753a612e6f5d0fd0e701ac05e01448050074dc6bdcf2f7c86c9694e965c
W4300492869,97630,base,12,2005,en,0.6567484140396118,en,0.6556188464164734,262f7d0d997ac0b0b31e9f86b562cb54d831ddfa13c7d956cff307dcc3726f1c
W2021911592,97636,base,33,2000,en,0.6821110248565674,en,0.6751461029052734,5099cc0ed098c2b496ed45b84b26c6a4cf89d6c58f368224f9946d968f927dcf
W2806528021,97653,base,12,2015,en,0.8897382020950317,ko,1.0000698566436768,aff721da2338a6b4856af5343298b2b1d7d0f3ce05e2691f89dfdd194ec3291f
W2262382949,97725,base,13,2010,en,0.894538938999176,ko,1.0000687837600708,6976196feb5fb7fae651c680f4b7559ff1f15ee2bcf6484a73d7f08b3ec5d61e
W1944204250,97802,base,12,2010,en,0.8909128904342651,de,0.9968147873878479,62c0f88e2f9dea4411881ad11770b0ab3117944c4acd4986d17fc1b15ca3bea4
W1880395656,97806,base,36,2010,id,0.575441300868988,en,0.7157383561134338,b92387eb486aa4b33669785099bccf7151cec774dcd3df1765d7c0cf548cddc3
W2935828135,97870,base,32,2015,en,0.8495091795921326,uk,0.9998542070388794,13c3186017b8ae96ce41a3583172ea71b0b508803a0b1db1530fbfe4aaeca170
W2982429821,97876,base,27,2015,en,0.8886801600456238,en,0.6039857864379883,f447181d9ee3858d000e0757b0bcef0fd1dacefc25a76c4b832e4964073b261f
W4283526826,97884,base,33,2020,en,0.8457903265953064,es,0.5721311569213867,fc16e0d6b87326b52d883d272ee59293f30139b7cc51b649cf94eb9195fcf4b9
W7137426966,97886,base,18,2020,en,0.4344194233417511,en,0.2617711126804352,a99c1b41c649ae58dfd9d3c5563f9ef7b8e8ab8383d08a4ba0b357ad5e16c0bd
W3163004044,97908,base,29,2020,en,0.9270026683807373,ko,1.0000677108764648,18a2d2fc779f64a74a6d44959f479eb94d9bd9bd2fcc8ea685d956d19bf17c81
W2005536259,97943,base,12,2005,en,0.7702558040618896,en,0.6479923725128174,6baf6c29441a210069c480a0775583405127831f5857cf58cfb38cd3d897766c
W4200010960,97971,base,13,2020,en,0.8901553153991699,es,0.449008047580719,f6cffaaabb706f78cfa21d185fe7422db982c23dc2e4f536da1d31ff3588ee08
W2743315375,97978,base,17,2010,en,0.8300291895866394,hr,0.5086822509765625,5977d62148b8bc64e2dd58a5d690c4f9a8a1445270135df9b98b89bc0232cd47
W4388770581,97985,base,14,2020,en,0.7555150389671326,ko,1.0000697374343872,30f4fd8f6e79b885df4eda4bf2d8a641c400df5057336e75ad9be432e99c3ae9
W7197779656,97992,base,11,2020,en,0.8736388087272644,uk,0.8589708805084229,ec86b410496dae3b5f7fc406fa5f536b0f203b7814755f566a390da96ed94cf6
W2343847555,98008,base,14,2015,en,0.4078398644924164,en,0.5944762229919434,915ea937da412e6c27de683e69e493baa472313324e8010bdeea0adf426a852e
W2074075998,98028,base,25,2000,en,0.7352180480957031,en,0.7887542843818665,98ba1019ec8b50db56d78ab42828430832688898834637f409e40cee479fb2dc
W2079393871,98050,base,17,2010,en,0.8200246691703796,en,0.7577824592590332,bf96b4df2f090faf30f4d28194a7dd254186896a21bc2ea170a19179498bad0e
W1998553792,98065,base,17,2010,en,0.7926313877105713,en,0.5526439547538757,a8b9cc9aa666e7190e89beb58516caf6661b11beb4a425bdc0be326e1800bb62
W2907225236,98161,base,11,2015,en,0.6082468032836914,en,0.713837742805481,971057c32f7b5b6ef2e57105c3c5ff42bab388f74ecf24add4f3cd2685336f75
W4213286547,98163,base,36,2020,en,0.888784646987915,ko,1.0000698566436768,58be995fe829f4680853649d29fb16839e3ef898fc202762e92d19f9ea1ef473
W1940968019,98221,base,33,2010,en,0.8290117383003235,en,0.7644862532615662,afa00e0268272226466ba2151ad544d88b4fdd361e4c1c7cde2bae7a492359a1
W2570261942,98286,base,32,2010,en,0.8893720507621765,hr,0.5105322003364563,36a183255ddc37793c63d4fb23e47268c13e7936bdb947365cc95659a75f7f52
W4409724201,98289,base,22,2020,en,0.6723689436912537,en,0.7667375802993774,de9598aac34e02aff5f781313cdc803326404324078b4fad75e9a6f66ea7acbe
W2013673499,98302,base,27,2010,en,0.882559061050415,de,0.9926469922065735,8915d7dad748157560d473776d8d57723e9de5ed61de08a977dba174d3d1ab06
W3122086868,98352,base,33,2005,en,0.8822469711303711,en,0.3395172953605652,e2b53e085e22fd2e339763f7b07dcd2a27a6618c81d9969d1f1e49d48c963d69
W2043138381,98377,base,22,2010,en,0.7528325319290161,ru,0.9956887364387512,c035669362c3c1322dad1a887ae53a04bc38982d0d46817ef9124e2d1c70b75b
W2969712777,98443,base,31,2015,en,0.7978270053863525,en,0.7417563796043396,21ae623e45ccd4136cf347a52cdca7a31e6e322cb667a5f35226996cce1d587c
W530287,98469,base,11,2010,en,0.8266652226448059,ja,0.9925755262374878,b9725ba2400ff2942eed388aa80fe7b071bf25066c91383b52ea475d5cdcec07
W2335083440,98496,base,19,2010,en,0.8961988091468811,en,0.798409104347229,e74aacf7ba2c60df20170748f314f7a10390c5259055145bd3ada930dd2e33cc
W4400428080,98588,base,33,2020,en,0.8346814513206482,ko,1.0000696182250977,eb809fc8eada90b608821d5943a36bb25b56d6a00ef719798e2efdc697e3c15e
W7139750565,98703,base,31,2020,ja,0.9990881681442261,ja,0.4799553453922272,5dcc28b4aa6fa0c395103497561dac4c6c36de15ed8223cc46851bdb30267e9c
W4289778253,98752,base,12,2015,id,0.6662549376487732,id,0.6305382251739502,eac98cb231c835defab67ae7a650bf46df2dbe443d41c2edb207f5e096d64023
W2918223671,98785,base,23,2015,en,0.5391908288002014,uk,0.9998478293418884,b964594dabc1e8b99a9b0796fa149a98359c71825982e2f99d3166cabdd63a5b
W3174343616,98788,base,33,2020,en,0.3339485824108124,pl,0.9993845224380493,4060489ad93506e370c6701fb1ec1690a453dd61cc8e6f22fca92582d5c3ae9f
W2791759343,98827,base,33,2015,en,0.531338632106781,ru,0.9939865469932556,98619542b848d41438f325f8e520d2e24c20c5192c727fa28c9caff0785ac5c5
W4390804135,98852,base,33,2015,en,0.8141667246818542,en,0.7746450901031494,eb212aa18da639ec8398d17b3d4784566c414eda18a1c521094cc242cf6d0e86
W2182358333,98909,base,33,2010,en,0.6933069229125977,tr,0.9988646507263184,d92c7180debced8168dbbac05596a5e4e61886088bff922eeb26c8b26908328c
W3214629808,99023,base,22,2020,en,0.3052108585834503,id,0.7621670961380005,5e84a36a1134a7d3d4098fa83f745f857cf0e2e097059960481e872199a06079
W4381746000,99075,base,27,2020,es,0.918985903263092,pt,0.6278377771377563,eea2fe21e3237b97f55aa4adca1e594653ba6f939b1da4640290bb6f33165749
W4402521891,99106,base,26,2020,en,0.4055163562297821,en,0.5808610916137695,fe625a768e0ecdddf2cffe2ecb96f6a93ea6c615ea870528d9b51f01493fd43d
W3179689555,99119,base,27,2020,en,0.73662930727005,tr,0.9994041323661804,c4b3ee96c293779fcb24555c2ef4a55de071e3fb7215196882730fe71aa8ccd6
W7134944672,99157,base,33,2010,id,0.0951184332370758,hr,0.5320162177085876,630342f847641a35e382dc041961a61cbe6922ea54f53b3ed78975480f746b62
W2977571904,99159,base,31,2010,en,0.7354410290718079,en,0.6848852038383484,7787e0285ac269a510e32f79cb915e4737c4df54e693c4941c28a180cb967dd5
W2799892920,99161,base,17,2015,en,0.6377798914909363,ko,1.00006103515625,f36f19b99c0c2bfc33937c0d4b808da21b47cecac552b2ba3877e9ccbc72f148
W4293221430,99165,base,27,2020,en,0.8438300490379333,en,0.7573229074478149,a7765f27e2fb62985aec89ab2938c7e1e22d6e3792a2fab88985fa73fe7fb5fb
W4233447042,99168,base,12,2020,en,0.602546215057373,ko,1.0000696182250977,fd16b0131edbcb34c2e5491b759eba0d3b34c8ddd4dd9410ee3189197ef05de7
W3145130072,99173,base,11,2010,en,0.6863754987716675,zh,0.9526071548461914,7297152918276e95437e2a32bb1170349dacb1bdb85f74a52a06f847da700872
W2182166430,99191,base,11,2015,en,0.6072123646736145,de,0.6687005758285522,18acec6a4da48880c6cc73d89b63b58d28ac375aa1e2c4b4320ddd0711c2fc8a
W2761833011,99192,base,25,2015,en,0.6837551593780518,es,0.3513398766517639,9c1a6358ce0630a8ab6f0706987a5346be71f4779e8e04b8a66b7aae981e7316
W2321169663,99214,base,13,2010,en,0.6054558157920837,zh,0.750024676322937,c1aabaf0738596de67931101d2a9f02d1c8b31f32efd7c47c029cea903672751
W4395091343,99243,base,33,2020,id,0.9077929258346558,en,0.3887358605861664,2a142e56f33da16f085796f071f4e6140e5f6e5ef1c7e4c031724e446b3b9420
W2018293675,99294,base,33,2005,en,0.269377201795578,lt,0.5986067056655884,a840782d287f0f566adaa043328962cdb0d195173b06d108ae0e1620c98c9ce4
W2329550021,99325,base,33,2005,en,0.7382859587669373,en,0.6680558323860168,4ea8d843d757bb87e468ad43ba62f705edd58f9f0add1271e38cf4b081f413af
W2800363865,99340,base,13,2015,en,0.6689674854278564,en,0.5651007294654846,37f85b08895e7c1592d9a8d14c7e70b1d24a3ad83d8a07e6a5cbd9e4f7e9171e
W2084620218,99354,base,12,2005,en,0.7065476775169373,en,0.6485239863395691,01a4d8ca3aaca4675891c5cf2bd46dbb150b859cb4d3f6e5fe03bd932aa25c3e
W4388707410,99420,base,33,2020,en,0.9080332517623901,ko,1.000069499015808,7a3267593a09137ba6d5c6a752e373c909911af356bc7722a95c70a06c777fc8
W1628907071,99423,base,18,2000,en,0.9236263036727905,en,0.5761513113975525,0f054f90e087624e3721ef5fc0d4d77f15e5847680f733147a221727b37522c7
W1966304500,99432,base,16,2005,en,0.3684603273868561,en,0.7338061928749084,22d489a4e73c1705cc2902482fe6f51af4ad3a9c466dddd7e94cdd8b098357a3
W4405915388,99465,base,32,2020,en,0.8382523059844971,id,0.4861263036727905,02b614b80ac11cbf7f415477a6adcac5e10fb07755ed5dcb29434c231d241dcf
W2779199193,99475,base,21,2015,en,0.6221786737442017,en,0.7817922234535217,d6c9ef212218145f86461b94f5631f2b011f2889a1d91f494fbdd2bb45ea6be4
W7137427778,99485,base,25,2000,en,0.6663123369216919,en,0.544631838798523,f7ff2f59bf66fbb43f06c8aea489a75bc749829e71f6f346bfc785d4a1704edc
W2792527950,99535,base,22,2015,en,0.768008291721344,en,0.7765703201293945,8d137c8c66606c6ec01310ad0937b3e2b90baa39dbdeaee43666c24b12e52bec
W2183644655,99582,base,27,2015,en,0.7927500009536743,fr,0.7883408665657043,dc92a9217e6e0c5ff5d29e72846901dfebe35b3c78b63d8f6d6267f56ad5cd36
W2333064477,99585,base,17,2010,en,0.8544949293136597,ko,1.0000699758529663,f3448f84b6d7ef867452a58c3d681bb2452bd383b347c4631461daed6fa166a6
W2304959412,99599,base,31,2005,en,0.6585808396339417,en,0.5209402441978455,702d1373383574a3388b8015e9806552c017aea66dfa0b648de3077de13fc19a
W4281787977,99708,base,11,2020,en,0.579771876335144,id,0.3407640755176544,c924f0591aa763542387ac33316b00214f44c7e134923dc03988fb80bde14ff1
W4205361262,99757,base,33,2020,id,0.3619984984397888,id,0.4289933443069458,3145e9f3f27740440bd83cd3591ccec225b88e425e3c7ba986bc1662c8b6fece
W2078949216,99763,base,33,2005,en,0.9577318429946899,fr,0.7402233481407166,c3cde8b776b8e9c7d410ae4c4f46ed0713e359ddfc9eeae440e26a3a35b1bf81
W2173602163,99838,base,31,2000,en,0.8161091804504395,en,0.7409620881080627,cf1e20587f4e1867bb6c7d3a04c64ba29268dcafd0f0242c4e6fde772c7decd9
W4246533691,99862,base,33,2015,en,0.7881994843482971,en,0.7941486239433289,8cc7197db1c246113b00c530d81efe6fbe268ff87db8a48b6205b117783c3323
W2557857296,99894,base,27,2005,en,0.7424766421318054,en,0.773069441318512,dbe8d22ddf8fd67a4d1e891091ce7935b8bcf62be5f79b4b2dc325cf05b31801
W4413965777,99920,base,17,2020,en,0.5803364515304565,en,0.7879940271377563,9abe8fe387804c98ba0e5af69ffc72545a0c6a68571925e29c4b6348f2d7ce36
W4313517239,99943,base,33,2020,id,0.2956446409225464,id,0.3908407688140869,12ac0306c8a1ef2314e923c5b4a16be0cc4ce1400ea41a0eb4ecdc259498f6de
W2324055414,100299,base,13,2010,en,0.329535573720932,en,0.7999093532562256,d2b405c78fc744170bd3dd59111b9acbe9e8283b2c4c24d71389c9afb9fe9483
W2151678507,100315,base,13,2010,en,0.4302494525909424,id,0.7577637434005737,1bc586dcc4b3520db5d15be2666282a4b3cbf7333df9206de4edf3b016d48ed5
W4396820477,100338,base,12,2020,en,0.8138115406036377,en,0.7664339542388916,9c9c775a537b532345838964970ef008894a98e6fe35b648536716218f8fbe6d
W2601449808,100356,base,23,2010,en,0.6417073011398315,uk,0.9997435212135315,e47e391d0694837d0d887a02f740989e3640122f3f081cdf05549cd36ad8fa7a
W2964100793,100372,base,17,2015,en,0.6571097373962402,pt,0.9956856966018677,54f7dcf4c687bb579284f885f9f87c3090cb27b70eb22b75ac1791a40e2ebe65
W4387619444,100483,base,35,2020,en,0.8626089096069336,ko,1.0000691413879395,b9c37b26ffe312bebb882da076362bf9ba3e321490359cac902451e1ade827a4
W7201346275,100579,base,26,2020,uk,0.9986577033996582,en,0.47609204053878784,bbf6c9d6c2f3406dd35857eb582120734135024d6d6455008eb643b4fadcdaf0
W2965924595,100593,base,22,2015,en,0.5509883761405945,en,0.7844985723495483,97544bf52feb7150e02bfded5014960de7918d3ad5984028b46af3b090df0eef
W3164697212,100622,base,23,2015,en,0.7799699306488037,en,0.42574235796928406,0bb61367ec2b78f6b9aff2eb29f5d254f1b88bbe59a9312579659ef405bbab20
W1963489157,100655,base,25,2005,en,0.2585879862308502,en,0.7928146123886108,83b02c40367c9c8df0301086ec8de36847f30cc0ab3d0d002727e54f3968b1f2
W2081576140,100702,base,11,2010,en,0.7670930624008179,ko,0.9007797837257385,c72a44815fdb16b1b3a9d2783dc707df19192238bb8e4b7ff78abe33dd375971
W4312275425,100736,base,19,2020,zh,0.7834692597389221,zh,0.8807641863822937,9663cbc5555fe1e56f8f4e51837ff8e46c25aaade8fd5d8999f5625ec95746cf
W2116154843,100751,base,23,2000,en,0.6911436915397644,en,0.6625111103057861,e5d7798f38a32487431f5dd77f01b5a2a18520110c6d078a83ec7c040ef6657f
W1971194435,100767,base,17,2010,en,0.7714913487434387,ko,0.9960190653800964,b66a0c450a9b2282b10dac7e08a18c408af12d61c34a34ef3b5eef48ea2eea15
W2374290604,100874,base,16,2000,en,0.7703345417976379,en,0.6491860747337341,47e9f696290e340b7fd42040059f589e184dc9beb8e1a95a39195d9dce534009
W2547365963,100877,base,13,2015,en,0.6697580814361572,en,0.6434743404388428,5ec5960db89799c1062b650367c98903129bbb3b8e979b7d2768b6358d4b7aac
W3150470871,100878,base,12,2005,en,0.7408196926116943,en,0.6699051260948181,8a8543ad8fa3d1981a8132e6117210c32b6839c3a373da0052a6ef9f141ae337
W4285835473,100886,base,11,2020,id,0.31025469303131104,id,0.3762245774269104,026aedf6f66fa0809252ca3c3c656914617679f28be9d635ca253a2d076bffa0
W3196020562,100913,base,33,2020,en,0.6512047648429871,ko,1.0000699758529663,299c2d0a73052ce235888a8c6de3998337b93e81e0b406635aa7bd9d2a2d848b
W4318065407,100938,base,33,2020,en,0.8103751540184021,id,0.4245586395263672,5f0787f52f33affd5d78d71107ab96fbbc394dd3f1596d938f44206a0d6fe080
W2898808731,100940,base,23,2015,en,0.8693576455116272,ru,0.988465428352356,a27a17fe2995fe9050fdf4fa587866d40242048e5802fb8279953ad40849965b
W4235293501,100945,base,27,2000,en,0.3581441640853882,en,0.5193750858306885,71ff38fd7498cd97377d99639b309da5133f6ac1ce58d01c7c9fd9570727a0cf
W4308430256,101025,base,11,2020,es,0.14312192797660828,en,0.7695409655570984,6a62ddea8d350ec7661f2ef873f3f638dd1609c5fd60e6de6f6ab1dfba9384d1
W2610235621,101100,base,32,2015,en,0.756051778793335,en,0.790462076663971,30a19581245dfc9e1ef250f578a5cd979cf05a6166cf253af26fc9c26b7b13d7
W4283834500,101105,base,33,2020,en,0.8236448764801025,tr,0.999538004398346,b1c68859628b045844edf62baf202e24b3bd983105a82f661da4329cca8df83e
W2428740434,101112,base,13,2015,en,0.6632410883903503,id,0.3679262697696686,ed0a46a2441b0d80c80690b40638307e9dc4df3266727d5290ed35f43a625060
W4319769816,101157,base,22,2020,en,0.7335178852081299,ko,1.000069499015808,fe8fcbcf43096b65d572588b4ef111d37d3fb8aae0b6d43ede157fedf821cf70
W2152416316,101177,base,27,2005,en,0.3120695948600769,en,0.573154091835022,a678978dbf2f592ccd8efc2364513420461510f3f1672003e0c3993695c528bc
W1963722793,101196,base,31,2000,en,0.36182883381843567,en,0.6246047019958496,20127481515081d1831b17b628a8ff402e1003e3a4d658977e7f5a438b2e170b
W4229364938,101206,base,17,2020,en,0.5935335755348206,ko,1.0000698566436768,8669625918d945d6f721aa12b784eaa4efd02a98e391c58bbc255245ebb21451
