outcome,field_id,model_a,model_b,mean,residual
cka_quality,23,mpnet,pubmedbert,0.5498654054494316,0.006660926027755143
cka_quality,23,mpnet,biobert,0.5973676373233792,0.008949757806832825
cka_quality,23,mpnet,simcse,0.553917803854047,-0.018278650688889786
cka_quality,23,minilm,pubmedbert,0.5407476205402036,0.006655812386272664
cka_quality,23,minilm,biobert,0.5832527597236216,0.0053623115246218545
cka_quality,23,minilm,simcse,0.5814226146148649,-0.011862178049747873
cka_quality,23,pubmedbert,biobert,0.87633510540544,-0.014125799206102685
cka_quality,23,pubmedbert,simcse,0.6415999728580271,-0.009148751163444824
cka_quality,23,biobert,simcse,0.6521700442437274,-0.021906106278059556
cka_quality,24,specter,specter2,0.7588140160412866,0.006713224173392707
cka_quality,24,specter,scincl,0.8199505993686168,0.009424762774597029
cka_quality,24,specter,scibert,0.6184056260494273,0.02740236679908159
cka_quality,24,specter,bert,0.5473973740682709,-0.03137773340410377
cka_quality,24,specter,mpnet,0.7934348661003774,0.018329079054798192
cka_quality,24,specter,minilm,0.7487522538735404,0.014712694837022089
cka_quality,24,specter,pubmedbert,0.5661085230731717,0.019585538674767755
cka_quality,24,specter,biobert,0.6373269575215019,0.05021436546713898
cka_quality,24,specter,simcse,0.4919765281126837,-0.06290322472758592
cka_quality,24,specter2,scincl,0.821454656730927,0.010706540745490267
cka_quality,24,specter2,scibert,0.5967637375304431,-0.007503989842249537
cka_quality,24,specter2,bert,0.483107599062948,-0.06016132240366878
cka_quality,24,specter2,mpnet,0.7668013965616025,0.0038116727735126865
cka_quality,24,specter2,minilm,0.7145126684748305,-0.0015203456875998445
cka_quality,24,specter2,pubmedbert,0.5285240401392902,-0.007182511474825071
cka_quality,24,specter2,biobert,0.5855758436820546,0.01113697556906923
cka_quality,24,specter2,simcse,0.43428510124487224,-0.08060947061274415
cka_quality,24,scincl,scibert,0.6116420601563769,0.02853832999016248
cka_quality,24,scincl,bert,0.5529398552132121,-0.009034873791080922
cka_quality,24,scincl,mpnet,0.800591285491443,0.008287233939557215
cka_quality,24,scincl,minilm,0.7515472937785083,0.0034890295376975855
cka_quality,24,scincl,pubmedbert,0.5528773183201432,0.02134483453754321
cka_quality,24,scincl,biobert,0.6121944367940511,0.04191975541252435
cka_quality,24,scincl,simcse,0.48625942526211574,-0.05207478110687003
cka_quality,24,scibert,bert,0.7350568288335305,-0.011031468123323895
cka_quality,24,scibert,mpnet,0.5856945493311413,0.014375036381350292
cka_quality,24,scibert,minilm,0.5818019767374888,0.024644610668903888
cka_quality,24,scibert,pubmedbert,0.8826326402571698,0.0255763102358465
cka_quality,24,scibert,biobert,0.8824673827250716,0.029498337761728388
cka_quality,24,scibert,simcse,0.64782342391867,0.009739447476673657
cka_quality,24,bert,mpnet,0.5628691676464992,-0.013452495018178467
cka_quality,24,bert,minilm,0.6078116356654458,0.02159757520608574
cka_quality,24,bert,pubmedbert,0.7127345675007747,-0.04403210305567984
cka_quality,24,bert,biobert,0.7445318781657769,-0.04273746596838568
cka_quality,24,bert,simcse,0.8113604445056352,0.021502676936458576
cka_quality,24,mpnet,minilm,0.8394306916335523,0.0029973149847540848
cka_quality,24,mpnet,pubmedbert,0.5424339621506412,0.014528177916390272
cka_quality,24,mpnet,biobert,0.6084118000251778,0.03529261569605702
cka_quality,24,mpnet,simcse,0.5008155299894037,-0.05608222936610752
cka_quality,24,minilm,pubmedbert,0.5395526840229563,0.020759571056450876
cka_quality,24,minilm,biobert,0.6025564256794546,0.039964672667880397
cka_quality,24,minilm,simcse,0.5393308740027638,-0.038655223474423406
cka_quality,24,pubmedbert,biobert,0.8775296788066725,0.002367469382555387
cka_quality,24,pubmedbert,simcse,0.6269978975445525,-0.008452131289493847
cka_quality,24,biobert,simcse,0.6471286040231946,-0.011648851311166775
cka_quality,25,specter,specter2,0.7218860873276098,-0.01824453181284791
cka_quality,25,specter,scincl,0.783734313084703,-0.014821350781880627
cka_quality,25,specter,scibert,0.6252449800831289,0.046211893560219375
cka_quality,25,specter,bert,0.560252230820751,-0.006552703924187497
cka_quality,25,specter,mpnet,0.7617566768198787,-0.0013789374982643432
cka_quality,25,specter,minilm,0.7055693310035499,-0.016500055305532224
cka_quality,25,specter,pubmedbert,0.6064726430729862,0.07191983140201841
cka_quality,25,specter,biobert,0.6250033936300238,0.049860974303096994
cka_quality,25,specter,simcse,0.5246164398737889,-0.018293140239044603
cka_quality,25,specter2,scincl,0.7888331975796252,-0.009944745678375333
cka_quality,25,specter2,scibert,0.6176793703224814,0.025381815677224973
cka_quality,25,specter2,bert,0.4924104842087075,-0.038888264530473116
cka_quality,25,specter2,mpnet,0.7531994208633555,0.002179869802701795
cka_quality,25,specter2,minilm,0.6984607333680576,-0.0056021080669366174
cka_quality,25,specter2,pubmedbert,0.5682221022756779,0.04448572338899881
cka_quality,25,specter2,biobert,0.5855335680374261,0.023064872651876844
cka_quality,25,specter2,simcse,0.4613017996565458,-0.04162259947363445
cka_quality,25,scincl,scibert,0.6120195288147696,0.04088597137599137
cka_quality,25,scincl,bert,0.5261328831901434,-0.023871673086713452
cka_quality,25,scincl,mpnet,0.7780327631153873,-0.002301115709062329
cka_quality,25,scincl,minilm,0.7236677664773314,-0.012420325036043067
cka_quality,25,scincl,pubmedbert,0.5749917421664483,0.05542943111128451
cka_quality,25,scincl,biobert,0.5958794676042101,0.03757495895011953
cka_quality,25,scincl,simcse,0.49155239656819116,-0.03481163707335844
cka_quality,25,scibert,bert,0.7017306675417148,-0.032387456687703486
cka_quality,25,scibert,mpnet,0.5778086702930919,0.01845933007073708
cka_quality,25,scibert,minilm,0.5540029548471381,0.008815761505989395
cka_quality,25,scibert,pubmedbert,0.8668094698094044,0.02172331251551729
cka_quality,25,scibert,biobert,0.8523614603015446,0.011362588065637502
cka_quality,25,scibert,simcse,0.6000472084909151,-0.026066595223645073
cka_quality,25,bert,mpnet,0.529195445268553,-0.03515604466868849
cka_quality,25,bert,minilm,0.5262998201577769,-0.04794406757414704
cka_quality,25,bert,pubmedbert,0.7263245953913183,-0.018471902437700027
cka_quality,25,bert,biobert,0.7661956148350395,-0.009103556571686933
cka_quality,25,bert,simcse,0.7369374334211252,-0.04095016142061525
cka_quality,25,mpnet,minilm,0.828185504502488,0.0037223005811258814
cka_quality,25,mpnet,pubmedbert,0.5590625965883259,0.04312698508151114
cka_quality,25,mpnet,biobert,0.5884624412205828,0.027313429618898155
cka_quality,25,mpnet,simcse,0.5063018270337462,-0.0386257595943289
cka_quality,25,minilm,pubmedbert,0.536149533492855,0.029326593253785727
cka_quality,25,minilm,biobert,0.5694821244532842,0.018860544169146176
cka_quality,25,minilm,simcse,0.5170371893275408,-0.04897873542221021
cka_quality,25,pubmedbert,biobert,0.8688552147854496,0.0056631780887685945
cka_quality,25,pubmedbert,simcse,0.6059028363711754,-0.017577019735434796
cka_quality,25,biobert,simcse,0.6219524049847915,-0.024854877622133675
cka_quality,26,specter,specter2,0.8071729983421211,-0.011412105900920122
cka_quality,26,specter,scincl,0.8558967430605934,-0.02111340590857369
cka_quality,26,specter,scibert,0.7064328377769024,0.04894526615140937
cka_quality,26,specter,bert,0.6596999426174651,0.01444052276994312
cka_quality,26,specter,mpnet,0.7935836820753315,-0.048006417345395014
cka_quality,26,specter,minilm,0.7632141892343378,-0.037309682177327774
cka_quality,26,specter,pubmedbert,0.6425560816525036,0.029548784878952294
cka_quality,26,specter,biobert,0.6163419826478065,-0.037254921781703754
cka_quality,26,specter,simcse,0.6648726555989768,0.04350859038355981
cka_quality,26,specter2,scincl,0.8492578627827104,-0.02797456557787359
cka_quality,26,specter2,scibert,0.7468890510359262,0.07613701128808625
cka_quality,26,specter2,bert,0.6656902238674748,0.05593699002571073
cka_quality,26,specter2,mpnet,0.7757907363374384,-0.05368329982579867
cka_quality,26,specter2,minilm,0.7528081864020318,-0.02970914013554582
cka_quality,26,specter2,pubmedbert,0.643287640258516,0.041096776269253454
cka_quality,26,specter2,biobert,0.6214514500033245,-0.019471730484808214
cka_quality,26,specter2,simcse,0.6776272799823746,0.09624839574961086
cka_quality,26,scincl,scibert,0.7127376851493455,0.06314964260798384
cka_quality,26,scincl,bert,0.6481140551999061,0.01965501382046575
cka_quality,26,scincl,mpnet,0.817092166848143,-0.04169619707889005
cka_quality,26,scincl,minilm,0.7843095411132024,-0.03023303550275558
cka_quality,26,scincl,pubmedbert,0.6355176660055333,0.037500869847786
cka_quality,26,scincl,biobert,0.6113429190090278,-0.025416074747646178
cka_quality,26,scincl,simcse,0.6633760520529417,0.05855753330880864
cka_quality,26,scibert,bert,0.8158576956314079,0.003285086299406159
cka_quality,26,scibert,mpnet,0.6686841885565256,0.03088036323158727
cka_quality,26,scibert,minilm,0.672254742478284,0.04861306403455179
cka_quality,26,scibert,pubmedbert,0.8490470291583339,-0.07449361323813675
cka_quality,26,scibert,biobert,0.8250112326160645,-0.09444212472242608
cka_quality,26,scibert,simcse,0.7593817317512501,0.054813442934106504
cka_quality,26,bert,mpnet,0.5803243343293464,-0.06248164071047857
cka_quality,26,bert,minilm,0.6000472896252821,-0.05265108320922529
cka_quality,26,bert,pubmedbert,0.874787033003042,0.05153605007144013
cka_quality,26,bert,biobert,0.8685729211166056,0.014819264607295657
cka_quality,26,bert,simcse,0.827715344633136,-0.028626735311187868
cka_quality,26,mpnet,minilm,0.8689882313508155,-0.03392945767313005
cka_quality,26,mpnet,pubmedbert,0.5881402646964953,-0.006249831912902959
cka_quality,26,mpnet,biobert,0.5694625456548693,-0.07014095104939877
cka_quality,26,mpnet,simcse,0.6323224076830712,0.008940335952412726
cka_quality,26,minilm,pubmedbert,0.5949495725164238,0.00967214717477105
cka_quality,26,minilm,biobert,0.5788497287320654,-0.050226336654656034
cka_quality,26,minilm,simcse,0.6539590824133377,0.009488672561003164
cka_quality,26,pubmedbert,biobert,0.9135995680889714,-0.028046953710293088
cka_quality,26,pubmedbert,simcse,0.7502388334910505,0.04830449228185685
cka_quality,26,biobert,simcse,0.7447527561185857,0.019490988409077037
cka_quality,27,specter,specter2,0.7267312201777386,0.06058024966816555
cka_quality,27,specter,scincl,0.7733134640027803,0.048737448767081415
cka_quality,27,specter,scibert,0.4701748398929513,-0.03487859799907356
cka_quality,27,specter,bert,0.4855741473200351,-0.00725113879401873
cka_quality,27,specter,mpnet,0.7512467147793652,0.06209074909210688
cka_quality,27,specter,minilm,0.6896229969128636,0.04153325923466611
cka_quality,27,specter,pubmedbert,0.41325990833457027,-0.04731325470551284
cka_quality,27,specter,biobert,0.47863711238121176,-0.022525658314830332
cka_quality,27,specter,simcse,0.44862962142610385,-0.020300310055844983
cka_quality,27,specter2,scincl,0.7930220399147256,0.06822374528760977
cka_quality,27,specter2,scibert,0.47039703341348327,-0.04792087260088851
cka_quality,27,specter2,bert,0.4203340078382401,-0.03698509227005575
cka_quality,27,specter2,mpnet,0.7227743744535904,0.045734472023821415
cka_quality,27,specter2,minilm,0.661929592637909,0.031846399833799444
cka_quality,27,specter2,pubmedbert,0.39485686979574475,-0.05489986046004969
cka_quality,27,specter2,biobert,0.45846484460390435,-0.030024202150760182
cka_quality,27,specter2,simcse,0.38965338914919345,-0.03929136135010214
cka_quality,27,scincl,scibert,0.45590849459459265,-0.04124541421330086
cka_quality,27,scincl,bert,0.47187155579982304,-0.004153351846149067
cka_quality,27,scincl,mpnet,0.7544895708629649,0.04813534066939995
cka_quality,27,scincl,minilm,0.6947567805054918,0.03264833762300201
cka_quality,27,scincl,pubmedbert,0.3881530946301375,-0.057429567794141656
cka_quality,27,scincl,biobert,0.4532255421525063,-0.031099317870699528
cka_quality,27,scincl,simcse,0.4213037139054191,-0.031080671105245816
cka_quality,27,scibert,bert,0.6740810473377008,0.013942571739167242
cka_quality,27,scibert,mpnet,0.4302435200552212,-0.05512617153624888
cka_quality,27,scibert,minilm,0.4287989458933083,-0.04240859881695569
cka_quality,27,scibert,pubmedbert,0.8605626592998682,0.08945615063686574
cka_quality,27,scibert,biobert,0.8533044621572412,0.08628523855221881
cka_quality,27,scibert,simcse,0.5796532762833445,0.02751912119966904
cka_quality,27,bert,mpnet,0.4815939029639238,-0.008777938342433012
cka_quality,27,bert,minilm,0.5232274718357295,0.022963232734690253
cka_quality,27,bert,pubmedbert,0.6611326542759951,-0.009684194922138567
cka_quality,27,bert,biobert,0.6953995278415317,-0.005919994934310058
cka_quality,27,bert,simcse,0.7621847073543435,0.05827676114348779
cka_quality,27,mpnet,minilm,0.7971378099631637,0.04665425467268636
cka_quality,27,mpnet,pubmedbert,0.3788730262035974,-0.06308293667233267
cka_quality,27,mpnet,biobert,0.44677282538535046,-0.04039653758544948
cka_quality,27,mpnet,simcse,0.43813507738330293,-0.03281286061388744
cka_quality,27,minilm,pubmedbert,0.37894651178399413,-0.05389677982419039
cka_quality,27,minilm,biobert,0.44252159516342554,-0.03412033648982782
cka_quality,27,minilm,simcse,0.4805146255034784,-0.011521650615388013
cka_quality,27,pubmedbert,biobert,0.8569171514919537,0.06770476342615739
cka_quality,27,pubmedbert,simcse,0.5574439513118251,0.007943743836099637
cka_quality,27,biobert,simcse,0.5766984657191878,0.003870831743147285
cka_quality,28,specter,specter2,0.780107224123742,0.013394877976294128
cka_quality,28,specter,scincl,0.7954566059391481,-0.029680784934425608
cka_quality,28,specter,scibert,0.593453300295416,-0.012161513234483667
cka_quality,28,specter,bert,0.5672718421615442,-0.02611481959038442
cka_quality,28,specter,mpnet,0.7936651446850196,0.003947803359886426
cka_quality,28,specter,minilm,0.7443397458098395,-0.004311367506232733
cka_quality,28,specter,pubmedbert,0.5641405498690253,0.0030060111910673593
cka_quality,28,specter,biobert,0.6399166133049002,0.03819246697098333
cka_quality,28,specter,simcse,0.5160507716793761,-0.05344053544044758
cka_quality,28,specter2,scincl,0.84043502657514,0.015075356310149335
cka_quality,28,specter2,scibert,0.5987275447958622,-0.020151736856384384
cka_quality,28,specter2,bert,0.5538801306610187,-0.004000345085152013
cka_quality,28,specter2,mpnet,0.7936858015703482,0.016084523502704395
cka_quality,28,specter2,minilm,0.7387873302308829,0.008142761788898611
cka_quality,28,specter2,pubmedbert,0.5580799470282409,0.007761841134571679
cka_quality,28,specter2,biobert,0.6389753144104862,0.04992489201794681
cka_quality,28,specter2,simcse,0.4952426970657249,-0.03426342907144553
cka_quality,28,scincl,scibert,0.5942460281830582,-0.0034692562627102186
cka_quality,28,scincl,bert,0.5936538173089777,0.017067534025130726
cka_quality,28,scincl,mpnet,0.8207987023740835,0.013883096542643747
cka_quality,28,scincl,minilm,0.7726401364792708,0.009970317958906127
cka_quality,28,scincl,pubmedbert,0.5556634298577693,0.00951939179561534
cka_quality,28,scincl,biobert,0.6422546567145874,0.0573684210535067
cka_quality,28,scincl,simcse,0.5214852997943457,-0.03146046085419407
cka_quality,28,scibert,bert,0.718969079394608,-0.04173077184180041
cka_quality,28,scibert,mpnet,0.5851731715195808,-0.0007578957097641448
cka_quality,28,scibert,minilm,0.5701179519836772,-0.001650968364461658
cka_quality,28,scibert,pubmedbert,0.8643263364464078,-0.007341547854469499
cka_quality,28,scibert,biobert,0.8671500290972747,-0.00043057014562253304
cka_quality,28,scibert,simcse,0.6371761142123392,-0.01551941650921107
cka_quality,28,bert,mpnet,0.6127179003348948,0.021784683390663195
cka_quality,28,bert,minilm,0.6233755218650983,0.02254990712618421
cka_quality,28,bert,pubmedbert,0.7396281967550278,-0.03175002808098071
cka_quality,28,bert,biobert,0.7835459541183329,-0.018334944295383626
cka_quality,28,bert,simcse,0.7778004892455381,-0.026668832603192416
cka_quality,28,mpnet,minilm,0.8507980373592373,-0.00024689356911489213
cka_quality,28,mpnet,pubmedbert,0.5637065016000312,0.021189163086226315
cka_quality,28,mpnet,biobert,0.653232259662482,0.06550152105380724
cka_quality,28,mpnet,simcse,0.5413740536260969,-0.030135260008968268
cka_quality,28,minilm,pubmedbert,0.5430789013581043,0.009674234112044933
cka_quality,28,minilm,biobert,0.6297336992741331,0.05253039198300502
cka_quality,28,minilm,simcse,0.5676528063738239,-0.024944845382917302
cka_quality,28,pubmedbert,biobert,0.875295625879646,-0.014478137824025072
cka_quality,28,pubmedbert,simcse,0.6332848757110685,-0.016776707402531787
cka_quality,28,biobert,simcse,0.666640881661988,-0.006748127951927363
cka_quality,29,specter,specter2,0.7912797432543315,0.008989800753358423
cka_quality,29,specter,scincl,0.8633196367848809,0.022604649557781964
cka_quality,29,specter,scibert,0.6227198656370522,0.001527455753627338
cka_quality,29,specter,bert,0.6246631784621414,0.015698920356687518
cka_quality,29,specter,mpnet,0.8345439481733512,0.029249010494692862
cka_quality,29,specter,minilm,0.7898937970510306,0.025665087381433138
cka_quality,29,specter,pubmedbert,0.5693307528084787,-0.00738138222300444
cka_quality,29,specter,biobert,0.6464564156946564,0.029154673007214305
cka_quality,29,specter,simcse,0.6110900245302846,0.02602112105693577
cka_quality,29,specter2,scincl,0.8482895397331823,0.007352273114666463
cka_quality,29,specter2,scibert,0.5973376138650416,-0.03711926414073019
cka_quality,29,specter2,bert,0.5666814564861333,-0.0067766156135625755
cka_quality,29,specter2,mpnet,0.8077791356168031,0.014600261195634179
cka_quality,29,specter2,minilm,0.7601609195032422,0.013938754707732648
cka_quality,29,specter2,pubmedbert,0.5305046194038537,-0.03539108284334069
cka_quality,29,specter2,biobert,0.602260665450174,-0.0023673532958905508
cka_quality,29,specter2,simcse,0.5454447499921835,0.0003610275014879205
cka_quality,29,scincl,scibert,0.6021533290832528,-0.011139551716040752
cka_quality,29,scincl,bert,0.6073881730287103,0.015224293391338128
cka_quality,29,scincl,mpnet,0.847122139009444,0.024628936824479086
cka_quality,29,scincl,minilm,0.7940562017956083,0.0158087869217185
cka_quality,29,scincl,pubmedbert,0.5403589019088233,-0.02136273250685583
cka_quality,29,scincl,biobert,0.6168261325026283,0.016362300488022452
cka_quality,29,scincl,simcse,0.5823949334775376,0.013871576475472658
cka_quality,29,scibert,bert,0.7378556019052305,-0.03842184568470308
cka_quality,29,scibert,mpnet,0.5871906661498946,-0.014317997432975571
cka_quality,29,scibert,minilm,0.5770113019379333,-0.010335214763730782
cka_quality,29,scibert,pubmedbert,0.8767396701023099,-0.010505810552092543
cka_quality,29,scibert,biobert,0.8784897369654834,-0.00466845863093901
cka_quality,29,scibert,simcse,0.665053538338589,-0.003219588736486423
cka_quality,29,bert,mpnet,0.6314159057424327,0.02490509244467587
cka_quality,29,bert,minilm,0.641453684660581,0.025050473568141718
cka_quality,29,bert,pubmedbert,0.7299937513759944,-0.05696206981353924
cka_quality,29,bert,biobert,0.7774247109776196,-0.04003378378962219
cka_quality,29,bert,simcse,0.8118800558437936,-0.00816686235846209
cka_quality,29,mpnet,minilm,0.8697131930728723,0.0030906657909949287
cka_quality,29,mpnet,pubmedbert,0.5401119880601655,-0.017982946807164613
cka_quality,29,mpnet,biobert,0.6207440786134872,0.017435743651287305
cka_quality,29,mpnet,simcse,0.6029318285387941,0.015844918550203757
cka_quality,29,minilm,pubmedbert,0.5310885725398892,-0.017893691059695405
cka_quality,29,minilm,biobert,0.6053713542747988,0.012590450630145522
cka_quality,29,minilm,simcse,0.6191181578048246,0.010942909694558245
cka_quality,29,pubmedbert,biobert,0.8784273485751447,-0.02692401148205159
cka_quality,29,pubmedbert,simcse,0.6504731982055632,-0.015165981261562322
cka_quality,29,biobert,simcse,0.6841836673676024,-0.004782938599838138
cka_quality,30,specter,specter2,0.7682798921240861,0.021583495663135777
cka_quality,30,specter,scincl,0.8304814179311306,0.025359976744054435
cka_quality,30,specter,scibert,0.6233073046373618,0.03770844079395974
cka_quality,30,specter,bert,0.5722260516212855,-0.0011446604441456287
cka_quality,30,specter,mpnet,0.8055274562571866,0.03582606461855098
cka_quality,30,specter,minilm,0.746962758784411,0.018327595154836285
cka_quality,30,specter,pubmedbert,0.5788652946136056,0.037746705622145216
cka_quality,30,specter,biobert,0.6322466230957037,0.050538426448284324
cka_quality,30,specter,simcse,0.5504093771704687,0.0009340197371425774
cka_quality,30,specter2,scincl,0.8175308793396099,0.012187158761116756
cka_quality,30,specter2,scibert,0.5939020338441241,-0.004961298121624935
cka_quality,30,specter2,bert,0.47129432748638145,-0.06657019857329172
cka_quality,30,specter2,mpnet,0.7666294737955518,0.009044145414405569
cka_quality,30,specter2,minilm,0.6944566224421749,-0.016171996313311898
cka_quality,30,specter2,pubmedbert,0.5379653321796478,0.007663175972476122
cka_quality,30,specter2,biobert,0.5833614489034507,0.014326976197408858
cka_quality,30,specter2,simcse,0.45489821256976476,-0.054591963880908145
cka_quality,30,scincl,scibert,0.5892571833998254,0.011557848640554536
cka_quality,30,scincl,bert,0.5142216133581281,-0.042348720239221316
cka_quality,30,scincl,mpnet,0.8166770967173622,0.029777440572420044
cka_quality,30,scincl,minilm,0.7385132496043016,-0.004140619229565434
cka_quality,30,scincl,pubmedbert,0.5344078337858237,0.008279745410167294
cka_quality,30,scincl,biobert,0.5878996435915769,0.023029357616993762
cka_quality,30,scincl,simcse,0.492618455223066,-0.04031135573897615
cka_quality,30,scibert,bert,0.6963743165965284,-0.04430958495338244
cka_quality,30,scibert,mpnet,0.565946556361675,3.143881882761157e-05
cka_quality,30,scibert,minilm,0.5454612240200886,-0.006291746641552742
cka_quality,30,scibert,pubmedbert,0.8877629619498304,0.036111027335450685
cka_quality,30,scibert,biobert,0.8810391824140675,0.03347453285766788
cka_quality,30,scibert,simcse,0.6316124421672695,-0.0010671388677832017
cka_quality,30,bert,mpnet,0.5599463789386283,-0.010970888319105754
cka_quality,30,bert,minilm,0.5810195432254152,0.00020987817299866762
cka_quality,30,bert,pubmedbert,0.700529100885413,-0.05083317426409795
cka_quality,30,bert,biobert,0.7304814986355691,-0.05138345009164991
cka_quality,30,bert,simcse,0.7769248985189836,-0.007528473643249378
cka_quality,30,mpnet,minilm,0.8295429992271561,-0.001485982014698517
cka_quality,30,mpnet,pubmedbert,0.5279062401672446,0.005404851339937289
cka_quality,30,mpnet,biobert,0.5823533946041185,0.014638605681941308
cka_quality,30,mpnet,simcse,0.5327420729173278,-0.018751291031239847
cka_quality,30,minilm,pubmedbert,0.5095237412699932,-0.0038649762895686113
cka_quality,30,minilm,biobert,0.561314679216757,0.004127321612126478
cka_quality,30,minilm,simcse,0.5633811305743566,-0.009200571495887044
cka_quality,30,pubmedbert,biobert,0.8838959702027834,0.014138156185609874
cka_quality,30,pubmedbert,simcse,0.6278785760450862,-0.0021670573820165018
cka_quality,30,biobert,simcse,0.6394418220904834,-0.013931237836934396
cka_quality,31,specter,specter2,0.7397015594196992,-0.044305806205726994
cka_quality,31,specter,scincl,0.809939883283256,-0.032492527068296084
cka_quality,31,specter,scibert,0.7248910300537066,0.10198119704582864
cka_quality,31,specter,bert,0.6425504540284697,0.031868772798562706
cka_quality,31,specter,mpnet,0.7966063931387934,-0.010405967664318005
cka_quality,31,specter,minilm,0.7388083690831662,-0.02713776371088439
cka_quality,31,specter,pubmedbert,0.6388708818276385,0.060441323671702296
cka_quality,31,specter,biobert,0.6396079320722867,0.020588766260391522
cka_quality,31,specter,simcse,0.5540565543043804,-0.032729772293421555
cka_quality,31,specter2,scincl,0.7601932931207244,-0.08246139662224461
cka_quality,31,specter2,scibert,0.6964997872167131,0.060325486086488245
cka_quality,31,specter2,bert,0.6110998546340216,0.0359243594098726
cka_quality,31,specter2,mpnet,0.7418532434741161,-0.053043054071506
cka_quality,31,specter2,minilm,0.6824319945692385,-0.06550759335072409
cka_quality,31,specter2,pubmedbert,0.590157622017155,0.022544496645507506
cka_quality,31,specter2,biobert,0.5943713047539594,-0.011974137116558259
cka_quality,31,specter2,simcse,0.5119856167379203,-0.034815528877228386
cka_quality,31,scincl,scibert,0.7037613648754585,0.08875106095171181
cka_quality,31,scincl,bert,0.6172050869025176,0.02332378414069236
cka_quality,31,scincl,mpnet,0.7994193718184754,-0.024791253490942577
cka_quality,31,scincl,minilm,0.7500224498664128,-0.029942388131930175
cka_quality,31,scincl,pubmedbert,0.6241049558568424,0.06066589831671021
cka_quality,31,scincl,biobert,0.6298526695512562,0.027671414412197226
cka_quality,31,scincl,simcse,0.5391957341305311,-0.031045045995986897
cka_quality,31,scibert,bert,0.7654308970275279,-0.012563973686858798
cka_quality,31,scibert,mpnet,0.6935167015391386,0.09029061483181533
cka_quality,31,scibert,minilm,0.6572985443789847,0.06823460455286756
cka_quality,31,scibert,pubmedbert,0.8265437836052414,-0.06241912017361417
cka_quality,31,scibert,biobert,0.8093246382407546,-0.07555098048012088
cka_quality,31,scibert,simcse,0.6278025967902157,-0.04218795340931292
cka_quality,31,bert,mpnet,0.6254079278045216,0.01717969138231168
cka_quality,31,bert,minilm,0.6196404558952886,0.0015198216783962604
cka_quality,31,bert,pubmedbert,0.7953862618948092,0.0067130175808224335
cka_quality,31,bert,biobert,0.8212839113284615,0.0021079934367665976
cka_quality,31,bert,simcse,0.7815797692018018,-0.040184572124907
cka_quality,31,mpnet,minilm,0.843133186601141,-0.02520676380518949
cka_quality,31,mpnet,pubmedbert,0.6195993838924806,0.0597870259006974
cka_quality,31,mpnet,biobert,0.6228998165340136,0.017874058447360563
cka_quality,31,mpnet,simcse,0.5536389498252295,-0.035165383287813934
cka_quality,31,minilm,pubmedbert,0.6028546380934081,0.05215495136937043
cka_quality,31,minilm,biobert,0.6120726440357339,0.017574317266627504
cka_quality,31,minilm,simcse,0.573761104477656,-0.036131566757063416
cka_quality,31,pubmedbert,biobert,0.8907290889315964,-0.016339694250052994
cka_quality,31,pubmedbert,simcse,0.6493016701787095,-0.01805493241286904
cka_quality,31,biobert,simcse,0.6676185478927689,-0.02306548119912477
cka_quality,32,specter,specter2,0.7592038241005219,0.03621534222899847
cka_quality,32,specter,scincl,0.7814304741980671,1.6947600417815956e-05
cka_quality,32,specter,scibert,0.5064255034720674,-0.05546544578190782
cka_quality,32,specter,bert,0.48626204073775847,-0.06340075673824574
cka_quality,32,specter,mpnet,0.760840418384126,0.014846941334917263
cka_quality,32,specter,minilm,0.7304272182585454,0.02549996921839759
cka_quality,32,specter,pubmedbert,0.4322674172120823,-0.0851432571899512
cka_quality,32,specter,biobert,0.5039425386343783,-0.054057743423614135
cka_quality,32,specter,simcse,0.5036884745645,-0.022078968279399147
cka_quality,32,specter2,scincl,0.8202067856571785,0.03857097966811229
cka_quality,32,specter2,scibert,0.5513005607290313,-0.023854856647290812
cka_quality,32,specter2,bert,0.5044462988482459,-0.009710312622000394
cka_quality,32,specter2,mpnet,0.7715217271756012,0.037644313383881856
cka_quality,32,specter2,minilm,0.7349686654522832,0.04804796128622335
cka_quality,32,specter2,pubmedbert,0.4702654228464783,-0.03632881877126648
cka_quality,32,specter2,biobert,0.5410147256438295,-0.004311832472785437
cka_quality,32,specter2,simcse,0.5145067250693265,0.02872446320808053
cka_quality,32,scincl,scibert,0.5179434303974689,-0.036047989772375
cka_quality,32,scincl,bert,0.4929217229464804,-0.03994069606144213
cka_quality,32,scincl,mpnet,0.7809003220143346,0.01770858045881929
cka_quality,32,scincl,minilm,0.748051022816843,0.029105068572402804
cka_quality,32,scincl,pubmedbert,0.45639820837453343,-0.04602196541169612
cka_quality,32,scincl,biobert,0.518826383206054,-0.022335988179102206
cka_quality,32,scincl,simcse,0.5087947932273488,-0.0004271031452665053
cka_quality,32,scibert,bert,0.7628898268571599,0.04591383989667597
cka_quality,32,scibert,mpnet,0.5096416433211264,-0.03256555963229413
cka_quality,32,scibert,minilm,0.5203330187092134,-0.0077120373630009675
cka_quality,32,scibert,pubmedbert,0.8503902889054734,0.022446268880520592
cka_quality,32,scibert,biobert,0.859258122108303,0.03540138714133023
cka_quality,32,scibert,simcse,0.6432612486889837,0.034289582243357875
cka_quality,32,bert,mpnet,0.5089296569779684,-0.03827969569033873
