field_id,period_start,model_a,model_b,k,all_candidates,fixed_queries,all_queries_all_candidates,fixed_queries_all_candidates,fixed_queries_2048_candidates,query_selection_change,candidate_change_same_queries
11,2000,specter2,scincl,10,2166,2048,0.37580794090489383,0.37685546875,0.3798828125,0.0010475278451061443,0.003027343750000022
11,2000,specter2,scincl,25,2166,2048,0.4151246537396122,0.4151171875,0.41798828125000004,-7.466239612230474e-06,0.0028710937500000533
11,2000,specter2,scincl,50,2166,2048,0.4492428439519852,0.4496484375,0.45283203125000004,0.0004055935480147821,0.0031835937500000466
11,2000,specter2,scibert,10,2166,2048,0.21195752539242846,0.21337890625,0.218408203125,0.0014213808575715414,0.0050292968750000056
11,2000,specter2,scibert,25,2166,2048,0.2481809787626962,0.24912109375,0.25431640625000007,0.0009401149873037862,0.005195312500000077
11,2000,specter2,scibert,50,2166,2048,0.28469067405355497,0.285283203125,0.2887890625,0.0005925290714450249,0.003505859375000031
11,2000,specter2,bert,10,2166,2048,0.1659741458910434,0.1671875,0.17031250000000003,0.0012133541089565936,0.0031250000000000444
11,2000,specter2,bert,25,2166,2048,0.200129270544783,0.20025390625,0.20376953125000002,0.00012463570521700773,0.003515625000000022
11,2000,specter2,bert,50,2166,2048,0.23300092336103415,0.233388671875,0.23602539062500003,0.0003877485139658632,0.0026367187500000167
11,2000,specter2,mpnet,10,2166,2048,0.3560941828254848,0.357275390625,0.35952148437500003,0.0011812077995152492,0.002246093750000011
11,2000,specter2,mpnet,25,2166,2048,0.3878301015697138,0.38806640625,0.3911523437500001,0.00023630468028618123,0.00308593750000008
11,2000,specter2,mpnet,50,2166,2048,0.42265927977839335,0.42291015625,0.425966796875,0.0002508764716066536,0.0030566406249999956
11,2000,specter2,minilm,10,2166,2048,0.3170360110803324,0.317529296875,0.3208984375,0.000493285794667564,0.0033691406250000444
11,2000,specter2,minilm,25,2166,2048,0.3458910433979686,0.34619140625,0.34880859375000006,0.00030036285203138835,0.002617187500000062
11,2000,specter2,minilm,50,2166,2048,0.377590027700831,0.377666015625,0.380107421875,7.598792416901867e-05,0.00244140625
11,2000,specter2,pubmedbert,10,2166,2048,0.18910433979686056,0.19072265625,0.19443359375000002,0.0016183164531394512,0.003710937500000011
11,2000,specter2,pubmedbert,25,2166,2048,0.21804247460757156,0.21865234375,0.22318359375000005,0.000609869142428443,0.004531250000000042
11,2000,specter2,pubmedbert,50,2166,2048,0.250932594644506,0.25166015625,0.25564453125000003,0.000727561605493976,0.00398437500000004
11,2000,specter2,biobert,10,2166,2048,0.1922437673130194,0.194189453125,0.19809570312500002,0.0019456858119805964,0.003906250000000028
11,2000,specter2,biobert,25,2166,2048,0.2244506001846722,0.22517578125,0.22912109375000003,0.0007251810653278179,0.00394531250000002
11,2000,specter2,biobert,50,2166,2048,0.2578855032317636,0.25849609375,0.262119140625,0.0006105905182363647,0.0036230468750000355
11,2000,specter2,simcse,10,2166,2048,0.15457063711911356,0.155517578125,0.15834960937500003,0.0009469410058864369,0.0028320312500000333
11,2000,specter2,simcse,25,2166,2048,0.1847460757156048,0.18564453125,0.18789062500000003,0.0008984555343951872,0.002246093750000039
11,2000,specter2,simcse,50,2166,2048,0.21384118190212373,0.214296875,0.21543945312500004,0.00045569309787626966,0.0011425781250000433
