field_id,recipe,k,model_a,input_a,model_b,input_b,kind,mean_overlap
23,sep,25,scibert,title,simcse,title,model,0.17872
23,sep,25,scibert,title,scibert,abstract,input,0.14071999999999998
23,sep,25,scibert,title,scibert,title_abstract,input,0.14892
23,sep,25,bert,title,mpnet,title,model,0.23368
23,sep,25,bert,title,minilm,title,model,0.22588
23,sep,25,bert,title,pubmedbert,title,model,0.23704
23,sep,25,bert,title,biobert,title,model,0.20888
23,sep,25,bert,title,simcse,title,model,0.27348
23,sep,25,bert,title,bert,abstract,input,0.14372
23,sep,25,bert,title,bert,title_abstract,input,0.14872
23,sep,25,mpnet,title,minilm,title,model,0.55296
23,sep,25,mpnet,title,pubmedbert,title,model,0.30852
23,sep,25,mpnet,title,biobert,title,model,0.25484
23,sep,25,mpnet,title,simcse,title,model,0.28836
23,sep,25,mpnet,title,mpnet,abstract,input,0.46804
23,sep,25,mpnet,title,mpnet,title_abstract,input,0.52952
23,sep,25,minilm,title,pubmedbert,title,model,0.28776
23,sep,25,minilm,title,biobert,title,model,0.24132
23,sep,25,minilm,title,simcse,title,model,0.28856000000000004
23,sep,25,minilm,title,minilm,abstract,input,0.39704
23,sep,25,minilm,title,minilm,title_abstract,input,0.45584
23,sep,25,pubmedbert,title,biobert,title,model,0.28431999999999996
23,sep,25,pubmedbert,title,simcse,title,model,0.26008
23,sep,25,pubmedbert,title,pubmedbert,abstract,input,0.25508
23,sep,25,pubmedbert,title,pubmedbert,title_abstract,input,0.28252
23,sep,25,biobert,title,simcse,title,model,0.21024
23,sep,25,biobert,title,biobert,abstract,input,0.22728
23,sep,25,biobert,title,biobert,title_abstract,input,0.26332
23,sep,25,simcse,title,simcse,abstract,input,0.20228000000000002
23,sep,25,simcse,title,simcse,title_abstract,input,0.23315999999999998
23,sep,25,specter,abstract,specter2,abstract,model,0.41024
23,sep,25,specter,abstract,scincl,abstract,model,0.5209199999999999
23,sep,25,specter,abstract,scibert,abstract,model,0.20948
23,sep,25,specter,abstract,bert,abstract,model,0.19852
23,sep,25,specter,abstract,mpnet,abstract,model,0.48388
23,sep,25,specter,abstract,minilm,abstract,model,0.44787999999999994
23,sep,25,specter,abstract,pubmedbert,abstract,model,0.38880000000000003
23,sep,25,specter,abstract,biobert,abstract,model,0.3292
23,sep,25,specter,abstract,simcse,abstract,model,0.27916
23,sep,25,specter,abstract,specter,title_abstract,input,0.73788
23,sep,25,specter2,abstract,scincl,abstract,model,0.4518
23,sep,25,specter2,abstract,scibert,abstract,model,0.20056000000000002
23,sep,25,specter2,abstract,bert,abstract,model,0.18516
23,sep,25,specter2,abstract,mpnet,abstract,model,0.45316
23,sep,25,specter2,abstract,minilm,abstract,model,0.4008
23,sep,25,specter2,abstract,pubmedbert,abstract,model,0.35792
23,sep,25,specter2,abstract,biobert,abstract,model,0.3006
23,sep,25,specter2,abstract,simcse,abstract,model,0.23924
23,sep,25,specter2,abstract,specter2,title_abstract,input,0.72832
23,sep,25,scincl,abstract,scibert,abstract,model,0.20056000000000002
23,sep,25,scincl,abstract,bert,abstract,model,0.18556
23,sep,25,scincl,abstract,mpnet,abstract,model,0.5212
23,sep,25,scincl,abstract,minilm,abstract,model,0.48148
23,sep,25,scincl,abstract,pubmedbert,abstract,model,0.38212
23,sep,25,scincl,abstract,biobert,abstract,model,0.31995999999999997
23,sep,25,scincl,abstract,simcse,abstract,model,0.27128
23,sep,25,scincl,abstract,scincl,title_abstract,input,0.8005200000000001
23,sep,25,scibert,abstract,bert,abstract,model,0.24748
23,sep,25,scibert,abstract,mpnet,abstract,model,0.21495999999999998
23,sep,25,scibert,abstract,minilm,abstract,model,0.19608
23,sep,25,scibert,abstract,pubmedbert,abstract,model,0.33304
23,sep,25,scibert,abstract,biobert,abstract,model,0.3638
23,sep,25,scibert,abstract,simcse,abstract,model,0.23867999999999998
23,sep,25,scibert,abstract,scibert,title_abstract,input,0.7338800000000001
23,sep,25,bert,abstract,mpnet,abstract,model,0.226
23,sep,25,bert,abstract,minilm,abstract,model,0.21084
23,sep,25,bert,abstract,pubmedbert,abstract,model,0.29808
23,sep,25,bert,abstract,biobert,abstract,model,0.34143999999999997
23,sep,25,bert,abstract,simcse,abstract,model,0.28208
23,sep,25,bert,abstract,bert,title_abstract,input,0.70556
23,sep,25,mpnet,abstract,minilm,abstract,model,0.58612
23,sep,25,mpnet,abstract,pubmedbert,abstract,model,0.41619999999999996
23,sep,25,mpnet,abstract,biobert,abstract,model,0.35048
23,sep,25,mpnet,abstract,simcse,abstract,model,0.30256
23,sep,25,mpnet,abstract,mpnet,title_abstract,input,0.85456
23,sep,25,minilm,abstract,pubmedbert,abstract,model,0.3876
23,sep,25,minilm,abstract,biobert,abstract,model,0.32848
23,sep,25,minilm,abstract,simcse,abstract,model,0.31152
23,sep,25,minilm,abstract,minilm,title_abstract,input,0.81672
23,sep,25,pubmedbert,abstract,biobert,abstract,model,0.526
23,sep,25,pubmedbert,abstract,simcse,abstract,model,0.36512
23,sep,25,pubmedbert,abstract,pubmedbert,title_abstract,input,0.85068
23,sep,25,biobert,abstract,simcse,abstract,model,0.36408
23,sep,25,biobert,abstract,biobert,title_abstract,input,0.8668
23,sep,25,simcse,abstract,simcse,title_abstract,input,0.79224
23,sep,25,specter,title_abstract,specter2,title_abstract,model,0.40768
23,sep,25,specter,title_abstract,scincl,title_abstract,model,0.5402
23,sep,25,specter,title_abstract,scibert,title_abstract,model,0.20972000000000002
23,sep,25,specter,title_abstract,bert,title_abstract,model,0.18292000000000003
23,sep,25,specter,title_abstract,mpnet,title_abstract,model,0.50168
23,sep,25,specter,title_abstract,minilm,title_abstract,model,0.46316
23,sep,25,specter,title_abstract,pubmedbert,title_abstract,model,0.39696
23,sep,25,specter,title_abstract,biobert,title_abstract,model,0.33824
23,sep,25,specter,title_abstract,simcse,title_abstract,model,0.28736
23,sep,25,specter2,title_abstract,scincl,title_abstract,model,0.45028
23,sep,25,specter2,title_abstract,scibert,title_abstract,model,0.19924
23,sep,25,specter2,title_abstract,bert,title_abstract,model,0.17784
23,sep,25,specter2,title_abstract,mpnet,title_abstract,model,0.46015999999999996
23,sep,25,specter2,title_abstract,minilm,title_abstract,model,0.40932
23,sep,25,specter2,title_abstract,pubmedbert,title_abstract,model,0.3592
23,sep,25,specter2,title_abstract,biobert,title_abstract,model,0.30712
23,sep,25,specter2,title_abstract,simcse,title_abstract,model,0.24728000000000003
23,sep,25,scincl,title_abstract,scibert,title_abstract,model,0.19940000000000002
23,sep,25,scincl,title_abstract,bert,title_abstract,model,0.17232
23,sep,25,scincl,title_abstract,mpnet,title_abstract,model,0.53064
23,sep,25,scincl,title_abstract,minilm,title_abstract,model,0.48968000000000006
23,sep,25,scincl,title_abstract,pubmedbert,title_abstract,model,0.38528
23,sep,25,scincl,title_abstract,biobert,title_abstract,model,0.32392000000000004
23,sep,25,scincl,title_abstract,simcse,title_abstract,model,0.272
23,sep,25,scibert,title_abstract,bert,title_abstract,model,0.23232
23,sep,25,scibert,title_abstract,mpnet,title_abstract,model,0.21204
23,sep,25,scibert,title_abstract,minilm,title_abstract,model,0.19744
23,sep,25,scibert,title_abstract,pubmedbert,title_abstract,model,0.31524
23,sep,25,scibert,title_abstract,biobert,title_abstract,model,0.34976
23,sep,25,scibert,title_abstract,simcse,title_abstract,model,0.23776
23,sep,25,bert,title_abstract,mpnet,title_abstract,model,0.21348
23,sep,25,bert,title_abstract,minilm,title_abstract,model,0.20212
23,sep,25,bert,title_abstract,pubmedbert,title_abstract,model,0.28296
23,sep,25,bert,title_abstract,biobert,title_abstract,model,0.32432
23,sep,25,bert,title_abstract,simcse,title_abstract,model,0.27096
23,sep,25,mpnet,title_abstract,minilm,title_abstract,model,0.59364
23,sep,25,mpnet,title_abstract,pubmedbert,title_abstract,model,0.41756
23,sep,25,mpnet,title_abstract,biobert,title_abstract,model,0.35531999999999997
23,sep,25,mpnet,title_abstract,simcse,title_abstract,model,0.31004000000000004
23,sep,25,minilm,title_abstract,pubmedbert,title_abstract,model,0.39311999999999997
23,sep,25,minilm,title_abstract,biobert,title_abstract,model,0.33568
23,sep,25,minilm,title_abstract,simcse,title_abstract,model,0.31584
23,sep,25,pubmedbert,title_abstract,biobert,title_abstract,model,0.52068
23,sep,25,pubmedbert,title_abstract,simcse,title_abstract,model,0.36844
23,sep,25,biobert,title_abstract,simcse,title_abstract,model,0.36396
23,sep,50,specter,title,specter2,title,model,0.41702
23,sep,50,specter,title,scincl,title,model,0.47130000000000005
23,sep,50,specter,title,scibert,title,model,0.22882000000000002
23,sep,50,specter,title,bert,title,model,0.24974
23,sep,50,specter,title,mpnet,title,model,0.43832
23,sep,50,specter,title,minilm,title,model,0.4171
23,sep,50,specter,title,pubmedbert,title,model,0.34741999999999995
23,sep,50,specter,title,biobert,title,model,0.295
23,sep,50,specter,title,simcse,title,model,0.28258
23,sep,50,specter,title,specter,abstract,input,0.41973999999999995
23,sep,50,specter,title,specter,title_abstract,input,0.51186
23,sep,50,specter2,title,scincl,title,model,0.48054
23,sep,50,specter2,title,scibert,title,model,0.22260000000000002
23,sep,50,specter2,title,bert,title,model,0.23242000000000002
23,sep,50,specter2,title,mpnet,title,model,0.45643999999999996
23,sep,50,specter2,title,minilm,title,model,0.4239
23,sep,50,specter2,title,pubmedbert,title,model,0.32884
23,sep,50,specter2,title,biobert,title,model,0.2803
23,sep,50,specter2,title,simcse,title,model,0.2771
23,sep,50,specter2,title,specter2,abstract,input,0.40549999999999997
23,sep,50,specter2,title,specter2,title_abstract,input,0.49544
23,sep,50,scincl,title,scibert,title,model,0.23542000000000002
23,sep,50,scincl,title,bert,title,model,0.24586
23,sep,50,scincl,title,mpnet,title,model,0.4648
23,sep,50,scincl,title,minilm,title,model,0.44132
23,sep,50,scincl,title,pubmedbert,title,model,0.34452
23,sep,50,scincl,title,biobert,title,model,0.29988
23,sep,50,scincl,title,simcse,title,model,0.27986
23,sep,50,scincl,title,scincl,abstract,input,0.47056
23,sep,50,scincl,title,scincl,title_abstract,input,0.54644
23,sep,50,scibert,title,bert,title,model,0.2439
23,sep,50,scibert,title,mpnet,title,model,0.23202
23,sep,50,scibert,title,minilm,title,model,0.21922
23,sep,50,scibert,title,pubmedbert,title,model,0.32918
23,sep,50,scibert,title,biobert,title,model,0.2659
23,sep,50,scibert,title,simcse,title,model,0.231
23,sep,50,scibert,title,scibert,abstract,input,0.19521999999999998
23,sep,50,scibert,title,scibert,title_abstract,input,0.20154
23,sep,50,bert,title,mpnet,title,model,0.28528
23,sep,50,bert,title,minilm,title,model,0.27544
23,sep,50,bert,title,pubmedbert,title,model,0.28118
23,sep,50,bert,title,biobert,title,model,0.25832
23,sep,50,bert,title,simcse,title,model,0.32144
23,sep,50,bert,title,bert,abstract,input,0.19414
23,sep,50,bert,title,bert,title_abstract,input,0.2005
23,sep,50,mpnet,title,minilm,title,model,0.58772
23,sep,50,mpnet,title,pubmedbert,title,model,0.36304000000000003
23,sep,50,mpnet,title,biobert,title,model,0.31434
23,sep,50,mpnet,title,simcse,title,model,0.33448
23,sep,50,mpnet,title,mpnet,abstract,input,0.5244599999999999
23,sep,50,mpnet,title,mpnet,title_abstract,input,0.5806
23,sep,50,minilm,title,pubmedbert,title,model,0.34362000000000004
23,sep,50,minilm,title,biobert,title,model,0.29636
23,sep,50,minilm,title,simcse,title,model,0.33068
23,sep,50,minilm,title,minilm,abstract,input,0.45668
23,sep,50,minilm,title,minilm,title_abstract,input,0.5121
23,sep,50,pubmedbert,title,biobert,title,model,0.3421
23,sep,50,pubmedbert,title,simcse,title,model,0.3126
23,sep,50,pubmedbert,title,pubmedbert,abstract,input,0.31642
23,sep,50,pubmedbert,title,pubmedbert,title_abstract,input,0.34334000000000003
23,sep,50,biobert,title,simcse,title,model,0.26262
23,sep,50,biobert,title,biobert,abstract,input,0.29386
23,sep,50,biobert,title,biobert,title_abstract,input,0.32952
23,sep,50,simcse,title,simcse,abstract,input,0.26026
23,sep,50,simcse,title,simcse,title_abstract,input,0.29152
23,sep,50,specter,abstract,specter2,abstract,model,0.45848
23,sep,50,specter,abstract,scincl,abstract,model,0.5666599999999999
23,sep,50,specter,abstract,scibert,abstract,model,0.26494
23,sep,50,specter,abstract,bert,abstract,model,0.24586
23,sep,50,specter,abstract,mpnet,abstract,model,0.53554
23,sep,50,specter,abstract,minilm,abstract,model,0.50788
23,sep,50,specter,abstract,pubmedbert,abstract,model,0.44168
23,sep,50,specter,abstract,biobert,abstract,model,0.38667999999999997
23,sep,50,specter,abstract,simcse,abstract,model,0.33228
23,sep,50,specter,abstract,specter,title_abstract,input,0.77888
23,sep,50,specter2,abstract,scincl,abstract,model,0.49756
23,sep,50,specter2,abstract,scibert,abstract,model,0.25756
23,sep,50,specter2,abstract,bert,abstract,model,0.22688
23,sep,50,specter2,abstract,mpnet,abstract,model,0.5039
23,sep,50,specter2,abstract,minilm,abstract,model,0.45164000000000004
23,sep,50,specter2,abstract,pubmedbert,abstract,model,0.40418
23,sep,50,specter2,abstract,biobert,abstract,model,0.35534
23,sep,50,specter2,abstract,simcse,abstract,model,0.28184000000000003
23,sep,50,specter2,abstract,specter2,title_abstract,input,0.76542
23,sep,50,scincl,abstract,scibert,abstract,model,0.26064
23,sep,50,scincl,abstract,bert,abstract,model,0.23026
23,sep,50,scincl,abstract,mpnet,abstract,model,0.56858
23,sep,50,scincl,abstract,minilm,abstract,model,0.5296
23,sep,50,scincl,abstract,pubmedbert,abstract,model,0.43198000000000003
23,sep,50,scincl,abstract,biobert,abstract,model,0.37728
23,sep,50,scincl,abstract,simcse,abstract,model,0.318
23,sep,50,scincl,abstract,scincl,title_abstract,input,0.8304
23,sep,50,scibert,abstract,bert,abstract,model,0.30476
23,sep,50,scibert,abstract,mpnet,abstract,model,0.27488
23,sep,50,scibert,abstract,minilm,abstract,model,0.2569
23,sep,50,scibert,abstract,pubmedbert,abstract,model,0.39066
23,sep,50,scibert,abstract,biobert,abstract,model,0.42914
23,sep,50,scibert,abstract,simcse,abstract,model,0.29062
23,sep,50,scibert,abstract,scibert,title_abstract,input,0.7683199999999999
23,sep,50,bert,abstract,mpnet,abstract,model,0.27242
23,sep,50,bert,abstract,minilm,abstract,model,0.2614
23,sep,50,bert,abstract,pubmedbert,abstract,model,0.3455
23,sep,50,bert,abstract,biobert,abstract,model,0.3956
23,sep,50,bert,abstract,simcse,abstract,model,0.336
23,sep,50,bert,abstract,bert,title_abstract,input,0.74702
23,sep,50,mpnet,abstract,minilm,abstract,model,0.6272
23,sep,50,mpnet,abstract,pubmedbert,abstract,model,0.46728000000000003
23,sep,50,mpnet,abstract,biobert,abstract,model,0.41107999999999995
23,sep,50,mpnet,abstract,simcse,abstract,model,0.35276
23,sep,50,mpnet,abstract,mpnet,title_abstract,input,0.8765999999999999
23,sep,50,minilm,abstract,pubmedbert,abstract,model,0.44466
23,sep,50,minilm,abstract,biobert,abstract,model,0.39144
23,sep,50,minilm,abstract,simcse,abstract,model,0.36546
23,sep,50,minilm,abstract,minilm,title_abstract,input,0.8447199999999999
23,sep,50,pubmedbert,abstract,biobert,abstract,model,0.57018
23,sep,50,pubmedbert,abstract,simcse,abstract,model,0.41208
23,sep,50,pubmedbert,abstract,pubmedbert,title_abstract,input,0.8722
23,sep,50,biobert,abstract,simcse,abstract,model,0.4128
23,sep,50,biobert,abstract,biobert,title_abstract,input,0.8885599999999999
23,sep,50,simcse,abstract,simcse,title_abstract,input,0.82044
23,sep,50,specter,title_abstract,specter2,title_abstract,model,0.45954
23,sep,50,specter,title_abstract,scincl,title_abstract,model,0.58006
23,sep,50,specter,title_abstract,scibert,title_abstract,model,0.26008
23,sep,50,specter,title_abstract,bert,title_abstract,model,0.23062000000000002
23,sep,50,specter,title_abstract,mpnet,title_abstract,model,0.55006
23,sep,50,specter,title_abstract,minilm,title_abstract,model,0.523
23,sep,50,specter,title_abstract,pubmedbert,title_abstract,model,0.4437
23,sep,50,specter,title_abstract,biobert,title_abstract,model,0.39548
23,sep,50,specter,title_abstract,simcse,title_abstract,model,0.33738
23,sep,50,specter2,title_abstract,scincl,title_abstract,model,0.49957999999999997
23,sep,50,specter2,title_abstract,scibert,title_abstract,model,0.25286000000000003
23,sep,50,specter2,title_abstract,bert,title_abstract,model,0.2198
23,sep,50,specter2,title_abstract,mpnet,title_abstract,model,0.51266
23,sep,50,specter2,title_abstract,minilm,title_abstract,model,0.46136000000000005
23,sep,50,specter2,title_abstract,pubmedbert,title_abstract,model,0.4065
23,sep,50,specter2,title_abstract,biobert,title_abstract,model,0.36232
23,sep,50,specter2,title_abstract,simcse,title_abstract,model,0.29350000000000004
23,sep,50,scincl,title_abstract,scibert,title_abstract,model,0.2492
23,sep,50,scincl,title_abstract,bert,title_abstract,model,0.21488
23,sep,50,scincl,title_abstract,mpnet,title_abstract,model,0.57188
23,sep,50,scincl,title_abstract,minilm,title_abstract,model,0.5386
23,sep,50,scincl,title_abstract,pubmedbert,title_abstract,model,0.43357999999999997
23,sep,50,scincl,title_abstract,biobert,title_abstract,model,0.38124
23,sep,50,scincl,title_abstract,simcse,title_abstract,model,0.32024
23,sep,50,scibert,title_abstract,bert,title_abstract,model,0.28482
23,sep,50,scibert,title_abstract,mpnet,title_abstract,model,0.26822
23,sep,50,scibert,title_abstract,minilm,title_abstract,model,0.25206
23,sep,50,scibert,title_abstract,pubmedbert,title_abstract,model,0.3693
23,sep,50,scibert,title_abstract,biobert,title_abstract,model,0.40741999999999995
23,sep,50,scibert,title_abstract,simcse,title_abstract,model,0.28686
23,sep,50,bert,title_abstract,mpnet,title_abstract,model,0.25867999999999997
23,sep,50,bert,title_abstract,minilm,title_abstract,model,0.25028
23,sep,50,bert,title_abstract,pubmedbert,title_abstract,model,0.32664000000000004
23,sep,50,bert,title_abstract,biobert,title_abstract,model,0.37674
23,sep,50,bert,title_abstract,simcse,title_abstract,model,0.32108
23,sep,50,mpnet,title_abstract,minilm,title_abstract,model,0.63178
23,sep,50,mpnet,title_abstract,pubmedbert,title_abstract,model,0.46752000000000005
23,sep,50,mpnet,title_abstract,biobert,title_abstract,model,0.41700000000000004
23,sep,50,mpnet,title_abstract,simcse,title_abstract,model,0.36134
23,sep,50,minilm,title_abstract,pubmedbert,title_abstract,model,0.44964
23,sep,50,minilm,title_abstract,biobert,title_abstract,model,0.39764000000000005
23,sep,50,minilm,title_abstract,simcse,title_abstract,model,0.36994
23,sep,50,pubmedbert,title_abstract,biobert,title_abstract,model,0.5671
23,sep,50,pubmedbert,title_abstract,simcse,title_abstract,model,0.41781999999999997
23,sep,50,biobert,title_abstract,simcse,title_abstract,model,0.41658
24,mean,10,specter,title,specter2,title,model,0.3256
24,mean,10,specter,title,scincl,title,model,0.362
24,mean,10,specter,title,scibert,title,model,0.1875
24,mean,10,specter,title,bert,title,model,0.1517
24,mean,10,specter,title,mpnet,title,model,0.3368
24,mean,10,specter,title,minilm,title,model,0.3065
24,mean,10,specter,title,pubmedbert,title,model,0.2408
24,mean,10,specter,title,biobert,title,model,0.1941
24,mean,10,specter,title,simcse,title,model,0.1365
24,mean,10,specter,title,specter,abstract,input,0.30870000000000003
24,mean,10,specter,title,specter,title_abstract,input,0.4074
24,mean,10,specter2,title,scincl,title,model,0.4126
24,mean,10,specter2,title,scibert,title,model,0.1756
24,mean,10,specter2,title,bert,title,model,0.1343
24,mean,10,specter2,title,mpnet,title,model,0.36970000000000003
24,mean,10,specter2,title,minilm,title,model,0.3423
24,mean,10,specter2,title,pubmedbert,title,model,0.21459999999999999
24,mean,10,specter2,title,biobert,title,model,0.1694
24,mean,10,specter2,title,simcse,title,model,0.12250000000000001
24,mean,10,specter2,title,specter2,abstract,input,0.3307
24,mean,10,specter2,title,specter2,title_abstract,input,0.42400000000000004
24,mean,10,scincl,title,scibert,title,model,0.1944
24,mean,10,scincl,title,bert,title,model,0.1459
24,mean,10,scincl,title,mpnet,title,model,0.422
24,mean,10,scincl,title,minilm,title,model,0.3944
24,mean,10,scincl,title,pubmedbert,title,model,0.2259
24,mean,10,scincl,title,biobert,title,model,0.1911
24,mean,10,scincl,title,simcse,title,model,0.1265
24,mean,10,scincl,title,scincl,abstract,input,0.4006
24,mean,10,scincl,title,scincl,title_abstract,input,0.48550000000000004
24,mean,10,scibert,title,bert,title,model,0.1757
24,mean,10,scibert,title,mpnet,title,model,0.1602
24,mean,10,scibert,title,minilm,title,model,0.1464
24,mean,10,scibert,title,pubmedbert,title,model,0.2959
24,mean,10,scibert,title,biobert,title,model,0.2173
24,mean,10,scibert,title,simcse,title,model,0.124
24,mean,10,scibert,title,scibert,abstract,input,0.13740000000000002
24,mean,10,scibert,title,scibert,title_abstract,input,0.1561
24,mean,10,bert,title,mpnet,title,model,0.1641
24,mean,10,bert,title,minilm,title,model,0.1555
24,mean,10,bert,title,pubmedbert,title,model,0.2202
24,mean,10,bert,title,biobert,title,model,0.1914
24,mean,10,bert,title,simcse,title,model,0.2331
24,mean,10,bert,title,bert,abstract,input,0.1193
24,mean,10,bert,title,bert,title_abstract,input,0.1392
24,mean,10,mpnet,title,minilm,title,model,0.5549000000000001
24,mean,10,mpnet,title,pubmedbert,title,model,0.2153
24,mean,10,mpnet,title,biobert,title,model,0.19190000000000002
24,mean,10,mpnet,title,simcse,title,model,0.14579999999999999
24,mean,10,mpnet,title,mpnet,abstract,input,0.4481
24,mean,10,mpnet,title,mpnet,title_abstract,input,0.5054000000000001
24,mean,10,minilm,title,pubmedbert,title,model,0.193
24,mean,10,minilm,title,biobert,title,model,0.1789
24,mean,10,minilm,title,simcse,title,model,0.1476
24,mean,10,minilm,title,minilm,abstract,input,0.36960000000000004
24,mean,10,minilm,title,minilm,title_abstract,input,0.43739999999999996
24,mean,10,pubmedbert,title,biobert,title,model,0.282
24,mean,10,pubmedbert,title,simcse,title,model,0.1494
24,mean,10,pubmedbert,title,pubmedbert,abstract,input,0.1705
24,mean,10,pubmedbert,title,pubmedbert,title_abstract,input,0.1923
24,mean,10,biobert,title,simcse,title,model,0.1296
24,mean,10,biobert,title,biobert,abstract,input,0.1568
24,mean,10,biobert,title,biobert,title_abstract,input,0.1937
24,mean,10,simcse,title,simcse,abstract,input,0.092
24,mean,10,simcse,title,simcse,title_abstract,input,0.1153
24,mean,10,specter,abstract,specter2,abstract,model,0.3843
24,mean,10,specter,abstract,scincl,abstract,model,0.4854
24,mean,10,specter,abstract,scibert,abstract,model,0.23570000000000002
24,mean,10,specter,abstract,bert,abstract,model,0.1774
24,mean,10,specter,abstract,mpnet,abstract,model,0.4346
24,mean,10,specter,abstract,minilm,abstract,model,0.3942
24,mean,10,specter,abstract,pubmedbert,abstract,model,0.221
24,mean,10,specter,abstract,biobert,abstract,model,0.2439
24,mean,10,specter,abstract,simcse,abstract,model,0.145
24,mean,10,specter,abstract,specter,title_abstract,input,0.6988000000000001
24,mean,10,specter2,abstract,scincl,abstract,model,0.43010000000000004
24,mean,10,specter2,abstract,scibert,abstract,model,0.20579999999999998
24,mean,10,specter2,abstract,bert,abstract,model,0.14650000000000002
24,mean,10,specter2,abstract,mpnet,abstract,model,0.4046
24,mean,10,specter2,abstract,minilm,abstract,model,0.366
24,mean,10,specter2,abstract,pubmedbert,abstract,model,0.17980000000000002
24,mean,10,specter2,abstract,biobert,abstract,model,0.1984
24,mean,10,specter2,abstract,simcse,abstract,model,0.1203
24,mean,10,specter2,abstract,specter2,title_abstract,input,0.7177
24,mean,10,scincl,abstract,scibert,abstract,model,0.2152
24,mean,10,scincl,abstract,bert,abstract,model,0.15960000000000002
24,mean,10,scincl,abstract,mpnet,abstract,model,0.5208
24,mean,10,scincl,abstract,minilm,abstract,model,0.4441
24,mean,10,scincl,abstract,pubmedbert,abstract,model,0.2008
24,mean,10,scincl,abstract,biobert,abstract,model,0.22240000000000001
24,mean,10,scincl,abstract,simcse,abstract,model,0.1376
24,mean,10,scincl,abstract,scincl,title_abstract,input,0.7878999999999999
24,mean,10,scibert,abstract,bert,abstract,model,0.3549
24,mean,10,scibert,abstract,mpnet,abstract,model,0.20470000000000002
24,mean,10,scibert,abstract,minilm,abstract,model,0.20190000000000002
24,mean,10,scibert,abstract,pubmedbert,abstract,model,0.5317000000000001
24,mean,10,scibert,abstract,biobert,abstract,model,0.5464
24,mean,10,scibert,abstract,simcse,abstract,model,0.21480000000000002
24,mean,10,scibert,abstract,scibert,title_abstract,input,0.8470000000000001
24,mean,10,bert,abstract,mpnet,abstract,model,0.1664
24,mean,10,bert,abstract,minilm,abstract,model,0.1749
24,mean,10,bert,abstract,pubmedbert,abstract,model,0.32839999999999997
24,mean,10,bert,abstract,biobert,abstract,model,0.3702
24,mean,10,bert,abstract,simcse,abstract,model,0.3161
24,mean,10,bert,abstract,bert,title_abstract,input,0.7968
24,mean,10,mpnet,abstract,minilm,abstract,model,0.5595
24,mean,10,mpnet,abstract,pubmedbert,abstract,model,0.19519999999999998
24,mean,10,mpnet,abstract,biobert,abstract,model,0.21810000000000002
24,mean,10,mpnet,abstract,simcse,abstract,model,0.1453
24,mean,10,mpnet,abstract,mpnet,title_abstract,input,0.8398999999999999
24,mean,10,minilm,abstract,pubmedbert,abstract,model,0.1885
24,mean,10,minilm,abstract,biobert,abstract,model,0.21469999999999997
24,mean,10,minilm,abstract,simcse,abstract,model,0.1561
24,mean,10,minilm,abstract,minilm,title_abstract,input,0.7795
24,mean,10,pubmedbert,abstract,biobert,abstract,model,0.5417
24,mean,10,pubmedbert,abstract,simcse,abstract,model,0.2056
24,mean,10,pubmedbert,abstract,pubmedbert,title_abstract,input,0.8574999999999999
24,mean,10,biobert,abstract,simcse,abstract,model,0.2257
24,mean,10,biobert,abstract,biobert,title_abstract,input,0.8337
24,mean,10,simcse,abstract,simcse,title_abstract,input,0.6663
24,mean,10,specter,title_abstract,specter2,title_abstract,model,0.3872
24,mean,10,specter,title_abstract,scincl,title_abstract,model,0.48840000000000006
24,mean,10,specter,title_abstract,scibert,title_abstract,model,0.26230000000000003
24,mean,10,specter,title_abstract,bert,title_abstract,model,0.1917
24,mean,10,specter,title_abstract,mpnet,title_abstract,model,0.43150000000000005
24,mean,10,specter,title_abstract,minilm,title_abstract,model,0.3966
24,mean,10,specter,title_abstract,pubmedbert,title_abstract,model,0.23500000000000001
24,mean,10,specter,title_abstract,biobert,title_abstract,model,0.2645
24,mean,10,specter,title_abstract,simcse,title_abstract,model,0.1558
24,mean,10,specter2,title_abstract,scincl,title_abstract,model,0.4399
24,mean,10,specter2,title_abstract,scibert,title_abstract,model,0.2204
24,mean,10,specter2,title_abstract,bert,title_abstract,model,0.1537
24,mean,10,specter2,title_abstract,mpnet,title_abstract,model,0.40549999999999997
24,mean,10,specter2,title_abstract,minilm,title_abstract,model,0.3775
24,mean,10,specter2,title_abstract,pubmedbert,title_abstract,model,0.1893
24,mean,10,specter2,title_abstract,biobert,title_abstract,model,0.2118
24,mean,10,specter2,title_abstract,simcse,title_abstract,model,0.1265
24,mean,10,scincl,title_abstract,scibert,title_abstract,model,0.2263
24,mean,10,scincl,title_abstract,bert,title_abstract,model,0.16970000000000002
24,mean,10,scincl,title_abstract,mpnet,title_abstract,model,0.523
24,mean,10,scincl,title_abstract,minilm,title_abstract,model,0.4626
24,mean,10,scincl,title_abstract,pubmedbert,title_abstract,model,0.2051
24,mean,10,scincl,title_abstract,biobert,title_abstract,model,0.23170000000000002
24,mean,10,scincl,title_abstract,simcse,title_abstract,model,0.1469
24,mean,10,scibert,title_abstract,bert,title_abstract,model,0.3558
24,mean,10,scibert,title_abstract,mpnet,title_abstract,model,0.2157
24,mean,10,scibert,title_abstract,minilm,title_abstract,model,0.20990000000000003
24,mean,10,scibert,title_abstract,pubmedbert,title_abstract,model,0.541
