field_id,recipe,k,model_a,input_a,model_b,input_b,kind,mean_overlap
15,mean,50,bert,abstract,simcse,abstract,model,0.50656
15,mean,50,bert,abstract,bert,title_abstract,input,0.8552
15,mean,50,mpnet,abstract,minilm,abstract,model,0.6594599999999999
15,mean,50,mpnet,abstract,pubmedbert,abstract,model,0.35312
15,mean,50,mpnet,abstract,biobert,abstract,model,0.37558
15,mean,50,mpnet,abstract,simcse,abstract,model,0.36372
15,mean,50,mpnet,abstract,mpnet,title_abstract,input,0.8576
15,mean,50,minilm,abstract,pubmedbert,abstract,model,0.35222000000000003
15,mean,50,minilm,abstract,biobert,abstract,model,0.371
15,mean,50,minilm,abstract,simcse,abstract,model,0.36926000000000003
15,mean,50,minilm,abstract,minilm,title_abstract,input,0.82538
15,mean,50,pubmedbert,abstract,biobert,abstract,model,0.66268
15,mean,50,pubmedbert,abstract,simcse,abstract,model,0.4017
15,mean,50,pubmedbert,abstract,pubmedbert,title_abstract,input,0.8732
15,mean,50,biobert,abstract,simcse,abstract,model,0.41582
15,mean,50,biobert,abstract,biobert,title_abstract,input,0.84346
15,mean,50,simcse,abstract,simcse,title_abstract,input,0.79988
15,mean,50,specter,title_abstract,specter2,title_abstract,model,0.49424
15,mean,50,specter,title_abstract,scincl,title_abstract,model,0.58336
15,mean,50,specter,title_abstract,scibert,title_abstract,model,0.39454
15,mean,50,specter,title_abstract,bert,title_abstract,model,0.37338
15,mean,50,specter,title_abstract,mpnet,title_abstract,model,0.56414
15,mean,50,specter,title_abstract,minilm,title_abstract,model,0.52954
15,mean,50,specter,title_abstract,pubmedbert,title_abstract,model,0.38258000000000003
15,mean,50,specter,title_abstract,biobert,title_abstract,model,0.40704
15,mean,50,specter,title_abstract,simcse,title_abstract,model,0.36340000000000006
15,mean,50,specter2,title_abstract,scincl,title_abstract,model,0.5133
15,mean,50,specter2,title_abstract,scibert,title_abstract,model,0.37823999999999997
15,mean,50,specter2,title_abstract,bert,title_abstract,model,0.32696
15,mean,50,specter2,title_abstract,mpnet,title_abstract,model,0.53278
15,mean,50,specter2,title_abstract,minilm,title_abstract,model,0.49982
15,mean,50,specter2,title_abstract,pubmedbert,title_abstract,model,0.35142
15,mean,50,specter2,title_abstract,biobert,title_abstract,model,0.36808
15,mean,50,specter2,title_abstract,simcse,title_abstract,model,0.31596
15,mean,50,scincl,title_abstract,scibert,title_abstract,model,0.37707999999999997
15,mean,50,scincl,title_abstract,bert,title_abstract,model,0.3461
15,mean,50,scincl,title_abstract,mpnet,title_abstract,model,0.58618
15,mean,50,scincl,title_abstract,minilm,title_abstract,model,0.54508
15,mean,50,scincl,title_abstract,pubmedbert,title_abstract,model,0.35286
15,mean,50,scincl,title_abstract,biobert,title_abstract,model,0.37386
15,mean,50,scincl,title_abstract,simcse,title_abstract,model,0.3421
15,mean,50,scibert,title_abstract,bert,title_abstract,model,0.49106
15,mean,50,scibert,title_abstract,mpnet,title_abstract,model,0.3753
15,mean,50,scibert,title_abstract,minilm,title_abstract,model,0.36748
15,mean,50,scibert,title_abstract,pubmedbert,title_abstract,model,0.64126
15,mean,50,scibert,title_abstract,biobert,title_abstract,model,0.62598
15,mean,50,scibert,title_abstract,simcse,title_abstract,model,0.39881999999999995
15,mean,50,bert,title_abstract,mpnet,title_abstract,model,0.37036
15,mean,50,bert,title_abstract,minilm,title_abstract,model,0.36238
15,mean,50,bert,title_abstract,pubmedbert,title_abstract,model,0.50586
15,mean,50,bert,title_abstract,biobert,title_abstract,model,0.5431199999999999
15,mean,50,bert,title_abstract,simcse,title_abstract,model,0.5073599999999999
15,mean,50,mpnet,title_abstract,minilm,title_abstract,model,0.6687000000000001
15,mean,50,mpnet,title_abstract,pubmedbert,title_abstract,model,0.36504
15,mean,50,mpnet,title_abstract,biobert,title_abstract,model,0.38872
15,mean,50,mpnet,title_abstract,simcse,title_abstract,model,0.3709
15,mean,50,minilm,title_abstract,pubmedbert,title_abstract,model,0.35884
15,mean,50,minilm,title_abstract,biobert,title_abstract,model,0.38046
15,mean,50,minilm,title_abstract,simcse,title_abstract,model,0.37468
15,mean,50,pubmedbert,title_abstract,biobert,title_abstract,model,0.6454000000000001
15,mean,50,pubmedbert,title_abstract,simcse,title_abstract,model,0.40514000000000006
15,mean,50,biobert,title_abstract,simcse,title_abstract,model,0.41840000000000005
15,cls,10,specter,title,specter2,title,model,0.3086
15,cls,10,specter,title,scincl,title,model,0.352
15,cls,10,specter,title,scibert,title,model,0.1774
15,cls,10,specter,title,bert,title,model,0.0907
15,cls,10,specter,title,mpnet,title,model,0.3466
15,cls,10,specter,title,minilm,title,model,0.3255
15,cls,10,specter,title,pubmedbert,title,model,0.1274
15,cls,10,specter,title,biobert,title,model,0.1355
15,cls,10,specter,title,simcse,title,model,0.2049
15,cls,10,specter,title,specter,abstract,input,0.244
15,cls,10,specter,title,specter,title_abstract,input,0.36920000000000003
15,cls,10,specter2,title,scincl,title,model,0.3527
15,cls,10,specter2,title,scibert,title,model,0.1676
15,cls,10,specter2,title,bert,title,model,0.08020000000000001
15,cls,10,specter2,title,mpnet,title,model,0.375
15,cls,10,specter2,title,minilm,title,model,0.3581
15,cls,10,specter2,title,pubmedbert,title,model,0.1132
15,cls,10,specter2,title,biobert,title,model,0.1265
15,cls,10,specter2,title,simcse,title,model,0.191
15,cls,10,specter2,title,specter2,abstract,input,0.2519
15,cls,10,specter2,title,specter2,title_abstract,input,0.3558
15,cls,10,scincl,title,scibert,title,model,0.17529999999999998
15,cls,10,scincl,title,bert,title,model,0.0848
15,cls,10,scincl,title,mpnet,title,model,0.3772
15,cls,10,scincl,title,minilm,title,model,0.3548
15,cls,10,scincl,title,pubmedbert,title,model,0.1222
15,cls,10,scincl,title,biobert,title,model,0.1214
15,cls,10,scincl,title,simcse,title,model,0.20459999999999998
15,cls,10,scincl,title,scincl,abstract,input,0.2843
15,cls,10,scincl,title,scincl,title_abstract,input,0.39580000000000004
15,cls,10,scibert,title,bert,title,model,0.1581
15,cls,10,scibert,title,mpnet,title,model,0.1561
15,cls,10,scibert,title,minilm,title,model,0.14450000000000002
15,cls,10,scibert,title,pubmedbert,title,model,0.205
15,cls,10,scibert,title,biobert,title,model,0.1742
15,cls,10,scibert,title,simcse,title,model,0.1708
15,cls,10,scibert,title,scibert,abstract,input,0.0833
15,cls,10,scibert,title,scibert,title_abstract,input,0.0829
15,cls,10,bert,title,mpnet,title,model,0.0848
15,cls,10,bert,title,minilm,title,model,0.08299999999999999
15,cls,10,bert,title,pubmedbert,title,model,0.14679999999999999
15,cls,10,bert,title,biobert,title,model,0.11180000000000001
15,cls,10,bert,title,simcse,title,model,0.17709999999999998
15,cls,10,bert,title,bert,abstract,input,0.0431
15,cls,10,bert,title,bert,title_abstract,input,0.0502
15,cls,10,mpnet,title,minilm,title,model,0.5564
15,cls,10,mpnet,title,pubmedbert,title,model,0.1187
15,cls,10,mpnet,title,biobert,title,model,0.1336
15,cls,10,mpnet,title,simcse,title,model,0.238
15,cls,10,mpnet,title,mpnet,abstract,input,0.37120000000000003
15,cls,10,mpnet,title,mpnet,title_abstract,input,0.45289999999999997
15,cls,10,minilm,title,pubmedbert,title,model,0.11439999999999999
15,cls,10,minilm,title,biobert,title,model,0.124
15,cls,10,minilm,title,simcse,title,model,0.2375
15,cls,10,minilm,title,minilm,abstract,input,0.3174
15,cls,10,minilm,title,minilm,title_abstract,input,0.40650000000000003
15,cls,10,pubmedbert,title,biobert,title,model,0.14950000000000002
15,cls,10,pubmedbert,title,simcse,title,model,0.1391
15,cls,10,pubmedbert,title,pubmedbert,abstract,input,0.0668
15,cls,10,pubmedbert,title,pubmedbert,title_abstract,input,0.06949999999999999
15,cls,10,biobert,title,simcse,title,model,0.14279999999999998
15,cls,10,biobert,title,biobert,abstract,input,0.0866
15,cls,10,biobert,title,biobert,title_abstract,input,0.0972
15,cls,10,simcse,title,simcse,abstract,input,0.1189
15,cls,10,simcse,title,simcse,title_abstract,input,0.1525
15,cls,10,specter,abstract,specter2,abstract,model,0.3463
15,cls,10,specter,abstract,scincl,abstract,model,0.42779999999999996
15,cls,10,specter,abstract,scibert,abstract,model,0.1251
15,cls,10,specter,abstract,bert,abstract,model,0.11379999999999998
15,cls,10,specter,abstract,mpnet,abstract,model,0.39649999999999996
15,cls,10,specter,abstract,minilm,abstract,model,0.3666
15,cls,10,specter,abstract,pubmedbert,abstract,model,0.1318
15,cls,10,specter,abstract,biobert,abstract,model,0.1655
15,cls,10,specter,abstract,simcse,abstract,model,0.20470000000000002
15,cls,10,specter,abstract,specter,title_abstract,input,0.6051
15,cls,10,specter2,abstract,scincl,abstract,model,0.3811
15,cls,10,specter2,abstract,scibert,abstract,model,0.1207
15,cls,10,specter2,abstract,bert,abstract,model,0.1071
15,cls,10,specter2,abstract,mpnet,abstract,model,0.4003
15,cls,10,specter2,abstract,minilm,abstract,model,0.361
15,cls,10,specter2,abstract,pubmedbert,abstract,model,0.1252
15,cls,10,specter2,abstract,biobert,abstract,model,0.151
15,cls,10,specter2,abstract,simcse,abstract,model,0.1803
15,cls,10,specter2,abstract,specter2,title_abstract,input,0.6637
15,cls,10,scincl,abstract,scibert,abstract,model,0.1202
15,cls,10,scincl,abstract,bert,abstract,model,0.1056
15,cls,10,scincl,abstract,mpnet,abstract,model,0.4558
15,cls,10,scincl,abstract,minilm,abstract,model,0.4088
15,cls,10,scincl,abstract,pubmedbert,abstract,model,0.1261
15,cls,10,scincl,abstract,biobert,abstract,model,0.16060000000000002
15,cls,10,scincl,abstract,simcse,abstract,model,0.193
15,cls,10,scincl,abstract,scincl,title_abstract,input,0.6881999999999999
15,cls,10,scibert,abstract,bert,abstract,model,0.18180000000000002
15,cls,10,scibert,abstract,mpnet,abstract,model,0.11120000000000001
15,cls,10,scibert,abstract,minilm,abstract,model,0.11499999999999999
15,cls,10,scibert,abstract,pubmedbert,abstract,model,0.3695
15,cls,10,scibert,abstract,biobert,abstract,model,0.34940000000000004
15,cls,10,scibert,abstract,simcse,abstract,model,0.1578
15,cls,10,scibert,abstract,scibert,title_abstract,input,0.627
15,cls,10,bert,abstract,mpnet,abstract,model,0.10769999999999999
15,cls,10,bert,abstract,minilm,abstract,model,0.1119
15,cls,10,bert,abstract,pubmedbert,abstract,model,0.182
15,cls,10,bert,abstract,biobert,abstract,model,0.2081
15,cls,10,bert,abstract,simcse,abstract,model,0.2204
15,cls,10,bert,abstract,bert,title_abstract,input,0.5498999999999999
15,cls,10,mpnet,abstract,minilm,abstract,model,0.5516
15,cls,10,mpnet,abstract,pubmedbert,abstract,model,0.12179999999999999
15,cls,10,mpnet,abstract,biobert,abstract,model,0.1528
15,cls,10,mpnet,abstract,simcse,abstract,model,0.2072
15,cls,10,mpnet,abstract,mpnet,title_abstract,input,0.7842
15,cls,10,minilm,abstract,pubmedbert,abstract,model,0.1182
15,cls,10,minilm,abstract,biobert,abstract,model,0.1508
15,cls,10,minilm,abstract,simcse,abstract,model,0.2164
15,cls,10,minilm,abstract,minilm,title_abstract,input,0.7442
15,cls,10,pubmedbert,abstract,biobert,abstract,model,0.3671
15,cls,10,pubmedbert,abstract,simcse,abstract,model,0.1541
15,cls,10,pubmedbert,abstract,pubmedbert,title_abstract,input,0.7356
15,cls,10,biobert,abstract,simcse,abstract,model,0.2009
15,cls,10,biobert,abstract,biobert,title_abstract,input,0.7468
15,cls,10,simcse,abstract,simcse,title_abstract,input,0.702
15,cls,10,specter,title_abstract,specter2,title_abstract,model,0.36960000000000004
15,cls,10,specter,title_abstract,scincl,title_abstract,model,0.45119999999999993
15,cls,10,specter,title_abstract,scibert,title_abstract,model,0.12190000000000001
15,cls,10,specter,title_abstract,bert,title_abstract,model,0.1155
15,cls,10,specter,title_abstract,mpnet,title_abstract,model,0.4263
15,cls,10,specter,title_abstract,minilm,title_abstract,model,0.3894
15,cls,10,specter,title_abstract,pubmedbert,title_abstract,model,0.136
15,cls,10,specter,title_abstract,biobert,title_abstract,model,0.1672
15,cls,10,specter,title_abstract,simcse,title_abstract,model,0.21669999999999998
15,cls,10,specter2,title_abstract,scincl,title_abstract,model,0.3957
15,cls,10,specter2,title_abstract,scibert,title_abstract,model,0.1172
15,cls,10,specter2,title_abstract,bert,title_abstract,model,0.1109
15,cls,10,specter2,title_abstract,mpnet,title_abstract,model,0.4126
15,cls,10,specter2,title_abstract,minilm,title_abstract,model,0.3749
15,cls,10,specter2,title_abstract,pubmedbert,title_abstract,model,0.1234
15,cls,10,specter2,title_abstract,biobert,title_abstract,model,0.15009999999999998
15,cls,10,specter2,title_abstract,simcse,title_abstract,model,0.1883
15,cls,10,scincl,title_abstract,scibert,title_abstract,model,0.11000000000000001
15,cls,10,scincl,title_abstract,bert,title_abstract,model,0.1086
15,cls,10,scincl,title_abstract,mpnet,title_abstract,model,0.46230000000000004
15,cls,10,scincl,title_abstract,minilm,title_abstract,model,0.41879999999999995
15,cls,10,scincl,title_abstract,pubmedbert,title_abstract,model,0.126
15,cls,10,scincl,title_abstract,biobert,title_abstract,model,0.1543
15,cls,10,scincl,title_abstract,simcse,title_abstract,model,0.1968
15,cls,10,scibert,title_abstract,bert,title_abstract,model,0.1698
15,cls,10,scibert,title_abstract,mpnet,title_abstract,model,0.10880000000000001
15,cls,10,scibert,title_abstract,minilm,title_abstract,model,0.1041
15,cls,10,scibert,title_abstract,pubmedbert,title_abstract,model,0.31789999999999996
15,cls,10,scibert,title_abstract,biobert,title_abstract,model,0.30670000000000003
15,cls,10,scibert,title_abstract,simcse,title_abstract,model,0.1484
15,cls,10,bert,title_abstract,mpnet,title_abstract,model,0.1153
15,cls,10,bert,title_abstract,minilm,title_abstract,model,0.11499999999999999
15,cls,10,bert,title_abstract,pubmedbert,title_abstract,model,0.1726
15,cls,10,bert,title_abstract,biobert,title_abstract,model,0.1965
15,cls,10,bert,title_abstract,simcse,title_abstract,model,0.2219
15,cls,10,mpnet,title_abstract,minilm,title_abstract,model,0.5567
15,cls,10,mpnet,title_abstract,pubmedbert,title_abstract,model,0.12350000000000001
15,cls,10,mpnet,title_abstract,biobert,title_abstract,model,0.1564
15,cls,10,mpnet,title_abstract,simcse,title_abstract,model,0.22349999999999998
15,cls,10,minilm,title_abstract,pubmedbert,title_abstract,model,0.1197
15,cls,10,minilm,title_abstract,biobert,title_abstract,model,0.1471
15,cls,10,minilm,title_abstract,simcse,title_abstract,model,0.2307
15,cls,10,pubmedbert,title_abstract,biobert,title_abstract,model,0.34809999999999997
15,cls,10,pubmedbert,title_abstract,simcse,title_abstract,model,0.1535
15,cls,10,biobert,title_abstract,simcse,title_abstract,model,0.197
15,cls,25,specter,title,specter2,title,model,0.37288
15,cls,25,specter,title,scincl,title,model,0.42196
15,cls,25,specter,title,scibert,title,model,0.24284
15,cls,25,specter,title,bert,title,model,0.13192
15,cls,25,specter,title,mpnet,title,model,0.41731999999999997
15,cls,25,specter,title,minilm,title,model,0.39280000000000004
15,cls,25,specter,title,pubmedbert,title,model,0.18708
15,cls,25,specter,title,biobert,title,model,0.18916
15,cls,25,specter,title,simcse,title,model,0.26704
15,cls,25,specter,title,specter,abstract,input,0.3276
15,cls,25,specter,title,specter,title_abstract,input,0.45648000000000005
15,cls,25,specter2,title,scincl,title,model,0.40964
15,cls,25,specter2,title,scibert,title,model,0.23164
15,cls,25,specter2,title,bert,title,model,0.12172000000000001
15,cls,25,specter2,title,mpnet,title,model,0.4204
15,cls,25,specter2,title,minilm,title,model,0.39740000000000003
15,cls,25,specter2,title,pubmedbert,title,model,0.17303999999999997
15,cls,25,specter2,title,biobert,title,model,0.17524
15,cls,25,specter2,title,simcse,title,model,0.2446
15,cls,25,specter2,title,specter2,abstract,input,0.32468
15,cls,25,specter2,title,specter2,title_abstract,input,0.4274
15,cls,25,scincl,title,scibert,title,model,0.23864000000000002
15,cls,25,scincl,title,bert,title,model,0.12324
15,cls,25,scincl,title,mpnet,title,model,0.42979999999999996
15,cls,25,scincl,title,minilm,title,model,0.40631999999999996
15,cls,25,scincl,title,pubmedbert,title,model,0.17884
15,cls,25,scincl,title,biobert,title,model,0.1784
15,cls,25,scincl,title,simcse,title,model,0.257
15,cls,25,scincl,title,scincl,abstract,input,0.36756
15,cls,25,scincl,title,scincl,title_abstract,input,0.47240000000000004
15,cls,25,scibert,title,bert,title,model,0.20143999999999998
15,cls,25,scibert,title,mpnet,title,model,0.22440000000000002
15,cls,25,scibert,title,minilm,title,model,0.20923999999999998
15,cls,25,scibert,title,pubmedbert,title,model,0.2642
15,cls,25,scibert,title,biobert,title,model,0.22332000000000002
15,cls,25,scibert,title,simcse,title,model,0.22948000000000002
15,cls,25,scibert,title,scibert,abstract,input,0.13408
15,cls,25,scibert,title,scibert,title_abstract,input,0.13852
15,cls,25,bert,title,mpnet,title,model,0.12724
15,cls,25,bert,title,minilm,title,model,0.12472
15,cls,25,bert,title,pubmedbert,title,model,0.18776
15,cls,25,bert,title,biobert,title,model,0.14728
15,cls,25,bert,title,simcse,title,model,0.23084
15,cls,25,bert,title,bert,abstract,input,0.08016
15,cls,25,bert,title,bert,title_abstract,input,0.0888
15,cls,25,mpnet,title,minilm,title,model,0.5992000000000001
15,cls,25,mpnet,title,pubmedbert,title,model,0.17928
15,cls,25,mpnet,title,biobert,title,model,0.18428
15,cls,25,mpnet,title,simcse,title,model,0.29532
15,cls,25,mpnet,title,mpnet,abstract,input,0.44671999999999995
15,cls,25,mpnet,title,mpnet,title_abstract,input,0.5258400000000001
15,cls,25,minilm,title,pubmedbert,title,model,0.17476
15,cls,25,minilm,title,biobert,title,model,0.17784
15,cls,25,minilm,title,simcse,title,model,0.29547999999999996
15,cls,25,minilm,title,minilm,abstract,input,0.39648000000000005
15,cls,25,minilm,title,minilm,title_abstract,input,0.47828000000000004
15,cls,25,pubmedbert,title,biobert,title,model,0.19424
15,cls,25,pubmedbert,title,simcse,title,model,0.19104
15,cls,25,pubmedbert,title,pubmedbert,abstract,input,0.11384
15,cls,25,pubmedbert,title,pubmedbert,title_abstract,input,0.12112
15,cls,25,biobert,title,simcse,title,model,0.18708
15,cls,25,biobert,title,biobert,abstract,input,0.13763999999999998
15,cls,25,biobert,title,biobert,title_abstract,input,0.14948
15,cls,25,simcse,title,simcse,abstract,input,0.1822
15,cls,25,simcse,title,simcse,title_abstract,input,0.21803999999999998
15,cls,25,specter,abstract,specter2,abstract,model,0.41188
15,cls,25,specter,abstract,scincl,abstract,model,0.49904000000000004
15,cls,25,specter,abstract,scibert,abstract,model,0.18708
15,cls,25,specter,abstract,bert,abstract,model,0.17396
15,cls,25,specter,abstract,mpnet,abstract,model,0.47056
15,cls,25,specter,abstract,minilm,abstract,model,0.44004
15,cls,25,specter,abstract,pubmedbert,abstract,model,0.19252
15,cls,25,specter,abstract,biobert,abstract,model,0.23675999999999997
15,cls,25,specter,abstract,simcse,abstract,model,0.28
15,cls,25,specter,abstract,specter,title_abstract,input,0.6756
15,cls,25,specter2,abstract,scincl,abstract,model,0.44924
15,cls,25,specter2,abstract,scibert,abstract,model,0.1794
15,cls,25,specter2,abstract,bert,abstract,model,0.16091999999999998
15,cls,25,specter2,abstract,mpnet,abstract,model,0.46064
15,cls,25,specter2,abstract,minilm,abstract,model,0.42208
15,cls,25,specter2,abstract,pubmedbert,abstract,model,0.17812
15,cls,25,specter2,abstract,biobert,abstract,model,0.21864
15,cls,25,specter2,abstract,simcse,abstract,model,0.24716000000000002
15,cls,25,specter2,abstract,specter2,title_abstract,input,0.72392
15,cls,25,scincl,abstract,scibert,abstract,model,0.18336
15,cls,25,scincl,abstract,bert,abstract,model,0.16771999999999998
15,cls,25,scincl,abstract,mpnet,abstract,model,0.52456
15,cls,25,scincl,abstract,minilm,abstract,model,0.47612000000000004
15,cls,25,scincl,abstract,pubmedbert,abstract,model,0.18739999999999998
15,cls,25,scincl,abstract,biobert,abstract,model,0.23288
15,cls,25,scincl,abstract,simcse,abstract,model,0.26776
15,cls,25,scincl,abstract,scincl,title_abstract,input,0.7444799999999999
15,cls,25,scibert,abstract,bert,abstract,model,0.24316
15,cls,25,scibert,abstract,mpnet,abstract,model,0.16763999999999998
15,cls,25,scibert,abstract,minilm,abstract,model,0.16752
15,cls,25,scibert,abstract,pubmedbert,abstract,model,0.42591999999999997
15,cls,25,scibert,abstract,biobert,abstract,model,0.41424
15,cls,25,scibert,abstract,simcse,abstract,model,0.21423999999999999
15,cls,25,scibert,abstract,scibert,title_abstract,input,0.6846800000000001
15,cls,25,bert,abstract,mpnet,abstract,model,0.17228000000000002
15,cls,25,bert,abstract,minilm,abstract,model,0.17256
15,cls,25,bert,abstract,pubmedbert,abstract,model,0.2422
15,cls,25,bert,abstract,biobert,abstract,model,0.27408
15,cls,25,bert,abstract,simcse,abstract,model,0.29264
15,cls,25,bert,abstract,bert,title_abstract,input,0.61484
15,cls,25,mpnet,abstract,minilm,abstract,model,0.6125200000000001
15,cls,25,mpnet,abstract,pubmedbert,abstract,model,0.17815999999999999
15,cls,25,mpnet,abstract,biobert,abstract,model,0.22752
15,cls,25,mpnet,abstract,simcse,abstract,model,0.2938
15,cls,25,mpnet,abstract,mpnet,title_abstract,input,0.8265600000000001
15,cls,25,minilm,abstract,pubmedbert,abstract,model,0.17472000000000001
15,cls,25,minilm,abstract,biobert,abstract,model,0.22
15,cls,25,minilm,abstract,simcse,abstract,model,0.29664
15,cls,25,minilm,abstract,minilm,title_abstract,input,0.78816
15,cls,25,pubmedbert,abstract,biobert,abstract,model,0.4226
15,cls,25,pubmedbert,abstract,simcse,abstract,model,0.21688
15,cls,25,pubmedbert,abstract,pubmedbert,title_abstract,input,0.7796
15,cls,25,biobert,abstract,simcse,abstract,model,0.27464
15,cls,25,biobert,abstract,biobert,title_abstract,input,0.78692
15,cls,25,simcse,abstract,simcse,title_abstract,input,0.76172
15,cls,25,specter,title_abstract,specter2,title_abstract,model,0.43628
15,cls,25,specter,title_abstract,scincl,title_abstract,model,0.52644
15,cls,25,specter,title_abstract,scibert,title_abstract,model,0.18268
15,cls,25,specter,title_abstract,bert,title_abstract,model,0.17972000000000002
15,cls,25,specter,title_abstract,mpnet,title_abstract,model,0.50068
15,cls,25,specter,title_abstract,minilm,title_abstract,model,0.467
15,cls,25,specter,title_abstract,pubmedbert,title_abstract,model,0.2002
15,cls,25,specter,title_abstract,biobert,title_abstract,model,0.24428
15,cls,25,specter,title_abstract,simcse,title_abstract,model,0.29436
15,cls,25,specter2,title_abstract,scincl,title_abstract,model,0.45456
15,cls,25,specter2,title_abstract,scibert,title_abstract,model,0.17232
15,cls,25,specter2,title_abstract,bert,title_abstract,model,0.1616
15,cls,25,specter2,title_abstract,mpnet,title_abstract,model,0.47287999999999997
15,cls,25,specter2,title_abstract,minilm,title_abstract,model,0.44032
15,cls,25,specter2,title_abstract,pubmedbert,title_abstract,model,0.17803999999999998
15,cls,25,specter2,title_abstract,biobert,title_abstract,model,0.21376
15,cls,25,specter2,title_abstract,simcse,title_abstract,model,0.2532
15,cls,25,scincl,title_abstract,scibert,title_abstract,model,0.1698
15,cls,25,scincl,title_abstract,bert,title_abstract,model,0.17148
15,cls,25,scincl,title_abstract,mpnet,title_abstract,model,0.5314
15,cls,25,scincl,title_abstract,minilm,title_abstract,model,0.4888
15,cls,25,scincl,title_abstract,pubmedbert,title_abstract,model,0.1862
15,cls,25,scincl,title_abstract,biobert,title_abstract,model,0.22496
15,cls,25,scincl,title_abstract,simcse,title_abstract,model,0.2712
15,cls,25,scibert,title_abstract,bert,title_abstract,model,0.22864
15,cls,25,scibert,title_abstract,mpnet,title_abstract,model,0.16032
15,cls,25,scibert,title_abstract,minilm,title_abstract,model,0.15452
15,cls,25,scibert,title_abstract,pubmedbert,title_abstract,model,0.38736
15,cls,25,scibert,title_abstract,biobert,title_abstract,model,0.37628
15,cls,25,scibert,title_abstract,simcse,title_abstract,model,0.20515999999999998
15,cls,25,bert,title_abstract,mpnet,title_abstract,model,0.17348
15,cls,25,bert,title_abstract,minilm,title_abstract,model,0.17328
15,cls,25,bert,title_abstract,pubmedbert,title_abstract,model,0.23716
15,cls,25,bert,title_abstract,biobert,title_abstract,model,0.26556
15,cls,25,bert,title_abstract,simcse,title_abstract,model,0.29835999999999996
15,cls,25,mpnet,title_abstract,minilm,title_abstract,model,0.61696
15,cls,25,mpnet,title_abstract,pubmedbert,title_abstract,model,0.17596
15,cls,25,mpnet,title_abstract,biobert,title_abstract,model,0.22016
15,cls,25,mpnet,title_abstract,simcse,title_abstract,model,0.30144
15,cls,25,minilm,title_abstract,pubmedbert,title_abstract,model,0.1716
15,cls,25,minilm,title_abstract,biobert,title_abstract,model,0.21152
15,cls,25,minilm,title_abstract,simcse,title_abstract,model,0.30424
15,cls,25,pubmedbert,title_abstract,biobert,title_abstract,model,0.40735999999999994
15,cls,25,pubmedbert,title_abstract,simcse,title_abstract,model,0.21960000000000002
15,cls,25,biobert,title_abstract,simcse,title_abstract,model,0.27196000000000004
15,cls,50,specter,title,specter2,title,model,0.43856
15,cls,50,specter,title,scincl,title,model,0.48538
15,cls,50,specter,title,scibert,title,model,0.31506
15,cls,50,specter,title,bert,title,model,0.18045999999999998
15,cls,50,specter,title,mpnet,title,model,0.48402
15,cls,50,specter,title,minilm,title,model,0.45716
15,cls,50,specter,title,pubmedbert,title,model,0.25551999999999997
15,cls,50,specter,title,biobert,title,model,0.24245999999999998
15,cls,50,specter,title,simcse,title,model,0.33036
15,cls,50,specter,title,specter,abstract,input,0.41168
15,cls,50,specter,title,specter,title_abstract,input,0.53562
15,cls,50,specter2,title,scincl,title,model,0.46982
15,cls,50,specter2,title,scibert,title,model,0.3
15,cls,50,specter2,title,bert,title,model,0.16844
15,cls,50,specter2,title,mpnet,title,model,0.47746
15,cls,50,specter2,title,minilm,title,model,0.45171999999999995
15,cls,50,specter2,title,pubmedbert,title,model,0.23836
15,cls,50,specter2,title,biobert,title,model,0.22286
15,cls,50,specter2,title,simcse,title,model,0.30258
15,cls,50,specter2,title,specter2,abstract,input,0.39744
15,cls,50,specter2,title,specter2,title_abstract,input,0.49376
15,cls,50,scincl,title,scibert,title,model,0.30566
15,cls,50,scincl,title,bert,title,model,0.17059999999999997
15,cls,50,scincl,title,mpnet,title,model,0.48834000000000005
15,cls,50,scincl,title,minilm,title,model,0.46176
15,cls,50,scincl,title,pubmedbert,title,model,0.2391
15,cls,50,scincl,title,biobert,title,model,0.22902
15,cls,50,scincl,title,simcse,title,model,0.31312
15,cls,50,scincl,title,scincl,abstract,input,0.44229999999999997
15,cls,50,scincl,title,scincl,title_abstract,input,0.5422
15,cls,50,scibert,title,bert,title,model,0.24856
15,cls,50,scibert,title,mpnet,title,model,0.29532
15,cls,50,scibert,title,minilm,title,model,0.2768
15,cls,50,scibert,title,pubmedbert,title,model,0.31846
15,cls,50,scibert,title,biobert,title,model,0.27228
15,cls,50,scibert,title,simcse,title,model,0.29108
15,cls,50,scibert,title,scibert,abstract,input,0.19194
15,cls,50,scibert,title,scibert,title_abstract,input,0.19742
15,cls,50,bert,title,mpnet,title,model,0.17679999999999998
15,cls,50,bert,title,minilm,title,model,0.17348
15,cls,50,bert,title,pubmedbert,title,model,0.24062
15,cls,50,bert,title,biobert,title,model,0.19072
15,cls,50,bert,title,simcse,title,model,0.28478000000000003
15,cls,50,bert,title,bert,abstract,input,0.12465999999999999
15,cls,50,bert,title,bert,title_abstract,input,0.13588
15,cls,50,mpnet,title,minilm,title,model,0.64048
15,cls,50,mpnet,title,pubmedbert,title,model,0.24464
15,cls,50,mpnet,title,biobert,title,model,0.23626000000000003
15,cls,50,mpnet,title,simcse,title,model,0.35818
15,cls,50,mpnet,title,mpnet,abstract,input,0.5218
15,cls,50,mpnet,title,mpnet,title_abstract,input,0.58996
