field_id,recipe,model_a,input_a,model_b,input_b,kind,cka_debiased
27,mean,specter,title,mpnet,title,model,0.6582400299340816
27,mean,specter,title,minilm,title,model,0.601340112562825
27,mean,specter,title,pubmedbert,title,model,0.45491430738418026
27,mean,specter,title,biobert,title,model,0.2761492988850913
27,mean,specter,title,simcse,title,model,0.40256145987543707
27,mean,specter,title,specter,abstract,input,0.7558893819976591
27,mean,specter,title,specter,title_abstract,input,0.8279509896913848
27,mean,specter2,title,scincl,title,model,0.7763837030652351
27,mean,specter2,title,scibert,title,model,0.4880896226091568
27,mean,specter2,title,bert,title,model,0.4065854479267479
27,mean,specter2,title,mpnet,title,model,0.6745602873075004
27,mean,specter2,title,minilm,title,model,0.6162330038978979
27,mean,specter2,title,pubmedbert,title,model,0.44469910223704195
27,mean,specter2,title,biobert,title,model,0.2716755201616809
27,mean,specter2,title,simcse,title,model,0.37850260684624637
27,mean,specter2,title,specter2,abstract,input,0.740907556658025
27,mean,specter2,title,specter2,title_abstract,input,0.8240998230217728
27,mean,scincl,title,scibert,title,model,0.474679165631892
27,mean,scincl,title,bert,title,model,0.4241473178884632
27,mean,scincl,title,mpnet,title,model,0.6483841088089786
27,mean,scincl,title,minilm,title,model,0.5907826442273262
27,mean,scincl,title,pubmedbert,title,model,0.4267141768203431
27,mean,scincl,title,biobert,title,model,0.26604165145817205
27,mean,scincl,title,simcse,title,model,0.36683564300732363
27,mean,scincl,title,scincl,abstract,input,0.7743922381739002
27,mean,scincl,title,scincl,title_abstract,input,0.8324511329154557
27,mean,scibert,title,bert,title,model,0.45777483719504314
27,mean,scibert,title,mpnet,title,model,0.41587816006538897
27,mean,scibert,title,minilm,title,model,0.3888236287634621
27,mean,scibert,title,pubmedbert,title,model,0.5766421425977861
27,mean,scibert,title,biobert,title,model,0.3047104323251318
27,mean,scibert,title,simcse,title,model,0.376165158379998
27,mean,scibert,title,scibert,abstract,input,0.34091837782278017
27,mean,scibert,title,scibert,title_abstract,input,0.3789460586214253
27,mean,bert,title,mpnet,title,model,0.43921116634808144
27,mean,bert,title,minilm,title,model,0.46184728392881963
27,mean,bert,title,pubmedbert,title,model,0.49817838446120033
27,mean,bert,title,biobert,title,model,0.3087160551477855
27,mean,bert,title,simcse,title,model,0.6322767673672135
27,mean,bert,title,bert,abstract,input,0.5417553279032801
27,mean,bert,title,bert,title_abstract,input,0.5834360411967034
27,mean,mpnet,title,minilm,title,model,0.7481636514706025
27,mean,mpnet,title,pubmedbert,title,model,0.41070514722995766
27,mean,mpnet,title,biobert,title,model,0.26483535998211544
27,mean,mpnet,title,simcse,title,model,0.41663691089160715
27,mean,mpnet,title,mpnet,abstract,input,0.778743042627737
27,mean,mpnet,title,mpnet,title_abstract,input,0.82850660687099
27,mean,minilm,title,pubmedbert,title,model,0.38019996980484305
27,mean,minilm,title,biobert,title,model,0.24717674644643717
27,mean,minilm,title,simcse,title,model,0.4437622973415838
27,mean,minilm,title,minilm,abstract,input,0.705281977438665
27,mean,minilm,title,minilm,title_abstract,input,0.7695400666667311
27,mean,pubmedbert,title,biobert,title,model,0.3528530738372944
27,mean,pubmedbert,title,simcse,title,model,0.3812994187370129
27,mean,pubmedbert,title,pubmedbert,abstract,input,0.36968567485904663
27,mean,pubmedbert,title,pubmedbert,title_abstract,input,0.40570148482270174
27,mean,biobert,title,simcse,title,model,0.23359959991801615
27,mean,biobert,title,biobert,abstract,input,0.2390508381752281
27,mean,biobert,title,biobert,title_abstract,input,0.3090895988088676
27,mean,simcse,title,simcse,abstract,input,0.4129060892377798
27,mean,simcse,title,simcse,title_abstract,input,0.4643358478655996
27,mean,specter,abstract,specter2,abstract,model,0.7204473239021103
27,mean,specter,abstract,scincl,abstract,model,0.764088679065348
27,mean,specter,abstract,scibert,abstract,model,0.4227071595527118
27,mean,specter,abstract,bert,abstract,model,0.44855326519558036
27,mean,specter,abstract,mpnet,abstract,model,0.7424893665125507
27,mean,specter,abstract,minilm,abstract,model,0.6774682007031074
27,mean,specter,abstract,pubmedbert,abstract,model,0.3803437654552151
27,mean,specter,abstract,biobert,abstract,model,0.4380539784393796
27,mean,specter,abstract,simcse,abstract,model,0.4147465119308672
27,mean,specter,abstract,specter,title_abstract,input,0.9674410671326995
27,mean,specter2,abstract,scincl,abstract,model,0.7969664497479111
27,mean,specter2,abstract,scibert,abstract,model,0.42412689098953815
27,mean,specter2,abstract,bert,abstract,model,0.3879678050741782
27,mean,specter2,abstract,mpnet,abstract,model,0.7234535255705453
27,mean,specter2,abstract,minilm,abstract,model,0.6605144991215889
27,mean,specter2,abstract,pubmedbert,abstract,model,0.3633856395971808
27,mean,specter2,abstract,biobert,abstract,model,0.4224621075756354
27,mean,specter2,abstract,simcse,abstract,model,0.35705560483586624
27,mean,specter2,abstract,specter2,title_abstract,input,0.9592451666330559
27,mean,scincl,abstract,scibert,abstract,model,0.4165639716627741
27,mean,scincl,abstract,bert,abstract,model,0.43895817157695133
27,mean,scincl,abstract,mpnet,abstract,model,0.751014872658877
27,mean,scincl,abstract,minilm,abstract,model,0.6876789283770707
27,mean,scincl,abstract,pubmedbert,abstract,model,0.3599428665993687
27,mean,scincl,abstract,biobert,abstract,model,0.4212021529439836
27,mean,scincl,abstract,simcse,abstract,model,0.39095893916897134
27,mean,scincl,abstract,scincl,title_abstract,input,0.9796079522602815
27,mean,scibert,abstract,bert,abstract,model,0.6723030438784505
27,mean,scibert,abstract,mpnet,abstract,model,0.39636967235452314
27,mean,scibert,abstract,minilm,abstract,model,0.4033731825589862
27,mean,scibert,abstract,pubmedbert,abstract,model,0.8513494719342071
27,mean,scibert,abstract,biobert,abstract,model,0.8532488723284807
27,mean,scibert,abstract,simcse,abstract,model,0.5783800285271947
27,mean,scibert,abstract,scibert,title_abstract,input,0.9888796349957184
27,mean,bert,abstract,mpnet,abstract,model,0.45487160663139214
27,mean,bert,abstract,minilm,abstract,model,0.5031036381689751
27,mean,bert,abstract,pubmedbert,abstract,model,0.6536461421657572
27,mean,bert,abstract,biobert,abstract,model,0.6905061313590839
27,mean,bert,abstract,simcse,abstract,model,0.7671997285085855
27,mean,bert,abstract,bert,title_abstract,input,0.9901290059746478
27,mean,mpnet,abstract,minilm,abstract,model,0.7944339860598967
27,mean,mpnet,abstract,pubmedbert,abstract,model,0.35767213040197576
27,mean,mpnet,abstract,biobert,abstract,model,0.41849608982673653
27,mean,mpnet,abstract,simcse,abstract,model,0.41532623523677914
27,mean,mpnet,abstract,mpnet,title_abstract,input,0.9823116439871761
27,mean,minilm,abstract,pubmedbert,abstract,model,0.3619220248333144
27,mean,minilm,abstract,biobert,abstract,model,0.42253813592604855
27,mean,minilm,abstract,simcse,abstract,model,0.4603797166967607
27,mean,minilm,abstract,minilm,title_abstract,input,0.9702936340719116
27,mean,pubmedbert,abstract,biobert,abstract,model,0.8601223932807033
27,mean,pubmedbert,abstract,simcse,abstract,model,0.554208001260964
27,mean,pubmedbert,abstract,pubmedbert,title_abstract,input,0.9889552539631461
27,mean,biobert,abstract,simcse,abstract,model,0.5749108693839218
27,mean,biobert,abstract,biobert,title_abstract,input,0.981199795859171
27,mean,simcse,abstract,simcse,title_abstract,input,0.9701067712511253
27,mean,specter,title_abstract,specter2,title_abstract,model,0.7185146904417692
27,mean,specter,title_abstract,scincl,title_abstract,model,0.7694453997221213
27,mean,specter,title_abstract,scibert,title_abstract,model,0.4544018675473156
27,mean,specter,title_abstract,bert,title_abstract,model,0.4712077535907412
27,mean,specter,title_abstract,mpnet,title_abstract,model,0.7493249803065796
27,mean,specter,title_abstract,minilm,title_abstract,model,0.6866717477112991
27,mean,specter,title_abstract,pubmedbert,title_abstract,model,0.39730400787846293
27,mean,specter,title_abstract,biobert,title_abstract,model,0.46253541237768125
27,mean,specter,title_abstract,simcse,title_abstract,model,0.4325453389795321
27,mean,specter2,title_abstract,scincl,title_abstract,model,0.7920212226628444
27,mean,specter2,title_abstract,scibert,title_abstract,model,0.4503628119379468
27,mean,specter2,title_abstract,bert,title_abstract,model,0.40680263185762644
27,mean,specter2,title_abstract,mpnet,title_abstract,model,0.7201146036504879
27,mean,specter2,title_abstract,minilm,title_abstract,model,0.6598584930160588
27,mean,specter2,title_abstract,pubmedbert,title_abstract,model,0.3756772613534138
27,mean,specter2,title_abstract,biobert,title_abstract,model,0.4411809160729875
27,mean,specter2,title_abstract,simcse,title_abstract,model,0.37263940494705583
27,mean,scincl,title_abstract,scibert,title_abstract,model,0.4415677461296397
27,mean,scincl,title_abstract,bert,title_abstract,model,0.4570619706375778
27,mean,scincl,title_abstract,mpnet,title_abstract,model,0.7531608089041778
27,mean,scincl,title_abstract,minilm,title_abstract,model,0.6904503786169267
27,mean,scincl,title_abstract,pubmedbert,title_abstract,model,0.37191173352034307
27,mean,scincl,title_abstract,biobert,title_abstract,model,0.4404767917121284
27,mean,scincl,title_abstract,simcse,title_abstract,model,0.40296756677442014
27,mean,scibert,title_abstract,bert,title_abstract,model,0.6713921429213436
27,mean,scibert,title_abstract,mpnet,title_abstract,model,0.4177751902704446
27,mean,scibert,title_abstract,minilm,title_abstract,model,0.41717407731372913
27,mean,scibert,title_abstract,pubmedbert,title_abstract,model,0.8505420140623204
27,mean,scibert,title_abstract,biobert,title_abstract,model,0.8382747833552577
27,mean,scibert,title_abstract,simcse,title_abstract,model,0.5813460209577973
27,mean,bert,title_abstract,mpnet,title_abstract,model,0.4679624333779221
27,mean,bert,title_abstract,minilm,title_abstract,model,0.5063391140339912
27,mean,bert,title_abstract,pubmedbert,title_abstract,model,0.6479068855008459
27,mean,bert,title_abstract,biobert,title_abstract,model,0.6813496069541857
27,mean,bert,title_abstract,simcse,title_abstract,model,0.7598406075289924
27,mean,mpnet,title_abstract,minilm,title_abstract,model,0.7958249395556953
27,mean,mpnet,title_abstract,pubmedbert,title_abstract,model,0.3680814155918032
27,mean,mpnet,title_abstract,biobert,title_abstract,model,0.4355711997925819
27,mean,mpnet,title_abstract,simcse,title_abstract,model,0.42468617726363883
27,mean,minilm,title_abstract,pubmedbert,title_abstract,model,0.3661640352576401
27,mean,minilm,title_abstract,biobert,title_abstract,model,0.43232460663496786
27,mean,minilm,title_abstract,simcse,title_abstract,model,0.4606249716691194
27,mean,pubmedbert,title_abstract,biobert,title_abstract,model,0.8425244821306855
27,mean,pubmedbert,title_abstract,simcse,title_abstract,model,0.5514486257646092
27,mean,biobert,title_abstract,simcse,title_abstract,model,0.5680271187652804
27,cls,specter,title,specter2,title,model,0.6805091454707164
27,cls,specter,title,scincl,title,model,0.6988043514472423
27,cls,specter,title,scibert,title,model,0.4310779730453232
27,cls,specter,title,bert,title,model,0.2710133386802648
27,cls,specter,title,mpnet,title,model,0.6582400299340816
27,cls,specter,title,minilm,title,model,0.601340112562825
27,cls,specter,title,pubmedbert,title,model,0.32101707345217256
27,cls,specter,title,biobert,title,model,0.26105958601690654
27,cls,specter,title,simcse,title,model,0.40256145987543707
27,cls,specter,title,specter,abstract,input,0.7558893819976591
27,cls,specter,title,specter,title_abstract,input,0.8279509896913848
27,cls,specter2,title,scincl,title,model,0.7763837030652351
27,cls,specter2,title,scibert,title,model,0.4275975092610867
27,cls,specter2,title,bert,title,model,0.2555535859222912
27,cls,specter2,title,mpnet,title,model,0.6745602873075004
27,cls,specter2,title,minilm,title,model,0.6162330038978979
27,cls,specter2,title,pubmedbert,title,model,0.312756595768681
27,cls,specter2,title,biobert,title,model,0.2575235886798859
27,cls,specter2,title,simcse,title,model,0.37850260684624637
27,cls,specter2,title,specter2,abstract,input,0.740907556658025
27,cls,specter2,title,specter2,title_abstract,input,0.8240998230217728
27,cls,scincl,title,scibert,title,model,0.41495380536525384
27,cls,scincl,title,bert,title,model,0.2555485300445942
27,cls,scincl,title,mpnet,title,model,0.6483841088089786
27,cls,scincl,title,minilm,title,model,0.5907826442273262
27,cls,scincl,title,pubmedbert,title,model,0.2999618004808517
27,cls,scincl,title,biobert,title,model,0.2487787126849612
27,cls,scincl,title,simcse,title,model,0.36683564300732363
27,cls,scincl,title,scincl,abstract,input,0.7743922381739002
27,cls,scincl,title,scincl,title_abstract,input,0.8324511329154557
27,cls,scibert,title,bert,title,model,0.4453199340936694
27,cls,scibert,title,mpnet,title,model,0.38046089573753156
27,cls,scibert,title,minilm,title,model,0.3589945611689462
27,cls,scibert,title,pubmedbert,title,model,0.5661103074045002
27,cls,scibert,title,biobert,title,model,0.35776556937970566
27,cls,scibert,title,simcse,title,model,0.38346238551390427
27,cls,scibert,title,scibert,abstract,input,0.2678842445489974
27,cls,scibert,title,scibert,title_abstract,input,0.27250150086445657
27,cls,bert,title,mpnet,title,model,0.2700848469396191
27,cls,bert,title,minilm,title,model,0.28092780753542307
27,cls,bert,title,pubmedbert,title,model,0.3493193237539018
27,cls,bert,title,biobert,title,model,0.261790460928369
27,cls,bert,title,simcse,title,model,0.49938562146789484
27,cls,bert,title,bert,abstract,input,0.2391861637796981
27,cls,bert,title,bert,title_abstract,input,0.26618789415042954
27,cls,mpnet,title,minilm,title,model,0.7481636514706025
27,cls,mpnet,title,pubmedbert,title,model,0.29255339855978063
27,cls,mpnet,title,biobert,title,model,0.24986856253857062
27,cls,mpnet,title,simcse,title,model,0.41663691089160715
27,cls,mpnet,title,mpnet,abstract,input,0.778743042627737
27,cls,mpnet,title,mpnet,title_abstract,input,0.82850660687099
27,cls,minilm,title,pubmedbert,title,model,0.27360255103248754
27,cls,minilm,title,biobert,title,model,0.2351298253644815
27,cls,minilm,title,simcse,title,model,0.4437622973415838
27,cls,minilm,title,minilm,abstract,input,0.705281977438665
27,cls,minilm,title,minilm,title_abstract,input,0.7695400666667311
27,cls,pubmedbert,title,biobert,title,model,0.2760717050487464
27,cls,pubmedbert,title,simcse,title,model,0.2943989767998891
27,cls,pubmedbert,title,pubmedbert,abstract,input,0.21136115145121206
27,cls,pubmedbert,title,pubmedbert,title_abstract,input,0.21776586475687673
27,cls,biobert,title,simcse,title,model,0.25032935632806175
27,cls,biobert,title,biobert,abstract,input,0.22875419908452554
27,cls,biobert,title,biobert,title_abstract,input,0.24636146422480493
27,cls,simcse,title,simcse,abstract,input,0.4129060892377798
27,cls,simcse,title,simcse,title_abstract,input,0.4643358478655996
27,cls,specter,abstract,specter2,abstract,model,0.7204473239021103
27,cls,specter,abstract,scincl,abstract,model,0.764088679065348
27,cls,specter,abstract,scibert,abstract,model,0.25586814903152494
27,cls,specter,abstract,bert,abstract,model,0.26662632612079046
27,cls,specter,abstract,mpnet,abstract,model,0.7424893665125507
27,cls,specter,abstract,minilm,abstract,model,0.6774682007031074
27,cls,specter,abstract,pubmedbert,abstract,model,0.25403288372660415
27,cls,specter,abstract,biobert,abstract,model,0.3650611614324101
27,cls,specter,abstract,simcse,abstract,model,0.4147465119308672
27,cls,specter,abstract,specter,title_abstract,input,0.9674410671326995
27,cls,specter2,abstract,scincl,abstract,model,0.7969664497479111
27,cls,specter2,abstract,scibert,abstract,model,0.24182232823072577
27,cls,specter2,abstract,bert,abstract,model,0.23199189300078568
27,cls,specter2,abstract,mpnet,abstract,model,0.7234535255705453
27,cls,specter2,abstract,minilm,abstract,model,0.6605144991215889
27,cls,specter2,abstract,pubmedbert,abstract,model,0.23852708736533731
27,cls,specter2,abstract,biobert,abstract,model,0.34421768334164
27,cls,specter2,abstract,simcse,abstract,model,0.35705560483586624
27,cls,specter2,abstract,specter2,title_abstract,input,0.9592451666330559
27,cls,scincl,abstract,scibert,abstract,model,0.2358080393522874
27,cls,scincl,abstract,bert,abstract,model,0.25590182069639866
27,cls,scincl,abstract,mpnet,abstract,model,0.751014872658877
27,cls,scincl,abstract,minilm,abstract,model,0.6876789283770707
27,cls,scincl,abstract,pubmedbert,abstract,model,0.23114152487675813
27,cls,scincl,abstract,biobert,abstract,model,0.3463957870287792
27,cls,scincl,abstract,simcse,abstract,model,0.39095893916897134
27,cls,scincl,abstract,scincl,title_abstract,input,0.9796079522602815
27,cls,scibert,abstract,bert,abstract,model,0.522907549467346
27,cls,scibert,abstract,mpnet,abstract,model,0.22613628014055437
27,cls,scibert,abstract,minilm,abstract,model,0.2388582301878762
27,cls,scibert,abstract,pubmedbert,abstract,model,0.7389577022364835
27,cls,scibert,abstract,biobert,abstract,model,0.6971443474998563
27,cls,scibert,abstract,simcse,abstract,model,0.4386264562261017
27,cls,scibert,abstract,scibert,title_abstract,input,0.9624028945524484
27,cls,bert,abstract,mpnet,abstract,model,0.2629849825155134
27,cls,bert,abstract,minilm,abstract,model,0.2928889762658293
27,cls,bert,abstract,pubmedbert,abstract,model,0.5285060517790147
27,cls,bert,abstract,biobert,abstract,model,0.539714327640684
27,cls,bert,abstract,simcse,abstract,model,0.5814572066923579
27,cls,bert,abstract,bert,title_abstract,input,0.9041247217536595
27,cls,mpnet,abstract,minilm,abstract,model,0.7944339860598967
27,cls,mpnet,abstract,pubmedbert,abstract,model,0.2254083068153577
27,cls,mpnet,abstract,biobert,abstract,model,0.34348621866332785
27,cls,mpnet,abstract,simcse,abstract,model,0.41532623523677914
27,cls,mpnet,abstract,mpnet,title_abstract,input,0.9823116439871761
27,cls,minilm,abstract,pubmedbert,abstract,model,0.23286035775210162
27,cls,minilm,abstract,biobert,abstract,model,0.34205067354323054
27,cls,minilm,abstract,simcse,abstract,model,0.4603797166967607
27,cls,minilm,abstract,minilm,title_abstract,input,0.9702936340719116
27,cls,pubmedbert,abstract,biobert,abstract,model,0.6813204878541205
27,cls,pubmedbert,abstract,simcse,abstract,model,0.42892035448357735
27,cls,pubmedbert,abstract,pubmedbert,title_abstract,input,0.969520360556138
27,cls,biobert,abstract,simcse,abstract,model,0.5122545151149608
27,cls,biobert,abstract,biobert,title_abstract,input,0.9639963260780063
27,cls,simcse,abstract,simcse,title_abstract,input,0.9701067712511253
27,cls,specter,title_abstract,specter2,title_abstract,model,0.7185146904417692
27,cls,specter,title_abstract,scincl,title_abstract,model,0.7694453997221213
27,cls,specter,title_abstract,scibert,title_abstract,model,0.24514219787917715
27,cls,specter,title_abstract,bert,title_abstract,model,0.28195917853495883
27,cls,specter,title_abstract,mpnet,title_abstract,model,0.7493249803065796
27,cls,specter,title_abstract,minilm,title_abstract,model,0.6866717477112991
27,cls,specter,title_abstract,pubmedbert,title_abstract,model,0.25623691472823096
27,cls,specter,title_abstract,biobert,title_abstract,model,0.38030364401527234
27,cls,specter,title_abstract,simcse,title_abstract,model,0.4325453389795321
27,cls,specter2,title_abstract,scincl,title_abstract,model,0.7920212226628444
27,cls,specter2,title_abstract,scibert,title_abstract,model,0.23103053612352917
27,cls,specter2,title_abstract,bert,title_abstract,model,0.24660335974803085
27,cls,specter2,title_abstract,mpnet,title_abstract,model,0.7201146036504879
27,cls,specter2,title_abstract,minilm,title_abstract,model,0.6598584930160588
27,cls,specter2,title_abstract,pubmedbert,title_abstract,model,0.2394099089676717
27,cls,specter2,title_abstract,biobert,title_abstract,model,0.35451608701471216
27,cls,specter2,title_abstract,simcse,title_abstract,model,0.37263940494705583
27,cls,scincl,title_abstract,scibert,title_abstract,model,0.22283484676675513
27,cls,scincl,title_abstract,bert,title_abstract,model,0.2667966416669844
27,cls,scincl,title_abstract,mpnet,title_abstract,model,0.7531608089041778
27,cls,scincl,title_abstract,minilm,title_abstract,model,0.6904503786169267
27,cls,scincl,title_abstract,pubmedbert,title_abstract,model,0.22988750633842361
27,cls,scincl,title_abstract,biobert,title_abstract,model,0.3546761813228094
27,cls,scincl,title_abstract,simcse,title_abstract,model,0.40296756677442014
27,cls,scibert,title_abstract,bert,title_abstract,model,0.5032650406759442
27,cls,scibert,title_abstract,mpnet,title_abstract,model,0.21312520969308496
27,cls,scibert,title_abstract,minilm,title_abstract,model,0.22199228030992824
27,cls,scibert,title_abstract,pubmedbert,title_abstract,model,0.7151264935315497
27,cls,scibert,title_abstract,biobert,title_abstract,model,0.6618084849732928
27,cls,scibert,title_abstract,simcse,title_abstract,model,0.4195761825711976
27,cls,bert,title_abstract,mpnet,title_abstract,model,0.2714707665155005
27,cls,bert,title_abstract,minilm,title_abstract,model,0.29527692108384684
27,cls,bert,title_abstract,pubmedbert,title_abstract,model,0.5078729768930378
27,cls,bert,title_abstract,biobert,title_abstract,model,0.534677698560512
27,cls,bert,title_abstract,simcse,title_abstract,model,0.5879110886518168
27,cls,mpnet,title_abstract,minilm,title_abstract,model,0.7958249395556953
27,cls,mpnet,title_abstract,pubmedbert,title_abstract,model,0.2235803341375346
27,cls,mpnet,title_abstract,biobert,title_abstract,model,0.350792699455749
27,cls,mpnet,title_abstract,simcse,title_abstract,model,0.42468617726363883
27,cls,minilm,title_abstract,pubmedbert,title_abstract,model,0.2275900004789215
27,cls,minilm,title_abstract,biobert,title_abstract,model,0.3417604742674275
27,cls,minilm,title_abstract,simcse,title_abstract,model,0.4606249716691194
27,cls,pubmedbert,title_abstract,biobert,title_abstract,model,0.6567691260660816
27,cls,pubmedbert,title_abstract,simcse,title_abstract,model,0.42046598745357144
27,cls,biobert,title_abstract,simcse,title_abstract,model,0.5059051173242416
27,sep,specter,title,specter2,title,model,0.6805091454707164
27,sep,specter,title,scincl,title,model,0.6988043514472423
27,sep,specter,title,scibert,title,model,0.35107174130329055
27,sep,specter,title,bert,title,model,0.37235044489308305
27,sep,specter,title,mpnet,title,model,0.6582400299340816
27,sep,specter,title,minilm,title,model,0.601340112562825
27,sep,specter,title,pubmedbert,title,model,0.5193238964205377
27,sep,specter,title,biobert,title,model,0.48852523997506114
27,sep,specter,title,simcse,title,model,0.40256145987543707
27,sep,specter,title,specter,abstract,input,0.7558893819976591
27,sep,specter,title,specter,title_abstract,input,0.8279509896913848
27,sep,specter2,title,scincl,title,model,0.7763837030652351
27,sep,specter2,title,scibert,title,model,0.3404081966669604
27,sep,specter2,title,bert,title,model,0.33662699786437195
27,sep,specter2,title,mpnet,title,model,0.6745602873075004
27,sep,specter2,title,minilm,title,model,0.6162330038978979
27,sep,specter2,title,pubmedbert,title,model,0.5195238585057842
27,sep,specter2,title,biobert,title,model,0.4723736999622148
27,sep,specter2,title,simcse,title,model,0.37850260684624637
27,sep,specter2,title,specter2,abstract,input,0.740907556658025
27,sep,specter2,title,specter2,title_abstract,input,0.8240998230217728
27,sep,scincl,title,scibert,title,model,0.33278667334368994
27,sep,scincl,title,bert,title,model,0.3497236632042298
27,sep,scincl,title,mpnet,title,model,0.6483841088089786
27,sep,scincl,title,minilm,title,model,0.5907826442273262
27,sep,scincl,title,pubmedbert,title,model,0.5003003757374797
27,sep,scincl,title,biobert,title,model,0.46297991080540535
27,sep,scincl,title,simcse,title,model,0.36683564300732363
27,sep,scincl,title,scincl,abstract,input,0.7743922381739002
27,sep,scincl,title,scincl,title_abstract,input,0.8324511329154557
27,sep,scibert,title,bert,title,model,0.367861802918758
27,sep,scibert,title,mpnet,title,model,0.3017491626080532
27,sep,scibert,title,minilm,title,model,0.28458276920616404
27,sep,scibert,title,pubmedbert,title,model,0.5038370579728102
27,sep,scibert,title,biobert,title,model,0.35240621005200884
27,sep,scibert,title,simcse,title,model,0.3263515373810311
27,sep,scibert,title,scibert,abstract,input,0.25960918317331916
27,sep,scibert,title,scibert,title_abstract,input,0.2667752973840234
27,sep,bert,title,mpnet,title,model,0.3602634535009267
27,sep,bert,title,minilm,title,model,0.37858881113766296
27,sep,bert,title,pubmedbert,title,model,0.362352578650733
27,sep,bert,title,biobert,title,model,0.36977923103208044
27,sep,bert,title,simcse,title,model,0.5395914928239464
27,sep,bert,title,bert,abstract,input,0.13375594260306073
27,sep,bert,title,bert,title_abstract,input,0.1139342970927442
27,sep,mpnet,title,minilm,title,model,0.7481636514706025
27,sep,mpnet,title,pubmedbert,title,model,0.49303920662220946
27,sep,mpnet,title,biobert,title,model,0.4697527396307077
27,sep,mpnet,title,simcse,title,model,0.41663691089160715
27,sep,mpnet,title,mpnet,abstract,input,0.778743042627737
27,sep,mpnet,title,mpnet,title_abstract,input,0.82850660687099
27,sep,minilm,title,pubmedbert,title,model,0.4531586890286989
27,sep,minilm,title,biobert,title,model,0.4335508542554307
27,sep,minilm,title,simcse,title,model,0.4437622973415838
27,sep,minilm,title,minilm,abstract,input,0.705281977438665
27,sep,minilm,title,minilm,title_abstract,input,0.7695400666667311
27,sep,pubmedbert,title,biobert,title,model,0.4468772989305742
27,sep,pubmedbert,title,simcse,title,model,0.3884362057503161
27,sep,pubmedbert,title,pubmedbert,abstract,input,0.49072935333609013
27,sep,pubmedbert,title,pubmedbert,title_abstract,input,0.5272942423928312
27,sep,biobert,title,simcse,title,model,0.35796569510603976
27,sep,biobert,title,biobert,abstract,input,0.4865433493624931
27,sep,biobert,title,biobert,title_abstract,input,0.5415218981628119
27,sep,simcse,title,simcse,abstract,input,0.4129060892377798
27,sep,simcse,title,simcse,title_abstract,input,0.4643358478655996
27,sep,specter,abstract,specter2,abstract,model,0.7204473239021103
27,sep,specter,abstract,scincl,abstract,model,0.764088679065348
27,sep,specter,abstract,scibert,abstract,model,0.32357544011097206
27,sep,specter,abstract,bert,abstract,model,0.13421917686730547
27,sep,specter,abstract,mpnet,abstract,model,0.7424893665125507
27,sep,specter,abstract,minilm,abstract,model,0.6774682007031074
27,sep,specter,abstract,pubmedbert,abstract,model,0.6523289720919746
27,sep,specter,abstract,biobert,abstract,model,0.5645792092064298
27,sep,specter,abstract,simcse,abstract,model,0.4147465119308672
27,sep,specter,abstract,specter,title_abstract,input,0.9674410671326995
27,sep,specter2,abstract,scincl,abstract,model,0.7969664497479111
27,sep,specter2,abstract,scibert,abstract,model,0.3117657328697415
27,sep,specter2,abstract,bert,abstract,model,0.11789799892879606
27,sep,specter2,abstract,mpnet,abstract,model,0.7234535255705453
27,sep,specter2,abstract,minilm,abstract,model,0.6605144991215889
27,sep,specter2,abstract,pubmedbert,abstract,model,0.6314042566306101
27,sep,specter2,abstract,biobert,abstract,model,0.5245711478769192
27,sep,specter2,abstract,simcse,abstract,model,0.35705560483586624
27,sep,specter2,abstract,specter2,title_abstract,input,0.9592451666330559
27,sep,scincl,abstract,scibert,abstract,model,0.30685885286666403
27,sep,scincl,abstract,bert,abstract,model,0.12557140690313173
27,sep,scincl,abstract,mpnet,abstract,model,0.751014872658877
27,sep,scincl,abstract,minilm,abstract,model,0.6876789283770707
27,sep,scincl,abstract,pubmedbert,abstract,model,0.6354660251087296
27,sep,scincl,abstract,biobert,abstract,model,0.5348849963368355
27,sep,scincl,abstract,simcse,abstract,model,0.39095893916897134
27,sep,scincl,abstract,scincl,title_abstract,input,0.9796079522602815
27,sep,scibert,abstract,bert,abstract,model,0.20874493869990696
27,sep,scibert,abstract,mpnet,abstract,model,0.29332550794258966
27,sep,scibert,abstract,minilm,abstract,model,0.29195522020399395
27,sep,scibert,abstract,pubmedbert,abstract,model,0.5505370005323694
27,sep,scibert,abstract,biobert,abstract,model,0.5450763526078007
27,sep,scibert,abstract,simcse,abstract,model,0.4152277844428692
27,sep,scibert,abstract,scibert,title_abstract,input,0.9094261299869131
27,sep,bert,abstract,mpnet,abstract,model,0.13075837842764534
27,sep,bert,abstract,minilm,abstract,model,0.14438570872035292
27,sep,bert,abstract,pubmedbert,abstract,model,0.22989380201738255
27,sep,bert,abstract,biobert,abstract,model,0.2562423482540632
27,sep,bert,abstract,simcse,abstract,model,0.2461164732820901
27,sep,bert,abstract,bert,title_abstract,input,0.8040951811610689
27,sep,mpnet,abstract,minilm,abstract,model,0.7944339860598967
27,sep,mpnet,abstract,pubmedbert,abstract,model,0.6289452018319148
27,sep,mpnet,abstract,biobert,abstract,model,0.5402754636201029
27,sep,mpnet,abstract,simcse,abstract,model,0.41532623523677914
27,sep,mpnet,abstract,mpnet,title_abstract,input,0.9823116439871761
27,sep,minilm,abstract,pubmedbert,abstract,model,0.5934442388858974
