field_id,recipe,model_a,input_a,model_b,input_b,kind,cka_debiased
14,mean,scibert,title_abstract,pubmedbert,title_abstract,model,0.7967742825846815
14,mean,scibert,title_abstract,biobert,title_abstract,model,0.7945949326905124
14,mean,scibert,title_abstract,simcse,title_abstract,model,0.5667239973744274
14,mean,bert,title_abstract,mpnet,title_abstract,model,0.5063125430666483
14,mean,bert,title_abstract,minilm,title_abstract,model,0.5058410185151487
14,mean,bert,title_abstract,pubmedbert,title_abstract,model,0.7147949049261423
14,mean,bert,title_abstract,biobert,title_abstract,model,0.7399184328931017
14,mean,bert,title_abstract,simcse,title_abstract,model,0.7501476735314311
14,mean,mpnet,title_abstract,minilm,title_abstract,model,0.817903080692646
14,mean,mpnet,title_abstract,pubmedbert,title_abstract,model,0.4110550853394206
14,mean,mpnet,title_abstract,biobert,title_abstract,model,0.44655099523453606
14,mean,mpnet,title_abstract,simcse,title_abstract,model,0.5330572011519293
14,mean,minilm,title_abstract,pubmedbert,title_abstract,model,0.403457545134478
14,mean,minilm,title_abstract,biobert,title_abstract,model,0.43920310617594677
14,mean,minilm,title_abstract,simcse,title_abstract,model,0.5557960247441279
14,mean,pubmedbert,title_abstract,biobert,title_abstract,model,0.808888253987386
14,mean,pubmedbert,title_abstract,simcse,title_abstract,model,0.5491951649998762
14,mean,biobert,title_abstract,simcse,title_abstract,model,0.5754157825799623
14,cls,specter,title,specter2,title,model,0.6660654356282352
14,cls,specter,title,scincl,title,model,0.671971657141801
14,cls,specter,title,scibert,title,model,0.4134522473738707
14,cls,specter,title,bert,title,model,0.2720658055167176
14,cls,specter,title,mpnet,title,model,0.6270493576394152
14,cls,specter,title,minilm,title,model,0.6254721588349978
14,cls,specter,title,pubmedbert,title,model,0.26161642380908884
14,cls,specter,title,biobert,title,model,0.19666513871323424
14,cls,specter,title,simcse,title,model,0.4933019774841798
14,cls,specter,title,specter,abstract,input,0.6250544171861079
14,cls,specter,title,specter,title_abstract,input,0.7351597631114086
14,cls,specter2,title,scincl,title,model,0.7653990681061799
14,cls,specter2,title,scibert,title,model,0.44821323821986325
14,cls,specter2,title,bert,title,model,0.2752313473004518
14,cls,specter2,title,mpnet,title,model,0.6868118828362951
14,cls,specter2,title,minilm,title,model,0.659997825142374
14,cls,specter2,title,pubmedbert,title,model,0.2782636339274295
14,cls,specter2,title,biobert,title,model,0.20947398656244737
14,cls,specter2,title,simcse,title,model,0.5092212415333344
14,cls,specter2,title,specter2,abstract,input,0.6320950096447214
14,cls,specter2,title,specter2,title_abstract,input,0.7631510958068947
14,cls,scincl,title,scibert,title,model,0.4289913742829401
14,cls,scincl,title,bert,title,model,0.273423752159113
14,cls,scincl,title,mpnet,title,model,0.6396568543859725
14,cls,scincl,title,minilm,title,model,0.6250808735653229
14,cls,scincl,title,pubmedbert,title,model,0.2724295154312128
14,cls,scincl,title,biobert,title,model,0.2026482348844083
14,cls,scincl,title,simcse,title,model,0.49217905277227103
14,cls,scincl,title,scincl,abstract,input,0.6200223242876247
14,cls,scincl,title,scincl,title_abstract,input,0.7178273128571918
14,cls,scibert,title,bert,title,model,0.43664619099368185
14,cls,scibert,title,mpnet,title,model,0.39174266692792864
14,cls,scibert,title,minilm,title,model,0.3692355009727802
14,cls,scibert,title,pubmedbert,title,model,0.45853538421293116
14,cls,scibert,title,biobert,title,model,0.3202219022071796
14,cls,scibert,title,simcse,title,model,0.4079158125004923
14,cls,scibert,title,scibert,abstract,input,0.2962331099665024
14,cls,scibert,title,scibert,title_abstract,input,0.3169090939592512
14,cls,bert,title,mpnet,title,model,0.2721426198770843
14,cls,bert,title,minilm,title,model,0.26437806758142784
14,cls,bert,title,pubmedbert,title,model,0.3750354391002898
14,cls,bert,title,biobert,title,model,0.2456468028839284
14,cls,bert,title,simcse,title,model,0.4286407849501449
14,cls,bert,title,bert,abstract,input,0.1809251235153314
14,cls,bert,title,bert,title_abstract,input,0.21420792873078986
14,cls,mpnet,title,minilm,title,model,0.7765691020811437
14,cls,mpnet,title,pubmedbert,title,model,0.2569600785455435
14,cls,mpnet,title,biobert,title,model,0.1994230783060372
14,cls,mpnet,title,simcse,title,model,0.5250911256216622
14,cls,mpnet,title,mpnet,abstract,input,0.7066951253190386
14,cls,mpnet,title,mpnet,title_abstract,input,0.7759175545245577
14,cls,minilm,title,pubmedbert,title,model,0.25353758250537634
14,cls,minilm,title,biobert,title,model,0.19512275177548855
14,cls,minilm,title,simcse,title,model,0.5309059156722318
14,cls,minilm,title,minilm,abstract,input,0.6355109625238184
14,cls,minilm,title,minilm,title_abstract,input,0.7140038983894117
14,cls,pubmedbert,title,biobert,title,model,0.25686174464196054
14,cls,pubmedbert,title,simcse,title,model,0.3338136216386653
14,cls,pubmedbert,title,pubmedbert,abstract,input,0.18104113515567224
14,cls,pubmedbert,title,pubmedbert,title_abstract,input,0.19402819327398535
14,cls,biobert,title,simcse,title,model,0.23457427392746352
14,cls,biobert,title,biobert,abstract,input,0.1628606481012465
14,cls,biobert,title,biobert,title_abstract,input,0.19137319647787326
14,cls,simcse,title,simcse,abstract,input,0.36194383625841803
14,cls,simcse,title,simcse,title_abstract,input,0.44149133109903077
14,cls,specter,abstract,specter2,abstract,model,0.720722566334774
14,cls,specter,abstract,scincl,abstract,model,0.7556969557502792
14,cls,specter,abstract,scibert,abstract,model,0.283943640423655
14,cls,specter,abstract,bert,abstract,model,0.27369481462439915
14,cls,specter,abstract,mpnet,abstract,model,0.717197159788442
14,cls,specter,abstract,minilm,abstract,model,0.6922347261973113
14,cls,specter,abstract,pubmedbert,abstract,model,0.2762413246815053
14,cls,specter,abstract,biobert,abstract,model,0.3471663038189756
14,cls,specter,abstract,simcse,abstract,model,0.47365510107524655
14,cls,specter,abstract,specter,title_abstract,input,0.947969735993842
14,cls,specter2,abstract,scincl,abstract,model,0.8056061505971395
14,cls,specter2,abstract,scibert,abstract,model,0.35696851672573215
14,cls,specter2,abstract,bert,abstract,model,0.3012228980381591
14,cls,specter2,abstract,mpnet,abstract,model,0.7587883835668146
14,cls,specter2,abstract,minilm,abstract,model,0.7131067194063558
14,cls,specter2,abstract,pubmedbert,abstract,model,0.34255175714050196
14,cls,specter2,abstract,biobert,abstract,model,0.39896856843570655
14,cls,specter2,abstract,simcse,abstract,model,0.4804223089833802
14,cls,specter2,abstract,specter2,title_abstract,input,0.9350970257548827
14,cls,scincl,abstract,scibert,abstract,model,0.30481370567006283
14,cls,scincl,abstract,bert,abstract,model,0.28246186306387
14,cls,scincl,abstract,mpnet,abstract,model,0.7554528456577743
14,cls,scincl,abstract,minilm,abstract,model,0.7237708610569227
14,cls,scincl,abstract,pubmedbert,abstract,model,0.2976083001661988
14,cls,scincl,abstract,biobert,abstract,model,0.3580456450541546
14,cls,scincl,abstract,simcse,abstract,model,0.47320068281661154
14,cls,scincl,abstract,scincl,title_abstract,input,0.9614487652690753
14,cls,scibert,abstract,bert,abstract,model,0.5004340096874993
14,cls,scibert,abstract,mpnet,abstract,model,0.32842186110395216
14,cls,scibert,abstract,minilm,abstract,model,0.3039129203910212
14,cls,scibert,abstract,pubmedbert,abstract,model,0.7384273802854077
14,cls,scibert,abstract,biobert,abstract,model,0.7299934805946159
14,cls,scibert,abstract,simcse,abstract,model,0.4144141905532727
14,cls,scibert,abstract,scibert,title_abstract,input,0.9673705289207383
14,cls,bert,abstract,mpnet,abstract,model,0.3192037361774876
14,cls,bert,abstract,minilm,abstract,model,0.31244970277083134
14,cls,bert,abstract,pubmedbert,abstract,model,0.5303322339293849
14,cls,bert,abstract,biobert,abstract,model,0.5310050375853173
14,cls,bert,abstract,simcse,abstract,model,0.5367604430111546
14,cls,bert,abstract,bert,title_abstract,input,0.9332341267427164
14,cls,mpnet,abstract,minilm,abstract,model,0.8138118370208899
14,cls,mpnet,abstract,pubmedbert,abstract,model,0.3285573761641146
14,cls,mpnet,abstract,biobert,abstract,model,0.39059244214002636
14,cls,mpnet,abstract,simcse,abstract,model,0.5111408967075646
14,cls,mpnet,abstract,mpnet,title_abstract,input,0.976273417330381
14,cls,minilm,abstract,pubmedbert,abstract,model,0.3026951544541825
14,cls,minilm,abstract,biobert,abstract,model,0.37494174969483196
14,cls,minilm,abstract,simcse,abstract,model,0.5381227406638313
14,cls,minilm,abstract,minilm,title_abstract,input,0.9707674108335353
14,cls,pubmedbert,abstract,biobert,abstract,model,0.7208994249414805
14,cls,pubmedbert,abstract,simcse,abstract,model,0.4354075213500992
14,cls,pubmedbert,abstract,pubmedbert,title_abstract,input,0.9706936722284557
14,cls,biobert,abstract,simcse,abstract,model,0.49179815398816695
14,cls,biobert,abstract,biobert,title_abstract,input,0.9703570471872732
14,cls,simcse,abstract,simcse,title_abstract,input,0.9691115044049905
14,cls,specter,title_abstract,specter2,title_abstract,model,0.7158030362445299
14,cls,specter,title_abstract,scincl,title_abstract,model,0.7651762006059847
14,cls,specter,title_abstract,scibert,title_abstract,model,0.2762173720322771
14,cls,specter,title_abstract,bert,title_abstract,model,0.2758360519743136
14,cls,specter,title_abstract,mpnet,title_abstract,model,0.7305512391793456
14,cls,specter,title_abstract,minilm,title_abstract,model,0.7026803766917641
14,cls,specter,title_abstract,pubmedbert,title_abstract,model,0.2710071930647898
14,cls,specter,title_abstract,biobert,title_abstract,model,0.3449062096678822
14,cls,specter,title_abstract,simcse,title_abstract,model,0.49036326523515605
14,cls,specter2,title_abstract,scincl,title_abstract,model,0.7954055628432682
14,cls,specter2,title_abstract,scibert,title_abstract,model,0.34899544652700365
14,cls,specter2,title_abstract,bert,title_abstract,model,0.3069853051314326
14,cls,specter2,title_abstract,mpnet,title_abstract,model,0.7536733383619244
14,cls,specter2,title_abstract,minilm,title_abstract,model,0.7071811343320553
14,cls,specter2,title_abstract,pubmedbert,title_abstract,model,0.3334506480491299
14,cls,specter2,title_abstract,biobert,title_abstract,model,0.3950148917782428
14,cls,specter2,title_abstract,simcse,title_abstract,model,0.4951194624509588
14,cls,scincl,title_abstract,scibert,title_abstract,model,0.294840699522395
14,cls,scincl,title_abstract,bert,title_abstract,model,0.2822546966435367
14,cls,scincl,title_abstract,mpnet,title_abstract,model,0.7622438503863039
14,cls,scincl,title_abstract,minilm,title_abstract,model,0.7282001617353285
14,cls,scincl,title_abstract,pubmedbert,title_abstract,model,0.2888823571439061
14,cls,scincl,title_abstract,biobert,title_abstract,model,0.3539124745467474
14,cls,scincl,title_abstract,simcse,title_abstract,model,0.49224981612991736
14,cls,scibert,title_abstract,bert,title_abstract,model,0.49666295434131286
14,cls,scibert,title_abstract,mpnet,title_abstract,model,0.32019321209424445
14,cls,scibert,title_abstract,minilm,title_abstract,model,0.30461337860660187
14,cls,scibert,title_abstract,pubmedbert,title_abstract,model,0.7053035575461439
14,cls,scibert,title_abstract,biobert,title_abstract,model,0.7051357316757115
14,cls,scibert,title_abstract,simcse,title_abstract,model,0.4121730568321707
14,cls,bert,title_abstract,mpnet,title_abstract,model,0.31716095880579454
14,cls,bert,title_abstract,minilm,title_abstract,model,0.31819784541142876
14,cls,bert,title_abstract,pubmedbert,title_abstract,model,0.5250109388858126
14,cls,bert,title_abstract,biobert,title_abstract,model,0.5208738563452395
14,cls,bert,title_abstract,simcse,title_abstract,model,0.5378544222230645
14,cls,mpnet,title_abstract,minilm,title_abstract,model,0.817903080692646
14,cls,mpnet,title_abstract,pubmedbert,title_abstract,model,0.3175898753445135
14,cls,mpnet,title_abstract,biobert,title_abstract,model,0.3833669064123453
14,cls,mpnet,title_abstract,simcse,title_abstract,model,0.5330572011519293
14,cls,minilm,title_abstract,pubmedbert,title_abstract,model,0.3002693910878515
14,cls,minilm,title_abstract,biobert,title_abstract,model,0.37473559814414725
14,cls,minilm,title_abstract,simcse,title_abstract,model,0.5557960247441279
14,cls,pubmedbert,title_abstract,biobert,title_abstract,model,0.7004444675850952
14,cls,pubmedbert,title_abstract,simcse,title_abstract,model,0.43357556166302197
14,cls,biobert,title_abstract,simcse,title_abstract,model,0.4916200183506108
14,sep,specter,title,specter2,title,model,0.6660654356282352
14,sep,specter,title,scincl,title,model,0.671971657141801
14,sep,specter,title,scibert,title,model,0.3566944692432879
14,sep,specter,title,bert,title,model,0.35405742456313444
14,sep,specter,title,mpnet,title,model,0.6270493576394152
14,sep,specter,title,minilm,title,model,0.6254721588349978
14,sep,specter,title,pubmedbert,title,model,0.40096991076739624
14,sep,specter,title,biobert,title,model,0.27256811925820745
14,sep,specter,title,simcse,title,model,0.4933019774841798
14,sep,specter,title,specter,abstract,input,0.6250544171861079
14,sep,specter,title,specter,title_abstract,input,0.7351597631114086
14,sep,specter2,title,scincl,title,model,0.7653990681061799
14,sep,specter2,title,scibert,title,model,0.3831201359453257
14,sep,specter2,title,bert,title,model,0.35834775084089815
14,sep,specter2,title,mpnet,title,model,0.6868118828362951
14,sep,specter2,title,minilm,title,model,0.659997825142374
14,sep,specter2,title,pubmedbert,title,model,0.413843694848
14,sep,specter2,title,biobert,title,model,0.29559726696398103
14,sep,specter2,title,simcse,title,model,0.5092212415333344
14,sep,specter2,title,specter2,abstract,input,0.6320950096447214
14,sep,specter2,title,specter2,title_abstract,input,0.7631510958068947
14,sep,scincl,title,scibert,title,model,0.3690131543575645
14,sep,scincl,title,bert,title,model,0.3488821434618491
14,sep,scincl,title,mpnet,title,model,0.6396568543859725
14,sep,scincl,title,minilm,title,model,0.6250808735653229
14,sep,scincl,title,pubmedbert,title,model,0.40553983533666266
14,sep,scincl,title,biobert,title,model,0.28787623261523293
14,sep,scincl,title,simcse,title,model,0.49217905277227103
14,sep,scincl,title,scincl,abstract,input,0.6200223242876247
14,sep,scincl,title,scincl,title_abstract,input,0.7178273128571918
14,sep,scibert,title,bert,title,model,0.41029338746780597
14,sep,scibert,title,mpnet,title,model,0.33387458041112356
14,sep,scibert,title,minilm,title,model,0.31388227558476073
14,sep,scibert,title,pubmedbert,title,model,0.48750575956787
14,sep,scibert,title,biobert,title,model,0.317198731185778
14,sep,scibert,title,simcse,title,model,0.36479864940787615
14,sep,scibert,title,scibert,abstract,input,0.29678906376314407
14,sep,scibert,title,scibert,title_abstract,input,0.32129723852710745
14,sep,bert,title,mpnet,title,model,0.3787755039196377
14,sep,bert,title,minilm,title,model,0.3748636097705385
14,sep,bert,title,pubmedbert,title,model,0.4353348082360247
14,sep,bert,title,biobert,title,model,0.28288637229047026
14,sep,bert,title,simcse,title,model,0.5069817735678157
14,sep,bert,title,bert,abstract,input,0.12915201416976066
14,sep,bert,title,bert,title_abstract,input,0.1071869421469041
14,sep,mpnet,title,minilm,title,model,0.7765691020811437
14,sep,mpnet,title,pubmedbert,title,model,0.39251104472938764
14,sep,mpnet,title,biobert,title,model,0.280612061133239
14,sep,mpnet,title,simcse,title,model,0.5250911256216622
14,sep,mpnet,title,mpnet,abstract,input,0.7066951253190386
14,sep,mpnet,title,mpnet,title_abstract,input,0.7759175545245577
14,sep,minilm,title,pubmedbert,title,model,0.39606088789544497
14,sep,minilm,title,biobert,title,model,0.27497623281148553
14,sep,minilm,title,simcse,title,model,0.5309059156722318
14,sep,minilm,title,minilm,abstract,input,0.6355109625238184
14,sep,minilm,title,minilm,title_abstract,input,0.7140038983894117
14,sep,pubmedbert,title,biobert,title,model,0.34958996408306287
14,sep,pubmedbert,title,simcse,title,model,0.46452065951813354
14,sep,pubmedbert,title,pubmedbert,abstract,input,0.2983928468075489
14,sep,pubmedbert,title,pubmedbert,title_abstract,input,0.37085365865089104
14,sep,biobert,title,simcse,title,model,0.307769170161575
14,sep,biobert,title,biobert,abstract,input,0.25298816873723384
14,sep,biobert,title,biobert,title_abstract,input,0.33968802702843864
14,sep,simcse,title,simcse,abstract,input,0.36194383625841803
14,sep,simcse,title,simcse,title_abstract,input,0.44149133109903077
14,sep,specter,abstract,specter2,abstract,model,0.720722566334774
14,sep,specter,abstract,scincl,abstract,model,0.7556969557502792
14,sep,specter,abstract,scibert,abstract,model,0.31718082870440606
14,sep,specter,abstract,bert,abstract,model,0.1613638035684929
14,sep,specter,abstract,mpnet,abstract,model,0.717197159788442
14,sep,specter,abstract,minilm,abstract,model,0.6922347261973113
14,sep,specter,abstract,pubmedbert,abstract,model,0.5048429660009182
14,sep,specter,abstract,biobert,abstract,model,0.4352767416564816
14,sep,specter,abstract,simcse,abstract,model,0.47365510107524655
14,sep,specter,abstract,specter,title_abstract,input,0.947969735993842
14,sep,specter2,abstract,scincl,abstract,model,0.8056061505971395
14,sep,specter2,abstract,scibert,abstract,model,0.3999592403338577
14,sep,specter2,abstract,bert,abstract,model,0.17933226131439634
14,sep,specter2,abstract,mpnet,abstract,model,0.7587883835668146
14,sep,specter2,abstract,minilm,abstract,model,0.7131067194063558
14,sep,specter2,abstract,pubmedbert,abstract,model,0.5391635522232299
14,sep,specter2,abstract,biobert,abstract,model,0.5113380854542354
14,sep,specter2,abstract,simcse,abstract,model,0.4804223089833802
14,sep,specter2,abstract,specter2,title_abstract,input,0.9350970257548827
14,sep,scincl,abstract,scibert,abstract,model,0.3499865772335318
14,sep,scincl,abstract,bert,abstract,model,0.16333613215366935
14,sep,scincl,abstract,mpnet,abstract,model,0.7554528456577743
14,sep,scincl,abstract,minilm,abstract,model,0.7237708610569227
14,sep,scincl,abstract,pubmedbert,abstract,model,0.5099245848996943
14,sep,scincl,abstract,biobert,abstract,model,0.4619063385444757
14,sep,scincl,abstract,simcse,abstract,model,0.47320068281661154
14,sep,scincl,abstract,scincl,title_abstract,input,0.9614487652690753
14,sep,scibert,abstract,bert,abstract,model,0.28285137691030215
14,sep,scibert,abstract,mpnet,abstract,model,0.36745011038752173
14,sep,scibert,abstract,minilm,abstract,model,0.32854706673921985
14,sep,scibert,abstract,pubmedbert,abstract,model,0.5977111014115323
14,sep,scibert,abstract,biobert,abstract,model,0.6702708742238281
14,sep,scibert,abstract,simcse,abstract,model,0.4230892739292196
14,sep,scibert,abstract,scibert,title_abstract,input,0.9574893443045221
14,sep,bert,abstract,mpnet,abstract,model,0.18858878533892603
14,sep,bert,abstract,minilm,abstract,model,0.17794739740409543
14,sep,bert,abstract,pubmedbert,abstract,model,0.2909398606706015
14,sep,bert,abstract,biobert,abstract,model,0.34116092587759966
14,sep,bert,abstract,simcse,abstract,model,0.2776303038764837
14,sep,bert,abstract,bert,title_abstract,input,0.7492192925537121
14,sep,mpnet,abstract,minilm,abstract,model,0.8138118370208899
14,sep,mpnet,abstract,pubmedbert,abstract,model,0.5310649837360103
14,sep,mpnet,abstract,biobert,abstract,model,0.49982391030977763
14,sep,mpnet,abstract,simcse,abstract,model,0.5111408967075646
14,sep,mpnet,abstract,mpnet,title_abstract,input,0.976273417330381
14,sep,minilm,abstract,pubmedbert,abstract,model,0.5179300884674327
14,sep,minilm,abstract,biobert,abstract,model,0.47120924459905666
14,sep,minilm,abstract,simcse,abstract,model,0.5381227406638313
14,sep,minilm,abstract,minilm,title_abstract,input,0.9707674108335353
14,sep,pubmedbert,abstract,biobert,abstract,model,0.744917823265413
14,sep,pubmedbert,abstract,simcse,abstract,model,0.5946582550925161
14,sep,pubmedbert,abstract,pubmedbert,title_abstract,input,0.9657421802126945
14,sep,biobert,abstract,simcse,abstract,model,0.5781083296070085
14,sep,biobert,abstract,biobert,title_abstract,input,0.9787232227110481
14,sep,simcse,abstract,simcse,title_abstract,input,0.9691115044049905
14,sep,specter,title_abstract,specter2,title_abstract,model,0.7158030362445299
14,sep,specter,title_abstract,scincl,title_abstract,model,0.7651762006059847
14,sep,specter,title_abstract,scibert,title_abstract,model,0.3145093793213216
14,sep,specter,title_abstract,bert,title_abstract,model,0.10926028664418642
14,sep,specter,title_abstract,mpnet,title_abstract,model,0.7305512391793456
14,sep,specter,title_abstract,minilm,title_abstract,model,0.7026803766917641
14,sep,specter,title_abstract,pubmedbert,title_abstract,model,0.5098053091010581
14,sep,specter,title_abstract,biobert,title_abstract,model,0.4485240178552072
14,sep,specter,title_abstract,simcse,title_abstract,model,0.49036326523515605
14,sep,specter2,title_abstract,scincl,title_abstract,model,0.7954055628432682
14,sep,specter2,title_abstract,scibert,title_abstract,model,0.3956085052231595
14,sep,specter2,title_abstract,bert,title_abstract,model,0.1264552237441123
14,sep,specter2,title_abstract,mpnet,title_abstract,model,0.7536733383619244
14,sep,specter2,title_abstract,minilm,title_abstract,model,0.7071811343320553
14,sep,specter2,title_abstract,pubmedbert,title_abstract,model,0.5398371822831807
14,sep,specter2,title_abstract,biobert,title_abstract,model,0.5217828936741853
14,sep,specter2,title_abstract,simcse,title_abstract,model,0.4951194624509588
14,sep,scincl,title_abstract,scibert,title_abstract,model,0.3460682406038228
14,sep,scincl,title_abstract,bert,title_abstract,model,0.11101928676776086
14,sep,scincl,title_abstract,mpnet,title_abstract,model,0.7622438503863039
14,sep,scincl,title_abstract,minilm,title_abstract,model,0.7282001617353285
14,sep,scincl,title_abstract,pubmedbert,title_abstract,model,0.5121624851174905
14,sep,scincl,title_abstract,biobert,title_abstract,model,0.47174879648766127
14,sep,scincl,title_abstract,simcse,title_abstract,model,0.49224981612991736
14,sep,scibert,title_abstract,bert,title_abstract,model,0.21157631142406416
14,sep,scibert,title_abstract,mpnet,title_abstract,model,0.3634638005685239
14,sep,scibert,title_abstract,minilm,title_abstract,model,0.33256240406045307
14,sep,scibert,title_abstract,pubmedbert,title_abstract,model,0.5848371733165147
14,sep,scibert,title_abstract,biobert,title_abstract,model,0.6522651359406129
14,sep,scibert,title_abstract,simcse,title_abstract,model,0.4294976991736824
14,sep,bert,title_abstract,mpnet,title_abstract,model,0.1281746529983327
14,sep,bert,title_abstract,minilm,title_abstract,model,0.12533146352422375
14,sep,bert,title_abstract,pubmedbert,title_abstract,model,0.20976848482822874
14,sep,bert,title_abstract,biobert,title_abstract,model,0.24797707042289277
14,sep,bert,title_abstract,simcse,title_abstract,model,0.20033290183426064
14,sep,mpnet,title_abstract,minilm,title_abstract,model,0.817903080692646
14,sep,mpnet,title_abstract,pubmedbert,title_abstract,model,0.5344995396802622
14,sep,mpnet,title_abstract,biobert,title_abstract,model,0.5069959977178046
14,sep,mpnet,title_abstract,simcse,title_abstract,model,0.5330572011519293
14,sep,minilm,title_abstract,pubmedbert,title_abstract,model,0.5248028360700583
14,sep,minilm,title_abstract,biobert,title_abstract,model,0.48733488857755225
14,sep,minilm,title_abstract,simcse,title_abstract,model,0.5557960247441279
14,sep,pubmedbert,title_abstract,biobert,title_abstract,model,0.7413083673985965
14,sep,pubmedbert,title_abstract,simcse,title_abstract,model,0.6021894627252946
14,sep,biobert,title_abstract,simcse,title_abstract,model,0.5941487110213645
15,mean,specter,title,specter2,title,model,0.7692387717953044
15,mean,specter,title,scincl,title,model,0.7699429165778499
15,mean,specter,title,scibert,title,model,0.6837239318177442
15,mean,specter,title,bert,title,model,0.6432483677741974
15,mean,specter,title,mpnet,title,model,0.7654380103005184
15,mean,specter,title,minilm,title,model,0.7295624719814681
15,mean,specter,title,pubmedbert,title,model,0.6918217348060642
15,mean,specter,title,biobert,title,model,0.4281428113374826
15,mean,specter,title,simcse,title,model,0.6362723762242933
15,mean,specter,title,specter,abstract,input,0.7760195116499972
15,mean,specter,title,specter,title_abstract,input,0.8649150412767943
15,mean,specter2,title,scincl,title,model,0.8246593835082898
15,mean,specter2,title,scibert,title,model,0.6544535675633617
15,mean,specter2,title,bert,title,model,0.5715534279553455
15,mean,specter2,title,mpnet,title,model,0.7840989097078536
15,mean,specter2,title,minilm,title,model,0.7420676717826353
15,mean,specter2,title,pubmedbert,title,model,0.6412847970239327
15,mean,specter2,title,biobert,title,model,0.4079858921752602
15,mean,specter2,title,simcse,title,model,0.6057353460337386
15,mean,specter2,title,specter2,abstract,input,0.7480139875193432
15,mean,specter2,title,specter2,title_abstract,input,0.828505392330497
15,mean,scincl,title,scibert,title,model,0.63707317915052
15,mean,scincl,title,bert,title,model,0.5649527281093673
15,mean,scincl,title,mpnet,title,model,0.7767536516723351
15,mean,scincl,title,minilm,title,model,0.7360146832637721
15,mean,scincl,title,pubmedbert,title,model,0.6182605290887087
15,mean,scincl,title,biobert,title,model,0.3952108168585428
15,mean,scincl,title,simcse,title,model,0.5931423792750743
15,mean,scincl,title,scincl,abstract,input,0.7963129033135864
15,mean,scincl,title,scincl,title_abstract,input,0.8606834467553082
15,mean,scibert,title,bert,title,model,0.626831373015659
15,mean,scibert,title,mpnet,title,model,0.6064072518984482
15,mean,scibert,title,minilm,title,model,0.5844868304897011
15,mean,scibert,title,pubmedbert,title,model,0.7278162285409556
15,mean,scibert,title,biobert,title,model,0.4288840280232467
15,mean,scibert,title,simcse,title,model,0.5703356850026177
15,mean,scibert,title,scibert,abstract,input,0.5132005487822746
15,mean,scibert,title,scibert,title_abstract,input,0.5645924403676983
15,mean,bert,title,mpnet,title,model,0.5736339858873207
15,mean,bert,title,minilm,title,model,0.5756666296134442
15,mean,bert,title,pubmedbert,title,model,0.6934460394254066
15,mean,bert,title,biobert,title,model,0.43689024476083005
15,mean,bert,title,simcse,title,model,0.7137719596003606
15,mean,bert,title,bert,abstract,input,0.6509721744858605
15,mean,bert,title,bert,title_abstract,input,0.7016192610255345
15,mean,mpnet,title,minilm,title,model,0.8588346878381898
15,mean,mpnet,title,pubmedbert,title,model,0.6221503154330003
15,mean,mpnet,title,biobert,title,model,0.408725784492437
15,mean,mpnet,title,simcse,title,model,0.6420910658868801
15,mean,mpnet,title,mpnet,abstract,input,0.8158801617593391
15,mean,mpnet,title,mpnet,title_abstract,input,0.8650418150679625
15,mean,minilm,title,pubmedbert,title,model,0.5997154400744352
15,mean,minilm,title,biobert,title,model,0.3932004207130791
15,mean,minilm,title,simcse,title,model,0.6384577197986273
15,mean,minilm,title,minilm,abstract,input,0.7593281894183211
15,mean,minilm,title,minilm,title_abstract,input,0.8237016618671494
15,mean,pubmedbert,title,biobert,title,model,0.47831883821205384
15,mean,pubmedbert,title,simcse,title,model,0.5980119778914386
15,mean,pubmedbert,title,pubmedbert,abstract,input,0.5222278506966888
15,mean,pubmedbert,title,pubmedbert,title_abstract,input,0.5730224373048349
15,mean,biobert,title,simcse,title,model,0.3861473683229307
15,mean,biobert,title,biobert,abstract,input,0.35929066159854794
15,mean,biobert,title,biobert,title_abstract,input,0.44084248375167523
15,mean,simcse,title,simcse,abstract,input,0.544752105356189
15,mean,simcse,title,simcse,title_abstract,input,0.6054526275983874
15,mean,specter,abstract,specter2,abstract,model,0.799897296484916
15,mean,specter,abstract,scincl,abstract,model,0.8490968594568723
15,mean,specter,abstract,scibert,abstract,model,0.6548502430292573
15,mean,specter,abstract,bert,abstract,model,0.6770317891632085
15,mean,specter,abstract,mpnet,abstract,model,0.8279143383441068
15,mean,specter,abstract,minilm,abstract,model,0.7939382130062701
15,mean,specter,abstract,pubmedbert,abstract,model,0.6272020256888065
15,mean,specter,abstract,biobert,abstract,model,0.6783380335101766
15,mean,specter,abstract,simcse,abstract,model,0.6585911911064651
15,mean,specter,abstract,specter,title_abstract,input,0.9579841535640359
15,mean,specter2,abstract,scincl,abstract,model,0.8549743485953714
15,mean,specter2,abstract,scibert,abstract,model,0.6358935320046266
15,mean,specter2,abstract,bert,abstract,model,0.5748975148500889
15,mean,specter2,abstract,mpnet,abstract,model,0.8321181183623442
15,mean,specter2,abstract,minilm,abstract,model,0.7865176943629951
15,mean,specter2,abstract,pubmedbert,abstract,model,0.5794954707765744
15,mean,specter2,abstract,biobert,abstract,model,0.6257142386857798
15,mean,specter2,abstract,simcse,abstract,model,0.5932868911739383
15,mean,specter2,abstract,specter2,title_abstract,input,0.9607098261212207
15,mean,scincl,abstract,scibert,abstract,model,0.6204804933064492
15,mean,scincl,abstract,bert,abstract,model,0.6083014648877162
15,mean,scincl,abstract,mpnet,abstract,model,0.8574612819891263
15,mean,scincl,abstract,minilm,abstract,model,0.8124134384766787
