outcome,omitted_model,feature,coefficient,r_squared,design_rank,coefficients_identified
neighbors_2048_mean_k25,scibert,same_objective,0.1341191737377695,0.2614334533387912,4,True
neighbors_2048_mean_k25,scibert,same_broad_domain,0.009942021067236188,0.2614334533387912,4,True
neighbors_2048_mean_k25,scibert,same_primary_pooling,-0.02061978679368827,0.2614334533387912,4,True
neighbors_2048_mean_k25,bert,intercept,0.29950680148278663,0.37132646745001574,4,True
neighbors_2048_mean_k25,bert,same_objective,0.21528404256333958,0.37132646745001574,4,True
neighbors_2048_mean_k25,bert,same_broad_domain,-0.07166380973532814,0.37132646745001574,4,True
neighbors_2048_mean_k25,bert,same_primary_pooling,-0.025074207987438202,0.37132646745001574,4,True
neighbors_2048_mean_k25,mpnet,intercept,0.26565366852900896,0.5351501197172476,4,True
neighbors_2048_mean_k25,mpnet,same_objective,0.18314962356104425,0.5351501197172476,4,True
neighbors_2048_mean_k25,mpnet,same_broad_domain,-0.002871942578244809,0.5351501197172476,4,True
neighbors_2048_mean_k25,mpnet,same_primary_pooling,-0.011140689645265104,0.5351501197172476,4,True
neighbors_2048_mean_k25,minilm,intercept,0.27278592181753775,0.4657594603820794,4,True
neighbors_2048_mean_k25,minilm,same_objective,0.18165106640744713,0.4657594603820794,4,True
neighbors_2048_mean_k25,minilm,same_broad_domain,-0.008572368099716626,0.4657594603820794,4,True
neighbors_2048_mean_k25,minilm,same_primary_pooling,-0.015353023602704645,0.4657594603820794,4,True
neighbors_2048_mean_k25,pubmedbert,intercept,0.3027585259560699,0.2674643175999363,4,True
neighbors_2048_mean_k25,pubmedbert,same_objective,0.1495726769656377,0.2674643175999363,4,True
neighbors_2048_mean_k25,pubmedbert,same_broad_domain,-0.0329941268789708,0.2674643175999363,4,True
neighbors_2048_mean_k25,pubmedbert,same_primary_pooling,-0.023792580889066446,0.2674643175999363,4,True
neighbors_2048_mean_k25,biobert,intercept,0.29992270897531015,0.2633959023867196,4,True
neighbors_2048_mean_k25,biobert,same_objective,0.15015561887150017,0.2633959023867196,4,True
neighbors_2048_mean_k25,biobert,same_broad_domain,-0.03011444854794376,0.2633959023867196,4,True
neighbors_2048_mean_k25,biobert,same_primary_pooling,-0.024463245495463373,0.2633959023867196,4,True
neighbors_2048_mean_k25,simcse,intercept,0.30159442158736016,0.550689324368975,4,True
