field_id,period_start,rows,distinct_subfields,effective_subfields,largest_subfield_share,mean_abstract_words,mean_title_words,duplicate_doi_rate,duplicate_text_rate,ambiguous_language_rate,short_abstract_rate,type_counts_json
15,2010,2166,6,4.42613821879105,0.3573407202216066,170.54478301015698,13.937673130193906,0.0,0.0018467220683287165,0.017543859649122806,0.09602954755309326,"{""article"": 1811, ""conference-paper"": 348, ""review"": 7}"
15,2015,2166,6,4.318506305167465,0.3628808864265928,180.92566943674976,14.659279778393351,0.0,0.0,0.01061865189289012,0.0664819944598338,"{""article"": 1766, ""conference-paper"": 397, ""review"": 3}"
15,2020,2166,6,4.30531448627768,0.3799630655586334,200.1477377654663,14.992151431209603,0.0,0.0009233610341643582,0.006925207756232687,0.0443213296398892,"{""article"": 1890, ""conference-paper"": 266, ""review"": 10}"
16,2000,2166,6,4.516315031833834,0.4445983379501385,149.50323176361957,14.403970452446906,0.0,0.0,0.04293628808864266,0.20683287165281625,"{""article"": 2085, ""conference-paper"": 81}"
16,2005,2166,6,4.4511642642186615,0.44829178208679593,151.19205909510617,13.74976915974146,0.0,0.0,0.04478301015697138,0.20914127423822715,"{""article"": 2085, ""conference-paper"": 79, ""review"": 2}"
16,2010,2166,6,4.341963069353623,0.4552169898430286,153.68698060941827,14.035087719298245,0.0,0.0,0.03693444136657433,0.17636195752539244,"{""article"": 2073, ""conference-paper"": 82, ""review"": 11}"
16,2015,2166,6,4.132628909219166,0.5046168051708217,160.09372114496767,14.867959372114496,0.0,0.0,0.03139427516158818,0.15466297322253,"{""article"": 2049, ""conference-paper"": 106, ""review"": 11}"
16,2020,2166,6,4.099481515805269,0.4916897506925208,174.7197599261311,14.886888273314867,0.0,0.0,0.017082179132040628,0.10941828254847645,"{""article"": 2069, ""conference-paper"": 86, ""review"": 11}"
17,2000,3310,11,7.650454577305163,0.24018126888217523,129.3299093655589,9.530815709969788,0.0,0.00030211480362537764,0.01782477341389728,0.21782477341389728,"{""article"": 1632, ""conference-paper"": 1677, ""review"": 1}"
17,2005,5594,11,7.258355479785056,0.2329281372899535,130.8128351805506,10.044690740078655,0.0,0.0003575259206292456,0.01769753307114766,0.19878441186986057,"{""article"": 3220, ""conference-paper"": 2373, ""review"": 1}"
17,2010,7094,11,7.3102583128803325,0.2169438962503524,141.45038060332675,10.348322526078377,0.0,0.000140964195094446,0.018607273752466874,0.1446292641669016,"{""article"": 4290, ""conference-paper"": 2797, ""review"": 7}"
17,2015,6858,11,7.252764649075979,0.2341790609507145,165.85593467483233,10.770487022455526,0.00014581510644502772,0.0005832604257801109,0.020122484689413824,0.0667833187518227,"{""article"": 3625, ""conference-paper"": 3214, ""review"": 19}"
17,2020,9972,11,6.6032751751002765,0.28449659045326914,186.54923786602487,11.734757320497392,0.0,0.00010028078620136381,0.013036502206177296,0.033995186522262334,"{""article"": 5963, ""conference-paper"": 3951, ""review"": 58}"
18,2000,2166,4,2.9448753303585975,0.5572483841181902,152.00046168051708,10.11634349030471,0.0,0.0004616805170821791,0.017543859649122806,0.1814404432132964,"{""article"": 1704, ""conference-paper"": 451, ""review"": 11}"
18,2005,2166,4,2.975313875149953,0.5604801477377654,151.6140350877193,10.73084025854109,0.0,0.0009233610341643582,0.017543859649122806,0.16389658356417358,"{""article"": 1708, ""conference-paper"": 449, ""review"": 9}"
18,2010,2166,4,2.9820079133333777,0.5433979686057249,163.52954755309327,11.418744228993537,0.0,0.0,0.014312096029547553,0.11265004616805172,"{""article"": 1727, ""conference-paper"": 426, ""review"": 13}"
18,2015,2166,4,2.9673760951551844,0.538781163434903,179.69806094182826,11.77331486611265,0.0,0.0009233610341643582,0.01662049861495845,0.07386888273314866,"{""article"": 1652, ""conference-paper"": 499, ""review"": 15}"
18,2020,2166,4,2.9867505181183076,0.5313942751615882,192.62788550323177,12.588642659279778,0.0,0.0,0.0046168051708217915,0.04939981532779317,"{""article"": 1693, ""conference-paper"": 436, ""review"": 37}"
