field_id,model_a,input_a,model_b,input_b,kind,rows,cka_debiased,rsa_spearman
23,minilm,title,biobert,title,model,1000,0.28117604574973076,0.2991763363618127
23,minilm,title,simcse,title,model,1000,0.5346858460894741,0.47707451737022566
23,minilm,title,minilm,abstract,input,1000,0.7041174171152667,0.7070853136040385
23,minilm,title,minilm,title_abstract,input,1000,0.7664538333930586,0.7609950227929112
23,pubmedbert,title,biobert,title,model,1000,0.381226589554103,0.5457557805321879
23,pubmedbert,title,simcse,title,model,1000,0.4757399316539562,0.5078242061087128
23,pubmedbert,title,pubmedbert,abstract,input,1000,0.4692762858256873,0.43246444983047316
23,pubmedbert,title,pubmedbert,title_abstract,input,1000,0.5213734806801298,0.4813417859510072
23,biobert,title,simcse,title,model,1000,0.2711010707321114,0.36833549859046993
23,biobert,title,biobert,abstract,input,1000,0.26746369256518526,0.349253116369537
23,biobert,title,biobert,title_abstract,input,1000,0.3543101841363027,0.4091453597811312
23,simcse,title,simcse,abstract,input,1000,0.4712952927773091,0.49162272838722615
23,simcse,title,simcse,title_abstract,input,1000,0.5241706167237433,0.5384187690653087
23,specter,abstract,specter2,abstract,model,1000,0.7465422961641726,0.6025917798814802
23,specter,abstract,scincl,abstract,model,1000,0.8225181308209193,0.7324332676540836
23,specter,abstract,scibert,abstract,model,1000,0.5289841980793357,0.42965965158914887
23,specter,abstract,bert,abstract,model,1000,0.5914778720711036,0.49369285790523204
23,specter,abstract,mpnet,abstract,model,1000,0.7657152656106926,0.7115428099528568
23,specter,abstract,minilm,abstract,model,1000,0.7341491294480409,0.6911902468514755
23,specter,abstract,pubmedbert,abstract,model,1000,0.514232595531149,0.4473294494423237
23,specter,abstract,biobert,abstract,model,1000,0.5385668046250865,0.43898018282495277
23,specter,abstract,simcse,abstract,model,1000,0.5532501965066255,0.412438469138096
23,specter,abstract,specter,title_abstract,input,1000,0.9621369620292087,0.9588745781791903
23,specter2,abstract,scincl,abstract,model,1000,0.808948055888623,0.63849628860324
23,specter2,abstract,scibert,abstract,model,1000,0.5775281591760911,0.3140314339490788
23,specter2,abstract,bert,abstract,model,1000,0.571799152336419,0.28075029408437574
23,specter2,abstract,mpnet,abstract,model,1000,0.7710549738956611,0.6592445063366107
23,specter2,abstract,minilm,abstract,model,1000,0.7252219912913562,0.579692458252728
23,specter2,abstract,pubmedbert,abstract,model,1000,0.527641623723719,0.27224339084210836
23,specter2,abstract,biobert,abstract,model,1000,0.560124044915425,0.24434301707735745
23,specter2,abstract,simcse,abstract,model,1000,0.5100662314429337,0.24177042847192573
23,specter2,abstract,specter2,title_abstract,input,1000,0.9579808641291697,0.9457260121743151
23,scincl,abstract,scibert,abstract,model,1000,0.5364214062649019,0.37109987285774954
23,scincl,abstract,bert,abstract,model,1000,0.5770701969522978,0.40449094707322725
23,scincl,abstract,mpnet,abstract,model,1000,0.7902354229169928,0.7263949143954876
23,scincl,abstract,minilm,abstract,model,1000,0.7532352905503673,0.7076369904335954
23,scincl,abstract,pubmedbert,abstract,model,1000,0.5069434159346516,0.3846190154775456
23,scincl,abstract,biobert,abstract,model,1000,0.5376094176250044,0.37471947878179906
23,scincl,abstract,simcse,abstract,model,1000,0.5377091501983028,0.3615361979438398
23,scincl,abstract,scincl,title_abstract,input,1000,0.9773712959689521,0.9773787485204414
23,scibert,abstract,bert,abstract,model,1000,0.7564021914586453,0.744134988804337
23,scibert,abstract,mpnet,abstract,model,1000,0.5447038297951515,0.4290119769345302
23,scibert,abstract,minilm,abstract,model,1000,0.5180080700553832,0.4286783443476936
23,scibert,abstract,pubmedbert,abstract,model,1000,0.8497257221555374,0.8517206810018049
23,scibert,abstract,biobert,abstract,model,1000,0.8559459804241475,0.8396681874246724
23,scibert,abstract,simcse,abstract,model,1000,0.610729059124325,0.5458098614875232
23,scibert,abstract,scibert,title_abstract,input,1000,0.9882390334695172,0.987680777437702
23,bert,abstract,mpnet,abstract,model,1000,0.5995794193716467,0.49833523897133825
23,bert,abstract,minilm,abstract,model,1000,0.600956040374968,0.5384852431327108
23,bert,abstract,pubmedbert,abstract,model,1000,0.7713246466054531,0.8172451714081183
23,bert,abstract,biobert,abstract,model,1000,0.8044811624472105,0.8380753797341939
23,bert,abstract,simcse,abstract,model,1000,0.7984687614908491,0.7850226389585571
23,bert,abstract,bert,title_abstract,input,1000,0.9901928000343206,0.9903760553769404
23,mpnet,abstract,minilm,abstract,model,1000,0.8303904361000465,0.8127316204238244
23,mpnet,abstract,pubmedbert,abstract,model,1000,0.5170059214581377,0.43695394578188146
23,mpnet,abstract,biobert,abstract,model,1000,0.5576176663227405,0.43048349505970784
23,mpnet,abstract,simcse,abstract,model,1000,0.5482053779325458,0.4580719513596787
23,mpnet,abstract,mpnet,title_abstract,input,1000,0.9835418126952861,0.982495799753244
23,minilm,abstract,pubmedbert,abstract,model,1000,0.5012849573660748,0.45654014043135044
23,minilm,abstract,biobert,abstract,model,1000,0.5339434701578376,0.45809767966274406
23,minilm,abstract,simcse,abstract,model,1000,0.5743371771246957,0.5057190732462976
23,minilm,abstract,minilm,title_abstract,input,1000,0.9740469796975988,0.9758275760855647
23,pubmedbert,abstract,biobert,abstract,model,1000,0.8730742273403465,0.893697254316743
23,pubmedbert,abstract,simcse,abstract,model,1000,0.6277714300236068,0.6053606444144022
23,pubmedbert,abstract,pubmedbert,title_abstract,input,1000,0.9856634885864555,0.9867924624819825
23,biobert,abstract,simcse,abstract,model,1000,0.6435282835693099,0.6343387575033467
23,biobert,abstract,biobert,title_abstract,input,1000,0.9778875853494056,0.9826684808261701
23,simcse,abstract,simcse,title_abstract,input,1000,0.9768795403708466,0.9804984575492558
23,specter,title_abstract,specter2,title_abstract,model,1000,0.7478586245978233,0.6154485770981204
23,specter,title_abstract,scincl,title_abstract,model,1000,0.8344703420779567,0.7498622498801554
23,specter,title_abstract,scibert,title_abstract,model,1000,0.5529395898679326,0.4483815790234539
23,specter,title_abstract,bert,title_abstract,model,1000,0.6118502380045125,0.5028747130366856
23,specter,title_abstract,mpnet,title_abstract,model,1000,0.7796919509121311,0.7272349692795868
23,specter,title_abstract,minilm,title_abstract,model,1000,0.7480344391115122,0.7065683158149169
23,specter,title_abstract,pubmedbert,title_abstract,model,1000,0.535520249440742,0.45897642833244245
23,specter,title_abstract,biobert,title_abstract,model,1000,0.5556986753277787,0.4488880414607202
23,specter,title_abstract,simcse,title_abstract,model,1000,0.5683211113019244,0.4212962578157413
23,specter2,title_abstract,scincl,title_abstract,model,1000,0.804547589742432,0.6430966364577413
23,specter2,title_abstract,scibert,title_abstract,model,1000,0.5993084183003211,0.35929577956023967
23,specter2,title_abstract,bert,title_abstract,model,1000,0.5887162480197886,0.32475956826639774
23,specter2,title_abstract,mpnet,title_abstract,model,1000,0.7694231802155365,0.6666887239817255
23,specter2,title_abstract,minilm,title_abstract,model,1000,0.7262422476517632,0.5942697592281715
23,specter2,title_abstract,pubmedbert,title_abstract,model,1000,0.5421915061231408,0.3113156223327886
23,specter2,title_abstract,biobert,title_abstract,model,1000,0.5694699738483175,0.2863013297372529
23,specter2,title_abstract,simcse,title_abstract,model,1000,0.5243221416752568,0.2806210736215538
23,scincl,title_abstract,scibert,title_abstract,model,1000,0.5549135262662126,0.3880047761380119
23,scincl,title_abstract,bert,title_abstract,model,1000,0.5918072033125886,0.4143101592037762
23,scincl,title_abstract,mpnet,title_abstract,model,1000,0.7951094072183702,0.7282640294051607
23,scincl,title_abstract,minilm,title_abstract,model,1000,0.7600276306345202,0.7110595352641459
23,scincl,title_abstract,pubmedbert,title_abstract,model,1000,0.520653849660939,0.3953181291042964
23,scincl,title_abstract,biobert,title_abstract,model,1000,0.5462077331508078,0.38238305118645916
23,scincl,title_abstract,simcse,title_abstract,model,1000,0.5508247451256033,0.37038962606297315
23,scibert,title_abstract,bert,title_abstract,model,1000,0.7662629133585162,0.7581795000309529
23,scibert,title_abstract,mpnet,title_abstract,model,1000,0.5601882579134801,0.45115874961139535
23,scibert,title_abstract,minilm,title_abstract,model,1000,0.5379086598309558,0.4490948021752358
23,scibert,title_abstract,pubmedbert,title_abstract,model,1000,0.853678652225958,0.8552540152881354
23,scibert,title_abstract,biobert,title_abstract,model,1000,0.8445552175847238,0.8356560503966419
23,scibert,title_abstract,simcse,title_abstract,model,1000,0.6237454274469488,0.5583269876813169
23,bert,title_abstract,mpnet,title_abstract,model,1000,0.60475157099694,0.515408838675022
23,bert,title_abstract,minilm,title_abstract,model,1000,0.6093765407818865,0.5472648172411625
23,bert,title_abstract,pubmedbert,title_abstract,model,1000,0.7775088885820972,0.8160528159691325
23,bert,title_abstract,biobert,title_abstract,model,1000,0.8001042348135832,0.8386156024480383
23,bert,title_abstract,simcse,title_abstract,model,1000,0.8030389912541842,0.7853599634939001
23,mpnet,title_abstract,minilm,title_abstract,model,1000,0.8335838470316368,0.815735455214339
23,mpnet,title_abstract,pubmedbert,title_abstract,model,1000,0.5250588844729241,0.4529646325949113
23,mpnet,title_abstract,biobert,title_abstract,model,1000,0.5584465333186469,0.4455677558139195
23,mpnet,title_abstract,simcse,title_abstract,model,1000,0.55570215635244,0.47600081715200215
23,minilm,title_abstract,pubmedbert,title_abstract,model,1000,0.515432907262752,0.4699801532299504
23,minilm,title_abstract,biobert,title_abstract,model,1000,0.5432545018343035,0.47126445809916073
23,minilm,title_abstract,simcse,title_abstract,model,1000,0.5792284327903002,0.5146409971766028
23,pubmedbert,title_abstract,biobert,title_abstract,model,1000,0.8635354168981191,0.8877823346859554
23,pubmedbert,title_abstract,simcse,title_abstract,model,1000,0.6364839845671302,0.6056833396462082
23,biobert,title_abstract,simcse,title_abstract,model,1000,0.648463733920797,0.6382024390360063
24,specter,title,specter2,title,model,1000,0.6980716233454015,0.5814583131301456
24,specter,title,scincl,title,model,1000,0.722597166098972,0.6275888065004726
24,specter,title,scibert,title,model,1000,0.5554763654068965,0.317671524131179
24,specter,title,bert,title,model,1000,0.49418669253467373,0.36278562749046467
24,specter,title,mpnet,title,model,1000,0.6790070224270467,0.6067592261823989
24,specter,title,minilm,title,model,1000,0.6372039740159559,0.6020209844375521
24,specter,title,pubmedbert,title,model,1000,0.5538689220345325,0.30242083949705234
24,specter,title,biobert,title,model,1000,0.36980789609198006,0.2326541205386361
24,specter,title,simcse,title,model,1000,0.42785724669922265,0.3284118560210305
24,specter,title,specter,abstract,input,1000,0.7343340545803373,0.6684980468267464
24,specter,title,specter,title_abstract,input,1000,0.8197535086918464,0.7645321988868273
24,specter2,title,scincl,title,model,1000,0.7942561539721631,0.6206996998687494
24,specter2,title,scibert,title,model,1000,0.5420108085571914,0.287273633272184
24,specter2,title,bert,title,model,1000,0.4408874575340954,0.24751716649879255
24,specter2,title,mpnet,title,model,1000,0.6991601025099307,0.5773908973579777
24,specter2,title,minilm,title,model,1000,0.6436002146736193,0.5391483409328712
24,specter2,title,pubmedbert,title,model,1000,0.5319922262874331,0.26157756529194404
24,specter2,title,biobert,title,model,1000,0.35112112618014174,0.18596120774840322
24,specter2,title,simcse,title,model,1000,0.3900736019836145,0.2257947560614871
24,specter2,title,specter2,abstract,input,1000,0.7492389548909616,0.6531853044189673
24,specter2,title,specter2,title_abstract,input,1000,0.8287794988966217,0.7575181758922912
24,scincl,title,scibert,title,model,1000,0.5639908552998317,0.3127147085192867
24,scincl,title,bert,title,model,1000,0.4854985183858706,0.3924267960780668
24,scincl,title,mpnet,title,model,1000,0.6897731099072015,0.6226449991331128
24,scincl,title,minilm,title,model,1000,0.6390829030712052,0.5951808697184524
24,scincl,title,pubmedbert,title,model,1000,0.5443092889920301,0.3098440625721103
24,scincl,title,biobert,title,model,1000,0.35925223181976584,0.23394728164786918
24,scincl,title,simcse,title,model,1000,0.40515778026886745,0.36442435407206225
24,scincl,title,scincl,abstract,input,1000,0.7726183252714098,0.735917966501297
24,scincl,title,scincl,title_abstract,input,1000,0.8372118057537233,0.8007239810978077
24,scibert,title,bert,title,model,1000,0.5240859300609302,0.44047715983819274
24,scibert,title,mpnet,title,model,1000,0.4993208643097102,0.3325213638063037
24,scibert,title,minilm,title,model,1000,0.4716427466860927,0.3137573063398933
24,scibert,title,pubmedbert,title,model,1000,0.6393814416919077,0.49812942393482396
24,scibert,title,biobert,title,model,1000,0.3805093951753635,0.39109539192273995
24,scibert,title,simcse,title,model,1000,0.4321999515872448,0.35851562089278854
24,scibert,title,scibert,abstract,input,1000,0.4239859099434782,0.30390599684026404
24,scibert,title,scibert,title_abstract,input,1000,0.465482606538502,0.33657568407593885
24,bert,title,mpnet,title,model,1000,0.5147794042289262,0.46710048104175106
24,bert,title,minilm,title,model,1000,0.5357134056222836,0.4919852070524631
24,bert,title,pubmedbert,title,model,1000,0.5632177687666752,0.5770236471355585
24,bert,title,biobert,title,model,1000,0.3723361039665852,0.5020757424626889
24,bert,title,simcse,title,model,1000,0.6956317060867442,0.7439690765474206
24,bert,title,bert,abstract,input,1000,0.5891140630382787,0.5976949132502357
24,bert,title,bert,title_abstract,input,1000,0.6311321458303825,0.6312608052091503
24,mpnet,title,minilm,title,model,1000,0.7833800987455776,0.7715724212264304
24,mpnet,title,pubmedbert,title,model,1000,0.5222847079589912,0.35688799669022037
24,mpnet,title,biobert,title,model,1000,0.3607430046043011,0.289890117130726
24,mpnet,title,simcse,title,model,1000,0.4464765658724555,0.4154156317310367
24,mpnet,title,mpnet,abstract,input,1000,0.7869664080548567,0.7591161573977933
24,mpnet,title,mpnet,title_abstract,input,1000,0.832737510882165,0.807809802782027
24,minilm,title,pubmedbert,title,model,1000,0.49390955465744507,0.3352285813855713
24,minilm,title,biobert,title,model,1000,0.34342680909697265,0.27880923924252476
24,minilm,title,simcse,title,model,1000,0.4711646046618332,0.4515469247903688
24,minilm,title,minilm,abstract,input,1000,0.7202366528983125,0.6983267707903176
24,minilm,title,minilm,title_abstract,input,1000,0.7824264456453386,0.7589613395309049
24,pubmedbert,title,biobert,title,model,1000,0.4278259914861198,0.5137738911109316
24,pubmedbert,title,simcse,title,model,1000,0.4496243586164163,0.4404714063421796
24,pubmedbert,title,pubmedbert,abstract,input,1000,0.44031559029464273,0.3712909319277251
24,pubmedbert,title,pubmedbert,title_abstract,input,1000,0.479632005792874,0.41046129715065394
24,biobert,title,simcse,title,model,1000,0.2943049338468739,0.39835671697339126
24,biobert,title,biobert,abstract,input,1000,0.28954984609483575,0.35265857517564686
24,biobert,title,biobert,title_abstract,input,1000,0.34493649975254054,0.40569793495824463
24,simcse,title,simcse,abstract,input,1000,0.44551367676789255,0.4617706587849258
24,simcse,title,simcse,title_abstract,input,1000,0.5056558867280766,0.5101310241168291
24,specter,abstract,specter2,abstract,model,1000,0.7367344451505792,0.6272319742760799
24,specter,abstract,scincl,abstract,model,1000,0.7974418157485853,0.7130296306355747
24,specter,abstract,scibert,abstract,model,1000,0.5303435062963205,0.45686797074666985
24,specter,abstract,bert,abstract,model,1000,0.48558665362949693,0.4129191166532977
24,specter,abstract,mpnet,abstract,model,1000,0.7636058882798815,0.6795849605274625
24,specter,abstract,minilm,abstract,model,1000,0.7130652792962008,0.6667503600618759
24,specter,abstract,pubmedbert,abstract,model,1000,0.49076918325615027,0.40761262005803356
24,specter,abstract,biobert,abstract,model,1000,0.49673792000243405,0.4426425708806062
24,specter,abstract,simcse,abstract,model,1000,0.4376900417715753,0.294348190749873
24,specter,abstract,specter,title_abstract,input,1000,0.9621121557308228,0.9528135301020265
24,specter2,abstract,scincl,abstract,model,1000,0.8095855606861152,0.5958863070767157
24,specter2,abstract,scibert,abstract,model,1000,0.5266506096277861,0.3281883620399707
24,specter2,abstract,bert,abstract,model,1000,0.4377284421812851,0.21246194565315488
24,specter2,abstract,mpnet,abstract,model,1000,0.7510428167840221,0.5891269321813176
24,specter2,abstract,minilm,abstract,model,1000,0.6914368971680072,0.5404188828490434
24,specter2,abstract,pubmedbert,abstract,model,1000,0.46566550922432476,0.2351627196104079
24,specter2,abstract,biobert,abstract,model,1000,0.46823415633880094,0.2661952101699881
24,specter2,abstract,simcse,abstract,model,1000,0.3919262685828393,0.09586840672167075
24,specter2,abstract,specter2,title_abstract,input,1000,0.9635163146947435,0.948699789933249
24,scincl,abstract,scibert,abstract,model,1000,0.5328416672946709,0.3948709524766775
24,scincl,abstract,bert,abstract,model,1000,0.5011867240848961,0.41720729224551795
24,scincl,abstract,mpnet,abstract,model,1000,0.7790850747606809,0.7176993885137487
24,scincl,abstract,minilm,abstract,model,1000,0.7218553522141118,0.6738275214615671
24,scincl,abstract,pubmedbert,abstract,model,1000,0.4819621017043724,0.34736144691740317
24,scincl,abstract,biobert,abstract,model,1000,0.4822753612488695,0.374395739741991
24,scincl,abstract,simcse,abstract,model,1000,0.4406209343752377,0.3169125872072811
24,scincl,abstract,scincl,title_abstract,input,1000,0.9770096679756428,0.9724913594997241
24,scibert,abstract,bert,abstract,model,1000,0.7067560629605685,0.6874145530765363
24,scibert,abstract,mpnet,abstract,model,1000,0.5162553969548571,0.4081145728217862
24,scibert,abstract,minilm,abstract,model,1000,0.5158907369043512,0.4511669200454193
24,scibert,abstract,pubmedbert,abstract,model,1000,0.8534940427337022,0.8562858919772164
24,scibert,abstract,biobert,abstract,model,1000,0.8268778856789468,0.8536968578802424
24,scibert,abstract,simcse,abstract,model,1000,0.60240965687467,0.505493222195232
24,scibert,abstract,scibert,title_abstract,input,1000,0.988537673866764,0.9878497532841226
24,bert,abstract,mpnet,abstract,model,1000,0.5326173277787262,0.4786412932871034
24,bert,abstract,minilm,abstract,model,1000,0.5815003809763205,0.5624527943931341
24,bert,abstract,pubmedbert,abstract,model,1000,0.6896501963190134,0.7120269436825676
24,bert,abstract,biobert,abstract,model,1000,0.6940301310052731,0.7514140480955305
24,bert,abstract,simcse,abstract,model,1000,0.7932370150434359,0.8084286679745722
24,bert,abstract,bert,title_abstract,input,1000,0.9901734347627874,0.9913295673783225
24,mpnet,abstract,minilm,abstract,model,1000,0.8248082972050587,0.8040865725467187
24,mpnet,abstract,pubmedbert,abstract,model,1000,0.4797649399556379,0.37751905410929804
24,mpnet,abstract,biobert,abstract,model,1000,0.4856293652295457,0.4127663867714141
24,mpnet,abstract,simcse,abstract,model,1000,0.47275644960719704,0.3807953240094891
24,mpnet,abstract,mpnet,title_abstract,input,1000,0.984531790056141,0.9818890257502254
24,minilm,abstract,pubmedbert,abstract,model,1000,0.47812642428708996,0.4200769734001928
24,minilm,abstract,biobert,abstract,model,1000,0.4878901241053292,0.46290506745976256
24,minilm,abstract,simcse,abstract,model,1000,0.514037158111931,0.44319939293499877
24,minilm,abstract,minilm,title_abstract,input,1000,0.9718941992660468,0.9685086722492692
24,pubmedbert,abstract,biobert,abstract,model,1000,0.8460525710449381,0.8699352435178375
24,pubmedbert,abstract,simcse,abstract,model,1000,0.5874688114253487,0.5612945692957363
24,pubmedbert,abstract,pubmedbert,title_abstract,input,1000,0.989175903937974,0.9885983190804977
24,biobert,abstract,simcse,abstract,model,1000,0.5644999336921122,0.5699823707759548
24,biobert,abstract,biobert,title_abstract,input,1000,0.9869558409705528,0.9848185011005477
24,simcse,abstract,simcse,title_abstract,input,1000,0.9671248552847693,0.9736336729540839
24,specter,title_abstract,specter2,title_abstract,model,1000,0.7406863589180606,0.6518905063447266
24,specter,title_abstract,scincl,title_abstract,model,1000,0.8059371578169683,0.7292958955987398
24,specter,title_abstract,scibert,title_abstract,model,1000,0.5675112029868857,0.466987580091469
24,specter,title_abstract,bert,title_abstract,model,1000,0.5178419713301462,0.4272489184126235
24,specter,title_abstract,mpnet,title_abstract,model,1000,0.7776074263090997,0.7016703177336762
24,specter,title_abstract,minilm,title_abstract,model,1000,0.7328197434826451,0.694059506413151
24,specter,title_abstract,pubmedbert,title_abstract,model,1000,0.5108438484542647,0.4052949208762348
24,specter,title_abstract,biobert,title_abstract,model,1000,0.5191950444469339,0.44498386877345925
24,specter,title_abstract,simcse,title_abstract,model,1000,0.4678730946017767,0.30667906850569754
24,specter2,title_abstract,scincl,title_abstract,model,1000,0.8090935269943107,0.6208020091345051
24,specter2,title_abstract,scibert,title_abstract,model,1000,0.5480692584331436,0.36439501081998743
24,specter2,title_abstract,bert,title_abstract,model,1000,0.4500402774654722,0.25660430648051236
24,specter2,title_abstract,mpnet,title_abstract,model,1000,0.7492627642595474,0.6000414837226011
24,specter2,title_abstract,minilm,title_abstract,model,1000,0.6947752894031459,0.5697914031789766
24,specter2,title_abstract,pubmedbert,title_abstract,model,1000,0.4721308806715123,0.26613088834282794
24,specter2,title_abstract,biobert,title_abstract,model,1000,0.4782383462788797,0.3031244414238122
24,specter2,title_abstract,simcse,title_abstract,model,1000,0.4063646532247201,0.13853612343283978
24,scincl,title_abstract,scibert,title_abstract,model,1000,0.5598309545552073,0.4085587068433968
24,scincl,title_abstract,bert,title_abstract,model,1000,0.5216429780897229,0.427058613583148
24,scincl,title_abstract,mpnet,title_abstract,model,1000,0.7837100635168723,0.7282143451915359
24,scincl,title_abstract,minilm,title_abstract,model,1000,0.731858070560095,0.6893179514682981
24,scincl,title_abstract,pubmedbert,title_abstract,model,1000,0.49323160889675427,0.35210937588427593
24,scincl,title_abstract,biobert,title_abstract,model,1000,0.4965378880151931,0.3788246003285603
24,scincl,title_abstract,simcse,title_abstract,model,1000,0.4601746371146336,0.32807131080717694
24,scibert,title_abstract,bert,title_abstract,model,1000,0.7124564517451096,0.6849003885157471
24,scibert,title_abstract,mpnet,title_abstract,model,1000,0.5388757410618552,0.4195285278903215
24,scibert,title_abstract,minilm,title_abstract,model,1000,0.534944060433535,0.45226396671415925
24,scibert,title_abstract,pubmedbert,title_abstract,model,1000,0.8555305409302127,0.8554215030430483
24,scibert,title_abstract,biobert,title_abstract,model,1000,0.8181646357475136,0.8431739838319388
24,scibert,title_abstract,simcse,title_abstract,model,1000,0.6147034415279667,0.5125684512874183
24,bert,title_abstract,mpnet,title_abstract,model,1000,0.5431234983243071,0.4827968875404924
24,bert,title_abstract,minilm,title_abstract,model,1000,0.5883215955148415,0.5526371353035927
24,bert,title_abstract,pubmedbert,title_abstract,model,1000,0.6890533247480917,0.7030039355425101
24,bert,title_abstract,biobert,title_abstract,model,1000,0.6901315130609814,0.739534218140335
24,bert,title_abstract,simcse,title_abstract,model,1000,0.7963859699547722,0.8079956057154877
24,mpnet,title_abstract,minilm,title_abstract,model,1000,0.8299817493349633,0.8079150810127875
24,mpnet,title_abstract,pubmedbert,title_abstract,model,1000,0.48819886037836446,0.38384874639862165
24,mpnet,title_abstract,biobert,title_abstract,model,1000,0.49829465590267097,0.41435751202139365
24,mpnet,title_abstract,simcse,title_abstract,model,1000,0.4835420976490145,0.3819785452704463
24,minilm,title_abstract,pubmedbert,title_abstract,model,1000,0.48452313013040793,0.4138647632306617
24,minilm,title_abstract,biobert,title_abstract,model,1000,0.495852096126536,0.456476366665191
24,minilm,title_abstract,simcse,title_abstract,model,1000,0.5216930385743015,0.43100576574651445
24,pubmedbert,title_abstract,biobert,title_abstract,model,1000,0.8379100449402331,0.8603221254208058
24,pubmedbert,title_abstract,simcse,title_abstract,model,1000,0.591932456174675,0.5614265249530663
24,biobert,title_abstract,simcse,title_abstract,model,1000,0.5655212401253368,0.5612508674496269
25,specter,title,specter2,title,model,1000,0.6613373676608103,0.5631490626233727
25,specter,title,scincl,title,model,1000,0.6821041287864378,0.6461594531308993
25,specter,title,scibert,title,model,1000,0.5708954962164953,0.4216330417780827
25,specter,title,bert,title,model,1000,0.4641081184613119,0.4639148864012872
25,specter,title,mpnet,title,model,1000,0.6461303191027414,0.6384467623141166
25,specter,title,minilm,title,model,1000,0.5943069474666597,0.6011495036773736
25,specter,title,pubmedbert,title,model,1000,0.5609166727195906,0.43946802079266933
25,specter,title,biobert,title,model,1000,0.3473216018347599,0.3184751043866893
25,specter,title,simcse,title,model,1000,0.45667092604321635,0.44321215265803177
25,specter,title,specter,abstract,input,1000,0.6718130939680084,0.6585750989484379
25,specter,title,specter,title_abstract,input,1000,0.7847460335733726,0.7632590308276476
25,specter2,title,scincl,title,model,1000,0.7628032031945755,0.6231601660029007
25,specter2,title,scibert,title,model,1000,0.5770179428638835,0.39267884033769745
25,specter2,title,bert,title,model,1000,0.42118255073716104,0.31539563604698934
25,specter2,title,mpnet,title,model,1000,0.6734488971470686,0.6009177068137942
25,specter2,title,minilm,title,model,1000,0.6244478536129858,0.5506592246666486
25,specter2,title,pubmedbert,title,model,1000,0.5468522984013416,0.379817580252044
25,specter2,title,biobert,title,model,1000,0.3415752496563094,0.2595572912603923
25,specter2,title,simcse,title,model,1000,0.41434607304598114,0.33042866244707225
25,specter2,title,specter2,abstract,input,1000,0.6751341336286325,0.6096339593325841
25,specter2,title,specter2,title_abstract,input,1000,0.7782166419606205,0.733176269188437
25,scincl,title,scibert,title,model,1000,0.5821961790444365,0.4444481867891207
25,scincl,title,bert,title,model,1000,0.4243622295417602,0.42779525602348784
25,scincl,title,mpnet,title,model,1000,0.6529998159231701,0.640224648327062
25,scincl,title,minilm,title,model,1000,0.6072453906389285,0.6013319447298301
25,scincl,title,pubmedbert,title,model,1000,0.536479816007481,0.411568938655422
25,scincl,title,biobert,title,model,1000,0.3355359256209358,0.32092845449832236
25,scincl,title,simcse,title,model,1000,0.409849793482584,0.4047070979632689
25,scincl,title,scincl,abstract,input,1000,0.7260955646846917,0.7456565443901418
25,scincl,title,scincl,title_abstract,input,1000,0.8100106278116493,0.8206527920066304
25,scibert,title,bert,title,model,1000,0.4664478417581286,0.5057167485942914
25,scibert,title,mpnet,title,model,1000,0.5040497219643035,0.4156630979636574
25,scibert,title,minilm,title,model,1000,0.46569545580831995,0.3764787342501969
25,scibert,title,pubmedbert,title,model,1000,0.6545592602536087,0.6345184101787965
25,scibert,title,biobert,title,model,1000,0.39230794467363095,0.4177401547653512
25,scibert,title,simcse,title,model,1000,0.40484031228053935,0.383623359012559
25,scibert,title,scibert,abstract,input,1000,0.41598306676690405,0.3892290747850738
25,scibert,title,scibert,title_abstract,input,1000,0.4684557987066934,0.43922735851657135
25,bert,title,mpnet,title,model,1000,0.4540476061887236,0.4981844010094609
25,bert,title,minilm,title,model,1000,0.4521358378244484,0.48589807084474523
25,bert,title,pubmedbert,title,model,1000,0.5342890129662257,0.6428447615466114
25,bert,title,biobert,title,model,1000,0.3522508186241063,0.5035244842098118
25,bert,title,simcse,title,model,1000,0.6080494173247021,0.7139453376673619
25,bert,title,bert,abstract,input,1000,0.46517534583540127,0.5216127917525312
25,bert,title,bert,title_abstract,input,1000,0.526872009938668,0.5876061762485166
25,mpnet,title,minilm,title,model,1000,0.7764395430129215,0.7898535295341326
25,mpnet,title,pubmedbert,title,model,1000,0.5197340943877521,0.43859701318649236
25,mpnet,title,biobert,title,model,1000,0.351199551944667,0.36156616880491815
25,mpnet,title,simcse,title,model,1000,0.4654983516914321,0.5011767117184426
25,mpnet,title,mpnet,abstract,input,1000,0.7330715025677657,0.7238932204537359
25,mpnet,title,mpnet,title_abstract,input,1000,0.801857616013224,0.7879293841143244
25,minilm,title,pubmedbert,title,model,1000,0.4802647324921628,0.410886401984716
25,minilm,title,biobert,title,model,1000,0.3284649229745012,0.33822465034005855
25,minilm,title,simcse,title,model,1000,0.4676265194939151,0.4989351774128365
25,minilm,title,minilm,abstract,input,1000,0.6695124546274831,0.6625482993393693
25,minilm,title,minilm,title_abstract,input,1000,0.7521762999544148,0.7344729097876818
25,pubmedbert,title,biobert,title,model,1000,0.4394249353439924,0.5322297294405727
25,pubmedbert,title,simcse,title,model,1000,0.4312797924820996,0.5074441247996105
25,pubmedbert,title,pubmedbert,abstract,input,1000,0.4292987910200864,0.4324786509491977
25,pubmedbert,title,pubmedbert,title_abstract,input,1000,0.48643754697235825,0.49061567347003937
