field_id,model_a,input_a,model_b,input_b,kind,rows,cka_debiased,rsa_spearman
14,specter,title_abstract,bert,title_abstract,model,1000,0.4502103207357891,0.40197224379592983
14,specter,title_abstract,mpnet,title_abstract,model,1000,0.7305512391793456,0.6807934146864837
14,specter,title_abstract,minilm,title_abstract,model,1000,0.7026803766917641,0.6559420442898597
14,specter,title_abstract,pubmedbert,title_abstract,model,1000,0.36354998675625305,0.35967712265919366
14,specter,title_abstract,biobert,title_abstract,model,1000,0.4024806770335258,0.3559339380198373
14,specter,title_abstract,simcse,title_abstract,model,1000,0.49036326523515605,0.40600759440702006
14,specter2,title_abstract,scincl,title_abstract,model,1000,0.7954055628432396,0.7101576778283942
14,specter2,title_abstract,scibert,title_abstract,model,1000,0.5240969997144497,0.40877235986443083
14,specter2,title_abstract,bert,title_abstract,model,1000,0.491506585598235,0.3729450384563604
14,specter2,title_abstract,mpnet,title_abstract,model,1000,0.7536733383619244,0.7243541202543862
14,specter2,title_abstract,minilm,title_abstract,model,1000,0.7071811343320553,0.6592085427055212
14,specter2,title_abstract,pubmedbert,title_abstract,model,1000,0.43183921083111454,0.3246312545295768
14,specter2,title_abstract,biobert,title_abstract,model,1000,0.46439289251799254,0.34439427485398694
14,specter2,title_abstract,simcse,title_abstract,model,1000,0.4951194624509588,0.40511423913778694
14,scincl,title_abstract,scibert,title_abstract,model,1000,0.45498406458839236,0.35859761733849443
14,scincl,title_abstract,bert,title_abstract,model,1000,0.4600443335171953,0.34567403759868776
14,scincl,title_abstract,mpnet,title_abstract,model,1000,0.7622438503863039,0.715074476504689
14,scincl,title_abstract,minilm,title_abstract,model,1000,0.7282001617353285,0.6837259530923151
14,scincl,title_abstract,pubmedbert,title_abstract,model,1000,0.3893838601208021,0.31954678644236806
14,scincl,title_abstract,biobert,title_abstract,model,1000,0.41336297031253827,0.31310925353827357
14,scincl,title_abstract,simcse,title_abstract,model,1000,0.49224981612991736,0.37085273385463113
14,scibert,title_abstract,bert,title_abstract,model,1000,0.714504064534117,0.740072156697682
14,scibert,title_abstract,mpnet,title_abstract,model,1000,0.4799383272341291,0.47037177514343254
14,scibert,title_abstract,minilm,title_abstract,model,1000,0.461745191338771,0.4588368103705929
14,scibert,title_abstract,pubmedbert,title_abstract,model,1000,0.7967742825846815,0.8226939390137351
14,scibert,title_abstract,biobert,title_abstract,model,1000,0.7945949326905124,0.8202143734710302
14,scibert,title_abstract,simcse,title_abstract,model,1000,0.5667239973744274,0.5617214300163025
14,bert,title_abstract,mpnet,title_abstract,model,1000,0.5063125430666451,0.48840371585250913
14,bert,title_abstract,minilm,title_abstract,model,1000,0.5058410185151722,0.5052497129836242
14,bert,title_abstract,pubmedbert,title_abstract,model,1000,0.7147949049261211,0.7826282013500709
14,bert,title_abstract,biobert,title_abstract,model,1000,0.739918432893077,0.8174149056050375
14,bert,title_abstract,simcse,title_abstract,model,1000,0.7501476735314201,0.7841389060573477
14,mpnet,title_abstract,minilm,title_abstract,model,1000,0.8179030806926454,0.8353163692982903
14,mpnet,title_abstract,pubmedbert,title_abstract,model,1000,0.41105508533940444,0.41635849389139634
14,mpnet,title_abstract,biobert,title_abstract,model,1000,0.44655099523454683,0.43673378431633436
14,mpnet,title_abstract,simcse,title_abstract,model,1000,0.5330572011519549,0.5185945736944866
14,minilm,title_abstract,pubmedbert,title_abstract,model,1000,0.40345754513447546,0.42516563208541447
14,minilm,title_abstract,biobert,title_abstract,model,1000,0.4392031061759462,0.44547493176518727
14,minilm,title_abstract,simcse,title_abstract,model,1000,0.5557960247441285,0.5523835008054594
14,pubmedbert,title_abstract,biobert,title_abstract,model,1000,0.8088882539873816,0.8557258142673152
14,pubmedbert,title_abstract,simcse,title_abstract,model,1000,0.5491951649998994,0.5668663403756659
14,biobert,title_abstract,simcse,title_abstract,model,1000,0.5754157825799521,0.6172452040481133
15,specter,title,specter2,title,model,1000,0.7692387717953014,0.5859330370088325
15,specter,title,scincl,title,model,1000,0.7699429165778833,0.6314749737891878
15,specter,title,scibert,title,model,1000,0.6837239318177484,0.48995167542237883
15,specter,title,bert,title,model,1000,0.6432483677742036,0.49174157511235356
15,specter,title,mpnet,title,model,1000,0.7654380103005352,0.6527783466389463
15,specter,title,minilm,title,model,1000,0.7295624719814965,0.6384836578982087
15,specter,title,pubmedbert,title,model,1000,0.691821734806063,0.4647085525327718
15,specter,title,biobert,title,model,1000,0.4281428113374826,0.33209519910974045
15,specter,title,simcse,title,model,1000,0.6362723762242933,0.4755252720863131
15,specter,title,specter,abstract,input,1000,0.7760195116499972,0.6770685444441716
15,specter,title,specter,title_abstract,input,1000,0.8649150412767943,0.7908696675526745
15,specter2,title,scincl,title,model,1000,0.8246593835082697,0.6357587960228974
15,specter2,title,scibert,title,model,1000,0.6544535675633586,0.4732547479451374
15,specter2,title,bert,title,model,1000,0.5715534279553511,0.42662507873406325
15,specter2,title,mpnet,title,model,1000,0.784098909707847,0.6579019732147551
15,specter2,title,minilm,title,model,1000,0.7420676717826071,0.6226882600557208
15,specter2,title,pubmedbert,title,model,1000,0.6412847970239095,0.43613550651433863
15,specter2,title,biobert,title,model,1000,0.4079858921752602,0.33245998179614944
15,specter2,title,simcse,title,model,1000,0.6057353460337386,0.4873124707652822
15,specter2,title,specter2,abstract,input,1000,0.7480139875193432,0.6257610523754045
15,specter2,title,specter2,title_abstract,input,1000,0.828505392330497,0.7317156700267854
15,scincl,title,scibert,title,model,1000,0.6370731791505573,0.4547190223272977
15,scincl,title,bert,title,model,1000,0.5649527281093679,0.485277842297695
15,scincl,title,mpnet,title,model,1000,0.7767536516723262,0.6893557203448883
15,scincl,title,minilm,title,model,1000,0.7360146832637776,0.6669995795409991
15,scincl,title,pubmedbert,title,model,1000,0.6182605290887093,0.386227495291069
15,scincl,title,biobert,title,model,1000,0.3952108168585428,0.3405544564343881
15,scincl,title,simcse,title,model,1000,0.5931423792750743,0.4836228220095585
15,scincl,title,scincl,abstract,input,1000,0.7963129033135864,0.7532003033570017
15,scincl,title,scincl,title_abstract,input,1000,0.8606834467553082,0.8251346302323346
15,scibert,title,bert,title,model,1000,0.6268313730156586,0.5464924603482311
15,scibert,title,mpnet,title,model,1000,0.6064072518984396,0.4922436980766094
15,scibert,title,minilm,title,model,1000,0.5844868304897534,0.4571965668914919
15,scibert,title,pubmedbert,title,model,1000,0.7278162285409594,0.6525797309364505
15,scibert,title,biobert,title,model,1000,0.4288840280232467,0.43931027627877817
15,scibert,title,simcse,title,model,1000,0.5703356850026177,0.4659061104292674
15,scibert,title,scibert,abstract,input,1000,0.5132005487822746,0.41610153999075267
15,scibert,title,scibert,title_abstract,input,1000,0.5645924403676983,0.46783933824709756
15,bert,title,mpnet,title,model,1000,0.5736339858873428,0.5320524186641308
15,bert,title,minilm,title,model,1000,0.5756666296134315,0.5361877965744697
15,bert,title,pubmedbert,title,model,1000,0.6934460394254351,0.6293162222382902
15,bert,title,biobert,title,model,1000,0.43689024476083005,0.5031338317283336
15,bert,title,simcse,title,model,1000,0.7137719596003606,0.7265086360542711
15,bert,title,bert,abstract,input,1000,0.6509721744858605,0.5518213202980534
15,bert,title,bert,title_abstract,input,1000,0.7016192610255345,0.6041803609679499
15,mpnet,title,minilm,title,model,1000,0.8588346878382034,0.8263122908477808
15,mpnet,title,pubmedbert,title,model,1000,0.6221503154330315,0.47831373724678433
15,mpnet,title,biobert,title,model,1000,0.408725784492437,0.3962571442431457
15,mpnet,title,simcse,title,model,1000,0.6420910658868801,0.6000933564842375
15,mpnet,title,mpnet,abstract,input,1000,0.8158801617593391,0.7700953666207363
15,mpnet,title,mpnet,title_abstract,input,1000,0.8650418150679625,0.8278943977497328
15,minilm,title,pubmedbert,title,model,1000,0.5997154400744751,0.4487691510779228
15,minilm,title,biobert,title,model,1000,0.3932004207130791,0.3682000948689994
15,minilm,title,simcse,title,model,1000,0.6384577197986273,0.5814697570771741
15,minilm,title,minilm,abstract,input,1000,0.7593281894183211,0.7159076397557662
15,minilm,title,minilm,title_abstract,input,1000,0.8237016618671494,0.7858464998321129
15,pubmedbert,title,biobert,title,model,1000,0.47831883821205384,0.5461346030388373
15,pubmedbert,title,simcse,title,model,1000,0.5980119778914386,0.529160177449401
15,pubmedbert,title,pubmedbert,abstract,input,1000,0.5222278506966888,0.4522795241996981
15,pubmedbert,title,pubmedbert,title_abstract,input,1000,0.5730224373048349,0.5031401117618495
15,biobert,title,simcse,title,model,1000,0.38614736832291435,0.4273677015499191
15,biobert,title,biobert,abstract,input,1000,0.35929066159854794,0.3581752642139398
15,biobert,title,biobert,title_abstract,input,1000,0.44084248375167523,0.43582298343805703
15,simcse,title,simcse,abstract,input,1000,0.544752105356189,0.4966673204186694
15,simcse,title,simcse,title_abstract,input,1000,0.6054526275983874,0.5545929257929818
15,specter,abstract,specter2,abstract,model,1000,0.7998972964849168,0.6679866094984666
15,specter,abstract,scincl,abstract,model,1000,0.849096859456891,0.7573995428044991
15,specter,abstract,scibert,abstract,model,1000,0.6548502430292645,0.548789236176974
15,specter,abstract,bert,abstract,model,1000,0.6770317891632235,0.5855971587974925
15,specter,abstract,mpnet,abstract,model,1000,0.827914338344076,0.7456377707230939
15,specter,abstract,minilm,abstract,model,1000,0.7939382130062701,0.7172282952800663
15,specter,abstract,pubmedbert,abstract,model,1000,0.6272020256888065,0.5246164380380424
15,specter,abstract,biobert,abstract,model,1000,0.6783380335101766,0.5413558098228896
15,specter,abstract,simcse,abstract,model,1000,0.6585911911064651,0.5381597610553981
15,specter,abstract,specter,title_abstract,input,1000,0.9579841535640359,0.9397914482629837
15,specter2,abstract,scincl,abstract,model,1000,0.8549743485953684,0.6889488609783718
15,specter2,abstract,scibert,abstract,model,1000,0.6358935320046218,0.4580962587952407
15,specter2,abstract,bert,abstract,model,1000,0.5748975148501164,0.4351732051819325
15,specter2,abstract,mpnet,abstract,model,1000,0.8321181183623556,0.7094356791485892
15,specter2,abstract,minilm,abstract,model,1000,0.7865176943629951,0.6656804754832022
15,specter2,abstract,pubmedbert,abstract,model,1000,0.5794954707765744,0.4305143305432885
15,specter2,abstract,biobert,abstract,model,1000,0.6257142386857798,0.44373503463833647
15,specter2,abstract,simcse,abstract,model,1000,0.5932868911739383,0.41188627228571456
15,specter2,abstract,specter2,title_abstract,input,1000,0.9607098261212207,0.9443170524177931
15,scincl,abstract,scibert,abstract,model,1000,0.6204804933064461,0.4590590713666474
15,scincl,abstract,bert,abstract,model,1000,0.6083014648877147,0.4918769237516921
15,scincl,abstract,mpnet,abstract,model,1000,0.8574612819891391,0.7809222374903053
15,scincl,abstract,minilm,abstract,model,1000,0.8124134384766787,0.7461331921268309
15,scincl,abstract,pubmedbert,abstract,model,1000,0.5768755750292586,0.4098675974326671
15,scincl,abstract,biobert,abstract,model,1000,0.6341002794448385,0.4229770873544439
15,scincl,abstract,simcse,abstract,model,1000,0.6186380392638825,0.4866448094701069
15,scincl,abstract,scincl,title_abstract,input,1000,0.975196558042263,0.9684060609375164
15,scibert,abstract,bert,abstract,model,1000,0.7539243738851051,0.7482374554530935
15,scibert,abstract,mpnet,abstract,model,1000,0.6070586237710677,0.5060873914102183
15,scibert,abstract,minilm,abstract,model,1000,0.595015624054077,0.5085595887098986
15,scibert,abstract,pubmedbert,abstract,model,1000,0.8643718053053147,0.8599947834094855
15,scibert,abstract,biobert,abstract,model,1000,0.8718362714164053,0.8585766777119436
15,scibert,abstract,simcse,abstract,model,1000,0.6634457645876622,0.5904201982935499
15,scibert,abstract,scibert,title_abstract,input,1000,0.9845154707521039,0.9838296116170697
15,bert,abstract,mpnet,abstract,model,1000,0.6070661958387706,0.5570555499516395
15,bert,abstract,minilm,abstract,model,1000,0.6047033898901946,0.5747716147964281
15,bert,abstract,pubmedbert,abstract,model,1000,0.7704174871605344,0.7890195987855494
15,bert,abstract,biobert,abstract,model,1000,0.8150566696078455,0.8156561899131414
15,bert,abstract,simcse,abstract,model,1000,0.7832071942089487,0.7847117137617814
15,bert,abstract,bert,title_abstract,input,1000,0.9868265894952707,0.9871738896964392
15,mpnet,abstract,minilm,abstract,model,1000,0.8867291320729682,0.8531641988759129
15,mpnet,abstract,pubmedbert,abstract,model,1000,0.5739335673867689,0.5005693049224239
15,mpnet,abstract,biobert,abstract,model,1000,0.6304960789372902,0.5163888608709747
15,mpnet,abstract,simcse,abstract,model,1000,0.6444153329660541,0.5732574915891416
15,mpnet,abstract,mpnet,title_abstract,input,1000,0.982586979790934,0.9767123341602783
15,minilm,abstract,pubmedbert,abstract,model,1000,0.5645194072211788,0.5055841781964607
15,minilm,abstract,biobert,abstract,model,1000,0.6202337518297855,0.524281263949203
15,minilm,abstract,simcse,abstract,model,1000,0.6483502184414103,0.5800280577190702
15,minilm,abstract,minilm,title_abstract,input,1000,0.9735689209590032,0.9679199451002978
15,pubmedbert,abstract,biobert,abstract,model,1000,0.8855207532270757,0.9012334296060834
15,pubmedbert,abstract,simcse,abstract,model,1000,0.6610303488537228,0.6245176319247938
15,pubmedbert,abstract,pubmedbert,title_abstract,input,1000,0.9819871051051352,0.9840170516760401
15,biobert,abstract,simcse,abstract,model,1000,0.6994361101481613,0.633885243306713
15,biobert,abstract,biobert,title_abstract,input,1000,0.9735973238964677,0.9757875068929677
15,simcse,abstract,simcse,title_abstract,input,1000,0.9736468622182345,0.9743706921959294
15,specter,title_abstract,specter2,title_abstract,model,1000,0.8042583816163326,0.6749886219914711
15,specter,title_abstract,scincl,title_abstract,model,1000,0.8583156532650318,0.7729081005377707
15,specter,title_abstract,scibert,title_abstract,model,1000,0.6837612460787381,0.5711646107189119
15,specter,title_abstract,bert,title_abstract,model,1000,0.6955013663697418,0.6028203574045479
15,specter,title_abstract,mpnet,title_abstract,model,1000,0.8417489908601072,0.7627196905353014
15,specter,title_abstract,minilm,title_abstract,model,1000,0.807753580381513,0.736778908667947
15,specter,title_abstract,pubmedbert,title_abstract,model,1000,0.6434719887882827,0.5303767976159423
15,specter,title_abstract,biobert,title_abstract,model,1000,0.6976970100625378,0.5501767000994402
15,specter,title_abstract,simcse,title_abstract,model,1000,0.6712673467852135,0.5521568291943908
15,specter2,title_abstract,scincl,title_abstract,model,1000,0.8522972059113542,0.6917872633814688
15,specter2,title_abstract,scibert,title_abstract,model,1000,0.6534568329615558,0.4806084047190208
15,specter2,title_abstract,bert,title_abstract,model,1000,0.5826710411301268,0.4538603382966479
15,specter2,title_abstract,mpnet,title_abstract,model,1000,0.8324135752506526,0.7212495273016263
15,specter2,title_abstract,minilm,title_abstract,model,1000,0.7872340049563402,0.6773034822957613
15,specter2,title_abstract,pubmedbert,title_abstract,model,1000,0.5867632820653164,0.4384128211090315
15,specter2,title_abstract,biobert,title_abstract,model,1000,0.6308449459120937,0.45678895864247393
15,specter2,title_abstract,simcse,title_abstract,model,1000,0.6029701018544714,0.4376593271646478
15,scincl,title_abstract,scibert,title_abstract,model,1000,0.6419841633719985,0.4709822805479558
15,scincl,title_abstract,bert,title_abstract,model,1000,0.6219327356968065,0.49893268611383257
15,scincl,title_abstract,mpnet,title_abstract,model,1000,0.8631454415605773,0.7872640007551571
15,scincl,title_abstract,minilm,title_abstract,model,1000,0.8188299856745321,0.7501198724582967
15,scincl,title_abstract,pubmedbert,title_abstract,model,1000,0.5881307215530117,0.4107588232133969
15,scincl,title_abstract,biobert,title_abstract,model,1000,0.6464919076945691,0.4269795166449505
15,scincl,title_abstract,simcse,title_abstract,model,1000,0.6315430130553514,0.4961921409374811
15,scibert,title_abstract,bert,title_abstract,model,1000,0.7644072866537754,0.7550133256550317
15,scibert,title_abstract,mpnet,title_abstract,model,1000,0.6298207032655199,0.5186970290032439
15,scibert,title_abstract,minilm,title_abstract,model,1000,0.6123443334239551,0.5217553691558878
15,scibert,title_abstract,pubmedbert,title_abstract,model,1000,0.8677304577949113,0.8615749129814348
15,scibert,title_abstract,biobert,title_abstract,model,1000,0.8640956643663396,0.8526160299315401
15,scibert,title_abstract,simcse,title_abstract,model,1000,0.6793631113592651,0.6009569204018917
15,bert,title_abstract,mpnet,title_abstract,model,1000,0.6160762506521517,0.5602426277486064
15,bert,title_abstract,minilm,title_abstract,model,1000,0.6076387138693125,0.5757180732292951
15,bert,title_abstract,pubmedbert,title_abstract,model,1000,0.7744101041622357,0.785906748331267
15,bert,title_abstract,biobert,title_abstract,model,1000,0.8210127900122501,0.8167065677987665
15,bert,title_abstract,simcse,title_abstract,model,1000,0.7860662268781746,0.7839904267614769
15,mpnet,title_abstract,minilm,title_abstract,model,1000,0.8902912504730126,0.8563041401867597
15,mpnet,title_abstract,pubmedbert,title_abstract,model,1000,0.5863834333786919,0.5013551369438877
15,mpnet,title_abstract,biobert,title_abstract,model,1000,0.6418750085322714,0.517116401011291
15,mpnet,title_abstract,simcse,title_abstract,model,1000,0.6561839490778778,0.5808120482730308
15,minilm,title_abstract,pubmedbert,title_abstract,model,1000,0.5708869081755877,0.5045461245598646
15,minilm,title_abstract,biobert,title_abstract,model,1000,0.6254920895518952,0.5237204148673017
15,minilm,title_abstract,simcse,title_abstract,model,1000,0.6524555256251664,0.5820785228836965
15,pubmedbert,title_abstract,biobert,title_abstract,model,1000,0.8777132260942498,0.8951080527192697
15,pubmedbert,title_abstract,simcse,title_abstract,model,1000,0.6701292653969528,0.6260199857840497
15,biobert,title_abstract,simcse,title_abstract,model,1000,0.7040010803321589,0.6300760647241893
16,specter,title,specter2,title,model,1000,0.7038215542394328,0.6302061871220157
16,specter,title,scincl,title,model,1000,0.7037277774513763,0.6998732214246828
16,specter,title,scibert,title,model,1000,0.6503717512131525,0.49294071002785184
16,specter,title,bert,title,model,1000,0.6038973134024093,0.5356232419450584
16,specter,title,mpnet,title,model,1000,0.680293473184905,0.6820595091176492
16,specter,title,minilm,title,model,1000,0.6194535945757355,0.6577476691803689
16,specter,title,pubmedbert,title,model,1000,0.6896573681734236,0.45113613451934
16,specter,title,biobert,title,model,1000,0.5630305847306185,0.4230223896990553
16,specter,title,simcse,title,model,1000,0.5702710252542595,0.5111211038563028
16,specter,title,specter,abstract,input,1000,0.7583454571884756,0.7509037969507595
16,specter,title,specter,title_abstract,input,1000,0.8616974377097013,0.8394366299835927
16,specter2,title,scincl,title,model,1000,0.7479968518096721,0.6055682156659202
16,specter2,title,scibert,title,model,1000,0.6043057033473481,0.44889541378523856
16,specter2,title,bert,title,model,1000,0.4840070096662094,0.38770481268626145
16,specter2,title,mpnet,title,model,1000,0.670356184174384,0.6081472963463683
16,specter2,title,minilm,title,model,1000,0.6051167298886511,0.5676182172645458
16,specter2,title,pubmedbert,title,model,1000,0.5923338674656018,0.4105356420018393
16,specter2,title,biobert,title,model,1000,0.49046313381525736,0.35764715774561784
16,specter2,title,simcse,title,model,1000,0.47244861226471646,0.3774983528327464
16,specter2,title,specter2,abstract,input,1000,0.6951504105932527,0.6531715851024296
16,specter2,title,specter2,title_abstract,input,1000,0.8070029481743187,0.7730151961925362
16,scincl,title,scibert,title,model,1000,0.5743971093498516,0.42377787870944483
16,scincl,title,bert,title,model,1000,0.4909967047589548,0.5537973172619935
16,scincl,title,mpnet,title,model,1000,0.635247858332174,0.7074914958587292
16,scincl,title,minilm,title,model,1000,0.5785883393203005,0.6811423237458563
16,scincl,title,pubmedbert,title,model,1000,0.5697589404957939,0.36935756895539384
16,scincl,title,biobert,title,model,1000,0.46962423078903964,0.38617358759193293
16,scincl,title,simcse,title,model,1000,0.4496407576171244,0.4976498689656237
16,scincl,title,scincl,abstract,input,1000,0.7130419423528395,0.8020210218175511
16,scincl,title,scincl,title_abstract,input,1000,0.8239613025099966,0.873498776986246
16,scibert,title,bert,title,model,1000,0.6043457755412495,0.6053497707928734
16,scibert,title,mpnet,title,model,1000,0.5473342685335616,0.47819054696247626
16,scibert,title,minilm,title,model,1000,0.5053076069995553,0.43394354219885894
16,scibert,title,pubmedbert,title,model,1000,0.7566600109155908,0.7009983057664967
16,scibert,title,biobert,title,model,1000,0.5823385609042615,0.5869495645458758
16,scibert,title,simcse,title,model,1000,0.5141378848984552,0.4758164018820408
16,scibert,title,scibert,abstract,input,1000,0.5017125266447628,0.40595920254239504
16,scibert,title,scibert,title_abstract,input,1000,0.5687792082130742,0.47414607803136455
16,bert,title,mpnet,title,model,1000,0.5139758701858339,0.620164849988412
16,bert,title,minilm,title,model,1000,0.5082944866364327,0.5971777108549439
16,bert,title,pubmedbert,title,model,1000,0.6640428086950209,0.6490241992090602
16,bert,title,biobert,title,model,1000,0.5431459816336323,0.6193655018434159
16,bert,title,simcse,title,model,1000,0.6887842830730493,0.7481242433758089
16,bert,title,bert,abstract,input,1000,0.5992545028122249,0.5788855615842146
16,bert,title,bert,title_abstract,input,1000,0.6678645634320082,0.6530393372150991
16,mpnet,title,minilm,title,model,1000,0.7615091531260764,0.8292922405817301
16,mpnet,title,pubmedbert,title,model,1000,0.564035185735441,0.4598135520560341
16,mpnet,title,biobert,title,model,1000,0.48822645704890477,0.46737349182293586
16,mpnet,title,simcse,title,model,1000,0.5322651547553418,0.6012446514091075
16,mpnet,title,mpnet,abstract,input,1000,0.7352060198902828,0.7896599427886528
16,mpnet,title,mpnet,title_abstract,input,1000,0.8148206577836351,0.8466684662071738
16,minilm,title,pubmedbert,title,model,1000,0.519830037745035,0.41669775797474423
16,minilm,title,biobert,title,model,1000,0.4515649923649492,0.4234405201031006
16,minilm,title,simcse,title,model,1000,0.5261454928822757,0.5900707641831759
16,minilm,title,minilm,abstract,input,1000,0.6568515434158471,0.7207010908502564
16,minilm,title,minilm,title_abstract,input,1000,0.7527771597670301,0.7895649412514091
16,pubmedbert,title,biobert,title,model,1000,0.6428492278038905,0.6726516762796314
16,pubmedbert,title,simcse,title,model,1000,0.54378516397279,0.5264360977865933
16,pubmedbert,title,pubmedbert,abstract,input,1000,0.5510837508314913,0.44716809818442044
16,pubmedbert,title,pubmedbert,title_abstract,input,1000,0.6150792525136143,0.5195300118523251
16,biobert,title,simcse,title,model,1000,0.4625612729022452,0.5204307364640768
16,biobert,title,biobert,abstract,input,1000,0.47332897774869376,0.38707504938919113
16,biobert,title,biobert,title_abstract,input,1000,0.5629419041516729,0.4864369138075942
16,simcse,title,simcse,abstract,input,1000,0.4727826779058194,0.5014762502186872
16,simcse,title,simcse,title_abstract,input,1000,0.556713556264205,0.5835677082099205
16,specter,abstract,specter2,abstract,model,1000,0.7344415584486363,0.6185306164723267
16,specter,abstract,scincl,abstract,model,1000,0.7754555536872134,0.7495716099829293
16,specter,abstract,scibert,abstract,model,1000,0.6656845709856417,0.5081952990839883
16,specter,abstract,bert,abstract,model,1000,0.6644810317061713,0.5707645190659113
16,specter,abstract,mpnet,abstract,model,1000,0.7505173486799828,0.738944827527863
16,specter,abstract,minilm,abstract,model,1000,0.7107464685174211,0.7106437801131047
16,specter,abstract,pubmedbert,abstract,model,1000,0.6535759437528231,0.4339317160728287
16,specter,abstract,biobert,abstract,model,1000,0.6628529393075762,0.40445068819362795
16,specter,abstract,simcse,abstract,model,1000,0.597856864052923,0.45510076413225425
16,specter,abstract,specter,title_abstract,input,1000,0.9422120881281246,0.9464154921980348
16,specter2,abstract,scincl,abstract,model,1000,0.7640867953377222,0.5599311018648279
16,specter2,abstract,scibert,abstract,model,1000,0.6227174211846723,0.424711768225279
16,specter2,abstract,bert,abstract,model,1000,0.5411168998356666,0.38641181250452944
16,specter2,abstract,mpnet,abstract,model,1000,0.7380404309138122,0.6429919632474805
16,specter2,abstract,minilm,abstract,model,1000,0.6853316929848026,0.5893972568554917
16,specter2,abstract,pubmedbert,abstract,model,1000,0.5957724474522055,0.3755452112578626
16,specter2,abstract,biobert,abstract,model,1000,0.6045587934932907,0.36430568280476444
16,specter2,abstract,simcse,abstract,model,1000,0.5105571367835049,0.3271474339428682
16,specter2,abstract,specter2,title_abstract,input,1000,0.9427272872791718,0.9380611968621553
16,scincl,abstract,scibert,abstract,model,1000,0.5866210583220615,0.39172114725580265
16,scincl,abstract,bert,abstract,model,1000,0.5503988891785144,0.49552819436532075
16,scincl,abstract,mpnet,abstract,model,1000,0.7373936696821787,0.7742768083341923
16,scincl,abstract,minilm,abstract,model,1000,0.687250618351363,0.7292535049521344
16,scincl,abstract,pubmedbert,abstract,model,1000,0.5652850092676246,0.29586504164116245
16,scincl,abstract,biobert,abstract,model,1000,0.5812533374734894,0.2735018108412558
16,scincl,abstract,simcse,abstract,model,1000,0.5014443346233213,0.4026792489451977
16,scincl,abstract,scincl,title_abstract,input,1000,0.9499862532098121,0.9675711671784253
16,scibert,abstract,bert,abstract,model,1000,0.7709841035373668,0.7518464874256158
16,scibert,abstract,mpnet,abstract,model,1000,0.5990566595430978,0.4552449160046122
16,scibert,abstract,minilm,abstract,model,1000,0.5937366711809307,0.4502490388821236
16,scibert,abstract,pubmedbert,abstract,model,1000,0.8984405729853815,0.8641810342039512
16,scibert,abstract,biobert,abstract,model,1000,0.8932018676345832,0.8515557530928898
16,scibert,abstract,simcse,abstract,model,1000,0.6691947862119144,0.5741699984984237
16,scibert,abstract,scibert,title_abstract,input,1000,0.9785601155565347,0.9760487024036164
16,bert,abstract,mpnet,abstract,model,1000,0.5691113656584981,0.5815734533269342
16,bert,abstract,minilm,abstract,model,1000,0.5842131387704038,0.5997065735827637
16,bert,abstract,pubmedbert,abstract,model,1000,0.7712567838253657,0.761746709942368
16,bert,abstract,biobert,abstract,model,1000,0.7806332845662687,0.756526828685818
16,bert,abstract,simcse,abstract,model,1000,0.760158140704452,0.7793725538249346
16,bert,abstract,bert,title_abstract,input,1000,0.9816842145411053,0.9765888852879727
16,mpnet,abstract,minilm,abstract,model,1000,0.8149276049478138,0.8560139005330346
16,mpnet,abstract,pubmedbert,abstract,model,1000,0.5863076589208922,0.41230884502377113
16,mpnet,abstract,biobert,abstract,model,1000,0.6062300399414996,0.39809286780073105
16,mpnet,abstract,simcse,abstract,model,1000,0.5602692461682862,0.526342761535857
16,mpnet,abstract,mpnet,title_abstract,input,1000,0.9673033814721328,0.9763698142069263
16,minilm,abstract,pubmedbert,abstract,model,1000,0.577044382233422,0.4212029436870072
16,minilm,abstract,biobert,abstract,model,1000,0.5939593974693251,0.39325307187363295
16,minilm,abstract,simcse,abstract,model,1000,0.5799118716800538,0.5443212622923033
16,minilm,abstract,minilm,title_abstract,input,1000,0.9552232618492349,0.9665663859149178
16,pubmedbert,abstract,biobert,abstract,model,1000,0.9020156521020125,0.8834668981086673
16,pubmedbert,abstract,simcse,abstract,model,1000,0.663040200941167,0.6169901687464749
16,pubmedbert,abstract,pubmedbert,title_abstract,input,1000,0.978739647967348,0.9733063976927635
16,biobert,abstract,simcse,abstract,model,1000,0.6728867993702757,0.6186300496200748
16,biobert,abstract,biobert,title_abstract,input,1000,0.9715394166055301,0.9632532912831312
16,simcse,abstract,simcse,title_abstract,input,1000,0.9619510144090258,0.9649239343503077
16,specter,title_abstract,specter2,title_abstract,model,1000,0.7491664833943082,0.6538943301342359
16,specter,title_abstract,scincl,title_abstract,model,1000,0.7892933531710794,0.7767067819342668
16,specter,title_abstract,scibert,title_abstract,model,1000,0.6966373506270427,0.5456873648857186
16,specter,title_abstract,bert,title_abstract,model,1000,0.6817770023011868,0.6019348064073365
16,specter,title_abstract,mpnet,title_abstract,model,1000,0.7640329904604465,0.7608688860076709
16,specter,title_abstract,minilm,title_abstract,model,1000,0.7250457017858364,0.7315555288248886
16,specter,title_abstract,pubmedbert,title_abstract,model,1000,0.6705408801310957,0.4593118784587781
16,specter,title_abstract,biobert,title_abstract,model,1000,0.6854704649862898,0.42905722618664244
16,specter,title_abstract,simcse,title_abstract,model,1000,0.6207509344751526,0.5018956037737384
16,specter2,title_abstract,scincl,title_abstract,model,1000,0.772464602194029,0.5906274076985688
