field_id,metric,model,input_condition,model_change_at_full,input_change_from_full,model_minus_input
15,neighbors25,biobert,title,0.6031111111111112,0.77304,-0.1699288888888888
15,neighbors25,biobert,abstract,0.6031111111111112,0.18596000000000001,0.41715111111111114
15,neighbors25,simcse,title,0.6769022222222223,0.78196,-0.1050577777777777
15,neighbors25,simcse,abstract,0.6769022222222223,0.23828000000000005,0.43862222222222225
16,cka,specter,title,0.29080942651861796,0.1383025622902987,0.15250686422831927
16,cka,specter,abstract,0.29080942651861796,0.057787911871875375,0.2330215146467426
16,cka,specter2,title,0.34726088159123797,0.19299705182568128,0.1542638297655567
16,cka,specter2,abstract,0.34726088159123797,0.057272712720828234,0.28998816887040973
16,cka,scincl,title,0.3485791530807857,0.17603869749000345,0.17254045559078224
16,cka,scincl,abstract,0.3485791530807857,0.050013746790187885,0.2985654062905978
16,cka,scibert,title,0.2865610670735222,0.43122079178692585,-0.14465972471340366
16,cka,scibert,abstract,0.2865610670735222,0.02143988444346534,0.26512118263005685
16,cka,bert,title,0.3267156919811992,0.3321354365679918,-0.005419744586792619
16,cka,bert,abstract,0.3267156919811992,0.018315785458894673,0.30839990652230453
16,cka,mpnet,title,0.329674948828895,0.1851793422163649,0.14449560661253008
16,cka,mpnet,abstract,0.329674948828895,0.032696618527867205,0.29697833030102777
16,cka,minilm,title,0.3443796203912656,0.24722284023296992,0.09715678015829565
16,cka,minilm,abstract,0.3443796203912656,0.044776738150765105,0.29960288224050047
16,cka,pubmedbert,title,0.30380653769910637,0.3849207474863857,-0.08111420978727935
16,cka,pubmedbert,abstract,0.30380653769910637,0.021260352032651975,0.2825461856664544
16,cka,biobert,title,0.2950417688636511,0.4370580958483271,-0.14201632698467603
16,cka,biobert,abstract,0.2950417688636511,0.028460583394469885,0.2665811854691812
16,cka,simcse,title,0.3775561023631395,0.44328644373579495,-0.06573034137265543
16,cka,simcse,abstract,0.3775561023631395,0.03804898559097425,0.3395071167721653
16,rsa,specter,title,0.39323195482074713,0.1605633700164073,0.23266858480433983
16,rsa,specter,abstract,0.39323195482074713,0.05358450780196522,0.3396474470187819
16,rsa,specter2,title,0.4985228576963066,0.22698480380746378,0.27153805388884283
16,rsa,specter2,abstract,0.4985228576963066,0.06193880313784472,0.4365840545584619
16,rsa,scincl,title,0.4616855140548807,0.126501223013754,0.3351842910411267
16,rsa,scincl,abstract,0.4616855140548807,0.032428832821574716,0.42925668123330596
16,rsa,scibert,title,0.3987296789411567,0.5258539219686355,-0.12712424302747877
16,rsa,scibert,abstract,0.3987296789411567,0.02395129759638359,0.3747783813447731
16,rsa,bert,title,0.35721876215138004,0.3469606627849009,0.010258099366479145
16,rsa,bert,abstract,0.35721876215138004,0.02341111471202728,0.33380764743935276
16,rsa,mpnet,title,0.38489436690623646,0.15333153379282616,0.2315628331134103
16,rsa,mpnet,abstract,0.38489436690623646,0.023630185793073744,0.3612641811131627
16,rsa,minilm,title,0.3951560407432228,0.21043505874859092,0.18472098199463188
16,rsa,minilm,abstract,0.3951560407432228,0.033433614085082164,0.36172242665814064
16,rsa,pubmedbert,title,0.43223872945992997,0.48046998814767494,-0.04823125868774497
16,rsa,pubmedbert,abstract,0.43223872945992997,0.026693602307236497,0.4055451271526935
16,rsa,biobert,title,0.4488625553936561,0.5135630861924059,-0.06470053079874977
16,rsa,biobert,abstract,0.4488625553936561,0.0367467087168688,0.4121158466767873
16,rsa,simcse,title,0.4485466636921998,0.41643229179007946,0.03211437190212035
16,rsa,simcse,abstract,0.4485466636921998,0.035076065649692345,0.41347059804250746
16,neighbors25,specter,title,0.6638088888888888,0.5592,0.10460888888888875
16,neighbors25,specter,abstract,0.6638088888888888,0.37136,0.29244888888888876
16,neighbors25,specter2,title,0.71364,0.5824400000000001,0.13119999999999998
16,neighbors25,specter2,abstract,0.71364,0.31688000000000005,0.39676
16,neighbors25,scincl,title,0.6762711111111112,0.54524,0.1310311111111112
16,neighbors25,scincl,abstract,0.6762711111111112,0.32104,0.35523111111111116
16,neighbors25,scibert,title,0.6259422222222222,0.7900400000000001,-0.1640977777777779
