field_id,model,input_condition,effect_full1000,median_effect500,absolute_median_change,central95_width500,passes_operational_screen
20,bert,abstract,0.3661909068793285,0.3655239342029103,0.0006669726764181871,0.02057680634454695,True
20,mpnet,title,0.14690371503594002,0.14631909679324248,0.0005846182426975377,0.03400038862566762,True
20,mpnet,abstract,0.36807673731879254,0.3670001249890129,0.0010766123297796248,0.025653618190670302,True
20,minilm,title,0.09563499180879248,0.09517860664804753,0.0004563851607449487,0.02819820935838746,True
20,minilm,abstract,0.3765920505048816,0.3761541289963844,0.0004379215084971966,0.0221820405774244,True
20,pubmedbert,title,-0.22844524415754336,-0.22632455741323515,0.002120686744308209,0.04433569075975749,False
20,pubmedbert,abstract,0.42450438027563636,0.42446539522423715,3.89850513992096e-05,0.03407092781183285,True
20,biobert,title,-0.2952411343499766,-0.2958716422808459,0.0006305079308692729,0.037652540931055245,True
20,biobert,abstract,0.4030308977111697,0.3972517196061773,0.0057791781049924,0.06638340925952824,False
20,simcse,title,-0.11144843065955451,-0.11347739851110955,0.0020289678515550413,0.026509650173986182,True
20,simcse,abstract,0.3990935469045453,0.39913530050886525,4.175360431996067e-05,0.023033196310107473,True
20,mean_of_ten_fixed_models,title,-0.03824355770909816,-0.03872214426389292,0.0004785865547947618,0.022691228677150992,True
20,mean_of_ten_fixed_models,abstract,0.379287659699417,0.3787991633778154,0.0004884963216016391,0.02582336725989154,True
21,specter,title,0.08003822218708698,0.08079933844241988,0.0007611162553328998,0.016317576845393825,True
21,specter,abstract,0.16880519278107828,0.16766482685413106,0.0011403659269472177,0.011171920216859393,True
21,specter2,title,0.11242755002301752,0.11343731823363538,0.0010097682106178646,0.008703899456194722,True
21,specter2,abstract,0.1970471883053979,0.1972633348720485,0.00021614656665058796,0.010522528145416266,True
21,scincl,title,0.11226446646709767,0.1130007114926744,0.0007362450255767317,0.014724019552097303,True
21,scincl,abstract,0.20198871781175667,0.20189972076964202,8.899704211465242e-05,0.014311749751885261,True
21,scibert,title,-0.08495641687433497,-0.08124623813718766,0.00371017873714731,0.01709361288269473,True
21,scibert,abstract,0.21130681197623846,0.21108362565356703,0.00022318632267143146,0.013367787086397076,True
21,bert,title,0.0033042755680631475,0.00447173482245794,0.0011674592543947926,0.025328411286323505,True
21,bert,abstract,0.20669869740349314,0.20751721515278743,0.0008185177492942841,0.012722862797716755,True
21,mpnet,title,0.10422271285744686,0.10455706517330281,0.0003343523158559486,0.010777653272871654,True
21,mpnet,abstract,0.19535697287330153,0.19483508223064383,0.0005218906426577019,0.012404085623906574,True
21,minilm,title,0.08160599708284844,0.08300153473313211,0.0013955376502836764,0.014099755013104662,True
21,minilm,abstract,0.21220402664480675,0.2114691853887108,0.0007348412560959638,0.009789658627011227,True
21,pubmedbert,title,-0.07211918462583466,-0.06975189111266511,0.002367293513169555,0.0336121763490139,True
21,pubmedbert,abstract,0.21565264470969003,0.21591370084123324,0.0002610561315432025,0.01505524728445301,True
21,biobert,title,-0.2774762818239319,-0.27481904882212604,0.00265723300180587,0.03166636962979402,True
21,biobert,abstract,0.1899369658990263,0.1894392682271478,0.0004976976718785164,0.011607898170717446,True
21,simcse,title,-0.05961317199303434,-0.0599131187984793,0.0002999468054449561,0.015743638105508682,True
21,simcse,abstract,0.2590056413857121,0.26071088029916084,0.0017052389134487589,0.0176795844592314,True
21,mean_of_ten_fixed_models,title,-3.0183113157528085e-05,0.0010951726973923992,0.0011253558105499273,0.01099771277063194,True
21,mean_of_ten_fixed_models,abstract,0.20580028597905015,0.20622393523557542,0.0004236492565252714,0.010092865694137448,True
22,specter,title,0.16959474323096702,0.1688480035944754,0.0007467396364916057,0.023765917702589956,True
22,specter,abstract,0.325964774916632,0.3279491152313586,0.001984340314726607,0.018882766773206106,True
22,specter2,title,0.16167152512437816,0.16315908970633533,0.0014875645819571737,0.016896568231444697,True
22,specter2,abstract,0.32868033767178567,0.3312521879313777,0.002571850259592001,0.011384307405324035,True
22,scincl,title,0.17160432061687542,0.1716459068127753,4.1586195899889766e-05,0.021887161000617078,True
22,scincl,abstract,0.3388049698942737,0.34128126022630684,0.0024762903320331153,0.015452436580178863,True
22,scibert,title,-0.09418002315351448,-0.09667384985141028,0.0024938266978958012,0.019582202717193672,True
22,scibert,abstract,0.3674073685060907,0.36819956712243135,0.0007921986163406669,0.023859106407401576,True
22,bert,title,-0.03221960078736563,-0.030351636412683652,0.0018679643746819796,0.022241809609339722,True
22,bert,abstract,0.34982073896996524,0.3518383976892047,0.002017658719239479,0.01430642012456168,True
