outcome,field_id,biomedical_models_in_pair,model_pairs,mean
cka_equal2048,33,2,1,0.8405879437879727
cka_equal2048,34,0,28,0.6380229701176302
cka_equal2048,34,1,16,0.5794234566330454
cka_equal2048,34,2,1,0.8527894022910157
cka_equal2048,35,0,28,0.647330709287986
cka_equal2048,35,1,16,0.5986026343089074
cka_equal2048,35,2,1,0.8554356267371761
cka_equal2048,36,0,28,0.5951907721018129
cka_equal2048,36,1,16,0.5385520483178993
cka_equal2048,36,2,1,0.8575465899238139
neighbors_all_k10,11,0,28,0.26545749101312055
neighbors_all_k10,11,1,16,0.2510414731600771
neighbors_all_k10,11,2,1,0.49552350502115017
neighbors_all_k10,12,0,28,0.2131689245961202
neighbors_all_k10,12,1,16,0.20037167207354578
neighbors_all_k10,12,2,1,0.42962393852095804
neighbors_all_k10,13,0,28,0.26194519671044675
neighbors_all_k10,13,1,16,0.25393533070604846
neighbors_all_k10,13,2,1,0.4973751633398498
neighbors_all_k10,14,0,28,0.2591198436946698
neighbors_all_k10,14,1,16,0.19046481200657894
neighbors_all_k10,14,2,1,0.40862449192132305
neighbors_all_k10,15,0,28,0.27447170557973877
neighbors_all_k10,15,1,16,0.25987246075715603
neighbors_all_k10,15,2,1,0.49732225300092336
neighbors_all_k10,16,0,28,0.23688134810710987
neighbors_all_k10,16,1,16,0.2514993074792244
neighbors_all_k10,16,2,1,0.5042197599261311
neighbors_all_k10,17,0,28,0.2678011610578704
neighbors_all_k10,17,1,16,0.18545537028639295
neighbors_all_k10,17,2,1,0.3904097116449521
neighbors_all_k10,18,0,28,0.30200534230312626
neighbors_all_k10,18,1,16,0.235
neighbors_all_k10,18,2,1,0.4612096029547553
neighbors_all_k10,19,0,28,0.2855958976388339
neighbors_all_k10,19,1,16,0.27028277931671285
neighbors_all_k10,19,2,1,0.49081255771006466
neighbors_all_k10,20,0,28,0.2727510419977425
neighbors_all_k10,20,1,16,0.21417450306461744
neighbors_all_k10,20,2,1,0.4320669363724732
neighbors_all_k10,21,0,28,0.28688266719430155
neighbors_all_k10,21,1,16,0.25506405817174516
neighbors_all_k10,21,2,1,0.47777469990766386
neighbors_all_k10,22,0,28,0.23844358319383824
neighbors_all_k10,22,1,16,0.18131813286637627
neighbors_all_k10,22,2,1,0.3852317601290253
neighbors_all_k10,23,0,28,0.2784429345875059
neighbors_all_k10,23,1,16,0.2538651702785403
neighbors_all_k10,23,2,1,0.4876725680630498
neighbors_all_k10,24,0,28,0.2742118454029811
neighbors_all_k10,24,1,16,0.25807306094182825
neighbors_all_k10,24,2,1,0.5050692520775624
neighbors_all_k10,25,0,28,0.25523048324538944
neighbors_all_k10,25,1,16,0.23416922058775053
neighbors_all_k10,25,2,1,0.4578172576662709
neighbors_all_k10,26,0,28,0.255
neighbors_all_k10,26,1,16,0.20604224376731303
neighbors_all_k10,26,2,1,0.4155309325946446
neighbors_all_k10,27,0,28,0.22744356894833742
neighbors_all_k10,27,1,16,0.19200714484430348
neighbors_all_k10,27,2,1,0.44664893422491037
neighbors_all_k10,28,0,28,0.3052140218968474
neighbors_all_k10,28,1,16,0.2789012003693444
neighbors_all_k10,28,2,1,0.5218744228993536
neighbors_all_k10,29,0,28,0.3007637514839731
neighbors_all_k10,29,1,16,0.27000692520775627
neighbors_all_k10,29,2,1,0.526943674976916
neighbors_all_k10,30,0,28,0.279361232027437
neighbors_all_k10,30,1,16,0.2738117497691598
neighbors_all_k10,30,2,1,0.5197599261311172
neighbors_all_k10,31,0,28,0.2693119617110929
neighbors_all_k10,31,1,16,0.2435156438995013
neighbors_all_k10,31,2,1,0.47138057142599604
neighbors_all_k10,32,0,28,0.2771591665721794
neighbors_all_k10,32,1,16,0.22693057497416202
neighbors_all_k10,32,2,1,0.48115430835745476
neighbors_all_k10,33,0,28,0.21379678403498187
neighbors_all_k10,33,1,16,0.1789098274303374
neighbors_all_k10,33,2,1,0.4009999741212285
neighbors_all_k10,34,0,28,0.3085126045940182
neighbors_all_k10,34,1,16,0.2823808203199137
neighbors_all_k10,34,2,1,0.5296569958992534
neighbors_all_k10,35,0,28,0.29273243154074563
neighbors_all_k10,35,1,16,0.26716570438799075
neighbors_all_k10,35,2,1,0.5126836027713625
neighbors_all_k10,36,0,28,0.27885054856726404
neighbors_all_k10,36,1,16,0.23546751927342627
neighbors_all_k10,36,2,1,0.5059910148375015
neighbors_all_k25,11,0,28,0.3049586596326665
neighbors_all_k25,11,1,16,0.2905498166785908
neighbors_all_k25,11,2,1,0.5366036848828869
neighbors_all_k25,12,0,28,0.2519633150011009
neighbors_all_k25,12,1,16,0.2422806275021305
neighbors_all_k25,12,2,1,0.49013700561293144
neighbors_all_k25,13,0,28,0.2952263629558292
neighbors_all_k25,13,1,16,0.2907925583728168
neighbors_all_k25,13,2,1,0.5364094066050933
neighbors_all_k25,14,0,28,0.29445284764975016
neighbors_all_k25,14,1,16,0.22838374965382074
neighbors_all_k25,14,2,1,0.4615111949371686
neighbors_all_k25,15,0,28,0.3267301147605857
neighbors_all_k25,15,1,16,0.3146929824561404
neighbors_all_k25,15,2,1,0.5539095106186519
neighbors_all_k25,16,0,28,0.28339467088774567
neighbors_all_k25,16,1,16,0.30464150507848564
neighbors_all_k25,16,2,1,0.5602474607571561
neighbors_all_k25,17,0,28,0.30438562340975317
neighbors_all_k25,17,1,16,0.22074679796049612
neighbors_all_k25,17,2,1,0.4400585861117355
neighbors_all_k25,18,0,28,0.34733188233742246
neighbors_all_k25,18,1,16,0.28023268698060944
neighbors_all_k25,18,2,1,0.5135069252077562
neighbors_all_k25,19,0,28,0.33654557446247196
neighbors_all_k25,19,1,16,0.3230346260387812
neighbors_all_k25,19,2,1,0.547482917820868
neighbors_all_k25,20,0,28,0.314159835858261
neighbors_all_k25,20,1,16,0.25631351101136435
neighbors_all_k25,20,2,1,0.48727875020081884
neighbors_all_k25,21,0,28,0.3423426988523942
neighbors_all_k25,21,1,16,0.31314358264081255
neighbors_all_k25,21,2,1,0.5415771006463527
neighbors_all_k25,22,0,28,0.2692451265111549
neighbors_all_k25,22,1,16,0.2130140151385356
neighbors_all_k25,22,2,1,0.43046431018371567
neighbors_all_k25,23,0,28,0.3178811257077995
neighbors_all_k25,23,1,16,0.29556816343105863
neighbors_all_k25,23,2,1,0.5366484868943212
neighbors_all_k25,24,0,28,0.3073130193905817
neighbors_all_k25,24,1,16,0.2948887349953832
neighbors_all_k25,24,2,1,0.5458024007386888
neighbors_all_k25,25,0,28,0.29115893277676747
neighbors_all_k25,25,1,16,0.2761504537955777
neighbors_all_k25,25,2,1,0.5078245386090037
neighbors_all_k25,26,0,28,0.30220419469726956
neighbors_all_k25,26,1,16,0.253429593721145
neighbors_all_k25,26,2,1,0.4794053554939982
neighbors_all_k25,27,0,28,0.2482786869280041
neighbors_all_k25,27,1,16,0.2155094999246978
neighbors_all_k25,27,2,1,0.4814464619821769
neighbors_all_k25,28,0,28,0.34858778525260525
neighbors_all_k25,28,1,16,0.32771860572483846
neighbors_all_k25,28,2,1,0.569639889196676
neighbors_all_k25,29,0,28,0.34710302070966886
neighbors_all_k25,29,1,16,0.3159995383194829
neighbors_all_k25,29,2,1,0.5777728531855957
neighbors_all_k25,30,0,28,0.3270481466824958
neighbors_all_k25,30,1,16,0.3252229916897508
neighbors_all_k25,30,2,1,0.5750914127423823
neighbors_all_k25,31,0,28,0.31660467529678515
neighbors_all_k25,31,1,16,0.29342214547583567
neighbors_all_k25,31,2,1,0.5281129287127391
neighbors_all_k25,32,0,28,0.3137445283271488
neighbors_all_k25,32,1,16,0.2667896116013534
neighbors_all_k25,32,2,1,0.5289141837564191
neighbors_all_k25,33,0,28,0.24444586017381234
neighbors_all_k25,33,1,16,0.213250706636
neighbors_all_k25,33,2,1,0.45492439747066005
neighbors_all_k25,34,0,28,0.3466517912625248
neighbors_all_k25,34,1,16,0.31991785136233075
neighbors_all_k25,34,2,1,0.5668719317437876
neighbors_all_k25,35,0,28,0.3320345760475091
neighbors_all_k25,35,1,16,0.3093727482678984
neighbors_all_k25,35,2,1,0.5574244803695151
neighbors_all_k25,36,0,28,0.31113846981590276
neighbors_all_k25,36,1,16,0.2698302713238645
neighbors_all_k25,36,2,1,0.5522819961701785
neighbors_all_k50,11,0,28,0.3398479295669559
neighbors_all_k50,11,1,16,0.32549003072840804
neighbors_all_k50,11,2,1,0.5697914115104267
neighbors_all_k50,12,0,28,0.2889853394539553
neighbors_all_k50,12,1,16,0.28202482177804467
neighbors_all_k50,12,2,1,0.5377640510093263
neighbors_all_k50,13,0,28,0.32248904738586576
neighbors_all_k50,13,1,16,0.3203635056081696
neighbors_all_k50,13,2,1,0.5647983133682939
neighbors_all_k50,14,0,28,0.32566804926601506
neighbors_all_k50,14,1,16,0.26336412036873075
neighbors_all_k50,14,2,1,0.50513898086463
neighbors_all_k50,15,0,28,0.3759058171745152
neighbors_all_k50,15,1,16,0.36507606186518926
neighbors_all_k50,15,2,1,0.5976343490304709
neighbors_all_k50,16,0,28,0.32418031921910045
neighbors_all_k50,16,1,16,0.34962730840258543
neighbors_all_k50,16,2,1,0.6011966759002769
neighbors_all_k50,17,0,28,0.333294617403061
neighbors_all_k50,17,1,16,0.2514800596222863
neighbors_all_k50,17,2,1,0.4799309559001338
neighbors_all_k50,18,0,28,0.3831020973486347
neighbors_all_k50,18,1,16,0.3190518236380425
neighbors_all_k50,18,2,1,0.5571929824561404
neighbors_all_k50,19,0,28,0.3803880754517873
neighbors_all_k50,19,1,16,0.3671155355493998
neighbors_all_k50,19,2,1,0.5883767313019392
neighbors_all_k50,20,0,28,0.3475152210838817
neighbors_all_k50,20,1,16,0.29206572472481734
neighbors_all_k50,20,2,1,0.5314346713143048
neighbors_all_k50,21,0,28,0.3951040759794222
neighbors_all_k50,21,1,16,0.36708852723915053
neighbors_all_k50,21,2,1,0.5897968605724838
neighbors_all_k50,22,0,28,0.29507202726625925
neighbors_all_k50,22,1,16,0.23988055559175342
neighbors_all_k50,22,2,1,0.4645776110476362
neighbors_all_k50,23,0,28,0.35210505046026086
neighbors_all_k50,23,1,16,0.331896974658271
neighbors_all_k50,23,2,1,0.5730037646823276
neighbors_all_k50,24,0,28,0.3381185859385306
neighbors_all_k50,24,1,16,0.32859095106186514
neighbors_all_k50,24,2,1,0.5767349953831947
neighbors_all_k50,25,0,28,0.3240163507158737
neighbors_all_k50,25,1,16,0.3141090632454715
neighbors_all_k50,25,2,1,0.5466873265094121
neighbors_all_k50,26,0,28,0.34851305896319745
neighbors_all_k50,26,1,16,0.300165512465374
neighbors_all_k50,26,2,1,0.5329935364727609
neighbors_all_k50,27,0,28,0.26550142542723715
neighbors_all_k50,27,1,16,0.23474948133398704
neighbors_all_k50,27,2,1,0.5063729826487249
neighbors_all_k50,28,0,28,0.385939256034824
neighbors_all_k50,28,1,16,0.3702332640812558
neighbors_all_k50,28,2,1,0.6063951985226224
neighbors_all_k50,29,0,28,0.3900014509959108
neighbors_all_k50,29,1,16,0.35906082640812553
neighbors_all_k50,29,2,1,0.6127128347183749
neighbors_all_k50,30,0,28,0.3723653211977312
neighbors_all_k50,30,1,16,0.37170094644506
neighbors_all_k50,30,2,1,0.6170433979686057
neighbors_all_k50,31,0,28,0.35904218992634135
neighbors_all_k50,31,1,16,0.3382792065200897
neighbors_all_k50,31,2,1,0.5731166916340571
neighbors_all_k50,32,0,28,0.34439707747106646
neighbors_all_k50,32,1,16,0.3024741386991282
neighbors_all_k50,32,2,1,0.566356223802193
neighbors_all_k50,33,0,28,0.27093249218907905
neighbors_all_k50,33,1,16,0.2434307003321578
neighbors_all_k50,33,2,1,0.4945885467662121
neighbors_all_k50,34,0,28,0.38083047453933233
neighbors_all_k50,34,1,16,0.35379975727120155
neighbors_all_k50,34,2,1,0.5964389952637763
neighbors_all_k50,35,0,28,0.36830689541405476
neighbors_all_k50,35,1,16,0.3473428406466513
neighbors_all_k50,35,2,1,0.5916489607390301
neighbors_all_k50,36,0,28,0.3374579175324798
neighbors_all_k50,36,1,16,0.2992467946235761
neighbors_all_k50,36,2,1,0.5874074194844823
neighbors_2048_mean_k10,11,0,28,0.2865645926339286
neighbors_2048_mean_k10,11,1,16,0.273092041015625
neighbors_2048_mean_k10,11,2,1,0.521875
neighbors_2048_mean_k10,12,0,28,0.22025739397321434
neighbors_2048_mean_k10,12,1,16,0.2076348876953125
neighbors_2048_mean_k10,12,2,1,0.44068359375000005
neighbors_2048_mean_k10,13,0,28,0.28633858816964286
neighbors_2048_mean_k10,13,1,16,0.2808526611328125
neighbors_2048_mean_k10,13,2,1,0.5271582031250001
neighbors_2048_mean_k10,14,0,28,0.2669709123883929
neighbors_2048_mean_k10,14,1,16,0.198480224609375
neighbors_2048_mean_k10,14,2,1,0.419296875
neighbors_2048_mean_k10,15,0,28,0.27614397321428574
neighbors_2048_mean_k10,15,1,16,0.2617901611328125
neighbors_2048_mean_k10,15,2,1,0.4994433593750001
neighbors_2048_mean_k10,16,0,28,0.23969377790178575
neighbors_2048_mean_k10,16,1,16,0.2546063232421875
neighbors_2048_mean_k10,16,2,1,0.50734375
neighbors_2048_mean_k10,17,0,28,0.30715820312500003
neighbors_2048_mean_k10,17,1,16,0.22512634277343752
neighbors_2048_mean_k10,17,2,1,0.444677734375
neighbors_2048_mean_k10,18,0,28,0.30352643694196424
neighbors_2048_mean_k10,18,1,16,0.23627197265625002
neighbors_2048_mean_k10,18,2,1,0.46414062500000003
neighbors_2048_mean_k10,19,0,28,0.28799944196428573
neighbors_2048_mean_k10,19,1,16,0.27302856445312496
neighbors_2048_mean_k10,19,2,1,0.494140625
neighbors_2048_mean_k10,20,0,28,0.27711565290178575
neighbors_2048_mean_k10,20,1,16,0.2181854248046875
neighbors_2048_mean_k10,20,2,1,0.436611328125
neighbors_2048_mean_k10,21,0,28,0.2893219866071428
neighbors_2048_mean_k10,21,1,16,0.257938232421875
neighbors_2048_mean_k10,21,2,1,0.48049804687500003
neighbors_2048_mean_k10,22,0,28,0.2974581473214286
neighbors_2048_mean_k10,22,1,16,0.24273498535156252
neighbors_2048_mean_k10,22,2,1,0.465869140625
neighbors_2048_mean_k10,23,0,28,0.29938650948660717
neighbors_2048_mean_k10,23,1,16,0.2756610107421875
neighbors_2048_mean_k10,23,2,1,0.511181640625
neighbors_2048_mean_k10,24,0,28,0.27570870535714287
neighbors_2048_mean_k10,24,1,16,0.25978454589843747
neighbors_2048_mean_k10,24,2,1,0.5065039062500001
neighbors_2048_mean_k10,25,0,28,0.2659186662946429
neighbors_2048_mean_k10,25,1,16,0.2472979736328125
neighbors_2048_mean_k10,25,2,1,0.4709082031249999
neighbors_2048_mean_k10,26,0,28,0.2567393275669643
neighbors_2048_mean_k10,26,1,16,0.20800903320312503
neighbors_2048_mean_k10,26,2,1,0.41813476562499996
neighbors_2048_mean_k10,27,0,28,0.2695535714285714
neighbors_2048_mean_k10,27,1,16,0.2413885498046875
neighbors_2048_mean_k10,27,2,1,0.507802734375
neighbors_2048_mean_k10,28,0,28,0.3074462890625
neighbors_2048_mean_k10,28,1,16,0.28125732421875
neighbors_2048_mean_k10,28,2,1,0.52423828125
neighbors_2048_mean_k10,29,0,28,0.30299560546875004
neighbors_2048_mean_k10,29,1,16,0.2717626953125
neighbors_2048_mean_k10,29,2,1,0.5301367187499999
neighbors_2048_mean_k10,30,0,28,0.28119280133928576
neighbors_2048_mean_k10,30,1,16,0.276444091796875
neighbors_2048_mean_k10,30,2,1,0.52271484375
neighbors_2048_mean_k10,31,0,28,0.2844196428571429
neighbors_2048_mean_k10,31,1,16,0.259384765625
neighbors_2048_mean_k10,31,2,1,0.4892578125
neighbors_2048_mean_k10,32,0,28,0.2839289202008929
neighbors_2048_mean_k10,32,1,16,0.2347381591796875
neighbors_2048_mean_k10,32,2,1,0.491591796875
neighbors_2048_mean_k10,33,0,28,0.24875104631696426
neighbors_2048_mean_k10,33,1,16,0.21967712402343753
neighbors_2048_mean_k10,33,2,1,0.46125976562499993
neighbors_2048_mean_k10,34,0,28,0.3101865931919643
neighbors_2048_mean_k10,34,1,16,0.28436523437500005
neighbors_2048_mean_k10,34,2,1,0.531025390625
neighbors_2048_mean_k10,35,0,28,0.29513776506696426
neighbors_2048_mean_k10,35,1,16,0.269552001953125
neighbors_2048_mean_k10,35,2,1,0.5155859375
neighbors_2048_mean_k10,36,0,28,0.2824870954241071
neighbors_2048_mean_k10,36,1,16,0.2388543701171875
neighbors_2048_mean_k10,36,2,1,0.5101171875
neighbors_2048_mean_k25,11,0,28,0.33185602678571435
neighbors_2048_mean_k25,11,1,16,0.31854248046875
neighbors_2048_mean_k25,11,2,1,0.5633945312499999
neighbors_2048_mean_k25,12,0,28,0.26192452566964286
neighbors_2048_mean_k25,12,1,16,0.25292675781250007
neighbors_2048_mean_k25,12,2,1,0.5021367187500001
neighbors_2048_mean_k25,13,0,28,0.32441057477678575
neighbors_2048_mean_k25,13,1,16,0.32290478515625004
neighbors_2048_mean_k25,13,2,1,0.56794921875
neighbors_2048_mean_k25,14,0,28,0.3035389229910715
neighbors_2048_mean_k25,14,1,16,0.23858715820312504
neighbors_2048_mean_k25,14,2,1,0.47405468750000007
neighbors_2048_mean_k25,15,0,28,0.3296329520089286
neighbors_2048_mean_k25,15,1,16,0.31783593750000005
neighbors_2048_mean_k25,15,2,1,0.5579218750000001
neighbors_2048_mean_k25,16,0,28,0.28675390625
neighbors_2048_mean_k25,16,1,16,0.30847851562500006
neighbors_2048_mean_k25,16,2,1,0.56363671875
neighbors_2048_mean_k25,17,0,28,0.34797237723214286
neighbors_2048_mean_k25,17,1,16,0.26951757812500005
neighbors_2048_mean_k25,17,2,1,0.49965234375000006
neighbors_2048_mean_k25,18,0,28,0.3492089843750001
neighbors_2048_mean_k25,18,1,16,0.28264208984375006
neighbors_2048_mean_k25,18,2,1,0.51703125
neighbors_2048_mean_k25,19,0,28,0.3398688616071429
neighbors_2048_mean_k25,19,1,16,0.32659741210937504
neighbors_2048_mean_k25,19,2,1,0.55101953125
neighbors_2048_mean_k25,20,0,28,0.31927287946428573
neighbors_2048_mean_k25,20,1,16,0.26110327148437507
neighbors_2048_mean_k25,20,2,1,0.49305078125
neighbors_2048_mean_k25,21,0,28,0.3455209263392857
neighbors_2048_mean_k25,21,1,16,0.31673510742187505
neighbors_2048_mean_k25,21,2,1,0.5440664062499999
neighbors_2048_mean_k25,22,0,28,0.3405590122767858
neighbors_2048_mean_k25,22,1,16,0.28773730468750003
neighbors_2048_mean_k25,22,2,1,0.5183242187499999
neighbors_2048_mean_k25,23,0,28,0.3431466238839286
neighbors_2048_mean_k25,23,1,16,0.321523193359375
neighbors_2048_mean_k25,23,2,1,0.56145703125
neighbors_2048_mean_k25,24,0,28,0.30933649553571435
neighbors_2048_mean_k25,24,1,16,0.297008544921875
neighbors_2048_mean_k25,24,2,1,0.5474140624999999
neighbors_2048_mean_k25,25,0,28,0.3045950055803571
neighbors_2048_mean_k25,25,1,16,0.29148510742187506
neighbors_2048_mean_k25,25,2,1,0.52216796875
neighbors_2048_mean_k25,26,0,28,0.3048727678571429
neighbors_2048_mean_k25,26,1,16,0.255844970703125
neighbors_2048_mean_k25,26,2,1,0.48248046875000006
neighbors_2048_mean_k25,27,0,28,0.30242619977678586
neighbors_2048_mean_k25,27,1,16,0.275082763671875
neighbors_2048_mean_k25,27,2,1,0.54795703125
neighbors_2048_mean_k25,28,0,28,0.3509436383928572
neighbors_2048_mean_k25,28,1,16,0.330716552734375
neighbors_2048_mean_k25,28,2,1,0.5719843750000001
neighbors_2048_mean_k25,29,0,28,0.3497573939732143
neighbors_2048_mean_k25,29,1,16,0.318725341796875
neighbors_2048_mean_k25,29,2,1,0.5799335937500001
neighbors_2048_mean_k25,30,0,28,0.32972600446428574
neighbors_2048_mean_k25,30,1,16,0.32823291015625
neighbors_2048_mean_k25,30,2,1,0.57693359375
neighbors_2048_mean_k25,31,0,28,0.3359764229910715
neighbors_2048_mean_k25,31,1,16,0.313365478515625
neighbors_2048_mean_k25,31,2,1,0.5480625000000001
neighbors_2048_mean_k25,32,0,28,0.32201269531250004
neighbors_2048_mean_k25,32,1,16,0.27701708984375
neighbors_2048_mean_k25,32,2,1,0.5404453124999999
neighbors_2048_mean_k25,33,0,28,0.2876703404017858
neighbors_2048_mean_k25,33,1,16,0.26338671875
neighbors_2048_mean_k25,33,2,1,0.5173867187500001
neighbors_2048_mean_k25,34,0,28,0.3490375279017856
neighbors_2048_mean_k25,34,1,16,0.32237915039062504
neighbors_2048_mean_k25,34,2,1,0.5697265625
neighbors_2048_mean_k25,35,0,28,0.3350171595982144
neighbors_2048_mean_k25,35,1,16,0.31250537109375004
neighbors_2048_mean_k25,35,2,1,0.5606953125
neighbors_2048_mean_k25,36,0,28,0.314978515625
neighbors_2048_mean_k25,36,1,16,0.27416967773437506
neighbors_2048_mean_k25,36,2,1,0.5569921875
neighbors_2048_mean_k50,11,0,28,0.3727259347098215
neighbors_2048_mean_k50,11,1,16,0.3578294677734375
neighbors_2048_mean_k50,11,2,1,0.5973671875
neighbors_2048_mean_k50,12,0,28,0.29962751116071434
neighbors_2048_mean_k50,12,1,16,0.292841796875
neighbors_2048_mean_k50,12,2,1,0.549470703125
neighbors_2048_mean_k50,13,0,28,0.357016880580357
neighbors_2048_mean_k50,13,1,16,0.35652014160156253
neighbors_2048_mean_k50,13,2,1,0.5968046875
neighbors_2048_mean_k50,14,0,28,0.33709102957589293
neighbors_2048_mean_k50,14,1,16,0.27592871093750004
neighbors_2048_mean_k50,14,2,1,0.520037109375
neighbors_2048_mean_k50,15,0,28,0.3799963727678572
neighbors_2048_mean_k50,15,1,16,0.369250244140625
neighbors_2048_mean_k50,15,2,1,0.6012050781249999
neighbors_2048_mean_k50,16,0,28,0.32797495814732136
neighbors_2048_mean_k50,16,1,16,0.3534901123046875
neighbors_2048_mean_k50,16,2,1,0.604720703125
neighbors_2048_mean_k50,17,0,28,0.3817946428571429
neighbors_2048_mean_k50,17,1,16,0.31013134765625006
neighbors_2048_mean_k50,17,2,1,0.546455078125
neighbors_2048_mean_k50,18,0,28,0.3854496372767858
neighbors_2048_mean_k50,18,1,16,0.3220902099609375
neighbors_2048_mean_k50,18,2,1,0.5610332031250002
neighbors_2048_mean_k50,19,0,28,0.38444852120535716
neighbors_2048_mean_k50,19,1,16,0.37153869628906255
neighbors_2048_mean_k50,19,2,1,0.592076171875
neighbors_2048_mean_k50,20,0,28,0.3531133510044643
neighbors_2048_mean_k50,20,1,16,0.29738500976562504
neighbors_2048_mean_k50,20,2,1,0.537765625
neighbors_2048_mean_k50,21,0,28,0.39922070312499996
neighbors_2048_mean_k50,21,1,16,0.371354248046875
neighbors_2048_mean_k50,21,2,1,0.592744140625
neighbors_2048_mean_k50,22,0,28,0.37597119140624996
neighbors_2048_mean_k50,22,1,16,0.3273179931640625
neighbors_2048_mean_k50,22,2,1,0.5623261718749999
neighbors_2048_mean_k50,23,0,28,0.38149246651785707
neighbors_2048_mean_k50,23,1,16,0.361888427734375
neighbors_2048_mean_k50,23,2,1,0.598484375
neighbors_2048_mean_k50,24,0,28,0.34061349051339285
neighbors_2048_mean_k50,24,1,16,0.33143798828125
neighbors_2048_mean_k50,24,2,1,0.5783300781249999
neighbors_2048_mean_k50,25,0,28,0.3399647739955357
neighbors_2048_mean_k50,25,1,16,0.33243884277343755
neighbors_2048_mean_k50,25,2,1,0.56318359375
neighbors_2048_mean_k50,26,0,28,0.35209458705357155
neighbors_2048_mean_k50,26,1,16,0.30333740234375
neighbors_2048_mean_k50,26,2,1,0.536986328125
neighbors_2048_mean_k50,27,0,28,0.3328957868303571
neighbors_2048_mean_k50,27,1,16,0.30652734375
neighbors_2048_mean_k50,27,2,1,0.5783359375
neighbors_2048_mean_k50,28,0,28,0.38870912388392853
neighbors_2048_mean_k50,28,1,16,0.3735394287109375
neighbors_2048_mean_k50,28,2,1,0.6095117187500001
neighbors_2048_mean_k50,29,0,28,0.3935529436383928
neighbors_2048_mean_k50,29,1,16,0.362467529296875
neighbors_2048_mean_k50,29,2,1,0.614892578125
neighbors_2048_mean_k50,30,0,28,0.37618819754464283
neighbors_2048_mean_k50,30,1,16,0.37556225585937497
neighbors_2048_mean_k50,30,2,1,0.619845703125
neighbors_2048_mean_k50,31,0,28,0.3802580915178571
neighbors_2048_mean_k50,31,1,16,0.360749755859375
neighbors_2048_mean_k50,31,2,1,0.594734375
neighbors_2048_mean_k50,32,0,28,0.3545617327008928
neighbors_2048_mean_k50,32,1,16,0.3148292236328125
neighbors_2048_mean_k50,32,2,1,0.5784062499999999
neighbors_2048_mean_k50,33,0,28,0.32289990234375
neighbors_2048_mean_k50,33,1,16,0.30417187500000004
neighbors_2048_mean_k50,33,2,1,0.5631933593749999
neighbors_2048_mean_k50,34,0,28,0.38385135323660713
neighbors_2048_mean_k50,34,1,16,0.35667114257812504
neighbors_2048_mean_k50,34,2,1,0.5995332031249999
neighbors_2048_mean_k50,35,0,28,0.3720546177455356
neighbors_2048_mean_k50,35,1,16,0.3511995849609375
neighbors_2048_mean_k50,35,2,1,0.59498828125
neighbors_2048_mean_k50,36,0,28,0.34252532087053567
neighbors_2048_mean_k50,36,1,16,0.30495947265625
neighbors_2048_mean_k50,36,2,1,0.5929003906249999
neighbors_2048_cls_k10,11,0,28,0.23193254743303568
neighbors_2048_cls_k10,11,1,16,0.15799072265625003
neighbors_2048_cls_k10,11,2,1,0.3176953125
neighbors_2048_cls_k10,12,0,28,0.18020751953125005
neighbors_2048_cls_k10,12,1,16,0.13266845703125002
neighbors_2048_cls_k10,12,2,1,0.27472656250000005
neighbors_2048_cls_k10,13,0,28,0.22887625558035715
neighbors_2048_cls_k10,13,1,16,0.15887023925781252
neighbors_2048_cls_k10,13,2,1,0.31921875
neighbors_2048_cls_k10,14,0,28,0.21938650948660715
neighbors_2048_cls_k10,14,1,16,0.1151336669921875
neighbors_2048_cls_k10,14,2,1,0.27126953125000003
neighbors_2048_cls_k10,15,0,28,0.22255650111607145
neighbors_2048_cls_k10,15,1,16,0.14399536132812502
neighbors_2048_cls_k10,15,2,1,0.313076171875
neighbors_2048_cls_k10,16,0,28,0.19555280412946432
neighbors_2048_cls_k10,16,1,16,0.15285949707031254
neighbors_2048_cls_k10,16,2,1,0.330078125
neighbors_2048_cls_k10,17,0,28,0.24674142020089287
neighbors_2048_cls_k10,17,1,16,0.1281787109375
neighbors_2048_cls_k10,17,2,1,0.285712890625
neighbors_2048_cls_k10,18,0,28,0.24781249999999996
neighbors_2048_cls_k10,18,1,16,0.138157958984375
neighbors_2048_cls_k10,18,2,1,0.295830078125
neighbors_2048_cls_k10,19,0,28,0.22604875837053579
neighbors_2048_cls_k10,19,1,16,0.15145568847656252
neighbors_2048_cls_k10,19,2,1,0.296826171875
neighbors_2048_cls_k10,20,0,28,0.2233046177455357
neighbors_2048_cls_k10,20,1,16,0.12944152832031253
neighbors_2048_cls_k10,20,2,1,0.28227539062500007
neighbors_2048_cls_k10,21,0,28,0.2311819893973214
neighbors_2048_cls_k10,21,1,16,0.143787841796875
neighbors_2048_cls_k10,21,2,1,0.308955078125
neighbors_2048_cls_k10,22,0,28,0.23724260602678574
neighbors_2048_cls_k10,22,1,16,0.1342926025390625
neighbors_2048_cls_k10,22,2,1,0.299873046875
neighbors_2048_cls_k10,23,0,28,0.24025669642857148
neighbors_2048_cls_k10,23,1,16,0.15785583496093752
neighbors_2048_cls_k10,23,2,1,0.31242187499999996
neighbors_2048_cls_k10,24,0,28,0.22044189453125002
neighbors_2048_cls_k10,24,1,16,0.1347015380859375
neighbors_2048_cls_k10,24,2,1,0.294140625
neighbors_2048_cls_k10,25,0,28,0.21238909040178575
neighbors_2048_cls_k10,25,1,16,0.13066955566406252
