metric,model,field_a,field_b,field_a_name,field_b_name,value_a,value_b,raw_difference_b_minus_a,relative_difference_primary,relative_min,relative_max,relative_q05,relative_q95,half_min,half_max,external_min,external_max,positive_repetitions,negative_repetitions,direction,direction_and_alternatives,direction_minimum_0,direction_minimum_0.01,direction_minimum_0.05,direction_minimum_0.1
angle_p50,specter,19,35,Earth and Planetary Sciences,Dentistry,51.83272783277276,47.0143262875375,-4.818401545235261,-0.09749206161208636,-0.11020347715269631,-0.08615757060768138,-0.10710299449639046,-0.08728452421576824,-0.11020347715269631,-0.08615757060768138,-0.10752250648105108,-0.09893906715641806,0,25,-1,-1,-1,-1,-1,0
angle_p50,specter2,19,35,Earth and Planetary Sciences,Dentistry,35.535676368443816,32.39208607343925,-3.1435902950045644,-0.09255686282009143,-0.09837726247759958,-0.08762492880240015,-0.09755586541107351,-0.08818310044302712,-0.09837726247759958,-0.08762492880240015,-0.09483471942490654,-0.08873084141640748,0,25,-1,-1,-1,-1,-1,0
angle_p50,scincl,19,35,Earth and Planetary Sciences,Dentistry,40.04006257472259,35.725443525535084,-4.314619049187506,-0.11389402041288105,-0.12547019374295632,-0.10436206861481233,-0.12380414649042946,-0.10745848054804102,-0.12073403488364051,-0.10436206861481233,-0.12547019374295632,-0.11800337563689949,0,25,-1,-1,-1,-1,-1,-1
angle_p50,scibert,19,35,Earth and Planetary Sciences,Dentistry,34.52336928266875,32.428001377021275,-2.0953679056474783,-0.06259372690958377,-0.07611316060437977,-0.05327461231343891,-0.07174333664965842,-0.05787124202584539,-0.06987134755467524,-0.05327461231343891,-0.07611316060437977,-0.06831793032070747,0,25,-1,-1,-1,-1,-1,0
angle_p50,bert,19,35,Earth and Planetary Sciences,Dentistry,34.02511858525433,29.381072503617215,-4.644046081637118,-0.1464855718940101,-0.16394923782962978,-0.13756784856163118,-0.1567916523018263,-0.13811900491773202,-0.1561770760392984,-0.13756784856163118,-0.16394923782962978,-0.15042458984535206,0,25,-1,-1,-1,-1,-1,-1
angle_p50,mpnet,19,35,Earth and Planetary Sciences,Dentistry,81.56436340424379,69.46137385782691,-12.102989546416879,-0.16027717878860476,-0.1700556158161835,-0.15541264328373447,-0.16701336583028858,-0.15633673103091691,-0.16735506136984912,-0.15541264328373447,-0.1700556158161835,-0.16005948436017736,0,25,-1,-1,-1,-1,-1,-1
angle_p50,minilm,19,35,Earth and Planetary Sciences,Dentistry,81.92059660954315,72.59200541513886,-9.328591194404297,-0.12074861302140441,-0.13036791945726886,-0.1152538650311635,-0.12666802773776284,-0.11645561789317747,-0.12688914699878287,-0.1152538650311635,-0.13036791945726886,-0.12053326776782637,0,25,-1,-1,-1,-1,-1,-1
angle_p50,pubmedbert,19,35,Earth and Planetary Sciences,Dentistry,9.876489559974075,9.323681917991824,-0.5528076419822519,-0.05758361508558957,-0.06890554968744335,-0.0484494693366255,-0.06590353470589265,-0.05307741387756867,-0.06600409385152158,-0.0484494693366255,-0.06890554968744335,-0.059839965101116305,0,25,-1,-1,-1,-1,0,0
angle_p50,biobert,19,35,Earth and Planetary Sciences,Dentistry,22.71279333364785,21.023513701671924,-1.689279631975925,-0.07724838910663981,-0.08949164346334426,-0.06601601883149295,-0.08573591996754445,-0.07359521361152886,-0.08544135696854005,-0.06601601883149295,-0.08949164346334426,-0.0801979010186588,0,25,-1,-1,-1,-1,-1,0
angle_p50,simcse,19,35,Earth and Planetary Sciences,Dentistry,54.75655598129473,47.72679779948629,-7.02975818180844,-0.13718829297576618,-0.1564358384608358,-0.12667693810215033,-0.15042686832616003,-0.1289299732283263,-0.1507248560625248,-0.12667693810215033,-0.1564358384608358,-0.1393293014917493,0,25,-1,-1,-1,-1,-1,-1
angle_p50,specter,19,36,Earth and Planetary Sciences,Health Professions,51.83272783277276,54.14128296792813,2.308555135155366,0.043568326190785225,0.03286314172497472,0.05168275695047539,0.03501010921974607,0.050294740149742556,0.03286314172497472,0.05168275695047539,0.03976833880030886,0.04301273815509831,25,0,1,1,1,1,0,0
angle_p50,specter2,19,36,Earth and Planetary Sciences,Health Professions,35.535676368443816,34.39690342388196,-1.1387729445618575,-0.03256773732482334,-0.0379883737419278,-0.02609551859172603,-0.03633183623465357,-0.028553916241926366,-0.0379883737419278,-0.02609551859172603,-0.036462288077202566,-0.030849006125415787,0,25,-1,-1,-1,-1,0,0
angle_p50,scincl,19,36,Earth and Planetary Sciences,Health Professions,40.04006257472259,43.527845792207614,3.487783217485024,0.08347183232517574,0.07641034246079333,0.09171557302298372,0.07904849100649308,0.08905346226846937,0.07641034246079333,0.09171557302298372,0.08006122126125094,0.08311975399232316,25,0,1,1,1,1,1,0
angle_p50,scibert,19,36,Earth and Planetary Sciences,Health Professions,34.52336928266875,35.31741204319533,0.7940427605265796,0.022738656282257894,0.015419808492310488,0.031914260673395534,0.01613190738299005,0.030673977433395373,0.015419808492310488,0.031914260673395534,0.021553703020473235,0.028714878617666976,25,0,1,1,1,1,0,0
angle_p50,bert,19,36,Earth and Planetary Sciences,Health Professions,34.02511858525433,33.63146854738209,-0.3936500378722414,-0.011636709877207245,-0.025604226261742795,-0.00022274184208245163,-0.020612755483271558,-0.0010428673277565594,-0.025604226261742795,-0.00022274184208245163,-0.020260008768418797,-0.0024238964074489947,0,25,-1,-1,-1,0,0,0
angle_p50,mpnet,19,36,Earth and Planetary Sciences,Health Professions,81.56436340424379,81.21362503056164,-0.3507383736821481,-0.0043094078880649535,-0.009514446039338403,0.0012972371172647237,-0.009217440485066397,-0.0008715524153041771,-0.009514446039338403,0.0012972371172647237,-0.00937717313348031,-0.003495915339249999,1,24,0,0,0,0,0,0
angle_p50,minilm,19,36,Earth and Planetary Sciences,Health Professions,81.92059660954315,83.03500264245281,1.1144060329096561,0.013511587820759249,0.008118320061168334,0.019116371294984325,0.00874363260231912,0.017423678973243446,0.008118320061168334,0.019116371294984325,0.008507967009964508,0.012636547433593343,25,0,1,0,1,0,0,0
angle_p50,pubmedbert,19,36,Earth and Planetary Sciences,Health Professions,9.876489559974075,10.298246881143458,0.42175732116938214,0.04181044172748756,0.03414811180477398,0.04963296140005825,0.035661693663039666,0.04954499774858632,0.03414811180477398,0.04963296140005825,0.035773643822623984,0.04948925687360635,25,0,1,1,1,1,0,0
angle_p50,biobert,19,36,Earth and Planetary Sciences,Health Professions,22.71279333364785,24.008401267091255,1.2956079334434065,0.05546125027474836,0.04634276508390091,0.06550703829271351,0.049281014511581615,0.06519628091609418,0.04634276508390091,0.06550703829271351,0.05053392023532921,0.06048429817011312,25,0,1,1,1,1,0,0
angle_p50,simcse,19,36,Earth and Planetary Sciences,Health Professions,54.75655598129473,57.029413550164236,2.2728575688695045,0.04066445151204551,0.03092606116547968,0.05069566474434873,0.03218216469586191,0.049596603542852224,0.03092606116547968,0.05069566474434873,0.03325639082146199,0.045065896765734074,25,0,1,1,1,1,0,0
angle_p50,specter,20,21,"Economics, Econometrics and Finance",Energy,52.33243848187477,54.277186182177545,1.944747700302777,0.03648352963310875,0.027031547709216203,0.04245805944607836,0.028986795586483788,0.04232337639654647,0.027031547709216203,0.04240741548926759,0.03171248485452344,0.04245805944607836,25,0,1,0,1,1,0,0
angle_p50,specter2,20,21,"Economics, Econometrics and Finance",Energy,33.84619270633864,35.404749128464665,1.5585564221260242,0.04501184766104491,0.03707121728312995,0.04957797622152706,0.03895195461557748,0.04771234308952295,0.03890766057150365,0.04957797622152706,0.03707121728312995,0.04400139387166397,25,0,1,0,1,1,0,0
angle_p50,scincl,20,21,"Economics, Econometrics and Finance",Energy,40.94737106355957,42.20127385070516,1.2539027871455843,0.0301605104554258,0.017240637919848766,0.03384314030330711,0.021741214010628854,0.03340186479017408,0.021905082988922128,0.03384314030330711,0.017240637919848766,0.03058639538980424,25,0,1,0,1,1,0,0
angle_p50,scibert,20,21,"Economics, Econometrics and Finance",Energy,34.679778105446275,34.88631521785755,0.20653711241127581,0.005937867215035585,-0.002894292756007243,0.015664313735779936,-0.0007814825894681319,0.012172686920299627,-0.002894292756007243,0.015664313735779936,0.002114472184803703,0.012143217433423297,23,2,0,0,0,0,0,0
angle_p50,bert,20,21,"Economics, Econometrics and Finance",Energy,34.45560784992233,34.78464880635323,0.3290409564309016,0.00950432515189353,-0.0006813043930142397,0.027707267282234327,0.0007612762036687465,0.017637691074281304,0.0020683153140519535,0.027707267282234327,-0.0006813043930142397,0.011478851780890139,24,1,0,0,0,0,0,0
angle_p50,mpnet,20,21,"Economics, Econometrics and Finance",Energy,82.30084902710634,83.30028627526012,0.9994372481537823,0.012070415415074757,0.007913968925766022,0.01658552581448623,0.008223524212499469,0.013852991445936729,0.007913968925766022,0.01658552581448623,0.00806674619696309,0.011407034546374166,25,0,1,0,1,0,0,0
angle_p50,minilm,20,21,"Economics, Econometrics and Finance",Energy,83.60889891816075,84.33974989455197,0.7308509763912241,0.008703267118346748,0.004321007138256267,0.014345769825217767,0.005018686171966904,0.011341704883646171,0.004991166368091492,0.014345769825217767,0.004321007138256267,0.007884322557239204,25,0,1,0,1,0,0,0
angle_p50,pubmedbert,20,21,"Economics, Econometrics and Finance",Energy,9.97983220059202,10.241859456054616,0.26202725546259664,0.025915463445064582,0.016993361973226564,0.039066520343531946,0.018015532410353974,0.031585103965800304,0.016993361973226564,0.039066520343531946,0.024219113090022067,0.03173478460786768,25,0,1,0,1,1,0,0
angle_p50,biobert,20,21,"Economics, Econometrics and Finance",Energy,23.642787034090894,23.20994493523509,-0.4328420988558044,-0.018476706935219134,-0.028691589567382814,-0.006764962448168012,-0.025943880063832622,-0.010593691969894261,-0.026183156103459816,-0.006764962448168012,-0.028691589567382814,-0.015367732317637882,0,25,-1,0,-1,0,0,0
angle_p50,simcse,20,21,"Economics, Econometrics and Finance",Energy,57.3829516716034,55.09530012946004,-2.287651542143358,-0.04067722436137169,-0.052961672997477706,-0.030192310383119775,-0.052115799894231436,-0.034172648654584734,-0.05217351022391411,-0.030192310383119775,-0.052961672997477706,-0.037595078529126524,0,25,-1,-1,-1,-1,0,0
angle_p50,specter,20,22,"Economics, Econometrics and Finance",Engineering,52.33243848187477,56.868669517547,4.53623103567223,0.08308031152387667,0.07756410619754751,0.08872926064337487,0.07860026577895451,0.08745765060771261,0.07756410619754751,0.08872926064337487,0.07905013563667632,0.08626776582332792,25,0,1,1,1,1,1,0
angle_p50,specter2,20,22,"Economics, Econometrics and Finance",Engineering,33.84619270633864,36.741060363087364,2.8948676567487226,0.08202239160380641,0.07505547222758126,0.08723901616953263,0.07601110591040486,0.0840766909498275,0.07785935105348728,0.08723901616953263,0.07505547222758126,0.08126463663770647,25,0,1,1,1,1,1,0
angle_p50,scincl,20,22,"Economics, Econometrics and Finance",Engineering,40.94737106355957,46.84648546045484,5.899114396895271,0.13438558528936875,0.12176630230721955,0.1384146616498771,0.12483064921556354,0.1381415442929552,0.13010670925398155,0.1384146616498771,0.12176630230721955,0.13281438061649006,25,0,1,1,1,1,1,1
angle_p50,scibert,20,22,"Economics, Econometrics and Finance",Engineering,34.679778105446275,34.55937824485668,-0.12039986058959329,-0.00347779686917189,-0.013045497013776634,0.006021322891772999,-0.007798233494927525,0.003487099511454965,-0.00796067962291495,0.006021322891772999,-0.013045497013776634,-0.0007234100695041965,4,21,0,0,0,0,0,0
angle_p50,bert,20,22,"Economics, Econometrics and Finance",Engineering,34.45560784992233,33.227826674713015,-1.2277811752093157,-0.036280108532684735,-0.05475907585065887,-0.023661481077746706,-0.04794389158158654,-0.02729234431479574,-0.043861750936505885,-0.023661481077746706,-0.05475907585065887,-0.040100244330389154,0,25,-1,-1,-1,-1,0,0
angle_p50,mpnet,20,22,"Economics, Econometrics and Finance",Engineering,82.30084902710634,86.7221716307176,4.421322603611259,0.05231621806785642,0.04650766190051886,0.05518510694227944,0.04864377994039896,0.05438568957536809,0.05021121089427574,0.05518510694227944,0.04650766190051886,0.05039108235435257,25,0,1,1,1,1,0,0
angle_p50,minilm,20,22,"Economics, Econometrics and Finance",Engineering,83.60889891816075,87.82645338945885,4.217554471298101,0.04920285593989061,0.04342007853455081,0.05311145133644109,0.04559351164911446,0.05185992567589309,0.0462117222383215,0.05311145133644109,0.04342007853455081,0.04618709728721959,25,0,1,1,1,1,0,0
angle_p50,pubmedbert,20,22,"Economics, Econometrics and Finance",Engineering,9.97983220059202,10.044068610255737,0.06423640966371735,0.0064159736177795985,-0.0017482467592773846,0.015424258041720929,-0.0015189864506688392,0.014601012359756447,-0.0017482467592773846,0.015424258041720929,-0.0006961820433976201,0.008447625245526606,20,5,0,0,0,0,0,0
angle_p50,biobert,20,22,"Economics, Econometrics and Finance",Engineering,23.642787034090894,22.787919105860055,-0.8548679282308385,-0.03682338690495486,-0.04613861686756885,-0.027643997997864638,-0.043630394001138384,-0.028649964275015396,-0.0440159356268216,-0.027643997997864638,-0.04613861686756885,-0.034767725089911515,0,25,-1,-1,-1,-1,0,0
angle_p50,simcse,20,22,"Economics, Econometrics and Finance",Engineering,57.3829516716034,54.52847458270145,-2.8544770889019517,-0.05101314824485404,-0.07412909678272345,-0.04288618926157998,-0.06714788398548122,-0.044869194549727404,-0.057658679272144985,-0.04288618926157998,-0.07412909678272345,-0.055534849961468465,0,25,-1,-1,-1,-1,0,0
angle_p50,specter,20,23,"Economics, Econometrics and Finance",Environmental Science,52.33243848187477,54.196552921967765,1.8641144400929974,0.03499731698437461,0.02710086847786754,0.04571387677202271,0.02925952337062734,0.04342709126967849,0.02710086847786754,0.043675481592961585,0.03714104400686515,0.04571387677202271,25,0,1,1,1,1,0,0
angle_p50,specter2,20,23,"Economics, Econometrics and Finance",Environmental Science,33.84619270633864,35.55785010702296,1.7116574006843166,0.04932442927819732,0.04065457652626816,0.05395310168110462,0.04295765425958264,0.0528462061562372,0.04065457652626816,0.05395310168110462,0.04872366505414379,0.05117045750711635,25,0,1,1,1,1,0,0
angle_p50,scincl,20,23,"Economics, Econometrics and Finance",Environmental Science,40.94737106355957,42.02613392646321,1.0787628629036377,0.026002586320376716,0.016175836143578544,0.03514187276313652,0.017714095581283024,0.030402934372471005,0.018474579472819656,0.03514187276313652,0.016175836143578544,0.02401771216328142,25,0,1,1,1,1,0,0
angle_p50,scibert,20,23,"Economics, Econometrics and Finance",Environmental Science,34.679778105446275,35.137613815207956,0.45783570976168164,0.013115233816869035,0.0062052663122772285,0.024813798897905536,0.008092502243836336,0.020202048536459738,0.0062052663122772285,0.024813798897905536,0.010830593534720661,0.017085251374890788,25,0,1,0,1,0,0,0
angle_p50,bert,20,23,"Economics, Econometrics and Finance",Environmental Science,34.45560784992233,34.47091488240344,0.015307032481111094,0.00044415507628480053,-0.013522938380498164,0.021511078797981534,-0.012224956352443736,0.009774708263446449,-0.013522938380498164,0.021511078797981534,-0.012263502165777502,0.0021381548327419637,10,15,0,0,0,0,0,0
angle_p50,mpnet,20,23,"Economics, Econometrics and Finance",Environmental Science,82.30084902710634,84.00110481356282,1.7002557864564807,0.02044781491966672,0.014424704719263614,0.02611364268164826,0.016542851030923338,0.02266377581573029,0.016785744257617263,0.02611364268164826,0.014424704719263614,0.0182388464510322,25,0,1,0,1,1,0,0
angle_p50,minilm,20,23,"Economics, Econometrics and Finance",Environmental Science,83.60889891816075,84.50780297115084,0.8989040529900905,0.01069381022692119,0.004280295126108812,0.016964120232065096,0.006195908835287016,0.013400289151101027,0.006083610420220118,0.016964120232065096,0.004280295126108812,0.008031409274198787,25,0,1,0,1,0,0,0
angle_p50,pubmedbert,20,23,"Economics, Econometrics and Finance",Environmental Science,9.97983220059202,10.158880238777247,0.1790480381852273,0.01778147820763411,0.004432063119173047,0.03153089066850127,0.008644795055483963,0.028021168176265477,0.004432063119173047,0.03153089066850127,0.014914184329235032,0.022714026787309095,25,0,1,0,1,0,0,0
angle_p50,biobert,20,23,"Economics, Econometrics and Finance",Environmental Science,23.642787034090894,23.2060305138351,-0.4367565202557948,-0.018645359397128695,-0.026028096557337763,-0.0014696961422703194,-0.025461342022838403,-0.007402693418968181,-0.026028096557337763,-0.0014696961422703194,-0.0217038766650713,-0.01470625002971156,0,25,-1,0,-1,0,0,0
angle_p50,simcse,20,23,"Economics, Econometrics and Finance",Environmental Science,57.3829516716034,56.87723007097482,-0.5057216006285827,-0.00885210565773377,-0.03136505604653116,0.0041471595142659875,-0.028479773828988957,-0.0017566007798696613,-0.020661986838206296,0.0041471595142659875,-0.03136505604653116,-0.013181339585853533,1,24,0,0,0,0,0,0
angle_p50,specter,20,24,"Economics, Econometrics and Finance",Immunology and Microbiology,52.33243848187477,55.84915161439541,3.5167131325206427,0.06501500170946165,0.05719359549689841,0.07024200058465195,0.059750421325376404,0.06985974284961691,0.05719359549689841,0.07024200058465195,0.06350518642056233,0.06912243868933261,25,0,1,1,1,1,1,0
angle_p50,specter2,20,24,"Economics, Econometrics and Finance",Immunology and Microbiology,33.84619270633864,33.872669396746545,0.026476690407903902,0.0007819591052076363,-0.0060808977778464245,0.004243224159139714,-0.004699544746651478,0.002005368017718208,-0.004016273517516061,0.004243224159139714,-0.0060808977778464245,-0.0015689964773380075,12,13,0,0,0,0,0,0
angle_p50,scincl,20,24,"Economics, Econometrics and Finance",Immunology and Microbiology,40.94737106355957,40.84006697806689,-0.10730408549267878,-0.0026239747340677274,-0.011509950122732232,0.0011443457513113469,-0.009791922668684831,-0.0011146835985825583,-0.0076448697179138355,0.0011443457513113469,-0.011509950122732232,-0.003808358719019919,1,24,0,0,0,0,0,0
angle_p50,scibert,20,24,"Economics, Econometrics and Finance",Immunology and Microbiology,34.679778105446275,34.384503551284794,-0.2952745541614803,-0.008550716725878016,-0.016750555519612097,-0.003071245360368248,-0.012899800876823695,-0.004437507442064517,-0.012921913152075743,-0.003071245360368248,-0.016750555519612097,-0.00614204321861256,0,25,-1,0,-1,0,0,0
angle_p50,bert,20,24,"Economics, Econometrics and Finance",Immunology and Microbiology,34.45560784992233,29.225550374069197,-5.230057475853133,-0.16425761156720725,-0.17338310148302227,-0.1528216431488742,-0.17302802778293425,-0.15404277909063976,-0.17338310148302227,-0.1528216431488742,-0.1720435669600223,-0.15713802343535194,0,25,-1,-1,-1,-1,-1,-1
angle_p50,mpnet,20,24,"Economics, Econometrics and Finance",Immunology and Microbiology,82.30084902710634,80.28005315687874,-2.0207958702276017,-0.024858957516926104,-0.028921460124542445,-0.02118554863038035,-0.028597469987769086,-0.023579130940284722,-0.028921460124542445,-0.02118554863038035,-0.028438719197625983,-0.024688031585541587,0,25,-1,-1,-1,-1,0,0
angle_p50,minilm,20,24,"Economics, Econometrics and Finance",Immunology and Microbiology,83.60889891816075,80.87334170202217,-2.7355572161385737,-0.03326264532662142,-0.038920701182788696,-0.029512673722709035,-0.03865745743578775,-0.03146618248495234,-0.036999574096562925,-0.029512673722709035,-0.038920701182788696,-0.036503956699702765,0,25,-1,-1,-1,-1,0,0
angle_p50,pubmedbert,20,24,"Economics, Econometrics and Finance",Immunology and Microbiology,9.97983220059202,9.794698949547398,-0.18513325104462197,-0.01872441370558783,-0.02502343162350939,-0.01054708334721225,-0.02466862589577592,-0.012984427940962984,-0.02502343162350939,-0.01054708334721225,-0.024011061577676466,-0.016110000798356713,0,25,-1,0,-1,-1,0,0
angle_p50,biobert,20,24,"Economics, Econometrics and Finance",Immunology and Microbiology,23.642787034090894,21.291976191095117,-2.3508108429957773,-0.10463216780357458,-0.11460301883407076,-0.09546273225869929,-0.11067312098788658,-0.09598068242535251,-0.10950896902215679,-0.09546273225869929,-0.11460301883407076,-0.10324004920000995,0,25,-1,-1,-1,-1,-1,0
angle_p50,simcse,20,24,"Economics, Econometrics and Finance",Immunology and Microbiology,57.3829516716034,49.49808874090592,-7.88486293069748,-0.14754465151659654,-0.15742015525162548,-0.1383218956950836,-0.15290705244926628,-0.13970292752650376,-0.1529499572762584,-0.1383218956950836,-0.15742015525162548,-0.14201207036098693,0,25,-1,-1,-1,-1,-1,-1
