metric,field_a,field_b,field_a_name,field_b_name,class,positive_count,negative_count,unresolved_count,positive_models,negative_models,unresolved_models,opposing_model_pairs,total_model_pairs,primary_point_class,minimum5pct_class,all_alternatives_class,median_absolute_primary_relative_difference,minimum_primary_relative_difference,maximum_primary_relative_difference
angle_p50,32,35,Psychology,Dentistry,unanimous,0,10,0,,specter|specter2|scincl|scibert|bert|mpnet|minilm|pubmedbert|biobert|simcse,,0,45,unanimous,unanimous,unanimous,0.10878718506065,-0.22176666021841226,-0.07507033114761877
angle_p50,32,36,Psychology,Health Professions,contradiction,6,3,1,specter|scibert|bert|pubmedbert|biobert|simcse,specter2|scincl|mpnet,minilm,18,45,contradiction,unresolved,contradiction,0.020479489411218448,-0.025143254154162867,0.03430132045874384
angle_p50,33,34,Social Sciences,Veterinary,contradiction,1,9,0,specter,specter2|scincl|scibert|bert|mpnet|minilm|pubmedbert|biobert|simcse,,9,45,contradiction,unresolved,contradiction,0.058756542087334565,-0.18723042090843914,0.052398322904390525
angle_p50,33,35,Social Sciences,Dentistry,unanimous,0,10,0,,specter|specter2|scincl|scibert|bert|mpnet|minilm|pubmedbert|biobert|simcse,,0,45,unanimous,unanimous,unanimous,0.16058715153168346,-0.24696819706815992,-0.05532764576834191
angle_p50,33,36,Social Sciences,Health Professions,contradiction,3,5,2,specter|scincl|scibert,bert|mpnet|minilm|biobert|simcse,specter2|pubmedbert,15,45,contradiction,unresolved,contradiction,0.02723001280284941,-0.08012174257837576,0.03414584453895968
angle_p50,34,35,Veterinary,Dentistry,unanimous,0,10,0,,specter|specter2|scincl|scibert|bert|mpnet|minilm|pubmedbert|biobert|simcse,,0,45,unanimous,unresolved,unanimous,0.05779336191494572,-0.15906907614122126,-0.03808377676491711
angle_p50,34,36,Veterinary,Health Professions,contradiction,9,1,0,specter2|scincl|scibert|bert|mpnet|minilm|pubmedbert|biobert|simcse,specter,,9,45,contradiction,unresolved,unresolved,0.05137718742330073,-0.01826064628398144,0.11748388571354779
angle_p50,35,36,Dentistry,Health Professions,unanimous,10,0,0,specter|specter2|scincl|scibert|bert|mpnet|minilm|pubmedbert|biobert|simcse,,,0,45,unanimous,unanimous,unanimous,0.1345559071525173,0.06003436690783042,0.19689787853198365
pr,11,12,Agricultural and Biological Sciences,Arts and Humanities,contradiction,5,3,2,specter|bert|mpnet|minilm|simcse,scibert|pubmedbert|biobert,specter2|scincl,15,45,contradiction,contradiction,contradiction,0.24273121117896707,-0.4005015957880638,0.28916248633967345
pr,11,13,Agricultural and Biological Sciences,"Biochemistry, Genetics and Molecular Biology",contradiction,8,2,0,specter|specter2|scincl|scibert|mpnet|minilm|pubmedbert|biobert,bert|simcse,,16,45,contradiction,contradiction,contradiction,0.1918767934745213,-0.3713568792675062,0.532510640941081
pr,11,14,Agricultural and Biological Sciences,"Business, Management and Accounting",contradiction,5,2,3,specter|scincl|bert|mpnet|minilm,specter2|scibert,pubmedbert|biobert|simcse,10,45,contradiction,unresolved,contradiction,0.11286362061295596,-0.09690383675048779,0.20644473055997026
pr,11,15,Agricultural and Biological Sciences,Chemical Engineering,unanimous,0,10,0,,specter|specter2|scincl|scibert|bert|mpnet|minilm|pubmedbert|biobert|simcse,,0,45,unanimous,unresolved,unanimous,0.32325417378676125,-0.5321064476914606,-0.0884082299072133
pr,11,16,Agricultural and Biological Sciences,Chemistry,contradiction,1,7,2,scincl,specter|specter2|scibert|bert|pubmedbert|biobert|simcse,mpnet|minilm,7,45,contradiction,contradiction,contradiction,0.1904878041139738,-0.8399897307018459,0.11545637369220915
pr,11,17,Agricultural and Biological Sciences,Computer Science,contradiction,5,4,1,specter|scincl|scibert|mpnet|minilm,specter2|bert|biobert|simcse,pubmedbert,20,45,contradiction,contradiction,contradiction,0.17328097654819147,-0.20672280881159427,0.4884366731347236
pr,11,18,Agricultural and Biological Sciences,Decision Sciences,contradiction,5,2,3,specter|scincl|mpnet|minilm|pubmedbert,specter2|bert,scibert|biobert|simcse,10,45,contradiction,contradiction,contradiction,0.08490413371172292,-0.09564525191369681,0.36936625380332777
pr,11,19,Agricultural and Biological Sciences,Earth and Planetary Sciences,unanimous,0,10,0,,specter|specter2|scincl|scibert|bert|mpnet|minilm|pubmedbert|biobert|simcse,,0,45,unanimous,unresolved,unresolved,0.1508579713380861,-0.2617937688921861,-0.08538397554671268
pr,11,20,Agricultural and Biological Sciences,"Economics, Econometrics and Finance",contradiction,5,2,3,scincl|bert|mpnet|minilm|simcse,scibert|pubmedbert,specter|specter2|biobert,10,45,contradiction,unresolved,contradiction,0.0855581911377588,-0.08602798855372495,0.18849000206993619
pr,11,21,Agricultural and Biological Sciences,Energy,unanimous,0,10,0,,specter|specter2|scincl|scibert|bert|mpnet|minilm|pubmedbert|biobert|simcse,,0,45,unanimous,unanimous,unanimous,0.5010774761290923,-0.6630473483943801,-0.345113676374781
pr,11,22,Agricultural and Biological Sciences,Engineering,contradiction,6,2,2,specter|scincl|scibert|mpnet|minilm|pubmedbert,specter2|simcse,bert|biobert,12,45,contradiction,unresolved,contradiction,0.08076611775135628,-0.05808727898731186,0.4225822102412107
pr,11,23,Agricultural and Biological Sciences,Environmental Science,contradiction,1,2,7,specter,specter2|scibert,scincl|bert|mpnet|minilm|pubmedbert|biobert|simcse,2,45,contradiction,unresolved,unresolved,0.03316150079613276,-0.08305766239834281,0.07131561371149943
pr,11,24,Agricultural and Biological Sciences,Immunology and Microbiology,contradiction,2,6,2,specter|scincl,specter2|scibert|bert|mpnet|minilm|simcse,pubmedbert|biobert,12,45,contradiction,contradiction,unresolved,0.1311826552224542,-0.5470748876683712,0.1678382110658184
pr,11,25,Agricultural and Biological Sciences,Materials Science,contradiction,3,2,5,specter|minilm|pubmedbert,bert|simcse,specter2|scincl|scibert|mpnet|biobert,6,45,contradiction,contradiction,contradiction,0.027669740539929266,-0.12421996902763405,0.23350408276263615
pr,11,26,Agricultural and Biological Sciences,Mathematics,contradiction,2,7,1,specter|mpnet,specter2|scincl|scibert|bert|pubmedbert|biobert|simcse,minilm,14,45,contradiction,contradiction,contradiction,0.2315196972400296,-0.8933580577914908,0.0896356920486842
pr,11,27,Agricultural and Biological Sciences,Medicine,contradiction,7,2,1,specter|specter2|scincl|mpnet|minilm|pubmedbert|biobert,bert|simcse,scibert,14,45,contradiction,contradiction,contradiction,0.18327559976329652,-0.199643817548712,0.4543028266552056
pr,11,28,Agricultural and Biological Sciences,Neuroscience,contradiction,2,5,3,specter|scincl,specter2|bert|mpnet|minilm|simcse,scibert|pubmedbert|biobert,10,45,contradiction,contradiction,contradiction,0.08640170714041771,-0.46970449220854127,0.37958052669860387
pr,11,29,Agricultural and Biological Sciences,Nursing,unresolved,0,8,2,,specter2|scincl|scibert|bert|mpnet|minilm|pubmedbert|simcse,specter|biobert,0,45,unanimous,unresolved,unresolved,0.1484543492272502,-0.37987626638449656,-0.02043744478656469
pr,11,30,Agricultural and Biological Sciences,"Pharmacology, Toxicology and Pharmaceutics",contradiction,1,9,0,specter,specter2|scincl|scibert|bert|mpnet|minilm|pubmedbert|biobert|simcse,,9,45,contradiction,contradiction,contradiction,0.1952311073955807,-0.4861253315253489,0.20353605857160553
pr,11,31,Agricultural and Biological Sciences,Physics and Astronomy,contradiction,2,7,1,specter|scincl,specter2|scibert|bert|mpnet|pubmedbert|biobert|simcse,minilm,14,45,contradiction,contradiction,contradiction,0.09355209608893066,-0.33200732214846834,0.13769649401233988
pr,11,32,Agricultural and Biological Sciences,Psychology,contradiction,4,4,2,specter|scincl|mpnet|minilm,specter2|scibert|pubmedbert|biobert,bert|simcse,16,45,contradiction,contradiction,contradiction,0.11118230309287598,-0.24800890295651973,0.266145968816462
pr,11,33,Agricultural and Biological Sciences,Social Sciences,contradiction,5,3,2,scincl|bert|mpnet|minilm|simcse,scibert|pubmedbert|biobert,specter|specter2,15,45,contradiction,contradiction,contradiction,0.18805022699887602,-0.2320330923793616,0.2992599421021287
pr,11,34,Agricultural and Biological Sciences,Veterinary,unresolved,0,7,3,,specter2|scibert|bert|mpnet|minilm|pubmedbert|simcse,specter|scincl|biobert,0,45,contradiction,unresolved,unresolved,0.13582292273142793,-0.3364873618847166,0.04507868494231882
pr,11,35,Agricultural and Biological Sciences,Dentistry,unresolved,0,9,1,,specter|specter2|scincl|scibert|bert|mpnet|minilm|pubmedbert|simcse,biobert,0,45,unanimous,unresolved,unresolved,0.1707866256899888,-0.370439525175245,-0.09161501783401757
pr,11,36,Agricultural and Biological Sciences,Health Professions,contradiction,5,3,2,specter|scincl|bert|mpnet|minilm,scibert|pubmedbert|biobert,specter2|simcse,15,45,contradiction,contradiction,contradiction,0.17500276615367494,-0.1871539811472327,0.3157381047263073
pr,12,13,Arts and Humanities,"Biochemistry, Genetics and Molecular Biology",contradiction,6,4,0,specter|specter2|scincl|scibert|pubmedbert|biobert,bert|mpnet|minilm|simcse,,24,45,contradiction,contradiction,contradiction,0.3519789224643426,-0.6432508967062082,0.6065768502045179
pr,12,14,Arts and Humanities,"Business, Management and Accounting",contradiction,4,5,1,specter|scincl|pubmedbert|biobert,specter2|bert|mpnet|minilm|simcse,scibert,20,45,contradiction,contradiction,contradiction,0.1428547459149906,-0.23653374182283315,0.361179738972104
pr,12,15,Arts and Humanities,Chemical Engineering,contradiction,2,8,0,pubmedbert|biobert,specter|specter2|scincl|scibert|bert|mpnet|minilm|simcse,,16,45,contradiction,contradiction,contradiction,0.3848421896674662,-0.7908479354624545,0.19378312901255718
pr,12,16,Arts and Humanities,Chemistry,contradiction,1,8,1,scincl,specter|specter2|scibert|bert|mpnet|minilm|biobert|simcse,pubmedbert,8,45,contradiction,contradiction,contradiction,0.2301568452896463,-1.064511482060277,0.11083582610100504
pr,12,17,Arts and Humanities,Computer Science,contradiction,6,4,0,specter|scincl|scibert|mpnet|pubmedbert|biobert,specter2|bert|minilm|simcse,,24,45,contradiction,contradiction,contradiction,0.2520484667848989,-0.39754711847196006,0.39205363292989526
pr,12,18,Arts and Humanities,Decision Sciences,contradiction,5,5,0,specter|scincl|scibert|pubmedbert|biobert,specter2|bert|mpnet|minilm|simcse,,25,45,contradiction,contradiction,contradiction,0.2370110208719592,-0.3613879958242777,0.3472190139268906
pr,12,19,Arts and Humanities,Earth and Planetary Sciences,contradiction,2,8,0,pubmedbert|biobert,specter|specter2|scincl|scibert|bert|mpnet|minilm|simcse,,16,45,contradiction,contradiction,unresolved,0.23513889852174502,-0.45344782240326037,0.1514953134610157
pr,12,20,Arts and Humanities,"Economics, Econometrics and Finance",contradiction,3,5,2,scincl|pubmedbert|biobert,specter|bert|mpnet|minilm|simcse,specter2|scibert,15,45,contradiction,contradiction,contradiction,0.11456827924288357,-0.19847220202054924,0.3172058876412144
pr,12,21,Arts and Humanities,Energy,unanimous,0,10,0,,specter|specter2|scincl|scibert|bert|mpnet|minilm|pubmedbert|biobert|simcse,,0,45,unanimous,unanimous,unresolved,0.5349983855823295,-0.9086560381450876,-0.12888600751594018
pr,12,22,Arts and Humanities,Engineering,contradiction,7,3,0,specter|scincl|scibert|mpnet|minilm|pubmedbert|biobert,specter2|bert|simcse,,21,45,contradiction,contradiction,contradiction,0.24701233968691388,-0.32665507370776137,0.40996506958532014
pr,12,23,Arts and Humanities,Environmental Science,contradiction,2,5,3,pubmedbert|biobert,specter2|bert|mpnet|minilm|simcse,specter|scincl|scibert,10,45,contradiction,contradiction,contradiction,0.21408510028301786,-0.27681091196890256,0.33453959277358336
pr,12,24,Arts and Humanities,Immunology and Microbiology,contradiction,4,6,0,specter|scincl|pubmedbert|biobert,specter2|scibert|bert|mpnet|minilm|simcse,,24,45,contradiction,contradiction,contradiction,0.3151043053240008,-0.8044237162346549,0.3896825759991254
pr,12,25,Arts and Humanities,Materials Science,contradiction,4,4,2,specter|scibert|pubmedbert|biobert,bert|mpnet|minilm|simcse,specter2|scincl,16,45,contradiction,contradiction,contradiction,0.24679754965044956,-0.4097033444188141,0.37787833175928515
pr,12,26,Arts and Humanities,Mathematics,unanimous,0,10,0,,specter|specter2|scincl|scibert|bert|mpnet|minilm|pubmedbert|biobert|simcse,,0,45,unanimous,unresolved,unresolved,0.24389017731764884,-1.1107845147451463,-0.058086679443596315
pr,12,27,Arts and Humanities,Medicine,contradiction,5,3,2,specter|specter2|scincl|pubmedbert|biobert,bert|minilm|simcse,scibert|mpnet,15,45,contradiction,contradiction,contradiction,0.2944872076227585,-0.4818520343136566,0.5891943744942068
pr,12,28,Arts and Humanities,Neuroscience,contradiction,5,5,0,specter|scincl|scibert|pubmedbert|biobert,specter2|bert|mpnet|minilm|simcse,,25,45,contradiction,contradiction,contradiction,0.29780417979249185,-0.7339456842499926,0.40953847399835236
pr,12,29,Arts and Humanities,Nursing,contradiction,2,8,0,pubmedbert|biobert,specter|specter2|scincl|scibert|bert|mpnet|minilm|simcse,,16,45,contradiction,contradiction,contradiction,0.2449983354361791,-0.6511570100773644,0.33487700317060126
pr,12,30,Arts and Humanities,"Pharmacology, Toxicology and Pharmaceutics",contradiction,3,6,1,specter|pubmedbert|biobert,specter2|scibert|bert|mpnet|minilm|simcse,scincl,18,45,contradiction,contradiction,contradiction,0.2000577205453355,-0.7489673797306687,0.2013333577814598
pr,12,31,Arts and Humanities,Physics and Astronomy,contradiction,4,5,1,specter|scincl|pubmedbert|biobert,specter2|bert|mpnet|minilm|simcse,scibert,20,45,contradiction,contradiction,unresolved,0.1944436897553124,-0.4773287786545126,0.15476053677974025
pr,12,32,Arts and Humanities,Psychology,contradiction,3,5,2,specter|scincl|biobert,specter2|bert|mpnet|minilm|simcse,scibert|pubmedbert,15,45,contradiction,contradiction,contradiction,0.14390851155082846,-0.2711429223614891,0.30998215029471543
pr,12,33,Arts and Humanities,Social Sciences,contradiction,3,3,4,specter2|scincl|biobert,specter|bert|simcse,scibert|mpnet|minilm|pubmedbert,9,45,contradiction,contradiction,unresolved,0.05661749465985718,-0.09560682815355072,0.18674789949438175
pr,12,34,Arts and Humanities,Veterinary,contradiction,2,6,2,pubmedbert|biobert,specter|specter2|bert|mpnet|minilm|simcse,scincl|scibert,12,45,contradiction,contradiction,contradiction,0.3099425752251529,-0.6023193476624867,0.42967227246181766
pr,12,35,Arts and Humanities,Dentistry,contradiction,2,8,0,pubmedbert|biobert,specter|specter2|scincl|scibert|bert|mpnet|minilm|simcse,,16,45,contradiction,contradiction,contradiction,0.252310507886741,-0.6340178787988531,0.3029064129173346
pr,12,36,Arts and Humanities,Health Professions,contradiction,4,5,1,specter|specter2|scincl|biobert,scibert|bert|mpnet|minilm|simcse,pubmedbert,20,45,contradiction,contradiction,contradiction,0.15286870115901924,-0.2787433113166323,0.3119711389500806
pr,13,14,"Biochemistry, Genetics and Molecular Biology","Business, Management and Accounting",contradiction,2,6,2,bert|simcse,specter|specter2|scincl|scibert|pubmedbert|biobert,mpnet|minilm,12,45,contradiction,contradiction,contradiction,0.18872112125907947,-0.3851646152027719,0.4942688948009501
pr,13,15,"Biochemistry, Genetics and Molecular Biology",Chemical Engineering,unanimous,0,10,0,,specter|specter2|scincl|scibert|bert|mpnet|minilm|pubmedbert|biobert|simcse,,0,45,unanimous,unanimous,unresolved,0.4495050942224861,-0.7932085234093129,-0.13809916767140892
pr,13,16,"Biochemistry, Genetics and Molecular Biology",Chemistry,unanimous,0,10,0,,specter|specter2|scincl|scibert|bert|mpnet|minilm|pubmedbert|biobert|simcse,,0,45,unanimous,unanimous,unresolved,0.319689588273237,-0.6823890655907855,-0.1445009481524507
pr,13,17,"Biochemistry, Genetics and Molecular Biology",Computer Science,contradiction,4,5,1,bert|mpnet|minilm|simcse,specter|specter2|scincl|pubmedbert|biobert,scibert,20,45,contradiction,contradiction,contradiction,0.11420247216325854,-0.3605762494946507,0.26248458442299866
pr,13,18,"Biochemistry, Genetics and Molecular Biology",Decision Sciences,contradiction,2,5,3,bert|simcse,specter|specter2|scincl|pubmedbert|biobert,scibert|mpnet|minilm,10,45,contradiction,contradiction,contradiction,0.15930282280570418,-0.2737730131501073,0.29925430038933803
pr,13,19,"Biochemistry, Genetics and Molecular Biology",Earth and Planetary Sciences,contradiction,2,8,0,bert|simcse,specter|specter2|scincl|scibert|mpnet|minilm|pubmedbert|biobert,,16,45,contradiction,contradiction,contradiction,0.2838250964630832,-0.6842196466911932,0.2395517881037329
pr,13,20,"Biochemistry, Genetics and Molecular Biology","Economics, Econometrics and Finance",contradiction,2,6,2,bert|simcse,specter|specter2|scincl|scibert|pubmedbert|biobert,mpnet|minilm,12,45,contradiction,contradiction,contradiction,0.23040691444581485,-0.5114610592248184,0.521265731181875
pr,13,21,"Biochemistry, Genetics and Molecular Biology",Energy,unanimous,0,10,0,,specter|specter2|scincl|scibert|bert|mpnet|minilm|pubmedbert|biobert|simcse,,0,45,unanimous,unanimous,unresolved,0.6410153382928991,-0.8390737643968509,-0.2750811727775295
pr,13,22,"Biochemistry, Genetics and Molecular Biology",Engineering,contradiction,4,4,2,bert|mpnet|minilm|simcse,specter|specter2|scincl|biobert,scibert|pubmedbert,16,45,contradiction,contradiction,contradiction,0.16273330221868243,-0.2096451759550694,0.38643373347264276
pr,13,23,"Biochemistry, Genetics and Molecular Biology",Environmental Science,contradiction,2,8,0,bert|simcse,specter|specter2|scincl|scibert|mpnet|minilm|pubmedbert|biobert,,16,45,contradiction,contradiction,contradiction,0.20870950418344236,-0.46561561953934416,0.3855463456079365
pr,13,24,"Biochemistry, Genetics and Molecular Biology",Immunology and Microbiology,unanimous,0,10,0,,specter|specter2|scincl|scibert|bert|mpnet|minilm|pubmedbert|biobert|simcse,,0,45,unanimous,unanimous,unresolved,0.20071388680873117,-0.39108248282147495,-0.09576936761062785
pr,13,25,"Biochemistry, Genetics and Molecular Biology",Materials Science,contradiction,2,8,0,bert|simcse,specter|specter2|scincl|scibert|mpnet|minilm|pubmedbert|biobert,,16,45,contradiction,contradiction,contradiction,0.18126896043076549,-0.34317410490452394,0.2500202652005442
pr,13,26,"Biochemistry, Genetics and Molecular Biology",Mathematics,unanimous,0,10,0,,specter|specter2|scincl|scibert|bert|mpnet|minilm|pubmedbert|biobert|simcse,,0,45,unanimous,unresolved,unresolved,0.5121185648179496,-0.9294519654480297,-0.07226684197089253
pr,13,27,"Biochemistry, Genetics and Molecular Biology",Medicine,contradiction,5,3,2,scincl|bert|mpnet|minilm|simcse,specter|specter2|scibert,pubmedbert|biobert,15,45,contradiction,unresolved,contradiction,0.06635480879639663,-0.10861309665981037,0.1749558288625798
pr,13,28,"Biochemistry, Genetics and Molecular Biology",Neuroscience,unresolved,0,9,1,,specter|specter2|scincl|scibert|bert|mpnet|minilm|pubmedbert|biobert,simcse,0,45,contradiction,unresolved,unresolved,0.16884152916318457,-0.2832844299127291,0.02034375636859389
pr,13,29,"Biochemistry, Genetics and Molecular Biology",Nursing,unresolved,0,8,2,,specter|specter2|scincl|scibert|mpnet|minilm|pubmedbert|biobert,bert|simcse,0,45,unanimous,unresolved,unresolved,0.30206667634927814,-0.5514477127433481,-0.0088308275889431
pr,13,30,"Biochemistry, Genetics and Molecular Biology","Pharmacology, Toxicology and Pharmaceutics",unanimous,0,10,0,,specter|specter2|scincl|scibert|bert|mpnet|minilm|pubmedbert|biobert|simcse,,0,45,unanimous,unanimous,unresolved,0.3156907590940541,-0.41800563867097523,-0.10987187986718344
pr,13,31,"Biochemistry, Genetics and Molecular Biology",Physics and Astronomy,contradiction,2,8,0,bert|simcse,specter|specter2|scincl|scibert|mpnet|minilm|pubmedbert|biobert,,16,45,contradiction,contradiction,contradiction,0.21219294469137343,-0.5266150426607409,0.1797173165362142
pr,13,32,"Biochemistry, Genetics and Molecular Biology",Psychology,contradiction,2,6,2,bert|simcse,specter|specter2|scincl|scibert|pubmedbert|biobert,mpnet|minilm,12,45,contradiction,contradiction,contradiction,0.21454763995927123,-0.3685846919130615,0.38907280617172413
pr,13,33,"Biochemistry, Genetics and Molecular Biology",Social Sciences,contradiction,4,6,0,bert|mpnet|minilm|simcse,specter|specter2|scincl|scibert|pubmedbert|biobert,,24,45,contradiction,contradiction,contradiction,0.3030697079925393,-0.5064751646152026,0.5561954594351025
pr,13,34,"Biochemistry, Genetics and Molecular Biology",Veterinary,contradiction,1,8,1,bert,specter|specter2|scincl|scibert|mpnet|minilm|pubmedbert|biobert,simcse,8,45,contradiction,contradiction,contradiction,0.2839034953189338,-0.5298590900748604,0.22459611198752244
pr,13,35,"Biochemistry, Genetics and Molecular Biology",Dentistry,contradiction,1,9,0,bert,specter|specter2|scincl|scibert|mpnet|minilm|pubmedbert|biobert|simcse,,9,45,contradiction,contradiction,contradiction,0.295289470227038,-0.6251064217363693,0.1753747506845728
pr,13,36,"Biochemistry, Genetics and Molecular Biology",Health Professions,contradiction,3,6,1,bert|minilm|simcse,specter|specter2|scincl|scibert|pubmedbert|biobert,mpnet,18,45,contradiction,contradiction,contradiction,0.1993248031928181,-0.30923520116731773,0.4172582682063487
pr,14,15,"Business, Management and Accounting",Chemical Engineering,unresolved,0,9,1,,specter|specter2|scincl|scibert|bert|mpnet|minilm|biobert|simcse,pubmedbert,0,45,unanimous,unresolved,unresolved,0.39608600124580173,-0.6543978693901309,-0.05886659531319889
pr,14,16,"Business, Management and Accounting",Chemistry,unanimous,0,10,0,,specter|specter2|scincl|scibert|bert|mpnet|minilm|pubmedbert|biobert|simcse,,0,45,unanimous,unresolved,unresolved,0.23551892313299455,-0.9432945791417562,-0.035707359280431325
pr,14,17,"Business, Management and Accounting",Computer Science,contradiction,5,4,1,specter|scincl|scibert|mpnet|minilm,specter2|bert|biobert|simcse,pubmedbert,20,45,contradiction,contradiction,contradiction,0.1250184561270526,-0.2395541266286425,0.33956677228752824
pr,14,18,"Business, Management and Accounting",Decision Sciences,contradiction,2,2,6,specter|scibert,bert|simcse,specter2|scincl|mpnet|minilm|pubmedbert|biobert,4,45,contradiction,contradiction,contradiction,0.04427670996827379,-0.20250274561252765,0.21717112659115462
pr,14,19,"Business, Management and Accounting",Earth and Planetary Sciences,unresolved,0,8,2,,specter|scincl|scibert|bert|mpnet|minilm|biobert|simcse,specter2|pubmedbert,0,45,unanimous,unresolved,unresolved,0.23218134376836813,-0.401007891824067,-0.023246524116652855
pr,14,20,"Business, Management and Accounting","Economics, Econometrics and Finance",contradiction,2,2,6,scibert|simcse,specter|scincl,specter2|bert|mpnet|minilm|pubmedbert|biobert,4,45,contradiction,unresolved,contradiction,0.04189202032145352,-0.1328386373903052,0.05412989922453632
pr,14,21,"Business, Management and Accounting",Energy,unanimous,0,10,0,,specter|specter2|scincl|scibert|bert|mpnet|minilm|pubmedbert|biobert|simcse,,0,45,unanimous,unanimous,unresolved,0.5064696704499215,-0.7753146799478455,-0.423457884528208
pr,14,22,"Business, Management and Accounting",Engineering,contradiction,5,2,3,specter|scibert|mpnet|minilm|pubmedbert,bert|simcse,specter2|scincl|biobert,10,45,contradiction,contradiction,contradiction,0.11495252702841022,-0.11324255488133587,0.2717310169743232
pr,14,23,"Business, Management and Accounting",Environmental Science,unresolved,0,5,5,,specter|scincl|bert|mpnet|minilm,specter2|scibert|pubmedbert|biobert|simcse,0,45,contradiction,unresolved,unresolved,0.06258736854581902,-0.18002441482923426,0.013874091125963007
pr,14,24,"Business, Management and Accounting",Immunology and Microbiology,unresolved,0,5,5,,scincl|bert|mpnet|minilm|simcse,specter|specter2|scibert|pubmedbert|biobert,0,45,contradiction,unresolved,unresolved,0.04631578913905629,-0.6641958178050762,0.05368771423804372
pr,14,25,"Business, Management and Accounting",Materials Science,contradiction,3,5,2,specter|specter2|scibert,scincl|bert|mpnet|minilm|simcse,pubmedbert|biobert,15,45,contradiction,contradiction,contradiction,0.09792233716826737,-0.2520350794869377,0.08904208046786075
pr,14,26,"Business, Management and Accounting",Mathematics,unanimous,0,10,0,,specter|specter2|scincl|scibert|bert|mpnet|minilm|pubmedbert|biobert|simcse,,0,45,unanimous,unresolved,unresolved,0.33144081343135434,-0.993594403366852,-0.09272379619579135
pr,14,27,"Business, Management and Accounting",Medicine,contradiction,7,2,1,specter|specter2|scincl|scibert|mpnet|minilm|biobert,bert|simcse,pubmedbert,14,45,contradiction,contradiction,contradiction,0.1388082210232492,-0.326368769054972,0.3043618947932807
pr,14,28,"Business, Management and Accounting",Neuroscience,contradiction,3,6,1,specter|scibert|biobert,specter2|scincl|bert|mpnet|minilm|simcse,pubmedbert,18,45,contradiction,contradiction,contradiction,0.14480964247127467,-0.5896087478089043,0.22762560777606933
pr,14,29,"Business, Management and Accounting",Nursing,unresolved,0,8,2,,specter|specter2|scincl|bert|mpnet|minilm|pubmedbert|simcse,scibert|biobert,0,45,unanimous,unresolved,unresolved,0.21206459659753193,-0.5025513379436946,-0.027122868897001443
pr,14,30,"Business, Management and Accounting","Pharmacology, Toxicology and Pharmaceutics",contradiction,1,8,1,specter,scincl|scibert|bert|mpnet|minilm|pubmedbert|biobert|simcse,specter2,8,45,contradiction,unresolved,contradiction,0.18656849093638722,-0.6054694577018251,0.04861052123097537
pr,14,31,"Business, Management and Accounting",Physics and Astronomy,unresolved,0,7,3,,specter2|scincl|bert|mpnet|minilm|biobert|simcse,specter|scibert|pubmedbert,0,45,contradiction,unresolved,unresolved,0.11614118103483975,-0.32169552543984825,0.03334660196546757
pr,14,32,"Business, Management and Accounting",Psychology,contradiction,1,4,5,specter,scincl|bert|pubmedbert|biobert,specter2|scibert|mpnet|minilm|simcse,4,45,contradiction,contradiction,contradiction,0.04017146498828977,-0.222378114135845,0.11199358830727668
pr,14,33,"Business, Management and Accounting",Social Sciences,contradiction,5,4,1,specter2|bert|mpnet|minilm|simcse,specter|scincl|pubmedbert|biobert,scibert,20,45,contradiction,contradiction,contradiction,0.10665631847784122,-0.20635506476089602,0.14756971562169466
pr,14,34,"Business, Management and Accounting",Veterinary,contradiction,1,7,2,biobert,specter|specter2|scincl|bert|mpnet|minilm|simcse,scibert|pubmedbert,7,45,contradiction,unresolved,contradiction,0.1629691164846781,-0.5106513609392599,0.07125711204064016
pr,14,35,"Business, Management and Accounting",Dentistry,unresolved,0,8,2,,specter|scincl|scibert|bert|mpnet|minilm|pubmedbert|simcse,specter2|biobert,0,45,unanimous,unresolved,unresolved,0.2906336426256298,-0.5432650907719977,-0.02948870583918258
pr,14,36,"Business, Management and Accounting",Health Professions,contradiction,4,3,3,specter|specter2|scincl|minilm,scibert|bert|pubmedbert,mpnet|biobert|simcse,12,45,contradiction,contradiction,contradiction,0.06769520157407555,-0.16136106965816774,0.16241955873808445
pr,15,16,Chemical Engineering,Chemistry,contradiction,5,5,0,specter|specter2|scincl|mpnet|minilm,scibert|bert|pubmedbert|biobert|simcse,,25,45,contradiction,contradiction,contradiction,0.2663696230222598,-0.346614308242427,0.4855783938778291
pr,15,17,Chemical Engineering,Computer Science,unanimous,10,0,0,specter|specter2|scincl|scibert|bert|mpnet|minilm|pubmedbert|biobert|simcse,,,0,45,unanimous,unresolved,unresolved,0.3422847925364534,0.07149647896358853,0.8493792385610135
pr,15,18,Chemical Engineering,Decision Sciences,unanimous,10,0,0,specter|specter2|scincl|scibert|bert|mpnet|minilm|pubmedbert|biobert|simcse,,,0,45,unanimous,unanimous,unresolved,0.3796475690535803,0.14013475567349956,0.6537055266274339
pr,15,19,Chemical Engineering,Earth and Planetary Sciences,contradiction,7,1,2,specter|specter2|scincl|bert|mpnet|minilm|simcse,scibert,pubmedbert|biobert,7,45,contradiction,contradiction,contradiction,0.1852595602925888,-0.10733790898580217,0.4045580587179277
pr,15,20,Chemical Engineering,"Economics, Econometrics and Finance",unresolved,9,0,1,specter|specter2|scincl|scibert|bert|mpnet|minilm|biobert|simcse,,pubmedbert,0,45,unanimous,unresolved,unresolved,0.3505697917214838,0.0033260913277936392,0.6754834721983526
