source,level,group,selection,recipe,metric_a,metric_b,pairs,spearman
matched,field,17,256,mean,cka_debiased,rsa_spearman,45,0.8306982872200264
matched,field,17,256,mean,procrustes_similarity,rsa_spearman,45,0.8895915678524374
matched,field,17,256,cls,cka_debiased,rsa_spearman,45,0.8114624505928852
matched,field,17,256,sep,cka_debiased,rsa_spearman,45,0.6582345191040843
matched,field,17,512,mean,cka_debiased,procrustes_similarity,45,0.9061923583662713
matched,field,17,512,mean,cka_debiased,rsa_spearman,45,0.821870882740448
matched,field,17,512,mean,procrustes_similarity,rsa_spearman,45,0.86798418972332
matched,field,17,512,cls,cka_debiased,rsa_spearman,45,0.8255599472990777
matched,field,17,512,sep,cka_debiased,rsa_spearman,45,0.6665349143610012
matched,field,18,128,mean,cka_debiased,procrustes_similarity,45,0.9434782608695651
matched,field,18,128,mean,cka_debiased,rsa_spearman,45,0.8968379446640315
matched,field,18,128,mean,procrustes_similarity,rsa_spearman,45,0.9490118577075098
matched,field,18,128,cls,cka_debiased,rsa_spearman,45,0.9180500658761527
matched,field,18,128,sep,cka_debiased,rsa_spearman,45,0.8106719367588932
matched,field,18,256,mean,cka_debiased,procrustes_similarity,45,0.9180500658761527
matched,field,18,256,mean,cka_debiased,rsa_spearman,45,0.8766798418972331
matched,field,18,256,mean,procrustes_similarity,rsa_spearman,45,0.9470355731225295
matched,field,18,256,cls,cka_debiased,rsa_spearman,45,0.9010540184453227
matched,field,18,256,sep,cka_debiased,rsa_spearman,45,0.854018445322793
matched,field,18,512,mean,cka_debiased,procrustes_similarity,45,0.9310935441370223
matched,field,18,512,mean,cka_debiased,rsa_spearman,45,0.8747035573122529
matched,field,18,512,mean,procrustes_similarity,rsa_spearman,45,0.916205533596838
matched,field,18,512,cls,cka_debiased,rsa_spearman,45,0.8910408432147562
matched,field,18,512,sep,cka_debiased,rsa_spearman,45,0.8184453227931487
matched,field,19,128,mean,cka_debiased,procrustes_similarity,45,0.8835309617918313
matched,field,19,128,mean,cka_debiased,rsa_spearman,45,0.8723320158102765
matched,field,19,128,mean,procrustes_similarity,rsa_spearman,45,0.8114624505928852
matched,field,19,128,cls,cka_debiased,rsa_spearman,45,0.8696969696969696
matched,field,19,128,sep,cka_debiased,rsa_spearman,45,0.8587615283267457
matched,field,19,256,mean,cka_debiased,procrustes_similarity,45,0.9512516469038207
matched,field,19,256,mean,cka_debiased,rsa_spearman,45,0.8176548089591568
matched,field,19,256,mean,procrustes_similarity,rsa_spearman,45,0.8357048748353094
matched,field,19,256,cls,cka_debiased,rsa_spearman,45,0.8083003952569169
matched,field,19,256,sep,cka_debiased,rsa_spearman,45,0.8650856389986823
matched,field,19,512,mean,cka_debiased,procrustes_similarity,45,0.9375494071146244
matched,field,19,512,mean,cka_debiased,rsa_spearman,45,0.8600790513833992
matched,field,19,512,mean,procrustes_similarity,rsa_spearman,45,0.8411067193675889
matched,field,19,512,cls,cka_debiased,rsa_spearman,45,0.8422924901185771
matched,field,19,512,sep,cka_debiased,rsa_spearman,45,0.8952569169960474
matched,field,20,128,mean,cka_debiased,procrustes_similarity,45,0.9848484848484849
matched,field,20,128,mean,cka_debiased,rsa_spearman,45,0.9669301712779973
matched,field,20,128,mean,procrustes_similarity,rsa_spearman,45,0.9702239789196311
matched,field,20,128,cls,cka_debiased,rsa_spearman,45,0.9578392621870881
matched,field,20,128,sep,cka_debiased,rsa_spearman,45,0.9480895915678524
matched,field,20,256,mean,cka_debiased,procrustes_similarity,45,0.9831357048748353
matched,field,20,256,mean,cka_debiased,rsa_spearman,45,0.9102766798418972
matched,field,20,256,mean,procrustes_similarity,rsa_spearman,45,0.9217391304347824
matched,field,20,256,cls,cka_debiased,rsa_spearman,45,0.9204216073781291
matched,field,20,256,sep,cka_debiased,rsa_spearman,45,0.9472990777338602
matched,field,20,512,mean,cka_debiased,procrustes_similarity,45,0.9773386034255599
matched,field,20,512,mean,cka_debiased,rsa_spearman,45,0.883399209486166
matched,field,20,512,mean,procrustes_similarity,rsa_spearman,45,0.8856389986824769
matched,field,20,512,cls,cka_debiased,rsa_spearman,45,0.9193675889328062
matched,field,20,512,sep,cka_debiased,rsa_spearman,45,0.9296442687747035
matched,field,21,128,mean,cka_debiased,procrustes_similarity,45,0.8202898550724637
matched,field,21,128,mean,cka_debiased,rsa_spearman,45,0.8382081686429511
matched,field,21,128,mean,procrustes_similarity,rsa_spearman,45,0.8239789196310936
matched,field,21,128,cls,cka_debiased,rsa_spearman,45,0.8538866930171278
matched,field,21,128,sep,cka_debiased,rsa_spearman,45,0.9476943346508562
matched,field,21,256,mean,cka_debiased,procrustes_similarity,45,0.861133069828722
matched,field,21,256,mean,cka_debiased,rsa_spearman,45,0.863768115942029
matched,field,21,256,mean,procrustes_similarity,rsa_spearman,45,0.886429512516469
matched,field,21,256,cls,cka_debiased,rsa_spearman,45,0.8673254281949934
matched,field,21,256,sep,cka_debiased,rsa_spearman,45,0.9503293807641633
matched,field,21,512,mean,cka_debiased,procrustes_similarity,45,0.8882740447957838
matched,field,21,512,mean,cka_debiased,rsa_spearman,45,0.8868247694334649
matched,field,21,512,mean,procrustes_similarity,rsa_spearman,45,0.8698287220026351
matched,field,21,512,cls,cka_debiased,rsa_spearman,45,0.8787878787878787
matched,field,21,512,sep,cka_debiased,rsa_spearman,45,0.9499341238471674
matched,field,22,128,mean,cka_debiased,procrustes_similarity,45,0.8881422924901186
matched,field,22,128,mean,cka_debiased,rsa_spearman,45,0.8686429512516468
matched,field,22,128,mean,procrustes_similarity,rsa_spearman,45,0.8812911725955204
matched,field,22,128,cls,cka_debiased,rsa_spearman,45,0.8341238471673255
matched,field,22,128,sep,cka_debiased,rsa_spearman,45,0.8021080368906456
matched,field,22,256,mean,cka_debiased,procrustes_similarity,45,0.8255599472990777
matched,field,22,256,mean,cka_debiased,rsa_spearman,45,0.8648221343873517
matched,field,22,256,mean,procrustes_similarity,rsa_spearman,45,0.8686429512516468
matched,field,22,256,cls,cka_debiased,rsa_spearman,45,0.8507246376811594
matched,field,22,256,sep,cka_debiased,rsa_spearman,45,0.8565217391304346
matched,field,22,512,mean,cka_debiased,procrustes_similarity,45,0.8635046113306982
matched,field,22,512,mean,cka_debiased,rsa_spearman,45,0.8395256916996046
matched,field,22,512,mean,procrustes_similarity,rsa_spearman,45,0.8575757575757575
matched,field,22,512,cls,cka_debiased,rsa_spearman,45,0.8678524374176547
matched,field,22,512,sep,cka_debiased,rsa_spearman,45,0.8512516469038207
matched,field,23,128,mean,cka_debiased,procrustes_similarity,45,0.8938076416337285
matched,field,23,128,mean,cka_debiased,rsa_spearman,45,0.8553359683794467
matched,field,23,128,mean,procrustes_similarity,rsa_spearman,45,0.9006587615283267
matched,field,23,128,cls,cka_debiased,rsa_spearman,45,0.8461133069828722
matched,field,23,128,sep,cka_debiased,rsa_spearman,45,0.8492753623188405
matched,field,23,256,mean,cka_debiased,procrustes_similarity,45,0.8944664031620553
matched,field,23,256,mean,cka_debiased,rsa_spearman,45,0.875889328063241
matched,field,23,256,mean,procrustes_similarity,rsa_spearman,45,0.912121212121212
matched,field,23,256,cls,cka_debiased,rsa_spearman,45,0.8573122529644268
matched,field,23,256,sep,cka_debiased,rsa_spearman,45,0.878524374176548
matched,field,23,512,mean,cka_debiased,procrustes_similarity,45,0.9047430830039525
matched,field,23,512,mean,cka_debiased,rsa_spearman,45,0.8594202898550724
matched,field,23,512,mean,procrustes_similarity,rsa_spearman,45,0.8808959156785243
matched,field,23,512,cls,cka_debiased,rsa_spearman,45,0.8652173913043477
matched,field,23,512,sep,cka_debiased,rsa_spearman,45,0.8566534914361
matched,field,24,128,mean,cka_debiased,procrustes_similarity,45,0.9217391304347824
matched,field,24,128,mean,cka_debiased,rsa_spearman,45,0.952832674571805
matched,field,24,128,mean,procrustes_similarity,rsa_spearman,45,0.8239789196310936
matched,field,24,128,cls,cka_debiased,rsa_spearman,45,0.9548089591567852
matched,field,24,128,sep,cka_debiased,rsa_spearman,45,0.8301712779973649
matched,field,24,256,mean,cka_debiased,procrustes_similarity,45,0.9338603425559947
matched,field,24,256,mean,cka_debiased,rsa_spearman,45,0.9524374176548089
matched,field,24,256,mean,procrustes_similarity,rsa_spearman,45,0.8537549407114624
matched,field,24,256,cls,cka_debiased,rsa_spearman,45,0.9258234519104084
matched,field,24,256,sep,cka_debiased,rsa_spearman,45,0.8675889328063239
matched,field,24,512,mean,cka_debiased,procrustes_similarity,45,0.925296442687747
matched,field,24,512,mean,cka_debiased,rsa_spearman,45,0.9457180500658762
matched,field,24,512,mean,procrustes_similarity,rsa_spearman,45,0.8397891963109354
matched,field,24,512,cls,cka_debiased,rsa_spearman,45,0.9223978919631093
matched,field,24,512,sep,cka_debiased,rsa_spearman,45,0.8140974967061924
matched,field,25,128,mean,cka_debiased,procrustes_similarity,45,0.8884057971014492
matched,field,25,128,mean,cka_debiased,rsa_spearman,45,0.8661396574440051
matched,field,25,128,mean,procrustes_similarity,rsa_spearman,45,0.8146245059288537
matched,field,25,128,cls,cka_debiased,rsa_spearman,45,0.9089591567852436
matched,field,25,128,sep,cka_debiased,rsa_spearman,45,0.897364953886693
matched,field,25,256,mean,cka_debiased,procrustes_similarity,45,0.9545454545454544
matched,field,25,256,mean,cka_debiased,rsa_spearman,45,0.823056653491436
matched,field,25,256,mean,procrustes_similarity,rsa_spearman,45,0.8214756258234519
matched,field,25,256,cls,cka_debiased,rsa_spearman,45,0.9235836627140973
matched,field,25,256,sep,cka_debiased,rsa_spearman,45,0.9220026350461132
matched,field,25,512,mean,cka_debiased,procrustes_similarity,45,0.9548089591567852
matched,field,25,512,mean,cka_debiased,rsa_spearman,45,0.8355731225296443
matched,field,25,512,mean,procrustes_similarity,rsa_spearman,45,0.8048748353096179
matched,field,25,512,cls,cka_debiased,rsa_spearman,45,0.9214756258234519
matched,field,25,512,sep,cka_debiased,rsa_spearman,45,0.9096179183135703
matched,field,26,128,mean,cka_debiased,procrustes_similarity,45,0.9289855072463767
matched,field,26,128,mean,cka_debiased,rsa_spearman,45,0.929117259552042
matched,field,26,128,mean,procrustes_similarity,rsa_spearman,45,0.8225296442687747
matched,field,26,128,cls,cka_debiased,rsa_spearman,45,0.8898550724637679
matched,field,26,128,sep,cka_debiased,rsa_spearman,45,0.9421607378129117
matched,field,26,256,mean,cka_debiased,procrustes_similarity,45,0.9553359683794467
matched,field,26,256,mean,cka_debiased,rsa_spearman,45,0.9175230566534913
matched,field,26,256,mean,procrustes_similarity,rsa_spearman,45,0.8660079051383399
matched,field,26,256,cls,cka_debiased,rsa_spearman,45,0.8749670619235836
matched,field,26,256,sep,cka_debiased,rsa_spearman,45,0.9297760210803688
matched,field,26,512,mean,cka_debiased,procrustes_similarity,45,0.9687747035573122
matched,field,26,512,mean,cka_debiased,rsa_spearman,45,0.9123847167325428
matched,field,26,512,mean,procrustes_similarity,rsa_spearman,45,0.8882740447957838
matched,field,26,512,cls,cka_debiased,rsa_spearman,45,0.8549407114624504
matched,field,26,512,sep,cka_debiased,rsa_spearman,45,0.9138339920948616
matched,field,27,128,mean,cka_debiased,procrustes_similarity,45,0.7986824769433465
matched,field,27,128,mean,cka_debiased,rsa_spearman,45,0.923056653491436
matched,field,27,128,mean,procrustes_similarity,rsa_spearman,45,0.7823451910408431
matched,field,27,128,cls,cka_debiased,rsa_spearman,45,0.930171277997365
matched,field,27,128,sep,cka_debiased,rsa_spearman,45,0.8598155467720684
matched,field,27,256,mean,cka_debiased,procrustes_similarity,45,0.8181818181818182
matched,field,27,256,mean,cka_debiased,rsa_spearman,45,0.9022397891963109
matched,field,27,256,mean,procrustes_similarity,rsa_spearman,45,0.8206851119894597
matched,field,27,256,cls,cka_debiased,rsa_spearman,45,0.9424242424242423
matched,field,27,256,sep,cka_debiased,rsa_spearman,45,0.8670619235836625
matched,field,27,512,mean,cka_debiased,procrustes_similarity,45,0.8172595520421605
matched,field,27,512,mean,cka_debiased,rsa_spearman,45,0.8963109354413702
matched,field,27,512,mean,procrustes_similarity,rsa_spearman,45,0.820026350461133
matched,field,27,512,cls,cka_debiased,rsa_spearman,45,0.9192358366271408
matched,field,27,512,sep,cka_debiased,rsa_spearman,45,0.8028985507246376
matched,field,28,128,mean,cka_debiased,procrustes_similarity,45,0.9079051383399209
matched,field,28,128,mean,cka_debiased,rsa_spearman,45,0.9013175230566534
matched,field,28,128,mean,procrustes_similarity,rsa_spearman,45,0.8424242424242422
matched,field,28,128,cls,cka_debiased,rsa_spearman,45,0.8877470355731225
matched,field,28,128,sep,cka_debiased,rsa_spearman,45,0.7144927536231884
matched,field,28,256,mean,cka_debiased,procrustes_similarity,45,0.9171277997364954
matched,field,28,256,mean,cka_debiased,rsa_spearman,45,0.8603425559947298
matched,field,28,256,mean,procrustes_similarity,rsa_spearman,45,0.8321475625823451
matched,field,28,256,cls,cka_debiased,rsa_spearman,45,0.8818181818181817
matched,field,28,256,sep,cka_debiased,rsa_spearman,45,0.7635046113306982
matched,field,28,512,mean,cka_debiased,procrustes_similarity,45,0.8902503293807641
matched,field,28,512,mean,cka_debiased,rsa_spearman,45,0.8913043478260868
matched,field,28,512,mean,procrustes_similarity,rsa_spearman,45,0.8110671936758892
matched,field,28,512,cls,cka_debiased,rsa_spearman,45,0.898550724637681
matched,field,28,512,sep,cka_debiased,rsa_spearman,45,0.7916996047430829
matched,field,29,128,mean,cka_debiased,procrustes_similarity,45,0.8417654808959157
matched,field,29,128,mean,cka_debiased,rsa_spearman,45,0.8998682476943345
matched,field,29,128,mean,procrustes_similarity,rsa_spearman,45,0.826086956521739
matched,field,29,128,cls,cka_debiased,rsa_spearman,45,0.9111989459815546
matched,field,29,128,sep,cka_debiased,rsa_spearman,45,0.8716732542819499
matched,field,29,256,mean,cka_debiased,procrustes_similarity,45,0.8332015810276678
matched,field,29,256,mean,cka_debiased,rsa_spearman,45,0.9003952569169958
matched,field,29,256,mean,procrustes_similarity,rsa_spearman,45,0.8603425559947298
matched,field,29,256,cls,cka_debiased,rsa_spearman,45,0.9106719367588931
matched,field,29,256,sep,cka_debiased,rsa_spearman,45,0.8388669301712779
matched,field,29,512,mean,cka_debiased,procrustes_similarity,45,0.8334650856389986
matched,field,29,512,mean,cka_debiased,rsa_spearman,45,0.8923583662714096
matched,field,29,512,mean,procrustes_similarity,rsa_spearman,45,0.8395256916996046
matched,field,29,512,cls,cka_debiased,rsa_spearman,45,0.9040843214756258
matched,field,29,512,sep,cka_debiased,rsa_spearman,45,0.8508563899868248
matched,field,30,128,mean,cka_debiased,procrustes_similarity,45,0.9451910408432147
matched,field,30,128,mean,cka_debiased,rsa_spearman,45,0.8508563899868248
matched,field,30,128,mean,procrustes_similarity,rsa_spearman,45,0.8245059288537548
matched,field,30,128,cls,cka_debiased,rsa_spearman,45,0.8807641633728589
matched,field,30,128,sep,cka_debiased,rsa_spearman,45,0.8969696969696969
matched,field,30,256,mean,cka_debiased,procrustes_similarity,45,0.9346508563899866
matched,field,30,256,mean,cka_debiased,rsa_spearman,45,0.889459815546772
matched,field,30,256,mean,procrustes_similarity,rsa_spearman,45,0.8349143610013176
matched,field,30,256,cls,cka_debiased,rsa_spearman,45,0.8844532279314886
matched,field,30,256,sep,cka_debiased,rsa_spearman,45,0.9308300395256917
matched,field,30,512,mean,cka_debiased,procrustes_similarity,45,0.9176548089591567
matched,field,30,512,mean,cka_debiased,rsa_spearman,45,0.8525691699604742
matched,field,30,512,mean,procrustes_similarity,rsa_spearman,45,0.77931488801054
matched,field,30,512,cls,cka_debiased,rsa_spearman,45,0.8733860342555994
matched,field,30,512,sep,cka_debiased,rsa_spearman,45,0.922266139657444
matched,field,31,128,mean,cka_debiased,procrustes_similarity,45,0.903425559947299
matched,field,31,128,mean,cka_debiased,rsa_spearman,45,0.854018445322793
matched,field,31,128,mean,procrustes_similarity,rsa_spearman,45,0.8673254281949934
matched,field,31,128,cls,cka_debiased,rsa_spearman,45,0.9243741765480895
matched,field,31,128,sep,cka_debiased,rsa_spearman,45,0.9367588932806323
matched,field,31,256,mean,cka_debiased,procrustes_similarity,45,0.926482213438735
matched,field,31,256,mean,cka_debiased,rsa_spearman,45,0.8474308300395256
matched,field,31,256,mean,procrustes_similarity,rsa_spearman,45,0.8598155467720684
matched,field,31,256,cls,cka_debiased,rsa_spearman,45,0.8808959156785243
matched,field,31,256,sep,cka_debiased,rsa_spearman,45,0.9329380764163372
matched,field,31,512,mean,cka_debiased,procrustes_similarity,45,0.9389986824769432
matched,field,31,512,mean,cka_debiased,rsa_spearman,45,0.8777338603425558
matched,field,31,512,mean,procrustes_similarity,rsa_spearman,45,0.8466403162055336
matched,field,31,512,cls,cka_debiased,rsa_spearman,45,0.9050065876152833
matched,field,31,512,sep,cka_debiased,rsa_spearman,45,0.9238471673254282
matched,field,32,128,mean,cka_debiased,procrustes_similarity,45,0.9638998682476942
matched,field,32,128,mean,cka_debiased,rsa_spearman,45,0.9047430830039525
matched,field,32,128,mean,procrustes_similarity,rsa_spearman,45,0.9063241106719366
matched,field,32,128,cls,cka_debiased,rsa_spearman,45,0.9316205533596837
matched,field,32,128,sep,cka_debiased,rsa_spearman,45,0.8595520421607378
matched,field,32,256,mean,cka_debiased,procrustes_similarity,45,0.9620553359683794
matched,field,32,256,mean,cka_debiased,rsa_spearman,45,0.9028985507246375
matched,field,32,256,mean,procrustes_similarity,rsa_spearman,45,0.9277997364953887
matched,field,32,256,cls,cka_debiased,rsa_spearman,45,0.9484848484848485
matched,field,32,256,sep,cka_debiased,rsa_spearman,45,0.8695652173913042
matched,field,32,512,mean,cka_debiased,procrustes_similarity,45,0.9415019762845848
matched,field,32,512,mean,cka_debiased,rsa_spearman,45,0.9067193675889327
matched,field,32,512,mean,procrustes_similarity,rsa_spearman,45,0.9096179183135703
matched,field,32,512,cls,cka_debiased,rsa_spearman,45,0.9472990777338602
matched,field,32,512,sep,cka_debiased,rsa_spearman,45,0.8640316205533596
matched,field,33,128,mean,cka_debiased,procrustes_similarity,45,0.9592885375494069
matched,field,33,128,mean,cka_debiased,rsa_spearman,45,0.8886693017127799
matched,field,33,128,mean,procrustes_similarity,rsa_spearman,45,0.9220026350461132
matched,field,33,128,cls,cka_debiased,rsa_spearman,45,0.8648221343873517
matched,field,33,128,sep,cka_debiased,rsa_spearman,45,0.8902503293807641
matched,field,33,256,mean,cka_debiased,procrustes_similarity,45,0.9606060606060606
matched,field,33,256,mean,cka_debiased,rsa_spearman,45,0.8976284584980236
matched,field,33,256,mean,procrustes_similarity,rsa_spearman,45,0.9420289855072462
matched,field,33,256,cls,cka_debiased,rsa_spearman,45,0.8744400527009222
matched,field,33,256,sep,cka_debiased,rsa_spearman,45,0.9025032938076416
matched,field,33,512,mean,cka_debiased,procrustes_similarity,45,0.9611330698287219
matched,field,33,512,mean,cka_debiased,rsa_spearman,45,0.8876152832674571
matched,field,33,512,mean,procrustes_similarity,rsa_spearman,45,0.9105401844532278
matched,field,33,512,cls,cka_debiased,rsa_spearman,45,0.8673254281949934
matched,field,33,512,sep,cka_debiased,rsa_spearman,45,0.8906455862977601
matched,field,34,128,mean,cka_debiased,procrustes_similarity,45,0.9250329380764162
matched,field,34,128,mean,cka_debiased,rsa_spearman,45,0.8822134387351778
matched,field,34,128,mean,procrustes_similarity,rsa_spearman,45,0.8885375494071145
matched,field,34,128,cls,cka_debiased,rsa_spearman,45,0.8743083003952569
matched,field,34,128,sep,cka_debiased,rsa_spearman,45,0.833596837944664
matched,field,34,256,mean,cka_debiased,procrustes_similarity,45,0.8964426877470356
matched,field,34,256,mean,cka_debiased,rsa_spearman,45,0.8719367588932805
matched,field,34,256,mean,procrustes_similarity,rsa_spearman,45,0.892490118577075
matched,field,34,256,cls,cka_debiased,rsa_spearman,45,0.8839262187088273
matched,field,34,256,sep,cka_debiased,rsa_spearman,45,0.8433465085638997
matched,field,34,512,mean,cka_debiased,procrustes_similarity,45,0.8891963109354413
matched,field,34,512,mean,cka_debiased,rsa_spearman,45,0.8642951251646903
matched,field,34,512,mean,procrustes_similarity,rsa_spearman,45,0.8644268774703557
matched,field,34,512,cls,cka_debiased,rsa_spearman,45,0.8807641633728589
matched,field,34,512,sep,cka_debiased,rsa_spearman,45,0.8391304347826086
matched,field,35,128,mean,cka_debiased,procrustes_similarity,45,0.8888010540184452
matched,field,35,128,mean,cka_debiased,rsa_spearman,45,0.8657444005270091
matched,field,35,128,mean,procrustes_similarity,rsa_spearman,45,0.8690382081686429
matched,field,35,128,cls,cka_debiased,rsa_spearman,45,0.8704874835309617
matched,field,35,128,sep,cka_debiased,rsa_spearman,45,0.9140974967061923
matched,field,35,256,mean,cka_debiased,procrustes_similarity,45,0.8476943346508563
matched,field,35,256,mean,cka_debiased,rsa_spearman,45,0.8920948616600791
matched,field,35,256,mean,procrustes_similarity,rsa_spearman,45,0.8779973649538867
matched,field,35,256,cls,cka_debiased,rsa_spearman,45,0.8984189723320156
matched,field,35,256,sep,cka_debiased,rsa_spearman,45,0.9364953886693016
matched,field,35,512,mean,cka_debiased,procrustes_similarity,45,0.8926218708827404
matched,field,35,512,mean,cka_debiased,rsa_spearman,45,0.8870882740447957
matched,field,35,512,mean,procrustes_similarity,rsa_spearman,45,0.8747035573122529
matched,field,35,512,cls,cka_debiased,rsa_spearman,45,0.8922266139657442
matched,field,35,512,sep,cka_debiased,rsa_spearman,45,0.916205533596838
matched,field,36,128,mean,cka_debiased,procrustes_similarity,45,0.9565217391304347
matched,field,36,128,mean,cka_debiased,rsa_spearman,45,0.8748353096179182
matched,field,36,128,mean,procrustes_similarity,rsa_spearman,45,0.8841897233201581
matched,field,36,128,cls,cka_debiased,rsa_spearman,45,0.9474308300395257
matched,field,36,128,sep,cka_debiased,rsa_spearman,45,0.8810276679841896
matched,field,36,256,mean,cka_debiased,procrustes_similarity,45,0.9411067193675888
matched,field,36,256,mean,cka_debiased,rsa_spearman,45,0.8860342555994728
matched,field,36,256,mean,procrustes_similarity,rsa_spearman,45,0.9324110671936758
matched,field,36,256,cls,cka_debiased,rsa_spearman,45,0.9384716732542819
matched,field,36,256,sep,cka_debiased,rsa_spearman,45,0.8472990777338602
matched,field,36,512,mean,cka_debiased,procrustes_similarity,45,0.931752305665349
matched,field,36,512,mean,cka_debiased,rsa_spearman,45,0.9051383399209487
matched,field,36,512,mean,procrustes_similarity,rsa_spearman,45,0.91699604743083
matched,field,36,512,cls,cka_debiased,rsa_spearman,45,0.9318840579710144
matched,field,36,512,sep,cka_debiased,rsa_spearman,45,0.8693017127799736
matched,subfield,1100,128,mean,cka_debiased,procrustes_similarity,45,0.9610013175230566
matched,subfield,1100,128,mean,cka_debiased,rsa_spearman,45,0.8848484848484849
matched,subfield,1100,128,mean,procrustes_similarity,rsa_spearman,45,0.8918313570487483
matched,subfield,1100,128,cls,cka_debiased,rsa_spearman,45,0.93965744400527
matched,subfield,1100,128,sep,cka_debiased,rsa_spearman,45,0.9511198945981554
matched,subfield,1100,256,mean,cka_debiased,procrustes_similarity,45,0.9704874835309616
matched,subfield,1100,256,mean,cka_debiased,rsa_spearman,45,0.9627140974967061
matched,subfield,1100,256,mean,procrustes_similarity,rsa_spearman,45,0.9358366271409748
matched,subfield,1100,256,cls,cka_debiased,rsa_spearman,45,0.9683794466403163
matched,subfield,1100,256,sep,cka_debiased,rsa_spearman,45,0.9654808959156784
matched,subfield,1100,512,mean,cka_debiased,procrustes_similarity,45,0.9670619235836626
matched,subfield,1100,512,mean,cka_debiased,rsa_spearman,45,0.9498023715415019
matched,subfield,1100,512,mean,procrustes_similarity,rsa_spearman,45,0.9204216073781291
matched,subfield,1100,512,cls,cka_debiased,rsa_spearman,45,0.9773386034255599
matched,subfield,1100,512,sep,cka_debiased,rsa_spearman,45,0.9752305665349141
matched,subfield,1102,128,mean,cka_debiased,procrustes_similarity,45,0.8810276679841896
matched,subfield,1102,128,mean,cka_debiased,rsa_spearman,45,0.8578392621870881
matched,subfield,1102,128,mean,procrustes_similarity,rsa_spearman,45,0.8741765480895916
matched,subfield,1102,128,cls,cka_debiased,rsa_spearman,45,0.9093544137022398
matched,subfield,1102,128,sep,cka_debiased,rsa_spearman,45,0.9441370223978919
matched,subfield,1102,256,mean,cka_debiased,procrustes_similarity,45,0.8967061923583661
matched,subfield,1102,256,mean,cka_debiased,rsa_spearman,45,0.8436100131752305
matched,subfield,1102,256,mean,procrustes_similarity,rsa_spearman,45,0.8761528326745719
matched,subfield,1102,256,cls,cka_debiased,rsa_spearman,45,0.8986824769433465
matched,subfield,1102,256,sep,cka_debiased,rsa_spearman,45,0.9349143610013174
matched,subfield,1102,512,mean,cka_debiased,procrustes_similarity,45,0.8616600790513833
matched,subfield,1102,512,mean,cka_debiased,rsa_spearman,45,0.8635046113306982
matched,subfield,1102,512,mean,procrustes_similarity,rsa_spearman,45,0.853623188405797
matched,subfield,1102,512,cls,cka_debiased,rsa_spearman,45,0.9092226613965744
matched,subfield,1102,512,sep,cka_debiased,rsa_spearman,45,0.9355731225296443
matched,subfield,1103,128,mean,cka_debiased,procrustes_similarity,45,0.8947299077733859
matched,subfield,1103,128,mean,cka_debiased,rsa_spearman,45,0.9251646903820816
matched,subfield,1103,128,mean,procrustes_similarity,rsa_spearman,45,0.8909090909090909
matched,subfield,1103,128,cls,cka_debiased,rsa_spearman,45,0.9135704874835309
matched,subfield,1103,128,sep,cka_debiased,rsa_spearman,45,0.9345191040843215
matched,subfield,1103,256,mean,cka_debiased,procrustes_similarity,45,0.8874835309617917
matched,subfield,1103,256,mean,cka_debiased,rsa_spearman,45,0.8992094861660078
matched,subfield,1103,256,mean,procrustes_similarity,rsa_spearman,45,0.8765480895915678
matched,subfield,1103,256,cls,cka_debiased,rsa_spearman,45,0.921212121212121
matched,subfield,1103,256,sep,cka_debiased,rsa_spearman,45,0.9238471673254282
matched,subfield,1103,512,mean,cka_debiased,procrustes_similarity,45,0.8952569169960474
matched,subfield,1103,512,mean,cka_debiased,rsa_spearman,45,0.9143610013175228
matched,subfield,1103,512,mean,procrustes_similarity,rsa_spearman,45,0.8503293807641633
matched,subfield,1103,512,cls,cka_debiased,rsa_spearman,45,0.9279314888010538
matched,subfield,1103,512,sep,cka_debiased,rsa_spearman,45,0.943873517786561
matched,subfield,1104,128,mean,cka_debiased,procrustes_similarity,45,0.9268774703557312
matched,subfield,1104,128,mean,cka_debiased,rsa_spearman,45,0.8826086956521738
matched,subfield,1104,128,mean,procrustes_similarity,rsa_spearman,45,0.9001317523056653
matched,subfield,1104,128,cls,cka_debiased,rsa_spearman,45,0.9160737812911726
matched,subfield,1104,128,sep,cka_debiased,rsa_spearman,45,0.9617918313570486
matched,subfield,1104,256,mean,cka_debiased,procrustes_similarity,45,0.9321475625823452
matched,subfield,1104,256,mean,cka_debiased,rsa_spearman,45,0.8769433465085638
matched,subfield,1104,256,mean,procrustes_similarity,rsa_spearman,45,0.8749670619235836
matched,subfield,1104,256,cls,cka_debiased,rsa_spearman,45,0.9274044795783924
matched,subfield,1104,256,sep,cka_debiased,rsa_spearman,45,0.9483530961791831
matched,subfield,1104,512,mean,cka_debiased,procrustes_similarity,45,0.9047430830039525
matched,subfield,1104,512,mean,cka_debiased,rsa_spearman,45,0.8872200263504612
matched,subfield,1104,512,mean,procrustes_similarity,rsa_spearman,45,0.8545454545454545
matched,subfield,1104,512,cls,cka_debiased,rsa_spearman,45,0.9494071146245058
matched,subfield,1104,512,sep,cka_debiased,rsa_spearman,45,0.9509881422924901
matched,subfield,1105,128,mean,cka_debiased,procrustes_similarity,45,0.9044795783926218
matched,subfield,1105,128,mean,cka_debiased,rsa_spearman,45,0.9434782608695651
matched,subfield,1105,128,mean,procrustes_similarity,rsa_spearman,45,0.9330698287220026
