field_id,recipe,metric,model,input_condition,is_word_bert,mean_effect,alternative_effect,effect_change,input_change_difference,model_change_difference,sign_changed
12,cls,neighbors25,mpnet,abstract,False,0.5123644444444444,0.5401977777777777,0.027833333333333266,0.0,0.027833333333333266,False
12,cls,neighbors25,minilm,title,False,0.051919999999999966,0.08070444444444447,0.0287844444444445,0.0,0.0287844444444445,False
12,cls,neighbors25,minilm,abstract,False,0.48168,0.5104644444444445,0.0287844444444445,0.0,0.0287844444444445,False
12,cls,neighbors25,pubmedbert,title,True,-0.16782888888888892,-0.11996444444444443,0.04786444444444449,0.038880000000000026,0.08674444444444451,False
12,cls,neighbors25,pubmedbert,abstract,True,0.5327311111111112,0.5400755555555556,0.007344444444444487,0.07940000000000003,0.08674444444444451,False
12,cls,neighbors25,biobert,title,True,-0.1722111111111111,-0.11907333333333348,0.05313777777777762,0.03158000000000005,0.08471777777777767,False
12,cls,neighbors25,biobert,abstract,True,0.5194088888888889,0.5419866666666665,0.022577777777777586,0.062140000000000084,0.08471777777777767,False
12,cls,neighbors25,simcse,title,False,-0.10584444444444441,-0.05898000000000003,0.046864444444444375,0.0,0.046864444444444375,False
12,cls,neighbors25,simcse,abstract,False,0.5299355555555556,0.5768,0.046864444444444375,0.0,0.046864444444444375,False
12,cls,neighbors50,specter,title,False,0.0099866666666667,0.03264999999999996,0.022663333333333258,0.0,0.022663333333333258,False
12,cls,neighbors50,specter,abstract,False,0.3868166666666667,0.40947999999999996,0.022663333333333258,0.0,0.022663333333333258,False
12,cls,neighbors50,specter2,title,False,0.05131222222222209,0.07247999999999999,0.021167777777777896,0.0,0.021167777777777896,False
12,cls,neighbors50,specter2,abstract,False,0.3237822222222221,0.34495,0.021167777777777896,0.0,0.021167777777777896,False
12,cls,neighbors50,scincl,title,False,-0.02072777777777779,0.0036144444444444757,0.024342222222222265,0.0,0.024342222222222265,True
12,cls,neighbors50,scincl,abstract,False,0.4625722222222223,0.48691444444444454,0.024342222222222265,0.0,0.024342222222222265,False
12,cls,neighbors50,scibert,title,True,-0.18031888888888892,-0.10214666666666672,0.0781722222222222,0.03261999999999998,0.11079222222222218,False
12,cls,neighbors50,scibert,abstract,True,0.5211211111111111,0.5343933333333333,0.01327222222222213,0.09752000000000005,0.11079222222222218,False
12,cls,neighbors50,bert,title,True,-0.12060555555555563,-0.0999133333333333,0.020692222222222334,0.10097,0.12166222222222234,False
12,cls,neighbors50,bert,abstract,True,0.5352044444444444,0.47896666666666676,-0.05623777777777761,0.17789999999999995,0.12166222222222234,False
12,cls,neighbors50,mpnet,title,False,0.11351111111111112,0.14331666666666665,0.02980555555555553,0.0,0.02980555555555553,False
12,cls,neighbors50,mpnet,abstract,False,0.49763111111111114,0.5274366666666667,0.02980555555555553,0.0,0.02980555555555553,False
12,cls,neighbors50,minilm,title,False,0.05242333333333338,0.0838944444444445,0.031471111111111116,0.0,0.031471111111111116,False
12,cls,neighbors50,minilm,abstract,False,0.47061333333333333,0.5020844444444444,0.031471111111111116,0.0,0.031471111111111116,False
12,cls,neighbors50,pubmedbert,title,True,-0.17530333333333337,-0.13208333333333344,0.043219999999999925,0.04918,0.09239999999999993,False
12,cls,neighbors50,pubmedbert,abstract,True,0.5157866666666666,0.5368366666666665,0.021049999999999902,0.07135000000000002,0.09239999999999993,False
12,cls,neighbors50,biobert,title,True,-0.18076888888888898,-0.1318422222222222,0.048926666666666785,0.03749999999999998,0.08642666666666676,False
12,cls,neighbors50,biobert,abstract,True,0.503241111111111,0.5338777777777778,0.030636666666666756,0.055790000000000006,0.08642666666666676,False
12,cls,neighbors50,simcse,title,False,-0.10920111111111108,-0.059878888888888815,0.04932222222222227,0.0,0.04932222222222227,False
12,cls,neighbors50,simcse,abstract,False,0.5140088888888888,0.5633311111111111,0.04932222222222227,0.0,0.04932222222222227,False
12,sep,cka,specter,title,False,0.0856756912163012,0.115913862468907,0.030238171252605806,0.0,0.030238171252605806,False
12,sep,cka,specter,abstract,False,0.38921418398597446,0.41945235523858027,0.030238171252605806,0.0,0.030238171252605806,False
12,sep,cka,specter2,title,False,0.13187401021560868,0.16427963848425764,0.032405628268648956,0.0,0.032405628268648956,False
12,sep,cka,specter2,abstract,False,0.3455833637353554,0.3779889920040044,0.032405628268648956,0.0,0.032405628268648956,False
12,sep,cka,scincl,title,False,0.010677774532678597,0.045703026055607054,0.03502525152292846,0.0,0.03502525152292846,False
12,sep,cka,scincl,abstract,False,0.378147756335914,0.4131730078588425,0.03502525152292846,0.0,0.03502525152292846,False
12,sep,cka,scibert,title,True,-0.2736535083404025,-0.14760163913779045,0.12605186920261202,0.09092026574107082,0.21697213494368284,False
12,sep,cka,scibert,abstract,True,0.3729960036805934,0.5718590658434912,0.19886306216289784,0.018109072780784996,0.21697213494368284,False
12,sep,cka,bert,title,True,-0.20390892354594425,-0.08535526496862245,0.11855365857732181,0.3574415512573479,0.4759952098346697,False
12,sep,cka,bert,abstract,True,0.3608463962355616,0.6429084108792035,0.2820620146436419,0.1939331951910278,0.4759952098346697,False
12,sep,cka,mpnet,title,False,0.16168139726257358,0.19534281424630906,0.03366141698373548,0.0,0.03366141698373548,False
12,sep,cka,mpnet,abstract,False,0.40656267842822846,0.44022409541196394,0.03366141698373548,0.0,0.03366141698373548,False
12,sep,cka,minilm,title,False,0.09836935676233943,0.13471394957247879,0.03634459281013935,0.0,0.03634459281013935,False
12,sep,cka,minilm,abstract,False,0.4011575885244653,0.43750218133460467,0.03634459281013935,0.0,0.03634459281013935,False
12,sep,cka,pubmedbert,title,True,-0.2341330628921251,-0.163520045757734,0.07061301713439111,-0.06538281168252269,0.005230205451868419,False
12,sep,cka,pubmedbert,abstract,True,0.42158891893268924,0.42127964089648545,-0.00030927803620378613,0.0055394834880722055,0.005230205451868419,False
12,sep,cka,biobert,title,True,-0.2966418672267501,-0.146384126187184,0.15025774103956613,-0.12885299700111008,0.021404744038456047,False
12,sep,cka,biobert,abstract,True,0.41199655663162116,0.43901635527188954,0.027019798640268378,-0.00561505460181233,0.021404744038456047,False
12,sep,cka,simcse,title,False,-0.18109260824108814,-0.1097699894994591,0.07132261874162904,0.0,0.07132261874162904,False
12,sep,cka,simcse,abstract,False,0.3953830494982193,0.4667056682398483,0.07132261874162904,0.0,0.07132261874162904,False
12,sep,neighbors10,specter,title,False,-0.005838888888888838,0.0011055555555555818,0.00694444444444442,0.0,0.00694444444444442,True
12,sep,neighbors10,specter,abstract,False,0.36736111111111114,0.37430555555555556,0.00694444444444442,0.0,0.00694444444444442,False
12,sep,neighbors10,specter2,title,False,0.03788333333333338,0.04311666666666669,0.005233333333333312,0.0,0.005233333333333312,False
12,sep,neighbors10,specter2,abstract,False,0.30843333333333345,0.31366666666666676,0.005233333333333312,0.0,0.005233333333333312,False
12,sep,neighbors10,scincl,title,False,-0.02155555555555555,-0.015716666666666712,0.005838888888888838,0.0,0.005838888888888838,False
12,sep,neighbors10,scincl,abstract,False,0.4606444444444444,0.46648333333333325,0.005838888888888838,0.0,0.005838888888888838,False
12,sep,neighbors10,scibert,title,True,-0.16049444444444438,-0.05900000000000005,0.10149444444444433,0.021599999999999953,0.12309444444444428,False
12,sep,neighbors10,scibert,abstract,True,0.5515555555555557,0.53455,-0.017005555555555718,0.1401,0.12309444444444428,False
12,sep,neighbors10,bert,title,True,-0.1195666666666666,-0.05361666666666676,0.06594999999999984,0.05470000000000008,0.12064999999999992,False
12,sep,neighbors10,bert,abstract,True,0.5659333333333334,0.43218333333333336,-0.13375000000000004,0.25439999999999996,0.12064999999999992,False
12,sep,neighbors10,mpnet,title,False,0.10320000000000007,0.11045000000000005,0.007249999999999979,0.0,0.007249999999999979,False
12,sep,neighbors10,mpnet,abstract,False,0.5111,0.51835,0.007249999999999979,0.0,0.007249999999999979,False
12,sep,neighbors10,minilm,title,False,0.045527777777777834,0.05420000000000014,0.008672222222222303,0.0,0.008672222222222303,False
12,sep,neighbors10,minilm,abstract,False,0.4934277777777779,0.5021000000000002,0.008672222222222303,0.0,0.008672222222222303,False
12,sep,neighbors10,pubmedbert,title,True,-0.15618333333333323,-0.10660000000000014,0.04958333333333309,-0.015449999999999964,0.03413333333333313,False
12,sep,neighbors10,pubmedbert,abstract,True,0.5418666666666667,0.5247999999999999,-0.017066666666666785,0.05119999999999991,0.03413333333333313,False
12,sep,neighbors10,biobert,title,True,-0.15593333333333337,-0.09721111111111114,0.05872222222222223,-0.010650000000000048,0.04807222222222218,False
12,sep,neighbors10,biobert,abstract,True,0.5290666666666666,0.5844888888888888,0.05542222222222226,-0.007350000000000079,0.04807222222222218,False
12,sep,neighbors10,simcse,title,False,-0.09598888888888901,-0.06765555555555558,0.028333333333333433,0.0,0.028333333333333433,False
12,sep,neighbors10,simcse,abstract,False,0.5335611111111109,0.5618944444444444,0.028333333333333433,0.0,0.028333333333333433,False
