field_id,repeat,condition,represented_subfields,effective_subfields_entropy,largest_subfield_share
33,7,observed_eligible_composition,16,8.56429183507758,0.3251953125
33,7,equal_subfield_composition,16,15.999572274670664,0.06298828125
33,8,observed_eligible_composition,16,8.20136064566503,0.32763671875
33,8,equal_subfield_composition,16,15.999265650020273,0.0634765625
33,9,observed_eligible_composition,16,8.688091110857934,0.32568359375
33,9,equal_subfield_composition,16,15.999694343427299,0.06298828125
34,0,observed_eligible_composition,2,1.533557563317043,0.84716796875
34,0,equal_subfield_composition,2,1.9999990463257593,0.50048828125
34,1,observed_eligible_composition,2,1.5075579488012452,0.85693359375
34,1,equal_subfield_composition,2,1.9999990463257593,0.50048828125
34,2,observed_eligible_composition,2,1.5551057907183217,0.8388671875
34,2,equal_subfield_composition,2,1.9999990463257593,0.50048828125
34,3,observed_eligible_composition,2,1.5576078419095196,0.837890625
34,3,equal_subfield_composition,2,2.0,0.5
34,4,observed_eligible_composition,2,1.5141241265478338,0.8544921875
34,4,equal_subfield_composition,2,2.0,0.5
34,5,observed_eligible_composition,2,1.54376062941504,0.84326171875
34,5,equal_subfield_composition,2,2.0,0.5
34,6,observed_eligible_composition,2,1.550080875504082,0.8408203125
34,6,equal_subfield_composition,2,1.9999990463257593,0.50048828125
34,7,observed_eligible_composition,2,1.5525968043591623,0.83984375
34,7,equal_subfield_composition,2,2.0,0.5
34,8,observed_eligible_composition,2,1.5424913566151934,0.84375
34,8,equal_subfield_composition,2,2.0,0.5
34,9,observed_eligible_composition,2,1.556357682762256,0.83837890625
34,9,equal_subfield_composition,2,2.0,0.5
35,0,observed_eligible_composition,3,2.952537798833241,0.4150390625
35,0,equal_subfield_composition,3,2.9999992846278474,0.33349609375
35,1,observed_eligible_composition,3,2.961512074192081,0.4052734375
35,1,equal_subfield_composition,3,2.9999992846278474,0.33349609375
35,2,observed_eligible_composition,3,2.9598242021738326,0.41015625
35,2,equal_subfield_composition,3,2.999997139908374,0.333984375
35,3,observed_eligible_composition,3,2.9616827837787185,0.40771484375
35,3,equal_subfield_composition,3,2.9999992846278474,0.33349609375
35,4,observed_eligible_composition,3,2.9611714035950785,0.40966796875
35,4,equal_subfield_composition,3,2.9999907057499575,0.33447265625
35,5,observed_eligible_composition,3,2.949556122812166,0.419921875
35,5,equal_subfield_composition,3,2.9999949920456848,0.333984375
35,6,observed_eligible_composition,3,2.9379984045974665,0.431640625
35,6,equal_subfield_composition,3,2.9999992846278474,0.33349609375
35,7,observed_eligible_composition,3,2.961358040138457,0.40966796875
35,7,equal_subfield_composition,3,2.999997139908374,0.333984375
35,8,observed_eligible_composition,3,2.964587358327146,0.40234375
35,8,equal_subfield_composition,3,2.9999992846278474,0.33349609375
35,9,observed_eligible_composition,3,2.9480518600486127,0.4228515625
35,9,equal_subfield_composition,3,2.999997139908374,0.333984375
36,0,observed_eligible_composition,8,4.936838259640119,0.52490234375
36,0,equal_subfield_composition,8,7.999939024294076,0.1259765625
36,1,observed_eligible_composition,8,5.0821655569298345,0.50927734375
36,1,equal_subfield_composition,8,7.999954283020192,0.1259765625
36,2,observed_eligible_composition,8,5.035958525563451,0.509765625
36,2,equal_subfield_composition,8,7.9999542236473635,0.12548828125
36,3,observed_eligible_composition,8,5.032040514432352,0.51416015625
36,3,equal_subfield_composition,8,7.999969482402473,0.12548828125
36,4,observed_eligible_composition,8,4.998283147341049,0.51708984375
36,4,equal_subfield_composition,8,7.999939024294076,0.1259765625
36,5,observed_eligible_composition,8,5.077553632839418,0.50732421875
36,5,equal_subfield_composition,8,7.999923765597066,0.1259765625
36,6,observed_eligible_composition,8,4.848956283691042,0.5302734375
36,6,equal_subfield_composition,8,7.99995422364736,0.12548828125
36,7,observed_eligible_composition,8,4.9701359040313715,0.51953125
36,7,equal_subfield_composition,8,7.999939024294076,0.1259765625
36,8,observed_eligible_composition,8,5.2295948321368515,0.49267578125
36,8,equal_subfield_composition,8,7.999969482402473,0.12548828125
36,9,observed_eligible_composition,8,5.012940529411166,0.51611328125
36,9,equal_subfield_composition,8,7.999939024294076,0.1259765625
