metric,input_condition,model,measure,n,mean,median,min,max,p025,p975,positive_count,negative_count
neighbors25,title,specter2,model_change_at_full,26,0.704171452991453,0.7002266666666666,0.6571555555555556,0.7911688888888888,0.6613069444444445,0.7644480555555555,26,0
neighbors25,title,specter2,input_change_from_full,26,0.6059284615384616,0.60352,0.52198,0.74832,0.5303675,0.7121075,26,0
neighbors25,title,specter2,model_minus_input,26,0.09824299145299148,0.09430555555555559,0.02960000000000018,0.18764222222222227,0.037880555555555584,0.16747416666666676,26,0
neighbors25,abstract,specter2,model_change_at_full,26,0.704171452991453,0.7002266666666666,0.6571555555555556,0.7911688888888888,0.6613069444444445,0.7644480555555555,26,0
neighbors25,abstract,specter2,input_change_from_full,26,0.3125423076923077,0.30228,0.24293999999999993,0.46843999999999997,0.2564024999999999,0.4402775,26,0
neighbors25,abstract,specter2,model_minus_input,26,0.3916291452991453,0.3937133333333333,0.32272888888888884,0.4440333333333335,0.3241705555555555,0.440326388888889,26,0
neighbors25,title,scincl,model_change_at_full,26,0.6742836752136753,0.6614377777777778,0.6264111111111111,0.7720911111111112,0.6300180555555556,0.7504133333333333,26,0
neighbors25,title,scincl,input_change_from_full,26,0.5728915384615385,0.56475,0.47068,0.79404,0.48452999999999996,0.738265,26,0
neighbors25,title,scincl,model_minus_input,26,0.10139213675213678,0.10662444444444447,-0.021948888888888796,0.20558888888888893,0.012148333333333303,0.1843277777777778,25,1
neighbors25,abstract,scincl,model_change_at_full,26,0.6742836752136753,0.6614377777777778,0.6264111111111111,0.7720911111111112,0.6300180555555556,0.7504133333333333,26,0
neighbors25,abstract,scincl,input_change_from_full,26,0.23931923076923076,0.23198000000000002,0.17488000000000004,0.3422799999999999,0.17655500000000005,0.32101749999999996,26,0
neighbors25,abstract,scincl,model_minus_input,26,0.4349644444444445,0.4379500000000002,0.36322888888888905,0.5013888888888889,0.3699677777777779,0.48491944444444446,26,0
neighbors25,title,scibert,model_change_at_full,26,0.6736515384615386,0.6700622222222223,0.6398488888888889,0.7267822222222223,0.6401502777777777,0.7240725,26,0
neighbors25,title,scibert,input_change_from_full,26,0.8420069230769229,0.83433,0.8006,0.90004,0.8055625,0.8860399999999999,26,0
neighbors25,title,scibert,model_minus_input,26,-0.1683553846153846,-0.17229666666666654,-0.18937333333333328,-0.1359311111111111,-0.1886927777777777,-0.1423075000000001,0,26
neighbors25,abstract,scibert,model_change_at_full,26,0.6736515384615386,0.6700622222222223,0.6398488888888889,0.7267822222222223,0.6401502777777777,0.7240725,26,0
neighbors25,abstract,scibert,input_change_from_full,26,0.15793000000000001,0.15389999999999998,0.12890000000000001,0.19782,0.1297125,0.19180749999999996,26,0
