subfield_id,field_id,k,n,mean,median,min,max,p025,p975
1304,13,10,10,-0.03751111111111109,-0.03751111111111105,-0.04928888888888883,-0.022977777777777708,-0.04886888888888886,-0.023987777777777716
1304,13,25,10,-0.03958577777777777,-0.03986666666666666,-0.05240888888888884,-0.026737777777777805,-0.05088488888888885,-0.027921777777777792
1304,13,50,10,-0.02246044444444446,-0.020724444444444434,-0.03675555555555554,-0.006284444444444426,-0.035981555555555565,-0.007880444444444462
1305,13,10,10,0.025128888888888874,0.025888888888888878,0.0010666666666667157,0.04080000000000006,0.004756666666666709,0.040090000000000015
1305,13,25,10,0.01966044444444446,0.020879999999999982,-0.0029688888888887988,0.03061333333333338,0.0007631111111111575,0.030501333333333373
1305,13,50,10,0.017984000000000045,0.020226666666666726,0.00801777777777779,0.027271111111111246,0.008197777777777795,0.02668111111111123
1306,13,10,10,-0.052964444444444495,-0.056088888888888966,-0.07702222222222227,-0.013688888888888917,-0.07519222222222229,-0.019578888888888913
1306,13,25,10,-0.04588977777777776,-0.048266666666666735,-0.061439999999999884,-0.023982222222222294,-0.061259999999999905,-0.024782222222222275
1306,13,50,10,-0.03919911111111115,-0.040871111111111136,-0.04849777777777786,-0.019777777777777672,-0.048099777777777825,-0.0214637777777777
1307,13,10,10,0.03185777777777782,0.028488888888888925,0.01546666666666674,0.05022222222222228,0.016456666666666744,0.04887222222222227
1307,13,25,10,0.04129777777777777,0.043333333333333335,0.018613333333333315,0.06181333333333339,0.019829333333333313,0.06016133333333336
1307,13,50,10,0.041385777777777764,0.042235555555555526,0.017919999999999825,0.057342222222222294,0.021137999999999848,0.05619822222222227
1308,13,10,10,0.013435555555555551,0.01555555555555549,0.0007111111111111623,0.026088888888888995,0.0010411111111111634,0.024948888888888958
1308,13,25,10,0.023875555555555532,0.023359999999999992,0.017368888888888823,0.03438222222222215,0.017752888888888853,0.03316222222222216
1308,13,50,10,0.031208888888888862,0.031000000000000028,0.019919999999999827,0.04209777777777779,0.02137999999999985,0.041125777777777796
1310,13,10,10,-0.05906222222222227,-0.059577777777777896,-0.07048888888888893,-0.04164444444444443,-0.07040888888888894,-0.042674444444444445
1310,13,25,10,-0.05315733333333332,-0.05619555555555558,-0.06679111111111113,-0.028017777777777697,-0.06579511111111114,-0.0312737777777777
1310,13,50,10,-0.04436266666666666,-0.04400888888888893,-0.054266666666666685,-0.03440888888888882,-0.05342466666666666,-0.03518688888888887
1311,13,10,10,0.023720000000000012,0.021999999999999992,0.006044444444444463,0.04146666666666671,0.007094444444444473,0.041396666666666686
1311,13,25,10,0.05489244444444443,0.05212444444444447,0.0432177777777778,0.0646755555555556,0.0448097777777778,0.06417155555555559
1311,13,50,10,0.03864622222222229,0.038400000000000045,0.026382222222222307,0.05287111111111109,0.027030222222222306,0.052011111111111126
1312,13,10,10,0.0003244444444444161,0.0028222222222221427,-0.015955555555555556,0.014133333333333276,-0.015445555555555563,0.01358333333333327
1312,13,25,10,-0.0023520000000000095,-0.0017688888888889587,-0.016604444444444477,0.0072888888888889,-0.014712444444444448,0.0063488888888889265
1312,13,50,10,-0.0037511111111111274,-0.003728888888888948,-0.017537777777777763,0.006240000000000023,-0.015581777777777764,0.0056760000000000265
1313,13,10,10,-0.11021777777777779,-0.11388888888888896,-0.12813333333333338,-0.08835555555555547,-0.12691333333333338,-0.0894455555555555
1313,13,25,10,-0.09050488888888886,-0.08732444444444445,-0.10519111111111101,-0.08229333333333322,-0.10386311111111106,-0.08248133333333325
1313,13,50,10,-0.0008720000000000061,-0.0011111111111111738,-0.015937777777777717,0.013733333333333375,-0.014419777777777715,0.01245933333333335
1402,14,10,10,-0.026022222222222245,-0.027155555555555516,-0.04008888888888901,-0.0075111111111111906,-0.039998888888888966,-0.008161111111111227
1402,14,25,10,-0.022631111111111157,-0.021760000000000057,-0.04031999999999997,-0.010737777777777902,-0.038303999999999984,-0.011621777777777871
1402,14,50,10,-0.018472000000000034,-0.017257777777777816,-0.037217777777777794,-0.008240000000000136,-0.035133777777777805,-0.008570000000000098
1403,14,10,10,-0.011368888888888895,-0.009622222222222171,-0.02808888888888883,-0.0014666666666667272,-0.02642888888888886,-0.001646666666666707
1403,14,25,10,0.013756444444444415,0.01458666666666672,0.0028977777777778324,0.02207999999999999,0.0035337777777778023,0.021447999999999984
1403,14,50,10,0.029152888888888874,0.028977777777777713,0.02183111111111119,0.03516444444444444,0.022387111111111174,0.035000444444444445
1404,14,10,10,0.00033333333333330774,0.0019333333333332592,-0.028266666666666662,0.02466666666666667,-0.025446666666666673,0.023626666666666678
1404,14,25,10,0.012727111111111111,0.014231111111111028,-0.005955555555555492,0.030115555555555562,-0.003899555555555499,0.028503555555555584
1404,14,50,10,0.014798222222222268,0.015942222222222302,0.003697777777777911,0.028311111111111065,0.004225777777777898,0.027277111111111085
1405,14,10,10,0.007959999999999945,0.01106666666666653,-0.009866666666666746,0.025199999999999945,-0.009546666666666734,0.02436999999999994
1405,14,25,10,0.013701333333333354,0.015502222222222167,-0.004622222222222083,0.03018666666666675,-0.0031982222222221093,0.028098666666666713
1405,14,50,10,0.022443555555555505,0.020453333333333323,0.014959999999999973,0.03625777777777772,0.01525999999999999,0.0347017777777777
1406,14,10,10,0.0049244444444444925,0.005977777777777776,-0.008488888888888824,0.01373333333333343,-0.007038888888888829,0.013303333333333412
1406,14,25,10,-0.0015235555555555946,-0.0032622222222222497,-0.01239111111111113,0.01651555555555545,-0.011595111111111124,0.013771555555555464
1406,14,50,10,-0.0002053333333333407,-0.0009244444444445055,-0.006720000000000059,0.013724444444444484,-0.00621000000000004,0.011104444444444497
1407,14,10,10,-0.017253333333333343,-0.02213333333333331,-0.034533333333333416,0.007200000000000151,-0.03325333333333341,0.004800000000000106
1407,14,25,10,-0.004088888888888881,-0.0038400000000000656,-0.023075555555555405,0.008391111111111016,-0.02164755555555543,0.008151111111111055
1407,14,50,10,0.0041200000000000125,0.00550666666666666,-0.019839999999999858,0.016266666666666763,-0.01671799999999989,0.01601066666666671
1408,14,10,10,0.010155555555555551,0.011244444444444474,-0.007288888888889011,0.03257777777777782,-0.005438888888888982,0.030187777777777827
1408,14,25,10,0.00784888888888886,0.007937777777777683,-0.004497777777777823,0.028391111111111145,-0.004393777777777804,0.025323111111111133
1408,14,50,10,0.0022559999999999915,0.0016622222222222316,-0.01232888888888889,0.015208888888888938,-0.010658888888888902,0.014820888888888932
1502,15,10,10,-0.034328888888888895,-0.034288888888888924,-0.05315555555555562,-0.0202666666666666,-0.051035555555555626,-0.02058666666666662
1502,15,25,10,-0.04016533333333337,-0.0431111111111111,-0.04595555555555564,-0.021315555555555588,-0.04588755555555563,-0.024379555555555585
1502,15,50,10,-0.0436817777777778,-0.04492000000000004,-0.05517333333333346,-0.02302222222222211,-0.05399733333333344,-0.02651222222222215
