subfield_id,field_id,k,n,mean,median,min,max,p025,p975
2208,22,25,10,0.005523555555555526,0.004453333333333309,-0.011502222222222358,0.023004444444444494,-0.008666222222222327,0.02042444444444448
2208,22,50,10,0.011983999999999995,0.011875555555555528,0.001128888888888846,0.033102222222222144,0.0016528888888888565,0.029638222222222187
2209,22,10,10,-0.03164444444444446,-0.0295111111111111,-0.04475555555555555,-0.022755555555555584,-0.044465555555555536,-0.022765555555555563
2209,22,25,10,-0.010659555555555544,-0.01327111111111104,-0.019999999999999962,0.00039111111111106434,-0.019791999999999962,0.0002551111111110479
2209,22,50,10,0.004097777777777778,0.004457777777777727,-0.008702222222222167,0.015946666666666665,-0.007832222222222188,0.014712666666666676
2210,22,10,10,-0.023364444444444472,-0.02335555555555552,-0.04448888888888897,0.002355555555555444,-0.04401888888888895,0.00022555555555545722
2210,22,25,10,-0.021695999999999972,-0.021715555555555488,-0.0357155555555555,-0.0025422222222222235,-0.035071555555555516,-0.004990222222222233
2210,22,50,10,-0.017604444444444457,-0.018982222222222234,-0.02803555555555559,-0.005537777777777864,-0.027121555555555572,-0.0056137777777778616
2211,22,10,10,-0.010640000000000021,-0.014266666666666705,-0.02737777777777778,0.007822222222222286,-0.02662777777777776,0.006582222222222258
2211,22,25,10,-0.0010755555555555629,-0.0009511111111110415,-0.019040000000000057,0.023573333333333335,-0.018584000000000055,0.02134933333333333
2211,22,50,10,-0.0066319999999999825,-0.005928888888888928,-0.022399999999999975,0.011893333333333422,-0.022139999999999972,0.010061333333333413
2212,22,10,10,0.015724444444444447,0.0192666666666666,-0.009466666666666734,0.02555555555555572,-0.006746666666666701,0.025445555555555686
2212,22,25,10,0.02454577777777777,0.02300444444444444,0.01681777777777782,0.03790222222222228,0.01769777777777779,0.03627022222222227
2212,22,50,10,0.019316444444444435,0.017079999999999984,0.009235555555555552,0.043039999999999856,0.01014955555555557,0.03879999999999989
2213,22,10,10,0.009124444444444425,0.005111111111111122,-0.011244444444444501,0.04093333333333338,-0.010784444444444497,0.03879333333333336
2213,22,25,10,0.046663111111111086,0.04649777777777772,0.034435555555555664,0.06207999999999991,0.03466755555555563,0.060939999999999925
2213,22,50,10,0.04556355555555556,0.045128888888888885,0.03232888888888896,0.05821333333333323,0.034416888888888955,0.05696933333333325
2214,22,10,10,-0.04966222222222219,-0.05495555555555559,-0.06951111111111108,-0.02346666666666669,-0.06864111111111107,-0.025756666666666688
2214,22,25,10,0.01866666666666667,0.01678222222222217,0.008657777777777653,0.03255111111111125,0.00911777777777767,0.03230711111111119
2214,22,50,10,0.07702755555555557,0.0769022222222222,0.065991111111111,0.08443555555555571,0.06765911111111103,0.08438555555555566
2215,22,10,10,-0.023839999999999983,-0.02337777777777772,-0.040533333333333255,-0.006888888888888833,-0.038333333333333296,-0.008958888888888851
2215,22,25,10,0.007946666666666713,0.006524444444444444,-0.003146666666666742,0.022328888888888954,-0.0026746666666667223,0.02075688888888895
2215,22,50,10,0.027227555555555526,0.027177777777777856,0.01757333333333344,0.03971555555555539,0.018125333333333434,0.03810955555555542
2302,23,10,10,-0.01721333333333333,-0.014999999999999986,-0.042577777777777714,-0.00546666666666662,-0.039207777777777744,-0.005716666666666634
2302,23,25,10,0.008718222222222228,0.008799999999999919,-0.0026844444444444893,0.02691555555555547,-0.0023244444444444788,0.024875555555555474
2302,23,50,10,0.04715377777777778,0.045768888888888914,0.038177777777777755,0.05807111111111107,0.03872977777777777,0.05705311111111103
2303,23,10,10,0.0031022222222222007,0.006022222222222234,-0.014222222222222303,0.017288888888888854,-0.01412222222222226,0.016648888888888845
2303,23,25,10,0.003916444444444433,0.002195555555555423,-0.004053333333333242,0.0171911111111111,-0.0033933333333332647,0.015767111111111103
2303,23,50,10,0.0037635555555555643,0.0032488888888889678,-0.007564444444444485,0.01567111111111119,-0.006652444444444456,0.014955111111111172
2304,23,10,10,0.02240444444444442,0.023400000000000032,0.0032888888888888967,0.03995555555555552,0.0042088888888889035,0.03950555555555554
2304,23,25,10,0.011496888888888912,0.014800000000000035,-0.013137777777777748,0.024639999999999995,-0.010525777777777749,0.024175999999999993
2304,23,50,10,0.0005413333333333492,0.004062222222222189,-0.01845333333333332,0.009564444444444375,-0.016357333333333328,0.009096444444444407
2305,23,10,10,0.0066622222222222196,0.0026000000000000467,-0.010711111111111116,0.025688888888888872,-0.008431111111111092,0.025668888888888852
2305,23,25,10,0.005695999999999968,0.006168888888888863,-0.007128888888888907,0.021013333333333217,-0.007056888888888897,0.02071733333333325
2305,23,50,10,-0.005733333333333379,-0.005951111111111129,-0.022764444444444476,0.012239999999999918,-0.02153044444444446,0.011233999999999949
2306,23,10,10,0.01467555555555557,0.013177777777777844,0.006044444444444408,0.026266666666666716,0.007114444444444386,0.025336666666666695
2306,23,25,10,0.016375111111111135,0.016915555555555628,0.005599999999999938,0.027413333333333345,0.006251999999999926,0.026081333333333363
2306,23,50,10,0.009831111111111079,0.009582222222222159,-0.011555555555555652,0.02756444444444439,-0.009027555555555653,0.02634044444444442
2307,23,10,10,-0.010448888888888863,-0.00948888888888888,-0.024488888888888782,0.004311111111111099,-0.0242688888888888,0.004301111111111133
2307,23,25,10,-0.003985777777777766,-0.0015733333333332877,-0.017564444444444383,0.0058133333333333925,-0.016184444444444373,0.00498533333333339
2307,23,50,10,0.005009777777777791,0.007071111111111139,-0.015920000000000045,0.02015111111111112,-0.013990000000000016,0.019267111111111124
2308,23,10,10,0.007395555555555544,0.008177777777777867,-0.009688888888888914,0.029822222222222194,-0.008248888888888934,0.0271322222222222
2308,23,25,10,0.010531555555555572,0.01014222222222222,0.0010666666666667157,0.02108444444444446,0.0024426666666667127,0.019456444444444453
2308,23,50,10,0.0057271111111110605,0.0016311111111110277,-0.008026666666666737,0.028862222222222234,-0.006696666666666742,0.02556022222222224
2309,23,10,10,-4.444444444451357e-06,0.0018444444444443986,-0.02493333333333342,0.018844444444444497,-0.02175333333333342,0.017524444444444506
2309,23,25,10,0.004128000000000004,0.011706666666666643,-0.023911111111111105,0.021262222222222238,-0.022319111111111106,0.020986222222222267
2309,23,50,10,0.0081733333333333,0.0077911111111110265,-0.008675555555555658,0.02155555555555555,-0.007271555555555628,0.021227555555555524
2310,23,10,10,0.002999999999999997,0.0008888888888888835,-0.00471111111111111,0.01586666666666664,-0.004691111111111104,0.01578666666666664
2310,23,25,10,0.012709333333333333,0.006426666666666747,-0.006133333333333435,0.04051555555555553,-0.004149333333333427,0.038739555555555534
2310,23,50,10,0.0010319999999999884,-0.0014711111111111452,-0.01941333333333317,0.02536000000000005,-0.01838133333333323,0.02418000000000004
2311,23,10,10,-0.022364444444444465,-0.01982222222222224,-0.040088888888888896,-0.014755555555555577,-0.03769888888888888,-0.015175555555555581
2311,23,25,10,-0.038657777777777784,-0.03914666666666669,-0.053084444444444434,-0.020000000000000073,-0.052280444444444435,-0.022444000000000054
2311,23,50,10,-0.04520266666666669,-0.04516888888888887,-0.06417777777777789,-0.03019555555555553,-0.06295577777777787,-0.030941555555555545
2312,23,10,10,0.0015688888888888697,0.006599999999999995,-0.013288888888888961,0.01555555555555549,-0.012928888888888952,0.014815555555555526
2312,23,25,10,0.0075733333333333095,0.006453333333333311,-0.0053688888888889785,0.014737777777777739,-0.0033088888888889345,0.014613777777777726
2312,23,50,10,0.012718222222222186,0.0127066666666667,0.0008711111111109338,0.022800000000000042,0.0022591111111109593,0.021877999999999998
2402,24,10,10,-0.07539111111111114,-0.07422222222222224,-0.08986666666666665,-0.05613333333333337,-0.08985666666666667,-0.05857333333333336
2402,24,25,10,-0.09312177777777779,-0.09457777777777784,-0.10508444444444437,-0.07205333333333336,-0.10420844444444438,-0.07466933333333337
2402,24,50,10,-0.11551111111111108,-0.11804888888888887,-0.13123555555555566,-0.09553777777777772,-0.13080555555555562,-0.09631377777777773
2403,24,10,10,-0.0048311111111111246,-0.0068444444444444585,-0.031022222222222173,0.017688888888888865,-0.026972222222222196,0.015598888888888877
2403,24,25,10,-0.008330666666666698,-0.00709333333333334,-0.02026666666666682,0.0075022222222222434,-0.01968266666666678,0.004710222222222204
2403,24,50,10,-0.02019555555555556,-0.021791111111111122,-0.02805333333333332,-0.005599999999999938,-0.02798533333333331,-0.006893999999999983
2404,24,10,10,0.008151111111111126,0.008311111111111186,-0.014133333333333442,0.0364444444444445,-0.013863333333333422,0.033094444444444496
2404,24,25,10,0.01886400000000001,0.018782222222222145,0.006044444444444463,0.04405333333333339,0.006880444444444457,0.0404453333333334
2404,24,50,10,0.021879999999999983,0.022248888888888874,0.008266666666666644,0.03432000000000002,0.009504666666666637,0.03398400000000003
2405,24,10,10,-0.01082222222222221,-0.008622222222222226,-0.024622222222222268,0.0007999999999999674,-0.02403222222222226,-8.000000000003837e-05
2405,24,25,10,-0.01654577777777778,-0.019333333333333286,-0.02606222222222221,-0.00428444444444448,-0.024898222222222214,-0.0060004444444444775
2405,24,50,10,-0.01953066666666663,-0.01987555555555548,-0.032737777777777755,-0.008213333333333406,-0.03092977777777775,-0.008249333333333391
2406,24,10,10,-0.0020000000000000074,-0.0012444444444445202,-0.020755555555555527,0.016533333333333233,-0.01852555555555553,0.01411333333333327
2406,24,25,10,0.007987555555555553,0.008648888888888873,-0.006311111111111156,0.02360888888888879,-0.005211111111111132,0.022720888888888832
2406,24,50,10,0.014344888888888897,0.014386666666666603,0.003928888888888982,0.034791111111111106,0.0040908888888889685,0.03142711111111111
2502,25,10,10,-0.012662222222222203,-0.010533333333333339,-0.02835555555555558,0.00257777777777779,-0.027945555555555553,0.0023877777777777946
2502,25,25,10,-0.009175111111111123,-0.006373333333333259,-0.027040000000000064,0.006382222222222178,-0.026132000000000037,0.005654222222222168
2502,25,50,10,-0.01931288888888888,-0.016084444444444512,-0.033440000000000025,-0.007475555555555458,-0.033010000000000005,-0.00856755555555549
2503,25,10,10,-0.028920000000000022,-0.028777777777777763,-0.03866666666666674,-0.01826666666666671,-0.038086666666666734,-0.019216666666666698
2503,25,25,10,-0.024462222222222236,-0.024906666666666688,-0.033279999999999865,-0.016888888888888898,-0.03325199999999991,-0.017352888888888876
2503,25,50,10,-0.027762666666666658,-0.02582222222222219,-0.037973333333333414,-0.023217777777777837,-0.036645333333333356,-0.02331377777777783
2504,25,10,10,0.02913777777777779,0.024288888888888888,0.012577777777777799,0.06551111111111108,0.013757777777777824,0.06007111111111108
2504,25,25,10,0.03407644444444443,0.03654222222222217,0.017048888888888947,0.049582222222222194,0.017560888888888928,0.04937022222222219
2504,25,50,10,0.021365333333333302,0.022857777777777755,0.00900444444444437,0.029955555555555513,0.009750444444444386,0.029941555555555496
2505,25,10,10,0.011017777777777816,0.010711111111111032,-0.005644444444444285,0.02844444444444444,-0.004584444444444298,0.026894444444444453
2505,25,25,10,0.0082311111111111,0.007546666666666674,-0.004302222222222263,0.01969777777777787,-0.002742222222222272,0.01856177777777786
2505,25,50,10,0.00907199999999998,0.008791111111111138,-0.00045333333333352765,0.0166844444444445,0.0008986666666665117,0.016238444444444503
2507,25,10,10,-0.028466666666666703,-0.029488888888888953,-0.042888888888888976,-0.014666666666666772,-0.04246888888888894,-0.015416666666666762
2507,25,25,10,-0.026241777777777746,-0.025688888888888817,-0.03352888888888883,-0.02147555555555558,-0.03261688888888885,-0.02201955555555556
2507,25,50,10,-0.021331555555555583,-0.021919999999999995,-0.03204444444444443,-0.010444444444444478,-0.03135244444444442,-0.010626444444444496
2508,25,10,10,0.021764444444444447,0.020133333333333364,0.005111111111111066,0.03946666666666665,0.007111111111111092,0.03927666666666664
2508,25,25,10,0.0516728888888889,0.05218666666666674,0.028017777777777697,0.06908444444444445,0.02893777777777773,0.06814844444444444
2508,25,50,10,0.049997333333333324,0.050031111111111026,0.02576888888888884,0.06795555555555555,0.028748888888888855,0.06668155555555558
2602,26,10,10,-0.0472088888888889,-0.04375555555555555,-0.06906666666666667,-0.03257777777777782,-0.06670666666666668,-0.03441777777777782
2602,26,25,10,-0.08312355555555558,-0.0823288888888889,-0.09578666666666663,-0.0690844444444445,-0.09529066666666663,-0.07024444444444448
2602,26,50,10,-0.10376355555555553,-0.10243555555555553,-0.11793777777777775,-0.08491555555555558,-0.11729177777777774,-0.08809955555555554
2604,26,10,10,-0.02431555555555557,-0.025666666666666643,-0.03591111111111106,-0.0024000000000000132,-0.03587111111111106,-0.00431000000000002
2604,26,25,10,0.010954666666666679,0.012960000000000055,-0.00695111111111113,0.030471111111111115,-0.006071111111111123,0.029499111111111108
2604,26,50,10,0.011144888888888904,0.011911111111111095,-0.005297777777777735,0.02244444444444449,-0.004109777777777721,0.021234444444444483
2607,26,10,10,-0.02269777777777775,-0.020799999999999985,-0.03328888888888881,-0.01542222222222217,-0.03223888888888883,-0.015692222222222177
2607,26,25,10,-0.02202844444444446,-0.019760000000000028,-0.04160000000000008,-0.004853333333333376,-0.040512000000000034,-0.006521333333333384
2607,26,50,10,-0.03771111111111113,-0.03576444444444446,-0.059182222222222136,-0.023360000000000047,-0.05757222222222218,-0.02356400000000006
2608,26,10,10,-0.005760000000000004,-0.005622222222222251,-0.012622222222222201,0.0008444444444444255,-0.012472222222222194,0.0006244444444444209
2608,26,25,10,-0.02703822222222225,-0.026880000000000098,-0.03738666666666668,-0.016248888888888813,-0.036722666666666674,-0.016852888888888848
2608,26,50,10,-0.05245866666666671,-0.05361777777777779,-0.06240888888888896,-0.040666666666666795,-0.06168888888888895,-0.04118866666666677
2610,26,10,10,-0.009368888888888881,-0.009777777777777746,-0.028222222222222315,0.003777777777777769,-0.025952222222222293,0.0030377777777777933
2610,26,25,10,-0.016846222222222214,-0.015244444444444477,-0.02908444444444447,-0.009084444444444395,-0.027556444444444425,-0.009596444444444414
2610,26,50,10,-0.02792355555555557,-0.028399999999999925,-0.03452444444444447,-0.022933333333333306,-0.033712444444444496,-0.02310533333333332
2611,26,10,10,-0.06132444444444447,-0.061533333333333384,-0.07893333333333336,-0.04617777777777782,-0.07748333333333335,-0.0462777777777778
2611,26,25,10,-0.04990577777777779,-0.049555555555555575,-0.06337777777777787,-0.035573333333333346,-0.06284177777777787,-0.03615333333333332
2611,26,50,10,0.03375200000000002,0.03646666666666665,0.015066666666666673,0.04862222222222223,0.016464666666666662,0.04803222222222224
2612,26,10,10,-0.04948888888888888,-0.04917777777777774,-0.0759111111111111,-0.031866666666666654,-0.07286111111111108,-0.03232666666666667
2612,26,25,10,-0.0767111111111111,-0.07985777777777778,-0.09772444444444439,-0.05596444444444443,-0.09500844444444438,-0.05788844444444445
2612,26,50,10,-0.08898844444444445,-0.09039555555555559,-0.10471999999999987,-0.07327111111111123,-0.1024319999999999,-0.07510911111111121
2613,26,10,10,-0.04849333333333332,-0.04755555555555557,-0.06742222222222227,-0.021955555555555506,-0.06612222222222228,-0.025185555555555517
2613,26,25,10,-0.07491377777777779,-0.07673777777777774,-0.09208888888888889,-0.05872000000000005,-0.08960088888888888,-0.06062400000000005
2613,26,50,10,-0.08304088888888886,-0.08191111111111105,-0.10396444444444453,-0.07151111111111108,-0.10117044444444451,-0.07178711111111112
2703,27,10,10,-0.048377777777777756,-0.045666666666666605,-0.06137777777777781,-0.03915555555555561,-0.060997777777777804,-0.040025555555555585
2703,27,25,10,-0.05139911111111108,-0.05241777777777776,-0.06746666666666662,-0.0341155555555554,-0.06586266666666664,-0.03627555555555544
2703,27,50,10,-0.029135111111111077,-0.028995555555555552,-0.04032888888888875,-0.01382222222222218,-0.040058888888888776,-0.01535222222222221
2704,27,10,10,-0.0956666666666667,-0.0970666666666668,-0.10911111111111105,-0.08120000000000005,-0.10799111111111111,-0.08238000000000002
2704,27,25,10,-0.14719111111111108,-0.14713777777777765,-0.16607999999999995,-0.12775111111111115,-0.16532399999999994,-0.12933511111111115
2704,27,50,10,-0.08667733333333333,-0.08416000000000001,-0.1087288888888891,-0.06639111111111107,-0.10778488888888903,-0.06848111111111106
2705,27,10,10,-0.008204444444444448,-0.005822222222222145,-0.0348,0.005466666666666675,-0.031939999999999996,0.0048466666666666484
2705,27,25,10,-0.007591111111111143,-0.009697777777777833,-0.017777777777777837,0.009119999999999906,-0.01746977777777783,0.007191999999999955
2705,27,50,10,-0.010442666666666678,-0.01345777777777779,-0.02009777777777777,0.006782222222222134,-0.019697777777777772,0.005246222222222166
2706,27,10,10,0.024239999999999977,0.02513333333333334,0.0082666666666667,0.03555555555555551,0.010576666666666682,0.03453555555555549
2706,27,25,10,0.01593066666666664,0.017653333333333243,0.008977777777777807,0.02472888888888891,0.009097777777777805,0.02383688888888889
2706,27,50,10,0.003982222222222209,0.001315555555555542,-0.004915555555555506,0.013297777777777742,-0.004495555555555515,0.013201777777777774
2707,27,10,10,0.0009600000000000164,0.004399999999999987,-0.01995555555555556,0.02160000000000012,-0.01982555555555557,0.020010000000000097
2707,27,25,10,0.011767111111111122,0.010000000000000009,0.0012266666666667092,0.028640000000000054,0.0016186666666666793,0.02792800000000005
2707,27,50,10,0.021207999999999977,0.019008888888888797,0.010720000000000063,0.03373333333333334,0.011472000000000055,0.03352533333333335
2708,27,10,10,0.004262222222222239,0.005600000000000022,-0.005511111111111078,0.011422222222222222,-0.005221111111111089,0.01107222222222224
2708,27,25,10,0.0007182222222222312,0.00035555555555552565,-0.0084088888888888,0.018897777777777736,-0.008264888888888804,0.01608977777777774
2708,27,50,10,0.0013697777777777753,0.0006711111111111778,-0.007555555555555538,0.020257777777777763,-0.007227555555555562,0.01784577777777774
2711,27,10,10,0.004164444444444443,0.004399999999999932,-0.010311111111111104,0.01822222222222225,-0.009421111111111106,0.018012222222222263
2711,27,25,10,0.012629333333333343,0.010782222222222276,-0.0005688888888889521,0.03134222222222227,0.0002391111111110705,0.02989022222222228
2711,27,50,10,0.006753777777777759,0.007088888888888867,-0.0044799999999999285,0.02262222222222221,-0.0038439999999999334,0.020978222222222235
2712,27,10,10,0.005528888888888872,0.0039111111111110874,-0.012800000000000034,0.02822222222222215,-0.01173000000000003,0.026642222222222168
2712,27,25,10,0.015143111111111157,0.014382222222222296,0.0062577777777778065,0.028000000000000025,0.006429777777777809,0.02679200000000003
2712,27,50,10,0.01633422222222226,0.019604444444444424,-0.0016711111111110677,0.02760000000000018,-1.511111111108512e-05,0.02698000000000014
2713,27,10,10,0.040164444444444426,0.03948888888888891,0.03173333333333339,0.057688888888888956,0.031803333333333364,0.05448888888888894
2713,27,25,10,0.021822222222222232,0.022568888888888916,0.014382222222222407,0.03333333333333327,0.014494222222222342,0.03156933333333328
2713,27,50,10,0.01066222222222224,0.012066666666666725,-0.0037511111111111495,0.02280888888888899,-0.00297711111111115,0.021940888888888975
2715,27,10,10,-0.00234666666666668,-0.00280000000000008,-0.02328888888888886,0.014844444444444493,-0.020008888888888854,0.012934444444444498
2715,27,25,10,0.009061333333333333,0.01163555555555551,-0.004675555555555599,0.01998222222222229,-0.004519555555555601,0.01901822222222226
2715,27,50,10,0.0036675555555555684,0.001408888888888904,-0.010728888888888899,0.017973333333333286,-0.00891088888888888,0.016379333333333263
2716,27,10,10,-0.01677333333333334,-0.013555555555555598,-0.03426666666666667,-0.007199999999999929,-0.03235666666666667,-0.007559999999999938
2716,27,25,10,0.0003075555555555387,0.0016977777777778258,-0.017084444444444347,0.008373333333333344,-0.014296444444444367,0.00820933333333333
2716,27,50,10,0.022462222222222262,0.022000000000000075,0.0091377777777778,0.035395555555555513,0.009679777777777804,0.03496355555555555
2717,27,10,10,-0.052351111111111126,-0.052000000000000074,-0.06822222222222224,-0.03982222222222215,-0.06636222222222224,-0.04029222222222217
2717,27,25,10,0.0055786666666667204,0.0036355555555555585,-0.009688888888888747,0.02063999999999999,-0.009612888888888773,0.020520000000000004
2717,27,50,10,0.03714222222222222,0.04013777777777783,0.014017777777777907,0.04774222222222224,0.017851777777777893,0.047554222222222234
2720,27,10,10,-0.026359999999999995,-0.026666666666666644,-0.04457777777777783,0.0069777777777778605,-0.04291777777777782,0.0008677777777778605
2720,27,25,10,-0.009025777777777749,-0.009519999999999945,-0.023075555555555516,0.007733333333333148,-0.021639555555555537,0.005209333333333191
2720,27,50,10,-0.007872888888888884,-0.005711111111111056,-0.02449777777777762,0.0009422222222222887,-0.023925777777777643,0.0006642222222222415
2721,27,10,10,-0.0299333333333333,-0.02817777777777772,-0.04742222222222214,-0.01284444444444438,-0.04561222222222218,-0.014494444444444383
2721,27,25,10,-0.02190222222222222,-0.02475555555555556,-0.03367111111111115,-0.005280000000000062,-0.032931111111111126,-0.006448000000000044
2721,27,50,10,-0.012501333333333286,-0.01648888888888883,-0.019048888888889004,-0.001937777777777816,-0.018788888888888973,-0.0022577777777777887
2723,27,10,10,-0.02379555555555556,-0.025911111111111162,-0.03457777777777771,-0.009511111111111081,-0.03414777777777773,-0.009721111111111083
2723,27,25,10,-0.008519111111111116,-0.011466666666666625,-0.016711111111111232,0.0074666666666666215,-0.0164831111111112,0.005426666666666637
2723,27,50,10,0.03906044444444443,0.038946666666666685,0.029795555555555575,0.05227555555555552,0.03001955555555557,0.05182555555555552
2724,27,10,10,-0.06809333333333334,-0.06791111111111114,-0.07715555555555553,-0.059955555555555484,-0.07702555555555554,-0.0602455555555555
2724,27,25,10,-0.06900622222222222,-0.0682933333333334,-0.08613333333333328,-0.054755555555555446,-0.08425333333333329,-0.055579555555555445
2724,27,50,10,-0.06788088888888891,-0.06562666666666667,-0.08437333333333324,-0.056560000000000055,-0.08411133333333327,-0.05659000000000005
2725,27,10,10,-0.00429777777777775,-0.0046666666666666246,-0.03391111111111106,0.015600000000000058,-0.029981111111111066,0.014600000000000054
2725,27,25,10,0.004238222222222249,0.004853333333333293,-0.017777777777777726,0.028480000000000005,-0.01674177777777772,0.02467600000000002
2725,27,50,10,0.005072000000000032,0.004528888888888805,-0.010631111111111036,0.02519999999999989,-0.008659111111111006,0.021693999999999932
2727,27,10,10,-0.032577777777777775,-0.03517777777777775,-0.04404444444444444,-0.02186666666666659,-0.04295444444444445,-0.021996666666666605
2727,27,25,10,-0.039576888888888884,-0.03712888888888893,-0.06419555555555556,-0.025973333333333404,-0.06061955555555555,-0.027641333333333375
2727,27,50,10,-0.04516444444444449,-0.04397777777777784,-0.06396444444444449,-0.036684444444444464,-0.06067844444444449,-0.036974444444444476
2728,27,10,10,0.0020933333333333247,0.0010444444444443757,-0.011999999999999955,0.017377777777777714,-0.011739999999999962,0.01618777777777774
2728,27,25,10,0.0032302222222222233,0.0008266666666666422,-0.007555555555555538,0.01365333333333324,-0.0062075555555555495,0.01305733333333327
2728,27,50,10,0.005589333333333358,0.00423111111111113,-0.008862222222222216,0.018960000000000088,-0.007720222222222203,0.018218000000000074
2729,27,10,10,-0.016075555555555572,-0.013755555555555604,-0.0464888888888888,0.0066222222222222515,-0.042458888888888845,0.0035722222222222093
2729,27,25,10,-0.021217777777777815,-0.023262222222222295,-0.034773333333333434,0.0019199999999999218,-0.03464533333333341,-0.0010200000000000495
2729,27,50,10,-0.015606222222222221,-0.016044444444444417,-0.029040000000000177,-0.0006666666666664822,-0.028604000000000167,-0.0009826666666665036
2730,27,10,10,0.011026666666666674,0.010911111111111121,-0.0011111111111111183,0.020533333333333292,-0.00011111111111111174,0.02013333333333331
2730,27,25,10,0.008464000000000005,0.008186666666666703,-0.001777777777777878,0.019075555555555623,-0.0015697777777778394,0.018719555555555604
2730,27,50,10,0.015275555555555575,0.015271111111111069,-0.0017422222222220896,0.026417777777777873,0.0010317777777778731,0.025143777777777848
2731,27,10,10,-0.01533333333333336,-0.01700000000000007,-0.025644444444444414,0.0005333333333333301,-0.025624444444444432,0.0004733333333333493
2731,27,25,10,-0.004225777777777789,-0.003866666666666657,-0.013511111111111085,0.004266666666666641,-0.013171111111111106,0.00422266666666664
2731,27,50,10,-0.002096888888888948,-0.004164444444444582,-0.009155555555555472,0.013831111111111127,-0.008831555555555523,0.0119351111111111
2732,27,10,10,-0.07224,-0.07197777777777789,-0.08999999999999991,-0.058133333333333315,-0.08840999999999992,-0.05873333333333331
2732,27,25,10,-0.10802133333333334,-0.10934222222222215,-0.12695111111111107,-0.08496000000000015,-0.1250631111111111,-0.0872120000000001
2732,27,50,10,-0.06444,-0.06680444444444439,-0.07596444444444439,-0.04381333333333337,-0.07487044444444439,-0.04679733333333338
2733,27,10,10,-0.022057777777777766,-0.021400000000000002,-0.03768888888888883,-0.003422222222222271,-0.036028888888888846,-0.006582222222222259
2733,27,25,10,-0.029763555555555536,-0.03280888888888886,-0.04079999999999995,-0.007946666666666657,-0.03982399999999997,-0.01087466666666665
2733,27,50,10,-0.005551999999999979,-0.007600000000000051,-0.011839999999999962,0.007191111111111259,-0.011780000000000018,0.006843111111111228
2734,27,10,10,0.056728888888888884,0.05471111111111107,0.03457777777777765,0.08822222222222226,0.0374277777777777,0.08441222222222228
2734,27,25,10,0.05091200000000001,0.05248000000000003,0.030542222222222304,0.07486222222222227,0.03112622222222231,0.07223022222222227
2734,27,50,10,0.03512,0.037853333333333294,0.02062222222222221,0.04488888888888898,0.02098022222222218,0.044618888888888944
2735,27,10,10,0.000520000000000026,0.0018666666666666554,-0.024799999999999933,0.014977777777777701,-0.020299999999999915,0.014107777777777736
2735,27,25,10,0.009829333333333346,0.010382222222222237,0.0006044444444445185,0.023413333333333286,0.0007404444444445227,0.0223893333333333
2735,27,50,10,0.010569777777777766,0.011639999999999928,-0.0018311111111110057,0.023360000000000047,-0.0015231111111110363,0.02264600000000004
2736,27,10,10,0.035928888888888885,0.034622222222222304,0.015244444444444505,0.05555555555555558,0.015384444444444473,0.05460555555555555
2736,27,25,10,0.03646044444444442,0.03431111111111107,0.02663111111111105,0.053902222222222185,0.02685911111111107,0.05293022222222219
2736,27,50,10,0.035912000000000006,0.033920000000000006,0.027226666666666732,0.046959999999999946,0.027330666666666715,0.04616399999999994
2737,27,10,10,0.04973777777777779,0.04724444444444445,0.0358222222222222,0.06644444444444442,0.036452222222222205,0.06525444444444442
2737,27,25,10,0.04875377777777774,0.05082666666666663,0.033688888888888824,0.060995555555555525,0.03406888888888884,0.059823555555555505
2737,27,50,10,0.034731555555555585,0.03438222222222226,0.02112000000000014,0.04452444444444448,0.023368000000000104,0.04419644444444446
2738,27,10,10,-0.03042222222222221,-0.029933333333333367,-0.04595555555555564,-0.01519999999999988,-0.04366555555555561,-0.017529999999999903
2738,27,25,10,-0.019061333333333336,-0.017351111111111123,-0.02890666666666669,-0.008444444444444532,-0.028702666666666692,-0.009336444444444491
2738,27,50,10,-0.012353777777777786,-0.011462222222222263,-0.024399999999999977,-0.0035822222222222644,-0.02385199999999996,-0.003982222222222236
2739,27,10,10,0.050617777777777775,0.052022222222222275,0.0324888888888889,0.07342222222222217,0.03269888888888889,0.07222222222222217
2739,27,25,10,0.04038044444444445,0.04043555555555561,0.025831111111111082,0.05708444444444438,0.026291111111111112,0.05494444444444441
2739,27,50,10,0.030743999999999938,0.03073333333333325,0.012444444444444314,0.043315555555555496,0.01364044444444433,0.04252555555555549
2740,27,10,10,0.014466666666666645,0.01291111111111104,-0.0008444444444445365,0.03533333333333327,0.0006955555555554604,0.03382333333333331
2740,27,25,10,0.007921777777777783,0.0063555555555555865,-0.003591111111111156,0.016337777777777784,-0.0022871111111111564,0.016149777777777777
2740,27,50,10,0.0070239999999999695,0.005733333333333368,0.001857777777777625,0.01895111111111114,0.0019897777777776655,0.017375111111111122
2741,27,10,10,0.043360000000000024,0.04197777777777775,0.024399999999999977,0.058577777777777784,0.025129999999999975,0.05793777777777779
2741,27,25,10,0.04343822222222221,0.04161777777777778,0.03280000000000016,0.06458666666666674,0.03306800000000012,0.0620506666666667
2741,27,50,10,0.03947111111111112,0.03888,0.031191111111110947,0.05447111111111125,0.031427111111110996,0.05242711111111121
