metric,input_condition,field_id,measure,n,mean,median,min,max,p025,p975,positive_count,negative_count
cka,abstract,21,model_change_at_full,10,0.22531870495536185,0.22347187650832512,0.20093445712397465,0.2775021947123015,0.2033035139671484,0.2668719000602735,10,0
cka,abstract,21,input_change_from_full,10,0.018381927131062327,0.019308787710049458,0.0075972883349174625,0.030231280613772116,0.00791166174037595,0.030168427255133058,10,0
cka,abstract,21,model_minus_input,10,0.20693677782429956,0.2053010408740508,0.17070317651020253,0.25850805851961395,0.1757399643207657,0.2494873026617993,10,0
rsa,title,21,model_change_at_full,10,0.34962202351528837,0.33452057426571824,0.31433150908299645,0.43828687663138344,0.31529313495992517,0.4260070519466967,10,0
rsa,title,21,input_change_from_full,10,0.27941050700922554,0.22314993493637325,0.13485749117064316,0.5339257724803146,0.13911747705920574,0.5115130063218704,10,0
rsa,title,21,model_minus_input,10,0.07021151650606287,0.12766977343901104,-0.19480212217317217,0.22991911624629874,-0.1730621277319473,0.2267734809427466,7,3
rsa,abstract,21,model_change_at_full,10,0.34962202351528837,0.33452057426571824,0.31433150908299645,0.43828687663138344,0.31529313495992517,0.4260070519466967,10,0
rsa,abstract,21,input_change_from_full,10,0.023354151201185013,0.020914415243036666,0.010380658756948824,0.0451981978549959,0.010932361675453564,0.04424852876624635,10,0
rsa,abstract,21,model_minus_input,10,0.32626787231410337,0.3184137785454515,0.28031555682279075,0.41814794724303683,0.2834515723860934,0.4047301619211167,10,0
neighbors25,title,21,model_change_at_full,10,0.6618662222222222,0.6566855555555555,0.6301911111111111,0.7205888888888888,0.6332056111111112,0.7115173888888888,10,0
neighbors25,title,21,input_change_from_full,10,0.694994,0.71682,0.50444,0.82558,0.517382,0.8252785,10,0
neighbors25,title,21,model_minus_input,10,-0.033127777777777756,-0.029587777777777824,-0.1780222222222222,0.12575111111111115,-0.1753102222222222,0.11879411111111117,5,5
neighbors25,abstract,21,model_change_at_full,10,0.6618662222222222,0.6566855555555555,0.6301911111111111,0.7205888888888888,0.6332056111111112,0.7115173888888888,10,0
neighbors25,abstract,21,input_change_from_full,10,0.23375399999999996,0.21591,0.15914000000000006,0.3438800000000001,0.16161050000000005,0.33829100000000006,10,0
neighbors25,abstract,21,model_minus_input,10,0.4281122222222223,0.44074111111111114,0.31217555555555543,0.48841777777777773,0.32321305555555546,0.48814277777777776,10,0
cka,title,22,model_change_at_full,10,0.37685476663562917,0.3721436734568565,0.3636399368647316,0.40577761121568484,0.3637003855119479,0.4041979718229298,10,0
cka,title,22,input_change_from_full,10,0.34737459938101145,0.3256196425214081,0.18893373128954216,0.630863302802191,0.19069788382278766,0.6002737901869594,10,0
cka,title,22,model_minus_input,10,0.029480167254617756,0.06402117881701691,-0.26722336593745943,0.17662582374924896,-0.23391530392442378,0.17615212283921508,5,5
cka,abstract,22,model_change_at_full,10,0.37685476663562917,0.3721436734568565,0.3636399368647316,0.40577761121568484,0.3637003855119479,0.4041979718229298,10,0
cka,abstract,22,input_change_from_full,10,0.02601263291190873,0.024852677130057288,0.01346603455524642,0.04462276832808043,0.01347620947584489,0.04356667191195183,10,0
cka,abstract,22,model_minus_input,10,0.3508421337237205,0.3491935342534757,0.32836968299923436,0.3797592856644361,0.32889139036816845,0.3772354212226715,10,0
rsa,title,22,model_change_at_full,10,0.5072209967170525,0.5017379204877613,0.4619652552854141,0.5841445235108615,0.4646782356908463,0.5752291116351229,10,0
rsa,title,22,input_change_from_full,10,0.38476013804350045,0.3620724639434317,0.1990817051022078,0.6120300626805764,0.20834047110384107,0.6021728926146332,10,0
rsa,title,22,model_minus_input,10,0.12246085867355214,0.15780530508434837,-0.1327535903868856,0.38506281840865375,-0.12366550490889,0.36255068117816136,7,3
rsa,abstract,22,model_change_at_full,10,0.5072209967170525,0.5017379204877613,0.4619652552854141,0.5841445235108615,0.4646782356908463,0.5752291116351229,10,0
rsa,abstract,22,input_change_from_full,10,0.029609238800471848,0.025686693894466484,0.014287992062718802,0.05852735444332258,0.014701654521339844,0.057151634105220325,10,0
rsa,abstract,22,model_minus_input,10,0.4776117579165807,0.4645974030494965,0.4476772632226953,0.558213376110534,0.44790935775928653,0.5478255767365768,10,0
neighbors25,title,22,model_change_at_full,10,0.6776248888888888,0.6789855555555555,0.6365577777777777,0.7374533333333333,0.6402732777777776,0.7269788333333334,10,0
neighbors25,title,22,input_change_from_full,10,0.690094,0.70513,0.4964200000000001,0.84668,0.506572,0.8435435,10,0
neighbors25,title,22,model_minus_input,10,-0.01246911111111112,0.005827777777777765,-0.15931777777777767,0.14013777777777758,-0.1560832777777777,0.13510777777777763,5,5
neighbors25,abstract,22,model_change_at_full,10,0.6776248888888888,0.6789855555555555,0.6365577777777777,0.7374533333333333,0.6402732777777776,0.7269788333333334,10,0
neighbors25,abstract,22,input_change_from_full,10,0.207008,0.19517999999999996,0.15626000000000007,0.28180000000000005,0.15786650000000005,0.28022500000000006,10,0
neighbors25,abstract,22,model_minus_input,10,0.47061688888888886,0.47973000000000005,0.3840133333333333,0.5163488888888889,0.3899868333333333,0.5159913888888888,10,0
cka,title,23,model_change_at_full,10,0.3501745718660745,0.34932058387667,0.32111780426247044,0.3977657813749903,0.324828554873015,0.3900655713000645,10,0
cka,title,23,input_change_from_full,10,0.3484941921894074,0.31026113289888346,0.17041603548247208,0.647488584992802,0.17408135458468038,0.6148792053839203,10,0
cka,title,23,model_minus_input,10,0.0016803796766671486,0.025857966056835435,-0.29699072822531053,0.16719399371575178,-0.26480279438958565,0.16443967193618347,5,5
cka,abstract,23,model_change_at_full,10,0.3501745718660745,0.34932058387667,0.32111780426247044,0.3977657813749903,0.324828554873015,0.3900655713000645,10,0
cka,abstract,23,input_change_from_full,10,0.02312428083225081,0.023019722871956083,0.009979481673549007,0.04293989938135512,0.010447521290543136,0.0416655140232374,10,0
cka,abstract,23,model_minus_input,10,0.3270502910338237,0.32244089026779565,0.30464708735037116,0.3730093385788553,0.3051937060807056,0.36765209143569944,10,0
rsa,title,23,model_change_at_full,10,0.4427727029237648,0.4292760850827733,0.39144512052011216,0.5466596376993152,0.395595588574451,0.534379672645378,10,0
rsa,title,23,input_change_from_full,10,0.3709036382051573,0.3288039549892585,0.1804905619227215,0.6206487845961219,0.18196507230558312,0.6165328354003565,10,0
rsa,title,23,model_minus_input,10,0.0718690647186075,0.10066614667291737,-0.18773842023151271,0.3099953081366541,-0.1852578967125735,0.3027068376238462,6,4
rsa,abstract,23,model_change_at_full,10,0.4427727029237648,0.4292760850827733,0.39144512052011216,0.5466596376993152,0.395595588574451,0.534379672645378,10,0
rsa,abstract,23,input_change_from_full,10,0.023776715937041948,0.019660109866151243,0.00958389216745903,0.05570323568975877,0.01024862601615934,0.05245191010165498,10,0
rsa,abstract,23,model_minus_input,10,0.4189959869867229,0.4058149300763705,0.3818612283526531,0.4909564020095565,0.3822927032027944,0.48666031508397944,10,0
neighbors25,title,23,model_change_at_full,10,0.6657284444444445,0.6569133333333332,0.63624,0.7218888888888889,0.6400465000000001,0.7166018888888889,10,0
neighbors25,title,23,input_change_from_full,10,0.693308,0.7008099999999999,0.50512,0.82926,0.518602,0.8281755,10,0
neighbors25,title,23,model_minus_input,10,-0.027579555555555545,-0.01915111111111112,-0.17610222222222216,0.13112000000000001,-0.17461122222222217,0.12331050000000002,5,5
neighbors25,abstract,23,model_change_at_full,10,0.6657284444444445,0.6569133333333332,0.63624,0.7218888888888889,0.6400465000000001,0.7166018888888889,10,0
neighbors25,abstract,23,input_change_from_full,10,0.206936,0.19404,0.14650000000000007,0.31018,0.14688250000000003,0.3063415,10,0
neighbors25,abstract,23,model_minus_input,10,0.4587924444444444,0.4732822222222222,0.36988888888888893,0.5102555555555555,0.3740113888888889,0.5098995555555554,10,0
cka,title,24,model_change_at_full,10,0.37287943966057063,0.3623743225365823,0.34973605173919897,0.44137691724452494,0.3505937882595087,0.42942719779194477,10,0
cka,title,24,input_change_from_full,10,0.33812378142868915,0.29061438668533685,0.15675238053068297,0.6257766554076041,0.15786070335315291,0.60309119386653,10,0
cka,title,24,model_minus_input,10,0.03475565823188148,0.07796452454384217,-0.26308867624953974,0.22291810518010824,-0.2433173983777103,0.2171540949709306,6,4
cka,abstract,24,model_change_at_full,10,0.37287943966057063,0.3623743225365823,0.34973605173919897,0.44137691724452494,0.3505937882595087,0.42942719779194477,10,0
cka,abstract,24,input_change_from_full,10,0.021396639624659396,0.01854973717005476,0.009940250964298514,0.03553461191181706,0.010128163109840263,0.035467645814606374,10,0
cka,abstract,24,model_minus_input,10,0.35148280003591126,0.34354188051084333,0.3208044501427,0.4077976490281687,0.32333450473197706,0.40038515210848863,10,0
rsa,title,24,model_change_at_full,10,0.4587630020349847,0.44025276750446185,0.41400943235183374,0.5656862654564729,0.41644105527331454,0.558873508389636,10,0
rsa,title,24,input_change_from_full,10,0.37806767190536894,0.3025029280251258,0.1867854361250999,0.6586012271041244,0.18768676947595977,0.6440183634030782,10,0
rsa,title,24,model_minus_input,10,0.08069533012961574,0.12011554646554362,-0.23378458176793143,0.3229651622312062,-0.2186311701457957,0.3119551641874563,7,3
rsa,abstract,24,model_change_at_full,10,0.4587630020349847,0.44025276750446185,0.41400943235183374,0.5656862654564729,0.41644105527331454,0.558873508389636,10,0
rsa,abstract,24,input_change_from_full,10,0.023568904172913085,0.021421538460318024,0.009207824570023337,0.05024098321164472,0.009568674321535228,0.04841721015202005,10,0
rsa,abstract,24,model_minus_input,10,0.4351940978620716,0.4168536050927812,0.39828963805686,0.5154452822448282,0.39912487660609824,0.5139998870480407,10,0
neighbors25,title,24,model_change_at_full,10,0.6965493333333334,0.6787477777777777,0.6633222222222223,0.7975377777777778,0.6638957222222223,0.7837042777777777,10,0
neighbors25,title,24,input_change_from_full,10,0.6775019999999999,0.67986,0.47241999999999995,0.87168,0.47734299999999996,0.866136,10,0
neighbors25,title,24,model_minus_input,10,0.019047333333333326,0.015334444444444428,-0.15547777777777771,0.1909022222222223,-0.14829777777777775,0.1865527222222223,5,5
neighbors25,abstract,24,model_change_at_full,10,0.6965493333333334,0.6787477777777777,0.6633222222222223,0.7975377777777778,0.6638957222222223,0.7837042777777777,10,0
neighbors25,abstract,24,input_change_from_full,10,0.20577399999999998,0.19634999999999997,0.13237999999999994,0.3227,0.13430599999999995,0.3134705,10,0
neighbors25,abstract,24,model_minus_input,10,0.4907753333333334,0.49298000000000003,0.39053111111111105,0.5602733333333334,0.4025691111111111,0.5567728333333334,10,0
cka,title,25,model_change_at_full,10,0.3790528902101574,0.3667826062459131,0.3516763828042446,0.45373238673078337,0.35264543463685327,0.44092469253779465,10,0
cka,title,25,input_change_from_full,10,0.3698133343140636,0.3544307914097256,0.18914728490960997,0.6028568157928699,0.19016679475753392,0.5884238600901617,10,0
cka,title,25,model_minus_input,10,0.009239555896093727,0.038437604688261545,-0.25118043298862525,0.17391093598514368,-0.23294854202799795,0.17328627169579966,5,5
cka,abstract,25,model_change_at_full,10,0.3790528902101574,0.3667826062459131,0.3516763828042446,0.45373238673078337,0.35264543463685327,0.44092469253779465,10,0
cka,abstract,25,input_change_from_full,10,0.03206466513365376,0.0314397388101087,0.01753474755135076,0.0563607643950943,0.017589745448213456,0.05466241853348739,10,0
cka,abstract,25,model_minus_input,10,0.3469882250765036,0.339685147668143,0.3036791685968313,0.41675205147562827,0.3076153441233442,0.4082646166191328,10,0
rsa,title,25,model_change_at_full,10,0.4268495156925572,0.4072324425319983,0.393890932861394,0.5176004071086674,0.395509729960241,0.5083032740629873,10,0
rsa,title,25,input_change_from_full,10,0.36291207892343025,0.337860100269149,0.18557342869993732,0.5541515707448776,0.1883207108054176,0.5521593043333346,10,0
rsa,title,25,model_minus_input,10,0.06393743676912692,0.08511102564460879,-0.15306598411083044,0.25840242884917164,-0.1496226985382722,0.2579148536589521,6,4
rsa,abstract,25,model_change_at_full,10,0.4268495156925572,0.4072324425319983,0.393890932861394,0.5176004071086674,0.395509729960241,0.5083032740629873,10,0
rsa,abstract,25,input_change_from_full,10,0.031463591374108736,0.028355237166384883,0.016884804615217797,0.05960450969001263,0.016920777760544074,0.05946951621219963,10,0
rsa,abstract,25,model_minus_input,10,0.39538592431844843,0.3834453887602799,0.34732581469098023,0.45859586843115696,0.35396791209557305,0.45634015610654444,10,0
neighbors25,title,25,model_change_at_full,10,0.706723111111111,0.6932944444444445,0.6742844444444445,0.7856177777777779,0.6771494444444445,0.7747487777777778,10,0
neighbors25,title,25,input_change_from_full,10,0.7076920000000001,0.71994,0.5017799999999999,0.86092,0.5158829999999999,0.8608705,10,0
neighbors25,title,25,model_minus_input,10,-0.0009688888888888636,0.00422777777777783,-0.15805111111111114,0.17250444444444457,-0.1524031111111111,0.16199444444444458,5,5
neighbors25,abstract,25,model_change_at_full,10,0.706723111111111,0.6932944444444445,0.6742844444444445,0.7856177777777779,0.6771494444444445,0.7747487777777778,10,0
neighbors25,abstract,25,input_change_from_full,10,0.23974600000000001,0.22025999999999996,0.17859999999999998,0.3382200000000001,0.179788,0.32988600000000007,10,0
neighbors25,abstract,25,model_minus_input,10,0.4669771111111111,0.4855377777777778,0.35467777777777776,0.5240111111111111,0.3692107777777778,0.5213241111111111,10,0
cka,title,26,model_change_at_full,10,0.3445310859473704,0.34555300838840053,0.30463759851103817,0.3859086194264051,0.30846717086059305,0.3812685966806884,10,0
cka,title,26,input_change_from_full,10,0.35711460440655607,0.28190220438484825,0.18654709145028125,0.6784079098874405,0.19124247813063938,0.6531275629789085,10,0
cka,title,26,model_minus_input,10,-0.012583518459185617,0.061569903703513784,-0.2924992904610354,0.15043748957106934,-0.2753129018422141,0.14905515015634774,6,4
cka,abstract,26,model_change_at_full,10,0.3445310859473704,0.34555300838840053,0.30463759851103817,0.3859086194264051,0.30846717086059305,0.3812685966806884,10,0
cka,abstract,26,input_change_from_full,10,0.02473119880953949,0.024166820432853064,0.007558065468403763,0.04437859659098242,0.009037124580768338,0.04266852046560736,10,0
cka,abstract,26,model_minus_input,10,0.31979988713783103,0.319580606455539,0.29050593698768074,0.3613758916792944,0.29130618437293887,0.35598075740662627,10,0
rsa,title,26,model_change_at_full,10,0.4174582879793792,0.42379557659290595,0.34368515994137905,0.4432318842312468,0.35743350049662503,0.4429133839833379,10,0
rsa,title,26,input_change_from_full,10,0.3852627126931577,0.3259035183962602,0.19306616056616677,0.6570200198865501,0.19541610177752833,0.6523833253368465,10,0
rsa,title,26,model_minus_input,10,0.03219557528622149,0.06748487930337904,-0.23162359281206174,0.23972154050347305,-0.2305611000264049,0.23552900900345328,5,5
rsa,abstract,26,model_change_at_full,10,0.4174582879793792,0.42379557659290595,0.34368515994137905,0.4432318842312468,0.35743350049662503,0.4429133839833379,10,0
rsa,abstract,26,input_change_from_full,10,0.027183080719956586,0.02459018062122642,0.008583861021456474,0.05079429042248218,0.009997944894543346,0.04948583034513698,10,0
rsa,abstract,26,model_minus_input,10,0.39027520725942255,0.39451692615862766,0.3351012989199226,0.41035941831023537,0.3448286441772027,0.40941027420978693,10,0
neighbors25,title,26,model_change_at_full,10,0.7068502222222224,0.7101944444444444,0.66954,0.7576577777777778,0.67062,0.7505972777777777,10,0
neighbors25,title,26,input_change_from_full,10,0.7417579999999999,0.7616,0.56638,0.87214,0.575299,0.8706505,10,0
neighbors25,title,26,model_minus_input,10,-0.0349077777777778,-0.02218888888888898,-0.16205777777777786,0.10316000000000003,-0.15987427777777785,0.09923300000000004,5,5
neighbors25,abstract,26,model_change_at_full,10,0.7068502222222224,0.7101944444444444,0.66954,0.7576577777777778,0.67062,0.7505972777777777,10,0
neighbors25,abstract,26,input_change_from_full,10,0.24915200000000004,0.23772,0.18468000000000007,0.36006000000000005,0.18516600000000005,0.35536650000000003,10,0
neighbors25,abstract,26,model_minus_input,10,0.45769822222222223,0.47454,0.36110444444444423,0.5041422222222222,0.36694844444444424,0.5023702222222222,10,0
cka,title,27,model_change_at_full,10,0.4450809442338536,0.43560548900871854,0.4283593444930001,0.4925742829222634,0.42888482495273683,0.4877688354454612,10,0
cka,title,27,input_change_from_full,10,0.3773859838063336,0.32090631734557007,0.16189367823351763,0.6973246598558229,0.1627113301233037,0.6814914272665923,10,0
cka,title,27,model_minus_input,10,0.06769496042752002,0.11841235731531252,-0.2689653153628228,0.27608937620286267,-0.25143772411502496,0.27465125787012784,6,4
cka,abstract,27,model_change_at_full,10,0.4450809442338536,0.43560548900871854,0.4283593444930001,0.4925742829222634,0.42888482495273683,0.4877688354454612,10,0
cka,abstract,27,input_change_from_full,10,0.023090614518857168,0.020583566769244332,0.010856458447057626,0.04101060946504109,0.010929229051259847,0.03954379093507225,10,0
cka,abstract,27,model_minus_input,10,0.4219903297149964,0.412585262071941,0.39620339720442804,0.46046955152718244,0.3991559335950066,0.4603418854869059,10,0
rsa,title,27,model_change_at_full,10,0.529302125896755,0.5159594819479817,0.4716905160500597,0.6072806641373683,0.4787277284153278,0.5993215293605828,10,0
rsa,title,27,input_change_from_full,10,0.409323477524257,0.3435137523450342,0.20592145579680043,0.7025698393199273,0.2061776333577024,0.6913311602150921,10,0
rsa,title,27,model_minus_input,10,0.11997864837249797,0.14483011366632562,-0.19960282386867612,0.36234158057152577,-0.187610116693456,0.3618233882289548,7,3
rsa,abstract,27,model_change_at_full,10,0.529302125896755,0.5159594819479817,0.4716905160500597,0.6072806641373683,0.4787277284153278,0.5993215293605828,10,0
rsa,abstract,27,input_change_from_full,10,0.025563371359659526,0.021462092536156385,0.008797374159987603,0.05707282961868376,0.009401456243987485,0.054952727270382654,10,0
rsa,abstract,27,model_minus_input,10,0.5037387545370955,0.49318341487187384,0.4628931418900721,0.5517788822252775,0.46471835658990757,0.5514253964912941,10,0
neighbors25,title,27,model_change_at_full,10,0.7075293333333333,0.694551111111111,0.6660733333333333,0.7951666666666667,0.6683673333333333,0.7844941666666667,10,0
neighbors25,title,27,input_change_from_full,10,0.666956,0.6753199999999999,0.45142000000000004,0.85746,0.45575350000000003,0.8549265,10,0
neighbors25,title,27,model_minus_input,10,0.04057333333333331,0.048084444444444374,-0.14613333333333345,0.21465333333333325,-0.14084383333333345,0.21261383333333328,5,5
neighbors25,abstract,27,model_change_at_full,10,0.7075293333333333,0.694551111111111,0.6660733333333333,0.7951666666666667,0.6683673333333333,0.7844941666666667,10,0
neighbors25,abstract,27,input_change_from_full,10,0.19164599999999998,0.17535,0.1252200000000001,0.28691999999999995,0.12786150000000007,0.28585799999999995,10,0
neighbors25,abstract,27,model_minus_input,10,0.5158833333333332,0.51642,0.4381022222222223,0.587811111111111,0.4391307222222223,0.584234111111111,10,0
cka,title,28,model_change_at_full,10,0.3446948653546289,0.3433345437487333,0.30627355906377773,0.4134512397793584,0.30968636914453407,0.40097624272350374,10,0
cka,title,28,input_change_from_full,10,0.33556787466030186,0.2820058881000451,0.17091571938296712,0.6029564242129585,0.17158318122680039,0.5873973419341315,10,0
cka,title,28,model_minus_input,10,0.009126990694327042,0.058682817249924385,-0.29668286514918074,0.16401897426261414,-0.27185773979207356,0.16174415260238323,6,4
cka,abstract,28,model_change_at_full,10,0.3446948653546289,0.3433345437487333,0.30627355906377773,0.4134512397793584,0.30968636914453407,0.40097624272350374,10,0
cka,abstract,28,input_change_from_full,10,0.018764430374624153,0.016600674017857475,0.007393204830709266,0.03651196953566194,0.007726701318812229,0.03504782483073408,10,0
cka,abstract,28,model_minus_input,10,0.3259304349800048,0.3139178235375226,0.29376740450538197,0.38820718942534227,0.2968396120847157,0.3794151361241287,10,0
rsa,title,28,model_change_at_full,10,0.4463469578296005,0.4349918671188129,0.4038845087813772,0.5132550893303043,0.4043614769352073,0.510921207469757,10,0
rsa,title,28,input_change_from_full,10,0.38019769950174387,0.32404646256611896,0.18604892586011867,0.6504460820521161,0.1876741330129705,0.639162411404019,10,0
rsa,title,28,model_minus_input,10,0.0661492583278566,0.10351083145844495,-0.20667260154834932,0.27175124586604205,-0.20342707512255997,0.2685874248125701,7,3
rsa,abstract,28,model_change_at_full,10,0.4463469578296005,0.4349918671188129,0.4038845087813772,0.5132550893303043,0.4043614769352073,0.510921207469757,10,0
rsa,abstract,28,input_change_from_full,10,0.02082722292901783,0.017237250513340796,0.0075703120539322155,0.04286356700316463,0.008006537728496285,0.04275247574824765,10,0
rsa,abstract,28,model_minus_input,10,0.4255197349005827,0.42486064007223634,0.37984247979677327,0.4948454073702807,0.3834021988741098,0.48700940137502674,10,0
neighbors25,title,28,model_change_at_full,10,0.6552631111111111,0.6444511111111111,0.6169066666666666,0.7414355555555555,0.6190451666666666,0.7315095555555555,10,0
neighbors25,title,28,input_change_from_full,10,0.681974,0.68164,0.5057,0.8371999999999999,0.50831,0.8363269999999999,10,0
neighbors25,title,28,model_minus_input,10,-0.026710888888888906,-0.015968888888888866,-0.17602000000000007,0.11120666666666656,-0.17423850000000005,0.11073516666666659,5,5
neighbors25,abstract,28,model_change_at_full,10,0.6552631111111111,0.6444511111111111,0.6169066666666666,0.7414355555555555,0.6190451666666666,0.7315095555555555,10,0
neighbors25,abstract,28,input_change_from_full,10,0.181456,0.16902000000000006,0.12012,0.26152,0.122388,0.259693,10,0
neighbors25,abstract,28,model_minus_input,10,0.4738071111111111,0.481681111111111,0.3803822222222223,0.5368399999999999,0.3879947222222223,0.5366094999999999,10,0
cka,title,29,model_change_at_full,10,0.3331577458833637,0.3320887881334771,0.30687787884384565,0.3744675695441231,0.30722221890027257,0.37225700050715166,10,0
cka,title,29,input_change_from_full,10,0.3071024303718964,0.24360344399988432,0.11431746047464364,0.6267699419324892,0.11896837457144423,0.6006331067313972,10,0
cka,title,29,model_minus_input,10,0.026055315511467288,0.08412580212733262,-0.29499216597345934,0.19872566538630687,-0.2682342551825284,0.19768282486388522,6,4
cka,abstract,29,model_change_at_full,10,0.3331577458833637,0.3320887881334771,0.30687787884384565,0.3744675695441231,0.30722221890027257,0.37225700050715166,10,0
cka,abstract,29,input_change_from_full,10,0.019412567099423083,0.018649738556353823,0.0076704369601738875,0.03691122345397091,0.008127215743327518,0.03509989916129265,10,0
cka,abstract,29,model_minus_input,10,0.3137451787839406,0.3104710772566719,0.2780169855795559,0.36476700465882195,0.28089133671900146,0.35955391448412444,10,0
rsa,title,29,model_change_at_full,10,0.42393472911513685,0.42191973884963263,0.3766276491212352,0.5124825647192064,0.3780466534633454,0.5010771818613055,10,0
rsa,title,29,input_change_from_full,10,0.3429594868747491,0.27891134403502804,0.13125085896112243,0.6215737703369362,0.13902423449449505,0.6122609991241665,10,0
rsa,title,29,model_minus_input,10,0.08097524224038768,0.10801736883929117,-0.20958013256295271,0.3093154669087903,-0.1997751418110899,0.3001230145399957,7,3
rsa,abstract,29,model_change_at_full,10,0.42393472911513685,0.42191973884963263,0.3766276491212352,0.5124825647192064,0.3780466534633454,0.5010771818613055,10,0
rsa,abstract,29,input_change_from_full,10,0.02193323813528304,0.017704718388761087,0.007892482062234918,0.052997630259494666,0.008268968685162062,0.05043513889126344,10,0
rsa,abstract,29,model_minus_input,10,0.40200149097985377,0.40061965942029937,0.3590188397793779,0.4594849344597117,0.3605113122320842,0.456186903494605,10,0
neighbors25,title,29,model_change_at_full,10,0.6540422222222222,0.6411199999999999,0.6238111111111111,0.7240888888888889,0.6256946111111111,0.7146543888888889,10,0
neighbors25,title,29,input_change_from_full,10,0.653052,0.65737,0.44084,0.82026,0.4533905,0.820008,10,0
neighbors25,title,29,model_minus_input,10,0.0009902222222221812,0.007478888888888813,-0.17880888888888902,0.18297111111111108,-0.174934888888889,0.1737116111111111,5,5
neighbors25,abstract,29,model_change_at_full,10,0.6540422222222222,0.6411199999999999,0.6238111111111111,0.7240888888888889,0.6256946111111111,0.7146543888888889,10,0
neighbors25,abstract,29,input_change_from_full,10,0.191096,0.17715999999999998,0.12558000000000002,0.27342,0.12632700000000002,0.2732535,10,0
neighbors25,abstract,29,model_minus_input,10,0.46294622222222215,0.47472,0.3636488888888888,0.5332733333333333,0.3696628888888888,0.5308308333333333,10,0
cka,title,30,model_change_at_full,10,0.3569545086699125,0.3560843248707158,0.3247265253337393,0.41036277664677717,0.3260125555552215,0.4029333156054399,10,0
cka,title,30,input_change_from_full,10,0.3115121194300694,0.27591732842112426,0.14529006269810385,0.5695743658537166,0.14548971442719133,0.5487665045779858,10,0
cka,title,30,model_minus_input,10,0.045442389239843034,0.0930110874496573,-0.23913215064672289,0.20568544337949984,-0.21675288670833648,0.2048223712295626,6,4
cka,abstract,30,model_change_at_full,10,0.3569545086699125,0.3560843248707158,0.3247265253337393,0.41036277664677717,0.3260125555552215,0.4029333156054399,10,0
cka,abstract,30,input_change_from_full,10,0.02416809687009851,0.02169531977549466,0.01117533031641793,0.04358153511624263,0.01178404525572887,0.04259521834345369,10,0
cka,abstract,30,model_minus_input,10,0.33278641179981394,0.32902291272725964,0.28552862031878085,0.3841025700689072,0.2914240390840656,0.37932797363475607,10,0
rsa,title,30,model_change_at_full,10,0.4461001094931836,0.42207053382825965,0.40085178629612866,0.5276626553358228,0.4025167369816036,0.5236762849590696,10,0
rsa,title,30,input_change_from_full,10,0.3385249366328148,0.291353031515869,0.16918866400991484,0.5700021556610934,0.1751911979449594,0.5619478458852109,10,0
rsa,title,30,model_minus_input,10,0.10757517286036877,0.12382783108657006,-0.15228077793912326,0.31407886105125105,-0.14405488480054926,0.3090840377987968,7,3
rsa,abstract,30,model_change_at_full,10,0.4461001094931836,0.42207053382825965,0.40085178629612866,0.5276626553358228,0.4025167369816036,0.5236762849590696,10,0
rsa,abstract,30,input_change_from_full,10,0.02582893319707106,0.01858867786646895,0.009695466768239513,0.05581790644353968,0.009913878607910159,0.055360507470848176,10,0
rsa,abstract,30,model_minus_input,10,0.42027117629611255,0.40439943040399756,0.3782996702740864,0.4761564430168952,0.38098874407493444,0.47574327191792415,10,0
neighbors25,title,30,model_change_at_full,10,0.6662022222222223,0.653731111111111,0.6371177777777777,0.7324622222222222,0.6377322777777777,0.7244617222222223,10,0
neighbors25,title,30,input_change_from_full,10,0.666654,0.6636900000000001,0.49356,0.82242,0.500211,0.820683,10,0
neighbors25,title,30,model_minus_input,10,-0.0004517777777777954,0.009525555555555565,-0.17485111111111107,0.1559533333333334,-0.16694261111111108,0.15265733333333337,5,5
neighbors25,abstract,30,model_change_at_full,10,0.6662022222222223,0.653731111111111,0.6371177777777777,0.7324622222222222,0.6377322777777777,0.7244617222222223,10,0
neighbors25,abstract,30,input_change_from_full,10,0.21371199999999999,0.20864,0.13536000000000004,0.28988,0.13662000000000005,0.28976300000000005,10,0
neighbors25,abstract,30,model_minus_input,10,0.4524902222222222,0.46252999999999994,0.3622577777777777,0.5161399999999999,0.3723302777777777,0.5122585,10,0
cka,title,31,model_change_at_full,10,0.34536528029086117,0.3372165816630841,0.3069936892452203,0.42029445681009503,0.3120080300842954,0.40892353535277476,10,0
cka,title,31,input_change_from_full,10,0.3650824322061269,0.3587912374253036,0.22458053372566156,0.5681074423319928,0.2249506240219935,0.5557620384781323,10,0
cka,title,31,model_minus_input,10,-0.01971715191526573,-0.014596847220324255,-0.23124519463993465,0.14353164862375684,-0.21710671257689956,0.13584350856945612,5,5
cka,abstract,31,model_change_at_full,10,0.34536528029086117,0.3372165816630841,0.3069936892452203,0.42029445681009503,0.3120080300842954,0.40892353535277476,10,0
cka,abstract,31,input_change_from_full,10,0.026044055474711482,0.025224072838109457,0.012672084987956578,0.04482909254058187,0.012916351373136292,0.043123963837041396,10,0
cka,abstract,31,model_minus_input,10,0.31932122481614966,0.31495252723638145,0.28688084509431416,0.38958598085552376,0.2885550159059778,0.37674304936989156,10,0
rsa,title,31,model_change_at_full,10,0.4672795981549984,0.45532433087947677,0.4202384970525956,0.5696539365019684,0.42281713895806733,0.5592109017066107,10,0
