metric,input_condition,field_id,measure,n,mean,median,min,max,p025,p975,positive_count,negative_count
rsa,title,31,input_change_from_full,10,0.4000798051601985,0.3750043719705095,0.20251762307479204,0.6094111194145273,0.2103263441813517,0.602585092062387,10,0
rsa,title,31,model_minus_input,10,0.06719979299480008,0.09966832528475544,-0.1777119916709462,0.2821780557587792,-0.17088153915405743,0.28035148686797534,6,4
rsa,abstract,31,model_change_at_full,10,0.4672795981549984,0.45532433087947677,0.4202384970525956,0.5696539365019684,0.42281713895806733,0.5592109017066107,10,0
rsa,abstract,31,input_change_from_full,10,0.02892485957746277,0.02431832441704518,0.01344373383510633,0.06188164287470843,0.013826914975077365,0.05987266262072301,10,0
rsa,abstract,31,model_minus_input,10,0.43835473857753565,0.4177925499734808,0.40679476321748925,0.5167010947560841,0.40736945544790054,0.5122368700821215,10,0
neighbors25,title,31,model_change_at_full,10,0.6778986666666666,0.6686211111111111,0.6446844444444444,0.7603533333333332,0.6456999444444445,0.7482633333333333,10,0
neighbors25,title,31,input_change_from_full,10,0.7313979999999999,0.7464500000000001,0.5649,0.86178,0.5715555,0.860826,10,0
neighbors25,title,31,model_minus_input,10,-0.05349933333333334,-0.0382744444444445,-0.17351555555555553,0.07978444444444444,-0.17198905555555555,0.07612394444444441,5,5
neighbors25,abstract,31,model_change_at_full,10,0.6778986666666666,0.6686211111111111,0.6446844444444444,0.7603533333333332,0.6456999444444445,0.7482633333333333,10,0
neighbors25,abstract,31,input_change_from_full,10,0.22122000000000003,0.20052999999999993,0.15483999999999998,0.32644000000000006,0.1585345,0.31880800000000004,10,0
neighbors25,abstract,31,model_minus_input,10,0.4566786666666666,0.46899444444444444,0.3437577777777776,0.5083133333333334,0.3595847777777777,0.5063278333333333,10,0
cka,title,32,model_change_at_full,10,0.3958585652483337,0.3891241942768406,0.3771914256620552,0.42368112251482554,0.37842798126299476,0.42242079576319347,10,0
cka,title,32,input_change_from_full,10,0.3959184468162484,0.3804898238098181,0.20312171410025937,0.6473621001617113,0.2069391191276299,0.636166961047046,10,0
cka,title,32,model_minus_input,10,-5.9881567914715775e-05,0.008831723443778278,-0.27017067449965604,0.18596877540196355,-0.2577389797840512,0.1831609698281165,5,5
cka,abstract,32,model_change_at_full,10,0.3958585652483337,0.3891241942768406,0.3771914256620552,0.42368112251482554,0.37842798126299476,0.42242079576319347,10,0
cka,abstract,32,input_change_from_full,10,0.02294682027357118,0.02242896448639886,0.010599697466389335,0.043255896179114406,0.010798162089351563,0.04202466714153866,10,0
cka,abstract,32,model_minus_input,10,0.3729117449747625,0.3700854743309524,0.34590200287234385,0.41060092736147785,0.3490349169817132,0.4067187370115433,10,0
rsa,title,32,model_change_at_full,10,0.4900827417068405,0.4751032922337586,0.4432609937394866,0.5545168367494591,0.446605632870048,0.5509163417746955,10,0
rsa,title,32,input_change_from_full,10,0.4212524619263814,0.37851190558778003,0.22806071706915354,0.6957718755459306,0.2323374553652698,0.684735748593115,10,0
rsa,title,32,model_minus_input,10,0.06883027978045927,0.08455793586022736,-0.22222566499889812,0.29557011037908965,-0.2126448827436834,0.2946422292009833,6,4
rsa,abstract,32,model_change_at_full,10,0.4900827417068405,0.4751032922337586,0.4432609937394866,0.5545168367494591,0.446605632870048,0.5509163417746955,10,0
rsa,abstract,32,input_change_from_full,10,0.024164989600611274,0.020250190416372493,0.007468598568667439,0.05565166216912876,0.008413149606929848,0.05278185982379171,10,0
rsa,abstract,32,model_minus_input,10,0.4659177521062293,0.4634216266153022,0.4166945051585714,0.5099857013103035,0.42082512382078563,0.5074835827960595,10,0
neighbors25,title,32,model_change_at_full,10,0.6977840000000001,0.6963833333333334,0.6655466666666667,0.7488511111111111,0.6667771666666666,0.7407546111111112,10,0
neighbors25,title,32,input_change_from_full,10,0.7132099999999999,0.7299199999999999,0.49183999999999994,0.87192,0.5066585,0.869364,10,0
neighbors25,title,32,model_minus_input,10,-0.015425999999999995,-0.006702222222222165,-0.1735311111111112,0.1737066666666668,-0.17103061111111117,0.16011866666666674,5,5
neighbors25,abstract,32,model_change_at_full,10,0.6977840000000001,0.6963833333333334,0.6655466666666667,0.7488511111111111,0.6667771666666666,0.7407546111111112,10,0
neighbors25,abstract,32,input_change_from_full,10,0.201296,0.18156999999999995,0.15292000000000006,0.29494,0.15301000000000003,0.2904625,10,0
neighbors25,abstract,32,model_minus_input,10,0.496488,0.5076288888888889,0.40012000000000014,0.5577666666666667,0.4051655000000001,0.5553051666666667,10,0
cka,title,33,model_change_at_full,10,0.40392501353233656,0.40324940419666166,0.37266343250781125,0.4331857916437596,0.3746820848858821,0.4331189948502959,10,0
cka,title,33,input_change_from_full,10,0.45760658115329705,0.44869619512214887,0.25102958285275956,0.6953527189459947,0.25671070930755313,0.685560369485995,10,0
cka,title,33,model_minus_input,10,-0.053681567620960616,-0.04981971874218477,-0.29551150974661716,0.14216090234156603,-0.28309705752012737,0.14019352235954105,5,5
cka,abstract,33,model_change_at_full,10,0.40392501353233656,0.40324940419666166,0.37266343250781125,0.4331857916437596,0.3746820848858821,0.4331189948502959,10,0
cka,abstract,33,input_change_from_full,10,0.038703953781386746,0.03391245484575439,0.017898800548673433,0.08687920098451163,0.018143372436353968,0.07998081257559214,10,0
cka,abstract,33,model_minus_input,10,0.36522105975094976,0.36477112038406423,0.32281682408878537,0.40214097809734883,0.32976050897193415,0.39678932540304906,10,0
rsa,title,33,model_change_at_full,10,0.5193926082043147,0.4959376583295937,0.4787048467825951,0.5782887533023889,0.4794361944529861,0.5779524650475606,10,0
rsa,title,33,input_change_from_full,10,0.4916639035788606,0.46283152919232634,0.27853275912033426,0.7519130329592811,0.2822750719599906,0.7460151071937118,10,0
rsa,title,33,model_minus_input,10,0.027728704625454133,0.06426642791591836,-0.273208186176686,0.28162887820656746,-0.2650598585383905,0.27815045048602194,5,5
rsa,abstract,33,model_change_at_full,10,0.5193926082043147,0.4959376583295937,0.4787048467825951,0.5782887533023889,0.4794361944529861,0.5779524650475606,10,0
rsa,abstract,33,input_change_from_full,10,0.04041691605234419,0.03471104475653042,0.015605078875514988,0.1086129015765348,0.015698626564149144,0.09840928885221324,10,0
rsa,abstract,33,model_minus_input,10,0.47897569215197056,0.4663878098164671,0.44130570469409547,0.53626956072817,0.44428180892434815,0.5353231241100304,10,0
neighbors25,title,33,model_change_at_full,10,0.7199306666666667,0.7088388888888889,0.6952466666666667,0.7558,0.6962631666666667,0.7541385,10,0
neighbors25,title,33,input_change_from_full,10,0.7639579999999999,0.7819,0.57504,0.87764,0.590979,0.8776085,10,0
neighbors25,title,33,model_minus_input,10,-0.04402733333333332,-0.03667555555555552,-0.17133555555555546,0.12020666666666668,-0.17016355555555548,0.1062181666666667,5,5
neighbors25,abstract,33,model_change_at_full,10,0.7199306666666667,0.7088388888888889,0.6952466666666667,0.7558,0.6962631666666667,0.7541385,10,0
neighbors25,abstract,33,input_change_from_full,10,0.25311399999999995,0.22461000000000003,0.18418,0.42338,0.18444100000000002,0.40925,10,0
neighbors25,abstract,33,model_minus_input,10,0.4668166666666666,0.4899511111111111,0.3250355555555555,0.5209644444444445,0.34082705555555554,0.5197539444444444,10,0
cka,title,34,model_change_at_full,10,0.38905972128788885,0.3808232670000229,0.3590201180733348,0.44966683128169443,0.36042085234076104,0.44593867269077064,10,0
cka,title,34,input_change_from_full,10,0.3598911994861014,0.3054203596789573,0.13850927356204823,0.6706332627302769,0.14333996621109496,0.654415341886395,10,0
cka,title,34,model_minus_input,10,0.029168521801787483,0.07540290732106561,-0.29913849392952513,0.23282719588354323,-0.2788114972942153,0.23146847152887176,5,5
cka,abstract,34,model_change_at_full,10,0.38905972128788885,0.3808232670000229,0.3590201180733348,0.44966683128169443,0.36042085234076104,0.44593867269077064,10,0
cka,abstract,34,input_change_from_full,10,0.023325451928330722,0.022017125323887443,0.012633366688631242,0.03864239059187757,0.012802760228562568,0.03814457632564827,10,0
cka,abstract,34,model_minus_input,10,0.3657342693595581,0.35481100673601795,0.3203777274814572,0.4208866860401728,0.3248102960092864,0.42062215908371803,10,0
rsa,title,34,model_change_at_full,10,0.5017563542000242,0.47829295219223256,0.46746726166066793,0.5948939306275685,0.46827546666248826,0.5909976709624777,10,0
rsa,title,34,input_change_from_full,10,0.4023474441952949,0.35049983006625773,0.18007330874612515,0.674757743794522,0.1881194093668932,0.6694717265342867,10,0
rsa,title,34,model_minus_input,10,0.09940891000472928,0.1357669381434364,-0.20049808520670687,0.35287389706880623,-0.1959321522532593,0.3420634206600506,7,3
rsa,abstract,34,model_change_at_full,10,0.5017563542000242,0.47829295219223256,0.46746726166066793,0.5948939306275685,0.46827546666248826,0.5909976709624777,10,0
rsa,abstract,34,input_change_from_full,10,0.0267213769791529,0.02147132270893065,0.00961098319802689,0.052737244043842946,0.009798639348420134,0.05255130083858986,10,0
rsa,abstract,34,model_minus_input,10,0.4750349772208713,0.4601487569112056,0.42953462028533995,0.5579252139693086,0.43142956048206516,0.5543772953075524,10,0
neighbors25,title,34,model_change_at_full,10,0.664175111111111,0.6533611111111111,0.6351200000000001,0.7393888888888889,0.6357970000000001,0.7281438888888889,10,0
neighbors25,title,34,input_change_from_full,10,0.665934,0.66541,0.46346,0.83544,0.475691,0.8353094999999999,10,0
neighbors25,title,34,model_minus_input,10,-0.0017588888888888875,0.0021122222222222375,-0.17868000000000006,0.17166000000000015,-0.17281450000000007,0.16467800000000013,5,5
neighbors25,abstract,34,model_change_at_full,10,0.664175111111111,0.6533611111111111,0.6351200000000001,0.7393888888888889,0.6357970000000001,0.7281438888888889,10,0
neighbors25,abstract,34,input_change_from_full,10,0.20057799999999998,0.18704000000000004,0.1312399999999999,0.28286,0.13314799999999993,0.28017349999999996,10,0
neighbors25,abstract,34,model_minus_input,10,0.4635971111111112,0.46997444444444453,0.3565555555555555,0.5374466666666667,0.36750255555555555,0.5338746666666667,10,0
cka,title,35,model_change_at_full,10,0.3707069445955101,0.3662829484475004,0.34895742950692515,0.41756668355945986,0.3499970173414814,0.4136282178411119,10,0
cka,title,35,input_change_from_full,10,0.3760399894838449,0.34713717652890436,0.1711436919936532,0.6620333085440031,0.17219598175601294,0.652936717203505,10,0
cka,title,35,model_minus_input,10,-0.005333044888334854,0.019145771918596066,-0.30808744419626277,0.19270104026090595,-0.2957329675113702,0.19067837603739593,5,5
cka,abstract,35,model_change_at_full,10,0.3707069445955101,0.3662829484475004,0.34895742950692515,0.41756668355945986,0.3499970173414814,0.4136282178411119,10,0
cka,abstract,35,input_change_from_full,10,0.024016186531361616,0.0226901611116207,0.010728021520354347,0.04717931021246902,0.010823686038552164,0.04545689280708275,10,0
cka,abstract,35,model_minus_input,10,0.34669075806414845,0.3369750067013551,0.30943330776283956,0.3910029224012925,0.3129935796638329,0.39053183358325466,10,0
rsa,title,35,model_change_at_full,10,0.4307681373194872,0.4068218472075548,0.395871288956012,0.551112690410116,0.3964399887644461,0.5337728129956285,10,0
rsa,title,35,input_change_from_full,10,0.3993693309891242,0.4010634355859078,0.2052120450615309,0.6017146724592886,0.20551233621614598,0.5997107836506658,10,0
rsa,title,35,model_minus_input,10,0.03139880633036301,0.00530121947925305,-0.1944096563163571,0.3013175714986288,-0.1941384536955546,0.2874537149958063,5,5
rsa,abstract,35,model_change_at_full,10,0.4307681373194872,0.4068218472075548,0.395871288956012,0.551112690410116,0.3964399887644461,0.5337728129956285,10,0
rsa,abstract,35,input_change_from_full,10,0.02823938538564911,0.025769326715171903,0.009456495046139768,0.06818596428996504,0.009510173411136441,0.06290235554668099,10,0
rsa,abstract,35,model_minus_input,10,0.4025287519338381,0.3945435678143584,0.3586808512828686,0.482926726120151,0.35903305254562445,0.4768331185463044,10,0
neighbors25,title,35,model_change_at_full,10,0.6782057777777778,0.6664211111111111,0.6495377777777778,0.7409911111111112,0.6513057777777778,0.7323741111111112,10,0
neighbors25,title,35,input_change_from_full,10,0.6976220000000002,0.6937599999999999,0.5238400000000001,0.8558,0.5275120000000001,0.854072,10,0
neighbors25,title,35,model_minus_input,10,-0.019416222222222213,-0.016909999999999925,-0.18828444444444437,0.12603555555555546,-0.1804474444444444,0.12595955555555546,5,5
neighbors25,abstract,35,model_change_at_full,10,0.6782057777777778,0.6664211111111111,0.6495377777777778,0.7409911111111112,0.6513057777777778,0.7323741111111112,10,0
neighbors25,abstract,35,input_change_from_full,10,0.21667600000000004,0.20921,0.1374200000000001,0.30846000000000007,0.1391615000000001,0.30807300000000004,10,0
neighbors25,abstract,35,model_minus_input,10,0.4615297777777777,0.4666844444444445,0.35260888888888897,0.5370022222222222,0.3619208888888889,0.5339717222222222,10,0
cka,title,36,model_change_at_full,10,0.42628969762830965,0.42307415083323296,0.40574437610613145,0.4484205404836069,0.40780896567408,0.4474001839411481,10,0
cka,title,36,input_change_from_full,10,0.4207301894364079,0.41528102800598055,0.2230330778513817,0.6423328243317185,0.2242680754343486,0.6356852822036629,10,0
cka,title,36,model_minus_input,10,0.005559508191901768,-0.0010772190984608687,-0.2261861777148288,0.19594849448003598,-0.21956148286288388,0.1950347148972951,5,5
cka,abstract,36,model_change_at_full,10,0.42628969762830965,0.42307415083323296,0.40574437610613145,0.4484205404836069,0.40780896567408,0.4474001839411481,10,0
cka,abstract,36,input_change_from_full,10,0.029005379493488914,0.0255596226777125,0.011339925908013915,0.0635541359826648,0.011467068269196166,0.06035684266746096,10,0
cka,abstract,36,model_minus_input,10,0.39728431813482074,0.395750422355151,0.36091631449527234,0.4335441780050231,0.36560220507943997,0.4302831196508964,10,0
rsa,title,36,model_change_at_full,10,0.5119858143307982,0.49627805172636213,0.46312586911398185,0.5910861552677149,0.4642824435579358,0.5860019112188545,10,0
rsa,title,36,input_change_from_full,10,0.41809513077078686,0.38636075128115127,0.21223583952858827,0.6896455331271132,0.21655162785291493,0.6745132779884079,10,0
rsa,title,36,model_minus_input,10,0.09389068356001125,0.09384582191511562,-0.19820768309651837,0.3329706977774314,-0.1817360813160771,0.32824559722005536,5,5
rsa,abstract,36,model_change_at_full,10,0.5119858143307982,0.49627805172636213,0.46312586911398185,0.5910861552677149,0.4642824435579358,0.5860019112188545,10,0
rsa,abstract,36,input_change_from_full,10,0.028206667995918543,0.021908932911025747,0.009381026696457795,0.07670513552076397,0.009828085751824148,0.0695306942473275,10,0
rsa,abstract,36,model_minus_input,10,0.4837791463348795,0.4809714863232621,0.43290844364393205,0.5319269120921499,0.4350426369162176,0.5316976583035641,10,0
neighbors25,title,36,model_change_at_full,10,0.7009444444444444,0.7002555555555556,0.6669511111111112,0.7494400000000001,0.6693871111111112,0.7413790000000001,10,0
neighbors25,title,36,input_change_from_full,10,0.714984,0.7343299999999999,0.5037,0.8682799999999999,0.520656,0.8642525,10,0
neighbors25,title,36,model_minus_input,10,-0.014039555555555517,-0.009444444444444366,-0.16809999999999992,0.16325111111111112,-0.16526349999999995,0.15201811111111116,5,5
neighbors25,abstract,36,model_change_at_full,10,0.7009444444444444,0.7002555555555556,0.6669511111111112,0.7494400000000001,0.6693871111111112,0.7413790000000001,10,0
neighbors25,abstract,36,input_change_from_full,10,0.21045999999999995,0.18488,0.14650000000000007,0.34646,0.14677900000000005,0.33509300000000003,10,0
neighbors25,abstract,36,model_minus_input,10,0.49048444444444456,0.5067655555555557,0.36339555555555547,0.5592622222222222,0.3726195555555555,0.5577272222222223,10,0
