field_id,period_start,model_a,model_b,full_cka,median_1024,median_2048,median_change,p025_2048,p975_2048,central95_width,median_minus_full,passes_original_screen,width_alert,size_shift_alert,status
22,2010,specter,biobert,0.5194874974208754,0.5193056449844267,0.5230953331801098,0.0037896881956831496,0.49139415408071413,0.5371708885771687,0.04577673449645453,0.0036078357592344013,False,True,False,original_alert_retained
22,2010,specter2,biobert,0.545369962123377,0.5482265085060947,0.547938308771611,0.0002881997344836851,0.5204719890147375,0.565288197029602,0.04481620801486452,0.002568346648234021,False,True,False,original_alert_retained
22,2010,scincl,biobert,0.5008521368284076,0.49958128887034137,0.5037074228268165,0.004126133956475098,0.47403788365279437,0.5215134824455067,0.04747559879271229,0.0028552859984088963,False,True,False,original_alert_retained
22,2010,mpnet,biobert,0.5039697740906961,0.5043381075857523,0.5065123697211062,0.002174262135353988,0.4786202859104365,0.5203304849589371,0.041710199048500596,0.0025425956304101494,False,True,False,original_alert_retained
22,2015,specter2,biobert,0.5537179869522668,0.5555305715497374,0.5538699706882015,0.0016606008615358547,0.5311455355743038,0.5719823212044225,0.04083678563011872,0.00015198373593472425,False,True,False,original_alert_retained
23,2015,specter,biobert,0.5289714081625039,0.5308514562496609,0.5258556720715808,0.004995784178080109,0.5104215375700207,0.5586817347052333,0.04826019713521257,-0.0031157360909230825,False,True,False,original_alert_retained
23,2015,specter2,biobert,0.5212274473104642,0.5247663297962039,0.5189027306932652,0.005863599102938655,0.5021723899135498,0.5490555287056006,0.04688313879205075,-0.0023247166171990186,False,True,False,original_alert_retained
23,2015,scincl,biobert,0.5214473781667864,0.5248336205016755,0.519074358551116,0.0057592619505594245,0.5030984717975567,0.551399441591621,0.048300969794064286,-0.0023730196156703798,False,True,False,original_alert_retained
23,2015,mpnet,biobert,0.5218835749694901,0.5232872696173592,0.5202922594316609,0.0029950101856982547,0.5044467770116992,0.5504193522500888,0.0459725752383896,-0.0015913155378292076,False,True,False,original_alert_retained
23,2015,minilm,biobert,0.5187134005107732,0.5193028330224791,0.5161873817639993,0.0031154512584798955,0.5015219417418786,0.5455887951481073,0.044066853406228734,-0.0025260187467739392,False,True,False,original_alert_retained
23,2020,specter,biobert,0.5373691738696418,0.5407577751557775,0.5366588986001855,0.004098876555592046,0.5188058873101993,0.5776230914329645,0.058817204122765254,-0.0007102752694563286,False,True,False,original_alert_retained
23,2020,specter2,biobert,0.5212972768568935,0.5204549073238667,0.5220110813348884,0.0015561740110217048,0.5004581377297902,0.5641004378758687,0.06364230014607852,0.0007138044779948505,False,True,False,original_alert_retained
23,2020,scincl,biobert,0.5287039959503296,0.5289000892437089,0.5297366018015686,0.0008365125578596588,0.5099943980634913,0.5684464152914539,0.05845201722796256,0.001032605851238988,False,True,False,original_alert_retained
23,2020,bert,biobert,0.7571625250529196,0.7612468574722172,0.7558079837056558,0.005438873766561381,0.7401070216599928,0.7825126685210197,0.04240564686102699,-0.0013545413472637602,False,True,False,original_alert_retained
23,2020,mpnet,biobert,0.5339317921618374,0.5343251694483342,0.5363139741187419,0.00198880467040774,0.5137746720903709,0.5752257743307136,0.06145110224034278,0.002382181956904539,False,True,False,original_alert_retained
23,2020,minilm,biobert,0.5299728871590553,0.5342242288954444,0.5317392530403027,0.0024849758551417356,0.5110558859218214,0.5668496668686438,0.05579378094682241,0.0017663658812473448,False,True,False,original_alert_retained
23,2020,biobert,simcse,0.6045553474891865,0.6113411390643795,0.6035216186940076,0.007819520370371924,0.5870981877841216,0.6362786087703035,0.049180420986181916,-0.0010337287951789342,False,True,False,original_alert_retained
27,2005,specter2,biobert,0.41427475157454163,0.4213577800351902,0.41705400728671604,0.004303772748474155,0.3880637907683014,0.4292116162302997,0.0411478254619983,0.002779255712174411,False,True,False,original_alert_retained
