field_id,condition,metric,model_group,n,mean,median,min,max,p025,p975
31,equal_subfield_composition,cka_debiased,both_biomedical,10,-0.05455640954333796,-0.05616255895154337,-0.06052774295080843,-0.04151918439663249,-0.06025957974025779,-0.04301060289851434
31,equal_subfield_composition,neighbors_k10,all,10,-0.025672417534722214,-0.02727973090277777,-0.028988715277777743,-0.01819335937499994,-0.028960883246527742,-0.018453124999999963
31,equal_subfield_composition,neighbors_k10,without_biomedical,10,-0.021118338448660696,-0.022670200892857123,-0.025160435267857162,-0.013333565848214324,-0.024964643205915175,-0.013512486049107162
31,equal_subfield_composition,neighbors_k10,one_biomedical,10,-0.035307006835937516,-0.03631134033203123,-0.03948974609375,-0.027890014648437517,-0.03944511413574219,-0.028446197509765642
31,equal_subfield_composition,neighbors_k10,both_biomedical,10,0.0009667968749999978,0.0021972656249999722,-0.011523437499999956,0.0107421875,-0.010391845703124961,0.009621582031249997
31,equal_subfield_composition,neighbors_k25,all,10,-0.049182986111111104,-0.048969618055555525,-0.055543402777777806,-0.04260503472222216,-0.05501146918402781,-0.04329653862847217
31,equal_subfield_composition,neighbors_k25,without_biomedical,10,-0.04409800502232143,-0.044761090959821476,-0.05113769531250001,-0.03743791852678563,-0.05047521972656253,-0.03780517578124993
31,equal_subfield_composition,neighbors_k25,one_biomedical,10,-0.05975695800781251,-0.0592919921875,-0.06518188476562503,-0.053265380859375044,-0.06499264526367189,-0.05382705688476566
31,equal_subfield_composition,neighbors_k25,both_biomedical,10,-0.022378906249999997,-0.024492187499999984,-0.030468750000000044,-0.012187500000000018,-0.02933496093750005,-0.013207031249999989
31,equal_subfield_composition,neighbors_k50,all,10,-0.07047415364583333,-0.07074934895833332,-0.07739062499999999,-0.06397352430555558,-0.07704501953124998,-0.06423993055555556
31,equal_subfield_composition,neighbors_k50,without_biomedical,10,-0.06526848493303576,-0.06542968750000006,-0.07275913783482146,-0.057591029575892905,-0.07226341901506701,-0.05818060302734379
31,equal_subfield_composition,neighbors_k50,one_biomedical,10,-0.08149432373046876,-0.08166595458984374,-0.08753601074218748,-0.07554077148437499,-0.0874022521972656,-0.07585951232910156
31,equal_subfield_composition,neighbors_k50,both_biomedical,10,-0.03991015625000001,-0.03836914062500002,-0.04682617187499993,-0.03494140624999997,-0.04635815429687496,-0.03500292968749999
31,equal_subfield_composition,rsa_spearman,all,10,-0.08379292694765898,-0.08666135993495333,-0.09620692541508402,-0.06166577573336446,-0.09613500881828672,-0.0633407698747244
31,equal_subfield_composition,rsa_spearman,without_biomedical,10,-0.07633955202830947,-0.07864336567992969,-0.08952584711656392,-0.05458039200118292,-0.08863641810586911,-0.05670959165975187
31,equal_subfield_composition,rsa_spearman,one_biomedical,10,-0.10033311445879231,-0.1037785944126966,-0.11900167604328543,-0.07626561310300867,-0.11729328743967637,-0.07726477101798043
31,equal_subfield_composition,rsa_spearman,both_biomedical,10,-0.027844424511311305,-0.02785236457563145,-0.03643666590408756,-0.019817579656543627,-0.03587614740219889,-0.01991709684640479
31,observed_eligible_composition,cka_debiased,all,10,-0.11738568613760533,-0.11639867410277804,-0.13157922068580974,-0.10988043652312418,-0.1299985751345246,-0.11014353239725844
31,observed_eligible_composition,cka_debiased,without_biomedical,10,-0.10075994406512952,-0.10123007203823403,-0.11325073685524101,-0.09097001111150638,-0.11157487184686675,-0.09149801094123981
31,observed_eligible_composition,cka_debiased,one_biomedical,10,-0.15074382330489972,-0.1478533485725875,-0.16814225143254224,-0.14056473238944123,-0.16665941999136472,-0.14094077137215716
31,observed_eligible_composition,cka_debiased,both_biomedical,10,-0.049176269490215516,-0.046039201065989355,-0.059768275994009135,-0.03764687893355112,-0.05973461462828446,-0.03904896502111654
