group,field_id,n,mean,median,min,max,p025,p975
3108,31,45,0.7189745726041642,0.6828914584800929,0.5494906310040214,0.8908240567155558,0.5682735295783744,0.8889132463676575
3109,31,45,0.6928142655954002,0.6579214334379928,0.566454800635822,0.8917528592401862,0.5790121521145062,0.88567095807904
3202,32,45,0.6165900569672166,0.5230672845427043,0.42697496357913856,0.8862982175812105,0.44024928877988184,0.8629676529947213
3203,32,45,0.5997232702346129,0.5191516702820853,0.40416996799164917,0.8680830163744133,0.4088107243546175,0.8559681125498895
3204,32,45,0.6231155177078377,0.5398155663955336,0.43604561386462415,0.8713777825047458,0.439226335757399,0.8511159380397714
3205,32,45,0.6766652600035821,0.6113392326885448,0.49925241471372467,0.8847442396664974,0.5236353938982146,0.8744051304304612
3207,32,45,0.6265521291757521,0.5408417640097846,0.4436909750224268,0.87671782479764,0.44795429082635174,0.853389001268139
3303,33,45,0.6459735616290155,0.625555561062279,0.41558333407802184,0.8686205465287662,0.4432544766520758,0.8227248310989059
3304,33,45,0.5744380965752035,0.5114541593080904,0.3500061743733169,0.8527560059430358,0.37040288930089477,0.8386182626993778
3305,33,45,0.651511735783084,0.6201065765052091,0.42029398898790804,0.8679180224639387,0.4356027582388672,0.8411327848584236
3306,33,45,0.6453759856009763,0.5698918099254441,0.4326465912570392,0.8939668897759044,0.44137069734888246,0.8735511705103232
3307,33,45,0.6729338266045949,0.6271643205965742,0.42984202625852175,0.9163541934848736,0.46270717941323714,0.8746462086889566
3308,33,45,0.5414441226336807,0.5625322085229438,0.301958411358266,0.8011703414147087,0.30652395057240206,0.794245172643058
3310,33,45,0.6081775803777898,0.5796584970967885,0.40769090855101753,0.8246583966786408,0.42579148280260865,0.8106209641222892
3311,33,45,0.6355671816201793,0.5616843720755496,0.4616260796732325,0.8625708138204763,0.47920712769298224,0.8615132838844135
3312,33,45,0.6104706630752671,0.5657739097350974,0.425031888330445,0.8394832465548214,0.43488281201494117,0.8315730970424852
3313,33,45,0.5988598458388739,0.558871679419661,0.40490125100543095,0.8555280447175546,0.4264101332488611,0.7997089814222315
3314,33,45,0.6074898195090108,0.5948902610908453,0.459720382980838,0.8274664485012688,0.47179834722826,0.8240579597202883
3315,33,45,0.6201799521449025,0.5432628803083872,0.4407189029219121,0.8680044774709773,0.46765990853414907,0.8402313994115076
3316,33,45,0.5827475531111649,0.5710828304483393,0.4123497077396191,0.813470958712676,0.43839113975624866,0.808913552646191
3317,33,45,0.6260693531967362,0.5910697930785845,0.41898905753309934,0.8620347930088651,0.46117337666267677,0.8312617987601357
3318,33,45,0.6207335533896373,0.5606243093141187,0.4307121723679444,0.8651519914949739,0.44033707611410594,0.8528782086586296
3320,33,45,0.6020724130230829,0.586981813465268,0.4118418127560136,0.8497733229567663,0.44198870327289197,0.8204656909715118
3321,33,45,0.601041813519271,0.5509345632351479,0.40867348163891437,0.8490376540612954,0.4175189166026636,0.8423466333333606
3322,33,45,0.6155855069087842,0.573753967358616,0.42176011187946044,0.8447037656282635,0.43551452374614086,0.8401371403189386
3402,34,45,0.5922763689488808,0.5428698101367795,0.3534584650015242,0.8305665669095029,0.3721861508555834,0.8245296730739764
3404,34,45,0.6216094872117132,0.5603480963259594,0.4221333729808605,0.8672092807444948,0.4330837042032944,0.8510881295788916
3500,35,45,0.616292578638565,0.5237500803233478,0.4336562886930523,0.8597603116669239,0.4509074252739793,0.8552796742002777
3504,35,45,0.6300110814862606,0.5683585237970948,0.4652958219483755,0.8721820176153232,0.4738863728454738,0.8582337946849218
3505,35,45,0.6616758693467814,0.6173885743551363,0.47761691713341714,0.8701176299854841,0.5106575384077526,0.8660652094209969
3506,35,45,0.633484139053797,0.578483612644718,0.4503244145247873,0.8619675974858243,0.45685814526731666,0.8540378800454341
3600,36,45,0.5809936689760253,0.4889527200683644,0.35836816679253697,0.8710356399248844,0.38631256051842766,0.8478831305753988
3604,36,45,0.6488621396221611,0.589552589233218,0.43865352192811197,0.8842794573956092,0.45808465379118,0.8708257369776757
3605,36,45,0.6141823661042352,0.5214012791438712,0.43618697555872066,0.8617763283456675,0.4384538921844655,0.8560086060166388
3609,36,45,0.6227608104436727,0.5697400583494472,0.3917283611599506,0.8571521395386761,0.4144732779962677,0.8548109972387896
3611,36,45,0.681254432313058,0.6187343763621641,0.49333773348365,0.9001344926766409,0.5128603284820699,0.888292953868132
3612,36,45,0.6656415320604895,0.5956186162916002,0.5034055483754821,0.8917079810730029,0.5146112164715484,0.8730822988221751
3614,36,45,0.7246661550744601,0.6726049406669414,0.5644877353353298,0.9232662488334624,0.5648077916585627,0.9050288225632378
3616,36,45,0.6644755740433228,0.617475628687525,0.4554886907444198,0.8957680193828472,0.47189440044292863,0.8759234183649787
