field_id,metric,model,input_condition,effect26k,effect52k,difference,sign_changed
12,cka,specter2,abstract,0.3393599669060528,0.34558336373535603,0.006223396829303229,False
12,cka,scincl,title,0.02358772482046939,0.010677774532674766,-0.012909950287794625,False
12,cka,scincl,abstract,0.37436221842730893,0.3781477563359102,0.0037855379086012553,False
12,cka,scibert,title,-0.26926612280242207,-0.2736535083403984,-0.0043873855379763516,False
12,cka,scibert,abstract,0.3673506484992222,0.37299600368059743,0.005645355181375211,False
12,cka,bert,title,-0.20584460937233806,-0.20390892354594414,0.001935685826393918,False
12,cka,bert,abstract,0.35745869827386667,0.3608463962355617,0.0033876979616950242,False
12,cka,mpnet,title,0.16480884389968187,0.1616813972625833,-0.0031274466370985743,False
12,cka,mpnet,abstract,0.40374494650301274,0.4065626784282382,0.002817731925225442,False
12,cka,minilm,title,0.10368867572717844,0.09836935676234981,-0.005319318964828623,False
12,cka,minilm,abstract,0.39654191846486553,0.4011575885244757,0.004615670059610166,False
12,cka,pubmedbert,title,-0.22206988194191168,-0.234133062892127,-0.012063180950215302,False
12,cka,pubmedbert,abstract,0.4221646191977705,0.42158891893268735,-0.0005757002650831344,False
12,cka,biobert,title,-0.2990691097478488,-0.2966418672267519,0.002427242521096884,False
12,cka,biobert,abstract,0.40736110562289335,0.4119965566316194,0.0046354510087260326,False
12,cka,simcse,title,-0.17707981643838788,-0.1810926082410747,-0.0040127918026868215,False
12,cka,simcse,abstract,0.39608881846523714,0.3953830494982327,-0.0007057689670044165,False
12,rsa,specter,title,0.21298111927228947,0.2108318069405758,-0.002149312331713671,False
12,rsa,specter,abstract,0.4232860651780521,0.4320399197520942,0.008753854574042097,False
12,rsa,specter2,title,0.24253503340300697,0.2359622827290685,-0.006572750673938477,False
12,rsa,specter2,abstract,0.41947660730036007,0.4282627263668294,0.008786119066469311,False
12,rsa,scincl,title,0.20571933116296348,0.18694476242602437,-0.018774568736939112,False
12,rsa,scincl,abstract,0.4566793463123614,0.45298536040612386,-0.00369398590623754,False
12,rsa,scibert,title,-0.24078503036762933,-0.2685995274134983,-0.02781449704586897,False
12,rsa,scibert,abstract,0.4066492778964549,0.4090064959070208,0.0023572180105659313,False
12,rsa,bert,title,-0.15364278669210674,-0.157607833227687,-0.003965046535580274,False
12,rsa,bert,abstract,0.4359332603718328,0.434247369127455,-0.0016858912443777907,False
12,rsa,mpnet,title,0.17072701074398655,0.15971635561611836,-0.011010655127868196,False
12,rsa,mpnet,abstract,0.4081723597145933,0.3988570119814821,-0.009315347733111212,False
12,rsa,minilm,title,0.1383530360140487,0.12258959532347397,-0.015763440690574726,False
12,rsa,minilm,abstract,0.4054440320952687,0.4001895865829797,-0.0052544455122889855,False
12,rsa,pubmedbert,title,-0.23577718494294514,-0.27768364043287574,-0.041906455489930605,False
12,rsa,pubmedbert,abstract,0.4060967886642452,0.4055898608558083,-0.0005069278084369189,False
12,rsa,biobert,title,-0.27985461154347063,-0.2817671161255845,-0.0019125045821138942,False
12,rsa,biobert,abstract,0.43193082176149905,0.43330126737158764,0.0013704456100885887,False
12,rsa,simcse,title,-0.056500990545417906,-0.07211653008512586,-0.015615539539707957,False
12,rsa,simcse,abstract,0.5193296300991537,0.5051163837804564,-0.014213246318697248,False
12,neighbors25,specter,title,0.014933333333333354,-0.0011400000000000299,-0.016073333333333384,True
12,neighbors25,specter,abstract,0.38381333333333334,0.37883999999999995,-0.004973333333333385,False
12,neighbors25,specter2,title,0.05293333333333328,0.042848888888888825,-0.010084444444444451,False
12,neighbors25,specter2,abstract,0.32065333333333335,0.32272888888888884,0.002075555555555497,False
12,neighbors25,scincl,title,-0.015613333333333257,-0.021948888888888796,-0.006335555555555539,False
12,neighbors25,scincl,abstract,0.4560266666666668,0.4638311111111112,0.007804444444444392,False
12,neighbors25,scibert,title,-0.18284,-0.17325777777777762,0.00958222222222238,False
12,neighbors25,scibert,abstract,0.52052,0.5385822222222224,0.018062222222222424,False
12,neighbors25,bert,title,-0.12313333333333343,-0.12179333333333342,0.0013400000000000079,False
12,neighbors25,bert,abstract,0.5317466666666666,0.5546066666666667,0.022860000000000102,False
12,neighbors25,mpnet,title,0.11129777777777794,0.10940444444444442,-0.0018933333333335245,False
12,neighbors25,mpnet,abstract,0.49265777777777786,0.5123644444444444,0.01970666666666654,False
12,neighbors25,minilm,title,0.049164444444444455,0.051919999999999966,0.002755555555555511,False
12,neighbors25,minilm,abstract,0.46712444444444445,0.48168,0.014555555555555544,False
12,neighbors25,pubmedbert,title,-0.17428888888888894,-0.16782888888888892,0.006460000000000021,False
12,neighbors25,pubmedbert,abstract,0.5166711111111111,0.5327311111111112,0.016060000000000074,False
12,neighbors25,biobert,title,-0.17834666666666676,-0.1722111111111111,0.006135555555555672,False
12,neighbors25,biobert,abstract,0.4981333333333332,0.5194088888888889,0.021275555555555714,False
12,neighbors25,simcse,title,-0.10223555555555541,-0.10584444444444441,-0.0036088888888889947,False
12,neighbors25,simcse,abstract,0.5122044444444445,0.5299355555555556,0.017731111111111142,False
13,cka,specter,title,0.21253770020509827,0.20394327074956808,-0.008594429455530184,False
13,cka,specter,abstract,0.3449214810642904,0.3400076976704399,-0.004913783393850457,False
13,cka,specter2,title,0.236605271854897,0.22936744821388633,-0.0072378236410106656,False
13,cka,specter2,abstract,0.38843738498431957,0.3829157107121609,-0.005521674272158661,False
13,cka,scincl,title,0.21122432595929846,0.20656421110630524,-0.004660114852993225,False
