subfield_id,corpus_rows,small_n,large_n,model_a,model_b,repeats,median_small,median_large,median_size_change,central95_width,passes_operational_screen,large_sample_equals_whole_group
1204,1164,256,512,specter,scibert,20,0.5029296345102515,0.4948420287634906,0.008087605746760929,0.04633159897555744,False,False
1204,1164,256,512,specter,bert,20,0.5218651331490903,0.5215719638822292,0.00029316926686118183,0.05217730963464656,False,False
1204,1164,256,512,specter,minilm,20,0.630198545447975,0.6311308601527029,0.0009323147047278768,0.042900306743813954,False,False
1204,1164,256,512,specter,pubmedbert,20,0.4531154127793229,0.4384400485495673,0.014675364229755572,0.06629690668984661,False,False
1204,1164,256,512,specter,biobert,20,0.4552397172332591,0.44797975262534606,0.007259964607913061,0.0839081507528261,False,False
1204,1164,256,512,specter2,scibert,20,0.5420545226416501,0.5360091474162569,0.006045375225393168,0.05115073781588364,False,False
1204,1164,256,512,specter2,pubmedbert,20,0.4462626279601579,0.4353841324778794,0.010878495482278538,0.06757680053333981,False,False
1204,1164,256,512,specter2,biobert,20,0.47591433090888596,0.4695090412012458,0.006405289707640149,0.08491980657571707,False,False
1204,1164,256,512,scincl,scibert,20,0.554329828318625,0.5455178840845379,0.008811944234087044,0.04274945303988009,False,False
1204,1164,256,512,scincl,bert,20,0.5666858233272949,0.5614075412484039,0.005278282078891028,0.04113916119942573,False,False
1204,1164,256,512,scincl,pubmedbert,20,0.4775033291651566,0.46804629079166443,0.009457038373492155,0.05962995428435364,False,False
1204,1164,256,512,scincl,biobert,20,0.49524609722071933,0.48809209159780786,0.0071540056229114635,0.0833196554384733,False,False
1204,1164,256,512,scibert,mpnet,20,0.5073685045868659,0.5047356400696852,0.0026328645171806997,0.05006287750779859,False,False
1204,1164,256,512,scibert,minilm,20,0.5231615167172913,0.5184949451317836,0.004666571585507651,0.04261035241081074,False,False
1204,1164,256,512,bert,mpnet,20,0.625447909357904,0.6166140563811053,0.008833852976798617,0.04005839371367248,False,False
1204,1164,256,512,mpnet,pubmedbert,20,0.4364388560453192,0.43070785594181527,0.005731000103503914,0.07280163961889957,False,False
1204,1164,256,512,mpnet,biobert,20,0.49190713368999106,0.4814534552341211,0.010453678455869975,0.08605954168575691,False,False
1204,1164,256,512,minilm,pubmedbert,20,0.46024499022652754,0.4498837952278079,0.010361194998719625,0.06355214617855975,False,False
1204,1164,256,512,minilm,biobert,20,0.5011687606106094,0.4949575092453776,0.006211251365231818,0.08178255463206241,False,False
1204,1164,256,512,biobert,simcse,20,0.5954159092837494,0.5951621469931861,0.00025376229056328636,0.05570153645098208,False,False
1206,332,166,332,specter,pubmedbert,20,0.35251073722988235,0.328012981577527,0.024497755652355346,2.3314683517128287e-15,False,True
1206,332,166,332,specter,biobert,20,0.3775775934261847,0.35090266554971034,0.026674927876474352,7.549516567451064e-15,False,True
1206,332,166,332,specter2,scibert,20,0.5011858641173901,0.4772922173140363,0.023893646803353763,3.2751579226442118e-15,False,True
1206,332,166,332,specter2,pubmedbert,20,0.39946098957815934,0.3734142121363771,0.026046777441782243,1.887379141862766e-15,False,True
