Vecinos bert: 11/2015, n=4,298, 0.4s
Vecinos bert: 11/2020, n=6,491, 0.8s
Vecinos bert: 12/2000, n=2,166, 0.1s
Vecinos bert: 12/2005, n=2,166, 0.1s
Vecinos bert: 12/2010, n=2,186, 0.1s
Vecinos bert: 12/2015, n=2,732, 0.2s
Vecinos bert: 12/2020, n=3,380, 0.3s
Vecinos bert: 13/2000, n=2,739, 0.2s
Vecinos bert: 13/2005, n=4,071, 0.3s
Vecinos bert: 13/2010, n=5,251, 0.5s
Vecinos bert: 13/2015, n=5,596, 0.7s
Vecinos bert: 13/2020, n=6,840, 1.0s
Vecinos bert: 14/2000, n=2,166, 0.1s
Vecinos bert: 14/2005, n=2,166, 0.1s
Vecinos bert: 14/2010, n=2,186, 0.1s
Vecinos bert: 14/2015, n=2,660, 0.1s
Vecinos bert: 14/2020, n=4,040, 0.3s
Vecinos bert: 15/2000, n=2,166, 0.1s
Vecinos bert: 15/2005, n=2,166, 0.1s
Vecinos bert: 15/2010, n=2,166, 0.1s
Vecinos bert: 15/2015, n=2,166, 0.1s
Vecinos bert: 15/2020, n=2,166, 0.1s
Vecinos bert: 16/2000, n=2,166, 0.1s
Vecinos bert: 16/2005, n=2,166, 0.1s
Vecinos bert: 16/2010, n=2,166, 0.1s
Vecinos bert: 16/2015, n=2,166, 0.1s
Vecinos bert: 16/2020, n=2,166, 0.1s
Vecinos bert: 17/2000, n=3,310, 0.2s
Vecinos bert: 17/2005, n=5,594, 0.6s
Vecinos bert: 17/2010, n=7,094, 1.0s
Vecinos bert: 17/2015, n=6,858, 1.0s
Vecinos bert: 17/2020, n=9,972, 1.8s
Vecinos bert: 18/2000, n=2,166, 0.1s
Vecinos bert: 18/2005, n=2,166, 0.1s
Vecinos bert: 18/2010, n=2,166, 0.1s
Vecinos bert: 18/2015, n=2,166, 0.1s
Vecinos bert: 18/2020, n=2,166, 0.1s
Vecinos bert: 19/2000, n=2,166, 0.1s
Vecinos bert: 19/2005, n=2,166, 0.1s
Vecinos bert: 19/2010, n=2,166, 0.1s
Vecinos bert: 19/2015, n=2,166, 0.1s
Vecinos bert: 19/2020, n=2,166, 0.1s
Vecinos bert: 20/2000, n=2,166, 0.1s
Vecinos bert: 20/2005, n=2,166, 0.1s
Vecinos bert: 20/2010, n=2,166, 0.1s
Vecinos bert: 20/2015, n=2,166, 0.1s
Vecinos bert: 20/2020, n=2,845, 0.2s
Vecinos bert: 21/2000, n=2,166, 0.1s
Vecinos bert: 21/2005, n=2,166, 0.1s
Vecinos bert: 21/2010, n=2,166, 0.1s
Vecinos bert: 21/2015, n=2,166, 0.1s
Vecinos bert: 21/2020, n=2,166, 0.1s
Vecinos bert: 22/2000, n=6,990, 1.0s
Vecinos bert: 22/2005, n=11,310, 2.5s
Vecinos bert: 22/2010, n=15,203, 3.9s
Vecinos bert: 22/2015, n=14,738, 3.5s
Vecinos bert: 22/2020, n=18,907, 4.6s
Vecinos bert: 23/2000, n=2,166, 0.1s
Vecinos bert: 23/2005, n=2,876, 0.1s
Vecinos bert: 23/2010, n=4,005, 0.2s
Vecinos bert: 23/2015, n=4,018, 0.2s
Vecinos bert: 23/2020, n=5,919, 0.5s
Vecinos bert: 24/2000, n=2,166, 0.1s
Vecinos bert: 24/2005, n=2,166, 0.1s
Vecinos bert: 24/2010, n=2,166, 0.1s
Vecinos bert: 24/2015, n=2,166, 0.1s
Vecinos bert: 24/2020, n=2,166, 0.1s
Vecinos bert: 25/2000, n=2,166, 0.1s
Vecinos bert: 25/2005, n=2,166, 0.1s
Vecinos bert: 25/2010, n=2,962, 0.1s
Vecinos bert: 25/2015, n=3,152, 0.2s
Vecinos bert: 25/2020, n=3,787, 0.2s
Vecinos bert: 26/2000, n=2,166, 0.1s
Vecinos bert: 26/2005, n=2,166, 0.1s
Vecinos bert: 26/2010, n=2,166, 0.1s
Vecinos bert: 26/2015, n=2,166, 0.1s
Vecinos bert: 26/2020, n=2,166, 0.1s
Vecinos bert: 27/2000, n=7,128, 0.7s
Vecinos bert: 27/2005, n=10,946, 1.5s
Vecinos bert: 27/2010, n=15,771, 2.7s
Vecinos bert: 27/2015, n=18,629, 4.9s
Vecinos bert: 27/2020, n=26,195, 11.9s
Vecinos bert: 28/2000, n=2,166, 0.1s
Vecinos bert: 28/2005, n=2,166, 0.1s
Vecinos bert: 28/2010, n=2,166, 0.1s
Vecinos bert: 28/2015, n=2,166, 0.1s
Vecinos bert: 28/2020, n=2,166, 0.1s
Vecinos bert: 29/2000, n=2,166, 0.1s
Vecinos bert: 29/2005, n=2,166, 0.1s
Vecinos bert: 29/2010, n=2,166, 0.1s
Vecinos bert: 29/2015, n=2,166, 0.1s
Vecinos bert: 29/2020, n=2,166, 0.1s
Vecinos bert: 30/2000, n=2,166, 0.1s
Vecinos bert: 30/2005, n=2,166, 0.1s
Vecinos bert: 30/2010, n=2,166, 0.1s
Vecinos bert: 30/2015, n=2,166, 0.1s
Vecinos bert: 30/2020, n=2,166, 0.1s
Vecinos bert: 31/2000, n=2,166, 0.1s
Vecinos bert: 31/2005, n=2,704, 0.2s
Vecinos bert: 31/2010, n=3,094, 0.2s
Vecinos bert: 31/2015, n=3,388, 0.3s
Vecinos bert: 31/2020, n=3,470, 0.3s
Vecinos bert: 32/2000, n=2,166, 0.1s
Vecinos bert: 32/2005, n=2,166, 0.1s
Vecinos bert: 32/2010, n=2,166, 0.1s
Vecinos bert: 32/2015, n=2,577, 0.1s
Vecinos bert: 32/2020, n=3,970, 0.4s
Vecinos bert: 33/2000, n=2,776, 0.2s
Vecinos bert: 33/2005, n=4,893, 0.5s
Vecinos bert: 33/2010, n=7,110, 0.9s
Vecinos bert: 33/2015, n=8,891, 1.5s
Vecinos bert: 33/2020, n=13,879, 2.4s
Vecinos bert: 34/2000, n=2,166, 0.1s
Vecinos bert: 34/2005, n=2,166, 0.1s
Vecinos bert: 34/2010, n=2,165, 0.1s
Vecinos bert: 34/2015, n=2,165, 0.1s
Vecinos bert: 34/2020, n=2,165, 0.1s
Vecinos bert: 35/2000, n=2,165, 0.1s
Vecinos bert: 35/2005, n=2,165, 0.1s
Vecinos bert: 35/2010, n=2,165, 0.1s
Vecinos bert: 35/2015, n=2,165, 0.1s
Vecinos bert: 35/2020, n=2,165, 0.1s
Vecinos bert: 36/2000, n=2,165, 0.1s
Vecinos bert: 36/2005, n=2,165, 0.1s
Vecinos bert: 36/2010, n=2,165, 0.1s
Vecinos bert: 36/2015, n=2,165, 0.1s
Vecinos bert: 36/2020, n=2,833, 0.1s
Vecinos mpnet: 11/2000, n=2,166, 0.1s
Vecinos mpnet: 11/2005, n=2,528, 0.2s
Vecinos mpnet: 11/2010, n=3,940, 0.3s
Vecinos mpnet: 11/2015, n=4,298, 0.4s
Vecinos mpnet: 11/2020, n=6,491, 0.7s
Vecinos mpnet: 12/2000, n=2,166, 0.1s
Vecinos mpnet: 12/2005, n=2,166, 0.1s
Vecinos mpnet: 12/2010, n=2,186, 0.1s
Vecinos mpnet: 12/2015, n=2,732, 0.2s
Vecinos mpnet: 12/2020, n=3,380, 0.2s
Vecinos mpnet: 13/2000, n=2,739, 0.2s
Vecinos mpnet: 13/2005, n=4,071, 0.3s
Vecinos mpnet: 13/2010, n=5,251, 0.5s
Vecinos mpnet: 13/2015, n=5,596, 0.6s
Vecinos mpnet: 13/2020, n=6,840, 0.8s
Vecinos mpnet: 14/2000, n=2,166, 0.1s
Vecinos mpnet: 14/2005, n=2,166, 0.1s
Vecinos mpnet: 14/2010, n=2,186, 0.1s
Vecinos mpnet: 14/2015, n=2,660, 0.2s
Vecinos mpnet: 14/2020, n=4,040, 0.4s
Vecinos mpnet: 15/2000, n=2,166, 0.1s
Vecinos mpnet: 15/2005, n=2,166, 0.1s
Vecinos mpnet: 15/2010, n=2,166, 0.1s
Vecinos mpnet: 15/2015, n=2,166, 0.1s
Vecinos mpnet: 15/2020, n=2,166, 0.1s
Vecinos mpnet: 16/2000, n=2,166, 0.1s
Vecinos mpnet: 16/2005, n=2,166, 0.1s
Vecinos mpnet: 16/2010, n=2,166, 0.1s
Vecinos mpnet: 16/2015, n=2,166, 0.1s
Vecinos mpnet: 16/2020, n=2,166, 0.1s
Vecinos mpnet: 17/2000, n=3,310, 0.2s
Vecinos mpnet: 17/2005, n=5,594, 0.6s
Vecinos mpnet: 17/2010, n=7,094, 0.9s
Vecinos mpnet: 17/2015, n=6,858, 0.9s
Vecinos mpnet: 17/2020, n=9,972, 1.9s
Vecinos mpnet: 18/2000, n=2,166, 0.1s
Vecinos mpnet: 18/2005, n=2,166, 0.1s
Vecinos mpnet: 18/2010, n=2,166, 0.1s
Vecinos mpnet: 18/2015, n=2,166, 0.1s
Vecinos mpnet: 18/2020, n=2,166, 0.1s
Vecinos mpnet: 19/2000, n=2,166, 0.1s
Vecinos mpnet: 19/2005, n=2,166, 0.1s
Vecinos mpnet: 19/2010, n=2,166, 0.1s
Vecinos mpnet: 19/2015, n=2,166, 0.1s
Vecinos mpnet: 19/2020, n=2,166, 0.1s
Vecinos mpnet: 20/2000, n=2,166, 0.1s
Vecinos mpnet: 20/2005, n=2,166, 0.1s
Vecinos mpnet: 20/2010, n=2,166, 0.1s
Vecinos mpnet: 20/2015, n=2,166, 0.1s
Vecinos mpnet: 20/2020, n=2,845, 0.2s
Vecinos mpnet: 21/2000, n=2,166, 0.1s
Vecinos mpnet: 21/2005, n=2,166, 0.1s
Vecinos mpnet: 21/2010, n=2,166, 0.1s
Vecinos mpnet: 21/2015, n=2,166, 0.1s
Vecinos mpnet: 21/2020, n=2,166, 0.1s
Vecinos mpnet: 22/2000, n=6,990, 0.9s
Vecinos mpnet: 22/2005, n=11,310, 2.3s
Vecinos mpnet: 22/2010, n=15,203, 3.8s
Vecinos mpnet: 22/2015, n=14,738, 3.7s
Vecinos mpnet: 22/2020, n=18,907, 6.3s
Vecinos mpnet: 23/2000, n=2,166, 0.1s
Vecinos mpnet: 23/2005, n=2,876, 0.2s
Vecinos mpnet: 23/2010, n=4,005, 0.3s
Vecinos mpnet: 23/2015, n=4,018, 0.4s
Vecinos mpnet: 23/2020, n=5,919, 0.7s
Vecinos mpnet: 24/2000, n=2,166, 0.1s
Vecinos mpnet: 24/2005, n=2,166, 0.1s
Vecinos mpnet: 24/2010, n=2,166, 0.1s
Vecinos mpnet: 24/2015, n=2,166, 0.1s
Vecinos mpnet: 24/2020, n=2,166, 0.1s
Vecinos mpnet: 25/2000, n=2,166, 0.1s
Vecinos mpnet: 25/2005, n=2,166, 0.1s
Vecinos mpnet: 25/2010, n=2,962, 0.2s
Vecinos mpnet: 25/2015, n=3,152, 0.2s
Vecinos mpnet: 25/2020, n=3,787, 0.3s
Vecinos mpnet: 26/2000, n=2,166, 0.1s
Vecinos mpnet: 26/2005, n=2,166, 0.1s
Vecinos mpnet: 26/2010, n=2,166, 0.1s
Vecinos mpnet: 26/2015, n=2,166, 0.1s
Vecinos mpnet: 26/2020, n=2,166, 0.1s
Vecinos mpnet: 27/2000, n=7,128, 1.0s
Vecinos mpnet: 27/2005, n=10,946, 2.2s
Vecinos mpnet: 27/2010, n=15,771, 4.2s
Vecinos mpnet: 27/2015, n=18,629, 5.8s
Vecinos mpnet: 27/2020, n=26,195, 11.2s
Vecinos mpnet: 28/2000, n=2,166, 0.1s
Vecinos mpnet: 28/2005, n=2,166, 0.1s
Vecinos mpnet: 28/2010, n=2,166, 0.1s
Vecinos mpnet: 28/2015, n=2,166, 0.1s
Vecinos mpnet: 28/2020, n=2,166, 0.1s
Vecinos mpnet: 29/2000, n=2,166, 0.1s
Vecinos mpnet: 29/2005, n=2,166, 0.1s
Vecinos mpnet: 29/2010, n=2,166, 0.1s
Vecinos mpnet: 29/2015, n=2,166, 0.1s
Vecinos mpnet: 29/2020, n=2,166, 0.1s
Vecinos mpnet: 30/2000, n=2,166, 0.1s
Vecinos mpnet: 30/2005, n=2,166, 0.1s
Vecinos mpnet: 30/2010, n=2,166, 0.1s
Vecinos mpnet: 30/2015, n=2,166, 0.1s
Vecinos mpnet: 30/2020, n=2,166, 0.1s
Vecinos mpnet: 31/2000, n=2,166, 0.1s
Vecinos mpnet: 31/2005, n=2,704, 0.2s
Vecinos mpnet: 31/2010, n=3,094, 0.2s
Vecinos mpnet: 31/2015, n=3,388, 0.2s
Vecinos mpnet: 31/2020, n=3,470, 0.3s
Vecinos mpnet: 32/2000, n=2,166, 0.1s
Vecinos mpnet: 32/2005, n=2,166, 0.1s
Vecinos mpnet: 32/2010, n=2,166, 0.1s
Vecinos mpnet: 32/2015, n=2,577, 0.1s
Vecinos mpnet: 32/2020, n=3,970, 0.3s
Vecinos mpnet: 33/2000, n=2,776, 0.1s
Vecinos mpnet: 33/2005, n=4,893, 0.4s
Vecinos mpnet: 33/2010, n=7,110, 1.0s
Vecinos mpnet: 33/2015, n=8,891, 1.5s
Vecinos mpnet: 33/2020, n=13,879, 3.5s
Vecinos mpnet: 34/2000, n=2,166, 0.1s
Vecinos mpnet: 34/2005, n=2,166, 0.1s
Vecinos mpnet: 34/2010, n=2,165, 0.1s
Vecinos mpnet: 34/2015, n=2,165, 0.1s
Vecinos mpnet: 34/2020, n=2,165, 0.1s
Vecinos mpnet: 35/2000, n=2,165, 0.1s
Vecinos mpnet: 35/2005, n=2,165, 0.1s
Vecinos mpnet: 35/2010, n=2,165, 0.1s
Vecinos mpnet: 35/2015, n=2,165, 0.1s
Vecinos mpnet: 35/2020, n=2,165, 0.1s
Vecinos mpnet: 36/2000, n=2,165, 0.1s
Vecinos mpnet: 36/2005, n=2,165, 0.1s
Vecinos mpnet: 36/2010, n=2,165, 0.1s
Vecinos mpnet: 36/2015, n=2,165, 0.1s
Vecinos mpnet: 36/2020, n=2,833, 0.2s
Vecinos minilm: 11/2000, n=2,166, 0.1s
Vecinos minilm: 11/2005, n=2,528, 0.1s
Vecinos minilm: 11/2010, n=3,940, 0.2s
Vecinos minilm: 11/2015, n=4,298, 0.3s
Vecinos minilm: 11/2020, n=6,491, 0.6s
Vecinos minilm: 12/2000, n=2,166, 0.1s
Vecinos minilm: 12/2005, n=2,166, 0.1s
Vecinos minilm: 12/2010, n=2,186, 0.1s
Vecinos minilm: 12/2015, n=2,732, 0.1s
Vecinos minilm: 12/2020, n=3,380, 0.2s
Vecinos minilm: 13/2000, n=2,739, 0.1s
Vecinos minilm: 13/2005, n=4,071, 0.2s
Vecinos minilm: 13/2010, n=5,251, 0.4s
Vecinos minilm: 13/2015, n=5,596, 0.4s
Vecinos minilm: 13/2020, n=6,840, 0.7s
Vecinos minilm: 14/2000, n=2,166, 0.1s
Vecinos minilm: 14/2005, n=2,166, 0.1s
Vecinos minilm: 14/2010, n=2,186, 0.1s
Vecinos minilm: 14/2015, n=2,660, 0.1s
Vecinos minilm: 14/2020, n=4,040, 0.2s
Vecinos minilm: 15/2000, n=2,166, 0.1s
Vecinos minilm: 15/2005, n=2,166, 0.1s
Vecinos minilm: 15/2010, n=2,166, 0.1s
Vecinos minilm: 15/2015, n=2,166, 0.1s
Vecinos minilm: 15/2020, n=2,166, 0.1s
Vecinos minilm: 16/2000, n=2,166, 0.1s
Vecinos minilm: 16/2005, n=2,166, 0.1s
Vecinos minilm: 16/2010, n=2,166, 0.1s
Vecinos minilm: 16/2015, n=2,166, 0.1s
Vecinos minilm: 16/2020, n=2,166, 0.1s
Vecinos minilm: 17/2000, n=3,310, 0.2s
Vecinos minilm: 17/2005, n=5,594, 0.5s
Vecinos minilm: 17/2010, n=7,094, 0.7s
Vecinos minilm: 17/2015, n=6,858, 0.7s
Vecinos minilm: 17/2020, n=9,972, 1.3s
Vecinos minilm: 18/2000, n=2,166, 0.1s
Vecinos minilm: 18/2005, n=2,166, 0.1s
Vecinos minilm: 18/2010, n=2,166, 0.1s
Vecinos minilm: 18/2015, n=2,166, 0.1s
Vecinos minilm: 18/2020, n=2,166, 0.1s
Vecinos minilm: 19/2000, n=2,166, 0.1s
Vecinos minilm: 19/2005, n=2,166, 0.1s
Vecinos minilm: 19/2010, n=2,166, 0.1s
Vecinos minilm: 19/2015, n=2,166, 0.1s
Vecinos minilm: 19/2020, n=2,166, 0.1s
Vecinos minilm: 20/2000, n=2,166, 0.1s
Vecinos minilm: 20/2005, n=2,166, 0.1s
Vecinos minilm: 20/2010, n=2,166, 0.1s
Vecinos minilm: 20/2015, n=2,166, 0.1s
Vecinos minilm: 20/2020, n=2,845, 0.1s
Vecinos minilm: 21/2000, n=2,166, 0.1s
Vecinos minilm: 21/2005, n=2,166, 0.1s
Vecinos minilm: 21/2010, n=2,166, 0.1s
Vecinos minilm: 21/2015, n=2,166, 0.1s
Vecinos minilm: 21/2020, n=2,166, 0.1s
Vecinos minilm: 22/2000, n=6,990, 0.7s
Vecinos minilm: 22/2005, n=11,310, 1.8s
Vecinos minilm: 22/2010, n=15,203, 3.1s
Vecinos minilm: 22/2015, n=14,738, 2.8s
Vecinos minilm: 22/2020, n=18,907, 4.9s
Vecinos minilm: 23/2000, n=2,166, 0.1s
Vecinos minilm: 23/2005, n=2,876, 0.1s
Vecinos minilm: 23/2010, n=4,005, 0.2s
Vecinos minilm: 23/2015, n=4,018, 0.2s
Vecinos minilm: 23/2020, n=5,919, 0.5s
Vecinos minilm: 24/2000, n=2,166, 0.1s
Vecinos minilm: 24/2005, n=2,166, 0.1s
Vecinos minilm: 24/2010, n=2,166, 0.1s
Vecinos minilm: 24/2015, n=2,166, 0.1s
Vecinos minilm: 24/2020, n=2,166, 0.1s
Vecinos minilm: 25/2000, n=2,166, 0.1s
Vecinos minilm: 25/2005, n=2,166, 0.1s
Vecinos minilm: 25/2010, n=2,962, 0.1s
Vecinos minilm: 25/2015, n=3,152, 0.1s
Vecinos minilm: 25/2020, n=3,787, 0.2s
Vecinos minilm: 26/2000, n=2,166, 0.1s
Vecinos minilm: 26/2005, n=2,166, 0.1s
Vecinos minilm: 26/2010, n=2,166, 0.1s
Vecinos minilm: 26/2015, n=2,166, 0.1s
Vecinos minilm: 26/2020, n=2,166, 0.1s
Vecinos minilm: 27/2000, n=7,128, 0.8s
Vecinos minilm: 27/2005, n=10,946, 1.7s
Vecinos minilm: 27/2010, n=15,771, 3.1s
Vecinos minilm: 27/2015, n=18,629, 4.5s
Vecinos minilm: 27/2020, n=26,195, 8.9s
Vecinos minilm: 28/2000, n=2,166, 0.1s
Vecinos minilm: 28/2005, n=2,166, 0.1s
Vecinos minilm: 28/2010, n=2,166, 0.1s
Vecinos minilm: 28/2015, n=2,166, 0.1s
Vecinos minilm: 28/2020, n=2,166, 0.1s
Vecinos minilm: 29/2000, n=2,166, 0.1s
Vecinos minilm: 29/2005, n=2,166, 0.1s
Vecinos minilm: 29/2010, n=2,166, 0.1s
Vecinos minilm: 29/2015, n=2,166, 0.1s
Vecinos minilm: 29/2020, n=2,166, 0.1s
Vecinos minilm: 30/2000, n=2,166, 0.1s
Vecinos minilm: 30/2005, n=2,166, 0.1s
Vecinos minilm: 30/2010, n=2,166, 0.1s
Vecinos minilm: 30/2015, n=2,166, 0.1s
Vecinos minilm: 30/2020, n=2,166, 0.1s
Vecinos minilm: 31/2000, n=2,166, 0.1s
Vecinos minilm: 31/2005, n=2,704, 0.1s
Vecinos minilm: 31/2010, n=3,094, 0.1s
Vecinos minilm: 31/2015, n=3,388, 0.2s
Vecinos minilm: 31/2020, n=3,470, 0.2s
Vecinos minilm: 32/2000, n=2,166, 0.1s
Vecinos minilm: 32/2005, n=2,166, 0.1s
Vecinos minilm: 32/2010, n=2,166, 0.1s
Vecinos minilm: 32/2015, n=2,577, 0.1s
Vecinos minilm: 32/2020, n=3,970, 0.2s
Vecinos minilm: 33/2000, n=2,776, 0.1s
Vecinos minilm: 33/2005, n=4,893, 0.3s
Vecinos minilm: 33/2010, n=7,110, 0.6s
Vecinos minilm: 33/2015, n=8,891, 1.2s
Vecinos minilm: 33/2020, n=13,879, 2.5s
Vecinos minilm: 34/2000, n=2,166, 0.1s
Vecinos minilm: 34/2005, n=2,166, 0.1s
Vecinos minilm: 34/2010, n=2,165, 0.1s
Vecinos minilm: 34/2015, n=2,165, 0.1s
Vecinos minilm: 34/2020, n=2,165, 0.1s
Vecinos minilm: 35/2000, n=2,165, 0.1s
Vecinos minilm: 35/2005, n=2,165, 0.1s
Vecinos minilm: 35/2010, n=2,165, 0.1s
Vecinos minilm: 35/2015, n=2,165, 0.1s
Vecinos minilm: 35/2020, n=2,165, 0.1s
Vecinos minilm: 36/2000, n=2,165, 0.1s
Vecinos minilm: 36/2005, n=2,165, 0.1s
Vecinos minilm: 36/2010, n=2,165, 0.1s
Vecinos minilm: 36/2015, n=2,165, 0.1s
Vecinos minilm: 36/2020, n=2,833, 0.1s
Vecinos pubmedbert: 11/2000, n=2,166, 0.1s
Vecinos pubmedbert: 11/2005, n=2,528, 0.2s
Vecinos pubmedbert: 11/2010, n=3,940, 0.4s
Vecinos pubmedbert: 11/2015, n=4,298, 0.4s
Vecinos pubmedbert: 11/2020, n=6,491, 0.9s
Vecinos pubmedbert: 12/2000, n=2,166, 0.1s
Vecinos pubmedbert: 12/2005, n=2,166, 0.1s
Vecinos pubmedbert: 12/2010, n=2,186, 0.1s
Vecinos pubmedbert: 12/2015, n=2,732, 0.2s
Vecinos pubmedbert: 12/2020, n=3,380, 0.2s
Vecinos pubmedbert: 13/2000, n=2,739, 0.2s
Vecinos pubmedbert: 13/2005, n=4,071, 0.3s
Vecinos pubmedbert: 13/2010, n=5,251, 0.6s
Vecinos pubmedbert: 13/2015, n=5,596, 0.7s
Vecinos pubmedbert: 13/2020, n=6,840, 1.0s
Vecinos pubmedbert: 14/2000, n=2,166, 0.1s
Vecinos pubmedbert: 14/2005, n=2,166, 0.1s
Vecinos pubmedbert: 14/2010, n=2,186, 0.1s
Vecinos pubmedbert: 14/2015, n=2,660, 0.2s
Vecinos pubmedbert: 14/2020, n=4,040, 0.4s
Vecinos pubmedbert: 15/2000, n=2,166, 0.1s
Vecinos pubmedbert: 15/2005, n=2,166, 0.1s
Vecinos pubmedbert: 15/2010, n=2,166, 0.1s
Vecinos pubmedbert: 15/2015, n=2,166, 0.1s
Vecinos pubmedbert: 15/2020, n=2,166, 0.1s
Vecinos pubmedbert: 16/2000, n=2,166, 0.1s
Vecinos pubmedbert: 16/2005, n=2,166, 0.1s
Vecinos pubmedbert: 16/2010, n=2,166, 0.1s
Vecinos pubmedbert: 16/2015, n=2,166, 0.1s
Vecinos pubmedbert: 16/2020, n=2,166, 0.1s
Vecinos pubmedbert: 17/2000, n=3,310, 0.2s
Vecinos pubmedbert: 17/2005, n=5,594, 0.5s
Vecinos pubmedbert: 17/2010, n=7,094, 0.9s
Vecinos pubmedbert: 17/2015, n=6,858, 1.3s
Vecinos pubmedbert: 17/2020, n=9,972, 1.4s
Vecinos pubmedbert: 18/2000, n=2,166, 0.1s
Vecinos pubmedbert: 18/2005, n=2,166, 0.1s
Vecinos pubmedbert: 18/2010, n=2,166, 0.1s
Vecinos pubmedbert: 18/2015, n=2,166, 0.1s
Vecinos pubmedbert: 18/2020, n=2,166, 0.1s
Vecinos pubmedbert: 19/2000, n=2,166, 0.1s
Vecinos pubmedbert: 19/2005, n=2,166, 0.1s
Vecinos pubmedbert: 19/2010, n=2,166, 0.1s
Vecinos pubmedbert: 19/2015, n=2,166, 0.1s
Vecinos pubmedbert: 19/2020, n=2,166, 0.1s
Vecinos pubmedbert: 20/2000, n=2,166, 0.1s
Vecinos pubmedbert: 20/2005, n=2,166, 0.1s
Vecinos pubmedbert: 20/2010, n=2,166, 0.1s
Vecinos pubmedbert: 20/2015, n=2,166, 0.1s
Vecinos pubmedbert: 20/2020, n=2,845, 0.2s
Vecinos pubmedbert: 21/2000, n=2,166, 0.1s
Vecinos pubmedbert: 21/2005, n=2,166, 0.1s
Vecinos pubmedbert: 21/2010, n=2,166, 0.1s
Vecinos pubmedbert: 21/2015, n=2,166, 0.1s
Vecinos pubmedbert: 21/2020, n=2,166, 0.1s
Vecinos pubmedbert: 22/2000, n=6,990, 1.0s
Vecinos pubmedbert: 22/2005, n=11,310, 2.5s
Vecinos pubmedbert: 22/2010, n=15,203, 3.9s
Vecinos pubmedbert: 22/2015, n=14,738, 3.6s
Vecinos pubmedbert: 22/2020, n=18,907, 6.4s
Vecinos pubmedbert: 23/2000, n=2,166, 0.1s
Vecinos pubmedbert: 23/2005, n=2,876, 0.2s
Vecinos pubmedbert: 23/2010, n=4,005, 0.3s
Vecinos pubmedbert: 23/2015, n=4,018, 0.4s
Vecinos pubmedbert: 23/2020, n=5,919, 0.7s
Vecinos pubmedbert: 24/2000, n=2,166, 0.1s
Vecinos pubmedbert: 24/2005, n=2,166, 0.1s
Vecinos pubmedbert: 24/2010, n=2,166, 0.1s
Vecinos pubmedbert: 24/2015, n=2,166, 0.1s
Vecinos pubmedbert: 24/2020, n=2,166, 0.1s
Vecinos pubmedbert: 25/2000, n=2,166, 0.1s
Vecinos pubmedbert: 25/2005, n=2,166, 0.1s
Vecinos pubmedbert: 25/2010, n=2,962, 0.2s
Vecinos pubmedbert: 25/2015, n=3,152, 0.2s
Vecinos pubmedbert: 25/2020, n=3,787, 0.3s
Vecinos pubmedbert: 26/2000, n=2,166, 0.1s
Vecinos pubmedbert: 26/2005, n=2,166, 0.1s
Vecinos pubmedbert: 26/2010, n=2,166, 0.1s
Vecinos pubmedbert: 26/2015, n=2,166, 0.1s
Vecinos pubmedbert: 26/2020, n=2,166, 0.1s
Vecinos pubmedbert: 27/2000, n=7,128, 1.0s
Vecinos pubmedbert: 27/2005, n=10,946, 2.2s
Vecinos pubmedbert: 27/2010, n=15,771, 4.3s
Vecinos pubmedbert: 27/2015, n=18,629, 5.8s
Vecinos pubmedbert: 27/2020, n=26,195, 11.4s
Vecinos pubmedbert: 28/2000, n=2,166, 0.1s
Vecinos pubmedbert: 28/2005, n=2,166, 0.1s
Vecinos pubmedbert: 28/2010, n=2,166, 0.1s
Vecinos pubmedbert: 28/2015, n=2,166, 0.1s
Vecinos pubmedbert: 28/2020, n=2,166, 0.1s
Vecinos pubmedbert: 29/2000, n=2,166, 0.1s
Vecinos pubmedbert: 29/2005, n=2,166, 0.1s
Vecinos pubmedbert: 29/2010, n=2,166, 0.1s
Vecinos pubmedbert: 29/2015, n=2,166, 0.1s
Vecinos pubmedbert: 29/2020, n=2,166, 0.1s
Vecinos pubmedbert: 30/2000, n=2,166, 0.1s
Vecinos pubmedbert: 30/2005, n=2,166, 0.1s
Vecinos pubmedbert: 30/2010, n=2,166, 0.1s
Vecinos pubmedbert: 30/2015, n=2,166, 0.1s
Vecinos pubmedbert: 30/2020, n=2,166, 0.1s
Vecinos pubmedbert: 31/2000, n=2,166, 0.1s
Vecinos pubmedbert: 31/2005, n=2,704, 0.2s
Vecinos pubmedbert: 31/2010, n=3,094, 0.2s
Vecinos pubmedbert: 31/2015, n=3,388, 0.3s
Vecinos pubmedbert: 31/2020, n=3,470, 0.3s
Vecinos pubmedbert: 32/2000, n=2,166, 0.1s
Vecinos pubmedbert: 32/2005, n=2,166, 0.1s
Vecinos pubmedbert: 32/2010, n=2,166, 0.1s
Vecinos pubmedbert: 32/2015, n=2,577, 0.1s
Vecinos pubmedbert: 32/2020, n=3,970, 0.3s
Vecinos pubmedbert: 33/2000, n=2,776, 0.2s
Vecinos pubmedbert: 33/2005, n=4,893, 0.4s
Vecinos pubmedbert: 33/2010, n=7,110, 1.0s
Vecinos pubmedbert: 33/2015, n=8,891, 1.5s
Vecinos pubmedbert: 33/2020, n=13,879, 3.5s
Vecinos pubmedbert: 34/2000, n=2,166, 0.1s
Vecinos pubmedbert: 34/2005, n=2,166, 0.1s
Vecinos pubmedbert: 34/2010, n=2,165, 0.1s
