model,field_id,repeat,angle_p50_observed,pr_observed,gap_25_observed,connect_ratio90_50_observed,angle_p50_gaussian,pr_gaussian,gap_25_gaussian,connect_ratio90_50_gaussian,gap_excess_observed_minus_reference,spread_reference_relative_error,pr_reference_relative_error
specter,27,1,59.24650889659931,44.3666174415304,0.15425115641828802,1.0984572222722602,58.12567782508383,43.56148478155757,0.24117094744637993,1.0409337110181842,-0.08691979102809191,-0.01891809479393336,-0.018147262658324115
specter,27,2,59.24650889659931,44.3666174415304,0.15425115641828802,1.0984572222722602,58.28694208847602,44.06118680565576,0.25984260286658495,1.0419915343786001,-0.10559144644829693,-0.016196174694410925,-0.006884244359560698
specter,28,0,54.9070912550609,40.47458219980382,0.10955798447487834,1.14937694754641,54.10973832526595,39.41167896006395,0.2051631422185595,1.0516788113566236,-0.09560515774368115,-0.014521857041943642,-0.02626100584541724
specter,28,1,54.9070912550609,40.47458219980382,0.10955798447487834,1.14937694754641,53.94323582511254,39.546636997161706,0.20924492503493325,1.057048283404235,-0.0996869405600549,-0.017554297776783412,-0.0229266159700251
specter,28,2,54.9070912550609,40.47458219980382,0.10955798447487834,1.14937694754641,53.94127127250816,40.549123019266716,0.23238916082551136,1.0536050326741686,-0.12283117635063302,-0.017590077355695177,0.001841669892845843
specter,29,0,56.938719825287464,27.747371537448505,0.026967808828765788,1.1370958049884659,55.40074140798465,28.064998503185183,0.1534239354096341,1.0552828447144624,-0.1264561265808683,-0.027011116899396392,0.01144710104551705
specter,29,1,56.938719825287464,27.747371537448505,0.026967808828765788,1.1370958049884659,55.21737493104217,29.41853733790265,0.1704381523620235,1.0561122156173828,-0.14347034353325772,-0.030231534876918875,0.0602278957557727
specter,29,2,56.938719825287464,27.747371537448505,0.026967808828765788,1.1370958049884659,55.571909028468745,28.245737964239908,0.15966705290108302,1.0528386102537004,-0.13269924407231723,-0.024004944280670237,0.01796085175559048
specter,30,0,56.46606638519049,33.187688418747705,0.03863845313240638,1.1460256789325225,54.93871202364857,33.36823333875312,0.2152298633298637,1.0481758480319248,-0.17659141019745733,-0.027049066090824803,0.005440117363022745
specter,30,1,56.46606638519049,33.187688418747705,0.03863845313240638,1.1460256789325225,54.816443668312196,33.95134898472287,0.22573983526801403,1.0564636649783077,-0.18710138213560765,-0.029214408271778236,0.02301035722463185
specter,30,2,56.46606638519049,33.187688418747705,0.03863845313240638,1.1460256789325225,54.89215442512093,33.440984647666404,0.22537211818383482,1.0568414825992332,-0.18673366505142844,-0.027873589587999903,0.0076322347529216295
specter,31,0,52.65372566222503,31.29574163406941,0.07105337580765593,1.1597786371729386,51.30398787834942,32.33618374003794,0.18723499698689386,1.0486969996713957,-0.11618162117923793,-0.025634231327412826,0.03324548490123891
specter,31,1,52.65372566222503,31.29574163406941,0.07105337580765593,1.1597786371729386,51.29088697643149,31.262850008988597,0.1773965797594957,1.051928884698533,-0.10634320395183976,-0.025883043766668723,-0.0010509936292740774
specter,31,2,52.65372566222503,31.29574163406941,0.07105337580765593,1.1597786371729386,51.318201788817674,30.588550072901718,0.1676778382500971,1.048495643878657,-0.09662446244244118,-0.025364280620421287,-0.02259705391987976
specter,32,0,52.34203636313275,36.37323129582812,0.11693243946083365,1.1425599481608852,51.599199627362324,36.06089775200617,0.20221683361630027,1.0505380625394851,-0.08528439415546663,-0.014191972406592201,-0.00858690670844453
specter,32,1,52.34203636313275,36.37323129582812,0.11693243946083365,1.1425599481608852,51.513035863443186,37.6673760147533,0.23719491447265875,1.055261581808648,-0.1202624750118251,-0.015838139997806255,0.03557959171676939
specter,32,2,52.34203636313275,36.37323129582812,0.11693243946083365,1.1425599481608852,51.45715311852996,35.815533255700096,0.21074535322371313,1.0572725504818512,-0.09381291376287948,-0.01690578559962297,-0.015332650420640248
specter,33,0,52.25598271777051,28.972528981219273,0.10456076364848661,1.165118735070015,50.903910435760515,30.936267113463547,0.18960567827242933,1.062630571388666,-0.08504491462394272,-0.02587401885277718,0.06777931376019053
specter,33,1,52.25598271777051,28.972528981219273,0.10456076364848661,1.165118735070015,50.82344937789104,30.809775556000528,0.19776234061365927,1.0626591076559937,-0.09320157696517266,-0.02741376710139476,0.063413400189269
specter,33,2,52.25598271777051,28.972528981219273,0.10456076364848661,1.165118735070015,51.23532574816358,29.61088183225653,0.1784115175117796,1.0586432328556568,-0.073850753863293,-0.01953186824787878,0.022033038657103488
