metric,model,field_id,first,last,change,half_sample_median_change,half_q05,half_q95,same_sign_repeats
angle_p50,specter2,32,35.89455304353887,34.0196170252256,-1.8749360183132708,-1.8936903903398807,-2.1300739221659257,-1.5295246751876785,10
angle_p50,specter2,33,35.135144596250804,33.38488521649727,-1.7502593797535368,-1.5828904998561804,-1.9456638045495587,-1.3771433976016456,10
angle_p50,specter2,34,34.825785111402375,32.68993591370976,-2.1358491976926146,-2.0395559170943116,-2.408084938153011,-1.8130761573077943,10
angle_p50,specter2,35,33.68560359745702,31.122390820450736,-2.5632127770062816,-2.6327757176765783,-2.9328691322230442,-2.174933832995873,10
angle_p50,specter2,36,34.749360149575075,33.72625508741546,-1.0231050621596154,-1.1293490437071227,-1.2474682286831573,-0.7952992045569209,10
angle_p50,scincl,11,40.45658373933635,40.528489640016666,0.07190590068031355,0.1530707588567779,-0.5824594726234704,0.4848442001966855,7
angle_p50,scincl,12,39.12993265051922,40.533835397826174,1.403902747306951,1.4978029020100365,0.18631142058667544,2.1695517500126686,9
angle_p50,scincl,13,42.16989495404044,43.941872264981804,1.7719773109413666,1.9032394698601394,1.4591765741550777,2.226897146700976,10
angle_p50,scincl,14,41.98276522378026,42.36276384150474,0.37999861772447474,0.41994678477312775,-0.35190290109869016,0.9984760603409977,8
angle_p50,scincl,15,39.36349419740682,39.59028993122445,0.22679573381762452,0.4152359386535984,-0.03995315557518388,0.7436407828166341,9
angle_p50,scincl,16,36.50531674954423,38.3893513342672,1.8840345847229685,2.0429580065609834,1.618923731950694,2.3953992498549352,10
angle_p50,scincl,17,47.66331942354493,49.99329632492697,2.3299769013820466,2.4414009689484857,2.009407949594431,2.726749235868638,10
angle_p50,scincl,18,44.138305000503244,46.19505216642113,2.0567471659178835,2.1380931650397983,1.741491530324118,2.5033285444584354,10
angle_p50,scincl,19,39.91758605456328,40.033755014538684,0.1161689599754041,-0.008176826584488595,-0.5777748573381253,0.285077853603926,5
angle_p50,scincl,20,39.877542946608315,41.48145917501115,1.6039162284028379,1.3631264418179967,0.808336997578515,2.0813547036639197,10
angle_p50,scincl,21,42.11919916572121,41.4378356325825,-0.6813635331387147,-0.7418878151002275,-1.2024652268558598,-0.3343021634206309,10
angle_p50,scincl,22,45.72309026313972,47.670509024926865,1.947418761787148,2.0658979678140987,1.467700811673054,2.3943449531641896,10
angle_p50,scincl,23,41.51209700218053,42.64979545904391,1.137698456863376,1.1523098236007137,0.5227690006887077,1.7277002022220258,10
angle_p50,scincl,24,39.268636323535674,41.66237498964379,2.3937386661081135,2.5440234940251436,2.1469824829313766,2.851520691446133,10
angle_p50,scincl,25,38.575818280784745,40.334313473071916,1.758495192287171,1.7720431079344543,1.2521609342087736,2.1671497934416855,10
angle_p50,scincl,26,41.8987685304879,45.09771835252221,3.198949822034308,3.0731699698609134,2.518709085636988,3.616085631461548,10
angle_p50,scincl,27,44.47979120559787,44.97017603391331,0.4903848283154417,0.47809624742835055,0.17354878986343464,0.775068187201802,10
angle_p50,scincl,28,43.578773802675336,45.71364548173538,2.1348716790600406,2.245104166424106,2.105795526300233,2.4667332546243403,10
angle_p50,scincl,29,41.74006440338081,42.112622042348,0.3725576389671872,0.5890295916034702,-0.10010310840740394,0.9255030579885183,9
angle_p50,scincl,30,39.90577047954293,40.783447975479135,0.8776774959362044,0.8369948195294334,0.4615076804346117,1.3237583063020086,10
angle_p50,scincl,31,40.1427340482243,42.42450114117679,2.2817670929524922,2.123611107542054,1.445550200896562,2.988272049091135,10
angle_p50,scincl,32,44.48349801927852,44.34083470724973,-0.14266331202878746,-0.18761509813941402,-0.4310337178716406,0.5414975741858428,6
