metric,model,field_id,condition,reference_kind,n,reference,value,difference,relative_difference,same_ids
angle_p50,specter2,19,title,half,1000,35.40875367902862,33.889561849156095,-1.5191918298725255,-0.04290441407917416,True
angle_p50,specter2,20,title,half,1000,33.79959558143837,32.45770524189863,-1.341890339539738,-0.039701372648276896,True
angle_p50,specter2,21,title,half,1000,35.5179063117361,34.00037020954235,-1.5175361021937448,-0.04272594473543923,True
angle_p50,specter2,22,title,half,1000,36.71270800066663,35.5105764539415,-1.202131546725127,-0.032744289707621096,True
angle_p50,specter2,23,title,half,1000,35.673746732431574,34.475384145602355,-1.1983625868292194,-0.03359228274555666,True
angle_p50,specter2,24,title,half,1000,33.82322500545259,32.41261480898008,-1.4106101964725113,-0.041705372454729224,True
angle_p50,specter2,25,title,half,1000,35.03663512453272,33.17707399667986,-1.8595611278528636,-0.05307476363649988,True
angle_p50,specter2,26,title,half,1000,34.8139431688866,33.35772772926406,-1.4562154396225395,-0.04182851200044374,True
angle_p50,specter2,27,title,half,1000,35.73185962973506,34.53564512694024,-1.1962145027948239,-0.033477532800989945,True
angle_p50,specter2,28,title,half,1000,35.551065530302175,34.65514498760644,-0.895920542695734,-0.0252009476883918,True
angle_p50,specter2,29,title,half,1000,34.77716828718071,33.72628539824769,-1.0508828889330175,-0.030217609445803727,True
angle_p50,specter2,30,title,half,1000,33.82876342878107,32.54846362194258,-1.2802998068384923,-0.03784648556645821,True
angle_p50,specter2,31,title,half,1000,36.88045648288863,35.13285745953963,-1.7475990233490037,-0.047385504139837165,True
angle_p50,specter2,32,title,half,1000,35.13197192609968,33.81089752619903,-1.3210743999006525,-0.03760319525130956,True
angle_p50,specter2,33,title,half,1000,34.17647161136534,32.46339860434053,-1.7130730070248106,-0.05012433777555698,True
angle_p50,specter2,34,title,half,1000,33.696678563793085,33.049755276761246,-0.6469232870318393,-0.019198428883936212,True
angle_p50,specter2,35,title,half,1000,32.37217715384665,31.013423629476485,-1.3587535243701652,-0.0419728805360473,True
angle_p50,specter2,36,title,half,1000,34.49664486534032,33.040609263026084,-1.4560356023142376,-0.042208035245107405,True
angle_p50,scincl,11,title,half,1000,40.69526740032569,40.691582248875676,-0.0036851514500142457,-9.055479139042966e-05,True
angle_p50,scincl,12,title,half,1000,39.4647566211312,39.64382454359778,0.17906792246657943,0.00453741357600818,True
angle_p50,scincl,13,title,half,1000,43.6171651749204,42.60149656831627,-1.0156686066041303,-0.023285983913235456,True
angle_p50,scincl,14,title,half,1000,42.28177868650043,41.76182762521019,-0.5199510612902429,-0.012297284490925426,True
angle_p50,scincl,15,title,half,1000,39.79734893314631,39.291265466215926,-0.5060834669303844,-0.01271651204155659,True
angle_p50,scincl,16,title,half,1000,37.930386839158004,37.99837270116481,0.06798586200680745,0.0017923851474306934,True
angle_p50,scincl,17,title,half,1000,49.21604530603165,47.2455807951365,-1.9704645108951553,-0.040037034642717746,True
angle_p50,scincl,18,title,half,1000,45.36864722766097,43.89883178305836,-1.4698154446026095,-0.03239716267551554,True
angle_p50,scincl,19,title,half,1000,39.84389515543291,39.122541804344046,-0.7213533510888652,-0.018104488737228926,True
angle_p50,scincl,20,title,half,1000,40.846351200365405,40.06081456524267,-0.7855366351227318,-0.019231500783739638,True
angle_p50,scincl,21,title,half,1000,42.22484276866385,41.40624704454581,-0.8185957241180404,-0.01938659022611072,True
angle_p50,scincl,22,title,half,1000,46.694127775028875,44.57736171330749,-2.1167660617213855,-0.04533259667939212,True
angle_p50,scincl,23,title,half,1000,42.30744119645609,41.44575559567377,-0.8616856007823159,-0.020367235087110292,True
angle_p50,scincl,24,title,half,1000,40.74099730894845,39.6442430702017,-1.0967542387467475,-0.02692016178273215,True
angle_p50,scincl,25,title,half,1000,39.51845379850268,38.80623995651549,-0.712213841987186,-0.018022310427898654,True
angle_p50,scincl,26,title,half,1000,42.99878442723032,41.70864911369795,-1.2901353135323674,-0.03000399501329505,True
angle_p50,scincl,27,title,half,1000,44.86375364847078,43.16829048169076,-1.6954631667800157,-0.03779138009861569,True
angle_p50,scincl,28,title,half,1000,45.261133429435986,43.86577679378442,-1.3953566356515665,-0.030829025477830473,True
angle_p50,scincl,29,title,half,1000,41.82483789917202,41.401189473201605,-0.42364842597041275,-0.010129111007954427,True
