metric,model,field_id,condition,reference_kind,n,reference,value,difference,relative_difference,same_ids
gap_25,scibert,18,abstract,half,1000,0.14089851112537416,0.14188974669872714,0.0009912355733529832,0.007035103248684885,True
gap_25,scibert,19,abstract,half,1000,0.10265403108946612,0.11050469424112024,0.007850663151654114,0.07647691053468735,True
gap_25,scibert,20,abstract,half,1000,0.0750755641815292,0.07611989466542457,0.0010443304838953643,0.013910391420705437,True
gap_25,scibert,21,abstract,half,1000,0.08865156211633232,0.08470988462814873,-0.003941677488183595,-0.044462583558439274,True
gap_25,scibert,22,abstract,half,1000,0.13025816171808716,0.12366873799160107,-0.0065894237264860905,-0.05058741532639876,True
gap_25,scibert,23,abstract,half,1000,0.10248708152194673,0.1039807230572464,0.0014936415352996696,0.014573949351653837,True
gap_25,scibert,24,abstract,half,1000,0.11500465485038325,0.11800338213664817,0.002998727286264921,0.026074834015772257,True
gap_25,scibert,25,abstract,half,1000,0.16620689972196026,0.17170361660502578,0.005496716883065522,0.03307153248307214,True
gap_25,scibert,26,abstract,half,1000,0.054530130545024764,0.05443925909623975,-9.087144878501541e-05,-0.0016664447320547697,True
gap_25,scibert,27,abstract,half,1000,0.15971237893887938,0.1491317967238496,-0.010580582215029777,-0.06624772785507678,True
