panel,metric,model_a,model_b,field_rank_spearman
pool_cls,angle_p50,specter2,simcse,-0.06666666666666665
pool_cls,angle_p50,scincl,scibert,0.42632478632478626
pool_cls,angle_p50,scincl,bert,0.22324786324786322
pool_cls,angle_p50,scincl,mpnet,0.775042735042735
pool_cls,angle_p50,scincl,minilm,0.7326495726495725
pool_cls,angle_p50,scincl,pubmedbert,0.1938461538461538
pool_cls,angle_p50,scincl,biobert,0.23350427350427347
pool_cls,angle_p50,scincl,simcse,0.3278632478632478
pool_cls,angle_p50,scibert,bert,0.5165811965811965
pool_cls,angle_p50,scibert,mpnet,0.20683760683760682
pool_cls,angle_p50,scibert,minilm,0.15897435897435896
pool_cls,angle_p50,scibert,pubmedbert,0.8017094017094016
pool_cls,angle_p50,scibert,biobert,0.749059829059829
pool_cls,angle_p50,scibert,simcse,0.3757264957264957
pool_cls,angle_p50,bert,mpnet,0.21641025641025638
pool_cls,angle_p50,bert,minilm,0.29367521367521365
pool_cls,angle_p50,bert,pubmedbert,0.3381196581196581
pool_cls,angle_p50,bert,biobert,0.3107692307692307
pool_cls,angle_p50,bert,simcse,0.9309401709401708
pool_cls,angle_p50,mpnet,minilm,0.9637606837606837
pool_cls,angle_p50,mpnet,pubmedbert,-0.12205128205128205
pool_cls,angle_p50,mpnet,biobert,-0.07145299145299144
pool_cls,angle_p50,mpnet,simcse,0.3538461538461538
pool_cls,angle_p50,minilm,pubmedbert,-0.15555555555555553
pool_cls,angle_p50,minilm,biobert,-0.1234188034188034
pool_cls,angle_p50,minilm,simcse,0.44957264957264953
pool_cls,angle_p50,pubmedbert,biobert,0.9199999999999999
pool_cls,angle_p50,pubmedbert,simcse,0.13504273504273506
pool_cls,angle_p50,biobert,simcse,0.14393162393162393
pool_cls,pr,specter,specter2,0.3928205128205128
pool_cls,pr,specter,scincl,0.8194871794871793
pool_cls,pr,specter,scibert,0.10427350427350426
pool_cls,pr,specter,bert,0.1275213675213675
pool_cls,pr,specter,mpnet,0.6512820512820512
pool_cls,pr,specter,minilm,0.6478632478632478
pool_cls,pr,specter,pubmedbert,-0.03521367521367521
pool_cls,pr,specter,biobert,0.3244444444444444
pool_cls,pr,specter,simcse,0.28068376068376066
pool_cls,pr,specter2,scincl,0.5083760683760683
pool_cls,pr,specter2,scibert,0.13162393162393163
pool_cls,pr,specter2,bert,0.48512820512820504
pool_cls,pr,specter2,mpnet,0.5651282051282052
pool_cls,pr,specter2,minilm,0.5972649572649572
pool_cls,pr,specter2,pubmedbert,0.19589743589743588
pool_cls,pr,specter2,biobert,0.5617094017094016
pool_cls,pr,specter2,simcse,0.5316239316239316
pool_cls,pr,scincl,scibert,0.0899145299145299
pool_cls,pr,scincl,bert,0.22256410256410253
pool_cls,pr,scincl,mpnet,0.718974358974359
pool_cls,pr,scincl,minilm,0.7032478632478633
pool_cls,pr,scincl,pubmedbert,0.010598290598290596
pool_cls,pr,scincl,biobert,0.4242735042735042
pool_cls,pr,scincl,simcse,0.40376068376068375
pool_cls,pr,scibert,bert,0.5685470085470085
pool_cls,pr,scibert,mpnet,0.19999999999999998
pool_cls,pr,scibert,minilm,0.23965811965811962
pool_cls,pr,scibert,pubmedbert,0.7914529914529914
pool_cls,pr,scibert,biobert,0.05914529914529914
pool_cls,pr,scibert,simcse,0.24102564102564097
pool_cls,pr,bert,mpnet,0.5336752136752136
pool_cls,pr,bert,minilm,0.6088888888888888
pool_cls,pr,bert,pubmedbert,0.6772649572649572
pool_cls,pr,bert,biobert,0.21504273504273502
pool_cls,pr,bert,simcse,0.8372649572649572
pool_cls,pr,mpnet,minilm,0.967179487179487
pool_cls,pr,mpnet,pubmedbert,0.1398290598290598
pool_cls,pr,mpnet,biobert,0.12410256410256408
pool_cls,pr,mpnet,simcse,0.7169230769230769
pool_cls,pr,minilm,pubmedbert,0.20478632478632477
pool_cls,pr,minilm,biobert,0.08170940170940172
pool_cls,pr,minilm,simcse,0.7777777777777777
pool_cls,pr,pubmedbert,biobert,0.08854700854700855
pool_cls,pr,pubmedbert,simcse,0.3135042735042735
pool_cls,pr,biobert,simcse,0.2300854700854701
pool_cls,gap_25,specter,specter2,0.8126495726495726
pool_cls,gap_25,specter,scincl,0.7976068376068376
pool_cls,gap_25,specter,scibert,0.04205128205128204
pool_cls,gap_25,specter,bert,0.4488888888888889
pool_cls,gap_25,specter,mpnet,0.8242735042735042
pool_cls,gap_25,specter,minilm,0.8037606837606838
pool_cls,gap_25,specter,pubmedbert,0.11794871794871793
pool_cls,gap_25,specter,biobert,0.4748717948717948
pool_cls,gap_25,specter,simcse,0.6827350427350427
pool_cls,gap_25,specter2,scincl,0.8673504273504273
pool_cls,gap_25,specter2,scibert,0.11247863247863246
pool_cls,gap_25,specter2,bert,0.52
pool_cls,gap_25,specter2,mpnet,0.9644444444444444
pool_cls,gap_25,specter2,minilm,0.9111111111111111
pool_cls,gap_25,specter2,pubmedbert,0.20820512820512818
pool_cls,gap_25,specter2,biobert,0.6492307692307692
pool_cls,gap_25,specter2,simcse,0.7135042735042735
pool_cls,gap_25,scincl,scibert,0.2451282051282051
pool_cls,gap_25,scincl,bert,0.4625641025641026
pool_cls,gap_25,scincl,mpnet,0.9186324786324785
pool_cls,gap_25,scincl,minilm,0.874188034188034
pool_cls,gap_25,scincl,pubmedbert,0.21846153846153846
pool_cls,gap_25,scincl,biobert,0.5001709401709401
pool_cls,gap_25,scincl,simcse,0.5945299145299144
pool_cls,gap_25,scibert,bert,0.4051282051282051
pool_cls,gap_25,scibert,mpnet,0.1904273504273504
pool_cls,gap_25,scibert,minilm,0.1275213675213675
pool_cls,gap_25,scibert,pubmedbert,0.7976068376068376
pool_cls,gap_25,scibert,biobert,0.3258119658119658
pool_cls,gap_25,scibert,simcse,0.06188034188034188
pool_cls,gap_25,bert,mpnet,0.483076923076923
pool_cls,gap_25,bert,minilm,0.4803418803418803
pool_cls,gap_25,bert,pubmedbert,0.4858119658119658
pool_cls,gap_25,bert,biobert,0.6369230769230768
pool_cls,gap_25,bert,simcse,0.5282051282051281
pool_cls,gap_25,mpnet,minilm,0.9603418803418803
pool_cls,gap_25,mpnet,pubmedbert,0.2663247863247863
pool_cls,gap_25,mpnet,biobert,0.5801709401709401
pool_cls,gap_25,mpnet,simcse,0.7367521367521367
pool_cls,gap_25,minilm,pubmedbert,0.23350427350427347
pool_cls,gap_25,minilm,biobert,0.5439316239316239
pool_cls,gap_25,minilm,simcse,0.7894017094017093
pool_cls,gap_25,pubmedbert,biobert,0.5282051282051281
pool_cls,gap_25,pubmedbert,simcse,0.29709401709401706
pool_cls,gap_25,biobert,simcse,0.615042735042735
pool_sep,angle_p50,specter,specter2,0.3928205128205128
pool_sep,angle_p50,specter,scincl,0.4591452991452991
pool_sep,angle_p50,specter,scibert,0.47350427350427343
pool_sep,angle_p50,specter,bert,-0.3264957264957265
pool_sep,angle_p50,specter,mpnet,0.19589743589743588
pool_sep,angle_p50,specter,minilm,0.10495726495726496
pool_sep,angle_p50,specter,pubmedbert,0.3237606837606838
pool_sep,angle_p50,specter,biobert,0.09811965811965812
pool_sep,angle_p50,specter,simcse,-0.212991452991453
pool_sep,angle_p50,specter2,scincl,0.5076923076923077
pool_sep,angle_p50,specter2,scibert,0.23692307692307688
pool_sep,angle_p50,specter2,bert,-0.2622222222222222
pool_sep,angle_p50,specter2,mpnet,0.6731623931623931
pool_sep,angle_p50,specter2,minilm,0.5370940170940172
pool_sep,angle_p50,specter2,pubmedbert,0.3511111111111111
pool_sep,angle_p50,specter2,biobert,0.007863247863247862
pool_sep,angle_p50,specter2,simcse,-0.06666666666666665
pool_sep,angle_p50,scincl,scibert,0.5835897435897436
pool_sep,angle_p50,scincl,bert,-0.14051282051282052
pool_sep,angle_p50,scincl,mpnet,0.775042735042735
pool_sep,angle_p50,scincl,minilm,0.7326495726495725
pool_sep,angle_p50,scincl,pubmedbert,0.23555555555555555
pool_sep,angle_p50,scincl,biobert,0.4953846153846153
pool_sep,angle_p50,scincl,simcse,0.3278632478632478
pool_sep,angle_p50,scibert,bert,0.2998290598290598
pool_sep,angle_p50,scibert,mpnet,0.4092307692307692
pool_sep,angle_p50,scibert,minilm,0.3811965811965812
pool_sep,angle_p50,scibert,pubmedbert,0.40717948717948715
pool_sep,angle_p50,scibert,biobert,0.7148717948717949
pool_sep,angle_p50,scibert,simcse,0.47145299145299147
pool_sep,angle_p50,bert,mpnet,0.017435897435897435
pool_sep,angle_p50,bert,minilm,0.11726495726495725
pool_sep,angle_p50,bert,pubmedbert,0.22598290598290596
pool_sep,angle_p50,bert,biobert,0.45094017094017086
pool_sep,angle_p50,bert,simcse,0.6560683760683761
pool_sep,angle_p50,mpnet,minilm,0.9637606837606837
pool_sep,angle_p50,mpnet,pubmedbert,0.3162393162393162
pool_sep,angle_p50,mpnet,biobert,0.3647863247863247
pool_sep,angle_p50,mpnet,simcse,0.3538461538461538
pool_sep,angle_p50,minilm,pubmedbert,0.24649572649572649
pool_sep,angle_p50,minilm,biobert,0.416068376068376
pool_sep,angle_p50,minilm,simcse,0.44957264957264953
pool_sep,angle_p50,pubmedbert,biobert,0.15965811965811963
pool_sep,angle_p50,pubmedbert,simcse,-0.14119658119658116
pool_sep,angle_p50,biobert,simcse,0.7716239316239316
pool_sep,pr,specter,specter2,0.3928205128205128
pool_sep,pr,specter,scincl,0.8194871794871793
pool_sep,pr,specter,scibert,0.14461538461538462
pool_sep,pr,specter,bert,0.1917948717948718
pool_sep,pr,specter,mpnet,0.6512820512820512
pool_sep,pr,specter,minilm,0.6478632478632478
pool_sep,pr,specter,pubmedbert,0.6478632478632478
pool_sep,pr,specter,biobert,0.3511111111111111
pool_sep,pr,specter,simcse,0.28068376068376066
pool_sep,pr,specter2,scincl,0.5083760683760683
pool_sep,pr,specter2,scibert,0.19316239316239317
pool_sep,pr,specter2,bert,0.1692307692307692
pool_sep,pr,specter2,mpnet,0.5651282051282052
pool_sep,pr,specter2,minilm,0.5972649572649572
pool_sep,pr,specter2,pubmedbert,0.5685470085470085
pool_sep,pr,specter2,biobert,0.5370940170940172
pool_sep,pr,specter2,simcse,0.5316239316239316
pool_sep,pr,scincl,scibert,0.1282051282051282
pool_sep,pr,scincl,bert,0.3627350427350427
pool_sep,pr,scincl,mpnet,0.718974358974359
pool_sep,pr,scincl,minilm,0.7032478632478633
pool_sep,pr,scincl,pubmedbert,0.803076923076923
pool_sep,pr,scincl,biobert,0.44068376068376064
pool_sep,pr,scincl,simcse,0.40376068376068375
pool_sep,pr,scibert,bert,0.1829059829059829
pool_sep,pr,scibert,mpnet,-0.1234188034188034
pool_sep,pr,scibert,minilm,-0.11726495726495725
pool_sep,pr,scibert,pubmedbert,0.3367521367521367
pool_sep,pr,scibert,biobert,0.5425641025641026
pool_sep,pr,scibert,simcse,-0.004444444444444444
pool_sep,pr,bert,mpnet,0.22940170940170937
pool_sep,pr,bert,minilm,0.22666666666666666
pool_sep,pr,bert,pubmedbert,0.5863247863247864
pool_sep,pr,bert,biobert,0.442051282051282
pool_sep,pr,bert,simcse,0.4468376068376068
pool_sep,pr,mpnet,minilm,0.967179487179487
pool_sep,pr,mpnet,pubmedbert,0.483076923076923
pool_sep,pr,mpnet,biobert,0.050940170940170934
pool_sep,pr,mpnet,simcse,0.7169230769230769
pool_sep,pr,minilm,pubmedbert,0.4646153846153846
pool_sep,pr,minilm,biobert,0.032478632478632474
pool_sep,pr,minilm,simcse,0.7777777777777777
pool_sep,pr,pubmedbert,biobert,0.7675213675213675
pool_sep,pr,pubmedbert,simcse,0.46871794871794875
pool_sep,pr,biobert,simcse,0.17128205128205126
pool_sep,gap_25,specter,specter2,0.8126495726495726
pool_sep,gap_25,specter,scincl,0.7976068376068376
pool_sep,gap_25,specter,scibert,0.016752136752136753
pool_sep,gap_25,specter,bert,0.44478632478632474
pool_sep,gap_25,specter,mpnet,0.8242735042735042
pool_sep,gap_25,specter,minilm,0.8037606837606838
pool_sep,gap_25,specter,pubmedbert,0.7586324786324786
pool_sep,gap_25,specter,biobert,0.522051282051282
pool_sep,gap_25,specter,simcse,0.6827350427350427
pool_sep,gap_25,specter2,scincl,0.8673504273504273
pool_sep,gap_25,specter2,scibert,-0.011965811965811965
pool_sep,gap_25,specter2,bert,0.5528205128205128
pool_sep,gap_25,specter2,mpnet,0.9644444444444444
pool_sep,gap_25,specter2,minilm,0.9111111111111111
pool_sep,gap_25,specter2,pubmedbert,0.8235897435897435
pool_sep,gap_25,specter2,biobert,0.7237606837606837
pool_sep,gap_25,specter2,simcse,0.7135042735042735
pool_sep,gap_25,scincl,scibert,0.20410256410256405
pool_sep,gap_25,scincl,bert,0.44478632478632474
pool_sep,gap_25,scincl,mpnet,0.9186324786324785
pool_sep,gap_25,scincl,minilm,0.874188034188034
pool_sep,gap_25,scincl,pubmedbert,0.6861538461538461
pool_sep,gap_25,scincl,biobert,0.5596581196581196
pool_sep,gap_25,scincl,simcse,0.5945299145299144
pool_sep,gap_25,scibert,bert,0.006495726495726496
pool_sep,gap_25,scibert,mpnet,0.019487179487179485
pool_sep,gap_25,scibert,minilm,-0.042735042735042736
pool_sep,gap_25,scibert,pubmedbert,0.08170940170940172
pool_sep,gap_25,scibert,biobert,-0.09333333333333332
pool_sep,gap_25,scibert,simcse,-0.005128205128205127
pool_sep,gap_25,bert,mpnet,0.5507692307692307
pool_sep,gap_25,bert,minilm,0.4673504273504273
pool_sep,gap_25,bert,pubmedbert,0.47965811965811966
pool_sep,gap_25,bert,biobert,0.4147008547008547
pool_sep,gap_25,bert,simcse,0.40307692307692305
pool_sep,gap_25,mpnet,minilm,0.9603418803418803
pool_sep,gap_25,mpnet,pubmedbert,0.7709401709401709
pool_sep,gap_25,mpnet,biobert,0.6847863247863248
pool_sep,gap_25,mpnet,simcse,0.7367521367521367
pool_sep,gap_25,minilm,pubmedbert,0.7107692307692307
pool_sep,gap_25,minilm,biobert,0.6403418803418803
pool_sep,gap_25,minilm,simcse,0.7894017094017093
pool_sep,gap_25,pubmedbert,biobert,0.7777777777777777
pool_sep,gap_25,pubmedbert,simcse,0.6758974358974358
pool_sep,gap_25,biobert,simcse,0.5897435897435898
common_native,angle_p50,specter,specter2,0.41948717948717945
common_native,angle_p50,specter,scincl,0.5015384615384615
common_native,angle_p50,specter,scibert,0.31555555555555553
common_native,angle_p50,specter,bert,-0.24307692307692305
common_native,angle_p50,specter,mpnet,0.23829059829059826
common_native,angle_p50,specter,minilm,0.14598290598290597
common_native,angle_p50,specter,pubmedbert,0.06461538461538462
common_native,angle_p50,specter,biobert,-0.33401709401709395
common_native,angle_p50,specter,simcse,-0.174017094017094
common_native,angle_p50,specter2,scincl,0.48376068376068376
common_native,angle_p50,specter2,scibert,0.1651282051282051
common_native,angle_p50,specter2,bert,0.08444444444444445
common_native,angle_p50,specter2,mpnet,0.6923076923076923
common_native,angle_p50,specter2,minilm,0.5904273504273503
common_native,angle_p50,specter2,pubmedbert,0.13162393162393163
common_native,angle_p50,specter2,biobert,-0.12615384615384614
common_native,angle_p50,specter2,simcse,-0.027692307692307693
common_native,angle_p50,scincl,scibert,0.22598290598290596
common_native,angle_p50,scincl,bert,0.2533333333333333
common_native,angle_p50,scincl,mpnet,0.7483760683760683
common_native,angle_p50,scincl,minilm,0.7237606837606837
common_native,angle_p50,scincl,pubmedbert,0.1863247863247863
common_native,angle_p50,scincl,biobert,0.17538461538461536
common_native,angle_p50,scincl,simcse,0.37504273504273505
common_native,angle_p50,scibert,bert,0.3723076923076923
common_native,angle_p50,scibert,mpnet,0.2533333333333333
common_native,angle_p50,scibert,minilm,0.15555555555555553
common_native,angle_p50,scibert,pubmedbert,0.8475213675213674
common_native,angle_p50,scibert,biobert,0.4598290598290598
common_native,angle_p50,scibert,simcse,0.23282051282051283
common_native,angle_p50,bert,mpnet,0.4461538461538461
common_native,angle_p50,bert,minilm,0.47145299145299147
common_native,angle_p50,bert,pubmedbert,0.5685470085470085
common_native,angle_p50,bert,biobert,0.8119658119658119
common_native,angle_p50,bert,simcse,0.8769230769230769
common_native,angle_p50,mpnet,minilm,0.9589743589743589
common_native,angle_p50,mpnet,pubmedbert,0.29914529914529914
common_native,angle_p50,mpnet,biobert,0.24717948717948715
common_native,angle_p50,mpnet,simcse,0.3682051282051282
common_native,angle_p50,minilm,pubmedbert,0.27794871794871795
common_native,angle_p50,minilm,biobert,0.31897435897435894
common_native,angle_p50,minilm,simcse,0.42017094017094014
common_native,angle_p50,pubmedbert,biobert,0.7087179487179487
common_native,angle_p50,pubmedbert,simcse,0.3695726495726495
common_native,angle_p50,biobert,simcse,0.762051282051282
common_native,pr,specter,specter2,0.41811965811965807
common_native,pr,specter,scincl,0.852991452991453
common_native,pr,specter,scibert,0.7305982905982905
common_native,pr,specter,bert,0.24854700854700856
common_native,pr,specter,mpnet,0.6533333333333332
common_native,pr,specter,minilm,0.6492307692307692
common_native,pr,specter,pubmedbert,0.5487179487179487
common_native,pr,specter,biobert,0.5213675213675213
common_native,pr,specter,simcse,0.38256410256410256
common_native,pr,specter2,scincl,0.5275213675213675
common_native,pr,specter2,scibert,0.388034188034188
common_native,pr,specter2,bert,0.5952136752136752
common_native,pr,specter2,mpnet,0.5986324786324786
common_native,pr,specter2,minilm,0.6273504273504273
common_native,pr,specter2,pubmedbert,0.26700854700854704
common_native,pr,specter2,biobert,0.43316239316239313
common_native,pr,specter2,simcse,0.6205128205128205
common_native,pr,scincl,scibert,0.671111111111111
common_native,pr,scincl,bert,0.3736752136752136
common_native,pr,scincl,mpnet,0.7408547008547008
common_native,pr,scincl,minilm,0.7299145299145299
common_native,pr,scincl,pubmedbert,0.46529914529914523
common_native,pr,scincl,biobert,0.5117948717948718
common_native,pr,scincl,simcse,0.4741880341880342
common_native,pr,scibert,bert,0.3688888888888889
common_native,pr,scibert,mpnet,0.6116239316239316
common_native,pr,scibert,minilm,0.578119658119658
common_native,pr,scibert,pubmedbert,0.7223931623931623
common_native,pr,scibert,biobert,0.606153846153846
common_native,pr,scibert,simcse,0.4823931623931623
common_native,pr,bert,mpnet,0.6211965811965812
common_native,pr,bert,minilm,0.7169230769230769
common_native,pr,bert,pubmedbert,0.05504273504273505
common_native,pr,bert,biobert,0.12273504273504272
common_native,pr,bert,simcse,0.9398290598290598
common_native,pr,mpnet,minilm,0.9582905982905983
common_native,pr,mpnet,pubmedbert,0.16376068376068376
common_native,pr,mpnet,biobert,0.11316239316239315
common_native,pr,mpnet,simcse,0.7210256410256409
common_native,pr,minilm,pubmedbert,0.16102564102564101
common_native,pr,minilm,biobert,0.09128205128205127
common_native,pr,minilm,simcse,0.8078632478632478
common_native,pr,pubmedbert,biobert,0.7928205128205127
common_native,pr,pubmedbert,simcse,0.06666666666666665
common_native,pr,biobert,simcse,0.14871794871794874
common_native,gap_25,specter,specter2,0.8584615384615384
common_native,gap_25,specter,scincl,0.8564102564102564
common_native,gap_25,specter,scibert,0.5965811965811965
common_native,gap_25,specter,bert,0.6225641025641024
common_native,gap_25,specter,mpnet,0.9015384615384615
common_native,gap_25,specter,minilm,0.8714529914529915
common_native,gap_25,specter,pubmedbert,0.587008547008547
common_native,gap_25,specter,biobert,0.6758974358974358
common_native,gap_25,specter,simcse,0.7114529914529912
common_native,gap_25,specter2,scincl,0.8762393162393161
common_native,gap_25,specter2,scibert,0.5227350427350427
common_native,gap_25,specter2,bert,0.6027350427350426
common_native,gap_25,specter2,mpnet,0.9617094017094016
common_native,gap_25,specter2,minilm,0.9411965811965811
common_native,gap_25,specter2,pubmedbert,0.5993162393162393
common_native,gap_25,specter2,biobert,0.654017094017094
common_native,gap_25,specter2,simcse,0.6341880341880342
common_native,gap_25,scincl,scibert,0.5494017094017093
common_native,gap_25,scincl,bert,0.5808547008547009
common_native,gap_25,scincl,mpnet,0.9343589743589744
common_native,gap_25,scincl,minilm,0.8878632478632477
common_native,gap_25,scincl,pubmedbert,0.5705982905982906
common_native,gap_25,scincl,biobert,0.654017094017094
common_native,gap_25,scincl,simcse,0.6143589743589742
common_native,gap_25,scibert,bert,0.347008547008547
common_native,gap_25,scibert,mpnet,0.52
common_native,gap_25,scibert,minilm,0.4741880341880342
common_native,gap_25,scibert,pubmedbert,0.6601709401709401
common_native,gap_25,scibert,biobert,0.7695726495726496
common_native,gap_25,scibert,simcse,0.3627350427350427
common_native,gap_25,bert,mpnet,0.638974358974359
common_native,gap_25,bert,minilm,0.6369230769230768
common_native,gap_25,bert,pubmedbert,0.4803418803418803
common_native,gap_25,bert,biobert,0.5473504273504273
common_native,gap_25,bert,simcse,0.6047863247863248
common_native,gap_25,mpnet,minilm,0.9733333333333332
common_native,gap_25,mpnet,pubmedbert,0.5747008547008546
common_native,gap_25,mpnet,biobert,0.6601709401709401
common_native,gap_25,mpnet,simcse,0.654017094017094
common_native,gap_25,minilm,pubmedbert,0.5808547008547009
common_native,gap_25,minilm,biobert,0.641025641025641
common_native,gap_25,minilm,simcse,0.6847863247863248
common_native,gap_25,pubmedbert,biobert,0.8605128205128205
common_native,gap_25,pubmedbert,simcse,0.6075213675213674
common_native,gap_25,biobert,simcse,0.5842735042735042
common,angle_p50,specter,specter2,0.43589743589743585
common,angle_p50,specter,scincl,0.49401709401709404
common,angle_p50,specter,scibert,0.3415384615384615
common,angle_p50,specter,bert,-0.15829059829059827
common,angle_p50,specter,mpnet,0.25606837606837607
common,angle_p50,specter,minilm,0.13162393162393163
common,angle_p50,specter,pubmedbert,0.1911111111111111
common,angle_p50,specter,biobert,-0.3176068376068376
common,angle_p50,specter,simcse,-0.14256410256410257
common,angle_p50,specter2,scincl,0.4632478632478632
common,angle_p50,specter2,scibert,0.22119658119658114
common,angle_p50,specter2,bert,0.05846153846153846
common,angle_p50,specter2,mpnet,0.6512820512820512
common,angle_p50,specter2,minilm,0.5377777777777777
common,angle_p50,specter2,pubmedbert,0.12273504273504272
common,angle_p50,specter2,biobert,-0.20615384615384613
common,angle_p50,specter2,simcse,-0.107008547008547
common,angle_p50,scincl,scibert,0.24034188034188034
common,angle_p50,scincl,bert,0.22256410256410253
common,angle_p50,scincl,mpnet,0.751111111111111
common,angle_p50,scincl,minilm,0.7162393162393161
common,angle_p50,scincl,pubmedbert,0.11111111111111109
common,angle_p50,scincl,biobert,0.11863247863247862
common,angle_p50,scincl,simcse,0.33401709401709395
common,angle_p50,scibert,bert,0.3709401709401709
common,angle_p50,scibert,mpnet,0.2854700854700854
common,angle_p50,scibert,minilm,0.15076923076923074
common,angle_p50,scibert,pubmedbert,0.9165811965811965
common,angle_p50,scibert,biobert,0.4926495726495726
common,angle_p50,scibert,simcse,0.20136752136752134
common,angle_p50,bert,mpnet,0.4256410256410256
common,angle_p50,bert,minilm,0.4543589743589744
common,angle_p50,bert,pubmedbert,0.42222222222222217
common,angle_p50,bert,biobert,0.775042735042735
common,angle_p50,bert,simcse,0.8564102564102564
common,angle_p50,mpnet,minilm,0.945982905982906
common,angle_p50,mpnet,pubmedbert,0.2198290598290598
common,angle_p50,mpnet,biobert,0.17333333333333334
common,angle_p50,mpnet,simcse,0.29914529914529914
common,angle_p50,minilm,pubmedbert,0.1282051282051282
common,angle_p50,minilm,biobert,0.2588034188034188
common,angle_p50,minilm,simcse,0.3463247863247863
common,angle_p50,pubmedbert,biobert,0.5863247863247864
common,angle_p50,pubmedbert,simcse,0.1917948717948718
common,angle_p50,biobert,simcse,0.71008547008547
common,pr,specter,specter2,0.38324786324786325
common,pr,specter,scincl,0.8372649572649572
common,pr,specter,scibert,0.654017094017094
common,pr,specter,bert,0.20410256410256405
common,pr,specter,mpnet,0.6588034188034186
common,pr,specter,minilm,0.6123076923076922
common,pr,specter,pubmedbert,0.5008547008547009
common,pr,specter,biobert,0.5111111111111111
common,pr,specter,simcse,0.3292307692307692
common,pr,specter2,scincl,0.4803418803418803
common,pr,specter2,scibert,0.3976068376068376
common,pr,specter2,bert,0.5145299145299145
common,pr,specter2,mpnet,0.5494017094017093
common,pr,specter2,minilm,0.5562393162393161
common,pr,specter2,pubmedbert,0.3531623931623932
common,pr,specter2,biobert,0.47350427350427343
common,pr,specter2,simcse,0.5336752136752136
common,pr,scincl,scibert,0.5582905982905982
common,pr,scincl,bert,0.3442735042735042
common,pr,scincl,mpnet,0.7647863247863247
common,pr,scincl,minilm,0.7237606837606837
common,pr,scincl,pubmedbert,0.3688888888888889
common,pr,scincl,biobert,0.4673504273504273
common,pr,scincl,simcse,0.4365811965811965
common,pr,scibert,bert,0.187008547008547
common,pr,scibert,mpnet,0.3531623931623932
common,pr,scibert,minilm,0.2635897435897435
common,pr,scibert,pubmedbert,0.8482051282051282
common,pr,scibert,biobert,0.868034188034188
common,pr,scibert,simcse,0.23692307692307688
common,pr,bert,mpnet,0.5671794871794872
common,pr,bert,minilm,0.6861538461538461
common,pr,bert,pubmedbert,-0.033846153846153845
common,pr,bert,biobert,0.15829059829059827
common,pr,bert,simcse,0.9309401709401708
common,pr,mpnet,minilm,0.9555555555555554
common,pr,mpnet,pubmedbert,0.005811965811965812
common,pr,mpnet,biobert,0.12410256410256408
common,pr,mpnet,simcse,0.6923076923076923
common,pr,minilm,pubmedbert,-0.0441025641025641
common,pr,minilm,biobert,0.05504273504273505
common,pr,minilm,simcse,0.7907692307692307
common,pr,pubmedbert,biobert,0.9056410256410257
common,pr,pubmedbert,simcse,-0.037948717948717944
common,pr,biobert,simcse,0.14871794871794874
common,gap_25,specter,specter2,0.844102564102564
common,gap_25,specter,scincl,0.8324786324786325
common,gap_25,specter,scibert,0.5452991452991452
common,gap_25,specter,bert,0.6362393162393162
common,gap_25,specter,mpnet,0.8714529914529915
common,gap_25,specter,minilm,0.8543589743589743
common,gap_25,specter,pubmedbert,0.5842735042735042
common,gap_25,specter,biobert,0.5726495726495726
common,gap_25,specter,simcse,0.6335042735042735
common,gap_25,specter2,scincl,0.8625641025641025
common,gap_25,specter2,scibert,0.5398290598290598
common,gap_25,specter2,bert,0.682051282051282
common,gap_25,specter2,mpnet,0.9589743589743589
common,gap_25,specter2,minilm,0.9377777777777777
common,gap_25,specter2,pubmedbert,0.6239316239316239
common,gap_25,specter2,biobert,0.5938461538461539
common,gap_25,specter2,simcse,0.619145299145299
common,gap_25,scincl,scibert,0.5097435897435897
common,gap_25,scincl,bert,0.654017094017094
common,gap_25,scincl,mpnet,0.9172649572649573
common,gap_25,scincl,minilm,0.8912820512820512
common,gap_25,scincl,pubmedbert,0.5952136752136752
common,gap_25,scincl,biobert,0.5425641025641026
common,gap_25,scincl,simcse,0.5158974358974359
common,gap_25,scibert,bert,0.3511111111111111
common,gap_25,scibert,mpnet,0.45777777777777773
common,gap_25,scibert,minilm,0.4242735042735042
common,gap_25,scibert,pubmedbert,0.751111111111111
common,gap_25,scibert,biobert,0.7777777777777777
common,gap_25,scibert,simcse,0.3962393162393162
common,gap_25,bert,mpnet,0.7094017094017094
common,gap_25,bert,minilm,0.6936752136752136
common,gap_25,bert,pubmedbert,0.6567521367521366
common,gap_25,bert,biobert,0.6184615384615384
common,gap_25,bert,simcse,0.7340170940170939
common,gap_25,mpnet,minilm,0.9815384615384615
common,gap_25,mpnet,pubmedbert,0.6102564102564102
common,gap_25,mpnet,biobert,0.5603418803418803
common,gap_25,mpnet,simcse,0.604102564102564
common,gap_25,minilm,pubmedbert,0.5979487179487181
common,gap_25,minilm,biobert,0.5411965811965811
common,gap_25,minilm,simcse,0.6205128205128205
common,gap_25,pubmedbert,biobert,0.9179487179487179
common,gap_25,pubmedbert,simcse,0.6731623931623931
common,gap_25,biobert,simcse,0.63008547008547
global_centered,angle_p50,specter,specter2,0.8365811965811965
global_centered,angle_p50,specter,scincl,0.9206837606837606
global_centered,angle_p50,specter,scibert,0.7962393162393162
global_centered,angle_p50,specter,bert,0.41264957264957264
