metric,model,field_id,condition,model_difference_mean9,input_difference,model_minus_input
angle_p50,specter,33,title,22.51940480327652,1.227071168149628,21.29233363512689
angle_p50,specter,33,abstract,22.51940480327652,0.26148240665813205,22.257922396618387
angle_p50,specter,34,title,23.43896399734708,1.2896584159543991,22.14930558139268
angle_p50,specter,34,abstract,23.43896399734708,0.6980767987914476,22.740887198555633
angle_p50,specter,35,title,19.00787081861391,2.354979399251391,16.65289141936252
angle_p50,specter,35,abstract,19.00787081861391,0.4494734966589746,18.558397321954935
angle_p50,specter,36,title,22.51021296165557,0.403639560441583,22.106573401213986
angle_p50,specter,36,abstract,22.51021296165557,0.4285835111275347,22.081629450528034
angle_p50,specter2,11,title,19.504372593532192,1.2916021101316204,18.212770483400572
angle_p50,specter2,11,abstract,19.504372593532192,0.943098146435787,18.561274447096405
angle_p50,specter2,12,title,20.766517465149974,1.4508378156376374,19.315679649512337
angle_p50,specter2,12,abstract,20.766517465149974,0.7853853312028463,19.981132133947128
angle_p50,specter2,13,title,20.733578383960833,1.3477149490307596,19.385863434930073
angle_p50,specter2,13,abstract,20.733578383960833,0.6257949424002831,20.10778344156055
angle_p50,specter2,14,title,20.1598344827636,1.3074447676721306,18.85238971509147
angle_p50,specter2,14,abstract,20.1598344827636,0.7547818049808228,19.405052677782777
angle_p50,specter2,15,title,19.697174783280364,1.3881214176397023,18.30905336564066
angle_p50,specter2,15,abstract,19.697174783280364,0.6530755812355835,19.04409920204478
angle_p50,specter2,16,title,18.29057731458104,1.4730531945318788,16.81752412004916
angle_p50,specter2,16,abstract,18.29057731458104,0.5414719837551374,17.749105330825902
angle_p50,specter2,17,title,21.820867987664517,1.5255941690999038,20.295273818564613
angle_p50,specter2,17,abstract,21.820867987664517,0.26874095524632935,21.552127032418188
angle_p50,specter2,18,title,20.769494888329287,1.2843595591154795,19.485135329213808
angle_p50,specter2,18,abstract,20.769494888329287,0.5608564372145679,20.20863845111472
angle_p50,specter2,19,title,19.21261053147166,1.5191918298725255,17.693418701599136
angle_p50,specter2,19,abstract,19.21261053147166,0.6904559870566302,18.52215454441503
angle_p50,specter2,20,title,20.285902392902123,1.341890339539738,18.944012053362385
angle_p50,specter2,20,abstract,20.285902392902123,0.862523833418166,19.423378559483957
angle_p50,specter2,21,title,20.029620302432967,1.5175361021937448,18.512084200239222
angle_p50,specter2,21,abstract,20.029620302432967,0.8368750110039329,19.192745291429034
angle_p50,specter2,22,title,21.687601543789853,1.202131546725127,20.485469997064726
angle_p50,specter2,22,abstract,21.687601543789853,0.3807233955088165,21.306878148281037
angle_p50,specter2,23,title,20.462735028827964,1.1983625868292194,19.264372441998745
angle_p50,specter2,23,abstract,20.462735028827964,0.9010488654460715,19.561686163381893
angle_p50,specter2,24,title,19.947973655675643,1.4106101964725113,18.53736345920313
angle_p50,specter2,24,abstract,19.947973655675643,0.8413125757590478,19.106661079916595
angle_p50,specter2,25,title,19.363998488212914,1.8595611278528636,17.50443736036005
angle_p50,specter2,25,abstract,19.363998488212914,0.5203679305138209,18.843630557699093
angle_p50,specter2,26,title,19.992771594891117,1.4562154396225395,18.536556155268578
angle_p50,specter2,26,abstract,19.992771594891117,0.4122055050786102,19.580566089812507
angle_p50,specter2,27,title,21.22074113941745,1.1962145027948239,20.024526636622625
angle_p50,specter2,27,abstract,21.22074113941745,0.8396805916155543,20.381060547801894
angle_p50,specter2,28,title,20.413271638144554,0.895920542695734,19.51735109544882
angle_p50,specter2,28,abstract,20.413271638144554,0.593725650813866,19.819545987330688
angle_p50,specter2,29,title,20.191732147486434,1.0508828889330175,19.140849258553416
angle_p50,specter2,29,abstract,20.191732147486434,0.9931008552494092,19.198631292237025
angle_p50,specter2,30,title,19.54786915909493,1.2802998068384923,18.267569352256437
angle_p50,specter2,30,abstract,19.54786915909493,0.8821818382303377,18.665687320864592
angle_p50,specter2,31,title,19.72104876052184,1.7475990233490037,17.973449737172835
angle_p50,specter2,31,abstract,19.72104876052184,0.2900045884811817,19.431044172040657
angle_p50,specter2,32,title,20.212881242958385,1.3210743999006525,18.891806843057733
angle_p50,specter2,32,abstract,20.212881242958385,0.58008898037032,19.632792262588065
angle_p50,specter2,33,title,21.050400479244672,1.7130730070248106,19.33732747221986
angle_p50,specter2,33,abstract,21.050400479244672,0.7524940630998103,20.297906416144862
angle_p50,specter2,34,title,19.331220832940552,0.6469232870318393,18.684297545908713
angle_p50,specter2,34,abstract,19.331220832940552,0.9532903576231391,18.377930475317413
angle_p50,specter2,35,title,16.482947230283262,1.3587535243701652,15.124193705913097
angle_p50,specter2,35,abstract,16.482947230283262,0.991437541586162,15.4915096886971
angle_p50,specter2,36,title,20.39664677241734,1.4560356023142376,18.940611170103104
angle_p50,specter2,36,abstract,20.39664677241734,0.8910607164121842,19.505586056005157
angle_p50,scincl,11,title,19.486844450386528,0.0036851514500142457,19.483159298936513
angle_p50,scincl,11,abstract,19.486844450386528,0.20869818316339916,19.27814626722313
angle_p50,scincl,12,title,19.514520655602617,0.17906792246657943,19.335452733136037
angle_p50,scincl,12,abstract,19.514520655602617,0.5288421166664818,18.985678538936135
angle_p50,scincl,13,title,20.701718581221883,1.0156686066041303,19.686049974617752
angle_p50,scincl,13,abstract,20.701718581221883,0.14796707911155238,20.55375150211033
angle_p50,scincl,14,title,20.029765763882356,0.5199510612902429,19.509814702592113
angle_p50,scincl,14,abstract,20.029765763882356,0.5008324711007504,19.528933292781606
angle_p50,scincl,15,title,19.697174783280364,0.5060834669303844,19.19109131634998
angle_p50,scincl,15,abstract,19.697174783280364,0.2885168069086177,19.408657976371746
angle_p50,scincl,16,title,18.29057731458104,0.06798586200680745,18.222591452574232
angle_p50,scincl,16,abstract,18.29057731458104,0.29044189686050004,18.00013541772054
angle_p50,scincl,17,title,21.820867987664517,1.9704645108951553,19.850403476769362
angle_p50,scincl,17,abstract,21.820867987664517,0.2601066843663702,21.560761303298147
angle_p50,scincl,18,title,20.76949488832929,1.4698154446026095,19.29967944372668
angle_p50,scincl,18,abstract,20.76949488832929,0.38251546589717833,20.386979422432113
angle_p50,scincl,19,title,19.212610531471665,0.7213533510888652,18.4912571803828
