metric,model,field_id,field_name,kind,repeats,reference_n,reference,median,q05,q95,relative_width,relative_median_shift,passes_width,passes_shift,passes_both
pr,simcse,21,Energy,external,5,2000,26.12952212229402,26.383289504864127,25.458884778423464,26.563809490292233,0.042286449277464354,0.00971190293425189,True,True,True
pr,simcse,22,Engineering,half,20,2000,39.003763326214994,38.13325466974588,37.4496854553205,38.88977109151564,0.03692170994246702,0.022318581137631698,True,True,True
pr,simcse,22,Engineering,external,5,2000,39.003763326214994,39.30340358208134,38.86750854115673,39.364261366259626,0.01273602295625203,0.007682342171965514,True,True,True
pr,simcse,23,Environmental Science,half,20,2000,41.04488251227842,40.24542815426855,39.519132169988545,41.22421960505579,0.041542022554387166,0.019477564779743592,True,True,True
pr,simcse,23,Environmental Science,external,5,2000,41.04488251227842,40.262610249295804,39.870697622657715,41.247044461829525,0.033532726979059575,0.01905894754963916,True,True,True
pr,simcse,24,Immunology and Microbiology,half,20,2000,28.452011199692798,28.1191497394844,27.195612649937527,28.904541885436117,0.060063565401557356,0.011699048544307925,True,True,True
pr,simcse,24,Immunology and Microbiology,external,5,2000,28.452011199692798,27.200886158372292,27.079843815453394,27.286127646869748,0.007250237249259231,0.04397316704746745,True,True,True
pr,simcse,25,Materials Science,half,20,2000,38.0040895967332,37.25147312114699,36.553104312965594,37.66556575413901,0.029272150786347,0.019803565447096244,True,True,True
pr,simcse,25,Materials Science,external,5,2000,38.0040895967332,37.761946984940856,37.39875641332714,38.31177155688123,0.024024128804089887,0.006371488288806695,True,True,True
pr,simcse,26,Mathematics,half,20,2000,32.059809736864274,31.519420342993747,30.889044779294313,32.598999826956955,0.0533364066005805,0.0168556644068026,True,True,True
pr,simcse,26,Mathematics,external,5,2000,32.059809736864274,30.79345780387624,30.67044173648006,31.777115535467644,0.03451903826225965,0.03949967087708281,True,True,True
pr,simcse,27,Medicine,half,20,2000,39.57865172083204,39.115579806507725,38.148268759504056,39.45619740499875,0.033046316350545835,0.011700042679336173,True,True,True
pr,simcse,27,Medicine,external,5,2000,39.57865172083204,39.76202137547308,39.42445507966116,39.924050792904225,0.012622858321879307,0.004633044499202206,True,True,True
pr,simcse,28,Neuroscience,half,20,2000,35.17184794623145,34.604949849476114,34.07470759422797,35.05332186267026,0.027823794471599494,0.01611795028859379,True,True,True
pr,simcse,28,Neuroscience,external,5,2000,35.17184794623145,36.62683413450733,36.176339965413106,36.986839919507965,0.02304399687312138,0.04136791989150436,True,True,True
pr,simcse,29,Nursing,half,20,2000,33.308306595044925,32.57771043509771,31.791428777309235,33.257829584043336,0.044025078325424315,0.021934353157896797,True,True,True
pr,simcse,29,Nursing,external,5,2000,33.308306595044925,33.842014862150464,33.29922849437069,34.42829844327613,0.033897548819651006,0.016023278324960987,True,True,True
pr,simcse,30,"Pharmacology, Toxicology and Pharmaceutics",half,20,2000,30.874139382612633,30.35823385444925,29.523236386126797,30.825586772232963,0.04218256483092805,0.016709956568179692,True,True,True
pr,simcse,30,"Pharmacology, Toxicology and Pharmaceutics",external,5,2000,30.874139382612633,30.90375059070747,30.11794062258597,31.011949588724647,0.028956563130700778,0.0009590942026877817,True,True,True
pr,simcse,31,Physics and Astronomy,half,20,2000,37.87370670683676,37.0277659110761,36.318857398299336,37.83796763606928,0.04010989073577322,0.022335833202403444,True,True,True
pr,simcse,31,Physics and Astronomy,external,5,2000,37.87370670683676,37.16180837976803,36.82651846856731,37.935711730729,0.02928663071580114,0.018796637270790707,True,True,True
pr,simcse,32,Psychology,half,20,2000,41.39330164669106,40.61376374068676,39.62709139874364,41.258380481075775,0.039409494228217525,0.01883246503644427,True,True,True
pr,simcse,32,Psychology,external,5,2000,41.39330164669106,41.0978378189777,40.38356002209791,41.69795095585319,0.03175371090168518,0.00713796232625417,True,True,True
pr,simcse,33,Social Sciences,half,20,2000,49.573564088008084,48.36517375707507,47.32862195940576,49.13545144570972,0.036447439669584615,0.024375700096683696,True,True,True
pr,simcse,33,Social Sciences,external,5,2000,49.573564088008084,50.06098012541194,49.51862602988998,51.089831705723185,0.03169442634876604,0.009832176612085885,True,True,True
pr,simcse,34,Veterinary,half,20,2000,35.17803052059665,34.205392791180344,33.6186891617315,35.207056410396746,0.04515225057114149,0.027649010334641354,True,True,True
pr,simcse,34,Veterinary,external,5,2000,35.17803052059665,36.05041849983257,35.97219764255138,36.29130451484998,0.009071197778163512,0.024799227424773994,True,True,True
pr,simcse,35,Dentistry,half,20,2000,30.482320244174318,30.10298937480186,29.596067251991524,30.678349007009817,0.03550522881292593,0.012444291193514138,True,True,True
pr,simcse,35,Dentistry,external,5,2000,30.482320244174318,30.751440492704237,30.390001079797123,31.476169980349983,0.03563275012703289,0.008828732405347416,True,True,True
