metric,model,field_id,period,value
angle_p50,specter,35,2005,47.64131627667213
angle_p50,specter,35,2010,46.90508755978283
angle_p50,specter,35,2015,45.626260062756366
angle_p50,specter,35,2020,46.5643442094664
angle_p50,specter,36,2000,52.76582399251082
angle_p50,specter,36,2005,54.681406174311846
angle_p50,specter,36,2010,53.960613049122195
angle_p50,specter,36,2015,54.31524416346332
angle_p50,specter,36,2020,54.11181522056538
angle_p50,specter2,11,2000,36.68398975144117
angle_p50,specter2,11,2005,35.69025609406682
angle_p50,specter2,11,2010,35.165227109193694
angle_p50,specter2,11,2015,34.64203801520101
angle_p50,specter2,11,2020,34.02409070437466
angle_p50,specter2,12,2000,33.57450160197567
angle_p50,specter2,12,2005,33.28553699322052
angle_p50,specter2,12,2010,32.8889120818424
angle_p50,specter2,12,2015,32.987539018137774
angle_p50,specter2,12,2020,32.651781558820915
angle_p50,specter2,13,2000,36.06311997057219
angle_p50,specter2,13,2005,35.70539559038511
angle_p50,specter2,13,2010,35.052540745448965
angle_p50,specter2,13,2015,34.229924582962326
angle_p50,specter2,13,2020,33.86992418970813
angle_p50,specter2,14,2000,34.286985745822356
angle_p50,specter2,14,2005,33.81021648942957
angle_p50,specter2,14,2010,33.55333245227582
angle_p50,specter2,14,2015,32.63874403579328
angle_p50,specter2,14,2020,32.68371168201632
angle_p50,specter2,15,2000,35.671122677664144
angle_p50,specter2,15,2005,35.200546987554624
angle_p50,specter2,15,2010,34.887198030128566
angle_p50,specter2,15,2015,34.39798070406586
angle_p50,specter2,15,2020,33.12852053866505
angle_p50,specter2,16,2000,35.685965337233
angle_p50,specter2,16,2005,35.65942433618123
angle_p50,specter2,16,2010,34.566431665786155
angle_p50,specter2,16,2015,34.06918593576682
angle_p50,specter2,16,2020,33.16493308439415
angle_p50,specter2,17,2000,36.579057112506504
angle_p50,specter2,17,2005,36.63341926533305
angle_p50,specter2,17,2010,36.441667887380056
angle_p50,specter2,17,2015,37.14224714555137
angle_p50,specter2,17,2020,36.701707918363475
angle_p50,specter2,18,2000,34.91559867937035
angle_p50,specter2,18,2005,34.83255847215711
angle_p50,specter2,18,2010,34.28445498245326
angle_p50,specter2,18,2015,34.549020380450415
angle_p50,specter2,18,2020,34.20440900915605
angle_p50,specter2,19,2000,36.43512310488433
angle_p50,specter2,19,2005,35.82883206019132
angle_p50,specter2,19,2010,35.520833023812266
angle_p50,specter2,19,2015,35.13488286317419
angle_p50,specter2,19,2020,34.50471611672732
angle_p50,specter2,20,2000,34.661709086116204
angle_p50,specter2,20,2005,34.349818309176136
angle_p50,specter2,20,2010,33.560952991930584
angle_p50,specter2,20,2015,33.48300039341565
angle_p50,specter2,20,2020,32.81328857068743
angle_p50,specter2,21,2000,36.488178697144825
angle_p50,specter2,21,2005,35.97115706741693
angle_p50,specter2,21,2010,35.241427928990916
angle_p50,specter2,21,2015,34.710970892368934
angle_p50,specter2,21,2020,33.956528600487
angle_p50,specter2,22,2000,37.00193143639621
angle_p50,specter2,22,2005,36.755209132514615
angle_p50,specter2,22,2010,36.53336033532867
angle_p50,specter2,22,2015,36.81037549229258
angle_p50,specter2,22,2020,36.25087109256767
angle_p50,specter2,23,2000,36.54872458266797
angle_p50,specter2,23,2005,36.35160290667307
angle_p50,specter2,23,2010,35.20025787764595
angle_p50,specter2,23,2015,34.99198465062178
angle_p50,specter2,23,2020,34.28984557627763
angle_p50,specter2,24,2000,34.89645509934545
angle_p50,specter2,24,2005,34.32837580524254
angle_p50,specter2,24,2010,33.83755023507427
angle_p50,specter2,24,2015,33.156249907579436
angle_p50,specter2,24,2020,32.63767246318209
angle_p50,specter2,25,2000,36.21071057213858
angle_p50,specter2,25,2005,35.66449472446998
angle_p50,specter2,25,2010,35.10746926635303
angle_p50,specter2,25,2015,34.45561195790901
angle_p50,specter2,25,2020,33.7157078246504
angle_p50,specter2,26,2000,34.799974004577564
angle_p50,specter2,26,2005,34.838022156989496
angle_p50,specter2,26,2010,35.23847629768582
angle_p50,specter2,26,2015,34.36419014942388
angle_p50,specter2,26,2020,34.65209657739939
angle_p50,specter2,27,2000,36.88471067390925
angle_p50,specter2,27,2005,36.254140448921724
angle_p50,specter2,27,2010,35.76010221642691
angle_p50,specter2,27,2015,34.9062879740113
angle_p50,specter2,27,2020,34.29970144491436
angle_p50,specter2,28,2000,35.91852563075901
angle_p50,specter2,28,2005,36.15897704484776
angle_p50,specter2,28,2010,35.50455945281838
angle_p50,specter2,28,2015,35.14643873412944
angle_p50,specter2,28,2020,34.53938905630711
angle_p50,specter2,29,2000,36.17995968728401
angle_p50,specter2,29,2005,35.27187849101591
angle_p50,specter2,29,2010,34.59119442756239
angle_p50,specter2,29,2015,34.04102520084136
angle_p50,specter2,29,2020,33.460899199119474
angle_p50,specter2,30,2000,35.192665536911896
angle_p50,specter2,30,2005,34.30324391255591
angle_p50,specter2,30,2010,33.25385302315619
angle_p50,specter2,30,2015,33.50235319719771
angle_p50,specter2,30,2020,32.42619012073508
angle_p50,specter2,31,2000,36.95240583900265
angle_p50,specter2,31,2005,37.173469750805985
angle_p50,specter2,31,2010,36.910330381328514
angle_p50,specter2,31,2015,36.86822918996278
angle_p50,specter2,31,2020,36.49503844449379
angle_p50,specter2,32,2000,35.89455304353887
angle_p50,specter2,32,2005,35.54964194985915
angle_p50,specter2,32,2010,34.86406681693045
angle_p50,specter2,32,2015,34.54309589501546
angle_p50,specter2,32,2020,34.0196170252256
angle_p50,specter2,33,2000,35.135144596250804
angle_p50,specter2,33,2005,34.48044044964334
angle_p50,specter2,33,2010,34.005622914741494
angle_p50,specter2,33,2015,33.83005994540193
angle_p50,specter2,33,2020,33.38488521649727
angle_p50,specter2,34,2000,34.825785111402375
angle_p50,specter2,34,2005,34.01333796301648
angle_p50,specter2,34,2010,33.812949697688786
angle_p50,specter2,34,2015,32.86025236248032
angle_p50,specter2,34,2020,32.68993591370976
angle_p50,specter2,35,2000,33.68560359745702
angle_p50,specter2,35,2005,33.208184173440465
angle_p50,specter2,35,2010,32.19614358503181
angle_p50,specter2,35,2015,31.42480627673993
angle_p50,specter2,35,2020,31.122390820450736
angle_p50,specter2,36,2000,34.749360149575075
angle_p50,specter2,36,2005,34.819851010323305
angle_p50,specter2,36,2010,34.16246132474599
angle_p50,specter2,36,2015,34.069824531765555
angle_p50,specter2,36,2020,33.72625508741546
angle_p50,scincl,11,2000,40.45658373933635
angle_p50,scincl,11,2005,40.83950200817538
angle_p50,scincl,11,2010,40.66800746175774
angle_p50,scincl,11,2015,40.885674182197555
angle_p50,scincl,11,2020,40.528489640016666
angle_p50,scincl,12,2000,39.12993265051922
angle_p50,scincl,12,2005,39.13795851209399
angle_p50,scincl,12,2010,39.52955340077645
angle_p50,scincl,12,2015,39.87309683269399
angle_p50,scincl,12,2020,40.533835397826174
angle_p50,scincl,13,2000,42.16989495404044
angle_p50,scincl,13,2005,43.35917928725798
angle_p50,scincl,13,2010,43.677802918709524
angle_p50,scincl,13,2015,43.80508125781128
angle_p50,scincl,13,2020,43.941872264981804
angle_p50,scincl,14,2000,41.98276522378026
angle_p50,scincl,14,2005,41.98979744370754
angle_p50,scincl,14,2010,42.23708294716216
angle_p50,scincl,14,2015,42.031825146069146
angle_p50,scincl,14,2020,42.36276384150474
angle_p50,scincl,15,2000,39.36349419740682
angle_p50,scincl,15,2005,39.746404278156135
angle_p50,scincl,15,2010,39.84701834903032
angle_p50,scincl,15,2015,40.02843562304196
angle_p50,scincl,15,2020,39.59028993122445
angle_p50,scincl,16,2000,36.50531674954423
angle_p50,scincl,16,2005,37.12207961470471
angle_p50,scincl,16,2010,37.57059892219044
angle_p50,scincl,16,2015,37.91159756160243
angle_p50,scincl,16,2020,38.3893513342672
angle_p50,scincl,17,2000,47.66331942354493
angle_p50,scincl,17,2005,48.41122565169204
angle_p50,scincl,17,2010,48.83409512860087
angle_p50,scincl,17,2015,50.02626444300961
angle_p50,scincl,17,2020,49.99329632492697
angle_p50,scincl,18,2000,44.138305000503244
angle_p50,scincl,18,2005,44.86466102167758
angle_p50,scincl,18,2010,45.046757448578894
angle_p50,scincl,18,2015,45.96038947529568
angle_p50,scincl,18,2020,46.19505216642113
angle_p50,scincl,19,2000,39.91758605456328
angle_p50,scincl,19,2005,39.44430481694595
angle_p50,scincl,19,2010,40.31733547859522
angle_p50,scincl,19,2015,40.402885734414724
angle_p50,scincl,19,2020,40.033755014538684
angle_p50,scincl,20,2000,39.877542946608315
angle_p50,scincl,20,2005,40.942968318719736
angle_p50,scincl,20,2010,40.59627626569596
angle_p50,scincl,20,2015,41.50797038351928
angle_p50,scincl,20,2020,41.48145917501115
angle_p50,scincl,21,2000,42.11919916572121
angle_p50,scincl,21,2005,42.69161925711113
angle_p50,scincl,21,2010,42.183363085211546
angle_p50,scincl,21,2015,41.61082184792089
angle_p50,scincl,21,2020,41.4378356325825
angle_p50,scincl,22,2000,45.72309026313972
angle_p50,scincl,22,2005,46.47644169407535
angle_p50,scincl,22,2010,46.150994828882425
angle_p50,scincl,22,2015,47.76865957713363
angle_p50,scincl,22,2020,47.670509024926865
angle_p50,scincl,23,2000,41.51209700218053
angle_p50,scincl,23,2005,41.64874787313656
angle_p50,scincl,23,2010,41.68134117209817
angle_p50,scincl,23,2015,42.298827652650786
angle_p50,scincl,23,2020,42.64979545904391
angle_p50,scincl,24,2000,39.268636323535674
angle_p50,scincl,24,2005,40.00447103749484
angle_p50,scincl,24,2010,40.97542047386839
angle_p50,scincl,24,2015,41.59708446042625
angle_p50,scincl,24,2020,41.66237498964379
angle_p50,scincl,25,2000,38.575818280784745
angle_p50,scincl,25,2005,39.41235399077456
angle_p50,scincl,25,2010,39.56294669132614
angle_p50,scincl,25,2015,39.879197614546015
angle_p50,scincl,25,2020,40.334313473071916
angle_p50,scincl,26,2000,41.8987685304879
angle_p50,scincl,26,2005,42.02558243313113
angle_p50,scincl,26,2010,42.990275491526916
angle_p50,scincl,26,2015,42.2572775565904
angle_p50,scincl,26,2020,45.09771835252221
angle_p50,scincl,27,2000,44.47979120559787
angle_p50,scincl,27,2005,44.43469692734246
angle_p50,scincl,27,2010,44.747054797219256
angle_p50,scincl,27,2015,45.02425635107001
angle_p50,scincl,27,2020,44.97017603391331
angle_p50,scincl,28,2000,43.578773802675336
angle_p50,scincl,28,2005,44.93434428226536
angle_p50,scincl,28,2010,45.12837334792135
angle_p50,scincl,28,2015,45.712676245258685
angle_p50,scincl,28,2020,45.71364548173538
angle_p50,scincl,29,2000,41.74006440338081
angle_p50,scincl,29,2005,41.362328111275104
angle_p50,scincl,29,2010,42.158212893668924
angle_p50,scincl,29,2015,41.986689512642684
angle_p50,scincl,29,2020,42.112622042348
angle_p50,scincl,30,2000,39.90577047954293
angle_p50,scincl,30,2005,40.17703279762121
angle_p50,scincl,30,2010,40.362229288316826
angle_p50,scincl,30,2015,41.29280757807442
angle_p50,scincl,30,2020,40.783447975479135
angle_p50,scincl,31,2000,40.1427340482243
angle_p50,scincl,31,2005,41.42218703529217
angle_p50,scincl,31,2010,41.663142544576765
angle_p50,scincl,31,2015,41.863781019325636
angle_p50,scincl,31,2020,42.42450114117679
angle_p50,scincl,32,2000,44.48349801927852
angle_p50,scincl,32,2005,44.63569345360911
angle_p50,scincl,32,2010,44.78658254234919
angle_p50,scincl,32,2015,44.48502885310139
angle_p50,scincl,32,2020,44.34083470724973
angle_p50,scincl,33,2000,41.42386602228896
angle_p50,scincl,33,2005,41.63787625787706
angle_p50,scincl,33,2010,41.76041349686022
angle_p50,scincl,33,2015,42.628423999125495
angle_p50,scincl,33,2020,43.08359469232439
angle_p50,scincl,34,2000,39.77372583542251
angle_p50,scincl,34,2005,40.104531768210244
angle_p50,scincl,34,2010,40.49041384743608
angle_p50,scincl,34,2015,40.08283329093188
angle_p50,scincl,34,2020,40.879923260249555
angle_p50,scincl,35,2000,35.37795207651421
angle_p50,scincl,35,2005,35.57746988332318
angle_p50,scincl,35,2010,35.57589701735816
angle_p50,scincl,35,2015,35.3953058635967
angle_p50,scincl,35,2020,36.55319426162514
angle_p50,scincl,36,2000,42.47413505430243
angle_p50,scincl,36,2005,43.43127132328709
angle_p50,scincl,36,2010,43.15239212201364
angle_p50,scincl,36,2015,44.257445679323936
angle_p50,scincl,36,2020,43.975295587696515
angle_p50,scibert,11,2000,35.50056480944964
angle_p50,scibert,11,2005,36.01586364625869
angle_p50,scibert,11,2010,35.581173513602124
angle_p50,scibert,11,2015,35.054485704448325
angle_p50,scibert,11,2020,33.40937952437096
angle_p50,scibert,12,2000,35.60309480135742
angle_p50,scibert,12,2005,35.190791831019375
angle_p50,scibert,12,2010,34.398437715239744
angle_p50,scibert,12,2015,33.629328895189666
angle_p50,scibert,12,2020,33.954771549977615
angle_p50,scibert,13,2000,35.728795643814664
angle_p50,scibert,13,2005,35.73068998486916
angle_p50,scibert,13,2010,35.37026229359239
angle_p50,scibert,13,2015,34.57137666140697
angle_p50,scibert,13,2020,33.712875908043976
angle_p50,scibert,14,2000,34.836796497784725
angle_p50,scibert,14,2005,34.72434483660783
angle_p50,scibert,14,2010,34.16481123950462
angle_p50,scibert,14,2015,32.98065485226865
angle_p50,scibert,14,2020,32.08437524815489
angle_p50,scibert,15,2000,32.77100572147073
angle_p50,scibert,15,2005,33.20655315772727
angle_p50,scibert,15,2010,32.8029789846989
angle_p50,scibert,15,2015,32.38385624926755
angle_p50,scibert,15,2020,31.539599380776206
angle_p50,scibert,16,2000,34.83850602671494
angle_p50,scibert,16,2005,35.4376981481988
angle_p50,scibert,16,2010,35.10237986070327
angle_p50,scibert,16,2015,34.34933344265293
angle_p50,scibert,16,2020,33.88646717388175
angle_p50,scibert,17,2000,33.60413943592847
angle_p50,scibert,17,2005,34.5172353720429
angle_p50,scibert,17,2010,34.288050035597074
angle_p50,scibert,17,2015,33.45689629410995
angle_p50,scibert,17,2020,32.90627179812619
angle_p50,scibert,18,2000,34.36544481694996
angle_p50,scibert,18,2005,34.31575185450017
angle_p50,scibert,18,2010,34.43546928848129
angle_p50,scibert,18,2015,33.74740579034274
angle_p50,scibert,18,2020,33.17786384139457
angle_p50,scibert,19,2000,34.8566836953095
angle_p50,scibert,19,2005,34.68957510873664
angle_p50,scibert,19,2010,34.78520490913078
angle_p50,scibert,19,2015,34.331735149090896
angle_p50,scibert,19,2020,33.498904702502465
angle_p50,scibert,20,2000,35.13791288360894
angle_p50,scibert,20,2005,35.30892795364465
angle_p50,scibert,20,2010,34.54802320109689
angle_p50,scibert,20,2015,34.57383292612493
angle_p50,scibert,20,2020,33.05717385294681
angle_p50,scibert,21,2000,35.27177881305127
angle_p50,scibert,21,2005,35.40170558930564
angle_p50,scibert,21,2010,34.959290738728015
angle_p50,scibert,21,2015,34.35509756689017
angle_p50,scibert,21,2020,32.8549175160439
angle_p50,scibert,22,2000,34.490820122638226
angle_p50,scibert,22,2005,35.08749539358001
angle_p50,scibert,22,2010,34.66541183266565
angle_p50,scibert,22,2015,34.18055370684282
angle_p50,scibert,22,2020,33.400606361083724
angle_p50,scibert,23,2000,35.87732576268112
angle_p50,scibert,23,2005,35.62374044950309
angle_p50,scibert,23,2010,35.464000889139825
angle_p50,scibert,23,2015,34.407986855185875
angle_p50,scibert,23,2020,33.63581903393198
angle_p50,scibert,24,2000,33.96548135476459
angle_p50,scibert,24,2005,34.91939415570524
angle_p50,scibert,24,2010,34.76642953414166
angle_p50,scibert,24,2015,33.91375035167806
angle_p50,scibert,24,2020,33.37036455638137
angle_p50,scibert,25,2000,33.143255800046305
angle_p50,scibert,25,2005,33.283553294690364
angle_p50,scibert,25,2010,32.560955177840924
angle_p50,scibert,25,2015,32.78741893276536
angle_p50,scibert,25,2020,32.246146717083896
angle_p50,scibert,26,2000,35.2975194720281
angle_p50,scibert,26,2005,35.28597495948024
angle_p50,scibert,26,2010,35.53809362352144
angle_p50,scibert,26,2015,35.53474104081208
angle_p50,scibert,26,2020,35.53052923862947
angle_p50,scibert,27,2000,35.75517449887688
angle_p50,scibert,27,2005,36.45981803343301
angle_p50,scibert,27,2010,35.55874747754017
angle_p50,scibert,27,2015,34.958476728145925
angle_p50,scibert,27,2020,34.273516811827655
angle_p50,scibert,28,2000,34.99954203822194
angle_p50,scibert,28,2005,35.2216480656403
angle_p50,scibert,28,2010,34.72840368141843
angle_p50,scibert,28,2015,34.47873208500274
angle_p50,scibert,28,2020,33.6811399301479
angle_p50,scibert,29,2000,36.218186684903365
angle_p50,scibert,29,2005,36.057129397896134
angle_p50,scibert,29,2010,35.46241135844582
angle_p50,scibert,29,2015,34.55446880317199
angle_p50,scibert,29,2020,33.67591608134902
angle_p50,scibert,30,2000,36.42061256839214
angle_p50,scibert,30,2005,36.16312907917921
angle_p50,scibert,30,2010,35.58724797398907
angle_p50,scibert,30,2015,35.218054234435144
angle_p50,scibert,30,2020,33.88499825741179
angle_p50,scibert,31,2000,33.97437228854188
angle_p50,scibert,31,2005,34.765085781021654
angle_p50,scibert,31,2010,34.821731265814805
angle_p50,scibert,31,2015,34.428077361889876
angle_p50,scibert,31,2020,34.36286871905964
angle_p50,scibert,32,2000,35.21267450489047
angle_p50,scibert,32,2005,35.44184799754818
angle_p50,scibert,32,2010,35.00911173922461
angle_p50,scibert,32,2015,34.675185799763135
angle_p50,scibert,32,2020,33.60562098327262
angle_p50,scibert,33,2000,35.48452803161378
angle_p50,scibert,33,2005,35.64297236419424
angle_p50,scibert,33,2010,35.25351539238974
angle_p50,scibert,33,2015,34.764397596459716
angle_p50,scibert,33,2020,33.72521101322552
angle_p50,scibert,34,2000,34.50960732591664
angle_p50,scibert,34,2005,35.00007416191966
angle_p50,scibert,34,2010,34.44857878919898
angle_p50,scibert,34,2015,33.77876087809444
angle_p50,scibert,34,2020,33.08562111209659
angle_p50,scibert,35,2000,32.91517637076012
angle_p50,scibert,35,2005,32.90482862413619
angle_p50,scibert,35,2010,32.39587405875699
angle_p50,scibert,35,2015,31.92223373688994
angle_p50,scibert,35,2020,31.360951289989583
angle_p50,scibert,36,2000,35.88918988841783
angle_p50,scibert,36,2005,35.793812721903095
angle_p50,scibert,36,2010,35.51300893611279
angle_p50,scibert,36,2015,35.00713876243795
angle_p50,scibert,36,2020,33.52039353631555
angle_p50,bert,11,2000,34.13063296338733
angle_p50,bert,11,2005,34.79139612952693
angle_p50,bert,11,2010,33.71991147501729
angle_p50,bert,11,2015,33.09604057794389
angle_p50,bert,11,2020,31.31345122681243
angle_p50,bert,12,2000,38.9474474296908
angle_p50,bert,12,2005,37.808815687887936
angle_p50,bert,12,2010,36.556729877403015
angle_p50,bert,12,2015,36.161744730779155
angle_p50,bert,12,2020,36.340494038933315
angle_p50,bert,13,2000,32.773012317659386
angle_p50,bert,13,2005,32.967478863576936
angle_p50,bert,13,2010,32.306652020009025
angle_p50,bert,13,2015,31.248991320988292
angle_p50,bert,13,2020,30.84051539811747
angle_p50,bert,14,2000,35.15858383961708
angle_p50,bert,14,2005,34.133149532538184
angle_p50,bert,14,2010,33.16205909101552
angle_p50,bert,14,2015,31.635641402744923
angle_p50,bert,14,2020,30.594904738733987
angle_p50,bert,15,2000,32.09175621671003
angle_p50,bert,15,2005,31.935426996999908
angle_p50,bert,15,2010,31.38951886600252
angle_p50,bert,15,2015,30.550681351853964
angle_p50,bert,15,2020,29.5830861955828
angle_p50,bert,16,2000,32.5497492339221
angle_p50,bert,16,2005,32.80607530661374
angle_p50,bert,16,2010,32.501667784995945
angle_p50,bert,16,2015,31.675834146992862
angle_p50,bert,16,2020,30.978413102938106
angle_p50,bert,17,2000,33.32629576343129
angle_p50,bert,17,2005,34.64350130632286
angle_p50,bert,17,2010,33.47194099708942
angle_p50,bert,17,2015,31.91461880450246
angle_p50,bert,17,2020,30.938498067510498
angle_p50,bert,18,2000,34.15158426548778
angle_p50,bert,18,2005,33.71632340781185
angle_p50,bert,18,2010,33.20500159645578
angle_p50,bert,18,2015,32.304496642587694
angle_p50,bert,18,2020,31.080739776073155
angle_p50,bert,19,2000,35.06790409600667
angle_p50,bert,19,2005,34.27390046563827
angle_p50,bert,19,2010,34.02692208975835
angle_p50,bert,19,2015,34.0948765853129
angle_p50,bert,19,2020,32.47448375035021
angle_p50,bert,20,2000,35.98323207165824
angle_p50,bert,20,2005,35.30560426444021
angle_p50,bert,20,2010,33.9405055180084
angle_p50,bert,20,2015,33.96349607413974
angle_p50,bert,20,2020,32.58305337167898
angle_p50,bert,21,2000,37.065802905317675
angle_p50,bert,21,2005,36.2227666903663
angle_p50,bert,21,2010,34.74756484996251
angle_p50,bert,21,2015,33.222623143386535
angle_p50,bert,21,2020,31.640990917072855
angle_p50,bert,22,2000,34.07910610817672
angle_p50,bert,22,2005,34.498539526050926
angle_p50,bert,22,2010,33.315822169113936
angle_p50,bert,22,2015,32.487273483609066
angle_p50,bert,22,2020,31.21875209863393
angle_p50,bert,23,2000,35.80099157825203
angle_p50,bert,23,2005,35.32745050949801
angle_p50,bert,23,2010,34.715922174084334
angle_p50,bert,23,2015,33.576645887771626
angle_p50,bert,23,2020,32.38514386478205
angle_p50,bert,24,2000,28.302354845230624
angle_p50,bert,24,2005,29.534269825742303
angle_p50,bert,24,2010,29.66440942266492
angle_p50,bert,24,2015,29.30477113519723
angle_p50,bert,24,2020,28.681400634898964
angle_p50,bert,25,2000,31.041608227204325
angle_p50,bert,25,2005,30.964846931970648
angle_p50,bert,25,2010,29.79941845427829
angle_p50,bert,25,2015,29.083047170229733
angle_p50,bert,25,2020,29.33683448272043
angle_p50,bert,26,2000,33.98051183794554
angle_p50,bert,26,2005,34.302354085913606
angle_p50,bert,26,2010,34.51054805124519
angle_p50,bert,26,2015,33.92381333164461
angle_p50,bert,26,2020,35.10279787950262
angle_p50,bert,27,2000,31.752779053609267
angle_p50,bert,27,2005,32.13949085957142
angle_p50,bert,27,2010,31.04769028666388
angle_p50,bert,27,2015,29.903114778054505
angle_p50,bert,27,2020,29.691901890553893
angle_p50,bert,28,2000,31.800179686803254
angle_p50,bert,28,2005,31.402524606158487
angle_p50,bert,28,2010,31.65675331472364
angle_p50,bert,28,2015,31.255293709194554
angle_p50,bert,28,2020,30.630954169193856
angle_p50,bert,29,2000,34.46761474234141
angle_p50,bert,29,2005,33.84212793152786
angle_p50,bert,29,2010,33.21338799023291
angle_p50,bert,29,2015,31.605948274540875
angle_p50,bert,29,2020,30.677102383978003
angle_p50,bert,30,2000,33.79858973057322
angle_p50,bert,30,2005,32.455248712296886
angle_p50,bert,30,2010,31.38572064789799
angle_p50,bert,30,2015,31.863834650440808
angle_p50,bert,30,2020,31.04791192991787
angle_p50,bert,31,2000,31.679371624255484
angle_p50,bert,31,2005,32.45871340521864
angle_p50,bert,31,2010,32.283883683724795
angle_p50,bert,31,2015,31.539722639252627
angle_p50,bert,31,2020,30.956909931679622
angle_p50,bert,32,2000,34.2243230119423
angle_p50,bert,32,2005,34.300644537361016
angle_p50,bert,32,2010,32.376253248807934
angle_p50,bert,32,2015,30.99387802231578
angle_p50,bert,32,2020,30.55352952002401
angle_p50,bert,33,2000,37.2316621945023
angle_p50,bert,33,2005,37.52842944042451
angle_p50,bert,33,2010,36.91458789439765
angle_p50,bert,33,2015,35.50473954201932
angle_p50,bert,33,2020,34.237555528672225
angle_p50,bert,34,2000,31.136344055499
angle_p50,bert,34,2005,31.255327101183976
angle_p50,bert,34,2010,30.54114794608951
angle_p50,bert,34,2015,30.215939474617173
angle_p50,bert,34,2020,29.28455522349451
angle_p50,bert,35,2000,30.17383789539295
angle_p50,bert,35,2005,29.98481538657726
angle_p50,bert,35,2010,29.55966757906802
angle_p50,bert,35,2015,28.805795032982413
angle_p50,bert,35,2020,28.147664384664772
angle_p50,bert,36,2000,35.27159825847406
angle_p50,bert,36,2005,35.032377969779205
angle_p50,bert,36,2010,33.42007862567577
angle_p50,bert,36,2015,32.70730907158436
angle_p50,bert,36,2020,31.057720347895156
angle_p50,mpnet,11,2000,81.39237941302558
angle_p50,mpnet,11,2005,81.53958385174991
angle_p50,mpnet,11,2010,80.55958886416389
angle_p50,mpnet,11,2015,80.8418395904339
angle_p50,mpnet,11,2020,79.61775289281478
angle_p50,mpnet,12,2000,82.51714084444009
angle_p50,mpnet,12,2005,82.05110098691493
angle_p50,mpnet,12,2010,81.9730307029302
angle_p50,mpnet,12,2015,81.76715296872605
angle_p50,mpnet,12,2020,81.62991289005807
angle_p50,mpnet,13,2000,82.89293578619727
angle_p50,mpnet,13,2005,83.99069309993247
angle_p50,mpnet,13,2010,83.62683687704927
angle_p50,mpnet,13,2015,83.28627928703725
angle_p50,mpnet,13,2020,83.60060148072225
angle_p50,mpnet,14,2000,81.38971857743884
angle_p50,mpnet,14,2005,80.88724268961528
angle_p50,mpnet,14,2010,80.51672919014413
angle_p50,mpnet,14,2015,79.05486640198951
angle_p50,mpnet,14,2020,78.74198324986827
angle_p50,mpnet,15,2000,80.42125600792396
angle_p50,mpnet,15,2005,80.49372402154683
angle_p50,mpnet,15,2010,80.45382726426072
angle_p50,mpnet,15,2015,80.36047370276053
angle_p50,mpnet,15,2020,79.35696008253527
angle_p50,mpnet,16,2000,77.75365440383244
angle_p50,mpnet,16,2005,78.70093465738135
angle_p50,mpnet,16,2010,77.86019304206333
angle_p50,mpnet,16,2015,78.04428201995182
angle_p50,mpnet,16,2020,77.3823954583636
angle_p50,mpnet,17,2000,85.17518148290044
angle_p50,mpnet,17,2005,85.77232646897993
angle_p50,mpnet,17,2010,85.41488880964916
angle_p50,mpnet,17,2015,85.66504176200809
angle_p50,mpnet,17,2020,85.55531167916767
angle_p50,mpnet,18,2000,83.79467486134709
angle_p50,mpnet,18,2005,83.92291515592566
angle_p50,mpnet,18,2010,83.4911694474862
angle_p50,mpnet,18,2015,83.76305578692083
angle_p50,mpnet,18,2020,83.2134801489958
angle_p50,mpnet,19,2000,81.70674757101054
angle_p50,mpnet,19,2005,81.53794515720058
angle_p50,mpnet,19,2010,81.90259969301746
angle_p50,mpnet,19,2015,81.49264586263949
angle_p50,mpnet,19,2020,80.9302522275667
angle_p50,mpnet,20,2000,82.27233680164701
angle_p50,mpnet,20,2005,83.30442124484898
angle_p50,mpnet,20,2010,81.70512817485435
angle_p50,mpnet,20,2015,82.18017341728962
angle_p50,mpnet,20,2020,81.2468278083241
angle_p50,mpnet,21,2000,84.23132929443365
angle_p50,mpnet,21,2005,83.61038645196807
angle_p50,mpnet,21,2010,82.94927839017234
angle_p50,mpnet,21,2015,82.58206023309152
angle_p50,mpnet,21,2020,81.99653685269348
angle_p50,mpnet,22,2000,86.39667308849646
angle_p50,mpnet,22,2005,86.55701797501308
angle_p50,mpnet,22,2010,86.35943424261623
angle_p50,mpnet,22,2015,87.04633012725931
angle_p50,mpnet,22,2020,86.71493266441317
angle_p50,mpnet,23,2000,84.16308871099126
angle_p50,mpnet,23,2005,84.19937776182405
angle_p50,mpnet,23,2010,83.62089782509047
angle_p50,mpnet,23,2015,83.97361889560045
angle_p50,mpnet,23,2020,83.20035636831483
angle_p50,mpnet,24,2000,78.55588164303413
angle_p50,mpnet,24,2005,79.08100252088661
angle_p50,mpnet,24,2010,80.73823490413332
angle_p50,mpnet,24,2015,80.90433408776883
angle_p50,mpnet,24,2020,80.74909916987724
angle_p50,mpnet,25,2000,80.94923708759835
angle_p50,mpnet,25,2005,81.16663519447584
angle_p50,mpnet,25,2010,80.76641813795973
angle_p50,mpnet,25,2015,80.45619972563019
angle_p50,mpnet,25,2020,80.66068471594187
angle_p50,mpnet,26,2000,85.70575751666465
angle_p50,mpnet,26,2005,85.93175979011428
angle_p50,mpnet,26,2010,86.41287643420455
angle_p50,mpnet,26,2015,85.9183728606252
angle_p50,mpnet,26,2020,86.69237786698675
angle_p50,mpnet,27,2000,84.81090959798469
