field_id,field_name,metric,panel,model,rank_1_is_smallest,selection
35,Dentistry,angle_p50,common,biobert,1.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
35,Dentistry,angle_p50,common,simcse,1.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
35,Dentistry,angle_p10,common,specter,1.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
35,Dentistry,angle_p10,common,specter2,1.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
35,Dentistry,angle_p10,common,scincl,1.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
35,Dentistry,angle_p10,common,scibert,1.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
35,Dentistry,angle_p10,common,bert,2.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
35,Dentistry,angle_p10,common,mpnet,1.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
35,Dentistry,angle_p10,common,minilm,1.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
35,Dentistry,angle_p10,common,pubmedbert,1.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
35,Dentistry,angle_p10,common,biobert,1.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
35,Dentistry,angle_p10,common,simcse,1.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
35,Dentistry,angle_p90,common,specter,1.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
35,Dentistry,angle_p90,common,specter2,1.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
35,Dentistry,angle_p90,common,scincl,1.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
35,Dentistry,angle_p90,common,scibert,1.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
35,Dentistry,angle_p90,common,bert,1.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
35,Dentistry,angle_p90,common,mpnet,1.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
35,Dentistry,angle_p90,common,minilm,1.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
35,Dentistry,angle_p90,common,pubmedbert,1.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
35,Dentistry,angle_p90,common,biobert,1.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
35,Dentistry,angle_p90,common,simcse,1.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
35,Dentistry,center_angle_p50,common,specter,1.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
35,Dentistry,center_angle_p50,common,specter2,1.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
35,Dentistry,center_angle_p50,common,scincl,1.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
35,Dentistry,center_angle_p50,common,scibert,1.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
35,Dentistry,center_angle_p50,common,bert,1.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
35,Dentistry,center_angle_p50,common,mpnet,1.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
35,Dentistry,center_angle_p50,common,minilm,1.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
35,Dentistry,center_angle_p50,common,pubmedbert,1.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
35,Dentistry,center_angle_p50,common,biobert,1.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
35,Dentistry,center_angle_p50,common,simcse,1.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
35,Dentistry,angle_p50,quality,specter,1.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
35,Dentistry,angle_p50,quality,specter2,1.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
35,Dentistry,angle_p50,quality,scincl,1.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
35,Dentistry,angle_p50,quality,scibert,1.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
35,Dentistry,angle_p50,quality,bert,2.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
35,Dentistry,angle_p50,quality,mpnet,1.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
35,Dentistry,angle_p50,quality,minilm,1.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
35,Dentistry,angle_p50,quality,pubmedbert,1.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
35,Dentistry,angle_p50,quality,biobert,1.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
35,Dentistry,angle_p50,quality,simcse,1.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
35,Dentistry,angle_p10,quality,specter,1.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
35,Dentistry,angle_p10,quality,specter2,1.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
35,Dentistry,angle_p10,quality,scincl,1.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
35,Dentistry,angle_p10,quality,scibert,1.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
35,Dentistry,angle_p10,quality,bert,2.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
35,Dentistry,angle_p10,quality,mpnet,1.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
35,Dentistry,angle_p10,quality,minilm,1.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
35,Dentistry,angle_p10,quality,pubmedbert,1.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
35,Dentistry,angle_p10,quality,biobert,1.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
35,Dentistry,angle_p10,quality,simcse,1.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
35,Dentistry,angle_p90,quality,specter,1.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
35,Dentistry,angle_p90,quality,specter2,1.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
35,Dentistry,angle_p90,quality,scincl,1.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
35,Dentistry,angle_p90,quality,scibert,1.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
35,Dentistry,angle_p90,quality,bert,1.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
35,Dentistry,angle_p90,quality,mpnet,1.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
35,Dentistry,angle_p90,quality,minilm,1.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
35,Dentistry,angle_p90,quality,pubmedbert,1.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
35,Dentistry,angle_p90,quality,biobert,1.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
35,Dentistry,angle_p90,quality,simcse,1.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
35,Dentistry,center_angle_p50,quality,specter,1.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
35,Dentistry,center_angle_p50,quality,specter2,1.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
35,Dentistry,center_angle_p50,quality,scincl,1.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
35,Dentistry,center_angle_p50,quality,scibert,2.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
35,Dentistry,center_angle_p50,quality,bert,2.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
35,Dentistry,center_angle_p50,quality,mpnet,1.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
35,Dentistry,center_angle_p50,quality,minilm,1.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
35,Dentistry,center_angle_p50,quality,pubmedbert,1.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
35,Dentistry,center_angle_p50,quality,biobert,1.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
35,Dentistry,center_angle_p50,quality,simcse,1.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
35,Dentistry,angle_p50,global_centered,specter,1.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
35,Dentistry,angle_p50,global_centered,specter2,1.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
35,Dentistry,angle_p50,global_centered,scincl,1.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
35,Dentistry,angle_p50,global_centered,scibert,2.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
35,Dentistry,angle_p50,global_centered,bert,10.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
35,Dentistry,angle_p50,global_centered,mpnet,1.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
35,Dentistry,angle_p50,global_centered,minilm,1.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
35,Dentistry,angle_p50,global_centered,pubmedbert,3.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
35,Dentistry,angle_p50,global_centered,biobert,3.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
35,Dentistry,angle_p50,global_centered,simcse,1.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
35,Dentistry,angle_p10,global_centered,specter,1.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
35,Dentistry,angle_p10,global_centered,specter2,1.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
35,Dentistry,angle_p10,global_centered,scincl,1.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
35,Dentistry,angle_p10,global_centered,scibert,3.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
35,Dentistry,angle_p10,global_centered,bert,13.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
35,Dentistry,angle_p10,global_centered,mpnet,1.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
35,Dentistry,angle_p10,global_centered,minilm,1.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
35,Dentistry,angle_p10,global_centered,pubmedbert,3.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
35,Dentistry,angle_p10,global_centered,biobert,4.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
35,Dentistry,angle_p10,global_centered,simcse,3.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
35,Dentistry,angle_p90,global_centered,specter,1.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
35,Dentistry,angle_p90,global_centered,specter2,1.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
35,Dentistry,angle_p90,global_centered,scincl,1.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
35,Dentistry,angle_p90,global_centered,scibert,2.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
35,Dentistry,angle_p90,global_centered,bert,9.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
35,Dentistry,angle_p90,global_centered,mpnet,1.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
35,Dentistry,angle_p90,global_centered,minilm,1.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
35,Dentistry,angle_p90,global_centered,pubmedbert,2.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
35,Dentistry,angle_p90,global_centered,biobert,1.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
35,Dentistry,angle_p90,global_centered,simcse,1.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
35,Dentistry,center_angle_p50,global_centered,specter,1.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
35,Dentistry,center_angle_p50,global_centered,specter2,1.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
35,Dentistry,center_angle_p50,global_centered,scincl,1.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
35,Dentistry,center_angle_p50,global_centered,scibert,3.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
35,Dentistry,center_angle_p50,global_centered,bert,16.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
35,Dentistry,center_angle_p50,global_centered,mpnet,1.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
35,Dentistry,center_angle_p50,global_centered,minilm,1.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
35,Dentistry,center_angle_p50,global_centered,pubmedbert,4.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
35,Dentistry,center_angle_p50,global_centered,biobert,3.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
35,Dentistry,center_angle_p50,global_centered,simcse,2.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
21,Energy,pr,primary,specter,1.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
21,Energy,pr,primary,specter2,1.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
21,Energy,pr,primary,scincl,1.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
21,Energy,pr,primary,scibert,1.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
21,Energy,pr,primary,bert,3.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
21,Energy,pr,primary,mpnet,2.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
21,Energy,pr,primary,minilm,1.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
21,Energy,pr,primary,pubmedbert,1.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
21,Energy,pr,primary,biobert,2.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
21,Energy,pr,primary,simcse,1.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
21,Energy,erank,primary,specter,1.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
21,Energy,erank,primary,specter2,1.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
21,Energy,erank,primary,scincl,1.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
21,Energy,erank,primary,scibert,1.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
21,Energy,erank,primary,bert,3.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
21,Energy,erank,primary,mpnet,4.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
21,Energy,erank,primary,minilm,3.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
21,Energy,erank,primary,pubmedbert,1.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
21,Energy,erank,primary,biobert,4.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
21,Energy,erank,primary,simcse,3.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
21,Energy,d80,primary,specter,3.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
21,Energy,d80,primary,specter2,6.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
21,Energy,d80,primary,scincl,1.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
21,Energy,d80,primary,scibert,1.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
21,Energy,d80,primary,bert,6.5,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
21,Energy,d80,primary,mpnet,7.5,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
21,Energy,d80,primary,minilm,7.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
21,Energy,d80,primary,pubmedbert,2.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
21,Energy,d80,primary,biobert,7.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
21,Energy,d80,primary,simcse,6.5,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
21,Energy,pr,half,specter,1.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
21,Energy,pr,half,specter2,1.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
21,Energy,pr,half,scincl,1.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
21,Energy,pr,half,scibert,1.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
21,Energy,pr,half,bert,3.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
21,Energy,pr,half,mpnet,1.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
21,Energy,pr,half,minilm,1.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
21,Energy,pr,half,pubmedbert,1.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
21,Energy,pr,half,biobert,2.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
21,Energy,pr,half,simcse,1.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
21,Energy,erank,half,specter,2.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
21,Energy,erank,half,specter2,1.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
21,Energy,erank,half,scincl,1.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
21,Energy,erank,half,scibert,1.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
21,Energy,erank,half,bert,3.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
21,Energy,erank,half,mpnet,4.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
21,Energy,erank,half,minilm,2.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
21,Energy,erank,half,pubmedbert,2.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
21,Energy,erank,half,biobert,4.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
21,Energy,erank,half,simcse,3.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
21,Energy,d80,half,specter,4.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
21,Energy,d80,half,specter2,4.5,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
21,Energy,d80,half,scincl,1.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
21,Energy,d80,half,scibert,1.5,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
21,Energy,d80,half,bert,7.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
21,Energy,d80,half,mpnet,7.5,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
21,Energy,d80,half,minilm,7.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
21,Energy,d80,half,pubmedbert,2.5,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
21,Energy,d80,half,biobert,7.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
21,Energy,d80,half,simcse,5.5,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
21,Energy,pr,title,specter,2.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
21,Energy,pr,title,specter2,1.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
21,Energy,pr,title,scincl,1.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
21,Energy,pr,title,scibert,1.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
21,Energy,pr,title,bert,3.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
21,Energy,pr,title,mpnet,1.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
21,Energy,pr,title,minilm,1.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
21,Energy,pr,title,pubmedbert,2.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
21,Energy,pr,title,biobert,2.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
21,Energy,pr,title,simcse,3.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
21,Energy,erank,title,specter,3.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
21,Energy,erank,title,specter2,1.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
21,Energy,erank,title,scincl,1.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
21,Energy,erank,title,scibert,1.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
21,Energy,erank,title,bert,4.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
21,Energy,erank,title,mpnet,4.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
21,Energy,erank,title,minilm,4.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
21,Energy,erank,title,pubmedbert,2.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
21,Energy,erank,title,biobert,2.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
21,Energy,erank,title,simcse,3.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
21,Energy,d80,title,specter,7.5,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
21,Energy,d80,title,specter2,5.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
21,Energy,d80,title,scincl,1.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
21,Energy,d80,title,scibert,1.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
21,Energy,d80,title,bert,3.5,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
21,Energy,d80,title,mpnet,7.5,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
21,Energy,d80,title,minilm,6.5,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
21,Energy,d80,title,pubmedbert,4.5,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
21,Energy,d80,title,biobert,2.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
21,Energy,d80,title,simcse,4.5,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
21,Energy,pr,abstract,specter,1.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
21,Energy,pr,abstract,specter2,1.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
21,Energy,pr,abstract,scincl,1.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
21,Energy,pr,abstract,scibert,1.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
21,Energy,pr,abstract,bert,3.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
21,Energy,pr,abstract,mpnet,1.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
21,Energy,pr,abstract,minilm,1.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
21,Energy,pr,abstract,pubmedbert,2.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
21,Energy,pr,abstract,biobert,2.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
21,Energy,pr,abstract,simcse,1.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
21,Energy,erank,abstract,specter,2.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
21,Energy,erank,abstract,specter2,1.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
21,Energy,erank,abstract,scincl,1.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
21,Energy,erank,abstract,scibert,1.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
21,Energy,erank,abstract,bert,4.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
21,Energy,erank,abstract,mpnet,4.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
21,Energy,erank,abstract,minilm,1.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
21,Energy,erank,abstract,pubmedbert,2.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
21,Energy,erank,abstract,biobert,4.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
21,Energy,erank,abstract,simcse,3.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
21,Energy,d80,abstract,specter,4.5,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
21,Energy,d80,abstract,specter2,4.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
21,Energy,d80,abstract,scincl,1.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
21,Energy,d80,abstract,scibert,1.5,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
21,Energy,d80,abstract,bert,7.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
21,Energy,d80,abstract,mpnet,7.5,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
21,Energy,d80,abstract,minilm,6.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
21,Energy,d80,abstract,pubmedbert,3.5,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
21,Energy,d80,abstract,biobert,7.5,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
21,Energy,d80,abstract,simcse,5.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
21,Energy,pr,pool_cls,specter,1.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
21,Energy,pr,pool_cls,specter2,1.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
21,Energy,pr,pool_cls,scincl,1.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
21,Energy,pr,pool_cls,scibert,3.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
21,Energy,pr,pool_cls,bert,5.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
21,Energy,pr,pool_cls,mpnet,1.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
21,Energy,pr,pool_cls,minilm,1.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
21,Energy,pr,pool_cls,pubmedbert,4.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
21,Energy,pr,pool_cls,biobert,2.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
21,Energy,pr,pool_cls,simcse,1.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
21,Energy,erank,pool_cls,specter,2.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
21,Energy,erank,pool_cls,specter2,1.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
21,Energy,erank,pool_cls,scincl,1.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
21,Energy,erank,pool_cls,scibert,2.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
21,Energy,erank,pool_cls,bert,6.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
21,Energy,erank,pool_cls,mpnet,4.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
21,Energy,erank,pool_cls,minilm,2.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
21,Energy,erank,pool_cls,pubmedbert,2.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
21,Energy,erank,pool_cls,biobert,2.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
21,Energy,erank,pool_cls,simcse,3.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
21,Energy,d80,pool_cls,specter,4.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
21,Energy,d80,pool_cls,specter2,4.5,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
21,Energy,d80,pool_cls,scincl,1.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
21,Energy,d80,pool_cls,scibert,1.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
21,Energy,d80,pool_cls,bert,11.5,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
21,Energy,d80,pool_cls,mpnet,7.5,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
21,Energy,d80,pool_cls,minilm,7.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
21,Energy,d80,pool_cls,pubmedbert,1.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
21,Energy,d80,pool_cls,biobert,2.5,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
21,Energy,d80,pool_cls,simcse,5.5,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
21,Energy,pr,pool_sep,specter,1.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
21,Energy,pr,pool_sep,specter2,1.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
21,Energy,pr,pool_sep,scincl,1.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
21,Energy,pr,pool_sep,scibert,1.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
21,Energy,pr,pool_sep,bert,10.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
21,Energy,pr,pool_sep,mpnet,1.0,illustrative cases selected after results: smallest worst-model rank for main spread/dimension
