model,field_id,small_n,large_n,small_gap25,large_gap25,large_gap50,relative_change_fixed_k,relative_change_approximately_fixed_fraction,small_neighbor_fraction,large_neighbor_fraction
scincl,19,500,1000,0.12019786652045761,0.08238532275969607,0.12558090456190996,-0.3145858146685646,0.044784805232263906,0.050100200400801605,0.05005005005005005
scincl,19,1000,2000,0.08238532275969607,0.052601002527733025,0.07773672588747882,-0.36152459241846785,-0.056425061121340894,0.025025025025025027,0.02501250625312656
scincl,19,2000,4000,0.052601002527733025,0.04069156901764308,0.056967855264480866,-0.22641077047554162,0.08301843171991805,0.01250625312656328,0.012503125781445362
scincl,20,500,1000,0.17831899286052919,0.09843517345346181,0.14617683001127366,-0.4479826748996271,-0.18025092186559888,0.050100200400801605,0.05005005005005005
scincl,20,1000,2000,0.09843517345346181,0.06678597580564885,0.09428387375250624,-0.3215232577689932,-0.04217293021704503,0.025025025025025027,0.02501250625312656
scincl,20,2000,4000,0.06678597580564885,0.04292628143786776,0.06852565619881953,-0.3572560568286704,0.02604858837779442,0.01250625312656328,0.012503125781445362
scincl,21,500,1000,0.03872786910321539,0.024863218723501286,0.03548241910109486,-0.35800189116428793,-0.08380140909562916,0.050100200400801605,0.05005005005005005
scincl,21,1000,2000,0.024863218723501286,0.016501629138379974,0.055981517404917046,-0.336303584749377,1.2515796537638961,0.025025025025025027,0.02501250625312656
scincl,21,2000,4000,0.016501629138379974,0.011754392837801107,0.016251997532071488,-0.2876828863846907,-0.01512769461821716,0.01250625312656328,0.012503125781445362
scincl,22,500,1000,0.18248386584662252,0.1255717957222092,0.18342102886495915,-0.3118745312653988,0.005135593845454332,0.050100200400801605,0.05005005005005005
scincl,22,1000,2000,0.1255717957222092,0.08928422046813435,0.12823877009493254,-0.2889787077215211,0.02123864166618466,0.025025025025025027,0.02501250625312656
scincl,22,2000,4000,0.08928422046813435,0.06636661708416444,0.09127488282758527,-0.25668145237544215,0.022295791451316837,0.01250625312656328,0.012503125781445362
scincl,23,500,1000,0.12977160433048662,0.09198442619214685,0.14560781367614742,-0.29118217604914526,0.12203139066795424,0.050100200400801605,0.05005005005005005
scincl,23,1000,2000,0.09198442619214685,0.06879150892662231,0.09509497326387631,-0.2521396091233608,0.033816018651155355,0.025025025025025027,0.02501250625312656
scincl,23,2000,4000,0.06879150892662231,0.05152015286371469,0.06939351129196385,-0.2510681380943456,0.008751114414188467,0.01250625312656328,0.012503125781445362
scincl,24,500,1000,0.1439391546674225,0.08641051429440157,0.13927036272005475,-0.3996733238147972,-0.032435871658098775,0.050100200400801605,0.05005005005005005
scincl,24,1000,2000,0.08641051429440157,0.06330499858249194,0.0949938671663209,-0.2673924105252849,0.09933227387902997,0.025025025025025027,0.02501250625312656
scincl,24,2000,4000,0.06330499858249194,0.04811965260071263,0.06833772814552722,-0.23987593905387236,0.07949971843814489,0.01250625312656328,0.012503125781445362
scincl,25,500,1000,0.17330349565270714,0.12124806200626961,0.192145911381109,-0.30037151559109004,0.10872496055221685,0.050100200400801605,0.05005005005005005
scincl,25,1000,2000,0.12124806200626961,0.08933573640732452,0.12652231417693754,-0.26319864475272964,0.04349968224972705,0.025025025025025027,0.02501250625312656
scincl,25,2000,4000,0.08933573640732452,0.06774720313084014,0.09709977183551512,-0.24165618535959557,0.08690850649946659,0.01250625312656328,0.012503125781445362
scincl,26,500,1000,0.11234173291295248,0.044432601547065784,0.099751227194411,-0.604487126956692,-0.11207327314682941,0.050100200400801605,0.05005005005005005
scincl,26,1000,2000,0.044432601547065784,0.029153056693479052,0.06337834231433781,-0.34388139162640935,0.4263927860988179,0.025025025025025027,0.02501250625312656
scincl,26,2000,4000,0.029153056693479052,0.02068909967234661,0.029932967537003346,-0.29032828736019495,0.026752283704739067,0.01250625312656328,0.012503125781445362
scincl,27,500,1000,0.24064536242639248,0.159886422713713,0.23839291589846778,-0.3355931687126597,-0.009360024665398085,0.050100200400801605,0.05005005005005005
scincl,27,1000,2000,0.159886422713713,0.12370985147799235,0.1788082693071808,-0.22626418567445936,0.11834554974907774,0.025025025025025027,0.02501250625312656
scincl,27,2000,4000,0.12370985147799235,0.08868871884963754,0.12487911757000462,-0.28309089542949595,0.009451681317556866,0.01250625312656328,0.012503125781445362
scincl,28,500,1000,0.1324253880334224,0.08983673924752834,0.1298998049409319,-0.3216048630731235,-0.019071743945753738,0.050100200400801605,0.05005005005005005
scincl,28,1000,2000,0.08983673924752834,0.06386822114781708,0.08981507408887907,-0.28906345351827456,-0.00024116145388563157,0.025025025025025027,0.02501250625312656
scincl,28,2000,4000,0.06386822114781708,0.0481810703667573,0.06610269688767875,-0.2456174682672518,0.03498572059319117,0.01250625312656328,0.012503125781445362
scincl,29,500,1000,0.03773807904233471,0.07005540854441236,0.10583470854922772,0.8563586256158919,1.8044540484029927,0.050100200400801605,0.05005005005005005
scincl,29,1000,2000,0.07005540854441236,0.021875208144764357,0.0744624931567927,-0.6877441927856813,0.0629085562977827,0.025025025025025027,0.02501250625312656
scincl,29,2000,4000,0.021875208144764357,0.017901326452698704,0.023375113484641833,-0.18166143452293357,0.06856644882880648,0.01250625312656328,0.012503125781445362
scincl,30,500,1000,0.07473505823722826,0.044314567573743635,0.07021601949179683,-0.4070444498340013,-0.06046745465945633,0.050100200400801605,0.05005005005005005
scincl,30,1000,2000,0.044314567573743635,0.037973018046358005,0.05267753939549849,-0.14310304431680826,0.18871834431957568,0.025025025025025027,0.02501250625312656
scincl,30,2000,4000,0.037973018046358005,0.02985474090899945,0.040378992139939035,-0.21379067440590702,0.06336009665188536,0.01250625312656328,0.012503125781445362
scincl,31,500,1000,0.13036083841829027,0.07729807539656919,0.11787309403979722,-0.4070452726873235,-0.09579367952838326,0.050100200400801605,0.05005005005005005
scincl,31,1000,2000,0.07729807539656919,0.05284908151957852,0.08009597667848771,-0.31629498860816163,0.03619626061275394,0.025025025025025027,0.02501250625312656
scincl,31,2000,4000,0.05284908151957852,0.033182441259025176,0.0508582880772443,-0.37212832645478655,-0.03766940474824911,0.01250625312656328,0.012503125781445362
scincl,32,500,1000,0.16899872518662357,0.11527031844276074,0.16243870512779965,-0.3179219647043556,-0.03881697954573181,0.050100200400801605,0.05005005005005005
scincl,32,1000,2000,0.11527031844276074,0.08171665008909894,0.11559189441994254,-0.2910868019361237,0.0027897552598632044,0.025025025025025027,0.02501250625312656
scincl,32,2000,4000,0.08171665008909894,0.06351750062161635,0.0873537762741192,-0.22271042006297775,0.0689838139335603,0.01250625312656328,0.012503125781445362
scincl,33,500,1000,0.1575487326055781,0.12321522795579994,0.1680600736712097,-0.21792307739937083,0.06671802998216839,0.050100200400801605,0.05005005005005005
scincl,33,1000,2000,0.12321522795579994,0.10198452641332928,0.13311189323342426,-0.17230582530015354,0.08032014745104786,0.025025025025025027,0.02501250625312656
scincl,33,2000,4000,0.10198452641332928,0.08197761957242816,0.10509598269807598,-0.1961759057429543,0.030509101666427237,0.01250625312656328,0.012503125781445362
scincl,34,500,1000,0.09657513400259797,0.06601987146297186,0.09525006361049763,-0.3163885078202857,-0.013720616655470447,0.050100200400801605,0.05005005005005005
scincl,34,1000,2000,0.06601987146297186,0.050413819722167706,0.07001383888544581,-0.23638415820844216,0.060496443479354796,0.025025025025025027,0.02501250625312656
scincl,34,2000,4000,0.050413819722167706,0.03800410581740643,0.052271840231934964,-0.2461569857858745,0.036855380528729484,0.01250625312656328,0.012503125781445362
scincl,35,500,1000,0.10233271839160511,0.06831314733233056,0.1030449052648811,-0.3324408028436129,0.006959522667526511,0.050100200400801605,0.05005005005005005
scincl,35,1000,2000,0.06831314733233056,0.0538637532964239,0.0754988047726601,-0.21151703003249264,0.10518703530628859,0.025025025025025027,0.02501250625312656
scincl,35,2000,4000,0.0538637532964239,0.041026716767135936,0.054827332236063224,-0.23832421143478383,0.017889190423410355,0.01250625312656328,0.012503125781445362
scincl,36,500,1000,0.22735498186766773,0.14376372706242171,0.24099331051192685,-0.3676684544959759,0.05998693554996446,0.050100200400801605,0.05005005005005005
scincl,36,1000,2000,0.14376372706242171,0.08210389139181344,0.13890574969854294,-0.4288970307776995,-0.033791398311268435,0.025025025025025027,0.02501250625312656
scincl,36,2000,4000,0.08210389139181344,0.062266567026125146,0.09753654015652802,-0.24161247450527382,0.18796488818133367,0.01250625312656328,0.012503125781445362
scibert,11,500,1000,0.18410907550211567,0.13472095908309253,0.2065761956981213,-0.2682546543907641,0.12203157359153355,0.050100200400801605,0.05005005005005005
scibert,11,1000,2000,0.13472095908309253,0.09695735454158927,0.13605847595860585,-0.2803097958812156,0.009928053397306683,0.025025025025025027,0.02501250625312656
scibert,11,2000,4000,0.09695735454158927,0.07294387819228634,0.09438865711951212,-0.24767049867271793,-0.026493064236558957,0.01250625312656328,0.012503125781445362
scibert,12,500,1000,0.16237910711246054,0.12365121839497452,0.17126231746624795,-0.2385029047527885,0.05470660919224715,0.050100200400801605,0.05005005005005005
scibert,12,1000,2000,0.12365121839497452,0.04233300824148714,0.09768336910777423,-0.6576418025557631,-0.21000884281020304,0.025025025025025027,0.02501250625312656
scibert,12,2000,4000,0.04233300824148714,0.03304491636099162,0.04801027009880257,-0.21940543009634306,0.13410957768296766,0.01250625312656328,0.012503125781445362
scibert,13,500,1000,0.18756623151559243,0.14554833556947228,0.2049422817390456,-0.22401631469909442,0.0926395443521437,0.050100200400801605,0.05005005005005005
scibert,13,1000,2000,0.14554833556947228,0.11796477390976111,0.15815198789685592,-0.18951478594233145,0.08659427315379872,0.025025025025025027,0.02501250625312656
scibert,13,2000,4000,0.11796477390976111,0.09218573497078748,0.12182746125443973,-0.21853166911245625,0.03274441357920494,0.01250625312656328,0.012503125781445362
scibert,14,500,1000,0.23126933687409665,0.06886428187984793,0.0962444768019022,-0.702233409709054,-0.5838424665250896,0.050100200400801605,0.05005005005005005
scibert,14,1000,2000,0.06886428187984793,0.06040077967920635,0.078629929844592,-0.12290119013233028,0.14181006028325158,0.025025025025025027,0.02501250625312656
scibert,14,2000,4000,0.06040077967920635,0.050336919846629975,0.06163504802905075,-0.16661804509852998,0.02043464267182814,0.01250625312656328,0.012503125781445362
scibert,15,500,1000,0.13420154340300758,0.10114957172711433,0.13942462151330495,-0.24628607717750375,0.03891965753786048,0.050100200400801605,0.05005005005005005
scibert,15,1000,2000,0.10114957172711433,0.07357667795735112,0.09937064738577876,-0.27259525966309134,-0.017587067458227412,0.025025025025025027,0.02501250625312656
scibert,15,2000,4000,0.07357667795735112,0.056066478963593014,0.07412103904282992,-0.23798572427947798,0.007398554821873554,0.01250625312656328,0.012503125781445362
scibert,16,500,1000,0.10126546899002972,0.07549852811610361,0.2105067403701,-0.2544494301059628,1.078761323771935,0.050100200400801605,0.05005005005005005
scibert,16,1000,2000,0.07549852811610361,0.05833119983711031,0.07749168720004788,-0.2273862644393932,0.026399972736940572,0.025025025025025027,0.02501250625312656
scibert,16,2000,4000,0.05833119983711031,0.049331099035239113,0.09057986775905144,-0.1542930854671934,0.5528545274569258,0.01250625312656328,0.012503125781445362
scibert,17,500,1000,0.15279989995392257,0.11188453895773985,0.15549807982090252,-0.26777086247125104,0.017658256764524073,0.050100200400801605,0.05005005005005005
scibert,17,1000,2000,0.11188453895773985,0.07701806600049686,0.1056438200659841,-0.3116290533262373,-0.05577820626416435,0.025025025025025027,0.02501250625312656
scibert,17,2000,4000,0.07701806600049686,0.06668670029320577,0.08615175884034888,-0.13414210773903937,0.11859156317678889,0.01250625312656328,0.012503125781445362
scibert,18,500,1000,0.15669994468835807,0.14089851112537416,0.14607901202023446,-0.10083879477053748,-0.06777879015366804,0.050100200400801605,0.05005005005005005
scibert,18,1000,2000,0.14089851112537416,0.08554684318882094,0.1123482297952154,-0.3928477845113655,-0.2026301137047089,0.025025025025025027,0.02501250625312656
scibert,18,2000,4000,0.08554684318882094,0.06530072735297204,0.08312679321816828,-0.2366670128453625,-0.028289179126236994,0.01250625312656328,0.012503125781445362
scibert,19,500,1000,0.14125207150921532,0.10265403108946612,0.14942869761197253,-0.27325645569191565,0.057886769485173656,0.050100200400801605,0.05005005005005005
scibert,19,1000,2000,0.10265403108946612,0.06698849706460641,0.09636484535768797,-0.3474343252412183,-0.06126584280257769,0.025025025025025027,0.02501250625312656
scibert,19,2000,4000,0.06698849706460641,0.03989110578750527,0.07325888916237809,-0.40450812399877134,0.09360401221905695,0.01250625312656328,0.012503125781445362
scibert,20,500,1000,0.10545941703265777,0.0750755641815292,0.22465869752381543,-0.288109433050626,1.1302857899759209,0.050100200400801605,0.05005005005005005
scibert,20,1000,2000,0.0750755641815292,0.059016190657669686,0.07841314746721137,-0.21390946173949096,0.04445631973689926,0.025025025025025027,0.02501250625312656
scibert,20,2000,4000,0.059016190657669686,0.04094625936687676,0.058000867140152665,-0.30618599895085874,-0.01720415205051989,0.01250625312656328,0.012503125781445362
scibert,21,500,1000,0.1306018302664374,0.08865156211633232,0.13026963613906145,-0.32120735264217526,-0.0025435641039505373,0.050100200400801605,0.05005005005005005
scibert,21,1000,2000,0.08865156211633232,0.07001430082590142,0.02846238471922514,-0.2102304894072177,-0.6789409679902132,0.025025025025025027,0.02501250625312656
scibert,21,2000,4000,0.07001430082590142,0.01686335657573555,0.07258045012120926,-0.7591441123197357,0.03665178777816923,0.01250625312656328,0.012503125781445362
scibert,22,500,1000,0.17425872115163843,0.13025816171808716,0.17810191013927895,-0.25250133332071434,0.02205450012625889,0.050100200400801605,0.05005005005005005
scibert,22,1000,2000,0.13025816171808716,0.10615426219017562,0.13476798028528267,-0.18504713416790494,0.03462215731983031,0.025025025025025027,0.02501250625312656
scibert,22,2000,4000,0.10615426219017562,0.08794292673708168,0.10973152874928446,-0.17155538625918093,0.03369875580407837,0.01250625312656328,0.012503125781445362
scibert,23,500,1000,0.14540024238973606,0.10248708152194673,0.14308062664874524,-0.29513816595135617,-0.015953314127037283,0.050100200400801605,0.05005005005005005
scibert,23,1000,2000,0.10248708152194673,0.07816118821568613,0.10460799916049617,-0.23735570322637609,0.020694487608130974,0.025025025025025027,0.02501250625312656
scibert,23,2000,4000,0.07816118821568613,0.061222478125479804,0.07960089692437478,-0.21671510473284877,0.01841973927924132,0.01250625312656328,0.012503125781445362
scibert,24,500,1000,0.15850593368944396,0.11500465485038325,0.16147528098814584,-0.27444574361671215,0.018733351046148438,0.050100200400801605,0.05005005005005005
scibert,24,1000,2000,0.11500465485038325,0.08888141262331863,0.11810981634150099,-0.22714943374292096,0.02700031138006925,0.025025025025025027,0.02501250625312656
scibert,24,2000,4000,0.08888141262331863,0.06774406769090942,0.08970750232475773,-0.23781513264184648,0.00929429086529137,0.01250625312656328,0.012503125781445362
scibert,25,500,1000,0.21491511445535583,0.16620689972196026,0.228081017393824,-0.22663931690813532,0.06126094468429356,0.050100200400801605,0.05005005005005005
scibert,25,1000,2000,0.16620689972196026,0.13207872538599374,0.18006389357132033,-0.20533548482679082,0.08337195310508037,0.025025025025025027,0.02501250625312656
scibert,25,2000,4000,0.13207872538599374,0.05465626335168839,0.13512029143356294,-0.5861842004307805,0.023028432767505616,0.01250625312656328,0.012503125781445362
scibert,26,500,1000,0.16055833971615116,0.054530130545024764,0.18210889841142364,-0.6603718583448993,0.1342226055237704,0.050100200400801605,0.05005005005005005
scibert,26,1000,2000,0.054530130545024764,0.04227125811825831,0.05816126132931333,-0.22480915237575808,0.06658943868271862,0.025025025025025027,0.02501250625312656
scibert,26,2000,4000,0.04227125811825831,0.03212314739746371,0.04314855500823078,-0.2400711777350981,0.0207539810506264,0.01250625312656328,0.012503125781445362
scibert,27,500,1000,0.21073462583774435,0.15971237893887938,0.20341953294577317,-0.24211610548590948,-0.03471234431879012,0.050100200400801605,0.05005005005005005
scibert,27,1000,2000,0.15971237893887938,0.12701585156124057,0.16347503536222824,-0.20472130961214663,0.02355895296499714,0.025025025025025027,0.02501250625312656
scibert,27,2000,4000,0.12701585156124057,0.10460765214695773,0.1314568548609005,-0.176420495070875,0.034964165850738006,0.01250625312656328,0.012503125781445362
scibert,28,500,1000,0.1687070477404773,0.11022987264730709,0.15892403335539046,-0.3466196337163452,-0.05798817842000341,0.050100200400801605,0.05005005005005005
scibert,28,1000,2000,0.11022987264730709,0.08321424496726232,0.1138494236749079,-0.24508444971613383,0.032836389452993116,0.025025025025025027,0.02501250625312656
scibert,28,2000,4000,0.08321424496726232,0.0648189990019647,0.08642339153187176,-0.22105885804208858,0.03856487030402022,0.01250625312656328,0.012503125781445362
scibert,29,500,1000,0.127821966310693,0.08151294877730451,0.13196147512796033,-0.36229310868858455,0.03238495648866443,0.050100200400801605,0.05005005005005005
scibert,29,1000,2000,0.08151294877730451,0.057840662435645465,0.0845856183841733,-0.2904113603635215,0.037695478484816004,0.025025025025025027,0.02501250625312656
scibert,29,2000,4000,0.057840662435645465,0.042008472534662514,0.05920099822539647,-0.27372075689136727,0.0235186758323271,0.01250625312656328,0.012503125781445362
scibert,30,500,1000,0.10894840516084936,0.04582238659825947,0.0727213843806655,-0.5794120480184344,-0.33251538401777403,0.050100200400801605,0.05005005005005005
scibert,30,1000,2000,0.04582238659825947,0.03904708114735329,0.05261051547387185,-0.14786016080540723,0.14814001145610825,0.025025025025025027,0.02501250625312656
scibert,30,2000,4000,0.03904708114735329,0.03120163566480998,0.043328131662040054,-0.2009227130943971,0.1096381698424838,0.01250625312656328,0.012503125781445362
scibert,31,500,1000,0.11349122100530057,0.07598554408475078,0.1082423863382748,-0.33047205403489405,-0.046248816609177346,0.050100200400801605,0.05005005005005005
scibert,31,1000,2000,0.07598554408475078,0.058677837079436204,0.07931068275424329,-0.22777631211023974,0.043760148190605856,0.025025025025025027,0.02501250625312656
scibert,31,2000,4000,0.058677837079436204,0.04689668421660641,0.061419849064300786,-0.2007768767427614,0.04672994304736441,0.01250625312656328,0.012503125781445362
scibert,32,500,1000,0.17492555882268163,0.13572562949488284,0.18513681007943972,-0.22409492124324112,0.058374838562665524,0.050100200400801605,0.05005005005005005
scibert,32,1000,2000,0.13572562949488284,0.10736991557610513,0.13753309619302564,-0.208919376718358,0.013317062553840995,0.025025025025025027,0.02501250625312656
scibert,32,2000,4000,0.10736991557610513,0.0856751788067147,0.10828393904829096,-0.2020560103170886,0.00851284521629302,0.01250625312656328,0.012503125781445362
scibert,33,500,1000,0.12755609092630332,0.09567226038398134,0.13751581792113832,-0.24995929485439586,0.07808115569008238,0.050100200400801605,0.05005005005005005
scibert,33,1000,2000,0.09567226038398134,0.07430303424014711,0.09860809442033977,-0.22335864186827692,0.030686366398948204,0.025025025025025027,0.02501250625312656
scibert,33,2000,4000,0.07430303424014711,0.06099878925035955,0.07863120679613565,-0.1790538586457761,0.058250280089503496,0.01250625312656328,0.012503125781445362
scibert,34,500,1000,0.17677302261586236,0.12609250600112273,0.17447091266654058,-0.2866982521697964,-0.013022971012519246,0.050100200400801605,0.05005005005005005
scibert,34,1000,2000,0.12609250600112273,0.10258407119977457,0.13553629332119763,-0.1864380013284758,0.0748957064902081,0.025025025025025027,0.02501250625312656
scibert,34,2000,4000,0.10258407119977457,0.08305043546048542,0.10687161918096769,-0.19041587559192208,0.041795455483955656,0.01250625312656328,0.012503125781445362
scibert,35,500,1000,0.1926925890825519,0.1284414684585796,0.17886520218797533,-0.3334384624228923,-0.07175878927368998,0.050100200400801605,0.05005005005005005
scibert,35,1000,2000,0.1284414684585796,0.09966563964210513,0.13501513976508936,-0.22403846017810225,0.05118028768590164,0.025025025025025027,0.02501250625312656
scibert,35,2000,4000,0.09966563964210513,0.0762608890409352,0.1011885143493124,-0.23483269344595942,0.01527983678904633,0.01250625312656328,0.012503125781445362
scibert,36,500,1000,0.1625326461740703,0.12573288421735654,0.17443327421677476,-0.22641458699504405,0.07321992426037943,0.050100200400801605,0.05005005005005005
scibert,36,1000,2000,0.12573288421735654,0.09225191185001239,0.12595352211342814,-0.2662865214279586,0.001754814561401305,0.025025025025025027,0.02501250625312656
scibert,36,2000,4000,0.09225191185001239,0.07189143970215978,0.09445730532385958,-0.2207051511404517,0.023906208875463013,0.01250625312656328,0.012503125781445362
bert,11,500,1000,0.1571283060314955,0.1163833825408935,0.20978719114716124,-0.25930988833059077,0.33513302883256796,0.050100200400801605,0.05005005005005005
bert,11,1000,2000,0.1163833825408935,0.08436254212145403,0.11265099707973351,-0.27513240911509296,-0.03206974552272139,0.025025025025025027,0.02501250625312656
bert,11,2000,4000,0.08436254212145403,0.0670355505048982,0.08809601153776989,-0.20538726288748754,0.04425506062798469,0.01250625312656328,0.012503125781445362
bert,12,500,1000,0.1562787831908371,0.11427671733551949,0.16243451896684458,-0.268763711859898,0.039389452939945835,0.050100200400801605,0.05005005005005005
bert,12,1000,2000,0.11427671733551949,0.06125454649958169,0.10163703831331516,-0.4639805208987872,-0.11060589870720462,0.025025025025025027,0.02501250625312656
bert,12,2000,4000,0.06125454649958169,0.04388394037664552,0.0625395834431868,-0.2835806828323314,0.020978637783464607,0.01250625312656328,0.012503125781445362
bert,13,500,1000,0.15789782678417932,0.1061708152533334,0.14941638447152578,-0.32759799538943846,-0.05371475013551834,0.050100200400801605,0.05005005005005005
bert,13,1000,2000,0.1061708152533334,0.0841950486592327,0.11166018283535692,-0.20698500375705395,0.051703168793847745,0.025025025025025027,0.02501250625312656
bert,13,2000,4000,0.0841950486592327,0.06559867969712518,0.08422808697414572,-0.22087247716161595,0.0003924021119903293,0.01250625312656328,0.012503125781445362
bert,14,500,1000,0.18041452447490394,0.14157162632250775,0.18501348582240792,-0.21529806574857738,0.02549108150183168,0.050100200400801605,0.05005005005005005
bert,14,1000,2000,0.14157162632250775,0.11058216778670148,0.14165011778538616,-0.21889597047653198,0.0005544293367062718,0.025025025025025027,0.02501250625312656
bert,14,2000,4000,0.11058216778670148,0.08437694901990363,0.11140847495693673,-0.23697508641125833,0.007472336514772374,0.01250625312656328,0.012503125781445362
bert,15,500,1000,0.21152203039965325,0.06162018388811483,0.21682240372942108,-0.7086819572803428,0.025058256673090775,0.050100200400801605,0.05005005005005005
bert,15,1000,2000,0.06162018388811483,0.04598940887435906,0.06105984858344006,-0.25366323219899706,-0.009093372809340852,0.025025025025025027,0.02501250625312656
bert,15,2000,4000,0.04598940887435906,0.036371569121509864,0.046970792442167335,-0.20913162374242925,0.021339338596183515,0.01250625312656328,0.012503125781445362
bert,16,500,1000,0.06900998643727826,0.055353810545134455,0.07438751006462888,-0.19788695226821443,0.07792384703970533,0.050100200400801605,0.05005005005005005
bert,16,1000,2000,0.055353810545134455,0.04299924048632427,0.05563775820628128,-0.22319276554116368,0.005129685894258334,0.025025025025025027,0.02501250625312656
bert,16,2000,4000,0.04299924048632427,0.035004498883719724,0.04469001882309427,-0.18592750737416483,0.039321120969747124,0.01250625312656328,0.012503125781445362
bert,17,500,1000,0.14909268330328157,0.10687417100581756,0.15378468375477305,-0.28316957856063196,0.03147036023187741,0.050100200400801605,0.05005005005005005
bert,17,1000,2000,0.10687417100581756,0.08343313269951737,0.11189160367992512,-0.21933305386784435,0.046947102624397864,0.025025025025025027,0.02501250625312656
bert,17,2000,4000,0.08343313269951737,0.06371730507390978,0.08527417172371547,-0.23630693212268217,0.02206604216610884,0.01250625312656328,0.012503125781445362
bert,18,500,1000,0.11682340862548544,0.0885714085512429,0.11948013780499704,-0.2418350945812008,0.02274141125284733,0.050100200400801605,0.05005005005005005
bert,18,1000,2000,0.0885714085512429,0.07000107427791381,0.09231672785239683,-0.20966511176781433,0.042285872635604314,0.025025025025025027,0.02501250625312656
bert,18,2000,4000,0.07000107427791381,0.05648248594601421,0.07302371567550815,-0.19311972668060726,0.04317992871929423,0.01250625312656328,0.012503125781445362
bert,19,500,1000,0.1255910529358415,0.08340267737908025,0.12100880570655304,-0.33591863887241463,-0.036485459132421745,0.050100200400801605,0.05005005005005005
bert,19,1000,2000,0.08340267737908025,0.05556931092953859,0.08165787808930497,-0.33372269721071396,-0.020920183195616733,0.025025025025025027,0.02501250625312656
bert,19,2000,4000,0.05556931092953859,0.04500494020005323,0.06198079625570052,-0.19011160211939446,0.11537816861345718,0.01250625312656328,0.012503125781445362
bert,20,500,1000,0.17328867940415377,0.11798574845189948,0.16817883765453304,-0.3191375867275994,-0.02948745277066406,0.050100200400801605,0.05005005005005005
bert,20,1000,2000,0.11798574845189948,0.0900650451137258,0.12169298511419262,-0.23664471094622422,0.03142105475395199,0.025025025025025027,0.02501250625312656
bert,20,2000,4000,0.0900650451137258,0.0379497809921737,0.08306975278109142,-0.5786402933096383,-0.0776693369086905,0.01250625312656328,0.012503125781445362
bert,21,500,1000,0.15059309199838108,0.024931683286315048,0.15901775173826088,-0.8344433801347072,0.05594320183007043,0.050100200400801605,0.05005005005005005
bert,21,1000,2000,0.024931683286315048,0.018165184921448342,0.023714830469746553,-0.27140158517017676,-0.04880748734829399,0.025025025025025027,0.02501250625312656
bert,21,2000,4000,0.018165184921448342,0.015783746628281956,0.019542414031062313,-0.1310990393692348,0.07581696060731115,0.01250625312656328,0.012503125781445362
bert,22,500,1000,0.15726850387933813,0.11362123267235497,0.15670613096015984,-0.2775334547626324,-0.0035758775934548633,0.050100200400801605,0.05005005005005005
bert,22,1000,2000,0.11362123267235497,0.09600255877306235,0.1254060215254076,-0.15506497760061172,0.10371995247610079,0.025025025025025027,0.02501250625312656
bert,22,2000,4000,0.09600255877306235,0.07537403230344936,0.09549249771466858,-0.21487475681118215,-0.005312994412987331,0.01250625312656328,0.012503125781445362
bert,23,500,1000,0.15485709315310606,0.10051838320790153,0.13881572045559956,-0.3508958410544375,-0.10358823332455627,0.050100200400801605,0.05005005005005005
bert,23,1000,2000,0.10051838320790153,0.07838559310255018,0.10302046339674431,-0.22018649125677084,0.024891767147385786,0.025025025025025027,0.02501250625312656
bert,23,2000,4000,0.07838559310255018,0.06179439355997682,0.08068669390370718,-0.21166133833888906,0.029356170057251742,0.01250625312656328,0.012503125781445362
bert,24,500,1000,0.10143322631549334,0.07326137054224,0.09844969205248257,-0.27773794442492516,-0.029413776642881546,0.050100200400801605,0.05005005005005005
bert,24,1000,2000,0.07326137054224,0.057356434162380815,0.07318808207090897,-0.21709853722554834,-0.0010003699192163617,0.025025025025025027,0.02501250625312656
bert,24,2000,4000,0.057356434162380815,0.04778584979352976,0.05979483926073677,-0.16686156502958216,0.042513192006543264,0.01250625312656328,0.012503125781445362
bert,25,500,1000,0.17171206661956315,0.1292324924648751,0.1790843640675483,-0.24738840426866288,0.04293406743696615,0.050100200400801605,0.05005005005005005
bert,25,1000,2000,0.1292324924648751,0.09953382950621235,0.1338841298647811,-0.22980801803180204,0.03599433324533541,0.025025025025025027,0.02501250625312656
bert,25,2000,4000,0.09953382950621235,0.03846488794035527,0.0981595410117107,-0.613549602871911,-0.013807250271786978,0.01250625312656328,0.012503125781445362
bert,26,500,1000,0.12620305425016753,0.03350837966313922,0.13798142852498488,-0.7344883619320589,0.09332875772934558,0.050100200400801605,0.05005005005005005
bert,26,1000,2000,0.03350837966313922,0.02789319390589982,0.035860935019591735,-0.16757556807249524,0.0702079712627953,0.025025025025025027,0.02501250625312656
bert,26,2000,4000,0.02789319390589982,0.021362229291487216,0.027160997086078772,-0.2341418711835366,-0.02625001720101255,0.01250625312656328,0.012503125781445362
bert,27,500,1000,0.1288412171669627,0.09746075533744594,0.1354510162333093,-0.24355918485969796,0.05130189866012435,0.050100200400801605,0.05005005005005005
bert,27,1000,2000,0.09746075533744594,0.07777010469577514,0.09949885302947915,-0.20203671286452002,0.020911983341156626,0.025025025025025027,0.02501250625312656
bert,27,2000,4000,0.07777010469577514,0.0636095297219517,0.07961508822880398,-0.18208249852841857,0.02372355727494689,0.01250625312656328,0.012503125781445362
bert,28,500,1000,0.08907118954788364,0.06338091355208013,0.08419899479475465,-0.2884240810772232,-0.054700007688903166,0.050100200400801605,0.05005005005005005
