model,field_id,small_n,large_n,small_gap25,large_gap25,large_gap50,relative_change_fixed_k,relative_change_approximately_fixed_fraction,small_neighbor_fraction,large_neighbor_fraction
scincl,12,2000,4000,0.0813456871102987,0.05852679018437686,0.07826344616448129,-0.28051760009084575,-0.037890649834183845,0.01250625312656328,0.012503125781445362
scincl,13,500,1000,0.15663793444557048,0.10743762426972495,0.15564878976780538,-0.31410213847618096,-0.006314847557625357,0.050100200400801605,0.05005005005005005
scincl,13,1000,2000,0.10743762426972495,0.07727080037042089,0.11047615747727829,-0.2807845399072625,0.02828183542038336,0.025025025025025027,0.02501250625312656
scincl,13,2000,4000,0.07727080037042089,0.05903967189796181,0.08191895182054625,-0.23593813426368906,0.06015404820246511,0.01250625312656328,0.012503125781445362
scincl,14,500,1000,0.20002433204877856,0.15001741571387242,0.20902503902642505,-0.25000416610670795,0.04499806041322787,0.050100200400801605,0.05005005005005005
scincl,14,1000,2000,0.15001741571387242,0.09739747204290863,0.14638053024631506,-0.3507588996955232,-0.024243088379111773,0.025025025025025027,0.02501250625312656
scincl,14,2000,4000,0.09739747204290863,0.052006675111122815,0.11186904409722442,-0.4660367048519372,0.14858262489544197,0.01250625312656328,0.012503125781445362
scincl,15,500,1000,0.050747764120357114,0.03346308107922222,0.0503291091727084,-0.3405998932315772,-0.00824972203023174,0.050100200400801605,0.05005005005005005
scincl,15,1000,2000,0.03346308107922222,0.021545451282718005,0.0312568911231921,-0.35614263278058,-0.06592907421785439,0.025025025025025027,0.02501250625312656
scincl,15,2000,4000,0.021545451282718005,0.017562490513436436,0.023557196279806927,-0.18486318606268295,0.09337214480638788,0.01250625312656328,0.012503125781445362
scincl,16,500,1000,0.2095042010557549,0.1325594575586925,0.20816693180976018,-0.36727064712456653,-0.006383018761704173,0.050100200400801605,0.05005005005005005
scincl,16,1000,2000,0.1325594575586925,0.09636473830620054,0.14459118514852531,-0.27304516719575633,0.09076476180136452,0.025025025025025027,0.02501250625312656
scincl,16,2000,4000,0.09636473830620054,0.06855531389738641,0.09921792641543296,-0.28858506646330767,0.029608217273069004,0.01250625312656328,0.012503125781445362
scincl,17,500,1000,0.1455826134419276,0.10193035986656622,0.202990929280224,-0.29984523936832685,0.394334972295276,0.050100200400801605,0.05005005005005005
scincl,17,1000,2000,0.10193035986656622,0.08031393121830464,0.10904146630271015,-0.2120705614750988,0.0697643611329623,0.025025025025025027,0.02501250625312656
scincl,17,2000,4000,0.08031393121830464,0.05728063163036551,0.08040594087389027,-0.28679083738699535,0.0011456251012733542,0.01250625312656328,0.012503125781445362
scincl,18,500,1000,0.12784706486595765,0.08844970627272022,0.1402880626426997,-0.3081600554110798,0.09731156354497393,0.050100200400801605,0.05005005005005005
scincl,18,1000,2000,0.08844970627272022,0.06746438213902506,0.09799965968608075,-0.2372571376211284,0.1079704367125291,0.025025025025025027,0.02501250625312656
scincl,18,2000,4000,0.06746438213902506,0.05204901355542729,0.06964967848490371,-0.22849640202486463,0.03239185295398347,0.01250625312656328,0.012503125781445362
