metric,model,field_id,n,value,reference,relative_to_2000
angle_p50,mpnet,28,500,82.90465147088922,82.97770880595645,0.9991195546837998
angle_p50,mpnet,28,1000,82.8695582108285,82.97770880595645,0.998696630737529
angle_p50,mpnet,28,2000,82.97770880595645,82.97770880595645,1.0
angle_p50,mpnet,28,4000,83.1537865735354,82.97770880595645,1.002121988786057
angle_p50,mpnet,29,500,81.57280256382788,81.29177296310857,1.0034570484868972
angle_p50,mpnet,29,1000,81.42307222801907,81.29177296310857,1.0016151605522257
angle_p50,mpnet,29,2000,81.29177296310857,81.29177296310857,1.0
angle_p50,mpnet,29,4000,81.29677017978831,81.29177296310857,1.0000614726004562
angle_p50,mpnet,30,500,78.39221413923958,78.38659919809419,1.0000716313911158
angle_p50,mpnet,30,1000,78.34159358981749,78.38659919809419,0.9994258507354942
angle_p50,mpnet,30,2000,78.38659919809419,78.38659919809419,1.0
angle_p50,mpnet,30,4000,78.40925036219151,78.38659919809419,1.0002889673021798
angle_p50,mpnet,31,500,83.68282714706572,83.96870051136646,0.9965954770937292
angle_p50,mpnet,31,1000,83.8119073737481,83.96870051136646,0.9981327192553475
angle_p50,mpnet,31,2000,83.96870051136646,83.96870051136646,1.0
angle_p50,mpnet,31,4000,84.12508701502992,83.96870051136646,1.0018624380597898
angle_p50,mpnet,32,500,82.26098487972295,82.15803961680409,1.0012530150840868
angle_p50,mpnet,32,1000,82.33978329499091,82.15803961680409,1.0022121228675185
angle_p50,mpnet,32,2000,82.15803961680409,82.15803961680409,1.0
angle_p50,mpnet,32,4000,82.154043315616,82.15803961680409,0.9999513583672792
angle_p50,mpnet,33,500,83.13746391864117,82.9717504717845,1.0019972273203157
angle_p50,mpnet,33,1000,82.86483217937851,82.9717504717845,0.9987113892162327
angle_p50,mpnet,33,2000,82.9717504717845,82.9717504717845,1.0
angle_p50,mpnet,33,4000,83.03734929272578,82.9717504717845,1.0007906163310798
angle_p50,mpnet,34,500,77.76955918843998,77.73941585729159,1.0003877483618313
angle_p50,mpnet,34,1000,77.69509742909834,77.73941585729159,0.9994299104552753
angle_p50,mpnet,34,2000,77.73941585729159,77.73941585729159,1.0
angle_p50,mpnet,34,4000,77.65429285313783,77.73941585729159,0.9989050213046362
angle_p50,mpnet,35,500,70.30442905313792,69.46137385782691,1.0121370360027224
angle_p50,mpnet,35,1000,69.46167244760322,69.46137385782691,1.0000042986448399
angle_p50,mpnet,35,2000,69.46137385782691,69.46137385782691,1.0
angle_p50,mpnet,35,4000,69.39081934178817,69.46137385782691,0.9989842625891168
angle_p50,mpnet,36,500,81.31471480162998,81.21362503056164,1.0012447390573969
angle_p50,mpnet,36,1000,81.35922735947001,81.21362503056164,1.001792831299595
angle_p50,mpnet,36,2000,81.21362503056164,81.21362503056164,1.0
angle_p50,mpnet,36,4000,81.26440617252658,81.21362503056164,1.000625278602523
angle_p50,minilm,11,500,81.79906776694202,81.70028171803716,1.0012091273962285
angle_p50,minilm,11,1000,81.56077860032873,81.70028171803716,0.9982925013870836
angle_p50,minilm,11,2000,81.70028171803716,81.70028171803716,1.0
angle_p50,minilm,11,4000,81.71907131064764,81.70028171803716,1.000229981980666
angle_p50,minilm,12,500,83.5135009816158,83.55691917377594,0.9994803758612757
angle_p50,minilm,12,1000,83.54879345688677,83.55691917377594,0.9999027523157924
angle_p50,minilm,12,2000,83.55691917377594,83.55691917377594,1.0
angle_p50,minilm,12,4000,83.53064586108755,83.55691917377594,0.9996855638892843
angle_p50,minilm,13,500,84.02133851715479,83.86869199313654,1.0018200656334397
angle_p50,minilm,13,1000,84.03357908798132,83.86869199313654,1.0019660148611627
angle_p50,minilm,13,2000,83.86869199313654,83.86869199313654,1.0
angle_p50,minilm,13,4000,83.91515295745279,83.86869199313654,1.000553972682918
angle_p50,minilm,14,500,82.44936856752851,82.24609558838212,1.0024715213250208
angle_p50,minilm,14,1000,82.38603860233394,82.24609558838212,1.0017015155911133
angle_p50,minilm,14,2000,82.24609558838212,82.24609558838212,1.0
angle_p50,minilm,14,4000,82.13059452517885,82.24609558838212,0.9985956650905191
angle_p50,minilm,15,500,83.02198421390192,82.76880248469867,1.0030589028909782
angle_p50,minilm,15,1000,82.85683034326885,82.76880248469867,1.0010635391104814
angle_p50,minilm,15,2000,82.76880248469867,82.76880248469867,1.0
angle_p50,minilm,15,4000,82.72992463694983,82.76880248469867,0.9995302837955639
angle_p50,minilm,16,500,81.17458000356042,80.74213587725048,1.0053558668173874
angle_p50,minilm,16,1000,80.96575424060119,80.74213587725048,1.002769537378732
angle_p50,minilm,16,2000,80.74213587725048,80.74213587725048,1.0
angle_p50,minilm,16,4000,80.52271828558187,80.74213587725048,0.9972824896284367
angle_p50,minilm,17,500,87.03780096670489,87.06331193998297,0.9997069836569547
angle_p50,minilm,17,1000,87.13767465270382,87.06331193998297,1.000854122259582
angle_p50,minilm,17,2000,87.06331193998297,87.06331193998297,1.0
angle_p50,minilm,17,4000,86.99308285381548,87.06331193998297,0.9991933561381642
angle_p50,minilm,18,500,85.52996209994389,85.19739082915996,1.0039035382134038
angle_p50,minilm,18,1000,85.368983867758,85.19739082915996,1.0020140644792999
angle_p50,minilm,18,2000,85.19739082915996,85.19739082915996,1.0
angle_p50,minilm,18,4000,85.3097929718934,85.19739082915996,1.0013193143785217
angle_p50,minilm,19,500,81.55322173808595,81.92059660954315,0.9955154761236882
angle_p50,minilm,19,1000,81.66237670818991,81.92059660954315,0.9968479245508429
angle_p50,minilm,19,2000,81.92059660954315,81.92059660954315,1.0
angle_p50,minilm,19,4000,82.0614660232251,81.92059660954315,1.0017195848115386
angle_p50,minilm,20,500,83.23958110199891,83.60889891816075,0.9955827929689238
angle_p50,minilm,20,1000,83.41912918601646,83.60889891816075,0.9977302687321593
angle_p50,minilm,20,2000,83.60889891816075,83.60889891816075,1.0
angle_p50,minilm,20,4000,83.63060079431835,83.60889891816075,1.0002595641903962
angle_p50,minilm,21,500,84.06635002454115,84.33974989455197,0.996758350951329
angle_p50,minilm,21,1000,84.29984893454281,84.33974989455197,0.999526902082837
angle_p50,minilm,21,2000,84.33974989455197,84.33974989455197,1.0
angle_p50,minilm,21,4000,84.30416285902861,84.33974989455197,0.9995780514458739
angle_p50,minilm,22,500,87.77518121848223,87.82645338945885,0.9994162103899464
angle_p50,minilm,22,1000,87.88485439453436,87.82645338945885,1.0006649591645986
angle_p50,minilm,22,2000,87.82645338945885,87.82645338945885,1.0
angle_p50,minilm,22,4000,87.78648751558134,87.82645338945885,0.999544944918813
angle_p50,minilm,23,500,84.79486376190594,84.50780297115084,1.0033968554460362
angle_p50,minilm,23,1000,84.84636724217444,84.50780297115084,1.0040063078096964
angle_p50,minilm,23,2000,84.50780297115084,84.50780297115084,1.0
angle_p50,minilm,23,4000,84.50892973015978,84.50780297115084,1.0000133331949161
angle_p50,minilm,24,500,80.39851279497606,80.87334170202217,0.9941287339306984
angle_p50,minilm,24,1000,80.74535862418988,80.87334170202217,0.9984174874545947
angle_p50,minilm,24,2000,80.87334170202217,80.87334170202217,1.0
angle_p50,minilm,24,4000,80.68637806319401,80.87334170202217,0.9976881919938831
angle_p50,minilm,25,500,82.60408959232632,83.06674681421528,0.9944302956401588
angle_p50,minilm,25,1000,82.9375536756653,83.06674681421528,0.9984447068953004
angle_p50,minilm,25,2000,83.06674681421528,83.06674681421528,1.0
angle_p50,minilm,25,4000,83.04588799441045,83.06674681421528,0.9997488908545861
angle_p50,minilm,26,500,86.62345131617045,86.5498982710905,1.0008498339865122
angle_p50,minilm,26,1000,86.66799208764004,86.5498982710905,1.001364459333963
angle_p50,minilm,26,2000,86.5498982710905,86.5498982710905,1.0
angle_p50,minilm,26,4000,86.58274521311893,86.5498982710905,1.0003795145076375
angle_p50,minilm,27,500,85.45170732135468,85.14705163124493,1.0035779945902195
angle_p50,minilm,27,1000,85.24850248968802,85.14705163124493,1.00119147823089
angle_p50,minilm,27,2000,85.14705163124493,85.14705163124493,1.0
angle_p50,minilm,27,4000,85.1026586398592,85.14705163124493,0.9994786314906359
angle_p50,minilm,28,500,83.36116850929626,83.19570343320198,1.001988865641687
angle_p50,minilm,28,1000,83.12537637398204,83.19570343320198,0.9991546791923406
angle_p50,minilm,28,2000,83.19570343320198,83.19570343320198,1.0
angle_p50,minilm,28,4000,83.29804612862516,83.19570343320198,1.001230144000229
angle_p50,minilm,29,500,83.09495457710727,82.95877019955049,1.0016415910846943
angle_p50,minilm,29,1000,83.03150655536929,82.95877019955049,1.000876777170682
angle_p50,minilm,29,2000,82.95877019955049,82.95877019955049,1.0
angle_p50,minilm,29,4000,82.92540685282043,82.95877019955049,0.9995978321924276
angle_p50,minilm,30,500,80.35516210187714,80.36068321548055,0.9999312958354447
angle_p50,minilm,30,1000,80.29830482412173,80.36068321548055,0.9992237697731917
angle_p50,minilm,30,2000,80.36068321548055,80.36068321548055,1.0
angle_p50,minilm,30,4000,80.38352960529001,80.36068321548055,1.000284298103193
angle_p50,minilm,31,500,84.40707951565786,84.85504848000238,0.9947207741628938
angle_p50,minilm,31,1000,84.66405122061525,84.85504848000238,0.9977491349918662
angle_p50,minilm,31,2000,84.85504848000238,84.85504848000238,1.0
angle_p50,minilm,31,4000,84.9842307793969,84.85504848000238,1.0015223879039437
angle_p50,minilm,32,500,83.26933134804982,83.23905092263203,1.0003637766779192
angle_p50,minilm,32,1000,83.34973910447133,83.23905092263203,1.0013297626608233
angle_p50,minilm,32,2000,83.23905092263203,83.23905092263203,1.0
angle_p50,minilm,32,4000,83.19222866880791,83.23905092263203,0.9994374965439282
angle_p50,minilm,33,500,85.13180444883093,85.02369222154104,1.001271554133502
angle_p50,minilm,33,1000,84.94028749834574,85.02369222154104,0.9990190413869822
angle_p50,minilm,33,2000,85.02369222154104,85.02369222154104,1.0
angle_p50,minilm,33,4000,85.07479985768562,85.02369222154104,1.0006010987621121
angle_p50,minilm,34,500,78.73155294652604,78.82089103523823,0.9988665683990776
angle_p50,minilm,34,1000,78.80208006901023,78.82089103523823,0.9997613454252935
angle_p50,minilm,34,2000,78.82089103523823,78.82089103523823,1.0
angle_p50,minilm,34,4000,78.78409652191493,78.82089103523823,0.9995331883103573
angle_p50,minilm,35,500,73.28818050293532,72.59200541513886,1.0095902445980818
angle_p50,minilm,35,1000,72.57535824807373,72.59200541513886,0.9997706749252906
angle_p50,minilm,35,2000,72.59200541513886,72.59200541513886,1.0
angle_p50,minilm,35,4000,72.55228105806853,72.59200541513886,0.9994527722874833
angle_p50,minilm,36,500,83.13902037521493,83.03500264245281,1.0012526974101514
angle_p50,minilm,36,1000,83.23853018976034,83.03500264245281,1.0024511054474692
angle_p50,minilm,36,2000,83.03500264245281,83.03500264245281,1.0
angle_p50,minilm,36,4000,83.04412075659691,83.03500264245281,1.0001098104877935
angle_p50,pubmedbert,11,500,10.22332381814864,10.151686773227901,1.0070566642294028
angle_p50,pubmedbert,11,1000,10.151719933374805,10.151686773227901,1.000003266466711
angle_p50,pubmedbert,11,2000,10.151686773227901,10.151686773227901,1.0
angle_p50,pubmedbert,11,4000,10.1483962895063,10.151686773227901,0.9996758682773508
angle_p50,pubmedbert,12,500,10.132718041582448,10.159414669401722,0.9973722277623258
angle_p50,pubmedbert,12,1000,10.12042803694397,10.159414669401722,0.9961625119432154
angle_p50,pubmedbert,12,2000,10.159414669401722,10.159414669401722,1.0
angle_p50,pubmedbert,12,4000,10.184790848672973,10.159414669401722,1.0024977993414994
angle_p50,pubmedbert,13,500,10.148695080655923,10.20710519900629,0.9942775040315981
angle_p50,pubmedbert,13,1000,10.23180517110735,10.20710519900629,1.0024198802323958
angle_p50,pubmedbert,13,2000,10.20710519900629,10.20710519900629,1.0
angle_p50,pubmedbert,13,4000,10.190424443463952,10.20710519900629,0.9983657701946715
angle_p50,pubmedbert,14,500,9.818837823632547,9.7843621058178,1.0035235529349682
angle_p50,pubmedbert,14,1000,9.77926457881046,9.7843621058178,0.9994790128418991
angle_p50,pubmedbert,14,2000,9.7843621058178,9.7843621058178,1.0
angle_p50,pubmedbert,14,4000,9.774441495354662,9.7843621058178,0.9989860748860429
angle_p50,pubmedbert,15,500,9.559468009503414,9.553178109516038,1.0006584091613566
angle_p50,pubmedbert,15,1000,9.593033938100527,9.553178109516038,1.0041719968085583
angle_p50,pubmedbert,15,2000,9.553178109516038,9.553178109516038,1.0
angle_p50,pubmedbert,15,4000,9.529001776240094,9.553178109516038,0.9974692889634432
angle_p50,pubmedbert,16,500,10.483974030580253,10.457945119346041,1.0024889125862844
angle_p50,pubmedbert,16,1000,10.428102570388036,10.457945119346041,0.9971464232583512
angle_p50,pubmedbert,16,2000,10.457945119346041,10.457945119346041,1.0
angle_p50,pubmedbert,16,4000,10.453864588079268,10.457945119346041,0.9996098151959868
angle_p50,pubmedbert,17,500,9.879141122765374,9.866002956433764,1.0013316604900309
angle_p50,pubmedbert,17,1000,9.855384219688196,9.866002956433764,0.9989237042810084
angle_p50,pubmedbert,17,2000,9.866002956433764,9.866002956433764,1.0
angle_p50,pubmedbert,17,4000,9.852150966959394,9.866002956433764,0.9985959877028684
angle_p50,pubmedbert,18,500,10.000039653689946,9.948159684865777,1.0052150317714637
angle_p50,pubmedbert,18,1000,10.02164544752445,9.948159684865777,1.0073868700329036
angle_p50,pubmedbert,18,2000,9.948159684865777,9.948159684865777,1.0
angle_p50,pubmedbert,18,4000,9.93736933585493,9.948159684865777,0.998915342198692
angle_p50,pubmedbert,19,500,9.850493435446277,9.876489559974075,0.9973678780937356
angle_p50,pubmedbert,19,1000,9.869465468132082,9.876489559974075,0.9992888068377596
angle_p50,pubmedbert,19,2000,9.876489559974075,9.876489559974075,1.0
angle_p50,pubmedbert,19,4000,9.913464664172096,9.876489559974075,1.0037437496362946
angle_p50,pubmedbert,20,500,9.962796703458004,9.97983220059202,0.9982930076586853
angle_p50,pubmedbert,20,1000,10.001754686779273,9.97983220059202,1.0021966788365393
angle_p50,pubmedbert,20,2000,9.97983220059202,9.97983220059202,1.0
angle_p50,pubmedbert,20,4000,9.976694918260675,9.97983220059202,0.9996856377674207
angle_p50,pubmedbert,21,500,10.145514212191506,10.241859456054616,0.9905929929739317
angle_p50,pubmedbert,21,1000,10.201885271751662,10.241859456054616,0.9960969798038654
angle_p50,pubmedbert,21,2000,10.241859456054616,10.241859456054616,1.0
angle_p50,pubmedbert,21,4000,10.212602574869074,10.241859456054616,0.9971434014193343
angle_p50,pubmedbert,22,500,10.093287835896547,10.044068610255737,1.0049003275018007
angle_p50,pubmedbert,22,1000,10.102400200627132,10.044068610255737,1.0058075659013155
angle_p50,pubmedbert,22,2000,10.044068610255737,10.044068610255737,1.0
angle_p50,pubmedbert,22,4000,10.041379497739326,10.044068610255737,0.9997322686034159
angle_p50,pubmedbert,23,500,10.088789088668156,10.158880238777247,0.9931005043408675
angle_p50,pubmedbert,23,1000,10.202596885625251,10.158880238777247,1.0043032938493688
angle_p50,pubmedbert,23,2000,10.158880238777247,10.158880238777247,1.0
angle_p50,pubmedbert,23,4000,10.187664152093664,10.158880238777247,1.0028333746082119
angle_p50,pubmedbert,24,500,9.774557286762326,9.794698949547398,0.9979436159407429
angle_p50,pubmedbert,24,1000,9.800368151769703,9.794698949547398,1.0005788031108978
angle_p50,pubmedbert,24,2000,9.794698949547398,9.794698949547398,1.0
angle_p50,pubmedbert,24,4000,9.786283310651745,9.794698949547398,0.9991407965738405
angle_p50,pubmedbert,25,500,9.644227628581223,9.684999739229125,0.995790179479019
angle_p50,pubmedbert,25,1000,9.697698034895161,9.684999739229125,1.0013111302021622
angle_p50,pubmedbert,25,2000,9.684999739229125,9.684999739229125,1.0
angle_p50,pubmedbert,25,4000,9.73114555174113,9.684999739229125,1.0047646684310265
angle_p50,pubmedbert,26,500,10.496463056729029,10.540741714791919,0.9957992844089185
angle_p50,pubmedbert,26,1000,10.587714977192533,10.540741714791919,1.0044563526620425
angle_p50,pubmedbert,26,2000,10.540741714791919,10.540741714791919,1.0
angle_p50,pubmedbert,26,4000,10.544347235556206,10.540741714791919,1.0003420556979616
angle_p50,pubmedbert,27,500,10.078666853443213,10.138590261602356,0.9940895719608978
angle_p50,pubmedbert,27,1000,10.109533087015858,10.138590261602356,0.9971340024760104
angle_p50,pubmedbert,27,2000,10.138590261602356,10.138590261602356,1.0
angle_p50,pubmedbert,27,4000,10.145100067335418,10.138590261602356,1.000642081942863
angle_p50,pubmedbert,28,500,10.097670661928209,10.029500667160473,1.0067969480266294
angle_p50,pubmedbert,28,1000,10.005891945957275,10.029500667160473,0.9976460721239593
angle_p50,pubmedbert,28,2000,10.029500667160473,10.029500667160473,1.0
angle_p50,pubmedbert,28,4000,10.038619352268556,10.029500667160473,1.0009091863504174
angle_p50,pubmedbert,29,500,10.098571930192032,10.07469531016878,1.00236995951621
angle_p50,pubmedbert,29,1000,10.103399571651282,10.07469531016878,1.0028491443759624
angle_p50,pubmedbert,29,2000,10.07469531016878,10.07469531016878,1.0
angle_p50,pubmedbert,29,4000,10.046084384637712,10.07469531016878,0.9971601200184993
angle_p50,pubmedbert,30,500,10.271746990238459,10.319469544493709,0.9953754837833972
angle_p50,pubmedbert,30,1000,10.326541410553869,10.319469544493709,1.0006852935637505
angle_p50,pubmedbert,30,2000,10.319469544493709,10.319469544493709,1.0
angle_p50,pubmedbert,30,4000,10.298661487729616,10.319469544493709,0.9979836117860151
angle_p50,pubmedbert,31,500,10.054624047501752,10.037402527530299,1.0017157347156518
angle_p50,pubmedbert,31,1000,10.017449527575893,10.037402527530299,0.9980121351216433
angle_p50,pubmedbert,31,2000,10.037402527530299,10.037402527530299,1.0
angle_p50,pubmedbert,31,4000,10.041164136581875,10.037402527530299,1.000374759210987
angle_p50,pubmedbert,32,500,10.126510440214593,10.102934497493456,1.0023335737480024
angle_p50,pubmedbert,32,1000,10.08332498600992,10.102934497493456,0.9980590281478713
angle_p50,pubmedbert,32,2000,10.102934497493456,10.102934497493456,1.0
angle_p50,pubmedbert,32,4000,10.081720755765412,10.102934497493456,0.997900239605304
angle_p50,pubmedbert,33,500,10.296459304448758,10.311255096101624,0.9985650833467926
angle_p50,pubmedbert,33,1000,10.319987026161167,10.311255096101624,1.0008468348400035
angle_p50,pubmedbert,33,2000,10.311255096101624,10.311255096101624,1.0
angle_p50,pubmedbert,33,4000,10.302519554624332,10.311255096101624,0.9991528149196315
angle_p50,pubmedbert,34,500,9.730458455191533,9.789210768727289,0.9939982583965352
angle_p50,pubmedbert,34,1000,9.773074057371746,9.789210768727289,0.9983515819878868
angle_p50,pubmedbert,34,2000,9.789210768727289,9.789210768727289,1.0
angle_p50,pubmedbert,34,4000,9.780962095581401,9.789210768727289,0.9991573709729247
angle_p50,pubmedbert,35,500,9.312101580070454,9.323681917991824,0.9987579651447543
angle_p50,pubmedbert,35,1000,9.307525648982583,9.323681917991824,0.9982671793019812
angle_p50,pubmedbert,35,2000,9.323681917991824,9.323681917991824,1.0
angle_p50,pubmedbert,35,4000,9.268930037592142,9.323681917991824,0.9941276546238641
angle_p50,pubmedbert,36,500,10.347568530911937,10.298246881143458,1.0047893248567181
angle_p50,pubmedbert,36,1000,10.327481512907664,10.298246881143458,1.0028387969429764
angle_p50,pubmedbert,36,2000,10.298246881143458,10.298246881143458,1.0
angle_p50,pubmedbert,36,4000,10.283963080157713,10.298246881143458,0.998612987127751
angle_p50,biobert,11,500,23.189882416470425,22.98507052976287,1.0089106486074233
angle_p50,biobert,11,1000,22.998907369276605,22.98507052976287,1.0006019924757603
angle_p50,biobert,11,2000,22.98507052976287,22.98507052976287,1.0
angle_p50,biobert,11,4000,22.94228204408437,22.98507052976287,0.9981384226938484
angle_p50,biobert,12,500,24.764552489048214,24.792711713250615,0.9988642136234194
angle_p50,biobert,12,1000,24.719846238065315,24.792711713250615,0.9970610122834463
angle_p50,biobert,12,2000,24.792711713250615,24.792711713250615,1.0
angle_p50,biobert,12,4000,24.81798348068617,24.792711713250615,1.0010193224415243
angle_p50,biobert,13,500,22.146611786029418,22.172728911114298,0.9988221059667677
angle_p50,biobert,13,1000,22.26009588923367,22.172728911114298,1.003940289824929
angle_p50,biobert,13,2000,22.172728911114298,22.172728911114298,1.0
angle_p50,biobert,13,4000,22.168401646214214,22.172728911114298,0.9998048384158111
angle_p50,biobert,14,500,23.193584259701076,23.095723295740775,1.0042371898341174
angle_p50,biobert,14,1000,23.148806812773145,23.095723295740775,1.0022984132755937
angle_p50,biobert,14,2000,23.095723295740775,23.095723295740775,1.0
angle_p50,biobert,14,4000,23.087872464925578,23.095723295740775,0.9996600742607336
angle_p50,biobert,15,500,21.755828878070567,21.800926561130957,0.9979313868640429
angle_p50,biobert,15,1000,21.849858982270533,21.800926561130957,1.0022445110762777
angle_p50,biobert,15,2000,21.800926561130957,21.800926561130957,1.0
angle_p50,biobert,15,4000,21.73916179245413,21.800926561130957,0.9971668741462141
angle_p50,biobert,16,500,23.78875381382632,23.77716270258564,1.0004874892511637
angle_p50,biobert,16,1000,23.68777502709417,23.77716270258564,0.9962406079897098
angle_p50,biobert,16,2000,23.77716270258564,23.77716270258564,1.0
angle_p50,biobert,16,4000,23.753800430631646,23.77716270258564,0.9990174491277106
angle_p50,biobert,17,500,22.57798506558276,22.503885843924486,1.003292730072139
angle_p50,biobert,17,1000,22.49488812417078,22.503885843924486,0.9996001703965214
angle_p50,biobert,17,2000,22.503885843924486,22.503885843924486,1.0
angle_p50,biobert,17,4000,22.455586030567478,22.503885843924486,0.9978537123014225
angle_p50,biobert,18,500,23.334758103266434,23.199692099627413,1.00582188776726
angle_p50,biobert,18,1000,23.394023856425555,23.199692099627413,1.0083764799965282
angle_p50,biobert,18,2000,23.199692099627413,23.199692099627413,1.0
angle_p50,biobert,18,4000,23.19975896377755,23.199692099627413,1.0000028821136873
angle_p50,biobert,19,500,22.671980088062003,22.71279333364785,0.9982030723836428
angle_p50,biobert,19,1000,22.68825223231976,22.71279333364785,0.9989195031642483
angle_p50,biobert,19,2000,22.71279333364785,22.71279333364785,1.0
angle_p50,biobert,19,4000,22.789294204821875,22.71279333364785,1.0033681841792965
angle_p50,biobert,20,500,23.559609870892313,23.642787034090894,0.9964819222421347
angle_p50,biobert,20,1000,23.664495341706356,23.642787034090894,1.000918178875619
angle_p50,biobert,20,2000,23.642787034090894,23.642787034090894,1.0
angle_p50,biobert,20,4000,23.645133182898572,23.642787034090894,1.0000992331743417
angle_p50,biobert,21,500,23.005347901915076,23.20994493523509,0.991184941028903
angle_p50,biobert,21,1000,23.147332006895166,23.20994493523509,0.9973023232707083
angle_p50,biobert,21,2000,23.20994493523509,23.20994493523509,1.0
angle_p50,biobert,21,4000,23.061796361834507,23.20994493523509,0.9936170217631288
angle_p50,biobert,22,500,22.831506693309343,22.787919105860055,1.0019127497884648
angle_p50,biobert,22,1000,22.903831010440136,22.787919105860055,1.0050865506429796
angle_p50,biobert,22,2000,22.787919105860055,22.787919105860055,1.0
angle_p50,biobert,22,4000,22.763044105764408,22.787919105860055,0.9989084128313739
angle_p50,biobert,23,500,23.08997148663615,23.2060305138351,0.9949987557273202
angle_p50,biobert,23,1000,23.285526828659822,23.2060305138351,1.0034256748381558
angle_p50,biobert,23,2000,23.2060305138351,23.2060305138351,1.0
angle_p50,biobert,23,4000,23.254992101984033,23.2060305138351,1.0021098648525755
angle_p50,biobert,24,500,21.201197970972352,21.291976191095117,0.9957365056532079
angle_p50,biobert,24,1000,21.256165237601177,21.291976191095117,0.9983181009985858
angle_p50,biobert,24,2000,21.291976191095117,21.291976191095117,1.0
angle_p50,biobert,24,4000,21.234365778898475,21.291976191095117,0.9972942665500097
angle_p50,biobert,25,500,21.57495931308674,21.643918329860707,0.9968139310210375
angle_p50,biobert,25,1000,21.647938436572378,21.643918329860707,1.0001857383977524
angle_p50,biobert,25,2000,21.643918329860707,21.643918329860707,1.0
angle_p50,biobert,25,4000,21.732812445159063,21.643918329860707,1.0041071174795422
angle_p50,biobert,26,500,24.088470478481646,24.248339256369274,0.9934070215614608
angle_p50,biobert,26,1000,24.29520416048404,24.248339256369274,1.0019327057255047
angle_p50,biobert,26,2000,24.248339256369274,24.248339256369274,1.0
angle_p50,biobert,26,4000,24.283842810515818,24.248339256369274,1.0014641643607498
angle_p50,biobert,27,500,22.313512419850525,22.368353976294145,0.9975482524775072
angle_p50,biobert,27,1000,22.333980895194895,22.368353976294145,0.9984633164722054
angle_p50,biobert,27,2000,22.368353976294145,22.368353976294145,1.0
angle_p50,biobert,27,4000,22.389146123657586,22.368353976294145,1.0009295340812951
angle_p50,biobert,28,500,22.35529594846062,22.29514420054225,1.0026979752800569
angle_p50,biobert,28,1000,22.198304336145902,22.29514420054225,0.995656459383026
angle_p50,biobert,28,2000,22.29514420054225,22.29514420054225,1.0
angle_p50,biobert,28,4000,22.28419158938678,22.29514420054225,0.9995087445473798
angle_p50,biobert,29,500,22.74098365611283,22.813735190278738,0.9968110643189675
angle_p50,biobert,29,1000,22.81496172620284,22.813735190278738,1.000053763047299
angle_p50,biobert,29,2000,22.813735190278738,22.813735190278738,1.0
angle_p50,biobert,29,4000,22.73879850378288,22.813735190278738,0.9967152820057371
angle_p50,biobert,30,500,23.019277520778022,23.155056298074488,0.9941361067946202
angle_p50,biobert,30,1000,23.136371218956167,23.155056298074488,0.9991930454032247
angle_p50,biobert,30,2000,23.155056298074488,23.155056298074488,1.0
angle_p50,biobert,30,4000,23.144610337907288,23.155056298074488,0.9995488691526927
angle_p50,biobert,31,500,22.905912602724015,22.827687407275924,1.0034267682946787
angle_p50,biobert,31,1000,22.81365756524477,22.827687407275924,0.9993854023939945
angle_p50,biobert,31,2000,22.827687407275924,22.827687407275924,1.0
angle_p50,biobert,31,4000,22.84324069561811,22.827687407275924,1.000681334384193
angle_p50,biobert,32,500,23.516881930164686,23.490383915662992,1.0011280366722328
angle_p50,biobert,32,1000,23.43005165799072,23.490383915662992,0.9974316189173884
angle_p50,biobert,32,2000,23.490383915662992,23.490383915662992,1.0
angle_p50,biobert,32,4000,23.44958749139161,23.490383915662992,0.9982632712850564
angle_p50,biobert,33,500,24.682309906072465,24.76507044551246,0.9966581746810661
angle_p50,biobert,33,1000,24.74281888081414,24.76507044551246,0.9991014939873772
angle_p50,biobert,33,2000,24.76507044551246,24.76507044551246,1.0
angle_p50,biobert,33,4000,24.75999577151949,24.76507044551246,0.9997950874396203
angle_p50,biobert,34,500,21.869012507090385,21.95762179458037,0.9959645316638137
angle_p50,biobert,34,1000,21.951963446775114,21.95762179458037,0.9997423059811217
angle_p50,biobert,34,2000,21.95762179458037,21.95762179458037,1.0
angle_p50,biobert,34,4000,21.96864491645091,21.95762179458037,1.0005020180224282
angle_p50,biobert,35,500,20.94190128155331,21.023513701671924,0.9961180409099682
angle_p50,biobert,35,1000,21.01675727465028,21.023513701671924,0.9996786252232849
angle_p50,biobert,35,2000,21.023513701671924,21.023513701671924,1.0
angle_p50,biobert,35,4000,20.925495042082716,21.023513701671924,0.9953376651981152
angle_p50,biobert,36,500,24.08685627846831,24.008401267091255,1.0032678148996366
angle_p50,biobert,36,1000,24.10482557322592,24.008401267091255,1.0040162735145066
angle_p50,biobert,36,2000,24.008401267091255,24.008401267091255,1.0
angle_p50,biobert,36,4000,23.95051406396475,24.008401267091255,0.9975888772233305
angle_p50,simcse,11,500,54.25357960277419,53.74015337892906,1.0095538659933643
angle_p50,simcse,11,1000,53.94769738804406,53.74015337892906,1.0038619913801061
angle_p50,simcse,11,2000,53.74015337892906,53.74015337892906,1.0
angle_p50,simcse,11,4000,53.729544280314215,53.74015337892906,0.9998025852561299
angle_p50,simcse,12,500,62.35133069225584,62.13361614541811,1.0035039735387072
angle_p50,simcse,12,1000,62.334070510480416,62.13361614541811,1.0032261821779882
