metric,kind,model,repeat,field_rank_spearman
gap_25,half,mpnet,18,0.9781196581196581
gap_25,half,mpnet,19,0.9774358974358973
gap_25,external,mpnet,0,0.9541880341880341
gap_25,external,mpnet,1,0.9815384615384615
gap_25,external,mpnet,2,0.9603418803418803
gap_25,external,mpnet,3,0.9452991452991453
gap_25,external,mpnet,4,0.9822222222222221
gap_25,half,minilm,0,0.9788034188034187
gap_25,half,minilm,1,0.9644444444444444
gap_25,half,minilm,2,0.9480341880341879
gap_25,half,minilm,3,0.9507692307692307
gap_25,half,minilm,4,0.9699145299145299
gap_25,half,minilm,5,0.967179487179487
gap_25,half,minilm,6,0.9528205128205127
gap_25,half,minilm,7,0.974017094017094
gap_25,half,minilm,8,0.9610256410256409
gap_25,half,minilm,9,0.9747008547008547
gap_25,half,minilm,10,0.9541880341880341
gap_25,half,minilm,11,0.945982905982906
gap_25,half,minilm,12,0.9664957264957265
gap_25,half,minilm,13,0.965128205128205
gap_25,half,minilm,14,0.9466666666666665
gap_25,half,minilm,15,0.9576068376068375
gap_25,half,minilm,16,0.9699145299145299
gap_25,half,minilm,17,0.9664957264957265
gap_25,half,minilm,18,0.9411965811965811
gap_25,half,minilm,19,0.9603418803418803
gap_25,external,minilm,0,0.9747008547008547
gap_25,external,minilm,1,0.9658119658119657
gap_25,external,minilm,2,0.9747008547008547
gap_25,external,minilm,3,0.9733333333333332
gap_25,external,minilm,4,0.9692307692307691
gap_25,half,pubmedbert,0,0.9507692307692307
gap_25,half,pubmedbert,1,0.9364102564102564
gap_25,half,pubmedbert,2,0.9172649572649573
gap_25,half,pubmedbert,3,0.9268376068376067
gap_25,half,pubmedbert,4,0.9083760683760682
gap_25,half,pubmedbert,5,0.9049572649572648
gap_25,half,pubmedbert,6,0.9295726495726495
gap_25,half,pubmedbert,7,0.9405128205128205
gap_25,half,pubmedbert,8,0.9152136752136751
gap_25,half,pubmedbert,9,0.9589743589743589
gap_25,half,pubmedbert,10,0.9015384615384615
gap_25,half,pubmedbert,11,0.9234188034188033
gap_25,half,pubmedbert,12,0.8782905982905982
gap_25,half,pubmedbert,13,0.9042735042735042
gap_25,half,pubmedbert,14,0.9357264957264957
gap_25,half,pubmedbert,15,0.8919658119658118
gap_25,half,pubmedbert,16,0.9364102564102564
gap_25,half,pubmedbert,17,0.9015384615384615
gap_25,half,pubmedbert,18,0.8352136752136751
gap_25,half,pubmedbert,19,0.8919658119658118
gap_25,external,pubmedbert,0,0.95008547008547
gap_25,external,pubmedbert,1,0.8912820512820512
gap_25,external,pubmedbert,2,0.8550427350427351
gap_25,external,pubmedbert,3,0.9022222222222221
gap_25,external,pubmedbert,4,0.9562393162393161
gap_25,half,biobert,0,0.965128205128205
gap_25,half,biobert,1,0.965128205128205
gap_25,half,biobert,2,0.9377777777777777
gap_25,half,biobert,3,0.9753846153846153
gap_25,half,biobert,4,0.9603418803418803
gap_25,half,biobert,5,0.9705982905982906
gap_25,half,biobert,6,0.9336752136752137
gap_25,half,biobert,7,0.9131623931623931
gap_25,half,biobert,8,0.9295726495726495
gap_25,half,biobert,9,0.9227350427350427
gap_25,half,biobert,10,0.9418803418803419
gap_25,half,biobert,11,0.9589743589743589
gap_25,half,biobert,12,0.9261538461538461
gap_25,half,biobert,13,0.9494017094017093
gap_25,half,biobert,14,0.965128205128205
gap_25,half,biobert,15,0.9480341880341879
gap_25,half,biobert,16,0.967179487179487
gap_25,half,biobert,17,0.9316239316239315
gap_25,half,biobert,18,0.9234188034188033
gap_25,half,biobert,19,0.9480341880341879
gap_25,external,biobert,0,0.9316239316239315
gap_25,external,biobert,1,0.9658119658119657
gap_25,external,biobert,2,0.9241025641025641
gap_25,external,biobert,3,0.9275213675213674
gap_25,external,biobert,4,0.9452991452991453
gap_25,half,simcse,0,0.9528205128205127
gap_25,half,simcse,1,0.9610256410256409
gap_25,half,simcse,2,0.9316239316239315
gap_25,half,simcse,3,0.9801709401709401
gap_25,half,simcse,4,0.9507692307692307
gap_25,half,simcse,5,0.9617094017094016
gap_25,half,simcse,6,0.9384615384615382
gap_25,half,simcse,7,0.9254700854700854
gap_25,half,simcse,8,0.9097435897435897
gap_25,half,simcse,9,0.922051282051282
gap_25,half,simcse,10,0.9487179487179486
gap_25,half,simcse,11,0.9111111111111111
gap_25,half,simcse,12,0.9644444444444444
gap_25,half,simcse,13,0.9268376068376067
gap_25,half,simcse,14,0.9288888888888889
gap_25,half,simcse,15,0.9152136752136751
gap_25,half,simcse,16,0.9398290598290598
gap_25,half,simcse,17,0.9418803418803419
gap_25,half,simcse,18,0.9473504273504273
gap_25,half,simcse,19,0.9473504273504273
gap_25,external,simcse,0,0.9466666666666665
gap_25,external,simcse,1,0.8905982905982905
gap_25,external,simcse,2,0.9794871794871794
gap_25,external,simcse,3,0.9507692307692307
gap_25,external,simcse,4,0.9753846153846153
