recipe,k,field_id,model,n,mean,median,p025,p975,min,max,positive_fraction,negative_fraction
sep,25,16,simcse,50,0.052874222222222204,0.05325999999999992,0.04472800000000002,0.05953566666666663,0.04396,0.060084444444444496,1.0,0.0
mean,10,17,specter,50,-0.06372066666666666,-0.06231666666666669,-0.07591583333333322,-0.05244388888888883,-0.0778888888888889,-0.04754444444444439,0.0,1.0
mean,10,17,specter2,50,-0.06819355555555555,-0.06706666666666672,-0.08171638888888888,-0.0577458333333333,-0.0828888888888889,-0.05355555555555547,0.0,1.0
mean,10,17,scincl,50,-0.09839488888888889,-0.09699444444444438,-0.11509222222222228,-0.08634388888888886,-0.11677777777777787,-0.0803666666666667,0.0,1.0
mean,10,17,scibert,50,0.14628911111111112,0.1464166666666667,0.1393894444444445,0.15534277777777777,0.13906666666666667,0.15741111111111106,1.0,0.0
mean,10,17,bert,50,0.14326977777777775,0.14287222222222218,0.13461722222222214,0.1504397222222222,0.1338222222222223,0.15110000000000012,1.0,0.0
mean,10,17,mpnet,50,-0.10277066666666668,-0.10236666666666666,-0.11804805555555553,-0.091701388888889,-0.11995555555555559,-0.09156666666666669,0.0,1.0
mean,10,17,minilm,50,-0.06634244444444443,-0.06696111111111114,-0.08301166666666672,-0.05348194444444443,-0.0848333333333332,-0.0470222222222223,0.0,1.0
mean,10,17,pubmedbert,50,0.1630331111111111,0.16312777777777782,0.15739722222222227,0.16820277777777776,0.15541111111111117,0.16872222222222222,1.0,0.0
mean,10,17,biobert,50,0.16712022222222223,0.1673944444444444,0.1573772222222222,0.175035,0.1557777777777778,0.1781555555555555,1.0,0.0
mean,10,17,simcse,50,0.0855751111111111,0.08571666666666661,0.07670388888888885,0.09426805555555552,0.07594444444444448,0.09587777777777784,1.0,0.0
mean,25,17,specter,50,-0.07600408888888889,-0.07613333333333328,-0.08573977777777787,-0.06547233333333338,-0.08940000000000003,-0.06380444444444455,0.0,1.0
mean,25,17,specter2,50,-0.08234435555555557,-0.08156666666666662,-0.0968023333333334,-0.07069122222222224,-0.09825777777777778,-0.06952444444444428,0.0,1.0
mean,25,17,scincl,50,-0.10324506666666668,-0.10189333333333334,-0.12119544444444445,-0.09294922222222225,-0.12298222222222222,-0.08975555555555559,0.0,1.0
mean,25,17,scibert,50,0.14309333333333335,0.14281333333333335,0.13754822222222232,0.1509565555555555,0.1353022222222222,0.1515466666666666,1.0,0.0
mean,25,17,bert,50,0.13696435555555556,0.13742222222222222,0.12828911111111113,0.14425022222222217,0.12739999999999996,0.14645333333333344,1.0,0.0
mean,25,17,mpnet,50,-0.10559431111111107,-0.10615111111111103,-0.11674144444444445,-0.09587366666666665,-0.11994222222222228,-0.09456888888888892,0.0,1.0
mean,25,17,minilm,50,-0.0711505777777778,-0.07017777777777778,-0.08127944444444442,-0.06299377777777786,-0.08974666666666664,-0.06264444444444428,0.0,1.0
mean,25,17,pubmedbert,50,0.16679155555555553,0.16681111111111113,0.16173733333333334,0.17127055555555548,0.16158666666666677,0.17472888888888882,1.0,0.0
mean,25,17,biobert,50,0.17484737777777773,0.1746666666666667,0.16803922222222223,0.18510811111111106,0.1663244444444446,0.18825333333333327,1.0,0.0
mean,25,17,simcse,50,0.08118462222222222,0.0821466666666667,0.07400155555555564,0.0877341111111111,0.07109333333333345,0.09038222222222214,1.0,0.0
mean,50,17,specter,50,-0.08308395555555555,-0.08313999999999999,-0.09126577777777789,-0.0743332222222222,-0.0943666666666666,-0.07226444444444435,0.0,1.0
mean,50,17,specter2,50,-0.088812,-0.08884444444444439,-0.10143372222222223,-0.07905616666666668,-0.10253777777777773,-0.07822222222222219,0.0,1.0
mean,50,17,scincl,50,-0.10840164444444446,-0.10783777777777775,-0.12678922222222225,-0.09622311111111105,-0.12851777777777784,-0.09610000000000007,0.0,1.0
mean,50,17,scibert,50,0.13518386666666665,0.13592666666666675,0.12784266666666663,0.1423251111111111,0.12718666666666667,0.14378222222222214,1.0,0.0
mean,50,17,bert,50,0.12618671111111113,0.12587777777777776,0.1191639999999999,0.13325694444444453,0.11500444444444446,0.13641111111111104,1.0,0.0
mean,50,17,mpnet,50,-0.10804040000000001,-0.10799222222222232,-0.11800588888888891,-0.09989099999999992,-0.11946222222222225,-0.0985866666666666,0.0,1.0
mean,50,17,minilm,50,-0.07269462222222223,-0.07218999999999998,-0.08335211111111118,-0.06545594444444452,-0.08598666666666677,-0.05952444444444449,0.0,1.0
mean,50,17,pubmedbert,50,0.16541484444444443,0.1655822222222222,0.15958277777777788,0.17246772222222223,0.15845555555555557,0.1726399999999999,1.0,0.0
mean,50,17,biobert,50,0.18049600000000002,0.18089777777777777,0.17348811111111107,0.18746533333333346,0.1714199999999999,0.1919022222222222,1.0,0.0
mean,50,17,simcse,50,0.07150702222222223,0.0720277777777778,0.06393261111111122,0.0779865555555556,0.06286666666666674,0.07927777777777789,1.0,0.0
cls,25,17,specter,50,-0.11712480000000002,-0.11738444444444446,-0.1267625555555555,-0.10842577777777787,-0.1293333333333333,-0.10526666666666662,0.0,1.0
cls,25,17,specter2,50,-0.12210337777777779,-0.12204666666666669,-0.1366278888888889,-0.10884055555555555,-0.1375333333333334,-0.10848444444444427,0.0,1.0
cls,25,17,scincl,50,-0.1425521777777778,-0.14147333333333334,-0.1595056666666666,-0.13137222222222225,-0.1609733333333333,-0.12716000000000005,0.0,1.0
cls,25,17,scibert,50,0.07714595555555553,0.07716222222222219,0.07075400000000004,0.08422233333333339,0.06974222222222226,0.08656000000000008,1.0,0.0
cls,25,17,bert,50,0.09773484444444445,0.09783111111111109,0.0923576666666666,0.10265355555555553,0.09047555555555553,0.10381777777777768,1.0,0.0
cls,25,17,mpnet,50,-0.1525234666666667,-0.1531422222222223,-0.1627873333333333,-0.14307433333333344,-0.16796,-0.14217777777777785,0.0,1.0
cls,25,17,minilm,50,-0.12077937777777777,-0.1204088888888889,-0.1300838888888889,-0.11187388888888894,-0.13812888888888886,-0.10990666666666671,0.0,1.0
cls,25,17,pubmedbert,50,0.1276734222222222,0.12788444444444447,0.12285433333333338,0.1323767777777778,0.11995999999999996,0.13247555555555568,1.0,0.0
cls,25,17,biobert,50,0.12844382222222225,0.12869333333333327,0.12230911111111116,0.13406355555555557,0.11968888888888884,0.13667111111111108,1.0,0.0
cls,25,17,simcse,50,0.023092266666666666,0.023580000000000045,0.014814111111111125,0.029460999999999973,0.013826666666666765,0.03262666666666658,1.0,0.0
sep,25,17,specter,50,-0.08665884444444444,-0.08656222222222215,-0.09611900000000005,-0.0765558888888889,-0.09866222222222243,-0.07551555555555567,0.0,1.0
sep,25,17,specter2,50,-0.09291742222222224,-0.09283555555555556,-0.10728977777777773,-0.08083877777777772,-0.10766222222222221,-0.07933777777777773,0.0,1.0
sep,25,17,scincl,50,-0.1130041777777778,-0.11196444444444442,-0.1306196666666666,-0.10241655555555565,-0.13196444444444444,-0.09980000000000011,0.0,1.0
sep,25,17,scibert,50,0.06601075555555555,0.06613999999999998,0.06037588888888891,0.07244511111111117,0.0595822222222222,0.0736444444444444,1.0,0.0
sep,25,17,bert,50,0.08743831111111111,0.08711333333333321,0.08199211111111103,0.09315788888888896,0.08008888888888888,0.09398666666666666,1.0,0.0
sep,25,17,mpnet,50,-0.11780773333333334,-0.118228888888889,-0.1282696666666667,-0.10784955555555557,-0.13343555555555564,-0.10742666666666678,0.0,1.0
sep,25,17,minilm,50,-0.0846456,-0.08422888888888891,-0.09436833333333323,-0.07665144444444451,-0.1024799999999999,-0.07660444444444447,0.0,1.0
sep,25,17,pubmedbert,50,0.12891617777777778,0.13012222222222225,0.12092122222222225,0.13625433333333326,0.11993777777777781,0.1384266666666666,1.0,0.0
sep,25,17,biobert,50,0.1208864,0.12077777777777782,0.1145505555555556,0.12732011111111105,0.11180000000000001,0.12900444444444448,1.0,0.0
sep,25,17,simcse,50,0.05460382222222224,0.05517555555555553,0.047226444444444404,0.06055677777777783,0.04548888888888902,0.06481333333333339,1.0,0.0
mean,10,18,specter,50,-0.03048222222222224,-0.030505555555555564,-0.04351333333333331,-0.019141944444444496,-0.04753333333333343,-0.009744444444444555,0.0,1.0
mean,10,18,specter2,50,-0.05750133333333336,-0.05852222222222231,-0.0685263888888889,-0.044982222222222236,-0.0703555555555554,-0.043233333333333235,0.0,1.0
mean,10,18,scincl,50,-0.05456666666666667,-0.054066666666666596,-0.06759555555555558,-0.040660555555555575,-0.06930000000000003,-0.04007777777777777,0.0,1.0
mean,10,18,scibert,50,0.1718311111111111,0.17236666666666667,0.16331166666666674,0.18081388888888894,0.1627222222222222,0.1818777777777778,1.0,0.0
mean,10,18,bert,50,0.14946711111111108,0.1496722222222222,0.14302888888888884,0.15612027777777776,0.14249999999999996,0.15661111111111115,1.0,0.0
mean,10,18,mpnet,50,-0.09707977777777778,-0.0970111111111111,-0.10886222222222224,-0.08294638888888879,-0.11031111111111114,-0.07805555555555554,0.0,1.0
mean,10,18,minilm,50,-0.055503555555555556,-0.055427777777777854,-0.06760888888888887,-0.04440138888888885,-0.06923333333333337,-0.04283333333333339,0.0,1.0
mean,10,18,pubmedbert,50,0.16619933333333337,0.16598333333333337,0.15773722222222214,0.17475694444444448,0.15738888888888902,0.17647777777777773,1.0,0.0
mean,10,18,biobert,50,0.1703413333333334,0.1705166666666667,0.1624561111111111,0.1810491666666666,0.15870000000000006,0.18237777777777775,1.0,0.0
mean,10,18,simcse,50,0.08785466666666668,0.08835555555555558,0.0786172222222222,0.09472361111111106,0.07482222222222223,0.09656666666666658,1.0,0.0
mean,25,18,specter,50,-0.04587795555555555,-0.04525555555555555,-0.0548433333333334,-0.03584711111111121,-0.05678666666666665,-0.03444444444444461,0.0,1.0
mean,25,18,specter2,50,-0.06609582222222223,-0.06594888888888889,-0.07587611111111103,-0.05421988888888886,-0.07805777777777778,-0.053279999999999994,0.0,1.0
mean,25,18,scincl,50,-0.06301066666666669,-0.06438666666666665,-0.07631388888888893,-0.04855633333333333,-0.0769644444444445,-0.04627111111111126,0.0,1.0
mean,25,18,scibert,50,0.17370826666666667,0.17321777777777775,0.1685512222222223,0.18104666666666666,0.16761333333333328,0.18445777777777772,1.0,0.0
mean,25,18,bert,50,0.14846746666666666,0.14800444444444438,0.14172022222222222,0.15498288888888878,0.14109777777777788,0.15834666666666664,1.0,0.0
mean,25,18,mpnet,50,-0.1042271111111111,-0.10338444444444445,-0.115396,-0.09653833333333328,-0.11892444444444439,-0.08342222222222218,0.0,1.0
mean,25,18,minilm,50,-0.06221066666666668,-0.06230222222222226,-0.07174266666666664,-0.049681444444444445,-0.07264000000000015,-0.04798222222222215,0.0,1.0
mean,25,18,pubmedbert,50,0.17390160000000002,0.17362444444444447,0.16712233333333343,0.18192822222222224,0.16493777777777774,0.18354222222222227,1.0,0.0
mean,25,18,biobert,50,0.17999644444444446,0.17984444444444442,0.16880955555555552,0.19043555555555552,0.16793333333333327,0.19205777777777788,1.0,0.0
mean,25,18,simcse,50,0.08655982222222222,0.08662888888888892,0.0781788888888889,0.09484466666666674,0.07786666666666675,0.09501333333333328,1.0,0.0
mean,50,18,specter,50,-0.054834666666666684,-0.05507111111111118,-0.06331416666666669,-0.04548227777777778,-0.06472000000000011,-0.04463111111111118,0.0,1.0
mean,50,18,specter2,50,-0.07593586666666667,-0.07545444444444444,-0.0884703333333334,-0.06441005555555564,-0.0913733333333333,-0.06358444444444433,0.0,1.0
mean,50,18,scincl,50,-0.0696184888888889,-0.07077222222222218,-0.079241611111111,-0.05703655555555552,-0.08514888888888894,-0.05442888888888897,0.0,1.0
mean,50,18,scibert,50,0.1667190666666667,0.1666466666666666,0.16011616666666667,0.17434377777777776,0.15883333333333338,0.17609333333333332,1.0,0.0
mean,50,18,bert,50,0.13667795555555556,0.13624999999999998,0.1282966666666668,0.14545777777777785,0.1268488888888888,0.14627777777777784,1.0,0.0
mean,50,18,mpnet,50,-0.10767253333333335,-0.10676555555555556,-0.1175605555555556,-0.09971116666666678,-0.12058888888888897,-0.08872888888888886,0.0,1.0
mean,50,18,minilm,50,-0.06531164444444446,-0.06530555555555562,-0.07412572222222223,-0.05391316666666668,-0.07493555555555553,-0.0485066666666667,0.0,1.0
mean,50,18,pubmedbert,50,0.17046773333333334,0.17046444444444442,0.16402322222222226,0.1778951666666667,0.163588888888889,0.17967333333333324,1.0,0.0
mean,50,18,biobert,50,0.18212782222222224,0.18280111111111114,0.1730571111111111,0.19151383333333324,0.1725199999999999,0.19238,1.0,0.0
mean,50,18,simcse,50,0.07688577777777778,0.07666111111111112,0.06807199999999992,0.08412077777777767,0.06636888888888892,0.08431555555555559,1.0,0.0
cls,25,18,specter,50,-0.08207262222222222,-0.0819555555555555,-0.09098133333333334,-0.071815888888889,-0.0921333333333334,-0.0699955555555557,0.0,1.0
cls,25,18,specter2,50,-0.10249057777777777,-0.10247777777777789,-0.11257055555555558,-0.09150999999999997,-0.11275111111111114,-0.08897333333333324,0.0,1.0
cls,25,18,scincl,50,-0.09875413333333334,-0.09998666666666661,-0.11190188888888891,-0.08512733333333324,-0.11269777777777779,-0.0811644444444446,0.0,1.0
cls,25,18,scibert,50,0.09145466666666667,0.09065333333333336,0.08584911111111108,0.09839755555555559,0.08519999999999994,0.10335555555555553,1.0,0.0
cls,25,18,bert,50,0.10085733333333335,0.10052666666666665,0.09368488888888878,0.10638822222222223,0.09309777777777772,0.10688888888888892,1.0,0.0
cls,25,18,mpnet,50,-0.14698435555555556,-0.1466622222222223,-0.1562713333333334,-0.1384113333333334,-0.1602755555555555,-0.12626222222222216,0.0,1.0
cls,25,18,minilm,50,-0.10728346666666667,-0.10695111111111105,-0.11673366666666658,-0.09434688888888895,-0.11740444444444442,-0.09352000000000005,0.0,1.0
cls,25,18,pubmedbert,50,0.13131057777777777,0.13153555555555552,0.12345588888888898,0.1365367777777776,0.12210222222222222,0.137,1.0,0.0
cls,25,18,biobert,50,0.1289245333333333,0.12922444444444442,0.12089777777777769,0.13533833333333337,0.11985777777777773,0.13782222222222218,1.0,0.0
cls,25,18,simcse,50,0.03163031111111111,0.03140444444444446,0.02335999999999996,0.039572666666666687,0.02262222222222221,0.040000000000000036,1.0,0.0
sep,25,18,specter,50,-0.05552275555555557,-0.055602222222222164,-0.06364688888888896,-0.04533822222222219,-0.0663866666666666,-0.04352444444444448,0.0,1.0
sep,25,18,specter2,50,-0.07756728888888889,-0.07732222222222229,-0.08766700000000002,-0.06606422222222225,-0.08892888888888884,-0.06425777777777764,0.0,1.0
sep,25,18,scincl,50,-0.07204675555555556,-0.07330222222222221,-0.08500600000000014,-0.05884166666666672,-0.08675555555555559,-0.055035555555555726,0.0,1.0
sep,25,18,scibert,50,0.08188444444444443,0.0815777777777778,0.0769074444444444,0.0878651111111111,0.07574222222222216,0.08819555555555558,1.0,0.0
sep,25,18,bert,50,0.09069528888888888,0.09061111111111109,0.08331100000000004,0.09628344444444449,0.07794222222222225,0.09637333333333331,1.0,0.0
sep,25,18,mpnet,50,-0.11623946666666667,-0.11573333333333341,-0.12716333333333335,-0.10761122222222225,-0.1309555555555555,-0.09552444444444441,0.0,1.0
sep,25,18,minilm,50,-0.07602888888888888,-0.07666000000000006,-0.08436800000000007,-0.06298799999999992,-0.08635555555555563,-0.06155111111111111,0.0,1.0
sep,25,18,pubmedbert,50,0.12992924444444445,0.1300222222222222,0.12219766666666669,0.1392056666666666,0.12110666666666658,0.14029333333333327,1.0,0.0
sep,25,18,biobert,50,0.11677635555555556,0.11681333333333338,0.10797100000000005,0.12327388888888884,0.10367555555555552,0.1274088888888889,1.0,0.0
sep,25,18,simcse,50,0.05674764444444444,0.05653777777777785,0.048406333333333454,0.06476444444444453,0.048137777777777724,0.06621777777777771,1.0,0.0
mean,10,19,specter,50,-0.02683666666666669,-0.026588888888888884,-0.038502499999999946,-0.015155555555555627,-0.04386666666666672,-0.012066666666666892,0.0,1.0
mean,10,19,specter2,50,-0.06104755555555555,-0.06046111111111119,-0.07460000000000001,-0.04762666666666672,-0.0781777777777779,-0.045188888888888834,0.0,1.0
mean,10,19,scincl,50,-0.045930666666666654,-0.04576111111111114,-0.05960472222222221,-0.03172416666666658,-0.06282222222222222,-0.02750000000000008,0.0,1.0
mean,10,19,scibert,50,0.18895866666666666,0.18773888888888884,0.17864805555555557,0.19918638888888887,0.17774444444444448,0.2014111111111112,1.0,0.0
mean,10,19,bert,50,0.15069066666666667,0.15050000000000008,0.1422961111111111,0.16041166666666662,0.14173333333333327,0.16518888888888894,1.0,0.0
mean,10,19,mpnet,50,-0.11485399999999998,-0.11494444444444435,-0.12839388888888892,-0.10063805555555556,-0.12915555555555558,-0.09644444444444444,0.0,1.0
mean,10,19,minilm,50,-0.049954888888888896,-0.04985555555555554,-0.06312083333333335,-0.03940916666666675,-0.06382222222222234,-0.03775555555555565,0.0,1.0
mean,10,19,pubmedbert,50,0.1717273333333333,0.1718055555555555,0.1642227777777777,0.17933444444444432,0.1589222222222223,0.17948888888888892,1.0,0.0
mean,10,19,biobert,50,0.18148955555555552,0.18148888888888898,0.17244111111111118,0.1913169444444445,0.1722111111111112,0.19327777777777777,1.0,0.0
mean,10,19,simcse,50,0.1059757777777778,0.10615000000000008,0.09807249999999998,0.1147891666666667,0.0975555555555555,0.12003333333333321,1.0,0.0
mean,25,19,specter,50,-0.03901555555555558,-0.03929777777777782,-0.04940077777777771,-0.026722111111111065,-0.051408888888888726,-0.02433777777777779,0.0,1.0
mean,25,19,specter2,50,-0.07013466666666668,-0.06987111111111122,-0.08334077777777783,-0.060145777777777805,-0.08633333333333326,-0.058137777777777844,0.0,1.0
mean,25,19,scincl,50,-0.057965600000000006,-0.05900888888888889,-0.06890611111111117,-0.045350777777777775,-0.0697333333333332,-0.0410488888888888,0.0,1.0
mean,25,19,scibert,50,0.18008079999999999,0.1798111111111112,0.17187211111111114,0.18997166666666668,0.17119555555555555,0.1929200000000001,1.0,0.0
mean,25,19,bert,50,0.14379795555555552,0.14339111111111102,0.1361033333333333,0.1545551111111111,0.1347288888888888,0.1567733333333332,1.0,0.0
mean,25,19,mpnet,50,-0.11643493333333332,-0.11643777777777775,-0.12916055555555553,-0.1064943333333333,-0.1307288888888889,-0.10565333333333338,0.0,1.0
mean,25,19,minilm,50,-0.050104711111111117,-0.04996222222222224,-0.060766222222222145,-0.040667444444444395,-0.06100888888888889,-0.037217777777777905,0.0,1.0
mean,25,19,pubmedbert,50,0.16825831111111114,0.1681955555555555,0.1617082222222222,0.17531933333333338,0.16112888888888888,0.17712444444444453,1.0,0.0
mean,25,19,biobert,50,0.18091057777777778,0.17967111111111117,0.17213322222222216,0.19153833333333337,0.17111999999999994,0.19212444444444454,1.0,0.0
mean,25,19,simcse,50,0.10480924444444444,0.10488888888888886,0.09496444444444439,0.11266233333333331,0.09420888888888879,0.1151955555555555,1.0,0.0
mean,50,19,specter,50,-0.04980346666666666,-0.04905333333333328,-0.06141616666666669,-0.039299444444444484,-0.0667644444444444,-0.0343,0.0,1.0
mean,50,19,specter2,50,-0.07559911111111109,-0.07524444444444439,-0.0875492777777778,-0.06609183333333335,-0.09104444444444448,-0.064551111111111,0.0,1.0
mean,50,19,scincl,50,-0.07071817777777778,-0.07126333333333329,-0.08145011111111107,-0.05895105555555555,-0.08480444444444446,-0.05548444444444456,0.0,1.0
mean,50,19,scibert,50,0.1681496444444444,0.16726666666666667,0.16133572222222217,0.17842094444444434,0.16031111111111118,0.18195555555555565,1.0,0.0
mean,50,19,bert,50,0.12904062222222223,0.12849333333333335,0.12185105555555555,0.13701016666666668,0.12124666666666672,0.1379622222222222,1.0,0.0
mean,50,19,mpnet,50,-0.11334102222222221,-0.11339333333333335,-0.12354694444444445,-0.10529738888888884,-0.12450444444444442,-0.10406000000000015,0.0,1.0
mean,50,19,minilm,50,-0.049481688888888896,-0.04931777777777785,-0.05854933333333342,-0.04056327777777769,-0.06037111111111115,-0.039140000000000064,0.0,1.0
mean,50,19,pubmedbert,50,0.15774168888888887,0.15740666666666675,0.1498831111111111,0.1659400000000001,0.1496466666666667,0.1672688888888889,1.0,0.0
mean,50,19,biobert,50,0.17610808888888888,0.1753222222222222,0.16953594444444448,0.18627727777777772,0.16849111111111115,0.18796666666666673,1.0,0.0
mean,50,19,simcse,50,0.09604244444444446,0.09633555555555556,0.08845927777777775,0.10225694444444444,0.08609555555555559,0.10535777777777788,1.0,0.0
cls,25,19,specter,50,-0.09296480000000001,-0.09294888888888886,-0.10307977777777777,-0.07978822222222229,-0.1054222222222222,-0.07855111111111113,0.0,1.0
cls,25,19,specter2,50,-0.1144400888888889,-0.11380444444444437,-0.1284205555555556,-0.1047271111111111,-0.12971555555555547,-0.10115555555555555,0.0,1.0
cls,25,19,scincl,50,-0.10988888888888891,-0.11038666666666663,-0.12078111111111103,-0.09738544444444447,-0.1215466666666668,-0.09273333333333333,0.0,1.0
cls,25,19,scibert,50,0.08774782222222222,0.0877177777777779,0.08126711111111112,0.09453877777777767,0.08047999999999988,0.09544444444444444,1.0,0.0
cls,25,19,bert,50,0.11585502222222221,0.11614444444444444,0.10949044444444439,0.12141744444444437,0.10862666666666665,0.12193333333333334,1.0,0.0
cls,25,19,mpnet,50,-0.17156346666666672,-0.1717777777777778,-0.18313711111111114,-0.163593,-0.18484,-0.1627466666666666,0.0,1.0
cls,25,19,minilm,50,-0.10564684444444444,-0.10607333333333335,-0.11479444444444441,-0.09655688888888884,-0.1149066666666666,-0.09366222222222231,0.0,1.0
cls,25,19,pubmedbert,50,0.12202382222222223,0.12225777777777774,0.11530477777777771,0.1276551111111112,0.11353333333333337,0.12980000000000003,1.0,0.0
cls,25,19,biobert,50,0.1255032888888889,0.1250844444444445,0.11628755555555556,0.1333374444444444,0.11579555555555554,0.1346088888888889,1.0,0.0
cls,25,19,simcse,50,0.04977964444444444,0.05020000000000013,0.04039077777777782,0.05754933333333337,0.03840444444444435,0.058355555555555494,1.0,0.0
sep,25,19,specter,50,-0.056296266666666685,-0.05650000000000005,-0.06641088888888891,-0.04415688888888886,-0.06926222222222211,-0.04080000000000006,0.0,1.0
sep,25,19,specter2,50,-0.08272604444444445,-0.08253111111111117,-0.09626688888888883,-0.07318033333333332,-0.09857777777777776,-0.06900000000000006,0.0,1.0
sep,25,19,scincl,50,-0.0734791111111111,-0.07424666666666663,-0.08400699999999992,-0.06037300000000006,-0.08488444444444443,-0.05540444444444448,0.0,1.0
sep,25,19,scibert,50,0.10142293333333333,0.10101555555555553,0.09393955555555554,0.10929333333333335,0.09320000000000006,0.10966222222222233,1.0,0.0
sep,25,19,bert,50,0.06932604444444446,0.06906000000000007,0.06171877777777776,0.07782266666666669,0.05676888888888898,0.07875555555555547,1.0,0.0
sep,25,19,mpnet,50,-0.13030382222222225,-0.1303333333333333,-0.14194288888888892,-0.12098822222222219,-0.1440177777777778,-0.12046666666666661,0.0,1.0
sep,25,19,minilm,50,-0.06671137777777777,-0.06696666666666667,-0.07661255555555536,-0.05806988888888885,-0.0777822222222222,-0.054106666666666636,0.0,1.0
sep,25,19,pubmedbert,50,0.11986168888888889,0.11995111111111112,0.11091866666666664,0.1282241111111111,0.11053777777777785,0.12890666666666661,1.0,0.0
sep,25,19,biobert,50,0.10277599999999998,0.10233333333333333,0.09416066666666657,0.11023400000000001,0.09277333333333326,0.11119999999999985,1.0,0.0
sep,25,19,simcse,50,0.07270346666666669,0.07270444444444446,0.06304366666666668,0.08094199999999999,0.06152000000000002,0.08145333333333327,1.0,0.0
mean,10,20,specter,50,-0.042797555555555554,-0.04236666666666672,-0.053543888888888856,-0.03330750000000003,-0.05473333333333341,-0.027877777777777668,0.0,1.0
mean,10,20,specter2,50,-0.07564044444444445,-0.07436111111111099,-0.08569333333333323,-0.06405777777777777,-0.09764444444444453,-0.05627777777777765,0.0,1.0
mean,10,20,scincl,50,-0.06719377777777778,-0.06711666666666671,-0.07995583333333336,-0.05342722222222235,-0.08095555555555556,-0.05224444444444443,0.0,1.0
mean,10,20,scibert,50,0.1674526666666667,0.16740555555555547,0.15806444444444445,0.17665499999999992,0.1569111111111111,0.17724444444444454,1.0,0.0
mean,10,20,bert,50,0.14086555555555558,0.14056111111111114,0.1326586111111112,0.148286111111111,0.13025555555555557,0.15073333333333339,1.0,0.0
mean,10,20,mpnet,50,-0.12630133333333332,-0.12608333333333344,-0.13564277777777767,-0.11724611111111108,-0.1359555555555556,-0.11687777777777775,0.0,1.0
mean,10,20,minilm,50,-0.0601068888888889,-0.0615222222222222,-0.06923416666666664,-0.048149722222222184,-0.06957777777777774,-0.045633333333333415,0.0,1.0
mean,10,20,pubmedbert,50,0.15678622222222222,0.15692222222222219,0.14827305555555553,0.1653705555555556,0.14763333333333328,0.16633333333333333,1.0,0.0
mean,10,20,biobert,50,0.15367711111111113,0.15316666666666667,0.14599666666666664,0.1607277777777778,0.144388888888889,0.1616333333333333,1.0,0.0
mean,10,20,simcse,50,0.09010888888888889,0.08976111111111112,0.08276472222222225,0.09915583333333339,0.08044444444444443,0.1010888888888889,1.0,0.0
mean,25,20,specter,50,-0.056600000000000004,-0.05694222222222234,-0.06679144444444443,-0.04654444444444446,-0.06816888888888895,-0.043319999999999914,0.0,1.0
mean,25,20,specter2,50,-0.07710266666666668,-0.07820888888888883,-0.09095288888888894,-0.06482788888888882,-0.10202666666666671,-0.057248888888888794,0.0,1.0
mean,25,20,scincl,50,-0.07552542222222225,-0.07608000000000004,-0.08689155555555562,-0.06239755555555559,-0.08967111111111126,-0.06108888888888897,0.0,1.0
mean,25,20,scibert,50,0.1698267555555556,0.17068666666666665,0.1605894444444444,0.17541688888888893,0.15761333333333327,0.1815688888888889,1.0,0.0
mean,25,20,bert,50,0.13951893333333332,0.13967111111111108,0.13140899999999991,0.14746788888888887,0.12791555555555556,0.14997777777777788,1.0,0.0
mean,25,20,mpnet,50,-0.12995155555555557,-0.13064888888888887,-0.13874966666666674,-0.11970366666666671,-0.13899111111111118,-0.11826666666666663,0.0,1.0
mean,25,20,minilm,50,-0.06920444444444446,-0.06946000000000002,-0.07745199999999998,-0.05971577777777778,-0.07809333333333335,-0.05390666666666666,0.0,1.0
mean,25,20,pubmedbert,50,0.1656519111111111,0.1655422222222223,0.16006311111111104,0.17231888888888874,0.157471111111111,0.17483555555555563,1.0,0.0
mean,25,20,biobert,50,0.16071866666666668,0.16057999999999995,0.15236977777777777,0.16855344444444437,0.15220888888888873,0.16904000000000008,1.0,0.0
mean,25,20,simcse,50,0.0881159111111111,0.08808888888888894,0.0812697777777778,0.09345299999999993,0.0797066666666667,0.10121333333333327,1.0,0.0
mean,50,20,specter,50,-0.0675232,-0.06809888888888888,-0.07783372222222222,-0.05527872222222218,-0.07840666666666662,-0.05464666666666662,0.0,1.0
mean,50,20,specter2,50,-0.08091613333333333,-0.08084111111111103,-0.0989148888888889,-0.06662377777777777,-0.10151999999999994,-0.06204444444444446,0.0,1.0
mean,50,20,scincl,50,-0.08253048888888888,-0.08244111111111102,-0.0942971666666667,-0.06994077777777778,-0.09805777777777769,-0.06267777777777783,0.0,1.0
mean,50,20,scibert,50,0.16610111111111114,0.16628222222222216,0.15912861111111118,0.17421500000000004,0.15203777777777772,0.17529777777777777,1.0,0.0
mean,50,20,bert,50,0.13411066666666666,0.1337355555555556,0.12410966666666659,0.1424664444444445,0.12337777777777781,0.14280222222222227,1.0,0.0
mean,50,20,mpnet,50,-0.12566435555555555,-0.1262077777777777,-0.13336144444444434,-0.11544099999999996,-0.13736888888888887,-0.11485333333333336,0.0,1.0
mean,50,20,minilm,50,-0.06795075555555555,-0.06835999999999998,-0.0763072777777778,-0.05948383333333331,-0.0772799999999999,-0.05263777777777778,0.0,1.0
mean,50,20,pubmedbert,50,0.17062266666666667,0.17057555555555554,0.16523066666666664,0.1768381666666666,0.16123999999999994,0.18032888888888898,1.0,0.0
