recipe,k,field_id,model,n,mean,median,p025,p975,min,max,positive_fraction,negative_fraction
mean,25,14,specter,50,-0.06874764444444444,-0.06893333333333329,-0.07812655555555559,-0.05797288888888892,-0.07920888888888888,-0.05736444444444433,0.0,1.0
mean,25,14,specter2,50,-0.09838693333333333,-0.09840888888888893,-0.11110655555555558,-0.08763333333333327,-0.11211111111111116,-0.08572444444444438,0.0,1.0
mean,25,14,scincl,50,-0.08740960000000002,-0.08764888888888883,-0.09706344444444437,-0.07631777777777775,-0.10044888888888903,-0.07348888888888905,0.0,1.0
mean,25,14,scibert,50,0.1508751111111111,0.15103777777777783,0.1427749999999999,0.15978911111111116,0.13943555555555542,0.16294666666666668,1.0,0.0
mean,25,14,bert,50,0.13265537777777778,0.13263111111111114,0.1257247777777778,0.13971966666666671,0.12335555555555555,0.1408355555555555,1.0,0.0
mean,25,14,mpnet,50,-0.14002835555555557,-0.14091555555555552,-0.1478944444444444,-0.1283196666666667,-0.14895111111111115,-0.12314222222222204,0.0,1.0
mean,25,14,minilm,50,-0.08192293333333332,-0.0817155555555556,-0.09314322222222221,-0.0727185555555555,-0.09427111111111108,-0.07077333333333335,0.0,1.0
mean,25,14,pubmedbert,50,0.15342755555555557,0.15379555555555552,0.1463117777777779,0.16235877777777774,0.14617333333333338,0.16284888888888882,1.0,0.0
mean,25,14,biobert,50,0.15493537777777777,0.15500666666666663,0.14582311111111113,0.1635824444444445,0.14387555555555553,0.16386222222222213,1.0,0.0
mean,25,14,simcse,50,0.08551973333333335,0.08536444444444441,0.07679088888888892,0.0932977777777778,0.07537333333333329,0.0956488888888889,1.0,0.0
mean,50,14,specter,50,-0.07914528888888889,-0.07929333333333333,-0.0891189444444445,-0.06772522222222227,-0.08952222222222228,-0.06472,0.0,1.0
mean,50,14,specter2,50,-0.10195164444444446,-0.10108555555555548,-0.11338211111111118,-0.09153694444444445,-0.11412222222222224,-0.09021777777777773,0.0,1.0
mean,50,14,scincl,50,-0.0935331111111111,-0.09371444444444443,-0.10174688888888889,-0.08243266666666675,-0.10243777777777774,-0.0812222222222223,0.0,1.0
mean,50,14,scibert,50,0.14437377777777777,0.14464888888888894,0.1351115,0.1530993333333334,0.13353777777777787,0.1548666666666666,1.0,0.0
mean,50,14,bert,50,0.12771262222222224,0.1269466666666666,0.12156900000000002,0.13571933333333333,0.11839999999999995,0.1365533333333333,1.0,0.0
mean,50,14,mpnet,50,-0.1424363111111111,-0.14284888888888897,-0.14973849999999994,-0.13140377777777773,-0.15080666666666676,-0.1284911111111111,0.0,1.0
